,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
GRN,-0.07761706021706835,-0.011290038916988753,-0.009597720717149342,0.02537104940742474,-0.04342784913895683,-0.05942905827155162,-0.13854827714088375,0.035109026076140096,-0.036733794511285056,-0.2512378632914287,0.04578887700511351,-0.011737091604790155,0.01635229564853132,0.015911436431759185,-0.007929075937781312,0.2635964421613368,-0.014591882304944797,0.0003708836486491711
MIA,-0.042896674739179866,0.05152619403566965,-0.022929383017666376,-0.0357056188187859,-0.05272697751150641,0.06544417869533646,0.029071097133832942,-0.0397727962872287,0.00616275516574659,,0.011971241616424601,-0.022116021730740055,0.10082585440721524,0.10377474192368702,-0.07307941493656568,-0.014630005297130402,0.040657409944283296,
COL4A4,0.019673560100703043,-0.0010390963152774296,0.015542770563206073,0.01357759514584152,-0.08208638464765475,-0.032204800546669694,0.02335591006421989,-0.024712484207961214,0.04698500382633156,,,-0.03710360584718863,0.07180069766387132,0.022058856165514572,-0.0407170944219351,0.048094799504898054,-0.004847202887121513,
TAC1,0.05287720205623549,0.13821823748574216,0.07822308367944435,0.03659330069265353,0.2383605526386749,0.0941011074179864,0.20336612627912284,0.0812597412631982,0.09219442427661326,0.20247811919858227,,0.36462043300618635,,,0.12378917413808334,-0.04580471499252977,0.03741494750770518,0.15275115635734882
RARRES2,-0.035987086608267264,0.03440483570677117,-0.01296064023276264,0.03565604922912257,-0.15772940254042025,-0.06963791482276344,-0.11929934755309445,0.11977239536672668,-0.025960342757960855,-0.0803336563998456,-0.08341066498987304,-0.20056831354928786,0.024867337852180323,0.037257112727534604,-0.027872759552644705,-0.02772069713383202,-0.08310389688368605,0.08732021924251292
FGF7,0.04945179418551983,,0.08603854014311123,0.008343638211860004,0.044987835093219096,0.07995468430868317,-0.039035555789308944,-0.0055925928769423455,0.00650540470936031,0.04653463082505788,0.09041981227548204,-0.030631879371472836,-0.044344474101379205,0.027785971471451294,0.003879353019603569,-0.005005669206182068,0.0078041885776252,-0.1128043757841906
EFNA2,,,,,,,,,,,,,,-0.02932606488957068,,,,
HBEGF,-0.02118406908878685,-0.0248434639454424,-0.016542526775387107,-0.003400541474356005,-0.04725632400995535,-0.07254938971594013,-0.015703442759624587,-0.02621621736781189,0.011774532576705543,-0.11845663439577453,0.023007609437549852,-0.0813040048216822,0.06314197410744343,0.04115432263595619,-0.04949847656473062,0.12680443828958635,-0.012054847768197954,0.01563799447893622
CSF3,-0.04718259864392195,,,-0.0015287502129226116,0.05354011648540363,,0.029158833180483915,,,,0.03508660307505608,,0.026085242991378516,-0.01630400652317598,0.02283797306332182,-0.03448498262903769,-0.003562247246656904,
PI3,-0.05589482400923096,-0.029991801598209793,,-0.02701908241466256,-0.004366391058376984,,-0.036845838238005246,,,,,,-0.02278973265226982,-0.062043953141182065,-0.017730639325409973,-0.09613055178885126,-0.09008924462389878,
PCSK1N,0.09410633975925578,0.03571611809361524,0.0496701792319209,-0.05058626204582925,0.04782353390944301,0.014295451540473304,0.07702681135878756,-0.09413266959395493,0.0570835661629195,0.4221004307000938,0.026108216824118836,0.34918579133572064,-0.004336991767196183,-0.03330372028944743,0.0481010333374035,-0.09747828648877385,0.06885237056942273,0.2233546074040373
NTS,,,,,-0.05024817816490448,0.010008414728404616,-0.03090896552111113,-0.028231140565338667,0.012970968613731843,-0.04064562247465444,,,-0.05673157348119241,-0.03572824505346103,-0.006193524987681607,-0.027318033274519076,,
SFRP1,0.0752207297222016,0.03708786801769769,0.03685187615433977,0.13292143709984822,0.10766207881969299,-0.018943147507396056,-0.005431011566179098,0.012506266687222408,0.1197582100200922,-0.09125352833387448,0.025548114815765917,0.020214883582116108,0.0030669318808074636,0.031084391428927167,-0.033573004845863855,0.13849897202051606,-0.032174230582493475,-0.1366605494501363
CXCL13,,,0.12475787840903055,,0.02833227050544055,,,,,,0.04863798559603481,,-0.030226812632317333,0.030444030618312995,-0.03922814022650914,,-0.008989409217772113,
MICA,-0.06406135979561843,0.04946832402874783,-0.05396229403698995,0.027330863024651996,-0.026317390893646868,-0.026566900247603144,0.044837170506918746,-0.0157703348372315,-0.017311352819663145,-0.04942907520804289,-0.052264612450195654,-0.1275600179655017,0.020045769362860982,0.12564092336626081,-0.011142129038777976,0.16288396187980422,0.009485509665649157,-0.009388920258879824
TG,0.022022094767586948,-0.038811651384329474,-0.02447767448644936,-0.0005033015866418752,0.0007877426817698886,-0.04537957878003442,-0.010609513044872636,-0.023846891610769753,-0.009814285507410448,,0.046291951907738556,-0.008739667690768348,0.05024898550096381,0.02619898938481514,-0.023838244183939452,0.08396266653679554,0.0498746808157604,
ADA,0.020280317484020347,0.028176491632913254,-0.013798533418123057,0.0026137746296505593,-0.004521065099245964,0.020253548144627445,-0.12168390056012436,-0.0060573453663456565,-0.03719665483230043,-0.18398658459264675,0.001087208572339017,-0.12706253646057264,0.03279777965773569,0.02369767782583757,0.023168756655125966,0.2599494949761352,0.01990724802218958,0.04803725163439952
LAMC3,-0.021532983959390142,0.030721631104327064,0.01323299637928576,0.08638079794974433,0.04943146348143083,0.041992583669584305,-0.05359097469282712,-0.020340121369036505,-0.02627422671660804,-0.005756781928238592,0.09525790056306008,0.016550693682249325,-0.006458196117026048,0.04532665062014384,-0.06558254202170277,0.2804427201789415,0.034658496675542855,-0.020486078330888967
CCL7,,-0.02756868899152289,,-0.017503661882186987,0.017535977995840224,,,,,,,,-0.02397205296691828,,,-0.03605817451700641,-0.023759666185426954,
NGF,-0.027183236314831657,-0.0318098283167736,,-0.032881752468055046,0.007619303535656405,-0.023652662648962465,,,,0.029789870261455728,-0.028068718178734818,,0.05209178587730167,-0.014126975718519435,-0.01935520967080081,0.16350002445298778,0.03746312419597459,
TNFSF15,-0.0336290558819336,,,-0.01949118359895146,0.0282610106613329,-0.04522215096618811,,,,,0.061939459396563985,,0.030147088831192013,,-0.017986469010376496,0.06820140265002964,0.013183317162307882,
HMGB1,0.03171866882750705,-0.0039884728982999195,-0.02580192394413848,-0.002747590563585143,-0.031082000021509217,-0.0030065553865838853,-0.12986768589618208,-0.008040527116038365,0.008571031482726756,-0.20260737973896714,0.04698531739188519,-0.0018801469957388712,-0.035740667287220494,-0.050027280272031086,-0.07476761207727411,-0.14407788789331985,-0.03581737818545787,-0.07646260825766098
ITGB3BP,-0.08616024916910717,-0.056528882226903755,-0.024527025260769775,-0.039361286098842936,0.012754617978430076,0.018546580870471372,-0.04486694418619097,-0.019131358015075442,0.012185833104859099,-0.030169216153187017,0.02945424611618532,-0.16048094412506686,0.08625686555013318,0.01622951869488317,-0.03096064223528963,0.03482512119870026,-0.03319437007425492,0.0513299846658528
AANAT,-0.025336729357531833,0.004906524928956731,,-0.01773498553601408,-0.03192431626769978,,-0.0295164774729072,-0.021445648987233595,-0.015189397130147303,0.002444899626715481,,-0.0074266160539566296,-0.004102683698419528,0.015262088394936426,,-0.011656705409107775,-0.01583891424065676,
RELN,0.10981952920872724,0.023236861685412828,0.027270200101458975,0.05610662395427802,0.050574205095978375,0.054939276202799654,0.04537411391783462,0.059420838542555934,0.028505766215981203,-0.023910543714406148,,0.06909643014172873,,,0.04572692084026377,,-0.059246277741348115,0.0060990187648640596
IL15,-0.04780312245110101,-0.03059695467943187,-0.03118418280914719,0.09081564097760864,-0.015170386826745081,0.002953113065842906,-0.022365827998773322,0.02843130406455495,-0.014444033017199742,-0.03200167315099985,-0.011295078614502133,0.02291765072894323,-0.006730974553365555,0.11365632703475746,0.011683128613539394,0.16230314457365735,0.0491161430872797,
UTS2,,,,,,,-0.05171867565441313,,,,,,0.11781646019977347,,,,,
BSG,-0.009553834870420552,0.06007645553895753,-0.012274702322323574,-0.06183398415586347,-0.034613650865266285,0.020609409775691576,0.03946034338044032,-0.04318732665360779,-0.039791709294940796,0.2717459950244137,-0.024406306429999268,-0.22579143743067334,0.08282118483978396,0.05283994673760515,-0.012435084494737415,0.032660772716797924,-0.03604655197977533,0.12262998804299274
ADAMTS3,-0.006828545134480563,-0.01705255152197907,-0.04300904874339266,0.003021660608992759,-0.002692708389710084,-0.01591247185604767,-0.1191961621815665,-0.013103128198330488,0.032456617012844045,-0.0034248223073403404,0.07020569033240551,-0.013338194035611971,0.033040964503562774,0.015427444264678021,0.0402594588211481,0.013240516765710732,0.03998279609183942,
CD34,0.04050447748675766,-0.051979092341262585,0.026817062688641986,0.05450957330918136,0.07591900081930693,0.029281812140072326,0.004696243925835124,0.06555603545723107,0.051241487186960796,0.031348362182884636,0.11972305224304396,0.03320119121317367,0.07822104939725295,0.04414497554461727,-0.04440493106150593,0.2404957710360859,-0.028883919183065283,0.05259132269291019
CCL23,,,,,,,-0.033585065931760714,,,,,,,,,,,
PLAT,0.021621645996363837,0.007067720355146989,0.030280204308403075,0.011821235531353613,0.03530097214868141,-0.051881738735281756,-0.13543515577072307,-0.08537076630397958,0.006074171939967658,0.0008803625889779091,-0.0025817877942570363,-0.11476045819703638,0.046653380656079324,0.09616797548245647,-0.06067082249474354,0.12668030812774342,-0.04376303833235488,-0.01168518680463264
NTF3,,,,,,,,,-0.014031458871569496,,0.00975191279644681,,-0.04628225240143861,0.03869291236899095,0.048228316522436254,,,
LTA,,,-0.018000958756591925,0.12105102914339297,,,,0.07365258457880272,,,,-0.03901130509402644,,,,0.05767601478763617,,
CKLF,-0.030589313696951302,0.009905942034696446,-0.016214312269321848,-0.031663157319464605,-0.018104537435834664,-0.03285145046302655,-0.13850673673045458,0.07123624425196876,-0.012770745081766254,-0.21503757025099704,0.023708167860432037,-0.22175882745860112,-0.00870326010701816,0.10195058530813869,-0.0174485813248245,-0.0428503363381163,0.01653115176519193,-0.08476515718552233
APELA,,,,,,,,,,,-0.006111997135394483,,,,,,,
CD24,-0.0004239640979388215,0.007204118513699836,-0.04641765832112638,-0.016427234088047256,0.013818783609123827,0.08937633376712181,-0.012870682712444735,0.06659160367205895,-0.1038771621890589,-0.03205779251309656,0.08342599622394996,-0.043217520616303066,-0.009470744224138196,-0.041523442284304726,0.005495864421198928,-0.08353481623673704,-0.0117817136477323,0.08725763688736217
HSP90AA1,0.11171389695144256,-0.018582416725999498,-0.029244052415757345,-0.028044276487364492,0.20996112784754167,0.05682981464954009,0.13773103068276069,0.12209992147237679,-0.06356296163284597,0.41210009948256193,0.06355044483338662,0.33460599050322243,-0.05839915721490872,-0.08287939119601759,-0.01078662108208971,-0.12396274821072886,0.03845308170255676,0.16899158385902632
BMP4,0.017834634817163717,0.055995493150550184,-0.019082071498292233,-0.040151199746379325,-0.049026610070381726,-0.01215486728392643,-0.006451347295872017,0.03549151414268314,0.014376554629863593,0.12772121707701795,-0.04114412444696,0.07049981184184226,0.03237090191142562,-0.007719710617028356,0.06942537729467937,0.06705114537230358,0.016928462502624524,
SCGB3A1,,-0.027568686234690828,,,-0.03801791963068157,0.025355462280506585,,,0.0044694605020573165,-0.06762617955571566,-0.04910792411199394,0.12629891456991646,-0.03107612044054838,0.04566490878199857,-0.01717886843294274,0.16468704752471175,0.03947151712182627,
IGFBP4,-0.058828024056072646,0.0023771741549124853,-0.03485473939676166,0.0850572978096796,-0.02102818615441516,-0.07609818509142457,-0.02898183420743476,-0.02536561895025291,0.02357424282182363,-0.10233604673703484,0.07515555219250403,-0.0815469783320752,-0.03891872552800588,-0.021100524576364355,-0.1449578314375345,0.3470545314481582,-0.009939745800142301,0.11271204867529809
RSPO4,-0.03320711008657034,,-0.029100605727943863,-0.0003104872758670636,-0.03541723960669273,,,-0.024022318747045204,-0.022269411557206308,,,-0.05411482178652776,,,0.004162604726659025,0.032275109427615876,-0.015591218072659858,
LEFTY2,0.10108038699835659,0.008697871793251252,-0.018222037918101928,-0.021194922642672413,-0.037371395603943106,0.004396153948447743,-0.059075822690689235,-0.05363565251059993,-0.02441868213336429,-0.026138695813354217,-0.026521903657932607,-0.012091780171163457,-0.030939555814284668,0.10343454510733872,0.022449713213750746,0.035422776512134324,0.0063107613728536635,
PF4,,0.03260757870398071,0.06447497983076211,-0.01527160014950688,,,,,,,,,,0.08911864357205249,,-0.05355799837814229,0.03539611826674078,
ANGPTL2,-0.0013464965143034525,0.013639563020086199,-0.03348068902012161,-0.015754327409871764,-0.06402621717520364,-0.04395999449715784,-0.07331977457982666,-0.0068855152760706004,0.011779052235127806,-0.23112841821942307,-0.010014657435000327,-0.26536412610257576,0.061231315075066406,0.010995030605132237,-0.01041348865042565,0.18489566063292293,-0.03677501272461893,-0.13047910375086677
LRIG2,0.09579321545596818,-0.03441346156673083,-0.0025483553894238755,-0.02340255094833555,-0.036147709549854544,0.0391262090432948,-0.06121807277997428,-0.06716857294442101,0.005821871563172367,0.012860558748125068,0.027281465072762735,-0.0707473816665123,0.06748659756203346,0.04048013716198783,-0.009734750747681726,0.07318077909736316,-0.011779440708698498,-0.008403314964001736
ICOSLG,-0.004113846900237546,0.027537345839536098,0.016551158353202217,-0.0006547950168344719,-0.0447361343133236,0.008354363192588065,-0.08207793725461002,-0.024346018310105775,-0.028242366754532972,-0.11287255065907745,0.030423500931172274,-0.12014503931161392,0.07772785311894718,0.05700146601927321,0.05131495548432514,0.10999839674152866,-0.024545429323504248,-0.004487979685014273
WIF1,0.1689283503757857,0.020782827006155368,,,0.10497575454403758,0.08306098159073183,0.15767032021620492,-0.018537454392078274,-0.013170602436254153,0.27067626059297945,,0.34973631853737863,,,-0.02338413080018719,,0.06840053533418912,0.11182724427460079
NPPC,0.02696973433117952,0.07645889634005268,,-0.02369001790660955,0.1304792651231931,-0.003677971373570552,-0.03135170412313107,-0.003373357651074876,-0.02196044393655556,0.06503629606611866,,-0.19206374495597617,-0.014167184047738809,-0.016959738655146123,-0.06945568615705168,,0.07456969601043931,0.17149418426053112
LYZ,-0.06299391537628385,-0.006735304397142463,-0.040452927156653405,-0.020608154676115875,-0.02624166024877091,-0.05803373315063867,-0.03758860915729386,0.03379457722577507,0.014339642637319095,-0.2442411273761994,0.006930101550469652,-0.03508946260167361,0.062271941665546005,0.05996689539304614,-0.06889714651252632,0.1675034044191551,0.07491235125024498,0.043751317292645794
EREG,,,,,0.037135427495756865,,,,,-0.053809897993524466,0.08374165921550202,,0.1134371592201861,0.035016473653997966,0.06801691331768746,-0.023477094065642277,0.036226955014466565,
SPTAN1,0.02775292239178616,-0.004897199918857944,0.08227119763468266,-0.009792550231431142,0.07971132384135424,0.08956319676679887,0.13272130910067945,-0.009769211245533083,-0.03629431736235287,0.34155860558101103,0.05191476653573203,0.2632980754337194,0.03706643445976598,0.02312445688366357,0.11392990199962358,-0.04785681973735907,0.0662456362824755,0.08489911692036518
PTH2,,,,,,,,,,,,,,,0.03596970554600583,,,
LIPC,-0.026619219295292044,-0.03501157479167484,-0.024644224574306126,-0.027444202857014533,0.036613970618374646,-0.03779116515976757,-0.007149705817863532,-0.01964546750045264,,-0.04988338257679047,0.038880782200119555,-0.04916965585361603,,,,0.03637543238950198,-0.0009335056829398071,
COL8A1,-0.07185481952988576,-0.02048904656225472,0.014618070406731113,0.02594667255573025,-0.10923007680527713,-0.06536736185146619,-0.024001455014545068,-0.03880055081054087,0.006432639215870256,-0.18434797188070548,-0.008091240229106548,-0.19771658953394522,0.029112312691432544,0.11979877705986157,-0.0788941219162856,0.07771343576753172,-0.044972312091145404,
GSTM2,-0.022445664175569587,0.04137538925229274,-0.03588036116425991,0.021523198854374474,0.016283948519445528,-0.031638944681757916,-0.07219384451928049,-0.03653753564917252,0.06573755285325707,-0.002386654069964214,0.0036040318466022416,-0.06496504261430346,-0.011900997950026936,-0.03131274891629349,0.00038517485919845225,0.010163814351415033,0.01974419139997422,
SPX,0.04742824215590928,0.03551679058727665,-0.018092368529635642,0.017809107436469653,0.1562997363398646,0.10596238909358582,0.09075372462629232,0.02282400479569386,0.03641890606003695,0.09835973468621406,,0.3806302183069791,-0.03674775823223691,0.017148724237503566,0.13186613443086623,-0.1038731759708065,0.027074842003751327,-0.05636379397443083
MFGE8,-0.152889104118666,-0.015601409135601155,-0.0014652378577525605,0.04082221849399412,0.0676815778733225,-0.03901001540556393,-0.061913940480115864,-0.0313466503084931,-0.0020242004726984193,0.0930572350395423,0.03895690155106612,-0.0837331561471088,0.09479977062837726,0.04996341317597824,0.011024259402340504,0.21461341100071776,-0.033626335811182795,0.09917875442018438
TGFA,-0.06993316772900873,-0.006828148834715068,-0.02344011461323246,-0.011402335714932679,-0.058609900056285566,0.004636696735950667,-0.031620263482722975,-0.04150656933260807,0.037466827598721685,-0.19166059720185932,-0.0060298469082834035,-0.11363950589563825,0.12099991592940333,0.051578389357318837,-0.007436792347868596,0.07148312241589447,-0.016231590486785342,-0.1334602087144352
SLIT2,0.13592300418095493,0.061266220699826464,-0.02565048595271936,0.02795266333891369,0.08441633291496306,0.05029781741261789,0.002873664775043341,-0.002148924795552546,0.0031019742722065485,0.24257633904082365,0.020294410656633052,0.3297168227898982,0.07801121261654428,0.03873645645835663,-0.041085937536918464,0.1473012189351208,0.061519010329185,0.14510137955496033
PLTP,-0.0009554325139627073,0.04809750233660769,-0.03025925178206231,0.03675154759388306,-0.05938461529028753,-0.06816773658604294,-0.11888906367606233,0.06297450415239045,-0.09392128402872556,-0.35239797246528365,0.057062401082564426,0.011827026767738709,0.007907416147604304,0.013759296426879529,-0.06973807754987141,0.07836459336617294,-0.028614784304942995,0.000861572523392445
APOD,0.05687077474996446,-0.01295417096400564,0.042396735941060686,-0.04767452424883276,-0.07109307458634002,-0.01560844817619619,-0.13749468744566165,0.056750219525039655,-0.043920653660066644,-0.26712182273620877,0.06553202068659757,0.14850502217197506,0.10418050401971214,0.05883874278733342,-0.03446195493576463,-0.06646063716794125,0.017363679143832723,-0.21818246080434783
B2M,-0.040346253796910446,0.029264887821101426,0.04748097638432283,0.11689618951406251,-0.10205944057713268,-0.07779481703902974,-0.1446253889268288,0.05100838104958226,-0.08514804125707973,-0.4138020249176862,0.047993659187347326,-0.3393764028508091,0.08829754932891914,0.11005498203212091,-0.021757751077249615,0.2901278324020318,0.012440000363777569,-0.18598289974892485
OMG,0.12598269671349585,-0.04157212840581424,-0.026856031790481825,-0.00039560477614508866,0.07729382728718671,-0.0017548130466430915,-0.016575614022641325,0.07010698866254111,0.05358841020330199,-0.04856477744196601,-0.019640846930066614,0.22844061334004515,-0.013047203774383618,-0.011465700348526075,0.07430459671548031,-0.08942632858410211,0.005904266836891578,-0.07559508922521088
CXCL3,-0.11287433678639433,-0.015879373770856506,0.12533499440298693,-0.06547433028729101,-0.029002159537013742,,-0.016917223050786637,-0.0314020897321184,-0.023823563131754783,-0.07558527736868936,-0.028644008756515245,-0.028095204084078416,0.04031153017830107,-0.018825106490628293,-0.03223006657525715,0.06953132873382308,-0.022081135824885783,
CXCL10,0.0539265948732821,0.004936941708001069,0.05167747119901446,0.01347912628017313,0.09927666594591643,0.08688312598674436,-0.10685318510010339,0.10761283674073488,0.10465613533553414,-0.018697117212827165,0.01721892038358746,-0.044646679308298534,-0.03763642229404996,0.02115515395319097,0.10310763242474288,0.042312736458681936,0.02790168158781105,
RSPO3,,-0.027785472909864807,,0.09373619194209355,0.17817824958236156,0.07006334980797473,0.05427384749806648,0.04195754702790731,-0.0033013337268882445,0.15554703353870783,,0.11830120059488673,0.05349420742425486,-0.019354246375392802,-0.004074622818524772,-0.03788504041142907,0.04944542355302697,0.16516725890163358
CORT,-0.0372310211159832,-0.02862986686580756,-0.006627746556927945,0.010451673900461762,0.16978974171217337,0.05626527235574245,0.04724832410130973,0.06367676743500163,-0.0190650227008704,-0.005572091188097302,,0.030603901965376948,-0.030078494400045692,-0.013975405286830288,0.03166768376082907,,,0.05997121188814742
NCAN,0.010606565261469322,0.04008649320803922,-0.0572439959975372,0.012692219058967663,0.20164507600617818,-0.06766662954287224,-0.10267397352577236,-0.08363818530687012,-0.03580419223118504,0.24115496459494246,,-0.254672857966928,0.09793247804263677,0.01896980815829212,0.14890154809905784,-0.14801720574334323,0.08153154235697105,-0.0045311469948078695
PRG4,-0.05081160234367445,0.03534502542451462,,-0.017503664609872863,0.053520414800775636,,0.05035496581334377,-0.021219745833340443,,,,-0.024620204569095572,-0.02863182181331291,0.049599720832492825,-0.02900901253298978,0.13620695466075905,-0.050269404114137016,
ZG16B,,0.00851355612695538,-0.019703831109822798,-0.02031514347340708,,,0.08608709923087082,-0.01641179177103057,,,0.019948551667483872,,,,,0.03227427163908723,0.020906235972217392,
TGM2,-0.04317462981009088,-0.03316784411709294,0.08203915237034683,0.06218748244252025,-0.007831175725844313,0.02449736515343005,-0.009310820801736341,0.04369997511195711,0.021258086330703974,-0.035593835415208275,0.03582312221951178,0.10476046043809971,0.06341083192155571,0.038274902819289636,-0.06551747830642395,0.1803449812496289,0.06386397475045805,0.13972709478685533
VEGFC,0.04813909890456763,0.04769472739105596,-0.025300477930182638,-0.03119621711140549,-0.01437462618190935,0.01595498181122061,-0.0034820672096459895,0.040197951750697694,-0.012048895701157653,0.02096779531348268,-0.006553767543593021,0.02798754999660964,-0.04690546826420129,0.10464856784558116,-0.007253828913810195,0.14344115900938184,-0.019350001519279278,
WNT6,-0.04623888688299067,0.04425975404246632,-0.01822203839633026,-0.02420982197744174,0.06742319530649378,0.009774052753008163,0.00019090085314756174,-0.020717907705799767,,,-0.017538466035058275,-0.008191713681897665,-0.010790738174197088,0.12330525112307819,-0.03338496407494442,0.11850856776521791,0.06430720012203088,
NRG4,0.05420819061268888,-0.025391730429916298,,0.0728870464085127,-0.00939256555673484,0.06721167855954871,-0.05229638581686923,0.004309128843850357,0.02191573840149875,0.13443415813676698,,0.059227239191832794,,,0.011202040609202399,-0.04705130107755083,0.004512235035883321,
PMCH,,0.029939763291675133,,-0.029517050132917978,,,,-0.0009409542242840261,,,,,-0.03704608231209621,-0.029069449576553347,-0.01912555469115338,0.0943467942770313,0.013899099986006734,
COL9A1,0.024005760954602065,-0.007355296297618049,-0.015455643589236468,0.0683982078068719,0.03302770461646833,-0.02737718388687334,-0.07904192558481736,0.04168007662537614,-0.008039293510881026,0.1455196425607405,,0.06353419074328012,0.020232738631659086,0.0013061382068595916,0.02315287788078173,-0.025952346508488357,0.05106725498066763,0.05432385151052632
