,UKF248,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,-0.02315319673335499,,0.008227797698421094,
BMP1,0.1665382819952054,0.047957218009368925,0.0005745880468028065,0.07413423344247531,0.04768650765647962,0.023635019087564848,0.18639179628096278,0.0669344159404571,0.04677448696666176,0.019656207516290217,0.0973217433205045,0.28411537443860085,0.029103788374402823
NDP,0.06073589020349354,0.10053910046324456,0.001024044534965248,0.050121166053861445,0.08905445195074788,-0.012329321735404573,-0.03646270635060812,0.0005057794151564273,-0.029890771011651742,0.06369267104860794,-0.06959009441710012,-0.0500450980164356,-0.02854627115050806
TNFSF18,0.11042282192882387,,,-0.02770458378909969,,-0.07071175909783986,,,,-0.02387748311318703,,0.06405170376425401,0.09626444225778648
IL36G,,,0.18682403613852774,,,,,,,,,,
RTN4,-0.056565479416737535,-0.07403715730663912,0.021918182045515572,0.007101602796319319,-0.1427642055620633,-0.0699925278816478,-0.05418302552299348,-0.05796978142075771,0.039151247490001546,-0.048861280540440824,-0.020635326689391685,-0.04543099061907561,0.09205066246053877
HEBP1,0.011551427940349267,0.026150098442336216,0.01298607942374026,0.07875449931160897,0.07512695544426992,0.027634429120197344,0.013559002766638888,0.03394735058164222,-0.07519302504470428,0.014132149489261229,0.06387698121061174,0.04730556446435294,-0.01979459396467677
WNT7B,0.025298579935590877,0.013419619121086532,-0.014672967652632323,0.07967748107519378,-0.08579077930425161,,0.047795890231270996,-0.02887813246849777,0.004023975334827076,-0.03926940126924153,0.03509569189828035,0.2548855323918304,0.03861728497903102
PTMA,-0.0002153262475350399,0.16136827057495756,-0.03415108726330786,0.08104973110397191,0.18885627702598062,0.002787102453301563,-0.027778766311942073,0.03494764551736331,-0.05252202453249614,-0.06864161643775198,0.024753802008338585,0.21369602732738946,0.07689664445045388
FASLG,,,,,,,,,,,,0.10512143767232067,
CEACAM1,-0.02629892568947962,,,,-0.06460260817800272,-0.04972236744758196,0.004254656440656125,0.018604454338194513,-0.018834313443031152,0.08113660423861334,0.02038079729274676,-0.024490273735834477,
PDAP1,-0.04565324002245982,0.11367729071018666,0.00019589271221814305,0.023498845169923357,0.015074262751964806,-0.061959637913621086,-0.08796685355718067,-0.0049937434843570746,-0.03247045220931561,-0.03926010584404928,-0.046889667437199474,-0.09435142067592911,-0.11141959373588718
QDPR,-0.08476338806659105,0.056504572894136594,-0.01593735538977498,0.029092681614277853,-0.1071986801328802,-0.06108950687926232,-0.11548418772672216,-0.036724551153186326,-0.034360889267786895,-0.08680120163666456,-0.042692961096083906,-0.06365621152372626,0.048799639824097296
POMC,0.061937405756604225,0.019867472198333062,-0.028602087641475635,0.09712599585730033,0.003194253992264842,0.1534211175632046,0.07179873841328134,0.06876944379618673,0.01747163354219605,-0.02018808641459177,0.008712409358529927,0.06429154567595917,0.01983335884531433
CCL18,-0.03281857443206122,0.10136997655613937,,,-0.014385714269552999,,-0.025670173210889553,-0.018693741587386407,-0.02714221993142679,,0.032722361707585454,,
CCL17,,,-0.012195420472035978,,,,,-0.023517739796036795,-0.027188513862551174,-0.03052615244807703,,0.01232750134251202,
VEGFD,0.11583262405531065,0.016123281353642327,0.03744527459552185,,-0.0624068109676662,0.06957561128973402,,,-0.018834313443031152,-0.032195668956562486,,,
TNFSF13,0.017211427751174707,,,,,,,0.053932856758973954,-0.02955298502287777,0.06136372853210127,-0.03566160784158212,0.056677969952147786,-0.022761445275232366
WNT5A,0.029222152713935624,0.010585316366720979,0.020517021030980565,0.042115464900804395,-0.04031158535451142,0.019671156942702196,0.02209292288180049,0.03239437989291497,0.007083118032460523,0.017744556645668798,0.029374435592498537,0.09869358868126928,-0.04632458216678213
CXCL8,-0.07570423680885481,-0.019056770646358096,0.02750798392574489,,-0.05850485364421044,-0.0014015827984918516,-0.014050352897713596,-0.05770655069996675,-0.07104351943336977,0.038763909018790114,0.010411381896839876,-0.017933365924523197,-0.021464591495419485
GRN,0.14162094617532425,0.017091528929505665,0.07965290323181085,0.04549177715627616,0.006832690902859854,0.08930334364145541,0.10972213794998321,0.1534743978541928,-0.06366581373671729,0.09540398710890546,0.10517707002932139,0.23376616610712336,0.1403420197546767
MIA,0.030321862564080797,-0.014178624902777869,-0.017900251369165412,0.13016935464551238,-0.10051033312392312,-0.01850653033444252,-0.004292518733469151,-0.014941690248804358,-0.0034673272555095134,0.0699040891698501,0.062192182812554675,-0.0318114730156023,-0.01631057799822224
COL4A4,0.016063383051025667,,0.021458657123626105,,,0.0226796753596858,0.03776281845704416,0.03125804576909353,-0.030156680735063782,-0.047023070263938774,-0.018609990437498315,0.015123025371935722,-0.0014185813726161304
TAC1,-0.07852772560037252,,-0.03077247877657869,,,,,,,,-0.02453159515971968,-0.021106167811187484,0.03417572035917714
RARRES2,-0.09969161016470057,-0.07525708967080326,-0.08756110093571341,-0.0429206719856833,-0.09549687876971014,-0.12407130824665694,-0.0353164122750513,-0.0247977268243758,0.003619830073730721,-0.016088537352244102,-0.029008311779058566,-0.06692414132061063,-0.10836261476709544
FGF7,,0.1021810559153854,-0.013511237879212283,-0.05524054386796562,0.047283950261072065,0.07213615179559424,-0.023631483978013325,-0.039431757698541035,0.018234334411090354,0.025112368473796724,0.002120199512564606,-0.01181149126086396,0.07452889053803753
EFNA2,,,,,,,,,-0.017900754477388977,,,,
HBEGF,0.16300377868222118,0.053035513249175284,0.002819533297576033,0.04705399284525043,0.002635774712794647,0.13521959707947384,0.11517088779664231,0.0017110686243373464,0.020814032043363465,-0.02254543873514142,-0.01663517070088176,0.08355788182533123,0.09708461271052454
CSF3,,0.03457989471452062,,,,,,-0.007693103043341861,-0.0003557197888554417,,-0.037541290833062214,-0.033741730860795856,0.03074153851161893
PI3,-0.03452652399119688,,,,-0.07399219756344173,,,-0.0657531121275028,-0.01266279574480684,0.04978276990545277,-0.03426365862759945,-0.058928634324289415,-0.107130517144062
PCSK1N,-0.07018330954034545,0.1223375710939232,-0.00898994700676354,0.08633327067417414,-0.025641436140616855,0.01942646859483458,0.028789650198562375,-0.03793286174310018,0.03416326968974641,-0.05110521704270246,-0.04657309266725104,-0.1185101759576338,0.05903847115655297
NTS,,,,,,,,-0.04599905904196764,0.01635704349469657,,-0.041343156462966726,-0.020424397013664178,
SFRP1,-0.05495838564288402,0.11723932386425936,-0.014272797714729961,-0.016802134371528513,-0.0006321010515387463,-0.011999005347467551,0.16050930034990693,-0.022971357920343473,0.033471863469135915,0.008122319311844643,0.004151995084486765,0.1066391851929361,0.014804580081492222
CXCL13,,0.09380258248249208,,,,,,-0.05282566539415481,-0.009489930347683374,,-0.00016304497505826714,,0.14753505730457253
MICA,0.13791193604298524,-0.04658029938934709,0.010621026407637537,0.012393261099606926,0.11303369863362793,0.05269601692598112,0.026140718562973078,0.13899708608600775,0.03343046012524496,0.09672142099758377,0.049744365513349924,0.17001049349928965,0.005362057862238338
TG,0.0007827342380433767,0.01164885749314986,-0.0003616548960319285,0.05205038546345909,-0.03614105428497746,0.06806501562206514,0.10709979033659724,-0.03124919641700345,-0.011694254422509157,,0.016684363025218647,0.018350691170861026,-0.011032887989759722
ADA,0.12883814843207905,0.08989228830257794,0.017084499396738298,0.031293626213569486,0.11852845388133347,0.07906359686875004,0.071346700411891,0.1442220450122341,0.027020356438241848,0.036759350355344264,0.07434878042008426,0.27768101472089146,0.08882257289027076
LAMC3,0.21466817122377124,0.030115556075290928,0.0773400788612338,0.10302294770584809,0.22106068378100519,0.1573225300014639,0.1545914984243251,0.0926479091628586,0.05835588819434301,0.08333074210888847,0.18541324758434735,0.19854623649975092,0.15344488221092462
CCL7,-0.020875385778616796,,,,,,,0.00262737354603055,,,,0.02447737059346098,-0.028766446590657264
NGF,0.10382331553369471,0.11327124043124193,,,,0.07003967819223396,-0.038147498081850105,0.025644679428495885,-0.01766013822124341,,0.06791065179289586,0.1260084834565876,0.01171028890749566
TNFSF15,,-0.019662477603062074,,-0.00718331023984184,,0.07765408456595999,0.07887931755159205,0.01785667676618911,,,0.0006823008154735858,0.16158439922852863,0.03029272580238789
HMGB1,-0.015420743078287866,0.13683515243737093,0.022134518854352952,0.052073284805155884,0.13298265111212493,0.0239169774972932,0.0016792202813483317,0.09293038308479783,-0.004712247663853038,-0.06187597106298242,0.07879392216696349,-0.11187567586891006,-0.056529958860564763
ITGB3BP,-0.042767455531138414,0.05796782688039925,0.004245767699035635,0.023977871598726632,-0.03128229075499046,-0.00904236409011175,0.016936830143512632,-0.05711149276480222,-0.02176649444243597,-0.044557068757594936,-0.0043235489100366025,0.06003436944789683,-0.05187739919496946
AANAT,-0.008225263092521489,,-0.016358990058668414,,0.06947086427808184,,-0.026736561445064453,-0.03092215321178745,0.0434427076821564,0.06988343377241323,,0.054290007040632436,-0.01817624622020632
