,UKF243,UKF260,UKF266,UKF269,UKF304,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
IGFL3,,,,0.1302014027096588,,,,,,,-0.021872570950684195,,
BMP1,-0.0012941842763281436,0.08564411592546885,0.02705233830405211,0.09682706915919884,-0.009887234205368805,-0.007045145203193847,-0.0430596662799667,0.012543827889800274,-0.06606446939336585,-0.044307048270397255,0.05062199863520718,0.013384732002232799,0.051490942272530406
NDP,0.023302680292665735,-0.015971706001935208,-0.015733779890260858,-0.022016218437714324,0.020352440064048818,0.04347382792636853,0.054500214469934805,0.0008874020205623558,-0.050794433280674255,0.06882321477225567,-0.03490652494304581,0.0043224340679594,-0.021902047763236
TNFSF18,-0.024578311486014203,,-0.013463318020251795,0.04590277939333555,,,-0.04723470048899121,,,,-0.02255679634789115,,0.10739866700447243
RTN4,0.07077794521540999,-0.0024153284091774883,-0.06579772483161103,-0.14778265196271992,-0.06487820174148079,-0.06506668283052285,0.007282023204470232,-0.0007118242164305178,0.005328013635594085,-0.020181480519492586,0.0198151392498564,-0.009327545429636238,-0.04417880844251154
HEBP1,-0.01709566200972859,0.012400657385777112,0.02559150781941026,0.08018894127952811,-0.014509708578620238,0.020854157967142285,-0.05983783515977064,-0.019817832469045667,-0.0014013026689030732,0.027600089165173633,-0.02462819871473272,-0.02593696411552201,0.07183711631643633
WNT7B,0.011276758172926098,0.009351621180268029,-0.03724285749030468,-0.0026085255488331044,,0.07738261571211888,,-0.012471658045717626,0.051415602685725495,0.0044108047845405,-0.0015591785782680379,0.029022735553732453,0.028685625524683147
PTMA,-0.010654775885830404,0.05075801799093919,0.11667730292339389,-0.030647455996305917,0.06612728509366166,0.03546710848553866,-0.08313619945037454,0.08874634662270589,-0.03455249392436027,-0.01341468503762189,0.047547035441272936,-0.03963911083838245,0.024377063346334518
CEACAM1,,-0.01678583097038671,,0.008137842716068046,,0.08979573580598123,-0.033214010851299096,0.06329198726695545,0.00196671534520713,-0.01475288928433388,0.0003478504604569353,-0.018228274842141033,
PDAP1,0.006782878385051311,-0.04123713958479091,0.08156716329997964,0.1429179831745606,0.04754163613646326,0.01610874534903345,0.09261409014270089,-0.10881541116113937,-0.03263826901628034,-0.0162023328256533,-0.026370056359837826,0.01704911549956555,0.048518005688178364
QDPR,-0.016090407597503926,0.03480037760727627,-0.03965655802488326,-0.14192291264105478,0.06782375955251636,-0.005475667526259775,0.04754163757502769,0.08186587731976734,0.07432785362382334,0.08382418601774527,0.07908085444397941,0.00836787703959168,-0.09457807594192846
POMC,-0.04640795387855718,-0.02169018496050154,0.07934485157119184,-0.04580998390143438,0.09634521389088388,-0.05992713870910289,0.022293263628854698,0.1414552349582942,-0.028684012680780926,0.03909508770748453,0.006056417639368164,-0.02981906307290641,0.012668392477031054
CCL18,0.01802919072944166,,,,0.1156243117915685,0.0025633861233781544,,-0.02192258238899274,-0.018193583010892793,0.012579278071631377,,0.009915523486122787,
CCL17,,,,,,,,,-0.02057945989817227,-0.02223157388914432,-0.028837721328998388,,
VEGFD,0.055333083459618,0.0070399008213664314,,0.05603692016008941,-0.01856409934856634,-0.05340078216983061,-0.045153719906226304,,,-0.014964883581809217,-0.030414895259049272,,
TNFSF13,,,-0.01305660987307169,,,,,,0.01623916489562445,0.021227407320048824,-0.03092472674153304,0.05115424928229855,-0.03962938441595596
WNT5A,0.08549798333751825,0.052151407548173725,0.09739171415618784,0.09148824291505964,-0.060676412870199245,0.0015476751185520298,0.024903632578675172,-0.09392873744614247,-0.01213340744973694,0.012511743429630115,0.012753606854084543,0.03398202509233364,0.04573850751120965
CXCL8,0.030800275019455023,0.0030354492478260964,-0.018572180703753195,-0.008469775446262033,0.09223719936364762,0.07000346511904945,-0.055587345130816576,-0.03859815785807366,-0.0698863928391874,-0.11964989492581694,0.035423340033076046,-0.07245124303205668,0.04488408173539274
GRN,0.05368662478790147,0.006239294397283146,0.021174035961845566,0.05512665667714289,0.03886387221911949,-0.026131420588230894,0.031085502546632216,-0.030806397908937723,-0.03259549638321668,-0.032920085582619045,-0.043942368536392315,0.008144778852261872,0.022712506450119838
MIA,0.07733061333181222,-0.009724604377085725,0.007804124719499223,0.014519608095738538,,0.0038521028776793064,0.05241394302815558,0.016189005144347637,0.1380902850254242,0.12238548596319312,-0.03189474830033105,-0.061272775236050084,0.06421071705486138
COL4A4,0.009726092518751348,-0.0029602449119683952,-0.01242278744777385,-0.023109223195324425,,,-0.03535625195438471,0.024696975322973994,0.06155206085550996,0.0259309898522323,0.04829873380513852,0.004429289870396802,-0.00017026294236284245
TAC1,0.047733861015884914,-0.011147213045984946,-0.12863294646457676,-0.07431040533898124,-0.005665501338920813,,,,,,,0.051396145241561685,-0.05776676863352542
RARRES2,-0.014079292891478514,-0.027035506697160084,0.11848262065098701,0.10880041004327817,-0.00394037887415255,0.030641038243544274,-0.12058474692391345,-0.0921576335754695,-0.0914619255025678,-0.040768066255920915,0.007595875678964967,-0.0070763275183041326,-0.004684821482788653
FGF7,0.06053785951102953,0.006684361397901743,-0.03560579796776141,0.0367549831447264,-0.01590239768254243,-0.021300273344897508,-0.037638628672158204,-0.09231450803202156,0.016972386565400326,0.04360560382768593,-0.030737321069268884,-0.02303028931684093,0.04922806740445627
EFNA2,,,,,,,,,,-0.02744498415502626,,,
HBEGF,-0.029058506503199768,0.06925555870544188,0.08957431739990628,0.0877924372155018,0.09023523885518339,-0.05053209225417309,0.08236349948998029,-0.016017146382787922,0.07666302272167301,0.019243880696299315,-0.06343808455836247,-0.009817760493667125,0.05812515685384533
CSF3,-0.037385866512191106,0.023505470304485177,,-0.007932037557580198,,,,,-0.02434516333342971,-0.061338627107295984,,-0.026132721944234022,-0.004442116891367294
PI3,0.06175867619763593,0.010179109083548547,,0.0019615478339543206,,0.004464882662468109,,,-0.13931072348386647,-0.1113862999366754,-0.024502347595075535,-0.010791498435869447,0.015841986507089578
PCSK1N,-0.008345446548590006,0.03875897757564482,-0.03753082883310922,-0.016075926207552042,-0.07212995105296408,-0.058292685987817804,0.10941503689207548,-0.0699367491569675,-0.013796366376666517,-0.004921281120690476,0.03965855171976959,0.04510467292907656,-0.03937576877437665
NTS,,0.008363929577176611,-0.015165400914833174,-0.030050901316177495,0.1092934577248223,,,,-0.03045050308033552,-0.03343650513873934,,0.04942512398417278,
SFRP1,-0.057724284962947674,0.0016927759618588958,0.01954147598140086,-0.04200304279088502,0.03665721265595066,-0.012794277333152311,0.11949692064793807,-0.030172992941571827,0.008293174195437307,0.03641498415640343,0.05827960197771916,0.12150900677615968,-0.04888742241313945
CXCL13,,-0.018156715435503946,,,,,,,0.021354770215149074,-0.047095653344422186,,-0.008307987421196745,0.016600215466381383
MICA,0.026556772228190955,0.004335581199493958,-0.032189060875640295,0.09780137276726003,0.0715460631533329,0.019287215169664237,0.06766170488631162,-0.04379913600888642,0.051389461463310054,0.02854086648786528,-0.02355389817534488,0.030950614475578685,-0.013154095390487577
TG,-0.029802502834985985,0.008175635541826981,-0.017504870456717444,0.03752818386925042,,0.06083385623140996,-0.05686168273256745,-0.03569508958204602,0.09864383644175576,-0.02135304467494989,,-0.021507631730688377,0.08407605321194224
ADA,0.02792703755596609,-0.019831425408598682,0.011991511804382817,0.0803570779332539,0.12955083123906597,0.06294657577865533,0.034986943549785814,0.06656164201174164,0.028172088472032824,0.04712193258284602,-0.02833260958955285,0.0335195169563843,-0.013243406161080088
LAMC3,0.10711548710074642,-0.05444880117210302,-0.045664860703551156,0.06439277991335403,-0.027284088019123968,0.10707939596662755,-0.004888137761609204,0.01206336384214193,0.09275739449981167,0.033318661533638105,-0.03692405352158117,0.03524092818898139,-0.009678044623370602
CCL7,,-0.009014035582993777,,,,,,,-0.030843866809056143,,,,-0.014536628102407483
NGF,-0.021539060446950555,-0.025694837492927825,-0.016704341519963493,,-0.016713663710284158,,0.08625008406141009,-0.03257834151576888,-0.023433505032470048,0.018796942074623353,,0.024681634388663727,0.018919954987219566
TNFSF15,-0.026646505920990507,0.022711504562206955,0.016529538878811666,,,,0.06169483261930459,0.035499243674954856,0.02937942863301514,,,0.028712471772417085,0.00927003431927048
HMGB1,-0.008007477547586529,-0.021343526904331285,0.04862538119821255,0.1121672402342521,0.06751395337345494,0.04797045661893315,0.04979581001642726,0.1102224888820038,-0.05326463399372896,-0.03296183764884089,0.022402483617507653,0.016227223140143437,0.03633111163825168
ITGB3BP,-0.010977277103373071,0.09311811062481527,0.08313908013787537,0.09967617820343116,0.0306977988577261,0.0523365045496311,-0.01053604509376009,0.023891172650823526,-0.004307283128439237,-0.00475058691322658,-0.014478981293870057,0.002668284568483973,0.002930499508132018
