,UKF243,UKF251,UKF255,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.01633761136405536,,,,,,,,,,,-0.009886249091552056,,0.04279591615411841,
BMP1,0.012462545205679392,0.013483969372263803,-0.0013403637158986863,0.011451709264327667,0.014481242074994063,-0.011679616341743995,0.020531214331067565,-0.032659477773786125,-0.017636695006363896,0.03446569249961439,0.09493954974450819,-0.011582848262323725,-0.01160958516284943,0.002103997228673935,-0.00805400866831074,0.11158690947999028,-0.05032417925511009,0.0666250266630905,0.060399685081452714
NDP,0.0948426655465282,0.06582123307894674,-8.993565464310266e-05,0.0066286019582153565,-0.020164269759906338,-0.023117418430398478,0.026403037938938854,-0.010300004765095835,-0.012814990617721804,-0.004739461893220903,0.039771949654205066,-0.0196499522892067,0.01750169701478876,-0.0016176526739262434,0.02673840477987433,0.05309569378921924,-0.002837932214891687,0.1068371827382248,-0.026370877584360245
TNFSF18,-0.01484394410097279,-0.03209565058602833,,,0.02334741903871545,-0.01915732112312461,,,,,0.10459273974762412,,-0.017668894316111867,,,-0.028193989983659715,,-0.020834904269232266,-0.03977616824572995
IL36G,,,,,,,,,,0.024126682862819136,,,,,,,,,
RTN4,-0.03244759280703837,0.0031449741325572295,-0.02978477289736926,0.09070721478924319,-0.0705233093336598,0.00010105115542879606,-0.08349808127986763,0.043520130274386906,-0.02958489425751074,-0.018322021579112693,-0.03900548903145431,-0.10893388829630674,-0.045200621067987584,-0.022019342932992552,-0.08063342501310408,-0.1106378392004726,0.06440224554626346,0.025431184118564234,-0.1408811018300151
HEBP1,-0.00914315042165986,0.021630358296198297,0.021549555624867205,-0.04963764989001848,0.05457021868078535,-0.06539006742752478,0.010379852647900428,-0.008746048876720503,0.027237478281572153,0.012265554162822464,0.008598747283362821,0.061596063119424053,-0.03231187402787395,0.036408630695184935,0.04849717786689339,0.034609979428609855,0.026580367751859534,0.07157781523082551,0.08309670301703279
WNT7B,-0.019122492028421107,-0.019936823218783758,-0.00941171870975333,0.06444469255549201,0.007446216376990193,0.05002332121042432,-0.02332973661802679,,-0.014164494660246423,-0.029711829846310343,-0.03544012528889332,0.13036511572276002,,-0.03170548646540878,-0.01124652672551392,-0.04424289870215427,0.04785017650916712,0.10525514889869483,0.025715823492780194
PTMA,-0.04043778967568459,0.05467931618330531,-0.009447081562264212,-0.0039170177205212625,-0.02685705695342763,-0.006015348228528612,0.0417725702816262,-0.04228256408524256,0.057654892727773424,0.02534897352460312,-0.040440034452486,-0.053946278679753996,0.1196647111101543,-0.05946587403311693,0.004632568424312635,-0.05427826755617363,0.047545036475202834,-0.046675907122022554,-0.05616854241228592
FASLG,,,,,,,,,,,,,,,,,,0.0028684636759251448,
