,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk
IGFL3,,,-0.012804683801671938,
BMP1,-0.07064550453614706,0.01146814495784529,-0.025283570175698364,-0.003041829020544587
NDP,-0.040151212398179884,0.03309139352041878,-0.018739424403181482,0.023575894212004733
TNFSF18,,,0.04019863161593106,-0.0012204754096217863
RTN4,0.0857330657754506,0.01480164197945186,0.061341444350882145,0.048912965076660965
HEBP1,-0.008601602584016333,-0.014961202643285477,-0.011179491021314594,-0.03289716799208994
WNT7B,-0.01818621670474591,-0.03771680075318857,-0.056628242321924,0.02930156559370135
PTMA,0.09455082008409604,0.07449160105201258,0.0033882616362353067,-0.07685130801623408
CEACAM1,-0.02272679535556512,-0.018272034012226886,-0.03240773875181398,
PDAP1,0.025031534235686874,0.034872249590489915,-0.008791631457113718,-0.0007305168972531505
QDPR,-0.015557675298796217,0.05105812346394353,0.020892688760924073,0.014629800855864647
POMC,0.031179453678520548,-0.002791227215747211,0.0004719543176845881,0.15303481683105763
CCL18,0.00511443557073944,-0.02647048608080837,,
CCL17,-0.016123561296957804,0.08680763051059909,-0.039342577021725465,
VEGFD,,0.00435936282798999,0.008167532244964311,
TNFSF13,-0.001569257886292397,-0.02867071046333554,0.10874571885286986,0.05394034941799456
WNT5A,0.04179832774101417,0.04583857632747723,-0.0008713479321755769,-0.022203991577130874
CXCL8,-0.015596248500788647,-0.0009886127563603206,0.04644418002673597,-0.02667625647936432
GRN,0.07601533371849616,-0.03764584701278957,0.059206333588796387,0.03126805145192421
MIA,-0.05442092020494078,-0.012506766581966611,-0.050057976613196775,0.039967729039615145
COL4A4,-0.042603009345007985,0.0996967652878405,0.04937227315165605,-0.05563569494841669
TAC1,,,,0.06703179785150695
RARRES2,-0.03735155234630397,-0.003411380311700019,-0.029681657540372237,-0.023864221992700694
FGF7,0.035995876046493236,0.004353842904490091,0.002281871485519289,0.08070301949198161
EFNA2,,-0.017366345507879265,,
HBEGF,-0.009845939018340424,0.0061909196649464985,0.0514391847319691,0.0010136413593882711
CSF3,-0.03664719718668781,0.0042764904900134985,,-0.04086687398281449
PI3,0.0004367212719351343,0.007557285615821612,-0.017947640902033414,0.0022617189143743608
PCSK1N,0.006000197648272247,-0.04513017198014186,-0.00869161456230567,0.06835095207929981
NTS,0.021387023588881744,-0.02115759650416793,,
SFRP1,-0.02808059932783413,0.004374797033763252,0.09319688529030681,-0.04414846941059182
CXCL13,-0.036216824466217296,0.048189112843533895,,-0.03638807777146345
MICA,-0.051758975020781764,-0.009681954017661422,0.032572591441883146,-0.013901086387756138
TG,-0.02142418184230177,-0.02605789296771725,,0.060249678109095914
ADA,-0.030779074172986913,-0.018213866192765465,0.028555843985299513,0.06478096428714702
LAMC3,0.024181395375509215,0.06589421541140088,0.04142275999164866,-0.024771303975584684
CCL7,-0.024165501893234183,,,-0.07200396035151803
NGF,-0.02790922009198538,-0.017132912607365804,,0.02967622015895764
TNFSF15,-0.023558650794076923,,,-0.017310378194651015
HMGB1,0.047689746673539785,0.06938808068184438,0.006717066729414318,0.06861249408253703
ITGB3BP,-0.02194051184524889,0.0007083885175153773,0.0335192654435824,-0.00038493965149968677
AANAT,-0.0012074592871432978,-0.0233703974547416,0.03495738893072661,-0.006106779035565218
RELN,,,-0.025959712602758492,0.09747757409509153
IL15,-0.026251014623642824,-0.02134119586672447,0.04712171770637736,-0.023000316323841495
UTS2,-0.018053320764782225,,,
BSG,-0.0828538713137017,-0.010960696693062476,0.0066882800964959375,0.06429736718011848
ADAMTS3,-0.05681533809125149,-0.012001807219835651,-0.04640014655310561,0.08743942565490315
CD34,-0.04447007268842451,-0.043285769408704836,0.04047736584927221,0.018199247559812257
PLAT,0.05302889834206996,-0.007018920604850363,-6.700478957065094e-05,0.04509430396447207
NTF3,-0.050185479789787525,-0.005399554398049863,,
CKLF,-0.005210704598139248,0.012037411868775985,0.028212191883715657,-0.005992083850381331
CD24,0.015371647991992034,-0.01761450162466784,0.05108542682304664,0.05195856945059134
HSP90AA1,0.06348420046142696,-0.024245207971331832,0.012122200296020874,0.06065048229222747
BMP4,-0.01732442384938324,-0.017301846468185174,0.041200129288967734,0.005646709156617508
SCGB3A1,-0.03678091547530834,-0.020359186125742213,,0.004480336825869985
IGFBP4,0.027856286501912724,0.018295250728750354,0.01249975182714761,-0.002258821344006194
RSPO4,,,,0.03416417444518803
LEFTY2,0.0634478834558372,-0.019968177172178102,0.022389714296960787,-0.012899231122894591
PF4,,-0.015917457986081886,,-0.006097242906613345
ANGPTL2,-0.05013073061063695,0.02940401831129685,-0.00487856266543986,0.07353463968445673
LRIG2,-0.08384258152505246,-0.018973181926597773,-0.03964423504337924,0.09161773656891609
ICOSLG,-0.03418779671498643,-0.018575258594143995,-0.0023620478891448094,0.024771418738078324
WIF1,,,,0.1202035887187736
NPPC,0.09204719936694661,-0.0011827730759515584,0.06719055507738891,0.04077710085943033
LYZ,-0.01384232710356765,0.012043592522128551,-0.029559816798839473,-0.023190023997128523
EREG,-0.04905163571171063,0.024877197944541202,,-0.027555651468415956
SPTAN1,-0.017163365133047066,-0.006635589632889988,0.005050410900035427,-0.005068545922090041
LIPC,,,-0.05667057524576874,0.028388290827971365
COL8A1,-0.08493159368686032,-0.0700529752637341,0.0692762169663335,-0.02143985431716499
GSTM2,0.006667266075053712,0.02741474276207781,-0.02460812957005484,-0.007988684565934831
SPX,-0.0243647721782089,-0.01976355863671052,-0.04579344684398694,-0.003701056522146564
MFGE8,-0.11548139980165129,0.012523168408526639,0.019401707514437802,0.04945494957498068
TGFA,-0.06282766675868923,0.01665130528267087,-0.01462346469296557,0.08117663134748937
SLIT2,-0.036014860747430634,0.049746178258684624,-0.008400036593076048,0.05600554847119598
PLTP,0.03261733251567785,0.022588935038039944,-0.018330561479779184,-0.019161198503031485
APOD,-0.0678536969433526,0.050033091878001514,-0.02562897177674194,-0.050244394136162746
B2M,-0.02645858866483386,0.0544085412188826,-0.0488977842586599,0.06790869703117075
OMG,-0.06804503930523785,0.027105559052979195,-0.02736817374143196,0.09856180165328227
CXCL3,-0.012389672052437371,-0.03637015878164049,0.09381707946752284,-0.07516663816416329
CXCL10,-0.024953980838835238,-0.021349925574512343,-0.00045597506705507987,-0.03194498473494062
RSPO3,-0.05488897186346867,-0.03417960393273335,,0.014119610051606547
CORT,-0.027555067250381895,-0.01665681076006051,,
NCAN,-0.019592247221501748,-0.0069175220286389364,-0.023743005450722672,0.06639776469650314
PRG4,-0.026467911847206527,-0.024578143574108514,,-0.02851270632813377
ZG16B,,,,-0.01195672531982175
TGM2,-0.02865957262754647,0.09885177519402095,-0.018539553407764354,-0.012549431903260118
VEGFC,-0.031099612687854165,0.017159935383602828,0.0002773033463362138,0.049733982416845804
WNT6,-0.01197324749445397,0.052183921525914424,,0.001961967679183908
NRG4,,,0.022169099285565538,-0.04679183908520784
PMCH,-0.02456256923007557,0.08296214240514153,,0.022159764228620295
COL9A1,0.0026450553504462266,0.016962014953968357,-0.0345695848242623,0.06755297349599787
GDF11,-0.03375181240023271,0.0672891681101509,-0.030843222154667227,0.045867331351147914
IL24,-0.018313259735425476,-0.015663662211227003,,-0.01449734869803168
SORBS1,-0.07566616366984477,0.034852870444058624,0.0583817420731781,0.0789466733842759
DLL1,0.0064306510751297105,0.016694766032050196,0.005105582555129071,0.011764780671066611
TLN1,0.008846239666008001,0.0034182226473745505,-0.06305546117947801,-0.010961601046866208
COL2A1,-0.04003518651157189,-0.04082429535406453,,0.006585880384889446
SHH,0.06082297516762815,0.005701908366523552,0.01905676130595695,0.007034930578808074
PON2,-0.030792186437843094,0.06164043775673491,-0.03890851951563562,0.010328976363365017
ICAM5,-0.03417153584972592,0.08325140637356192,,0.017056270869754246
HPX,0.08228117104666646,-0.016038104563226248,-0.005506255986059197,0.022517937695742705
SFRP2,-0.04498855927214673,-0.005283078374783839,-0.016566359371405662,0.0884198045529878
CFC1,,,,0.026243864402374556
CD70,-0.02635230517916755,0.018481924855987153,,-0.0433046640974208
HP,0.006406526063654141,0.0006223286378901115,-0.03557471052636197,0.057407229312486374
CXCL2,-0.09211536698794472,0.029631631589350997,0.006561983205033224,0.0063103398178491876
NPPB,0.038827917219246,0.02984359023863699,,
CCK,0.030773426716064742,-0.02569418331287717,-0.018145357765917264,0.05128221327268059
SEMA6A,0.0018887082751253953,-0.03492526411121252,-0.04946129047509673,0.0946398288421734
IRAK4,0.001571868854282957,-0.004576592226855165,-0.023728582711748922,0.01337515693481455
GSTP1,-0.044153967733110984,0.04041233155372044,0.010273949173331562,0.05888104844977722
VCAM1,-0.03141862198215295,-0.037031881085599024,0.023595429208019526,-0.004815740114639972
NXPH3,-0.010583131729666233,0.03265790560055425,-0.02186630649452227,0.09757886933992337
MTMR4,0.021008980823193812,-0.06415637074415736,0.08399889477107718,0.12369750239043087
LAMC2,-0.022514482262932043,-0.020570783622618445,0.05550914576881539,-0.02098274928251764
IL10,-0.007895271986276558,0.04277951922378817,-0.033851508671116845,-0.03048541560471186
SEMA4D,-0.008630818799570904,-0.014030270985073525,-0.0022223598201735455,-0.028473750415040456
TRH,0.05166103851291393,-0.07442882523853826,-0.03575656019203802,0.09369290112208017
SEMA6D,-0.03408592820276939,0.017069139819236613,-0.01653263164479625,0.026828464480224523
CEL,-0.02773263260722046,0.04193906276283081,0.02568112530386835,-0.0012391331577749464
PDCD1LG2,0.05069057715248038,0.035545547640319315,-0.04212832820175777,0.04964399348903251
SPINT1,-0.043308533630076675,0.007992964974995118,0.0661406390873418,-0.03657184713564226
CTHRC1,-0.02384646604353633,-0.02339747247127091,-0.019968544737136776,0.041365724158582674
PODXL,-0.025821004836827387,0.03564343004936279,0.01903124665610787,0.06620195721580215
JAM3,-0.07869821340651963,-0.022818070309023216,0.010058525801014882,0.07062720221594171
TGFB2,0.006262157521072539,-0.05115440231556749,-0.06363289752916422,-0.036514554793249394
COL18A1,-0.07379045968448479,0.012792818464037565,0.002225548737437821,0.002368893388994099
NODAL,0.022342864147641896,-0.019348312604302764,-0.05279260297026951,0.10572969094579471
INHBB,0.006594325545563258,0.003991573209830626,-0.033075422217103814,0.12987053717854455
LCN1,-0.013844351547360656,0.003986808358562831,,-0.0316049043238688
ARF4,0.043044841646559646,-0.0036704268055407553,0.035318821077942375,-0.05964978567841155
CXCL14,0.013032692691592662,0.03340717309572993,-0.017405747296533006,0.015559378673839662
LIF,0.06177442936035523,-0.023454839887301692,0.026780455194025266,0.00768182226441686
IL17B,-0.02533997663423073,-0.029256385176472395,,-0.03573368931780608
MMP1,0.014028323406696587,-0.000602964704635005,,-0.03771884723978753
MATN1,-0.03664052695229798,0.03537207433622681,-0.02022539084965656,-0.0172634160877126
ADAM28,0.05456346295399999,0.04546031989439586,-0.0054641186858359145,0.04895876606706257
TCN2,0.04201338447660887,-0.027849515916963198,0.010045052436505946,-0.018588388231095022
THPO,,,,-0.01714246586019743
CUBN,-0.0542187428174036,-0.03392912178343866,-0.040107896532470766,0.024165051872731845
TIMP3,-0.05617400343434047,-0.037082070958968504,-0.0381287996735301,-0.011448095623743493
PIGF,-0.019942696650809846,0.008621211928899903,0.013090705911192203,0.03547715789855083
CRH,0.025112046867981262,-0.0020944163082610044,0.015712003817909756,0.06614139116314284
BDNF,0.01593838205359546,-0.007853889667383363,-0.013541859268162502,-0.03131985116068736
CCL5,-0.04732005952847758,-0.022366247959400502,0.01974823670434309,0.005596776617071903
GAD1,-0.0364234090038648,-0.003108609856264226,-0.02318601836913829,0.044973311221941495
COL14A1,-0.01940313167599019,-0.028769685059874144,-0.03222109597384177,-0.056148979479646935
HLA-A,-0.04627642734988219,-0.011169256577271957,-0.010016895782703867,0.0686233880674024
FGF18,-0.029957922127249327,-0.028522711472103883,,0.0278572312305963
ADM,0.017766098189453527,-0.013691616002665254,0.03458745351379153,-0.047720880349526325
GNAI2,0.01076502827150153,0.027599777093325815,0.015059344728791694,-0.013090073176144135
HDC,,,,-0.016466040578696627
COL11A1,0.012076000539645247,-0.033178944968871985,0.01647544141470359,0.02307371354997674
NUCB2,0.012749461196509593,0.008201617241372949,0.037627284349928986,-0.006680497169312848
FGF16,,,,-0.032088037196381154
CXCL1,-0.07460380397089887,0.012268129862946996,-0.0431808307369088,-0.06847742080882835
VCAN,-0.007545228812804625,0.009550906718672916,-0.022280440491483314,0.01383953358568168
MMP7,-0.0015536847330285513,0.03338082883132868,,0.06821989253042206
PTPN6,0.008532576972648712,0.04124149909819815,0.011457592286501787,0.049630660084525616
PTGS2,-0.0011718851498893682,0.024151943036919723,0.05411154367647307,-0.012380233374510536
XCL1,,,,-0.029623764828521405
CD58,-0.014065756547499387,0.04940927686165572,-0.024910843011154538,0.05685497097996438
TNFSF14,-0.005738967762247853,-0.031095675152662716,-0.0334242569982551,-0.03909324024991357
CNTN4,0.01295152411766195,0.006020618755365759,-0.032871268837770154,-0.008290753773440435
INSL3,-0.026651804193701018,-0.01804960567461563,,
MFNG,0.016642915679025497,0.03450178530847315,-0.025206766543652136,-0.05348773585322964
ICAM1,-0.04640253965526409,0.0008849959067834895,-0.023347971512698483,0.001027970261564604
PROS1,-0.004903707746689786,-0.021447161154222773,-0.049629751511060555,0.08833939567741182
CLCF1,-0.02503866895664592,-0.023698509167267803,-0.01536597398785071,0.012283534810755354
PSAP,-0.0361825729867999,-0.01489944863463742,-0.03538914229749897,0.034725748502507085
EFEMP1,-0.016372253967087143,-0.0034828104234131624,0.0023749663290311912,0.03640976598936155
C1QTNF1,-0.06555267335563084,0.030415129841803723,-0.020949322983157163,0.018630637101025232
ALB,-0.0395069986478476,0.044214365308568995,0.10544492090080296,0.025298876890570584
CCL13,-0.01778978558210947,,,
EFNA3,-0.025496076672136898,0.053356123005808824,0.04788690168239494,0.06712149165652928
DRAXIN,-0.024710453744732182,0.0362995101202217,0.0022151305509581906,0.11401056527831677
RAET1L,,-0.01827202203750091,,
NPTX2,0.006454432716370632,-0.022796298549787115,0.058094553251091315,0.05482403338826338
FGF11,-0.07240826765727632,0.03879254378186442,0.062368447568314715,0.0688609505881394
CD59,-0.019949169775733976,-0.0007370081743395267,-0.025643157731659517,0.06630365478810803
COL9A2,-0.008446771305649482,0.04360087240544621,0.07444129601436551,0.04684441583116804
DLL3,0.02114301320597041,0.018919072312144705,0.059516342887966985,0.11446993509696077
FGF5,,,,0.13554255150400227
LIN7C,0.01333584925412987,-0.031737119677375775,0.038389549555380875,-0.005581723959674192
GDF7,,-0.01566366717379235,-0.04882889112990657,0.025319087276607123
PSPN,-0.07565374009779512,0.07196664060655693,-0.009118432999518826,-0.03924182946031927
ANGPT1,-0.037005397468240664,0.03304252613976921,0.02183281176754947,0.00534859080739668
PNOC,,0.008403831274238037,,0.08493787729523866
L1CAM,0.014659465914598505,0.008611959848523228,0.051829521109226444,0.040471042597228134
APOA1,0.02928231899939936,0.028165735930492847,0.10432737163973635,0.02827491016551318
PSEN1,-0.04996928508819715,-0.0012884740904453905,0.03487527321782782,0.040175073715915444
CALM2,0.01141384525010464,0.06494791904005544,0.01271804488927271,0.02489122696878254
CLEC2B,0.01323303941150979,-0.03798856252720579,-0.03692728230241032,-0.010324793370847872
NTNG1,-0.04490200362066252,0.01683860225442772,0.05289188812968362,0.10072984188299797
LRIG1,-0.06065392768446315,-0.02669195694828828,-0.03502304578824786,-0.019432100831974115
CPAMD8,,-0.017596865063875932,0.0305463329181484,-0.01936884886567268
GHRL,,,0.0013272661780080448,0.0020092309249680504
NPY,-0.0188840956362113,0.035517420323784174,-0.0043262077671921756,0.0835458838770337
MMP2,-0.025372958988339724,0.0439436354887922,0.028164327524790173,0.08599979216504486
PPY,-0.018833102041601036,0.07298243947177348,,0.007453574698558887
ALKAL2,0.026067446388757368,0.04813643439472763,0.004778107275481512,0.07187768809245142
CSF1,-0.08082344730103125,0.03685669578427347,-0.030641863142704815,0.018899101325920525
SEMA4C,-0.04920196205348778,-0.0001784229660793782,0.02733055388612519,0.08032777723607856
ICAM2,-0.028501987894839466,0.023458214836527765,0.028092098533670094,-0.027167453609332808
SYTL3,-0.03480921599532796,0.054512829409388334,0.07510093512490812,0.02794681910994287
IL1A,0.028747192071255968,0.03334479173216133,0.07243573965259029,0.00011311930914385076
HLA-G,-0.005188539715683442,0.018554608692018804,,
PGF,-0.055765733007064236,0.03366390525714214,0.0017312328914296019,0.046263368450052814
LGALS8,-0.021867347671353014,0.03718969800804337,0.0156386885792405,0.016265486757245744
DKK3,-0.046890832211860904,0.0069048256773458026,-0.020459900475643823,0.012029747624504915
COL16A1,-0.10054307622263432,-0.013328763508872058,0.013209730516351518,0.015371968443778706
TPH1,-0.04310318787399591,-0.0001926623883744644,0.009349840061397805,0.08236675232787734
TNC,-0.02856832688911343,-0.02137940398807605,0.012439448637249318,0.01776097359523828
TNFSF9,-0.04372269374355424,-0.018952229579683982,0.10627896601665279,0.053764844633472655
C4A,-0.019805650111203325,,0.09904430300102145,
CNTN2,-0.009909265834630067,-0.028056451719880533,0.005059066019552744,-0.02659250670986161
F7,0.10033357482897531,,,0.04002079469417907
LUM,0.02636948458780943,0.031311885632167316,0.022493468799132447,0.0059824650067976035
BTC,-0.01805332408326032,0.00528916698280577,-0.04149426367840651,0.033075286249288
APOC1,0.1156837450285444,7.899708503090769e-05,0.007380732283281063,0.045740610314813294
PKM,-0.014776999451242551,0.022203599004004305,0.008539706323730394,0.03709515836203888
TNF,0.08096384398906223,-0.018272027021199035,,-0.03395627227387973
GNAS,0.05415240923316939,0.00043933215498703315,-0.008690463057200679,0.08405029702001851
BMP8B,-0.09205546512679837,0.008309396409774263,-0.0030940835869960005,0.0023143224564861065
LIPH,0.056676156550365786,0.05771718382870526,,0.12223088992259877
CCL28,,,0.09048572727851675,0.05391725025667422
PTPN11,-0.005552291254807717,-0.0020316802737250857,-0.030017229283776436,0.00863259769102798
ADAM12,-0.009515314350849622,0.021737623556342584,0.04203981184504909,0.04635685013916308
EPO,-0.019320168576163064,-0.021157603092984874,,
EDN3,-0.031296216821967704,-0.035652056876762886,0.0021238318118876652,-0.03611207936772172
CCL22,-0.02186626960368124,0.0024908467615604823,-0.04149426551478191,
CCL2,-0.027395589880170684,0.029584547352199547,0.032207676407562634,-0.06312763956359578
DSCAM,0.03881427324413307,-0.0008428053718941713,0.06777353318796474,0.1343512836462399
ANG,3.9377222450214396e-05,0.023861231502807445,-0.02763877666284246,0.06754821225489942
FBLN2,-0.04786588317693751,-0.01700686698955693,-0.007576925146364192,-0.030176150933520798
VTN,-0.022084274826249875,-0.014877599971561075,,0.030568336457423587
VEGFA,0.007943092706188495,-0.026645028123274798,0.016744043777842273,-0.015229179473024596
F10,,0.04130353423305368,0.006300170062908767,-0.010404548676013793
SERPINA1,0.01863948561740082,-0.0006934572598136964,0.010468821206674514,-0.0018671314874792368
VWF,-0.015409590410289152,-0.026337448613634948,-0.05135343723612703,0.016182258210152244
GDNF,-0.028284743119933106,-0.026283983218645023,,
VASP,-0.06494065785664983,-0.0192173442993228,-0.008872363114061066,0.04241354715684372
ADAM15,0.05622022107757806,-0.014213225147537615,-0.017108653134714016,0.06414961710594862
WNT2,-0.023964751140020817,-0.021729918186637085,,0.08781726872362901
CALCB,-0.020973540519499987,-0.009336497563609459,,-0.031995738264305795
OLFM2,0.006449671746546179,-0.03556485302237581,-0.02948160087661025,-0.0007937288227662834
MFAP2,0.029342236691405316,0.03386635547150394,-0.002805364404910807,0.007859238201609338
HLA-C,-0.027801868713378093,0.020702005086673046,-0.019963436707323524,-0.03827075784405522
THBS1,-0.024608483217663523,-0.0057142040270706145,0.03812663697089638,0.007220456602791306
HSPA4,0.05664940289399677,-0.005611938031833955,0.02741202271724683,0.034155797597014204
LMAN1,-0.0167391354259445,0.015583858755877984,0.016935210762113254,-0.01822876213817927
LYPD3,-0.040297358239723594,-0.008273956988539785,,0.03969658429668022
APOE,0.006118870580541269,-0.044802194318497655,-0.0034924689361197025,0.10442565198271807
SOSTDC1,0.008896453873577756,-0.00893710862863424,,0.02123599377464336
ANXA1,-0.00722409260471423,-0.006821097685080673,4.0645688016670994e-05,-0.03217777517641983
WNT2B,0.029662077118148757,0.08670827079593751,-0.05836465427568349,-0.012967662187377105
