,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk
AMH,-0.057877326365032254,-0.024830475991126096,-0.03342793154653141,-0.006472732857406861
GDF10,-0.029791813664528904,-0.03258473414232011,-0.04218980374182062,-0.016651519723080845
EFNB3,-0.037236435085969376,0.028774305979929336,-0.026839071495347686,0.06568542072329471
LTB,-0.04589277184361384,0.01050886587068884,-0.03398824640659481,-0.02657836209844499
ANGPT2,0.02594409357272729,0.07269549500334788,-0.031338888447884024,0.05881801658772694
NRTN,,,-0.03034198409435741,
ADAM17,-0.02434401946728932,0.005092741195917082,-0.018132209865910017,-0.06138681596568891
LRPAP1,-0.07247273716985388,0.012676968687225542,-0.023554103583750586,0.07321278320694047
NID1,-0.07776219494921223,-0.0022521871277502627,0.006473983373301059,0.04074504743185474
MST1,-0.042883379080921935,0.019197922951125934,-0.0451074338674833,-0.017946865108258096
DCN,0.009697036660184908,-0.01304306967034797,-0.05005681039843059,-0.03384170475180603
IGFL2,,-0.020963662074575656,,
COL7A1,0.0035986720682650796,0.04099765038952073,0.037788297987399556,0.00864628790031482
CALR,-0.025850908571670876,-0.018953740705309044,-0.0018255574603733564,-0.0043519667313093365
PIGA,-0.006412778975070667,-0.07103692764412005,-0.014874278422978506,-0.0070915227542294535
CD200,-0.0412002830255235,-0.0005192592481933347,0.05971412086846256,0.09726730682124578
GRP,,-0.019763559988099654,0.06057024287153479,0.009025566834995724
CDH1,-0.0010985457156160664,-0.020571138732707925,-0.015708499698912023,-0.04168787733708366
LPL,-0.07180237047713571,-0.026516864639026975,0.04447527153160278,0.03832202435961984
SEMA5A,-0.01349203512956766,0.053350278045052935,0.073816920955276,0.07234921369119277
SEMA7A,0.0663249498597552,-0.0001317451289194422,0.006100680307513536,0.09330812927006722
SEMA4G,0.024251625631268155,0.0030144329800120663,0.030905615186196177,-0.019072580953038754
SEMA3B,-0.06611302518547127,-0.013759428655019985,0.04906151126426031,-0.005143850833697281
RPH3A,0.017979319254939907,0.03061325580160011,0.018658634107351742,0.04424053908149156
JAG2,0.04207758606598475,-0.05796548631597947,0.0037926849310825493,0.0223465502244285
CGN,0.04220867815814221,-0.02979311875078926,-0.021203172873597194,0.054328028666101695
GDF15,-0.06536087327092963,0.007538646174138274,-0.0305292668466903,-0.007106637096666651
SEMA4F,0.025015358206948182,0.0014931385415437525,-0.05117102047205505,-0.0806473152978683
NXPH1,-0.0335864710519596,-0.0019135722263931296,0.03271272689634726,0.09095292859502899
ARF1,-0.035003376517784165,-0.054231226574530486,-0.031965298022034606,0.0490871246614469
EBI3,0.01199886457085617,0.0474762553912369,-0.02507622848727659,0.08232821330608085
TIMP1,-0.023170866954033986,0.00027273332602146166,0.043919709657280155,-0.02139872820478513
SEMA3C,0.04684682326531498,-0.031594548249310635,-0.011258120382156216,0.05923977146094419
GAS6,0.05597174789885016,0.021454180287201127,0.01679449263728393,0.00862660208555672
MEPE,0.036391915720812795,-0.0301168941548563,,0.042911158411246215
SERPINE1,-0.02061949833345402,-0.027134181664073463,-0.025204660379025714,-0.07858521683945385
RSPO2,-0.027016287388373483,-0.028374050410197794,-0.06410967415567977,0.022565772091559487
SHBG,-0.028949113064054358,-0.010092452120616045,0.07142680515810527,-0.03554792155657155
LGALS3BP,-0.036097765200596536,-0.04726205042155536,-0.03625381344996528,0.009905268129614448
LAMB1,-0.0522164527383345,0.018732645076984168,0.09887338471459299,-0.009963309011131016
SPTBN2,-0.05020488928654509,0.00621374142548696,-0.039049427490164504,0.06723243200022161
COL1A2,-0.023082466218842315,0.010836713671512172,-0.02505538851784671,-0.03953865631437865
DEFB1,,,,-0.042156900179530214
WNT11,0.00045470827548230896,-0.044090730934647465,,0.07343440988104671
LGALS1,-0.02274722950338196,0.018964108900424145,0.00022522055124272157,-0.030750938594448423
BCAN,-0.02187337778529258,0.027618805202198938,0.04380989054983416,0.03170147187667984
ANOS1,-0.04497880001467722,-0.00902650790741717,-0.007118535305018977,0.060655240947220565
EDA,-0.03937412399947739,0.04544120357834151,0.01207134804554437,0.054323100660953916
FGF22,0.06161180515416899,0.022075130030381206,-0.04520305533606867,-0.004830799244030165
SHANK1,-0.03462852283945512,0.038257362976794454,,-0.00908867154934272
NPVF,0.05533612297744398,-0.018049599373237704,,
RAET1G,,,,-0.03485545556830568
TGFB1,-0.025368991648187924,0.010576458419110783,0.018118132466657166,0.010051419235286707
MSTN,-0.02475897028649754,-0.03712047050708473,0.06475700033916955,0.05375456712234952
WNT4,-0.0023769097998293386,0.036250547833307084,-0.0002708664624520889,-0.021414301436423568
TNFSF4,0.044122818642652946,-0.0436649604598497,-0.0047345265520438865,0.06506803829570362
NTN1,-0.04575702971262545,-0.03515440037338727,0.047570841152024,0.03233455175969596
CXCL12,0.012348111436695513,-0.0010848310439953508,0.047271912888068875,0.008028399466670924
GNRH1,-0.03535055978344511,-0.04037493718301628,-0.03299932303415813,-0.025599723147449537
FGF8,0.022792179451517954,0.04222710172043185,,
RIMS1,-0.01044170115646288,-0.010916868133267551,0.05477437056920739,0.004100855605382226
FGF14,-0.07094523867459653,-0.015643776644633678,0.03648721747603657,0.09328911159923306
IGF1,0.032362825866796376,0.012964181361667734,-0.0006927488703338818,0.04549473188559954
TNFSF10,-0.04885983425813722,0.020831573128719787,-0.039419166323531034,-0.004534783591891492
GDF5,-0.043475632591751766,-0.015048999158481667,0.038873450888115356,0.08355821474939654
CHAD,-0.044091439113822156,0.02711179838958913,-0.036690530618849006,
RGMA,-0.031004532260207926,0.045944953720299,-0.004804888354159034,0.04637365342125636
WNT16,,,0.03559467969161141,0.02187206165748247
CX3CL1,-0.08208079628906875,-0.03406675284291312,-0.016350354278050983,-0.017531933048028976
FGF1,0.003219271540791021,-0.022902216948717143,0.0274846171069338,-0.0017204712881690302
ALOX5AP,0.033479294013261426,0.062290637345045585,0.00041582915245505644,0.022389854909123846
IL1RN,-0.0498463593062947,0.009903529907421008,,-0.024697806067191855
PCSK9,-0.01907311764472164,-0.019137562176929263,,
NPW,0.005047703500239541,0.02589270803756898,-0.033851497434943804,0.056483748067090334
CXCL9,,,-0.013999892452044044,-0.0017162931195895776
ANGPTL4,-0.010391895882501305,-0.04199617580538069,-0.010389537704820992,-0.03672959698279526
UCN2,-0.032979446947424614,0.014842819987306438,,
COL4A3,,0.012064657615658655,0.11316158322585558,-0.04178165774320787
NRG3,-0.03446523101944161,-0.0412483859791284,0.04150168014949261,0.05319858325902171
IL23A,-0.01907311099121889,-0.024578139928823406,,0.08622098639747125
COLQ,-0.03069262637963999,0.01672447493004724,-0.025784758082641517,0.027747069147423253
SCGB1A1,,-0.024067146221795985,,
TNFSF12,0.006158620181176283,0.018544793007761774,0.023646875013723825,0.010786667687979234
DKK2,-0.0034316258736976977,,,0.028845949894405278
FYN,-0.047263550242121234,-0.042083921653672286,0.04829934036394673,0.046849543422631215
ACE,0.02169987247556403,0.046797547508611106,-0.06779859691174094,0.043352665539273416
IL18,0.03672666856986279,0.055364061887693064,0.0024427835601980156,0.07347815706275791
PPBP,-0.004548172928651676,0.04881410777233634,0.05732082131726982,0.018118977996112198
CCL27,-0.043351738767940094,-0.03980814125056736,-0.0177562383860172,0.014709692894006893
SERPING1,0.02344468415262309,-0.00258667233508582,-0.0014374544064293554,0.03629651160098793
AZGP1,-0.0686309601134644,-0.03291892024044241,-0.037244498315483494,0.051062897630457335
INHA,-0.04578484253746194,-0.04648811923042119,-0.033851497234297964,-0.01868190453969886
SEMA3G,,,0.08963934903411973,0.03834486969582651
