,MGH258,UKF248,UKF255,UKF260,UKF269,UKF275,UKF304,ZH8812bulk,ZH916T1
VEGFC,0.162593819671404,-0.01181214938860643,0.0029985359885985273,0.009234779594742115,0.03925681870893793,-0.0029400351788912943,-0.022882924843005564,0.003999131201834982,0.025914142574459304
WNT6,,-0.015556210536981634,-0.010132850758976627,-0.010528221295725898,-0.029937594398428326,0.008522746992005741,,,-0.020178931716829916
NRG4,,0.06862264118290815,-0.02301616382183939,-0.04069193542564162,0.1189826467562824,0.019465535000618508,-0.025492932311538912,0.06260620480932673,0.04864695651013954
PMCH,,0.01856764317932742,,,,0.08025164195324093,,,-0.02889571658739505
COL9A1,0.06469567299732017,-0.04779444729125003,-0.023749222983475204,0.025321674219782302,0.03340098173454889,0.013192949532525798,-0.019969726565629967,0.06969811949269356,0.021754076370518613
GDF11,0.02030187161002411,-0.031701669022825854,-0.023481745653757685,0.09571226788891639,0.023405136623495765,-0.015658787170226906,-0.06827665888508362,0.006519582143726536,0.05440716972957858
RAET1E,,,,,,,,,0.17755353356100526
SORBS1,0.013232833820304959,0.010944462906999151,-0.026589803611655794,0.05299375343951298,-0.019039403710847367,-0.04038528855615609,0.01594495491118906,0.02655063882567778,0.03245050698595857
DLL1,-0.031483179663320204,-0.031943960116294516,0.05105202166109319,0.09510403137395528,0.0559104791025149,0.015079886052470853,-0.032914189893767015,0.029807546191450696,0.09515836723734104
TLN1,-0.0008036357351983114,0.02828914365635125,-0.03570336586629753,0.033558356412373654,0.10396512557698141,-0.008463809722862179,0.08333330400948129,0.04888769724110382,-0.056402776989802936
COL2A1,0.15585266209344545,-0.04016255355136733,,0.017712301697836504,-0.014240886444564732,,,,-0.019501679456369898
SHH,,,,-0.015085601755991022,0.17392174211646974,0.09231199171794117,,-0.019222308106870048,-0.04668374561362668
PON2,-0.008779686778790353,-0.0031771370562156146,-0.012195533264834458,0.016229013082327045,0.06406239539040257,-0.015114513299416706,0.08594559688267997,0.035151392766932035,0.0779149739451888
ICAM5,,0.036423680855703355,-0.03282220100066501,-0.038388670059587265,-0.05491037451507369,0.0007624284193721589,0.03487922292363055,,0.04382322954075426
HPX,-0.02158751012576445,0.027543651419435648,0.035867977617679736,0.07629950321399101,0.024976846962795257,0.016996370994202162,,-0.00016470478038617417,0.05504372876085987
SFRP2,,0.05088681770371998,,,-0.022426505304067437,0.004729249657174572,0.13994455351977977,0.06652943212950407,-0.01834741440100665
CFC1,,,,,,-0.016464806003385474,-0.020801353431146214,,
CD70,,0.027548225653509055,,,,-0.03071262805572289,,,0.11891945716574051
HP,0.10131497053664984,-0.032042866277482346,-0.058129986382710594,-0.05883198738197838,0.0922873831562627,0.04102985620784253,0.06708063498214212,0.06788690741799469,-0.020045091202883704
CXCL2,0.010048785350307236,-0.031793015619998734,-0.00674094516586856,0.016125700463191096,-0.040302019704342676,0.007806611078731383,0.0873061229265022,-0.004800607332133841,-0.015261382859670351
NPPB,,-0.022165403843961106,0.053273910330777524,,,-0.014417253738621653,,,-0.013592913980207382
CCK,-0.04348029289590966,-0.011461082794505974,-0.05208611403595349,-0.0023712188181562194,-0.1254513511636854,-0.040319745362177736,-0.11983520950878776,-0.06713151704187825,-0.017633678912957234
SEMA6A,-0.014220422144044344,0.016536847842702172,0.012261421138585773,0.04653006782625004,0.1270440093532988,0.02132834605551772,-0.008654603743249703,-0.0025257608562761313,0.06421673902074143
IRAK4,-0.06938756202539592,0.013606571167551545,0.03388410411994554,0.05297718160035424,0.031137192588334014,0.01293167565380697,0.08753721197305331,0.08378879161173511,0.030499440116181862
GSTP1,0.0021346329024617403,0.014479716201722692,-0.002350784791047362,0.02151618660293408,0.13368568115480248,0.016063542568169,0.016484316048361102,0.021562150347652773,0.008951911680043242
VCAM1,-0.0027666068802228517,-0.06920161768368764,-0.029284707685855043,-0.04782350508218944,0.10154261045723462,0.07953790090719247,0.1376031181232993,-0.03830614403182657,0.10759285417234855
NXPH3,-0.0545973654893517,0.01701503319241078,-0.022699816754976898,0.042184240421775814,-0.05460932350796824,-0.013869364793636065,-0.04451117414287215,0.03618668891812515,0.0939204730650754
MTMR4,0.04568939147807524,-0.03241816567756042,-0.03042937588822066,0.017218087718097103,-0.005071464988709173,-0.004120595914250286,-0.009997586421227934,-0.005182075176235395,0.056396096179658906
LAMC2,,-0.017397524332742935,,,,-0.0026252304955038538,,-0.0016955894716942622,0.02196111779085467
IL10,-0.02101714488827146,0.021868007462203253,-0.032043220172741256,0.003323874700725055,-0.01619642437906562,0.05951400270481788,0.05588299510474777,-0.022362617153915763,-0.02577898530202254
SEMA4D,0.0295878545843515,0.042050402369852476,0.0021952061921681797,-0.04927630289569293,-0.00981457003948257,0.021788410087926792,-0.01000097456085409,-0.023578222323339025,0.04003117688315074
TRH,-0.0185788538910153,0.008350151128852545,-0.023715317238519447,-0.025109586068453687,0.11930359222896895,-0.022830744209726087,-0.032393564090994906,0.04639365172717429,-0.015224975218680709
SEMA6D,0.039180845428648706,-0.014376331586189435,-0.037924198904291787,-0.01018652973265062,0.12036522928578934,-0.0440434628033352,-0.04823586946490314,-0.011067417799590503,0.03865859197932905
CEL,,,0.05840045031367557,-0.03465829523741317,,,,0.07607806677126305,0.00048683843483685095
PDCD1LG2,0.031143587561419488,-0.012435427212163218,-0.03204320356822932,0.03503753346263217,0.0652611507671062,-0.0030312587824315954,0.07371992216467825,-0.014666553175398195,0.01733552229193663
SPINT1,-0.025811474833890787,0.016840199006152787,0.02061308606165371,-0.04916529368987972,0.03986778603071842,-0.01348915963391869,0.05354738483947143,-0.034912295392284014,0.010057198530414518
CTHRC1,-0.05431918244018034,0.0017743436310742719,-0.02786374218972684,-0.016475326928386973,0.027821256454584893,0.06811788311406679,0.010623081653210902,0.05938840794887282,-0.03488498646208118
PODXL,0.04889424156326289,0.0008545888012237978,0.012740667086111544,-0.00755038432882317,0.08118561142849917,0.09623868235566976,0.018780209636566934,0.0024714570694932348,0.030612460310834692
JAM3,-0.01616855039865529,-0.036272393592939066,0.03911650260180013,0.052048230844636875,0.12242701291066654,-0.008865974905213077,0.07977262086660189,-0.00821577268431614,-0.0022964335735222736
TGFB2,0.015975247155095098,0.08114439000592846,-0.03314554379222112,0.0072119349501573345,0.1069671559020825,-0.012927421489187765,-0.0029100882696894235,0.015225973395698592,0.042544437756920926
COL18A1,0.009369405480952504,0.006015357178199108,0.005286310394013021,0.022196338973704485,0.07085618262766571,0.011018637386136142,0.07212850003992305,0.02264999008246099,-0.06595583356246582
NODAL,0.09894489909752655,0.05458438972712474,,0.01577240605743493,-0.01631612370626618,,,0.12700752224215703,-0.020836763138206777
INHBB,0.0645006057403801,0.016962892907364347,0.03355635919135052,0.03214100179022697,0.09280733999164437,-0.017862863706600052,-0.047695929113155434,0.016763980736309542,0.09612688834362958
LCN1,,-0.017397528247256745,,,0.037332167226478995,,,,-0.015396323619316664
ARF4,-0.03821139547328233,-0.0029940394909139293,-0.02176967301251397,-0.01272877953250684,0.028911051666693794,0.03876853780095538,0.0222054147975706,0.06396835994876443,-0.03256439006207811
CXCL14,-0.007134447457023177,-0.011354095100915888,0.10082336539614582,-0.00848797978651039,-0.05823133272172405,-0.03687733890438177,0.06257337608335292,0.020033235487246146,0.03829664456181344
LIF,-0.025094233241493256,0.0034668733592347627,0.09484579450683962,-0.02454977015971661,0.03680446476511808,0.06895363012800289,-0.008143047021207758,-0.02846558814397588,0.01733900129787731
IL17B,,,0.1524627786274111,,0.09516808469359612,,,,-0.010086866658842241
MMP1,,-0.023985365572942036,0.04404285977993892,-0.02510958059086991,,,,,0.03498967785611545
MATN1,,-0.022842447053108686,-0.037885153840576044,,0.004114243494100522,0.0042218775195161295,,-0.023451130983562257,0.07054074513309776
ADAM28,0.0036415282029267216,0.05386226968187605,-0.0660033525566553,0.0036993090868824205,0.04627419974415458,-0.005325417834195003,0.1118337994238775,0.06502997544262885,-0.04237810807752979
TCN2,0.02582559359821607,-0.03274593031011721,-0.017005494422329702,0.021590191088237076,0.006011581548601942,-0.001380411955161915,0.0585552614908933,-0.008596631651842997,0.001260995041322753
THPO,,-0.029764654309183843,,,0.12264427507875832,0.05604307253642256,-0.009193703445901136,,0.17102063699085862
CUBN,0.02896904369331391,-0.06505372898433859,-0.03719785356610041,0.030264934020562486,-0.017953697489639868,0.03299337668830246,-0.021603425989151298,-0.04412938355049271,0.07028677809503997
TIMP3,0.0336075907782186,0.03285377849520238,-0.019493262135137447,0.022617339406405784,0.05940200198879892,0.031223697201184696,0.01300275008991768,0.04291079619590637,-0.050989911063384935
PIGF,-0.017440197073144665,-0.01839138784422283,0.023564167019715435,0.06811941180817664,0.047305704482090996,0.0006746982057713578,0.0074336571879004805,0.02103568769942784,0.05596130128157958
CRH,,-0.02038327566540823,,-0.025515910722110874,-0.026800672867676838,-0.022981168259273852,-0.02410067626031017,0.07603460519233647,0.0699355259392942
BDNF,,0.027418594043250272,-0.03430311873746008,-0.008778759120614493,-0.09546726884183329,0.028066513003669708,-0.008650520333221905,0.044158384674470426,0.003295439088540317
CCL5,-0.00689669025488674,0.0180681746161325,,-0.09266195019364842,0.029884439045109033,-0.013205121256628686,0.09407372408181218,-0.04564470172783441,0.0002322544475720363
GAD1,-0.04827783984249202,-0.012329423263262144,0.003010183290909207,0.015405196766364867,-0.1324864696386666,-0.008515120804234113,-0.07446318189510355,-0.015729140651055917,-0.032979850129604873
COL14A1,0.03371754677169004,-0.032694377859094105,0.015590932663471911,-0.025269701681625057,-0.008028094442715378,0.02083116390339904,0.20452321655035213,-0.00094195394880197,-0.0183142282214704
HLA-A,-0.03948911467231746,0.04577316618585257,0.048270640995217357,-0.01873741105160008,0.13002691016803172,0.08998027309271434,0.13113017137223645,0.07641178788439061,-0.04276935872559939
CD5L,0.04239069751207451,0.04867706936122422,,,,,-0.029319269077743213,,
FGF18,,-0.018443178188201466,-0.02371529075534905,0.020478700310875782,,-0.01564267837377789,,,-0.015224976440168524
ADM,0.05064285044030719,0.00949744000447728,0.07709386414905038,-0.017879451496026717,0.030146644759126318,-0.02846802253692292,-0.06122207738220815,0.039879807264776336,-0.000534940365085231
CCL15,,0.027665397626495444,,,,,,,-0.013204620884593798
GNAI2,0.07306406765589933,-0.04891981002228695,0.0047743112686995035,0.004312236041263798,0.08125047983700769,0.05406522961991245,0.11416579010938457,0.004588372682894676,0.0005526472140942771
HDC,,,,,0.025834158849353868,,,,0.07309239747383596
COL11A1,-0.02339872178994291,-0.00879949612122757,0.05878482130380735,0.030009438099784423,0.0287845829780722,0.048178543767887584,-0.0024209306005749187,-0.000299556119401818,0.027095820135322586
NUCB2,-0.017281835525621164,-0.009806017020105577,0.03721884777218973,0.0791747777287579,0.009827641958186884,0.02159239753708198,0.11073916410847214,0.015819369811926543,0.04390231281161972
CXCL1,,0.05167792724293498,-0.023368172212067797,-0.06037645996188168,0.08457505754244742,-0.033032170020477064,0.017680960247733118,0.02546957590074563,-0.03321780267512743
VCAN,0.006897528506761422,-0.053260468276765956,-0.07339281108377925,0.035227277161279894,0.06035121779864371,0.06276152673128982,0.1065408997467727,-0.025412143841984352,-0.08276913233146853
MMP7,,-0.042430340061595635,,,-0.017999388615883453,0.0044754694014959295,-0.01725396952119693,,-0.04597626308028291
PTPN6,0.038128885247209164,0.050184939146187435,-0.03296020301548124,0.056596162827175854,0.07281323249170762,0.008272788090582014,0.07915824079962444,0.016337670871443884,0.040255954175888085
PTGS2,-0.016247642880179897,0.007296593238270623,0.012320432507123707,-0.06583844043417836,-0.0937911201121541,-0.0034859876411342744,-0.05444139186396582,-0.028991570615948304,-0.023730937670227326
XCL1,-0.018143451411756824,0.008971000990552385,,-0.01335997645659508,,0.06985640548176132,-0.022632298714161905,,
CD58,-0.015855950647800196,0.013729275723382943,0.08083362145798317,0.01813698878680662,0.05224235228482438,-0.014272089944758749,0.031110711783301243,0.053775885516872964,0.036446224646886224
TNFSF14,-0.012949166433733852,-0.02250624762698484,0.07110851023293548,-0.075150073985473,-0.016263819037435213,-0.007499737873480204,0.07253314657900271,-0.038751969957765725,-0.004093240478352525
CNTN4,,0.03214368688724344,-0.008093730995927204,0.07083740012701085,-0.06391211141127019,-0.0033851754655427864,-0.056355237966948336,-0.029429355432962264,0.014308760970295592
INSL3,,0.04859285147167676,,,,0.016557589290259116,,,-0.018080121138481287
BTLA,,,,-0.027835079441391637,,,,,-0.017482573122937602
MFNG,-0.05212110499674697,-0.04146506872324044,0.013801122603300983,0.027302485540436985,0.012734134452217471,0.0703189057991843,-0.004236716180869286,0.014072861463364887,0.017004009054240814
ICAM1,0.04964738621007532,0.0017573717342314868,0.06308151574718106,-0.00519455077059242,0.09867739758921239,0.05232833867821156,0.15292717411058943,-0.005949060143101158,0.05981241119999653
PROS1,-0.018615823347153445,0.07722222939002349,-0.024479941967406726,0.016497052851469247,0.08266696742305113,0.02576356020679081,0.04500865446172432,0.06318623698122386,-0.02075353251150283
CLCF1,0.06788582114306312,-0.00719918108928264,0.0784865886958234,-0.018250921729635463,-0.06431316906455765,0.012170747716035305,-0.024939824516593795,0.05963927166044612,-0.03290659913681277
PSAP,0.0062252931876026,-0.015071924935611419,-0.056320952447577205,0.021657192082320233,-0.04677353691075668,0.016004342828713342,0.12781298757645654,0.019087142897615025,-0.05363258519768561
EFEMP1,-0.05409829635750706,0.03604361321110368,0.019208455637598158,-0.02393587381611823,0.0547795985230037,0.08271592222863489,0.08576932487983333,-0.0676554687067884,-0.05621592808230432
C1QTNF1,0.01150108012801727,0.04650300749215282,0.014850574322853412,0.06781770268925705,0.04008325832441985,0.04286433305977366,-0.018328541029233338,0.028036456860892546,0.0062883545112906785
ALB,-0.02731454164222309,-0.030934917774965345,,-0.030189813717896516,0.04617886989518659,0.012741475110108019,0.02239834384730643,0.002503267019530198,-0.0204442875174482
EFNA3,-0.05610826049047403,-0.033774039218007916,-0.03277302549861828,-0.0016595350733006969,-0.05395059266256257,-0.007008384298303218,-0.08477646612736557,-0.0335725597530137,0.12687170302881384
DRAXIN,-0.03227215657830804,-0.0036456057137294836,-0.023527095091312688,-0.04392803108763967,0.0519743956784586,0.059186863816698326,0.022327451029326626,-0.014689819770977804,0.003018083120164689
RAET1L,,-0.015587448014127408,,,,,,,
NPTX2,0.012972118696565336,0.05816095416505097,0.054827983558142855,0.0026786074463217425,-0.15025717204354475,-0.015909029982714533,0.0811394462425022,-0.016103338114189344,-0.00989636416408193
FGF11,-0.011294046640078588,0.06782393859570307,0.01457316478584945,0.0077356472530473504,0.09134247068408138,-0.0013095381408611824,-0.03367606359808515,-0.029609040040387058,0.03258928843252234
