,ZH8811Abulk,ZH8811Bbulk
BMP1,-0.02557245476473979,0.006515822548407429
NDP,-0.033235330162601856,0.07239431241048341
RTN4,-0.00366686035022893,-0.08126914741339594
HEBP1,0.055484794260281904,0.03435617734318482
WNT7B,-0.0362885027974285,-0.03178788401209902
PTMA,-0.05902381835797027,-0.009198665374106574
CEACAM1,0.08691873772903962,-0.015399749879281405
PDAP1,0.003106939236214084,-0.0029029682486282748
QDPR,0.05962829137996062,0.008833445862047342
POMC,0.08888198207591272,-0.036076115745043616
CCL18,-0.037211405987564256,0.09814455035929506
CCL17,-0.014426157609464725,-0.022230505738322217
VEGFD,,0.08907037370438674
TNFSF13,0.08067974895544304,-0.024163799700745715
WNT5A,0.04376779482394404,-0.025368784034200953
CXCL8,-0.07378291607119995,-0.04319650705668883
GRN,-0.017246726397416662,-0.036259514296505486
MIA,0.11503392285048522,0.15536612607868777
COL4A4,-0.01601320173663377,-0.024657407444876104
RARRES2,0.02495547534398176,0.010852146813015936
FGF7,-0.005468448508415206,0.10395416071130156
EFNA2,,-0.014636431661607292
HBEGF,-0.008114444477045334,0.01649173254042027
CSF3,-0.02360487671951191,-0.057824048253389576
PI3,-0.08315761275122836,-0.07367788077402702
PCSK1N,0.04106335884527345,-0.006388740599931431
NTS,-0.03365472399521826,-0.017831714520283756
SFRP1,0.01624460497765609,0.009452708196895226
CXCL13,-0.004899543753214762,0.04916655864474775
MICA,-0.026019627351403184,0.08179321144155653
TG,0.026410406795085536,0.17956297695304976
ADA,0.02377969136511967,-0.002983331059793211
LAMC3,0.005205457482300742,-0.038341204416374085
CCL7,-0.021621485018287576,
NGF,-0.00754531594717993,-0.014439693395955152
TNFSF15,-0.02107852000946094,
HMGB1,-0.060361063039564955,-0.06146367584818881
ITGB3BP,0.030669632843602287,0.018004868422084656
AANAT,-0.018968143185785068,0.02084809847541467
IL15,0.017248396103056878,0.012915403412024356
UTS2,-0.01615276215535029,
BSG,0.035274500625045994,0.024239514819992952
ADAMTS3,0.05983918707141407,0.024022409184708524
