,ZH916T1,ZH916bulk
IGFL3,-0.043498401058784525,
BMP1,0.05846052836450113,0.14074856505378794
NDP,0.08345251503579441,0.01888790668427586
TNFSF18,-0.023698643063299697,0.06214220567592156
RTN4,0.012641833880815976,-0.25347219309766467
HEBP1,0.058835168119351224,0.058551317548353264
WNT7B,0.036533772090979424,-0.02621378927618219
PTMA,-0.05487578828954123,-0.024339809106936335
FASLG,0.019883498379987423,
CEACAM1,-0.05249039453401565,
PDAP1,0.011192486195082882,0.012521745437675296
QDPR,0.020627691028042523,-0.08536046040124119
POMC,0.02858607251205289,-0.038026812812781106
CCL17,0.03969327529941452,
TNFSF13,0.05451191668146723,0.05073122079113034
WNT5A,0.03160789591991109,0.08966963539784013
CXCL8,-0.012669727451667001,0.046131197197098905
GRN,0.10162670665361118,-0.05864009340226533
MIA,-0.0087156886917009,0.1045139268130034
COL4A4,0.05416737170247848,0.012247412327457874
TAC1,0.036662323909561714,-0.18040396582344415
RARRES2,0.010117707401178063,0.007799359681655859
FGF7,0.04927459718772359,-0.02515161364023783
HBEGF,0.023010938280767956,0.14591590972062723
CSF3,-0.036001550365224906,-0.022175678607726113
PI3,-0.060089884486574985,-0.06774673225275235
PCSK1N,0.09744180308972103,-0.17809723359467222
NTS,0.003076525226272524,
SFRP1,-0.027070962486912008,-0.05755470925557819
CXCL13,,-0.012604764369533162
MICA,0.10578946250369396,0.05953617025744454
TG,0.105781482273,-0.041883021390938864
ADA,0.07308909809794664,-0.014460207444820074
LAMC3,0.06524185565890386,0.024611401878842372
CCL7,0.029011140024285842,-0.0018442999394896313
NGF,0.06032731297616729,-0.025096379564085503
TNFSF15,0.12337795688281826,-0.06448071733486399
HMGB1,-0.1133446552289407,-0.02421303418961848
ITGB3BP,0.06273944369256622,0.010540142249113956
AANAT,0.09180533627369489,-0.03557442344677705
RELN,,-0.06473760750942449
IL15,0.08704818524729378,0.0810454959901069
BSG,0.021383873267590843,0.1644924190179659
ADAMTS3,0.07736412209155819,0.08748719856588931
CD34,0.05703412668098085,0.020656817131968798
PLAT,0.09134668989855606,0.058196519083890216
LTA,0.04369214186454156,
CKLF,0.08276432835801986,0.12324179842814746
CD24,0.08295347396552422,-0.1016738288525483
HSP90AA1,-0.1705852085914902,-0.23226649568530353
BMP4,0.13494436526430129,0.0002575607694240445
SCGB3A1,0.08952202977820393,-0.019541130274642445
IGFBP4,0.10708765758549171,-0.030739848005955462
RSPO4,0.09235698335599205,0.1054739246509694
LEFTY2,0.14018119566719756,-0.15903652659582473
PF4,0.010294630224718389,0.021692227921339922
ANGPTL2,0.04458312552343705,0.029658602093271806
LRIG2,0.0721336418854422,-0.019871210261539214
ICOSLG,0.14229015415229596,0.025646269421409136
WIF1,,-0.031651355196115186
NPPC,,-0.03322904612398903
LYZ,0.08007928261813445,-0.03804949554964642
EREG,-0.02675637880468226,-0.01382311975360061
SPTAN1,0.0455861967484416,-0.11178301662299368
LIPC,0.048666629612019445,-0.008930723324317717
COL8A1,0.14063903962951832,0.06741731483606841
GSTM2,-0.010641632472265855,-0.01693906393369393
SPX,0.028940164918670023,-0.0699966298668971
MFGE8,0.08540739699200736,-0.0021482584061171665
TGFA,0.1081509749524625,0.03847304075707676
SLIT2,0.09710942985886899,0.008264410155214355
PLTP,-0.00704070095350733,0.01484303235415802
APOD,-0.035172011325270314,0.02899182030963718
B2M,0.009525681753219101,0.009059788325244594
OMG,0.20096920060538948,-0.1708295770425643
CXCL3,0.02312063224099905,0.008623544839690736
CXCL10,0.09933453162857118,0.007143854486299783
RSPO3,0.055781057383642495,-0.06172195887089024
NCAN,-0.06863016057066307,-0.08606294905408444
PRG4,0.02364658670962712,-0.006050696158207395
ZG16B,-0.030154328059647392,0.15842601273016077
TGM2,0.0641342536661413,0.001994029964434645
VEGFC,0.010885268343410075,0.06004612837130655
WNT6,-0.006427936820037221,-0.03097608278644209
NRG4,-0.025912947599025557,-0.024144520091467978
PMCH,0.040714349129692226,-0.009172736966439048
COL9A1,0.0415948613101947,0.1059532022332159
GDF11,0.08662507232932928,0.0016044565183348637
RAET1E,0.08160687209918321,
IL24,,0.01645227596577986
SORBS1,0.07373907515337177,0.009867381013350052
DLL1,0.11263890167527839,0.005696732250293823
TLN1,0.04188884399656154,0.048342970999979064
COL2A1,0.0370758185009057,-0.0042784244761735635
SHH,-0.0303146943856841,0.014076034108812722
PON2,0.12102926282610985,0.1354646541923693
ICAM5,0.057174130683370565,0.016926118754236618
HPX,0.009871001010063793,0.08308166145841268
SFRP2,0.041209725041881744,0.03012806991208659
CFC1,,-0.0412188709968394
CD70,0.07545498685104432,0.0760880941453027
HP,0.014579928445764407,-0.08749116966068719
CXCL2,-0.004167951399668054,0.05321859116429988
NPPB,-0.038835518030589475,
CCK,0.09687598069375171,-0.2659063773569165
SEMA6A,-0.014184754985918523,0.12208764621529748
IRAK4,0.08371872500874152,0.07170665503992882
GSTP1,0.04154940860652031,0.19879514479390176
VCAM1,0.106882162473281,0.01744870901194618
NXPH3,0.06393811504218541,0.017892482348683906
MTMR4,0.0464599861378604,-0.03753672705336291
LAMC2,0.041637307877035803,-0.04485796352552958
IL10,0.07879724728919689,0.11259959627966222
SEMA4D,0.07839746067749769,-0.10754666362866669
TRH,-0.0009597025061239449,-0.03937987220939273
SEMA6D,0.02046157935677033,0.13207773354114405
CEL,0.08563096994942439,-0.01620619137053345
PDCD1LG2,0.12663538867922117,0.0577452841299748
SPINT1,0.07621934990705086,0.04110724519303784
CTHRC1,0.03695682937707373,0.024532263706301138
PODXL,0.004642987036410587,0.12082290438288885
JAM3,0.024373742641260267,0.10227750741762287
TGFB2,0.06762433728359335,0.04710973830124087
COL18A1,0.03789650910474725,-0.05167766865933439
NODAL,0.015327836106170972,-0.08800070907089984
INHBB,-0.005346399914301787,0.07485597303575853
LCN1,-0.024783824672807785,-0.03146403422320166
ARF4,0.03444126988445657,0.01591743227456612
CXCL14,0.02892100819243112,-0.027041845613292658
LIF,-0.012295310675816589,0.20882422483324017
IL17B,0.06190428489024677,-0.005623294215478823
MMP1,0.05706379702988458,0.033052795810814765
MATN1,0.06773869229695342,-0.032419322798655004
ADAM28,0.15909958497450596,-0.03718819006929116
TCN2,0.11145689854057954,0.037542535676330493
THPO,0.19341516077153,0.02832486575599415
CUBN,0.09890548012459253,-0.07532562357417066
TIMP3,0.047933522166236406,0.02942914667723904
PIGF,0.06925954107584084,0.07363302431567575
CRH,0.008491981817467643,-0.019101054973494257
BDNF,0.0814230997366691,0.1345149017934596
CCL5,0.06467169916112189,-0.04365617860740921
GAD1,0.09037961197230339,-0.14407537726501637
COL14A1,0.15766514838504447,0.029005633976147877
HLA-A,-0.07126182357220229,-0.04335141855306698
FGF18,0.030329731335927226,0.07401423301801952
ADM,0.051331897112387434,0.15582184873974442
CCL15,-0.01572772858899818,
GNAI2,0.017877720322955117,-0.0021423736364363966
HDC,0.09000110759854432,0.12541386272417626
COL11A1,0.009752708590795838,0.1544817924414459
NUCB2,-0.0009731805451219728,-0.07522127662645503
FGF16,,-0.03194501366485123
CXCL1,0.05613848786264084,0.05147974306656584
VCAN,-0.03991383831192838,-0.015634131182127288
MMP7,0.06791377178650981,-0.0705260237265842
PTPN6,0.128151236222311,0.08518690230586963
PTGS2,0.11815775386191935,0.08664603674815248
XCL1,,-0.012357704764439896
CD58,0.05711442340860097,0.09927502424666677
TNFSF14,0.03351398238832365,-0.07588150988044012
CNTN4,-0.05681618887039354,-0.07229082286661753
INSL3,0.042806977642401496,
BTLA,0.04696610595968809,
MFNG,0.02957894113965347,-0.00846065603262227
ICAM1,0.046319524775608155,0.04940005557148107
PROS1,0.09205849819490657,0.05520596906878427
CLCF1,-0.0006465375005940878,0.14433439396801376
PSAP,0.17571610269315327,-0.21452444380610827
EFEMP1,0.13247086544415915,0.06803885744683233
C1QTNF1,-0.0902549005213292,0.10173052002083467
ALB,0.06981166957612345,0.023427577165803636
EFNA3,0.06019655129867076,-0.04267984522846126
DRAXIN,0.03224127934112457,-0.02709332871136986
NPTX2,0.016905034971612293,-0.0659917927335258
FGF11,0.023928034691744256,0.14536639265733103
CD59,0.007385759974156647,-0.12445678533889361
COL9A2,0.10825973323861553,0.05695166283887029
DLL3,0.027662869947367396,-0.006961044719422741
FGF5,0.10571335567257735,0.043708135777680505
LIN7C,0.012683721409010137,-0.07676843804414793
GDF7,0.0636920836450821,-0.039121375301954246
PSPN,0.09026213885928029,0.09758946254560903
ANGPT1,0.05319614117965252,-0.07310205629669222
PNOC,0.061557525448606994,-0.138402428217652
L1CAM,0.06144781954164418,-0.2028432238096047
APOA1,0.02601971117469886,0.10073873822392292
PSEN1,0.02899709806621007,0.0024182399656214487
CALM2,-0.015125011014914194,-0.04769105538234606
CLEC2B,0.15202943105572492,-0.009091793878835318
NTNG1,0.14508966556623024,0.013796683104227093
LRIG1,0.013257283306352756,-0.09124172973082563
CPAMD8,-0.04645614781392062,0.010266980507257344
GHRL,0.053109309605709115,0.0039117372563762035
NPY,0.008515920805190222,-0.06737808557251888
MMP2,0.002340113996034222,0.13305443760707572
PPY,0.06692931264846913,0.08946133636035766
ALKAL2,-0.007090575710904326,0.06400528420525374
CSF1,0.027008962247603123,0.12407655511208088
SEMA4C,0.054835721087297444,-0.0005233377575623782
BMP8A,0.0005926787382244723,
ICAM2,0.1292118659441963,-0.07182695803061621
SYTL3,0.117712258810636,0.07814260206463235
IL1A,-0.016676556655799715,0.08872326683788385
PGF,0.03767427288679318,-0.08215524399536182
LGALS8,0.07474281542254511,-0.046111486511008715
DKK3,0.13510229395643844,-0.2524685138619843
COL16A1,0.06963700349001717,0.05694081575132435
TPH1,0.15561601638696465,0.20871095229989092
TNC,0.0719438657436456,0.0032391599939231505
TNFSF9,0.10747754242443587,-0.045317417928615204
C4A,0.0675011692259082,
CNTN2,0.02311954256490208,-0.23957930442066847
F7,,-0.04343477035143967
LUM,0.06462171136730131,-0.07345818566156398
BTC,0.07413869145438529,-0.0011172854817630216
APOC1,0.14329210221700556,0.12063411764806306
PKM,0.012737876430254124,-0.031919307462364946
TNF,0.13029747652664098,0.026005716673161157
GNAS,-0.042353688833689444,-0.1068795041694968
BMP8B,0.12192774243133059,-0.015173322856501558
LIPH,0.07035211415299777,-0.015928335821951533
CCL28,-0.03600153709963383,-0.019097292129632955
PTPN11,0.005182978735414055,-0.1057075789856179
ADAM12,0.020180669167509345,0.02966623745416144
EPO,0.02795095412480714,
EDN3,-0.010904940643687034,0.06793503192296656
CCL22,0.1075982257565076,
CCL2,0.03315390717318838,0.13219426934420267
DSCAM,-0.04524992076038903,0.11560269043274189
ANG,0.13679115083650042,-0.04547507312794079
FBLN2,0.13085626767057748,0.08848517334094358
VTN,0.02924342018975545,0.008192367793003861
VEGFA,-0.1292513577115636,0.1317976173906324
F10,-0.0014301220025523668,-0.008869329360316088
SERPINA1,0.07731124645334148,0.0549183036255313
VWF,-0.003183271748355695,-0.12001874818318535
VASP,0.05240219863432885,0.028282212114499175
ADAM15,0.05132996463134258,0.014603841064714752
WNT2,0.031392192965399496,0.06212184084787676
CALCB,,0.019001838032604863
OLFM2,0.02550709652034511,0.02707191517444341
MFAP2,0.12292006449517211,0.06446628530892655
HLA-C,0.09778511727161908,-0.08293580300914781
THBS1,-0.021808479967757796,4.032323384028371e-05
HSPA4,-0.012120742260181585,-0.10708536779033055
LMAN1,-0.0031389734509807005,-0.08961288053338111
LYPD3,0.043824150525738355,-0.00778770504140359
APOE,0.1271770375990954,-0.11917729338060165
SOSTDC1,-0.05734513070019589,0.0408226943610796
ANXA1,0.09825022038634974,0.1917315786245827
WNT2B,0.10288194637571554,0.09338284458849233
AMH,0.015919438257073967,0.010240451392653968
GDF10,0.03570853611226259,0.0779436647821829
EFNB3,0.08852262048989966,-0.04675889377524627
LTB,0.051921888249929556,0.02465239066936266
ANGPT2,0.003777096180771433,-0.12841264194558408
ADAM17,0.0786301838896314,-0.00522955491811737
LRPAP1,0.06378632471382994,-0.047451238300842274
NID1,0.0023677586883988347,-0.015160940381498587
MST1,0.07126584128154037,0.12130858911662683
DCN,0.06490708180443745,0.0292489698577198
IGFL2,0.04183997054174384,
COL7A1,0.09470589042659086,0.04652230132362174
CALR,0.008040053196425109,0.1136627322295139
PIGA,0.05403042488419769,-0.02949620941822564
CD200,0.050850149335054495,-0.16880175379012521
GRP,0.13425216495065886,-0.050515169699814996
CDH1,0.004395306594782634,0.08662662334774145
LPL,-0.04898653357435817,0.20124245046816264
SEMA5A,-0.02749988772254401,0.03935368527437285
SEMA7A,0.11892929783753221,-0.1126038953580305
SEMA4G,0.07558780296296319,0.011461620349389055
SEMA3B,0.12552932010135034,-0.019028395566447347
RPH3A,-0.028509966195641088,-0.1757921397760834
JAG2,0.09200696297739963,-0.004737722011825799
CGN,0.08823740318041562,0.0622823130078403
GDF15,0.08523915946181444,0.21239490701735803
SEMA4F,0.06288111130970321,0.08786949947214966
NXPH1,0.006793928092954166,0.02046642566168279
ARF1,-0.017444945215056632,-0.02947038462834664
DSC3,0.0635736711891363,
EBI3,0.08173892127142385,0.042204102986044774
TIMP1,0.013395802697740555,0.07933869282501738
SEMA3C,0.12288289272738068,-0.03134957504789855
GNRH2,0.026007965867950834,
GAS6,0.06097034993735694,-0.08931747963514847
MEPE,0.0671180894068798,-0.13235801197883307
SERPINE1,-0.02810231812107535,0.2761305594071753
RSPO2,0.05004574098026442,-0.07806057488499071
SHBG,-0.05110244034396351,0.00752697263325709
LGALS3BP,0.10466466363070139,0.13865986079001402
LAMB1,0.021666613925973785,-0.019445505197338172
SPTBN2,0.014946600214555603,-0.12185833564833706
COL1A2,0.011882691575007326,-0.0429708562275509
DEFB1,0.04586343621768914,0.08334867195117793
WNT11,0.03321912092165503,0.08919896299809772
LGALS1,-0.06643005154810512,0.07465808366474723
BCAN,-0.009098076487797332,0.10199236619534775
ANOS1,0.07101786836023424,-0.003813433584561039
EDA,0.06728347719857915,0.009961828163392852
FGF22,0.06644357796065488,-0.014841731037318666
SHANK1,0.02996610204277546,-0.05683932547251616
RAET1G,0.047824932641000524,0.05376236294636232
TGFB1,0.05059801519275131,0.09642305331758898
MSTN,0.019222220983491432,0.07037501585372972
WNT4,0.09334931124980882,0.11289157615535507
TNFSF4,0.06998022472022344,0.08757714586243644
NTN1,0.16755448447446297,0.1339835755155391
CXCL12,0.06399435845250699,-0.07519493260881112
GNRH1,0.0005228132562311341,-0.047592338168829317
RIMS1,0.09732453859760742,-0.12195366973186939
FGF14,0.03498871507799771,-0.11829912873126845
IGF1,0.12071853654912429,0.044275828039795156
TNFSF10,0.11886633566385343,-0.05411808747001442
GDF5,0.04025519879501416,-0.03003526359855809
RGMA,0.000780756729023342,0.16422685854053284
WNT16,0.10268106072320161,0.06117311855131367
CX3CL1,0.10311956567860169,-0.05232087137841963
FGF1,0.10978759290481892,-0.22409825061466285
ALOX5AP,0.0011243441019655733,0.09210518124319943
IL1RN,0.033430663634024485,0.02811763781041024
NPW,0.05984068475191368,-0.031760807320371495
CXCL9,0.035794078746911866,-0.032213778134549106
ANGPTL4,0.01773729996581026,0.07235237498027525
OBP2A,-0.02341616220502968,
COL4A3,-0.033820129961371875,0.10662110145843065
NRG3,0.0894414569913782,-0.050424886772712486
IL23A,0.04791089841162554,0.05952370368567047
