,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
QDPR,0.03639511445815698,0.037749484144753674,0.03550007114918607,0.06710320910983215,0.01883913429455224,-0.026856148516506386,-0.031741484731635204,0.025060405735341774,0.171549521470015,-0.025204501981979037,-0.00779390266375347,0.13648449184650058,-0.002261012357833842,0.11095072459244114,-0.014105207913747794,-0.02463132935321067,0.06771419126553781,-0.0377169182619473
POMC,-0.018845737363161027,0.07555046026712166,-0.02767617390775525,,0.04666255784726391,0.07062168377130755,0.05216622421100626,0.009368082686264247,0.024850265033768713,-0.02457265885776128,0.22767401915083688,-0.037337450054897796,0.05296168543375853,0.07420795296233733,0.025937744808634495,0.036107513095376256,0.029788820184330097,0.08737852329404444
CCL18,0.009445427278933974,0.02226845258475983,,,,,,,0.1468203110638957,,,0.03177574355739228,0.031025838389449244,0.049081146620968075,,-0.00028422665304974134,,
CCL17,,,,,-0.032378325654943335,,,0.05398252643249451,,-0.03326721892923,,,-0.014780064037699344,-0.025496130971740718,0.04026823848890515,,0.10959919493164755,
VEGFD,-0.004307583627332101,0.00018557831009933972,-0.022309581203245776,,0.07660789248831976,,-0.02736988127714838,-0.00027330240948414907,0.0005133774835494282,-0.015921620625327922,,0.014412630063711948,,0.04016620188387826,-0.024711769920629446,,,
TNFSF13,,-0.030854616693369294,,,0.04557555208794418,0.0308163731189388,,,,,,,-0.028360722888667547,0.04558288711871959,0.017202047584101283,-0.022535312771499425,0.058949005599398994,-0.017693078044267892
WNT5A,0.018969938474697367,0.05131946814768179,0.026292770258367303,-0.05935991812328873,-0.035696524585899884,-0.05751763870389349,0.01881478556317442,-0.025099233468686893,0.03622307380940599,0.05442242639583976,0.08066355523693201,0.052794741239506275,0.03118901980019334,0.024540191338689718,-0.061876923372608764,-0.00048805358527966437,0.04265452593212096,0.06433461241179274
CXCL8,0.047478689695991526,0.013966360823025568,-0.0055692480391098,0.03671197984402434,0.04249950083083078,0.06258314251297382,0.13714446625973045,-0.033795278346054274,0.03827830510783281,0.060832356424276535,,-0.06842923048439223,0.001245323540406175,-0.08183414955574894,-0.033265965895065634,0.01794072549327228,-0.009961158738651893,0.026700202010317496
GRN,-0.06552877889185914,0.04505009092678578,0.02894058918952586,-0.007311132670792797,-0.07772399633320771,-0.06085011913196816,-0.032415267524113896,0.039652496933381104,0.036584732875825435,-0.006937767333474676,0.0850289686239098,0.1057529746595403,0.05848792753366315,-0.09922422553807625,0.07782498996403057,0.037465303937495746,0.06009755603033699,0.054159418086447655
MIA,-0.052075376692235775,0.004643268540765097,-0.01984058135016265,-0.05765041887743272,0.05181255313285259,0.0001855123789193379,-0.04666989433908904,-0.026757798293578532,-0.03898700501166366,0.009341627921955451,0.112117517022022,0.02710386803232789,0.02542585051194512,0.11492198000105533,0.026478749374623224,0.012497553849123579,0.08783560343041535,0.007001896172863002
COL4A4,-0.026834561039179815,0.02949388411939242,-0.023782859304534956,0.007769100152794851,0.05707047885833217,0.030762011203874964,0.03258619910795626,0.011092132180602303,,-0.025917517549377267,,,0.007653263841851051,-0.019469144057175907,0.056414642892107944,-3.179031765716059e-05,0.08061249254321692,-0.025636532317007563
TAC1,-0.0641358210056974,0.00845952317437013,-0.00558334894386619,-0.01327231665001407,0.07187135250944476,0.04618084262533896,0.02646687195178992,0.036485340568546944,,-0.08394255784807898,,,,,,0.042852302092889226,0.06496179177882011,0.007227085789640496
RARRES2,-0.004643370066038224,-0.0659883029118095,-0.019979563520983946,-0.033260762786108095,0.012323368203186622,-0.02941791291544815,0.025289239378126698,-0.030044758506580022,-0.06575483605534996,0.018978613615808253,0.046179728726835526,-0.0014387234570295972,0.05834356991908985,-0.07348688355232245,-0.011154751454441829,0.005336000275412819,0.046668440541292495,-0.02533611963640824
FGF7,0.08030283675254439,,-0.025180487606389898,0.07407793251430057,-0.007668075646633301,0.02281153781486184,-0.04588113285939855,-0.010503530969868818,0.08823415963369276,0.030409755564704273,0.13692445512339987,0.08448099258869449,-0.007500362894196105,0.010972535763602858,-0.003173371820529124,0.019831454440535315,0.04565381451887499,0.020337050776717224
EFNA2,,,,,,,,,,,,,,-0.024136074848782742,,,,
HBEGF,0.03119378724703059,0.03482647166995385,0.034041302738828175,0.06470381077400127,0.029883594931444154,-0.03142544973770001,0.008287548516410084,-0.02555854738079485,0.1654995660847731,0.09697007138266084,0.2009460461278988,0.20529289193288625,0.0024423125488987237,0.04319399763380991,0.010335515455383979,-0.009502323388394946,0.04399672261236578,0.09428486190870972
CSF3,0.09996125976075905,,,-0.0307064805737444,0.00790627892665835,,-0.017032964517023505,,-0.00718450240316961,,,,0.027215441399501123,-0.06652975062949697,,0.06743588317157678,0.03121149621416003,0.022120734644428878
PI3,0.12018845227243719,-0.00811194142739819,,-0.00855539401338033,-0.029091476506933504,,-0.01917934285696644,,,,,0.09004460065201168,0.047464490775882794,-0.12701205112345873,-0.019907889576066942,-0.02744908836283229,-0.08869554788974794,-0.09194669403964296
PCSK1N,-0.019656985672559406,-0.05496324425268813,-0.030187135652238947,-0.019501282441707325,-0.014135596085888378,0.06907375953668517,0.023398016316223905,-0.046706011904011635,0.11867257877642867,-0.07881793620508827,0.035577629666678774,-0.03169447986240447,-0.028538606288156992,-0.03417934117433805,-0.03348790069944378,-0.040801708839764375,0.07062124921945943,-0.029814606504887712
NTS,,,,,,-0.03130807061589513,0.01489062775690833,0.03893114225970642,,,,,-0.03448035085198816,-0.0294052270590407,,-0.024632729619378273,0.019333927673998216,
SFRP1,-0.026646671408512426,0.03922779376974516,-0.011808414381672282,,-0.028251340672478635,-0.00028959377999917873,-0.06143895214605301,-0.0019503684025010942,0.1249520766591578,0.05081657406971725,0.09266855848110117,0.01154666756903293,0.03462214075585339,0.03728921337934971,-0.010805606386314826,0.06780412951322703,0.05706205224750048,-0.013918160835984801
CXCL13,,,-0.02045557855053202,-0.02229653817305985,,,,,0.15460070097650785,,,,0.006973147378378428,4.203316879177155e-05,,-0.04693082638998373,,0.12291523198881706
MICA,0.01791852895121029,0.020578960106562412,-0.012929545543821096,0.034183461596527305,0.00977454255311081,-0.028132005264229473,0.02834982105709126,0.022017991842130435,0.09952271318070953,0.12288126664610508,0.09006260630292495,0.09188499738193068,0.06039210362327884,0.03899737924276841,-0.03960362276027438,0.025486145075655487,0.13016424197017806,0.02889518386218749
TG,0.020103660424012463,-0.020854299735791098,-0.02118030352308303,,0.04568132794735391,0.016835180071216226,-0.02055726426719748,-0.03147914602970709,0.0761235665314281,0.011665326616782613,0.025563646857949516,0.07618248136606424,-0.019639009878312762,0.05351472661249763,,0.007733525611367157,-0.023859938686091514,-0.04490575429759759
ADA,-0.02943892874126719,0.03859124964993096,0.008585329015090803,0.003478282207410764,0.03876845466398768,0.0775085383201392,0.0028461538651937996,0.04911568936510675,0.16340217440702726,-0.024494124946976652,0.0794982964191407,0.11324672601391504,0.037661057233104644,0.019844242381413586,0.05580197537695102,0.02613143856199403,0.07981271266760913,0.08904419557018883
LAMC3,0.010161466254694003,0.05730141642521206,-0.01998233855198426,0.0820935699014769,-0.04467389493346179,0.008484466832758799,-0.016719139498485882,-0.005880653385258071,0.13151697776774382,-0.006686594863956326,0.1071550816028353,0.1871491644375418,7.806578237266579e-05,0.06965078676837157,0.1143165358603872,0.036516187073532276,0.06279396866184757,0.1571042366854683
CCL7,,0.029616590190446813,,,-0.022042538553731422,,,,,,,,0.15160436151791967,,,,0.0052354016178411565,-0.07917300011503767
NGF,-0.02950318601298169,-0.013559067185260325,,,0.0612917288446038,0.059839466015826855,,,0.16190120230403673,,,,0.0595368148014909,-0.006104149008232689,,-0.019317991579405686,0.02651408361663134,-0.019133933483304277
TNFSF15,-0.036499123196170005,,,,-0.024545444766330488,-0.022258702884948484,,,0.05036292198231259,,0.050155698858819535,,0.018261101066171778,,,0.0036197540668605043,0.13137859856427808,0.11588875444497938
HMGB1,-0.023257944620697003,-0.02827222672120027,-0.026481285698289163,0.027140969583846306,-0.04188659878297961,-0.03863479934206474,-0.010953799073442523,-0.010617231305652298,0.17417969202434488,0.013446022096063501,-0.03702304736206907,-0.051271522522397514,0.024161863130501234,-0.07440035973773243,0.04589364831814686,-0.019426914113751845,-0.10662328892433225,-0.10032530546361153
ITGB3BP,0.04110122464822767,0.011966176547199744,0.039626329576812454,-0.03712013378679255,0.06586051168764692,0.0018804229966459516,-0.0532026782148058,-0.00777472003850581,0.10748334191874384,0.05509654769752061,0.15953199666521212,0.06460214103252515,-0.028385451488858807,8.389507829745825e-05,0.045989403247611284,-0.010838867121030948,0.07934603197450577,0.040117065567103344
AANAT,-0.008186856669068727,0.13983289390996081,,,0.030543194313660024,,0.0827978267138405,0.03324135092834676,,0.002555758691947054,,-0.01989149472581607,-0.019433474841438113,0.05698058352723091,0.11137611966788055,,0.018075834748704358,-0.0306747262222997
RELN,0.015179708141168848,-0.053253761395789856,0.05139755880781604,-0.01990045440157027,-0.0227271885969978,0.001441144650957947,-0.018217036373628332,-0.008454447988700242,,-0.020968738212900847,,,,,0.02173716809299795,-0.021580246352929922,,-0.019109828887134916
IL15,0.042605107462772025,0.07794313718480937,-0.02698338264865347,,0.02558601028891627,0.02149228234465546,0.012326944043494823,0.0072681962203368505,0.010872394709797392,-0.041387432194506225,0.029996186140099804,0.02686665847494874,0.09028678788861384,0.0013458059676997004,-0.008036834843011915,-0.007561301889114118,0.007758985880454594,0.06713975191787235
UTS2,,,,,,,0.06007522488817121,,,,0.0562001228342801,-0.014654578438202559,0.1648960463758215,,,,,
BSG,0.07029459269126083,0.024648174553646107,-0.03190640138127094,0.021733975384299033,0.020908515499590344,-0.0018233481704317653,0.00635573100319356,-0.009983422848762677,-0.07273330578219005,0.05276416481838299,0.27533448303096253,0.03334151835716126,0.07414037558745329,0.030730417075863218,0.12332387451683062,-0.05299646130818827,0.12638091767789553,0.03468695495317101
ADAMTS3,0.06921656455408627,-0.010873015200121542,-0.002211881843490075,,0.049026416974374105,-0.00948307753927199,0.003407926870544928,-0.020625304680823638,0.0041013681176352785,-0.043547684782274144,0.2447578610826994,0.09082774060048622,0.06984287568062016,0.0036002043218913704,0.0013973465736533172,0.09252744952599154,0.05015262273405542,-0.01025851812825088
CD34,-0.045519082952155884,0.01904255843834769,0.0264971527519955,0.1369578247900297,-0.06196113446135685,-0.041427932108515586,-0.013645543050749828,0.02765884720229129,0.13400445650099976,-0.06051438177727009,-0.0005687326055109314,0.16415470647851438,0.026247370232445735,0.06562280630157266,-0.025135601060327587,0.013276345585443999,0.042712601147312505,0.06257624550844015
CCL23,,,,,,,-0.017482014935262177,,,,0.12604735255322816,,,,,,,
PLAT,-0.003326788385305113,0.06599911285758095,0.005425972381298327,0.06855394953055213,0.025993379876838658,-0.051416673074108785,0.016577351022826235,-0.009250329425763738,0.10866350213686052,0.05905751506749644,0.03623365795648027,0.010476697550147199,0.00325868854889121,0.07692294406651073,0.01140022877371039,0.08090090467566739,0.013904565866858763,0.06382882881941561
NTF3,,,,,,,,,-0.017873480280211893,,,,0.041588468138728435,0.09412003563950341,,-0.04431126355011441,,
LTA,,,-0.015576061785697076,,0.011719384939269805,,,0.027443811247598555,,-0.016920217104674357,,,,,,,0.03480932126354422,
CKLF,3.8936065619824124e-05,0.0029523598958832945,0.04181531625056636,0.013141170834575293,-0.03913882610771194,-0.07529289605940472,0.005525587667716543,0.002934080348090136,0.12681172758218331,0.07762822371699836,0.10058157074264429,0.11955121982495173,0.06012573737033968,0.07314996966497475,-0.058984571445554086,-0.001488666578140507,0.055250081611747,0.024833983667075683
APELA,,,,,,,,,-0.0070307255277998115,,,,,,,,,
CD24,0.10055439099514385,0.01680465126525465,0.003719375119753993,-0.0491355888218665,-0.021851580098394493,-0.08358098546572289,-0.0017825856088108324,0.022503800814910668,0.21614449431624794,0.04718407719309616,0.11009882445799637,0.009167298555171132,-0.012502788367804286,-0.02447029095097,-0.03459770719225507,-0.0036393579444958914,0.080231848842815,-0.0059496624548567995
HSP90AA1,-0.0012939664428920244,-0.05938725695028885,0.004262312533544068,-0.010460275390471997,0.027909254546655816,0.07376494465665427,-0.010831121204509762,-0.024540427038050806,-0.04510795985844217,-0.10847930383471545,-0.06664370004528217,-0.07719939690396593,-0.05981601635048871,-0.14123784264203912,0.008301164201520264,-0.05624167027815139,-0.15715505102151903,-0.11279411461167607
BMP4,-0.0441661363401309,-0.0361975764087629,-0.016511538561669457,0.011028391325413466,0.02914145826874624,-0.04585959310789126,-0.011981767631994735,-0.06582750113498563,0.023988464247723936,0.04402138254060658,0.07174456607677412,0.03244563735240177,-0.010404030295022343,-0.024168015821029606,0.008007114271157712,-0.0031663715230442176,0.15899297480166003,0.051899405650436416
SCGB3A1,,0.0948326007357609,,-1.4867387011030263e-05,,-0.027066599213719855,,,0.05968725117247588,0.016835927131170676,0.13785067731787987,0.009613178281535401,0.08589994662057106,0.07866305127026507,,0.006368154705759021,0.02604197587452181,0.042049459207632554
IGFBP4,-0.07580786521879664,0.05459726797037739,-0.023023328213478536,0.029510495243290788,-0.019781595038239234,-0.07122620097262773,0.012181910880713822,0.045624110359198125,0.09805043871417146,0.09043075006834847,-0.02407482622014406,0.13755311670072237,0.04461030598797522,-0.03402120925048266,0.07281828996191224,0.04967094437262345,0.07884571909122567,0.14532465906680156
RSPO4,-0.036041166492861446,,-0.011720323616227596,,0.006536758324315612,,,-0.013019430871815504,,0.02024054220396948,,,,,,0.035109510040152794,0.08194423795930798,-0.038679614712719745
LEFTY2,0.048740634425919686,0.07472350021677783,-0.015767359522988366,0.051965596392896295,0.010722506315053915,-0.0007594780052854646,-0.04337924049748002,0.03123344813380668,0.030688016849225754,0.030005599871854423,-0.0002364299001906386,0.04355192901809715,-0.01880446238697878,0.016617595857301784,0.092868236718772,-0.03398027636731354,0.09047943764399456,0.07120517451392035
PF4,,-0.026978662074352528,-0.014168545202307446,,-0.019231680624226987,,,,,,,,,-0.022122383617216353,,,0.0016422308193521295,0.12454350247374628
ANGPTL2,-0.027504583779769505,0.059225978929629476,0.031616827502893324,0.011081002791418755,-0.012555095731078388,-0.06311047777905877,-0.006679915523984831,-0.019663387397520243,0.004789043599969068,0.12379436113919717,0.16660569717908297,-0.04352089650208635,0.0303944492939506,0.09621590688381632,0.03620023600958772,0.05728102473830409,0.07599588849388851,0.07953829613873088
LRIG2,-0.04570081884835641,-0.021772426075192173,0.029520346056419396,-0.029939041188828713,0.033674783435286834,-0.09064747114049101,0.018542818932992394,-0.01685766617260524,0.04837001031136747,0.05101983928942613,0.022547805913966178,-0.04598019655931644,0.01669514802919964,0.02566957716689972,0.009905446038613574,0.01086010743341522,0.0996562602725241,0.02035045985931407
ICOSLG,-0.024502839184317,0.025889199542390186,0.03434558212356501,0.0859932342507226,0.026643050132555624,-0.003368060175657816,0.027671558346225363,0.037424315175093426,0.06615600157874212,0.040394104668280265,0.017233188778745176,0.09163408966834334,0.038792656754321704,0.12316136477961126,0.053232061352841795,0.015283714745803817,0.10515963174053519,0.051578581934562585
WIF1,-0.03860378477088928,-0.048543723406828075,,0.047369613793558064,,0.07800798236688425,0.019243399634216733,-0.02447041079197621,,-0.03204997710201579,,,,,,-0.023227568254973893,,0.012825531010896634
NPPC,-0.0005003157127121879,-0.020533081934072446,,-0.0411781557079642,0.010793403488145342,0.011785580116919346,-0.0010654051433353492,0.019720089125153772,,0.09661132114588326,0.04709186329974576,-0.13421288718118704,-0.0197100721532068,0.058939876662548185,-0.009631895575040836,0.007327333755308797,,0.012868052330932035
LYZ,-0.013675329478798619,-0.014903100244828474,0.031625550223411444,0.06599564676616625,0.01977900712708852,0.028953898589508347,0.006297683876306602,0.04630027925156002,0.10098218471270155,0.05596107650483261,0.05390786555043417,-0.0054435446986787605,-0.04060462558828959,0.013047508960241136,0.026191933354516472,0.04324827072591814,0.019217501112961357,0.016145103370707452
EREG,,,,0.07712614138635004,,,,,-0.021543002336402717,,,,0.024764582191395712,0.0075223708777200846,,-0.03112136998901667,0.0072677648713481615,0.04046255098081283
SPTAN1,-0.0695480162650085,-0.015625195584167025,-0.03152991186479129,0.037601144029587814,-0.03895367488284278,0.05592107689131577,-0.0009785065128778614,-0.00827176789663564,0.1036167063789612,-0.06605889092180275,0.07101481105906278,0.05432507655235762,0.03803514571676787,-0.016725306032425512,0.01862194213401132,0.0036774969978644167,-0.02425182236718415,0.022523329394072415
PTH2,,,,,,,,,,,,,,,,0.0009759396411515444,,
LIPC,0.027369223499268094,0.020406990264882574,0.03844277673339803,,-0.017862998203288235,0.002901453878927695,0.0827120661706236,0.018197545671446477,0.07346169814104951,-0.004414687759400999,0.026489340043832556,0.026410944859177325,,,0.09923850089484945,,0.13263556632238924,0.06334295968156264
COL8A1,-0.020568392090533148,0.06405288836962302,0.003492896494452729,-0.010346479955568182,-0.019412805194541225,0.03462868750762614,-0.03789633682002281,-0.03469649212359018,-0.12716951162164475,0.0467912355641784,0.12434927989524044,0.07996817031882503,0.044008836730647725,0.06760038941353481,0.09623404677081906,-0.013950379879594058,0.06985732745825395,0.08064606853092321
GSTM2,0.05374571500434031,0.004988566067764724,-0.009859049973450967,-0.0095899386735023,0.05464091977276722,-0.025195491732554885,0.03540354752259675,0.0005897512034034683,0.06024031137437173,0.08346414107139265,-0.016767371246571336,0.10930933399014721,-0.026986507711014334,0.028416341314492055,-0.0485827773429283,-0.05304777968862285,0.03917875002552599,0.08657288296739293
IL4,,,,,,,,,,,,-0.045393218460199974,,,,,,
SPX,-0.04731276626801184,0.06705424896346791,0.018640117756512826,,-0.00656571009784693,0.11462864232785655,-0.00875775798911678,-0.05226629103298419,,-0.06033430402469143,-0.013278903805127017,,-0.02233457524832489,0.0020597506190266363,-0.04198551353181548,-0.047989569009629744,0.029711580280146734,-0.008693834206341133
MFGE8,0.05763098988620773,0.026466071080240818,-0.004237626552911407,0.043035970750188945,0.047058426630920656,-0.01439097339463871,-0.007384514961645594,-0.001332792231284216,-0.0761592243792486,0.05055772013723613,0.13048866025612355,0.13069215625803415,-0.031406642593312814,0.03790004726612917,0.08655886372459154,0.03663955278372083,0.09197949038849373,0.09965796390204802
TGFA,0.1207257932736706,0.07216754145210348,-0.00020766306057668965,-0.005170206818270599,-4.388533900785189e-05,0.017066496880771873,0.012702589424757278,-0.024301259118729795,0.05546586805171704,0.05046799479761464,0.021714035538602617,-0.07371123127049052,0.05485603886352087,0.026435621149714515,-0.06430727445134087,0.028561029906948057,0.12595064106939458,-0.0009575751874036528
SLIT2,-0.06528816666356264,0.04958028368792017,-0.03694404031998565,-0.024395756058591143,0.10518964082169731,0.08129917008497914,0.0009689575946795067,0.08949669739446083,0.018302593922247853,-0.07802160017171564,0.1714241827409634,0.04622803764846282,0.05700819086314445,-0.004699632145313892,0.022699687785942446,0.0035216855865679974,0.05901083763133626,-0.018957404146181734
PLTP,-0.022284013066863093,-0.001358794823238098,-0.025746618766810895,0.08219783074117001,-0.04650114808129986,0.022373692939033116,0.02043625208461098,0.023444441032241695,0.07283854234438648,0.0791608906692289,0.13271873988954308,-0.01162566255558136,0.06808783193811842,-0.06128017423250557,0.07322860141272915,0.018078439247789103,0.011221645043897253,0.06599032210620763
APOD,-0.03987888532827391,-0.08762973990347274,-0.019860725786020196,0.008827728380949447,-0.002390907099188792,0.02316298668403566,-0.03533950548570773,-0.00630964580461164,0.006369246485460671,-0.09320701663087642,-0.2568773481189367,-0.04228078205420771,0.028674013324212634,0.13440726664311994,-0.07685722184086034,0.08384052241112748,-0.06604642604709533,0.09596824767478815
B2M,-0.04546661553437784,0.10330666443277906,0.00022146195555345122,0.08737713622973285,-0.05780650145025959,-0.06828010572942642,0.003378854840859281,-0.026049635560967323,0.16256311423482017,0.12360229277840779,0.14858458393344492,0.19828050337017042,0.10502025966269574,0.01931472921905312,0.04732808971225368,0.004776353135402414,0.014282615737179927,0.04273428558620556
OMG,-0.026610283479637935,-0.040367589167502216,0.029446963257724567,-0.01697904096961182,-0.04147966822509811,0.04343174644276215,-0.015246070720766915,0.03484313597795602,0.01045655365925895,-0.07299785508552453,-0.0426154708390919,0.009412663921398879,0.05534586363586408,0.14417088182043214,-0.04212449376241759,0.04672045485564127,0.09162829161065124,-0.028578246597419445
CXCL3,-0.054230322998260576,-0.0334824535942175,-0.029129180540816247,-0.010693681009338873,0.10108366789926683,,-0.0012839208279191792,-0.006235770647467519,0.16625236724938072,0.016428418159497086,0.03864486324397771,-0.07472239777041088,0.05607231680316853,-0.04066439503024152,-0.020409540210266874,0.03792302774222485,-0.019883795672989514,-0.01714556511624576
CXCL10,0.03483973132833585,9.388573475648868e-06,-0.01853229689452658,,0.011991481602815211,-0.03170585006254926,0.048238924750735775,0.0017947834287953598,0.02943051349983876,0.04534124629221317,0.0664919459513404,0.0736291021792566,0.07244576286443687,0.011896620451067225,-0.027496004122948284,-0.022685761187096573,0.045133910094672026,0.04805851451753456
RSPO3,,-0.024709617610640833,,-0.013961722820352926,-0.02233384512188432,-0.027571992546161713,0.05235054803708496,-0.0008049152502886205,,-0.03114716532718076,,,0.024630825262733327,0.08414117874165654,,-0.02529228496446324,0.024694616318403556,-0.02514241669414526
CORT,-0.040408497675413886,-0.05226270629771277,-0.0253041245139668,-0.0024828284087728015,-0.0019146399482402247,0.007275286826719458,0.0036441013090847017,-0.02144415652337347,,-0.03240176962137644,,,0.047548416642030494,-0.023149950060847614,,-0.005207229101985588,,
NCAN,-0.10221979581549297,0.015434453858405552,0.09189580359205886,0.08902761084690511,-0.04653158509182735,-0.034520583209686845,-0.0045915779624840294,0.011686508390020561,,0.09195930549473891,-0.12423611926196859,0.0499344477963361,-0.0026417731292955036,0.0931148265261624,0.06014090878406269,-0.006848451271338154,-0.010323048101849364,-0.04469301126865943
PRG4,0.033454135455795064,-0.01176507128079674,,-0.03433381313471097,-0.02204254198873385,,0.048938369650713597,-0.04052504006353363,,-0.026955085711568454,,,0.012951938871984984,0.013773276870475644,,0.04884436493546952,0.08075058163016942,0.029619736067130205
ZG16B,,0.02871801942557837,-0.01704954135674306,,-0.01413344848698899,,-0.023596000621747323,0.0047417564951262895,-0.03801352223601558,,,,,,,,0.05050326505392585,0.051214163775626195
TGM2,-0.0020172236673487577,0.061696628295009666,0.05170045714383611,0.037829758633621875,0.03351587856141812,-0.0013314329056992597,-0.0009622783354276355,-0.02775498028260754,0.13006701196779769,-0.046451426055802575,0.049707027578320226,-0.03968441409933545,0.01429079564649599,0.006574634097100919,0.013917854227653981,0.03653448780260634,0.02078127191097233,0.12167186140346492
VEGFC,0.037295224151715156,-0.020388513684704145,-0.02189226767179153,-0.045657932360576026,0.006238525831514185,-0.023621879045791213,0.02455005331703611,-0.00316484541419453,-0.07295012967677732,-0.010460241095347999,0.045122562812910896,0.02981131029823311,-0.028508234540024303,0.02750333388128523,-0.007810030973973297,0.09943612679283798,0.039608911145305715,0.0692977430009942
WNT6,-0.0030935919697222913,-0.02570593366530641,-0.015767359936794886,0.019228055462215586,0.058242384649077786,0.0170290395451482,-0.021491545320786527,0.06558411338684633,-0.06219395965060675,-0.03243500952263358,,0.0006550431638646056,-0.03306881013063947,-0.01444956804004139,,-0.021573630314905546,0.035988540311607725,-0.007216018624625753
NRG4,0.02822915637234014,-0.009082222214504138,,0.08939525225452657,0.026684602268000852,-0.0374114024269468,0.09014103168864714,-0.00670986089389506,,-0.04335633726358172,,,,,-0.02161678859878959,-0.03299560034341822,-0.009784859966922098,-0.04016732088193651
PMCH,,0.023097741798370364,,,0.04577386634666732,,,0.013210836799971272,,,,,0.055242476368823595,0.04291152693644129,,-0.018997504367339806,0.01203256485802096,0.010801963255993686
COL9A1,0.012748537045432346,0.07259289305154054,0.0658351051084155,0.010924947667638529,-0.017842386187638108,-0.09080204155006685,-0.010788498574666515,0.04060230611185427,,-0.02666261970634493,0.05214150899498639,0.01428190193774225,0.04183842804114364,0.07408405399614702,0.039420448788255236,0.08888972436676551,0.10449264477515594,0.1830900438652558
GDF11,-0.037219477572712885,0.02190735782560534,-0.04015160305832725,0.0004837655974509182,-0.009887449924012023,-0.041129961780782466,-0.0037827484272823547,0.05640686212624123,0.14575289898639984,0.10002964732171851,0.04520940026843281,-0.0011797207268894139,-0.004027271941893127,0.029177830764414343,-0.009491013175272333,0.015763457274465823,0.06684752105877476,-0.02570793606806881
