,UKF251,UKF259,UKF275,ZH8811Bbulk,ZH916T1
IGFL3,,,,,-0.018186165660389924
BMP1,0.018386518007374664,-0.09986234813609919,-0.0017158869462904204,0.1094892847379993,0.04599432855123855
NDP,-0.019976579408158897,-0.017765294777572962,0.01878549589189967,0.03488357628767094,-0.016762887530348596
TNFSF18,0.019871348045218052,,-0.011674764661574738,,0.05182125953887513
RTN4,0.010290648809556059,-0.04172525898045335,0.008734259052559647,0.001721724535831964,0.017969156532686305
HEBP1,-0.03338160155256307,0.012377729335325766,-0.029487758771069295,0.03520219799480762,0.0012486457270987818
WNT7B,-0.017018619077164766,-0.030648728512247154,-0.024006104370730374,0.04194648091062422,0.028106573925546142
PTMA,-0.010915523168139063,0.002363341314506415,0.005566849286751421,0.011402097095287214,0.011970235149970115
FASLG,,,,,-0.015772855272956115
CEACAM1,-0.013060766540712409,-0.03539049457614901,-0.01836162348633581,-0.016893071826819338,-0.02194561150155317
PDAP1,0.014743692276246128,0.0104431460060657,-0.011351155574263137,0.06025761323482135,0.06266772320024755
QDPR,0.053350353585651385,-0.03417760570425175,0.033613013917017626,0.03889744250110348,0.013807519527049837
POMC,-0.02320689839422573,-0.03295706446637553,-0.013546473694648937,0.005930333541361755,0.04500111915352649
CCL18,,,,0.0025862836158766465,
CCL17,,-0.02051276838088771,-0.01456070453984554,0.13015251067617298,-0.014296321703841148
VEGFD,-0.018706927696258473,0.0022890193265737353,-0.015513199125871216,-0.016893071826819338,
TNFSF13,,-0.014149248539823796,,-0.02650697622711134,0.04709373791779912
WNT5A,0.039605494626617076,-0.0198446984511776,0.01835707704936392,0.13209234513669119,0.0371537084217943
CXCL8,-0.01751605829981039,0.10041327632639316,0.010411692585071457,0.059495705084461725,0.045967334081760854
GRN,-0.024635157347898215,-0.06720596156271721,0.016131935892981057,0.0380079655991791,0.004453266965789272
MIA,-0.016636633264779894,0.010964886790397478,0.022257314088409558,-0.04162174077120685,0.005381572864199225
COL4A4,-0.027977861987795914,0.04257347574337182,0.02224151902913433,0.03474959841934916,0.048017288768000405
TAC1,-0.01826869786103293,0.002559570422865961,-0.015868433625739198,,-0.018793968590876863
RARRES2,-0.05860411375815651,0.0014635242202043499,-0.009203595947361592,0.12234691320968394,0.011873734922603948
FGF7,-0.02111422696454456,0.021169992356092657,-0.015831099130120593,0.02193195146726379,0.014461914531579249
EFNA2,,,,-0.016055734235042148,
HBEGF,-0.038806519136162454,0.02081789090078586,0.014418141693183104,-0.03233370397920368,0.013211861225196143
CSF3,,0.03444805654419632,,0.09329121429271317,-0.015051821286213195
PI3,,0.034658809630750353,,0.06074183457892963,0.04531476497136969
PCSK1N,0.040305156752570244,-0.0755373803066777,0.02744108566413521,-0.031077407162292427,-0.04523729557738925
NTS,,,-0.017366319138439,-0.019560865374298346,-0.022289694840205775
SFRP1,0.0032870270280476025,-0.017898183304473316,0.018855122523309845,-0.007028398587340556,-0.021771738801765743
CXCL13,0.02280561991483409,,,0.08702431670261944,
MICA,-0.004012462313549206,-0.003730426289052094,-0.014847549810188352,0.07179919596122987,0.008183657294174132
TG,-0.01776001095589718,0.04302033763551454,-0.014669358795969116,-0.02409134403234232,0.06685464265727266
ADA,-0.02654904745210459,0.04356322411271119,0.0410331492385641,-0.05277296918772368,0.09187368367565205
LAMC3,-0.009528215705448111,-0.04013855369427055,0.042297924485590686,0.0762967398198304,-0.027979978667412034
CCL7,,-0.013964696405184503,,,-0.015772849664317044
NGF,,0.0525636149690581,,-0.015839918154989,-0.02915494317486742
TNFSF15,,0.05776961783203888,,,-0.03174030592326478
HMGB1,-0.005493193024690768,0.009679299487861594,0.01733872037089573,0.05304349924421631,-0.013527466184715002
ITGB3BP,-0.06700199194007281,0.05344307215713844,-0.014625341092679576,-0.006024424655506838,0.044019045028217074
AANAT,,0.06762503338869008,-0.013192240093214668,-0.021606669654844306,-0.016688332707034802
RELN,0.009105864271812964,-0.01247152158393161,0.008155621421507803,,
IL15,0.006312975299340499,-0.01063681546449414,-0.00703393002925077,-0.03917269111848325,-0.004977826460667797
BSG,0.029325355895516027,-0.006653863669629078,-0.049682245691673066,0.09411146726539447,0.023157158797325775
ADAMTS3,0.014765078126219555,-0.03314610291211331,0.06564044896587205,-0.05342738808284762,-0.014668977849854914
CD34,-0.044493082253835206,0.042453789524947425,0.056030378180810414,0.016193040574018172,0.05952391677569376
PLAT,-0.03292363879882582,-0.07332678692461532,0.0033841096994851484,-0.03795513036880777,0.06737409335779458
NTF3,,,,-0.05469089048201561,
LTA,0.011429465614518084,0.014652631909017978,-0.012705502056198489,,-0.022459980831569873
CKLF,-0.05512368364132632,0.0210409484728662,0.008878468997243842,-0.026474466610495146,-0.02788482930405868
CD24,-0.02902496173606261,-0.004891020378724143,0.022511469978195916,-0.022070523613407608,-0.004052392743832279
HSP90AA1,0.0008637474018721527,0.021516981295505184,0.018195737322837465,0.052035269532086474,0.007727824481937991
BMP4,-0.013845179576127398,-0.027312874447891843,0.016047727519791142,-0.026872674492722532,0.05204004171960403
SCGB3A1,,,,-0.003017313382183242,-0.033071448755607386
IGFBP4,0.036658883598768614,-5.7894657901401074e-05,0.031148401774685038,0.0725922621598763,0.021622285986050083
RSPO4,-0.02111422295600991,-0.027396304034768244,-0.01477727238263597,,0.02737016205141223
LEFTY2,-0.01322117398216973,-0.031643904123883314,-0.03639125978482754,0.003868184692596951,0.04910906757129267
PF4,-0.011880543531770723,-0.012183922492599463,,-0.014716192016681184,-0.0042830545806245
ANGPTL2,-0.04377334159992879,-0.047426958781486846,0.017135636178167293,-0.028514603012349697,-0.03962090771936462
LRIG2,0.003560592337680472,-0.020930850028754968,0.007511218025687192,0.07514370410335444,0.005615228140426849
ICOSLG,0.02209474114846886,0.013743039533775758,-0.00032879238585918234,-0.01160296858056728,-0.023086257087872503
WIF1,,,-0.011403271087897229,,
NPPC,,0.012169371037108476,0.030516396151536923,0.03267944262824015,
LYZ,-0.056824533487682675,0.011879783333044383,0.006546145013932365,-0.01565160351024998,0.0006084731067740029
EREG,,,,0.02968755796597974,0.052519205074627776
SPTAN1,0.0017728784023843683,-0.03910022008586155,0.023293522115698365,-0.041404210096012285,-0.039405258676991115
LIPC,-0.017880852965896095,0.004887629563357457,-0.027627615602793056,,-0.028397910251222007
COL8A1,0.04931850952116406,0.09458598633199472,0.02747936952515115,-0.05256365405478899,0.02731656851894395
GSTM2,-0.0015944928507115484,0.001166905303473444,-0.035133599392491006,-0.004777571423398914,-0.0016417688985209333
SPX,-0.0590336137363176,0.03410102288668685,0.006781188075101754,-0.018272033391580622,0.03525841036629006
MFGE8,0.043146553317050654,0.01566856467574576,0.08712871664321369,0.06077075961530798,0.04917586334255958
TGFA,-0.02787107638857321,-0.051722393522938996,-0.041618291905921485,-0.001283929248958261,0.017218410179826605
SLIT2,-0.030978147226406974,-0.026976805424422965,-0.00280776935515481,-0.023282146592072873,0.025872545132462853
PLTP,0.028310436722508853,0.02165196853315405,-0.009424610818371893,0.06493494474467718,-0.03370986469261349
APOD,-0.0008759004750514236,-0.01575276611234778,-0.00859179547300201,0.05283134071781597,-0.04192275734557171
B2M,0.058991314953689485,-0.021560780824746363,0.040697861655711466,0.05165435953889,0.035382519196675975
OMG,-0.06884834174384696,-0.031207265936656344,0.0034218351518425765,-0.061249410909460414,-0.010127591704102362
CXCL3,-0.024425266851223097,0.06346095751865444,-0.019089501254517065,-0.018265936225066264,-0.029811455985701597
CXCL10,-0.03984403344067361,-0.012556012424399503,0.04860657069822094,-0.01973867966675968,-0.01509307028777869
RSPO3,,0.005864381200716742,-0.00943203880741683,-0.0389968549632154,-0.01600635817902413
CORT,0.025807913917794426,-0.03173077734458363,-0.04275733173803071,-0.015399746978751705,
NCAN,-0.02308269091564874,-0.06439189307218769,-0.031755890201018724,-0.07532502421621182,-0.006313178702117633
PRG4,,-0.013964698581375142,-0.01888476746961262,-0.02272326903996887,-0.03625871504582474
ZG16B,-0.014296303212027949,-0.016207740582706527,-0.010095674769840985,,0.02128676222473619
