,UKF248,UKF266,UKF269,UKF275,ZH8811Bbulk
IGFL3,,,-0.010934400657259773,,
BMP1,0.0602191830008635,0.014407211176743536,-0.05811695116084059,-0.014558867792985082,-0.04899886749981127
NDP,0.061907757938293326,0.02160356878688235,-0.0656920339502156,-0.019948923397211892,0.04989513652027252
TNFSF18,0.08037858582241938,-0.03149432608370339,-0.01623725671632772,-0.011390333515494821,
RTN4,0.01493742350788883,0.18315703596627725,0.1270577200077861,0.0011721681033928404,-0.03433473681615381
HEBP1,0.017214254166616483,-0.03612160997221298,-0.022395660298258492,0.018701873604093172,0.01851677786756778
WNT7B,0.06010536658555712,0.12364480824765378,0.020094008664720248,-0.005768134152440535,-0.018408301410347754
PTMA,0.13094437535105524,-0.13396219267945123,0.04985055992814947,0.040870876746887226,0.03947698683618209
CEACAM1,0.010368166306612284,,-0.021367305033694887,-0.017914281054732403,-0.015175139741925416
PDAP1,0.028179836221247995,0.048420885777182274,-0.06647315167076802,-0.03211642062008122,-0.012150031760391776
QDPR,-0.002347591940447783,-0.10431860613682853,0.005463915483442298,-0.03899686687927063,0.06658804221140541
POMC,0.10727262700112708,0.0035460315023407175,0.03472811459840926,-0.013216442285023012,0.034535474049554864
CCL18,-0.026583206233168292,,,,-0.015080960720952092
CCL17,,,,-0.014205963523640707,-0.02190626690415158
VEGFD,-0.02658321467458135,,-0.018318054185706697,-0.015135252577512926,-0.015175139741925416
TNFSF13,0.0320624872486963,0.020354407179268924,,,0.01133213977308052
WNT5A,-0.009912482029241255,-0.05150174391347061,-0.08384738241832111,-0.028481277864558126,0.013904601509491478
CXCL8,-0.03182172645735762,-0.03435023708486933,-0.03642335084562447,0.057989343266720214,-0.07855681591728382
GRN,-0.04920756376117006,-0.06390104289268224,-0.09156060079917219,-0.04848272159863484,-0.05095382442560596
MIA,-0.014537087156932228,0.020306019748696766,-0.031235124649898,-0.027922009220905094,0.12086585405192789
COL4A4,-0.031926214703704804,-0.02906024489358454,-0.010775040240013242,0.022696742475296218,0.043352822578752004
TAC1,0.015101399286815403,-0.04437703643487684,0.08081423305510252,0.05512200242429204,
RARRES2,0.022204774438892263,-0.04598094469679241,-0.0941373331704515,0.013150650164279482,-0.06315380960294223
FGF7,,0.04664110499224942,-0.01594855549215055,0.062239914180811255,0.17263931236632785
EFNA2,,,,,0.04156903445407875
HBEGF,-0.032725926480650154,-0.07733000146880384,-0.061727263479846826,-0.01939236207620116,0.003911117031794374
CSF3,,,-0.011399785180162967,,-0.062390952224209775
PI3,-0.027966653751900154,,-0.01283630857374191,,-0.08982753913405823
PCSK1N,0.05452585162909011,0.05937014243657597,0.05141235118328492,-0.02217247680554078,-0.02038253880377079
NTS,,0.08646509375610072,-0.014011707282137992,-0.0169432252090176,-0.017571633422922412
SFRP1,-0.030839299663377978,-0.043449801781656604,-0.041119727306383747,0.043327407818082975,0.019714759350124927
CXCL13,,,,,-0.0370566823248787
MICA,0.030082823900552617,-0.03251487297362658,-0.045480283018259654,0.006859952642991207,0.01294877293208452
TG,-0.03297779926687719,0.03869418419760985,0.15588180821236022,0.005162332406157048,0.05227494906945781
ADA,0.05245037020093399,0.012853653655744604,-0.07071549588712814,0.0023406390961764243,-0.04407387281450787
LAMC3,0.0385796774669031,-0.029197295589998066,-0.07347432631930854,-0.04231305631561036,0.05624867632320577
CCL7,-0.016909164854150102,,,,
NGF,-0.029032196360900087,0.013254438506799533,,,-0.014229085980739443
TNFSF15,,0.035500084034391935,,,
HMGB1,0.06152910536984823,-0.017438599593874456,-0.007158371526247521,-0.00807848633921458,-0.055371869797818954
ITGB3BP,0.030535402283180205,-0.036796020151783154,-0.04606140231761387,-0.020969944263477352,-0.03418291350284345
AANAT,-0.024532625653549075,,0.13850047291510184,-0.012870838842067878,0.06381074436029845
RELN,-0.024450395814755603,0.05986672894518252,0.06021580942418255,0.021280650263211107,
IL15,0.10278351532803036,-0.033761199938962407,-0.02682203186723021,0.04671685822359164,-0.03518904482762674
UTS2,,,-0.03391967791532962,,
BSG,0.07858286260118454,-0.023455764278631365,0.11709611158109308,0.029632680211994195,-0.01958968334663769
ADAMTS3,0.009350833811456826,-0.03837351943527691,-0.06821542115864826,0.031714007728346344,0.009694733099180406
CD34,0.022272125272895713,0.033610678051158346,-0.0012097435964630746,0.05357463363972964,0.08807159022451488
