,MGH258,UKF243,UKF251,UKF259,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
LEFTY2,-0.007284964828270687,0.05110760509782561,-0.02084186956834576,0.049745471698676776,0.1008739168815653,-0.001189028708345698,-0.018226128555703797,,-0.030919728613913434,0.0014008538597982084,0.016447594336158784,0.10891342400965974,0.02922193257953563,-0.02064903342184513
PF4,,,0.0511290194913852,-0.01367459774031404,,,,,,-0.01575105439999242,,,0.07128768690213413,-0.02007023926038073
ANGPTL2,0.010536925044105111,-0.02010735291805246,-0.04832256299412044,0.02472967860853383,0.14929623607723813,0.02217771391115632,0.0324704815981469,0.08278706859321192,0.03650153778392013,-0.02705636511248125,0.016703455851522657,-0.05758976123040413,0.0453096056895592,-0.015111846294143283
LRIG2,0.059257110116946315,0.026476014529335807,-0.004586911837354227,0.030038814065529065,0.15068716790733705,0.029743846231278934,-0.003935287670046335,0.06557450001155818,0.0472350255955231,0.08780053134712192,0.009216143838027178,-0.022607012066176834,0.05992093395518232,0.028188150732185443
ICOSLG,-0.04493425917460217,-0.007832406738575144,0.037501468384425585,0.047917926065443706,0.05793520838958844,-0.00488646300596534,-0.022297404541423396,0.14281170271862828,0.06600557552843313,0.011096104246160273,0.0890417705121127,-0.0008020015640318795,0.09596636461831524,-0.03983462849273791
WIF1,,-0.051335869789425684,,,-0.1268495269743837,-0.010548847411372055,0.04499007503145453,,,,,0.1124824318527015,,0.035980265226750595
NPPC,0.0941262224672339,-0.04986203078246195,,-0.021212673338895826,0.01196808466667219,-0.02057744954304931,-0.023100388370012145,-0.0711332770815482,-0.028971526982045696,-0.029802050875560395,0.05009592484496266,0.059155855739712764,,0.034895889517029016
LYZ,-0.0710227839094036,-0.09742215988615649,-0.009603719574993346,0.06721096357404566,0.12409905080457369,-0.004858528076233089,0.0039002314669033607,0.034675775843861834,0.04041419073956902,-0.04736268961790787,0.03041006787734091,0.08615854869926025,-0.016504304723505277,-0.024697671901093014
EREG,,,,,,,,,,-0.0405679242585209,,-0.026617400961462954,-0.023791263252277043,-0.02310679085167033
SPTAN1,0.08153537131185284,-0.012931675953223977,0.011961636641232414,-0.01137723896973378,-0.10434704206068895,-0.0360249454161668,0.002809818032134879,0.022786591408080217,0.036592985411779064,0.012951110533115191,-0.0629499828257213,-0.05818636126113729,-0.014193549478555294,-0.00018383652125310157
PTH2,,,,,,,,,,,,-0.03398632026463856,,
LIPC,-0.02411305991982837,0.03339264062800038,-0.0281873913609006,0.011102583861268453,-0.03764984868710077,-0.003270456200255994,,0.044210423614095745,-0.009471942418786817,,0.027745126404382363,,-0.01073183010870033,0.0718327448332674
COL8A1,-0.0278136511865429,0.07547390231246408,0.0011265596468250747,-0.02588683224114817,0.04608650715086573,0.028743825523124194,-0.019018263203912616,0.0007094760091349868,0.040608503795371106,0.06301127651224794,0.032944787958831136,0.07567003896796536,0.01798444587887548,0.020246154300337035
GSTM2,0.1166978548362029,0.006407691319511402,0.0194053997044059,0.07428780637053803,0.05760893128322936,-0.03250111096604684,-0.022719964519085246,0.02079789114581162,-0.006493334239685923,-0.04002958638904317,0.046163204968635525,0.02455338951711337,-0.005943890248310276,-1.004890309120156e-05
SPX,-0.014338856031778402,-0.00018303674414246507,0.01651538963315957,-0.008674156172125516,-0.10036994868696433,-0.019583436344487937,-0.04832600890583652,,-0.06839451754385091,-0.019556947315109187,-0.03723969981132874,-0.008625720262246941,0.027019843215455804,0.10104084577514737
MFGE8,0.04283887672892043,-0.0011979737017484384,-0.024838200917073266,-0.02150792675370526,0.08741019011974001,0.024340767050918477,0.02177614831811614,-0.030996102304916378,0.067869386197829,0.04765791582571856,0.014367588275482773,-0.008812138667338066,-0.006219516001635211,-0.020164933477414538
TGFA,0.019952933393594184,-0.013071823607539468,0.05044145039022621,-0.014137082475586487,0.02413992890875188,-0.00028047864544904487,-0.00735493325866998,-0.02920801863484227,0.04605430817455238,0.04765179353271273,-0.004495732633596692,0.049861718732574195,0.06444944622820249,-0.024768521160654113
SLIT2,0.043763481859608565,-0.028516143660649234,0.03420757735066005,0.006461828267573451,-0.07714338577645012,-0.035178039409169,0.020245973300552923,-0.03399154733037962,-0.011328883652849304,0.007824573212462839,0.008599290861471516,-0.001309409456634832,0.04332236641186984,-0.059121771177576665
PLTP,0.06720392682925165,0.03579232492246533,0.03287029213220021,0.020812651140939355,0.18096483250226308,-0.027970469093971443,0.04314672787133918,-0.02007932515651574,0.0115258961537498,-0.06404430782947906,0.07647706834868702,0.12670922055389192,0.0406523491492983,-0.0611720023139429
APOD,-0.058451689152414305,-0.021816162909580925,0.024439745127126787,0.00738780848973472,0.10524993656061667,-0.004164149374589546,0.007034344891222748,0.05904588590806771,-0.04274563832740714,0.017282050229723147,-0.12712410427140136,0.01448950071743986,-0.0635567823995771,-0.035327782741033695
B2M,0.09384504604119073,-0.025513264030003802,-0.05367157453990864,0.02528990820024554,0.21654917093636933,-0.015379356553872297,0.08023063910888596,0.0667341359701939,0.08607154355043814,-0.013157529440010076,0.04020381142001329,0.11406057072298188,-0.017048462148334536,-0.013803305690505275
OMG,0.04396826374733856,-0.06140545802278777,0.03864989918760035,0.014712398756469963,-0.06082569952398283,-0.022977494766938673,0.008931404055782206,-0.05454497561795605,-0.013220154429727245,0.05339149489058756,-0.040422700863240284,-0.008081459219146365,0.059350378701617384,0.05001696482939664
CXCL3,-0.028156734348990003,0.03281382073800322,-0.01997979932693636,0.04370157626229682,0.03399942780565541,0.012671549596802988,0.04794051289803576,,,0.013418348333835798,-0.020147853503877655,-0.005774416250806124,-0.0406768880745309,-0.07005622827867664
CXCL10,0.014128298121374049,0.03418475117225676,-0.04592840313825961,-0.02293521881558727,0.17579847775779833,-0.018756327960171928,0.04732649390954291,-0.02173798893950838,-0.00324069800012267,0.018985884914130457,-0.027143456310323912,-0.016098437189864513,-0.010081843410125357,0.02725235078947142
RSPO3,,,,0.0019608242556484645,-0.05675935290876198,-0.02064653160091621,0.006324508710007849,,,0.06902853454478733,,0.02799933792931002,-0.020295464169071645,0.008519103429592782
CORT,-0.03496414919570557,-0.03026700261904924,0.01427396813036321,-0.009328983809868796,-0.09823477680809901,-0.039553612708603386,0.06289305878627667,,,-0.016482677864863852,,-0.012541487951214894,,
NCAN,0.015561138382351618,0.005817568344468528,-0.03387398223659845,-0.006919705661685845,0.1383668259346777,0.05873482196242943,0.024145514637850876,0.1457740835422407,-0.022132294193747407,0.005875123823894326,0.03989501658770557,-0.1161507014633552,0.006470958318468551,-0.0017432017339085082
PRG4,,0.02855592591925425,,-0.015673247739472217,0.07181571654756856,0.07830352560086173,,,,0.04412476779414867,,-0.036301893059625404,0.12285681125631971,-0.02793503873596927
ZG16B,,,-0.022536704172900573,-0.018190720835797824,-0.04583797631387805,0.020275194401229525,,,-0.02689723481807356,,,,-0.02530625962338973,-0.01712197248906384
TGM2,0.09107657925428131,0.08137459165407603,-0.011701842090271633,0.011692154929007596,0.08102896928008597,-0.019524544818532656,-0.024165881708573495,0.04974441899785474,-0.010684524399859008,-0.025126507687588277,-0.03023162358855673,0.02412144687256813,-0.02076625735716635,-0.052347694478435305
VEGFC,0.06048945743536503,0.12550861558567575,0.015182560770133486,-0.02793392413641386,0.014542491952832286,-0.02514823308214853,0.024576886007314145,0.01855947745059903,-0.03486415819691343,-0.020641202698810267,-0.026575350770952813,0.004398089652540291,0.029597778857026955,-0.019772853880714276
WNT6,,0.07448494101514551,0.13888931892633893,0.0326073873867107,0.07651904909027135,-0.020784115688420788,,,-0.025579273469822632,0.04882743311009515,,-0.0022908341360012735,-0.030562509520638534,-0.017692134543626295
NRG4,,0.002742175179376043,,0.025606120135918557,-0.041798689708952744,-0.017942166452475688,-0.01573816800216984,0.11305286223316798,,,-0.021339622814903692,-0.028220387618376093,-0.020295466443708964,0.11237721144154313
PMCH,,,,-0.026430353276461982,,-0.013670041060683626,,,,0.012098933028558837,,-0.0162481340375146,0.005438146936777821,-0.03407314087429926
COL9A1,0.039276993619332644,0.05091856396193596,-0.023569919901437822,0.008642035052703547,-0.0009407865216432084,-0.02503034704805104,0.00720710113539892,0.004571247502033338,0.0030497881497184927,0.010962772620522027,0.11097082509364037,0.010440177644883496,0.032854213888134004,-0.034958328541005904
GDF11,-0.0032722414006555803,-0.009841603223272231,-0.08856917694451569,0.03677255840330712,0.13132697880480595,0.007378872172441912,0.03997916711597497,-0.0003767081873175782,-0.007118537245596379,0.04826043488692475,0.031718507574404385,0.018383976007519818,0.08273518287243678,0.004899745545778765
RAET1E,,,,,,,,,,,,,-0.02226398248556984,
IL24,,,,,,,,,,-0.015499911845715047,,,,-0.029744909947236456
SORBS1,0.008279198538243071,-0.00594135650503375,0.02838963354668891,0.06187447853001081,-0.02071464648958853,-0.01655377041559457,0.034497151104323394,0.062068636804267115,0.08374773064811275,0.013520350053447285,0.008322287428044741,0.011654263082430661,0.05910359022900562,0.0889232992047791
DLL1,0.05646305880163096,-0.03938388324282617,0.003634642199842597,0.0012318732017223043,0.11027794052480853,0.008676484894388633,-0.009752525817042886,-0.008529317309786287,0.00416007008789372,0.02919030472476735,0.05045947724245831,-0.016605005863681188,0.03393224310195316,-0.03992538993869568
TLN1,-0.032268643567849316,-0.008387399273830214,-0.018339402884366293,0.023942042975203894,0.1886277174971204,-0.01660914257118262,0.03324059574281226,0.12759181302254033,0.08823475666139455,0.01900868221185726,0.0069791084581682416,-0.014957782265380776,-0.02525220571621578,-0.06073552067820889
COL2A1,0.024005470377270258,-0.028165062625378372,,,0.03624575755846277,,,,,-0.0403975118090769,,-0.02331688609407524,0.06052182957855936,-0.023970809257316605
SHH,,,,-0.016287077730198548,-0.023704294725560366,-0.0184775192358637,0.07103310706133102,,,0.0670066949667314,-0.012689259835879648,0.004943100745155343,-0.007763326703603645,0.036755246517677115
PON2,0.07904855267776419,0.11137138285664155,-0.032478312091649,0.02967619155536589,0.19859267222893257,0.025725829572053716,-0.03509160087203755,0.07780908435506619,0.055475871806023196,0.03244235322364406,0.03773986748831786,-0.014453630340950612,0.05448244478860783,0.035907403165721115
ICAM5,,0.03173191809952002,0.03772404478084044,-0.013685719232949938,-0.07224958011319019,-0.03034563567019845,0.037350098789295696,,,-0.006156413292034744,,0.032896872415928056,0.025657716559428105,0.02720210565586774
HPX,0.011447480899765546,-0.021095699001590452,,-0.02317647583346147,-0.017967372130624902,-0.0034260821388371106,0.051958158861059256,0.04730752369016523,-0.0440804911411519,0.03716612813333952,0.0600122810427961,0.00816729978579143,0.0684786728837577,-0.02934814949843997
SFRP2,,-0.03008127104451735,,-0.018549216506357654,-0.0020499789765110995,0.020427022558014516,0.040465565807355594,,-0.03364826198695093,0.049307213677982666,-0.05644828345308982,-0.06252847468129083,0.008629301190119714,-0.00040783194893929454
CFC1,,,,,,-0.011753505598756696,,,,,,,,-0.023542350930558707
CD70,,,,0.004744712861827848,,-0.021924403222925704,,-0.03535625923182552,,-0.0006916976108452086,,-0.022360109482586862,-0.004164749249104836,-0.04673966569930214
HP,-0.05681313510550359,0.0197733644911945,,-0.02605400735004339,0.03559021822768647,0.022222845375372714,-0.0006901710051262971,0.04177824448088206,0.04035820157255491,-0.03366088847100353,0.08330715741419395,0.039730031429438935,0.05434136094475286,-0.03365492007192986
CXCL2,-0.006380382157091748,-0.02399010399412053,-0.006886553567838087,-0.021526369545913377,0.09393690180184536,0.05629793432706952,-0.023100386562104426,0.08168466824352168,,0.012876378430149441,0.005664634281081119,0.034074750067979054,0.03698845009914196,-0.08433825383093252
NPPB,,,,-0.0019740319828537994,,-0.010291847501922751,,,,0.05882293571139928,,0.09742353407114734,-0.02058749039657154,
CCK,-0.010942617374780191,-0.08459406301735695,8.443368361486e-05,0.002773634339085205,-0.17784513721945078,-0.05068320757396681,-0.036611266332437525,,-0.033476933252698106,0.030180512250322932,0.032920889272092385,-0.017492912021469735,-0.02670753274870606,0.07973661919260043
SEMA6A,0.032182955837493255,0.06697623496386278,-0.050944548244057614,-0.01790756246251659,0.17550824841724832,0.04271601688991213,0.08150115221575947,-0.042092801513851634,-0.0492214247579529,0.003215404768651103,0.045667823494175495,-0.0016478265536925398,0.03490027410547369,0.025548360970056774
IRAK4,-0.04641246335786778,0.00029460467253165907,0.016216469829207818,0.055545850570282156,0.11593577622401502,0.0320229601296958,-0.02571522691471597,0.039887343142190966,0.10723139414401119,-0.0031241304396946584,0.054697163861653506,0.03027825570179629,0.04269387455873327,-0.03358077329209494
GSTP1,0.05456383281320389,0.09728582531757066,0.06676812982094991,0.02770601666634323,0.16595216435768087,0.01716070619980117,0.01623197218928308,0.08219406194489383,-0.010774266961902769,0.06864225765313896,-0.05310790809197782,-0.005842920740915482,0.06872932192942956,0.031223674260858657
VCAM1,0.02408150728246031,0.06969518027790955,0.00611692794220583,0.009338138444706967,0.204395539984057,0.001466180706651494,-0.0497648081612469,0.0030979841182804885,0.024967469437134227,0.055452054591129354,0.01148770477316931,0.019318613305147683,0.060183505136829595,0.01154665433290112
NXPH3,0.11284610189776326,0.07929425790232539,-0.01787056768906284,-0.01896536894582822,0.06331074988998012,-0.023296174211950127,0.030973303523448816,0.050637964898457975,-0.04968580427777506,0.004454418982936639,-0.01045287692781461,0.018768722274805093,0.07043788068892445,0.04727583219112634
MTMR4,0.08502592390319828,-0.03658168651939927,-0.07382175913868022,0.045351972998354126,0.05271779289863975,-0.03611983647082594,0.010792130873404719,0.06489725464005112,0.01793909703844899,0.039454159778973694,0.021824849745160576,-0.002975152669975453,-0.041336336748307785,-0.029073564198240875
LAMC2,,0.028169837276505568,,-0.010942726452880101,,-0.012956287803339635,,-0.032577716086824096,,-0.02035573344523037,-0.02063211660349887,-0.015771348431845234,-0.03922548261296014,0.013892127965099919
IL10,-0.03631710705379438,0.03562373482204412,-0.029852262565144737,0.009130212348012349,0.06271038851430691,-0.03298505574466818,,-0.040059566616729596,-0.016293157598669866,0.03469506506266461,-0.01990165786444297,-0.019839557375782198,0.054736731186116695,0.006734038017923785
SEMA4D,-0.03641422969163028,0.03262417571955321,0.06860965056679182,0.008450175226357616,-0.09070593457513543,0.030958154506372675,-0.016822225911610963,-0.021973562495376877,-0.018233123107279967,0.019531676699974677,-0.09053128378475264,-0.04144206805429504,0.044005376516121186,0.05117255234063349
TRH,-0.0038878102320185296,-0.030884814732629454,,-0.02365654287365087,0.06649267582818744,0.01971185244482262,,,,-0.009949229754115767,-0.001169740036386567,0.05163612967667069,-0.023059369871613555,-0.05409736560683791
