,UKF248,UKF259,UKF266,UKF275,UKF296,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916inf
LEFTY2,0.02795611105732078,-0.010361351009044558,0.05441360192404658,0.039188127261694204,-0.025715788293958933,-0.02353748716474027,0.012378484258618856,-0.026336676005265933,0.039614056755002666,-0.022916901793747193,
PF4,-0.02717322608866609,-0.009045494816796198,,,,,,-0.029799857671879027,,,
ANGPTL2,-0.0002990933600399771,-0.06256685382149252,0.05401289642133021,0.0420501091177895,-0.04474337446091923,-0.0016962335424107408,0.06650914898510896,0.02209096180734348,-0.010217235365918355,0.018539584841175325,0.05501019464965742
LRIG2,-0.026807666795841224,-0.01707985056071974,-0.0041928825601578335,-0.07203706456352975,-0.042619192516574186,0.057083951740782825,0.017097706422284142,0.004177955614784696,-0.09291525578621061,0.07655820809331051,-0.007479478104323037
ICOSLG,0.03196631336330819,0.08017268978049732,0.017618885450089695,0.025328070113382204,-0.03793364826521632,0.007166464011016863,0.009962544819721246,0.007556697482948756,0.035536280295535794,-0.02662837294925588,0.13967879301617983
WIF1,-0.03346644420422157,,0.009931104865895757,-0.017915339451083832,0.04893660032657516,-0.03597831860121957,,,,-0.023227565962050115,0.06043656969833972
NPPC,0.014980102343445602,-0.014031793137994459,-0.03156763171199116,-0.03494713490725609,-0.013371159165166189,0.07248738033146496,0.06610293913349281,-0.005827066012543243,0.03632949107817414,-0.016263940212202135,0.009497847986100375
LYZ,-0.01958487924858729,-0.019730558420477644,-0.03687824844006318,0.03208783790062689,0.02875013122194758,0.04490484181076448,0.02543956726757338,0.06800202255053248,0.021275177277210695,0.010853369608868554,8.004287770796207e-07
EREG,,,,,,,0.14433464377406527,-0.008276619565991218,,-0.031121366916851367,
SPTAN1,0.05955504585792181,0.0023905026985010843,0.02662380956611549,0.012929981434689706,-0.00645027418040908,0.010235237009096761,-0.0004374543756455079,0.021888932150553153,0.039558279831379044,0.01622152213116996,0.012013081265765052
PTH2,,,,,,,,,,0.03712780200537822,
LIPC,0.04157915738795243,-0.01625542787029061,-0.01998914209630694,0.07298310205923995,,0.005243169551654782,,,0.05398802059401346,,
COL8A1,-0.0651368601735715,0.015087149556886257,0.06856396367482655,0.020094938308451816,-0.00021254597037495977,0.05295167334061992,0.04555455685380112,0.10244479846597314,0.04271371586755979,-0.018765722625663974,
GSTM2,0.06712767923636936,-0.002261751484358413,-0.01090026189915184,-0.005060579194342947,0.010889444689034447,0.0621355243887674,0.005808346986297977,-0.04538627705499177,-0.0018440357574700213,0.027784609617653066,
SPX,0.03178665119314563,-0.004132727829806677,0.04311963399508439,-0.033277712845563585,0.01420837286932514,0.007520149408250308,0.08517841519822777,0.11893898652169844,-0.03542031198802515,-0.023846522590451495,-0.0029228930217672666
MFGE8,0.04441295213846224,0.032454186532581,0.09550844581252288,-0.023602559838194814,0.01962254078293478,0.048204197815315215,0.0431538545387204,0.03681475775856164,0.0683284217581824,0.016708517144519316,0.006298619941170431
TGFA,0.005775750085053655,0.01827410490740818,0.10947350367222201,-0.01825198696660168,-0.01753218528372845,0.02748525199359056,0.07154255802890179,0.10396710939597763,0.03375239423503135,0.02860767470666607,0.005833500895099126
SLIT2,-0.005404980124002801,-0.030786175097915373,0.034086469540729344,0.02111004386015483,0.010964624368832285,-0.03842594452441636,0.005183014345388052,0.0923807864451729,0.00846115362604931,0.00788458814448386,0.07756809065792204
PLTP,0.05086888804942127,-0.03754328277120091,-0.009182803612155026,0.03130115479115568,0.03269566679022729,0.05544111602875753,0.018647563693981076,-0.09339653270326746,0.05804493316338699,-0.021980899357837865,0.052725859282676805
APOD,0.05622372410576145,0.022603411944461426,0.041220751885118194,0.01660833181535903,-0.020244414704478443,-0.01328262477095663,0.08094930167226003,0.06310677733176172,-0.07817226767121387,0.015434762291578644,-0.01353841367963348
B2M,0.04446620922737932,-0.02390499650068004,0.046101122534754506,0.13871465837831715,0.030174442162047305,0.06496635757215097,0.05257565383181933,0.02424357861248543,0.0738411652328069,-0.0261221012212574,-0.0792985229572944
OMG,-0.003492725227690512,-0.03892995376071155,-0.002744211927209132,0.05258596379220662,0.010251112593693924,0.0035139410596384878,0.0203932202693207,0.08646106591468927,-0.02392187145024336,-0.0349245843085027,0.0333852211866167
CXCL3,-0.0012150558136521065,-0.04147934595626143,,-0.04005096912025798,0.0718782778062077,-0.0015912109371021624,0.04914456331272296,-0.03203909918432762,-0.01614989883274532,0.005013239461731886,
CXCL10,0.04519600830882687,0.011520622321517175,0.28509940458133126,0.09544897918329684,0.022435327421940293,0.03372029889637508,-0.024570316572777615,0.004127020172418516,0.060179862689088086,0.02170777795129728,
RSPO3,-0.01530003929448814,-0.010504577537266264,0.008525821586150234,-0.00987243620096908,0.05382759283960246,0.013022453331869003,-0.03240078662209574,0.10064853618707514,,-0.01252622716365299,0.04262727934202573
CORT,0.013946868875478555,0.0013364056488795952,-0.0049207116510497214,0.034888662285580845,-0.03922088729751097,-0.041209811463027324,0.0015617050906177091,-0.031184036442957752,,-0.0228814967894837,-0.033166352087326004
NCAN,0.07773046037927793,-0.016844673338604257,0.0454097911400224,-0.03136907598278305,-0.03777302272385728,0.05932850378101096,0.09368437924564377,0.07176975989993535,0.015541010212324605,0.04716919707166743,0.01811757020936119
PRG4,-0.03086887330320214,-0.010367565019612987,,0.07266647251841843,,-0.009699593139342315,0.0637487378880981,0.025246466626183756,,0.04478504243367438,
ZG16B,-0.016977800057087464,-0.012032827155778336,,-0.015861013835004423,,,,,,,
TGM2,-0.006416609429693945,0.017196429650271145,-0.0035341553050862173,-0.011201331543916775,-0.0332652177461158,0.004800448013303237,0.02022652895034198,-0.001684229121944572,-0.003805204620231468,-0.06081924200715465,0.007663225968963922
VEGFC,-0.029490676811923616,-0.01847777688142123,0.001578336212198598,0.0032539630525050493,-0.014038879767714757,-0.024349056823331192,-0.04580717930838125,0.037196483486594274,-0.033545339561453016,-0.024896438248023386,
WNT6,-0.042265241950512435,-0.014339677379490526,-0.013221206185193275,0.02368960691472393,,0.07775633487332669,-0.001687319224499467,0.010460187783650154,,0.01484415994079585,
NRG4,-0.0241266222696339,-0.012617800902182839,-0.01618520046351695,-0.030471575703846676,0.0023504062641606623,-0.028406014839050336,,,-0.007417406244124325,-0.010559464211747851,
PMCH,-0.0030626051054137736,-0.017483192420608553,,-0.023216131238033275,,,-0.024254472848569946,-0.005520318508967238,,-0.018997502491989404,
COL9A1,0.0319560597715438,-0.013178372122963642,0.05122339767403792,-0.02163841850361408,-0.049679428029529404,-0.032367978600613495,0.013536312994332332,0.06199770550360689,0.07396051814677623,0.02469115558460944,-0.050533522773886716
GDF11,0.06765840190345654,0.012291985474704064,0.004066728370075365,0.01888626243582841,0.012138258639632481,0.011253904416704498,-0.039367021681712265,0.016607297801340862,0.002745408702234229,0.05369848288699137,0.03029107291944075
IL24,,,,,,,-0.02697392989557115,-0.02932471409210563,,,
SORBS1,0.02203274078256232,0.03301232688890404,-0.01523303612350299,0.022344359072471776,0.01163364554723989,-0.0023917159492265394,0.022624555540550075,0.017579633546697927,0.02863092647557898,0.06498389723671298,0.012642326172044815
DLL1,0.03666037917520581,0.004303035948637313,0.05122030487946355,-0.010615390299481315,-0.011152962476317488,0.05364965171742422,0.0169217851323774,0.11562657938986771,-0.001049780180859727,0.059947733016487245,-0.015706244644347084
TLN1,0.022418376743826136,-0.01747838656787762,0.07092737946006963,0.017087151465643206,0.02194475260486672,0.022274622416453758,0.017413730891585766,0.008904669035095797,0.003328911975714405,0.0017766770003490777,0.0017183856322513444
COL2A1,0.05660962723707286,,-0.01432353148626088,,,0.05033083011782419,0.011902173523649046,-0.07642917557373957,,-0.019912712841802505,
SHH,,-0.010773602265091888,0.17429044933871818,0.0046423954229192965,0.026476301646755504,0.05573062630333152,0.054771042902309434,0.05351184323874428,0.014208943747719546,-0.0035858639502692594,
PON2,0.04452486008179927,-0.056141694543420065,0.038724925361714,-0.09517579542485215,0.037590553014200195,0.08238624620279146,0.09125555814265911,0.10001068711333373,0.08980948484151334,-0.020803942377255812,-0.0009060677861625002
ICAM5,-0.0028735903866724025,0.016847397875012802,-0.005016984407439981,-0.008836225909894012,0.011749863086632718,-0.036952105330822806,0.01771358708158051,-0.053659349106376736,,-0.029341563905463025,0.00036694275650792687
HPX,-0.007683561452641554,0.04560653659277705,-0.013221207077056943,0.04104470411276023,0.02659377809803501,-0.012148288028956322,-0.023316602202822504,0.07817657898258716,-0.003535692088489481,-0.030184945090647293,
SFRP2,0.015332529023523993,-0.01226996544616715,0.04529532859612182,-0.004933500177590858,-0.02299573425193857,-0.027242408390957835,0.003999973354104794,0.002983771431465568,-0.022549944061178946,0.06762470047179009,-0.02621700821514227
CFC1,,,-0.0058999075175979725,-0.019961236932381853,,,,,,,
CD70,0.0299164591779506,-0.02085545011075928,,-0.03723469595149471,,,0.04956873443822219,-0.017183139713167678,,-0.02399359304976169,
HP,0.002207957945934399,0.022246274993453975,,0.10868157891465315,-0.026056610365249706,0.04183778636635613,0.024304677155953205,-0.044745712425939554,0.050752272324028756,0.01719002774764877,
CXCL2,0.013045543577359816,0.0027244418060714125,-0.0027482227407699066,0.07764133574805349,-0.02395240919268988,-0.02848423153469538,0.012305769618117687,-0.013868879251896503,0.00452353326459751,-0.024523603771520838,0.13996912686593055
NPPB,-0.03379423264803997,0.010434829596493004,,-0.017478870855309237,,0.10570894918520375,-0.02363103164655526,-0.022632076485387537,,-0.001975177607060673,
CCK,0.05886061864252322,0.00436067882243866,-0.011842580002496298,-0.0024835853253866455,0.005087932616066732,-0.029438119117741936,0.01286818984641573,0.07373856177242112,-0.05035313378813266,0.015130265626666901,0.05643015840559176
SEMA6A,0.08465144175743965,-0.024801187362788676,0.007844885934751732,-0.024050127879628878,0.019181471594318326,0.05314126693513958,0.058367009697863195,0.05177790943366693,0.018761581585623542,-0.02744734127555034,0.00023850392735604551
IRAK4,0.03820371814205212,0.03168223530393481,0.03472218256714902,0.043546596376126546,0.02296938792014972,0.04973503539623559,0.058559530983392644,0.0743119468056202,0.031021021465809533,0.016750711253118826,-0.012996616354125828
GSTP1,0.09863371910948814,-0.03994874605037266,0.06578251014866492,0.06844200185672904,0.024299304159391195,0.007578270957991138,0.08001717817366673,0.20861872988606803,0.01611658382919393,-0.01260500310506079,0.02448602606613449
VCAM1,0.009299794436926042,-0.013998636165954472,0.022049741678254863,0.03937344778263307,0.008863559793420989,0.10672576215545916,0.12791438786374584,0.002316613473870709,0.01480295582890118,0.0188918366929533,0.09563350254998372
NXPH3,0.05983280014785472,-0.0020198878060065017,0.055428346593913984,0.03781450970033176,0.005358106591519901,0.08145214044990916,0.0814891497602331,0.09875817466102926,0.08101965812248373,-0.001239712574243302,0.13963358940622092
MTMR4,0.03521396679390294,0.06053923506049182,-0.037110673489431645,0.02243190389003239,9.51171754292338e-05,0.021467374994530823,0.015962358854337604,-0.005583831536144205,0.0326307998576647,0.02495441733110209,-0.003133522833340154
LAMC2,-0.0002065447568664737,0.06187508832429963,-0.018115191461306832,-0.009308999818432718,,,0.019636600477826442,-0.03851157795981358,-0.04144195983731688,0.06060084998288959,
IL10,-0.014614512002384328,0.0408391708763532,,0.1608931656044389,,-0.021795869163512113,0.06813951040067501,0.1146103487205874,-0.0022638498721816763,-0.013320122407471706,
SEMA4D,-0.004786065118916032,0.002987472597765512,0.038470504544948825,0.03877321863343889,-0.009282741989048188,0.053715543191648694,-0.02509398675625163,0.037498440666273856,-0.05617976320333766,0.03522115523168481,-0.020085430262477902
TRH,0.028072362290715608,0.0355102910568724,0.06927203397606675,0.10492951248472658,,0.1243873796173471,0.04394479460681586,0.060705525750618924,0.06668251624754647,0.029410367509033843,
SEMA6D,0.04284926247419858,0.007238585567158662,0.07265865396860133,-0.06577594132395721,-0.0006361418121938947,0.039357996978655455,0.029828072134040998,0.0019925974299052998,0.020562953519185703,0.05869522269185432,0.10053666964843645
CEL,,,,,,,0.13824634158331142,0.09901345566595537,0.02333906326010396,0.14332737425486136,
PDCD1LG2,-0.038937068982292634,0.01236904893268198,0.04424782341125937,0.011885190421749103,-0.011343086048404763,0.018924252271996594,0.04165050284008399,-0.034844709803468855,0.013413069904750217,-0.043409672766345234,
SPINT1,-0.027875389818848312,-0.03002210218141266,-0.016454365142549675,-0.03822705195931741,-0.022597408605966523,0.01261039240196012,0.025468929815015456,0.04259219160179429,0.005603259358798699,0.049708421184304,
CTHRC1,0.040149814419857696,0.027079400876747612,0.032606733217895895,-0.0017896732986328158,-0.010680612654353615,0.0042086545983278136,0.01664623210544384,-0.0008040549248517369,0.044716400462573386,-0.014235733725789831,-0.01837747200245888
PODXL,0.06917714312281918,0.04289482602806341,0.049039556417441656,-0.055560683425515546,-0.012331860518031031,-0.06290927434948214,0.010902846860928095,-0.0014533804165730371,0.06117642166981442,-0.013801261940901319,0.03801541617840213
JAM3,0.00868757713051717,-0.014846783198478068,0.013731218782233596,-0.039610587275740974,0.025051304191844682,0.004497961685013829,0.035519554280537984,-0.04919699795343199,-0.030299452468262107,-0.007131428550079854,-0.011116521085268748
TGFB2,-0.011401927279193792,-0.0013944233469390854,0.02338687912382165,0.009323496227255786,-0.009071130244729074,-0.013253600659365181,-0.09899070349105187,-0.017618832127645985,-0.026272970337211866,-0.012925548406165402,0.10866428226133495
COL18A1,0.011277301794340212,0.028240570183211057,0.05360346980734586,-0.04508427818152985,0.04545604832504531,0.03695924435183343,0.035356141697613946,-0.017847714549444234,0.01291500290600414,0.004873238238846651,-0.0185787592470864
NODAL,0.0014807098946155205,0.005625354497642446,0.07193133616000796,,,-0.033474444320843184,-0.029248460572006134,0.053983055370852254,-0.020193801566247654,-0.021087568033695107,
INHBB,-0.03306625883374709,0.02620252988150092,0.05401941876991784,0.03436407122061124,0.051608057150524994,0.04384248071078444,0.03561855405226733,0.08849365231181858,0.02030703586994588,-0.025057862633931536,0.062029606203953716
LCN1,-0.026524944965025887,,,,,,-0.03265323179475557,-0.034207975508162444,,,
ARF4,0.0031747764880582295,0.008693512082169255,-0.008587806561208616,0.03207132006827567,-0.006308987137074271,0.065325633026846,0.066914536307046,0.1044919732304622,0.06357024273381424,0.022391449373893993,-0.011231094232092854
CXCL14,0.017832070558771753,0.037150284383618656,0.027697594104432503,-0.02301233879333601,0.024580083113636672,-0.013379667738768277,-0.10937831561576486,-0.10647732767597419,0.06372585162281581,-0.04373418898099657,0.030112927797323174
LIF,-0.04858772705342097,0.07190194618026519,-0.016049076494800665,-0.03862268590054864,-0.007479810035555763,0.1312165954104632,0.008092842664264199,-0.06305392615889871,0.02020349316342235,0.0434265092582929,
IL17B,,,,,,,0.009380799917752081,0.02375669088579219,,-0.012183225762978495,
MMP1,-0.007722749593931844,,,,,,-0.058968552428190026,-0.048982887506345205,,0.061647898823512515,
MATN1,0.04894814891962237,,-0.015493630423213023,-0.017698391767161387,,-0.019825392525576864,0.02972076296147287,0.010749786752486027,-0.028407371904366065,-0.027037874852944427,
ADAM28,-0.023341771719152186,0.01069225716049609,-0.005754606546591629,-0.007735639675907506,0.10528997830414101,0.029430738491577933,-0.014665456590647873,-0.023603636910772847,0.033251773570230916,0.030746530992437272,0.03102196775586765
TCN2,0.0589545513344436,-0.01733118104556144,0.0381537840893165,-0.003002321215011397,0.03716061867451737,0.040506484815789716,0.05517773531800798,-0.010267772012572151,0.037431115070728785,-0.028044479237017167,-0.020619516735863062
THPO,-0.02218866839906354,0.0059603820783823095,-0.022032618026306686,0.0022720564671618267,0.038856614450267495,0.014639576131152267,,,,-0.00754135308431352,
CUBN,-0.025937262212490104,0.034639824748500324,0.025138192011261995,0.01280198821219113,0.07704210562614444,0.055833903953602354,0.04003484120408081,0.04013359522730074,0.05450868967179345,-0.01933178178453301,
TIMP3,-0.003707591786331537,0.08477756335004155,-0.02751303710251801,0.01242269323390307,0.04617793144662999,0.022367521042852126,0.010373077248407164,0.04625931838604191,0.0033242542244976544,-0.029169521841671094,-0.051987868155948136
PIGF,0.045563237897249025,-0.026935990182061657,-0.015716005695279013,1.9543550209963232e-05,0.02115069889462366,0.044038679293202695,0.032750837233360974,0.05751579066288951,0.07236416360589905,-0.034942429395335414,-0.0607392151165749
CRH,-0.031077131046886343,-0.012151941489445466,-0.013056610786733213,-0.017283817788234717,0.019808737127375072,-0.014517274372317566,0.001989049512902426,-0.023299164985199086,-0.035389795293769524,0.00253192035596958,0.18849431334970249
BDNF,0.013239268348355876,0.05316208195437512,0.05314712924621321,-0.009718724878184499,0.018362558707987274,0.008313077666166617,0.03279730678756677,0.08844889709724246,0.05890723877639524,-0.017892654091650424,0.04564008286381773
CCL5,-0.004585696131744673,-0.012867493199342427,-0.01907249489333613,0.03240039030642018,0.05280066854557594,-0.013733695457664091,-0.01702153916848107,0.005877444946630717,0.06649630492494733,0.035044547557025386,
GAD1,0.05527144608036576,0.043267306245130095,-0.014719554010534827,-0.010356010258515402,-0.06295194444803552,-0.020910452018612802,0.027652908504164398,0.11966775891509707,0.04887120796935492,0.01995299637787944,0.17410716528211959
COL14A1,-0.032316483862754826,-0.03611971294726964,0.05418714372649152,0.016049727167562845,0.018568105786238395,0.11176289904508233,0.06215135799426518,0.037068836096782756,0.0540485638766696,-0.011573190678825996,
