,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.05179031341444404,,,,,,,,,,,0.0632553105591082,,,0.11949325953175055,
BMP1,0.05071978183911089,0.036721905172431256,-0.016823124918045086,-0.004623409253759589,0.05932374761906701,0.008532835827700827,0.05041120530821248,-0.000447831925527735,0.27929960097692497,-0.030464079681885636,0.04771080329504094,-0.02331942000173302,-0.07237258052117915,0.0032434212064244364,-0.06331304959450701,0.038461198985556444,0.07911405831922774,0.014034857107513433,-0.0418609396281825,0.004065852670154984,-0.04841155006138146,0.009495058013415724,-0.04912227759014076,0.17689484432503969
NDP,0.030295492825330894,0.07583402235807563,-0.0320123316567582,-0.047880461189882706,0.03530658796314616,0.023873984007322976,0.054668146488189774,0.02423761601539378,0.06361792045065019,-0.0004338849566279335,0.0482318496858682,0.045191048745124925,0.11441936481889904,-0.025039144831693873,0.004103030635605661,0.10783355449287162,0.06822060587052108,0.1018972739185309,0.09365846905258385,0.08486370515773599,-0.021854455800224753,0.028963512062256187,0.22796878747287583,0.11752803706778821
TNFSF18,0.0020286926143543507,-0.052115665838171836,-0.024694376796078478,0.057433725636896506,,,,-0.0076679368500476835,0.09649203090473071,0.06750817626765025,,,,,-0.030352500021454946,0.051620547821414293,,,,0.06963453855462366,,0.09505152101669784,0.010657938846509661,0.11970814843268085
IL36G,,,,,,,,,,,,,,-0.013950286667520725,,,,,,,,,,
RTN4,-0.14277192354584697,-0.008969175466827326,0.0025577407370709904,0.023129384839162808,-0.05002499799314925,0.0025675415659428993,0.045148990876936364,0.015054474875067713,-0.33584376432435137,0.051093364687315304,-0.029068255373296745,0.009509883805658365,-0.024048283143794386,0.02685229562241561,0.059927971713237015,-0.020319664533678044,-0.01402374267433526,-0.03028102146616104,-0.07093462993611864,0.024965241776092724,0.11862762045244979,-0.1554408003011359,-0.023777943475192208,-0.27535457168980965
HEBP1,-0.02726523570777191,0.007075578336219918,-0.01226818043909382,-0.010676039498878426,0.040136623073672606,-0.062065807689408,-0.037692138311863764,0.04054600467753182,0.12765366493643274,0.03437704524275147,0.041633053837839225,-0.029098530199089385,-0.08222500740558568,-0.0008752340853969396,-0.01813380544246761,-0.11449464173274297,-0.003280267150136781,0.05756768126612426,0.10680208975053646,-0.04056054032462956,0.054442727793621894,0.11016862632291113,0.16982719439413335,0.005084573879991671
WNT7B,-0.02963745906908502,0.029365236773086438,0.019578088186321948,0.003903666628393973,0.055131230998682,0.05140482628112274,-0.013380126268166311,-0.06711939240622497,-0.11249846195834352,-0.008381939199966494,-0.057231268797580774,,-0.04255222947300576,0.07254860248547082,0.034733431262640606,,0.039774793329532654,0.03400796061130767,0.0450142283436579,0.0038842881828971736,-0.008865776840446975,-0.022969244302137044,-0.06580476862837752,0.021412665032914203
PTMA,-0.12351485192529253,-0.06511877317279743,0.05601337974117951,-0.011951010471890648,0.13446814786211528,0.0005203181669366414,-0.03611129113885307,-0.023116543437907113,-0.15969461394550546,-0.001204080922669428,-0.00998366894436328,0.05309712109925,-0.02004446717131597,0.012533553307367114,-0.08321771384098382,-0.12498363700662739,-0.1638915270423183,-0.03718342254848285,-0.04080907018569432,-0.030267646802466783,0.06160395105943361,0.027331441269891153,-0.2209072168752043,0.016382192194497484
FASLG,-0.04267093097417548,,,,,,,,,,,,,,,,,,,,,,0.04711781719452941,
CEACAM1,0.05637289013787092,,0.01715728877837862,0.03010984095207643,,0.01888839917044651,0.08738449682822057,,0.07281415832362684,-0.007977071896889322,,,,,,0.04340203838468133,0.047901275046015025,0.003516121417786221,0.01576892385397655,0.030179458573445957,0.055595600581243215,,0.018575097487400733,
PDAP1,0.12404530259703656,-0.08852856944143501,0.0038579172721975395,0.026792691487247652,0.03707547366402972,-0.015740174051679098,-0.0747908585405739,0.019934365028130084,0.29686989250082124,0.021879703344767704,-0.037932012501070846,0.007453780179825099,0.07844251191682271,-0.030265645977278165,-0.02653465293483066,0.038338119580065534,0.07343167324481929,-0.09739965275041244,-0.0780055021604293,0.03212936635863115,0.05191632760002465,-0.09479462411222059,0.07009086505489753,0.00889612983877739
QDPR,-0.211621295120922,0.08581609356207516,0.06141978632646501,0.017863755883543022,0.009035201722947438,0.0628487725343903,0.05137007522407275,0.010127820431330033,-0.25690094345230174,-0.0384759860337196,0.03700787598735597,0.0038604749563511277,0.009136864599232743,-0.04355661723541995,0.10006198169345121,0.026176045914000353,-0.15859122134536494,0.10735732640278585,0.1356883072427578,-0.02348865556576239,-0.020170595521786096,0.036941134478114084,0.1802171535302173,-0.15626495528633447
POMC,-0.06504700207765877,-0.005857598156030224,0.016870959485927928,-0.03887036046544975,,0.0013515005981012665,0.079445357971939,0.041743796273894955,0.05022884622637566,-0.015671671853105917,-0.025015149879650662,0.02885886468776263,-0.0064236910067672305,-0.0298886387061969,0.004587739082978055,0.038848661332462474,0.037574588709344194,0.06280166220457621,0.08073099554573847,-0.04314320314542174,0.016697292861715736,,0.046664260387814044,0.05120558845940903
CCL18,,-0.020877222054163543,-0.03372646200109444,,,,,,,,,0.06670023593322089,0.0650991874363243,,,,-0.06876357851567992,0.026283095698091653,0.04602205329602104,,-0.027203242800144717,,,
