,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
TNFSF13,,-0.014882720858982516,,,0.08474125269177944,,,,,,,,0.031116421633336916,-0.004921819560812017,0.05913339045041549,0.014525806751063705
WNT5A,0.04345016453916205,0.01888236772897045,-0.017431881768595243,-0.008012506491878327,-0.003424161572595767,-0.05314685872267833,0.1495340018907143,0.00582658572634206,-0.0244120494346698,-0.058471299028855235,0.051918130167387576,0.0057960713673738135,0.04140226162045708,-0.017943563831036333,0.040322640145772796,0.03633397298883903
CXCL8,0.06647865652622087,-0.06665955937450362,-0.016168406738585335,-0.009081762216191327,0.0007810376542502254,-0.03548927652742243,0.049409785272890125,0.04402394490272505,0.07741348251692197,,-0.0038248627409416674,0.08699001448213198,0.00868752443234052,-0.020009452812640056,0.009531136811818176,-0.03211886914505704
GRN,0.046886427285260164,0.07203355964045918,0.0100347416245012,0.07500810080295675,-0.002399415028720589,0.011805735216172286,0.08329539631237955,0.03482068887581557,-0.027869343696444983,0.08875452733868924,-0.021996413647617622,0.12015193082275036,0.04981600253436483,-0.05733681590519452,-0.0019968618551808592,0.025109769336723372
MIA,-0.0264930335674885,-0.030157608756521584,-0.015356642960508524,0.10504539529761008,0.025395171751084262,0.004638633283265951,0.07054025694465592,0.1027881294799597,0.05632663496205844,-0.006661482692333496,0.14739543063136412,0.05507531447802075,0.042592618288615804,0.10695109521849769,-0.00977513769589486,0.03242422573005268
COL4A4,-0.003554419014681275,0.0047908702930115335,-0.0006116035247968755,0.02147744857450323,0.017453438910038692,0.02491615126019815,0.014130977961536001,0.04151270535947017,,,,-0.039613606510231665,0.07410366721054691,0.060874948112313525,0.03913794952734565,0.04067931949153027
TAC1,-0.06308262515125894,0.03884717116096296,-0.03200312215195737,0.016417449335237592,0.03450466002383983,-0.03357258295893616,-0.11794644663437732,-0.09073733125515794,,,,,,,-0.004877045506803501,-0.0007459127539308863
RARRES2,-0.005000018331530005,0.016758735552534113,-0.06388756739633648,0.0762284758373772,0.04780848882256338,0.010237275261915067,0.15532376193769432,-0.05467338256741995,-0.023797060249870914,0.02925676939984586,-0.06792396032122429,-0.02175183786793011,0.009649869918440803,0.04979502071962461,0.03829708589884796,0.04708370717410842
FGF7,0.08959168678764264,,0.047077664113588,-0.043080091261278076,-0.002303831080741222,-0.015977086795386824,0.06695089769701983,0.012530039858305217,0.020903528206707146,0.03463757523950402,0.10598121750627396,-0.07917220338081576,-0.002224061126780829,-0.03566101939625454,0.012574034341247422,0.12105177674435659
EFNA2,,,,,,,,,,,,,,-0.029326070162870584,,
HBEGF,0.01670953849477738,-0.023543410806767966,0.03598983106631417,0.08640482777994882,0.049751299369605095,0.102346864173624,0.05446659838935289,0.03559547845801403,0.11941144738083728,0.03911872167447426,0.05137254132055681,0.11938219428940829,0.027397929929912385,0.025417057546210098,0.006617617098010298,0.09843655952311592
CSF3,0.04313672003757528,,,0.11761192842607582,0.009001420753948292,-0.04669022821955642,0.028161483716972895,,0.021695017060383157,,,,0.041778105110035185,-0.024717774160455754,-0.02460683388063908,-0.01370051686359399
PI3,0.039635723367485734,-0.02074818320708471,,0.022784890157047363,0.022378503481873216,0.0383731799455888,0.11470979784321635,,,,0.08334728652559148,,-0.05167823395039429,-0.05500997870057178,0.033329618147754946,-0.004526330694067563
PCSK1N,-0.032888817989573715,-0.0188818480174963,0.015146968496493171,-0.029234829284847188,-0.004512945958197328,-0.08740770452557496,-0.08712927162165113,0.04478006585221673,0.09980952953550805,-0.026874948314177666,0.024617203938790733,0.0021667236579702626,-0.04212383054757042,-0.037362252873471044,0.008513947304939727,0.028111990706994487
NTS,,,,,,0.13085967337135682,-0.02809719666995239,0.082330330936382,,,,,-0.022223548179188857,0.014505628822693292,0.05005351070177595,0.02204939385932107
SFRP1,-0.00021644307573678333,0.04377286573742603,-0.044441480250975864,,0.01117094043601529,0.02375730242896651,-0.031920558098312166,0.0064956112427056005,0.017694511320635778,-0.07630443588796076,-0.009690925685445889,0.07947438684989507,-0.0009355725030355137,-0.01293787625259139,0.017508581076409638,-0.012883953359007046
CXCL13,,,-0.02915219202316253,-0.018412489278588306,,-0.0016605939627531376,,,0.04881893056907152,,,,0.05977918453819672,0.04071304163230007,0.018766453919199417,
MICA,0.0237474026889978,-0.009340434142121722,0.02877807428409549,-0.007125312632386872,0.04118500431092893,0.10116278326837315,0.04147026884855785,0.016569451080288757,0.01797879032562202,0.05893480163013768,0.015427613268651484,0.0813537005506062,0.11231272796099001,0.07041054418463072,-0.03190195752026759,0.07207344911851232
TG,0.06660354775440645,-0.03105707758485459,0.06409733298792872,,0.0476618298017056,0.07059114530756799,0.04197055719994449,-0.0023538011442146133,-0.04275086952476108,-0.02219566413461071,0.015190440087236924,0.17909740056031084,-0.02836383076721704,0.10352053161644899,0.01746646393702031,-0.004427429173006932
ADA,0.05757364604829704,-0.0025810468683469447,0.014359905993380565,0.07239805881837111,-0.01443594225369754,0.02380897958899588,0.11013245739988703,-0.011551904735961637,0.07246760482108856,0.11333721008061046,0.03163081643938373,0.03628750938135048,0.09560179018398089,-0.007611004247169181,-0.04151287332478328,0.022264620361571234
LAMC3,0.1828525945199415,0.07865268156924006,0.016449375151457477,0.045211352602310975,-0.03222861764523311,0.038130363762143495,0.14378941731727987,0.03450464573765213,0.011153806108884097,-0.009712276822585996,-0.007077282346861975,0.10473811717015594,0.07224258233121351,0.026540735030706378,0.035843974007448015,0.02433687794423089
CCL7,,-0.0125447417980375,,,0.0399515980460176,0.051217229283680735,,,,,,,0.02574870870060106,,,-0.030590338699610236
NGF,0.013475660020863358,0.04050638325664633,,,0.04675289790681253,0.021083363968236308,,,0.10182076290940746,,,0.07109837369007747,-0.036949480795157294,-0.028931878442126906,-0.042244556469521057,0.04539542320334548
TNFSF15,-0.035899758837250675,,,,-0.021635839631299097,-0.013030494546539291,,,0.04112919024929241,0.04744761365222092,,-0.05692720868742471,0.023901076851811854,,-0.015280421392663005,-0.016463606486888865
HMGB1,-0.015250737378290241,-0.005115969878255612,0.02843425676157306,-0.0402464499983269,0.0604057638448823,0.0345721828271939,0.023041657256181534,-0.03578666980867693,0.0911809471835353,-0.01904435645640239,-0.13019176187501186,0.0145718590387916,-0.06755340353646254,-0.034320696701811634,-0.013660831373905145,-0.05044686685788489
ITGB3BP,0.10612945193289838,-0.03214295640084676,0.0073360976285835044,-0.0126196625750852,0.02307391206071092,-0.04433922449540966,0.09515164662528727,0.009040003514248846,0.10269597004200608,0.08779415418209827,-0.03173513838520017,-0.004634022859610335,-0.013238183141583044,0.02652869162127749,-0.007117469395914786,0.04536368461353643
AANAT,0.09023539505940317,-0.018200511799738594,,,-0.01968640339221122,0.042394177384790954,-0.020619976692646886,-0.01620294780210933,,,-0.008649513330280885,,0.00275658842375354,0.055484772250941755,,-0.004858222468407301
RELN,-0.050034521924883474,0.007326000669045893,-0.03847037691425044,0.08271244949480716,0.06267697080006215,-0.007312137904477504,-0.06050548134106562,-0.03567366073134928,,,,-0.0755745500283875,,,-0.018457093067498303,
IL15,0.005824772675598717,0.04390447978614178,-0.004827689185432137,,0.030816542929687052,-0.006444053688555738,0.024913401259750164,0.02095403506702399,0.03394625194960295,-0.013996570398358613,0.012119302933550851,-0.02638228527810657,-0.0009129671166490448,0.015050367006919564,-0.01684436723644363,0.0718867878995909
UTS2,,,,,,,0.06125981702402584,,,0.10806459302059163,0.023336518716565956,,-0.023901091706919227,,,
BSG,-0.009316760128702216,0.022709734857284686,0.045440782947642304,-0.08231672685730958,-0.027337164215725553,-0.04176076748219829,0.03075754416673588,0.038610324314674344,-0.0399796058401445,0.06949737016290736,0.09644283525517211,-0.024131625223728734,0.08488602903570389,0.05277491036323471,-0.032196926697053325,0.1300840726599575
ADAMTS3,0.039796055425895795,0.004865729286835558,0.029798350338916802,,0.026202267955111047,0.03357813774233821,0.18102865157903997,-0.0037121834553756347,0.07375372464999962,0.0978767434629068,-0.0303286711028151,,-0.028342148899541498,0.04259792679177569,0.0026065307475317445,0.08325860153365368
CD34,-0.00913567787404207,0.09849120533022307,0.015000292769399582,-0.04204539728391438,-0.005863558404057434,0.08305890749655787,0.11042701892450335,0.04447393525495446,0.06635508444400123,-0.0042722129936433725,-0.06317694824490652,0.09683517562140853,0.06615217800075558,0.07468254490262119,0.00026341699871102473,0.047848337222677444
CCL23,,,,,,,0.042648786243710185,,,0.1342231074577304,,,,,,
PLAT,0.043665194665718374,0.022414443094508473,0.062076820167740084,0.02808336017817675,-0.01693306826204411,0.03922612754239456,0.1221894838463747,0.05167155983786073,-0.004240310037992284,0.013848997913280755,0.030275852579419994,0.043063660400124965,0.01104123956809156,-0.034365639432582765,-0.020694254816622695,0.032664829667551264
NTF3,,,,,,,,,-0.003578223581229241,,,,-0.02309570896404585,0.04832223466183521,0.042719806337565856,
LTA,,,0.04238940612497669,,-0.0014629425874376465,,,0.17511230906299824,,,,,,,,0.00456905691523393
CKLF,0.004876826501639153,-0.041484894806497655,0.005659615814994682,-0.010437266235237793,-0.06607538509368294,0.08355962755184876,0.09991686062715907,-0.05570873587400274,0.05018112174164907,0.05919600069828835,0.028728257488773577,0.16087374062257673,0.051863922131807245,0.04974697549579454,-0.057707916441276576,-0.011260771777817626
APELA,,,,,,,,,-0.03532429836420736,,,,,,,
CD24,-0.03941401234340158,0.015605455224207542,-0.030834783050367146,0.016572400061122306,0.03705759145961399,0.035103474362178574,0.08875948957153443,-0.02239816667502762,0.06723647562598431,0.09981731137606804,-0.007342247229423065,0.001376358904613442,-0.04996024581334447,0.00692817701449334,0.07882762811010578,0.07845222662819952
HSP90AA1,-0.04489579952462861,-0.06558970806434279,-0.05110763467560638,0.037351652742411645,-0.023057045648265932,-0.047231565283493544,-0.18306088686907146,-0.013667326225080642,-0.01847437133858031,-0.08998958225049794,-0.00047856580120838617,-0.010311431046108497,-0.06214182033615232,-0.07138502972562727,-0.03465870726625443,-0.0008615541976658695
BMP4,-0.004894708755261075,0.093601024158556,-0.012779958305916658,0.0021502287106216454,-0.019481633389043514,0.04878814188348117,-0.005020876712231473,-0.024379762021574318,-0.0008794793116717158,0.0691516107959232,-0.039845274709250346,-0.034887517552160456,0.025102922971788285,-0.014130651405314616,-0.03809412757241205,0.042485151687803195
SCGB3A1,,0.014087586376124252,,-0.027104577315632032,,0.00914636713576134,,,-0.021392388501729066,-0.043452685666882734,-0.043613607961972875,-0.014721508072660443,0.07117955275454908,0.13264030444350475,-0.006693356145799278,0.0765071056156224
IGFBP4,0.02736305980851742,0.08228940442044302,0.016821821846190726,0.024125669814107388,-0.056753736589472366,-0.022500876404619695,0.14898964057788022,0.005683850963629575,0.08449950977806851,0.025458343349110086,-0.12217332356147104,0.11294416934741762,0.054451751489032744,-0.03389114572946311,0.01743489861946304,0.02320482733574874
RSPO4,-0.018308751693233923,,-0.019489735583127124,,-0.00015429697728248825,0.03152394004570722,,-0.01814971311783161,,,,0.08611102755382537,,,-0.021370564784959318,0.026049941863086568
LEFTY2,0.035803103776509665,-0.043125155426781143,-0.012203962492385409,0.05128632939541728,0.08569007466094146,0.013440850613443849,0.15073538523923152,0.06982135263362074,-0.021666388490876515,0.007162393623918628,-0.08153588823712503,,0.03720723555717577,0.026697601543322264,-0.029062556243046236,0.05407149680397263
PF4,,-0.013013154588554433,-0.010966477549302144,,0.1368471206424443,,,,,,,,,-0.02687937364269255,,-0.04355955179033975
ANGPTL2,-0.0239032000875693,0.017859725475056834,0.05502919015563986,-0.005495975725017161,0.005669353023350839,0.008869192234921467,0.10986827670952028,-0.03753301773237339,-0.02587021307758839,0.06306443809374439,-0.06332028920736661,0.06143990629349195,0.051222333951659454,0.001802518860290704,-0.046479651078716634,0.013876512920717126
LRIG2,-0.019949386239235194,0.0178055706205377,0.02077604620212693,0.08508141569300587,0.043652860931762946,-0.01606646365600872,0.0892934840502886,-0.0022622026099533062,0.04725982637816454,-0.0028259248166261288,0.08374457783942289,-0.10454076162465438,0.01078378223574566,0.0011066424933693965,-0.04281199521090767,0.03777494313731224
ICOSLG,0.05176771538161577,0.086146039494879,0.021471747956687808,0.057608960113467556,-0.00108095738450217,-0.033889327024752273,0.06425144622330803,0.022571355426772858,-0.02143892289096631,-0.0021068730377201477,-0.01928506524134123,0.045855244989189706,0.06856602149980374,0.08532950032732535,0.04827716748420179,0.07010426008113786
WIF1,-0.0824962388520307,-0.023415059473895078,,0.0675455041371506,,-0.04141265424064657,-0.08748093129669067,-0.014005703724686958,,,,,,,-0.01986600996125869,
NPPC,0.010615948520581505,0.07580477471100053,,-0.034004935860448005,-0.004120816997983324,-0.02631886196315109,-0.014176809425147758,0.014769444818923385,,-0.03110975677920267,-0.05448565799020792,-0.042047312250032595,0.11391694749205647,0.0016745857597364985,-0.028060535911551363,
LYZ,-0.043083939149647,-0.0017452925593169576,0.054922985797825744,0.07208660609022145,-0.008400044690433978,0.052919977341949725,0.1522546932181575,0.004909886529617498,0.019252342511488458,0.058760690787979755,0.026494494643098616,0.12650299361712938,0.016332076166087072,0.059440099232261366,0.019164225630902663,0.010921869719367507
EREG,,,,-0.03417993852048166,,0.06071769939586495,,,-0.025335459657471904,,,,-0.012389952754104447,0.04013426735241396,-0.026617398748895304,0.028099033852699365
SPTAN1,-0.014865070586754204,-0.022404071385487775,-0.003186017636599866,0.026018453812489777,-0.0181132043933231,0.015802536785547754,-0.011138985552928376,-0.004669561152380188,0.05944237962234489,0.03849680882721068,0.03879634186827283,0.05377799250105442,-0.021064098642451953,-0.05043977969157379,0.013302752842721406,-0.005764359046993298
PTH2,,,,,,,,,,,,,,,-0.010604113074656233,
LIPC,-0.014110884600285612,-0.015931521656299748,0.003282275561703614,,0.04949383795494109,-0.01566354412477831,0.015356783499042896,0.07555994508293778,0.01577895612573854,-0.03298871254144093,-0.03928222647942821,0.10870128086872904,,,,0.04324335594872058
COL8A1,0.0597412732935359,0.06244573856560062,-0.002995001561234016,-0.03165920508866834,-0.02051419302035629,0.011238795697434904,0.06816668136697891,-0.005131662983916987,-0.09084384425592523,0.04006428195163369,0.167361248649204,0.10386492512182953,0.0012852642810745952,0.023238411886424577,-0.017904916462314322,0.045453702481471916
GSTM2,-0.08095750534537147,0.03341883057710454,-0.024030384736872582,0.026415993852086726,0.0985628337801083,0.05788771076942982,0.06183687360647261,-0.03660946021524731,0.05776391969889742,0.0016445063108141693,0.19582221817211634,-0.007499409438304604,0.10204183848906358,-0.008991422381418777,-0.010815903073540125,-0.011561642916470279
IL4,,,,,,,,,,,-0.03755005949313556,,,,,
SPX,-0.004664404815131256,-0.025766719277185934,-0.02504701046411824,,-0.014725727897567653,-0.008092567078645545,0.00644458591228841,-0.055600178996698106,,-0.041241950312563794,,,-0.005564793082511607,-0.033374178060963704,-0.038717449495703105,-0.04333236183499847
MFGE8,0.08203950480718425,0.07342072937277891,0.03157830682737627,-0.005741065031709338,-0.031691707525227604,0.05084704499169342,0.02766061686831231,-0.017192819007139367,-0.0404178695489203,0.0634772720912691,0.03845314759817641,0.11805446514285914,0.05811500126191247,-0.06891443995317074,0.020106302104956036,-0.020942439805654068
TGFA,0.06506146640228296,-0.03366578728572282,0.05619846577220792,-0.02140224043687953,0.0228918714653629,0.024157439503124146,0.03576702837775609,0.027160864063814502,0.08923365237362679,0.028386793155271588,0.03190562951524917,-0.07414409495596477,0.005218982505557898,-0.018103673813229908,-0.03489201587225303,0.10724335038123275
SLIT2,-0.06346428221532689,0.012949446219297943,-0.02859474864671745,-0.02014602416686381,0.006952123798350523,0.000861585885636608,-0.027628508873119895,0.00754089858051081,0.012521595115042125,0.019214077048903915,-0.054100001911356485,0.07330806976907112,0.10378928684491037,0.0710435770075976,0.008180499622260803,0.07125108712594659
PLTP,-0.011559279138839683,0.0116517856007385,0.006492373729607555,0.04733580074960969,-0.055274245728991846,0.09733832932395331,0.1986012743268169,0.01648712297727956,0.058986239642295886,0.05194278206498846,0.003758410269942072,-0.021282395071009486,0.05968607527633273,-0.03310795699276702,-0.056152370595810804,-0.04369149861744224
APOD,-0.03677007899196232,0.03868664576999056,0.05550468194659476,-0.01810089978854486,0.01775243414937498,0.02447036562784275,-0.03679251210611483,0.0017358862428653594,0.013665040923986497,-0.1123836764731546,-0.050525470968486946,0.04589887412575797,0.05933648336655404,0.011467664529318194,-0.014501168514091521,-0.03313379771813988
B2M,0.05222144538809794,0.04112516841143863,-0.01886801022044724,0.005983268483509208,0.02585807967531594,0.08134801281535206,0.21919942888931992,-0.0694800701388647,0.07047227179466427,0.10628550400697603,0.1373300983545436,0.13476152944164305,0.08853797273363653,0.10243689161372274,-0.056705590115503655,-0.03135614191473942
OMG,-0.0027652356158564166,-0.006899878137232899,0.004311230545226403,0.010810890637546052,0.01597324149488775,-0.09060044372763988,-0.13330117274617814,-0.04283336864703122,0.07872877251342013,-0.01354437279105662,0.07191803041535585,-0.016613733609281818,0.05146260259919362,0.0500422587601528,-0.04995796386730806,0.06076226925782155
CXCL3,0.04312948582287335,-0.03213559347278974,-0.022546034181293823,0.08925880328426766,-0.00761897244815573,0.04918152778958645,0.03270953698377305,0.023670416506041885,0.1132422466084412,-0.032061724130684824,0.03658213547002734,,0.023465477458249548,0.04093610261005837,-0.023427482233395247,0.028206480441924524
CXCL10,0.07430535134990807,0.0031527056005471094,-0.018385607119641552,,-0.008308810821119141,-0.022051267304398853,0.17352501516668953,-0.0592284685707146,0.1582206957120201,0.09475396522029544,0.041118097770201804,-0.021701566958251896,0.04653739988384616,0.07579608047154861,-0.029200910204199335,0.07596147018269153
RSPO3,,0.0029668525314415282,,-0.025357423542337165,0.024577076271854816,-0.017540869652786124,-0.0338590950907228,-0.0171842631556005,,,,,0.040994375244204184,0.004950884878005354,0.02385950680490991,-0.0031438282523443416
CORT,-0.03974493616534838,-0.0371996411475658,-0.0027717329152819716,-0.03365275578091916,0.08967421513674148,-0.0338075669377103,-0.058600749985785995,-0.0058317963911050244,,,,,0.0757557385731806,-0.028127898343238943,-0.002410292782445723,
NCAN,0.040757535057044596,0.01876452301456448,-0.018823773401370602,-0.004479562210751753,-0.062028603176328904,-0.0576899757224562,-0.005611565274825917,0.04792491346865892,,-0.10560538288012183,0.04480143681360876,0.013201558573130257,0.031902682640018346,-0.018594107640747218,-0.04453122652185327,-0.03901072248166167
PRG4,0.0128773531383174,-0.018865793501989445,,0.10634745030969599,-0.01942962973678148,-0.03491788791841437,0.03821968189695415,0.0015994539313498883,,,,,-0.010612451473892138,0.1202063077212938,0.0683935386154798,0.001977170280033328
ZG16B,,-0.017395768889545957,-0.013196373364018434,,-0.02255046154822087,,-0.0073773177392064656,-0.012399690285120083,-0.028581901382088933,,,,,,,-0.03870754466086066
TGM2,0.06779918219446275,0.05672588926748215,0.039889705608626196,0.018988293791253347,-0.018939123685057173,0.04111254417352146,0.11505022817980289,-0.015883109823350353,0.012264733601603985,0.06307375127923077,-0.04096957762251115,0.08700017674460685,0.04416848282715565,0.050443693932852564,0.0392606356753789,-0.0007437966222137319
VEGFC,0.005686123249282333,0.09571100281534117,0.09863509091648517,0.1326847241756626,-0.02586388758807027,0.05990739592050899,0.0023885844728183964,0.04164099861336214,0.040775399503764805,-0.02493500148527871,-0.04256562291168125,0.014064203751567403,0.02252183320362812,0.05208715127961514,0.05254873417843593,-0.0330270286174359
WNT6,0.06153238134135812,-0.020240663564569546,0.11834881309672435,0.020037835348411755,-0.01564490920034016,0.027560788723214557,0.026548017952116455,0.022223019488064634,-0.03196040816940936,,-0.047616028600311645,,0.08375445387552086,0.029336545727782742,0.08014860801208536,0.06688417779057897
NRG4,-0.03678559171570162,-0.01155414761095885,,-0.0190067520442944,-0.023646748215039544,0.03628842982126182,-0.014729901208240241,0.05756960019561706,,,,0.06131780058941137,,,-0.001806544388858659,0.05513270026427664
PMCH,,0.08967651682784655,,,-0.014032124997855987,,,0.0586787298229851,,,,,0.007916632364839731,-0.017898368948510306,-0.016248132686890782,0.02228668303610608
COL9A1,0.05101831531120657,0.009978177593694388,-0.019263307037927283,0.024602206120855112,-0.024697302635509743,-0.030432117746911035,-0.019890702038765567,-0.03323278944230158,,-0.025709542459355833,0.0001000378502604264,0.09701820651125322,-0.029344659566063188,0.0691775379207931,-0.09260572870607514,0.01700142507232191
GDF11,-0.001652109338521929,0.005419840382567953,0.0955183661680252,-0.04491326941280319,-0.006814804215896752,0.009965456193317419,0.10102779066582943,0.0449591749255092,0.046903882244284455,0.09096544125287957,0.05894767200946696,0.017352969774538547,0.03180329642438807,0.0226749484659692,0.0065721566170989735,0.07215419504289743
RAET1E,,,,,,,,,,,,,,,,0.03891376602435671
IL24,,,,,,,,,-0.018023649165462504,,,,-0.024245229234662394,-0.026450795695935853,,
SORBS1,-0.02036275619981643,-0.02132441713449579,0.045749509317204916,0.06405762694769505,0.019066158171063167,-0.012749040075137564,0.004875659134089436,0.037879075533039853,-0.005443254275280583,0.011204299403875337,0.05679669317249992,0.04937368455896416,-0.007802690743507013,0.046715407081477395,0.016481344354407512,0.020415956879653308
DLL1,-0.005297816721583054,0.053535299393582765,-0.05487888382831064,0.04144782061775627,0.05245504657186567,0.00019586154309164433,-0.005191508090153943,-0.022526192228226972,0.019308536943019268,0.10650342046754573,-0.10983615908576412,0.010023543720355368,0.04250893654791313,0.016155590343340572,-0.026782337815324245,0.0036162716676826695
TLN1,0.06668820352531546,0.06064818721395858,0.028730396375976294,0.0022159835565798624,-0.027605730902229286,0.029777229914087055,0.1514327647260074,0.0666082724562666,0.02398518463532403,0.03936957995486801,-0.002730552396708332,0.14075836649533607,0.031035985208530334,-0.00645726466981853,0.03520495890314947,0.020096436212283287
COL2A1,0.07529879546795408,0.02051227832832125,,,,-0.006353369650359255,0.002195130374207047,,,,,,-0.011532922133172063,0.009988527898387788,-0.011595492284828165,0.03703661613125871
SHH,,,,,-0.020190575370985193,-0.006929170035118239,-0.0031081854832839127,-0.01244444067026838,,0.052927399511771465,0.0870895466282052,,-0.016140754987891293,0.08480974342323684,0.03866622542511863,-0.03491634420783345
PON2,0.08496191508968486,0.0019824451066539884,-0.0228180155178552,0.09393259178809076,-0.031874851359533066,0.046399579621275604,0.11696698785399601,0.03496192263640037,0.07186329045467352,0.025438764173054833,0.06119965039482536,0.0040756056602365654,0.1257507009340725,0.11645754378549453,0.003179192067277525,-0.0028637141341858055
ICAM5,-0.08063482221283515,0.007433668389325901,0.024857825695251017,0.052844453284735304,0.00529752671636534,-0.043251191537223906,-0.05290339106718151,-0.03319658704414093,-0.01706159847789845,,,,0.0012494835812825106,0.022531811150134806,-0.05282432584394208,0.05916529739362416
HPX,-0.00870251453021153,0.0026856758076562355,,0.015320395702932237,0.008835947243053508,-0.031062609618027603,0.04220889273548326,-0.01267768773754553,0.0481894133283369,0.013921905816656081,-0.005737954760888396,-0.013504226238969675,-0.010720221504467758,0.07538169998707772,0.03907994591285929,0.017269278445694525
SFRP2,-0.04902134444647729,0.02454768454576228,,,0.028591173961007525,,0.06897773819079807,0.04891081530880563,0.02525961929178687,-0.0039868226419387046,-0.03755008159451029,,0.05350570162639585,0.04658932549327559,0.044838463515406116,-0.004998208706032176
CFC1,,,,,,,,0.054742116370139385,,,,,,,,
CD70,,0.018024951248021306,,,-0.008993455943364802,,,0.0013095641812772203,0.048878221089651695,,,0.05471926811122198,0.14788610313249867,0.038395934963750995,0.03751004462733285,0.022477244639337042
