,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
POMC,-0.023582674807063015,-0.05878743415749386,-0.015429269847380812,-0.049954066726713355,0.017752217807362414,0.025674582089225066,0.025738312164579506,-0.047197142909943,-0.046695937876760886,0.03825913683632402,0.03884346805223833,-0.07465381385210308,-0.10519266407300921,-0.03379504225913403,0.05373343997753702,,-0.03858502803206449,0.06785449190812934,0.05737787092326814
CCL18,-0.06037870260335916,0.017731136951135824,,,,,,,,-0.0160513203270526,,-0.045478468266619165,,-0.034507004401709215,,,,,
CCL17,,,,-0.02329957336583309,,,,-0.01947926188038131,-0.036493838541901163,,0.019756001326407775,,,,0.02657901089677639,,0.11621190070613838,,
VEGFD,0.04713612216968342,-0.009380268976387334,0.02936904098671232,0.009140069703481354,0.08207895327243832,,-0.004470433376200089,-0.03230797982650315,0.026676063866822662,0.05073712027027586,-0.010816741596957452,-0.05123657814765552,0.0619591475283152,,-0.010740468947143174,,,,
TNFSF13,,0.031783415471767364,,0.0447538673168914,,0.03483142877299084,,,,,,,,,-0.03161079749253771,,0.09043659279860562,0.040261939206932745,
WNT5A,0.008810193504910545,0.00036660497100430515,-0.025140063781788555,0.04907818152519247,-0.04758558602888474,0.11444011211166022,-0.0007180456227081117,-0.002736253420250246,0.010027638891895861,0.03567591451816171,0.08430497396490098,-0.01229963230208742,0.00999984115823574,-0.0027552236356465057,0.0024152215136658307,0.04848771579357409,-0.027580075208416592,-0.05314394593562927,0.1022449421779277
CXCL8,-0.09839662718135418,-0.014593185137709118,0.0023629883832681437,-0.03383332172580376,0.02534682903201463,0.10403826404362228,0.034173786821608106,-0.05737066466645345,0.056650849712272945,-0.003123350116505414,0.09487270232167455,0.04154900133196825,-0.05825876801835922,0.013911138809399134,0.09665673880029803,-0.14590125273958096,0.0880173370457188,-0.05472086683293867,0.08913331983195183
GRN,-0.06536860095093328,-0.06249543239150932,0.019463477802850543,0.01859237482899696,0.014512057151180221,0.03415962821945404,0.10518779721953714,0.013431347968473213,0.01699522691339438,0.0050739580001565475,0.05980753701235226,-0.1307941654764085,-0.03166543694260957,-0.0048250188631966074,-0.02689816296922745,0.02579253684211895,-0.09207671930790794,-0.04067246254078874,-0.06635415739005834
MIA,-0.015270155140371531,-0.02198568547689969,0.0017318410627883858,-0.013988837216825064,-0.007029486056316766,0.028706371121251194,0.034163006660454374,-0.011510596388740637,0.09245223145303157,,0.07542352324755527,-0.07742958688693792,-0.01748056555672147,-0.03599064601937223,0.023017324529435137,,0.05976709828792371,-0.031839888809442364,
COL4A4,-0.03188701005591477,0.07319873650235756,-0.04757448090950251,0.010046848074810603,0.0022376586390624015,-0.01391427206859383,-0.024426028836939388,0.006214399208197649,-0.011780033491327908,,0.038510850422001884,,0.08336897159804033,-0.026487225998551904,0.01876749987117929,,0.049741283586515216,0.004177967358464787,
TAC1,0.0954846831835984,-0.05652426434765681,-0.014892826789640311,0.09274728227029949,-0.04472344870107021,-0.06911732791350592,-0.06382740799329076,0.0901012746886085,-0.024326097565362623,0.017913301561573877,-0.05045528324640531,,,,,0.04580594134432263,0.02142995830296229,0.0451901335403264,0.017455005627637347
RARRES2,0.1059271939828369,0.06861830619059846,0.008398315881503377,0.10007947556835911,0.13762978927611358,0.04934138180740537,0.07867756557603674,0.10965317106907783,0.042680437941209605,-0.03059118199225339,0.07392218326833859,0.004309467505209861,0.14024995185766637,0.04590740484204874,0.012657888874213548,0.013490947265320116,0.0950378041298424,0.05557004091302376,0.01057406903431739
FGF7,-0.012610985542361022,,-0.015718804668516186,-0.0010023621914827649,-0.05784341403320417,-0.0103696869712718,0.058778504299094,0.01212267406950334,-0.02223036207022991,-0.0782218463181336,0.036738828780937746,-0.02476952416911943,0.019693554443783953,0.010791647136267485,0.014443432168269684,0.061657423113906824,0.0007530021900178082,-0.015193940025522759,0.015330772949254352
HBEGF,-0.0306904107591149,-0.024898200449729513,0.09120147273515883,-0.008334332286181117,0.004249095625388667,0.14636455879779525,0.00973013575515959,-0.11311127430490732,0.028220016436219544,0.011549190720508635,0.07957064852818585,0.08960718939444284,-0.09702041519204486,0.05874613893333747,0.025207717391354478,-0.07014697368031585,-0.017236627920287875,-0.08352277048910954,0.03916586904386872
CSF3,-0.058285564968643795,,,-0.0761140053695466,-0.05012249257262368,,-0.02584226836680776,,,,,,,,,-0.03384646616187668,0.1086402396535511,-0.0569433174987003,
PI3,-0.06714038236855235,0.004104647688762716,,-0.09464164837567242,-0.07846123508354216,,-0.015936523373940806,,,,,-0.005145959868384914,,,-0.004893399287096649,,0.05809009989065593,-0.04256030348237291,
PCSK1N,0.07126010344794917,-0.008403236664224102,0.003530500359660838,0.06381650037146969,0.00017987671647166778,-0.08422757076502792,-0.04687423921815453,-0.003235929344470407,-0.057262617090376625,-0.04261315851983532,-0.05912031935248832,0.046796713292621896,0.024839271806345167,0.0284915152102156,0.028114436757943066,-0.08817925885359187,0.02145402549545472,0.04155200704222946,0.013941879923764661
NTS,,,,,0.11286781513655164,0.1358282482531839,0.0589608500793794,0.00011458805301436118,0.06591173284021719,-0.0046422357634178365,,,,,,,-0.006610152706940475,,
SFRP1,-0.020559013823832187,-0.012989342446172402,0.054300449407627766,-0.024131809932861212,0.02315770398028177,0.04042853119147357,-0.00017740777582450802,0.035436046165199464,-0.03365012272232068,-0.0340925161754067,9.920238724949891e-06,0.12328201845073974,0.06543147086863546,-0.04081513706293549,-0.06393403313966176,0.07103112864484669,-0.023706655747507528,0.02445236422371717,0.00047528243469313077
CXCL13,,,-0.0599800589907525,,-0.04313829453139547,,,,,,,,,,,,,0.008568081343363423,
MICA,-0.009816290193799997,-0.08815727602813066,0.05762674591028315,-0.012553729168269152,0.06086428390950328,0.08564175515789348,-0.006451785534933659,-0.032050764970330145,0.05047961426878302,0.06942767166901562,0.09235154474700158,-0.005540976097975268,-0.21129136503124127,0.0024675346775761726,-0.012028887836050208,0.12026986508434401,0.019765858862454973,0.040301198190458305,0.033123711737961976
TG,0.005646885752424458,0.00840574702100466,0.002662002170809594,-0.014730512736317508,0.016475913126957675,-0.019606511910811444,-0.005895434223495282,-0.031559474313488364,0.01180605451323572,,0.08758499818462107,0.02661004205634358,-0.05578320827828664,-0.05618547082963706,,,-0.031962689914391954,-0.009317954323499198,
ADA,-0.01954091721585172,-0.03908560015215842,0.0007698572986454972,0.0007977474770165992,0.0013900599312199739,0.06475384475067167,0.0646955927897055,-0.03758203280853544,-0.023937875116597514,0.06462062767621626,0.01869457560864337,-0.08971759411502533,-0.05425882476693524,0.009012022378658424,-0.0017895302918741964,0.11296046235494633,-0.011038622573839424,-0.006494683281203669,-0.01981452652982331
LAMC3,-0.020417579523172583,-0.11288191289055217,0.012306088948603683,0.05794694064023871,0.0017377705800529096,0.05414141185168577,0.0010665690056322862,-0.038286855972004034,-0.011232570409684865,0.07265813535877477,0.02144760458923214,-0.05406376635130629,-0.09146620832285303,-0.0279222945016818,-0.06325973859082044,0.09443771853922461,-0.07104428195599176,-0.031909264096172,-0.0866760541985463
CCL7,,-0.0299135817188115,,-0.05465362128273754,0.003311474257563246,,,,,,,,,,,,-0.01717462810636089,-0.023921858791619757,
NGF,-0.05239925330915067,-0.010747841093175106,,0.009839847278198121,0.003807017180691024,-0.01870987116318498,,,,0.08596425431158584,,,0.020054957770416184,0.00595550892103718,,,-0.051420318915369065,-0.003061903415221527,
TNFSF15,-0.04467068155165025,,,-0.05588386039472744,-0.023060315983271108,0.04115401539395326,,,,,,,0.01749419482883128,-0.00707855312656245,,,0.08689839615429615,-0.0025477635290540985,
HMGB1,-0.04309993016458591,0.03145522882681431,0.03662285857656383,0.06564713612167156,0.045361779992115624,0.06241165937352408,0.0917749771601647,0.056189744472632704,0.0003417918568128125,0.0015603232020929758,-0.05291600880399514,-0.127364492601066,-0.10321168988443193,-0.08472322927806,-0.0006727757312863142,0.06770351683757557,0.034254275902493844,-0.06565917692184345,0.09205765819582098
ITGB3BP,-0.0010121230953372192,0.014223167886517805,-0.03857794880321113,0.030737929568864387,0.00794385094018902,0.10462599624272285,0.04059376424408668,-0.038142698104720506,-0.007255249487112462,0.08313463146114132,0.05154154336907648,-0.04402075350064699,0.006342862217881178,0.13858900176801756,0.04805296838196306,-0.021538465088976447,0.06192137818859242,0.0027900529730777238,-0.005225679324251968
AANAT,0.06078834017786886,-0.035465945420357636,,0.005747853393287384,-0.027627010648332784,,0.1661555273747936,-0.010946907674820823,0.01278162350338168,-0.0047705802589536475,-0.023272038509181612,-0.025036644417607466,,0.002868519032944583,0.00365367677489572,,0.00489892039421293,-0.03476951953054571,
RELN,0.11473730807604339,0.014835994369619406,-0.02999280062469222,0.08224656471494403,0.0647825324268726,-0.003320911966383816,0.01615887187596782,0.07025021296868898,0.044570040041221975,0.07177907681798183,0.05566404843353857,,-0.052706003970488156,,0.07918152403934452,-0.02286930195898211,,-0.0023697022840965067,0.07610651264012362
IL15,-0.007838079155480524,-0.08591279211885805,-0.00962321517617133,0.004522501956030401,0.035104369958887376,-0.016165126035005403,-0.03474709271030012,0.04041272223654034,-0.0058641820415786475,-0.017320393993615325,-0.02755878731379566,-0.036400520233765846,0.010197491735496722,0.024924411999509778,-0.05855500610657346,0.12908114933620402,-0.02765630348196583,-0.05733845523971193,
UTS2,,,,,,,0.058713285280471504,,,,,0.01641500281499522,,,,,,,
BSG,0.14881305251801794,0.015518423226784076,-0.02146872607396627,0.003542365949491284,-0.01395203271973043,-0.02148956567224998,-0.036178900291827215,-0.1873689464476764,0.027709215424371218,0.03835533816888858,0.09215346089320019,0.08411852475751061,0.04432961958946708,0.09158169708730539,0.049813764990006865,0.11574178347914725,0.12890283090205207,0.012113480116142107,0.13970331227177368
ADAMTS3,0.0009772246044166054,-0.01485453451341868,-0.02439201363617348,0.0516320637398252,0.012857103656849226,-0.02603734167497489,0.04255113872171044,-0.047330060412711546,0.0005049622365430995,0.01911680632527504,0.08100911741486402,-0.05704962555668685,,-0.04303507974200695,-0.018961449162046094,0.021146074303867606,0.04181930394483239,-0.03904587096891327,
CD34,-0.0022662946048328907,-0.035286556580362546,-0.039055909927076485,0.04464489432577892,0.01113315555471899,0.08337717544796813,-0.041824593543195274,0.010568317703303047,-0.0023072860158219,0.016624911406120577,-0.02230053220167091,-0.08071566297773954,-0.09492830447617537,-0.007177728382941169,-0.00967377576945993,-0.019628068473197962,-0.07796470191616645,-0.045566692518860516,-0.0028446203031598006
CCL23,,,,,,,0.03123980477344308,,,,,,,,,,,,
PLAT,0.048228046012582376,-0.03796735663676588,-0.013894445289392142,0.027021473372285467,-0.05284653771404265,0.07415789384273273,0.09118102721812943,-0.14946282019405432,0.012938957661759863,-0.058435745286184636,0.023993703788501655,-0.12867111691580319,-0.13082896113701106,0.03862462134292718,-0.017246639047183734,0.09972427604332537,-0.06640277584173529,-0.02490526195517155,-0.08765310547132094
NTF3,,,,,,,,,-0.01883720527972038,,,,,,,,,,
LTA,,,0.065446200725241,-0.03362069391378042,,,,0.003379272587568766,,,0.010427030150864451,,,,,,0.01002223232339892,,
CKLF,0.02499417830832024,-0.0032957098785777734,0.06056365733218629,0.0561529092239488,0.04956962212555932,0.06682897954207091,0.07668876561194105,-0.01893327976790831,0.008277100101555726,0.005891294090884305,0.024388513185854135,-0.11364910668594895,-0.1220641012052837,-0.0011718314342692704,0.047876354462343236,0.17130353834702683,-0.012009083300613474,0.030655511069815615,0.15830433037001942
CD24,0.09405888525018677,-0.029141547282265173,0.09760181908853487,0.018983150540900978,0.008856071210699062,0.024431817857520462,-0.003599015098677555,0.15057835900195196,0.07867889333850962,0.03329523217583513,0.05650820761556629,-0.030323862043451652,0.285283848252542,0.12057711294881446,-0.06365162319005051,0.010299424149568689,0.08947701679247325,0.07729212269583581,-0.09011394012711006
HSP90AA1,-0.019375871702234027,0.018958939761298033,0.07255950168540087,0.10732982684321052,-0.07284095817968354,-0.09846010557643628,-0.047435378444370256,-0.006975175844230569,-0.026890611634806442,-0.011170783435640416,-0.03797620372617487,0.0875741337711453,0.04330225575561335,-0.07714431509324,-0.02485366955347917,-0.028229985751672716,0.05695024892741962,-0.010258816156284715,0.05967688253167095
BMP4,-0.004572259447765767,0.006639098817240945,-0.04594510277960754,-0.01927650430560749,0.09773539703876401,0.1295033362420777,0.024560324939290744,-0.015710880335578235,0.011231678684234012,-0.01281886958710939,-2.948240148077085e-05,-0.04680955422625326,0.08798883187515305,0.016917280315195814,0.05466178531914765,,-0.041556285891639046,0.006366891488554471,
SCGB3A1,,-0.029913578727493294,,,0.029593732109196514,0.10228924949796701,,,-0.017763706682414074,-0.03031506043286144,-0.012279130616402647,-0.0512365283410774,-0.06539761312868005,,,,-0.011494627640308208,0.04469204411753838,
IGFBP4,-0.11183945551924117,-0.08375790828730958,0.027860287986604247,-0.048847346039483736,-0.00011667886089587207,0.08076551785076419,0.01285595596137018,-0.035055498067163744,-0.019272235213044248,-0.05189654769399866,0.02066405956305931,-0.12891620151436656,-0.05206415940059235,0.0009722051617348721,-0.05615996691469875,-0.003353184915783596,-0.07081542440164676,-0.06890158932260142,0.04485735116112041
RSPO4,0.012277383592839987,,0.021465118216570555,-0.0320190263519369,0.0757156304043162,,,-0.010132695006855607,-0.006772789609668615,,0.004839704529845283,,-0.09480435054867188,,,,-0.032254988196374124,-0.031023035041040977,
LEFTY2,-0.035504262331695895,-0.03634094367588495,-0.053045179063415084,0.03397622128100414,0.04995342166202519,0.18643624487109112,-0.03263221080202494,-0.05500708485880809,-0.0192904743650995,0.0014673304212364903,-0.024098722969952222,-0.005466110741811441,,-0.04592890225514413,-0.04597178805963676,0.07588743252919534,0.06179313352076481,0.0033295966011576794,
PF4,,0.015456080844679105,-0.03222073824696184,0.040241323155957895,,,,,,,,,,,,,0.009983383742506149,-0.03434469246171288,
ANGPTL2,-0.001206743948102722,-0.05335076212270897,-0.007548109490643629,0.042120131617223416,-0.03675559935225166,0.0804669042529344,0.04554139207995041,0.034370521281444626,0.01946642452810475,0.031110076830830592,0.05236723938102942,0.06102623469460219,-0.10397494201795873,-0.014769772676062528,0.005552657019763956,0.005302822103946355,-0.012451494706157508,-0.0537603744211823,0.08781554118815305
LRIG2,0.09271733967426278,0.040486436590146724,0.04492308211206984,0.00034685564654557107,0.006590729883462103,0.0823462903813343,0.05121301281085068,0.016713512012110313,0.006818386428659962,0.032313826650172364,0.030524029352400832,0.044562790828271824,-0.08097708991135794,0.04664157037220655,-0.008766011428374527,0.06056116885400559,0.009211652734654288,0.05335571240496686,-0.09612283549852471
ICOSLG,-0.06359005985089358,-0.04756707968077642,0.03842886873143597,-0.02043596827063877,0.05305660639723483,0.05157368209556225,0.008005954572738564,-0.017667443622592496,0.05020211747075124,0.07403501975794248,0.016239319965523424,0.09514319830732632,-0.07973217511457162,0.0765399885631494,0.01286948694057358,0.01470454410713284,0.01881286525330441,-0.06815385520890355,0.07938465612262825
WIF1,-0.00031083547483059756,0.010744232492373973,,,0.028885484074713898,-0.05064555152145705,-0.05274094403379111,0.018028325445867015,0.0023888097313853485,-0.09619704973498115,-0.01369695033784106,,,,,-0.05806376909009256,,0.006434419189103202,0.03753619289793386
NPPC,0.09493993196837475,-0.010281935996711247,,0.03483169377910331,-0.028633601264111096,-0.0025887095000951487,-0.022855012709911037,0.053210890275907294,0.08585163036404317,-0.005981838544723714,0.07762722484473106,0.07996774091076723,0.1523811543467735,0.03891165739633218,-0.018498698495333716,-0.09911003972471367,,0.024295630584834072,-0.09389208681064948
LYZ,-0.022333454452823365,-0.08021809095993378,0.034203141512109445,-0.03394068671624064,0.05866816798071908,-0.0017524633157538316,0.022103582629275403,0.008142215829777038,0.04272811233732272,0.005935015790795876,0.05795143996590734,-0.057289500762677484,-0.0011301928726452867,0.030235879082108872,0.04569546892386531,0.08990465166661964,-0.03674056712391972,0.013399701314782606,0.046238468604464775
EREG,,,,,0.01865591743154568,,,,,-0.04707822683515661,,,,,,,-0.025886296380648145,-0.01436472675969062,
SPTAN1,0.09763616672617745,-0.004618905723052869,-0.025807634614766407,0.06909068234673355,0.00026619049539666393,-0.0057545483188458,-0.014980141061115778,0.037269107236898365,0.0006775452945339569,-0.005472571237602592,-0.03230263464677534,-0.029092718989015394,-0.02076596821027368,0.1257713386211589,0.05132715921003928,0.014878873763984024,-0.045992859725802665,0.07452406930998427,0.029647036862660153
LIPC,0.0998283365172617,-0.03798953239876904,0.017411059553642198,0.020366265400084512,-0.05077465453809324,0.0379932092578339,0.03495920252274778,-0.001713634498342639,,0.06013228592994263,-0.016480164215748386,-0.046148094697157915,-0.012035203745888125,0.01713959657881014,0.019554126996746826,,-0.030921714080996386,-0.03387377251834214,
COL8A1,-0.11642030826283603,-0.07162983341048057,-0.0417272593509116,-0.007827195579866733,0.009118065918969466,0.026950694824350578,0.04729970702774204,-0.052643369024300044,0.01486695556323057,-0.06725848512063033,0.05685389004877316,-0.11997760846592437,-0.0984766493689434,0.053162915573181084,-0.05226447541105233,0.1378427037992949,-0.10570427618451375,-0.07564061152992362,
GSTM2,-0.06949468444041593,-0.016715585215119285,-0.00606209815178737,-0.013344591702589167,0.08428809823767162,-0.013669790739029868,0.04551987434651945,-0.014765884550229492,0.037870565874962035,-0.0022684657872051855,0.08295394257412987,-0.058635112797850636,0.015816740682334962,-0.06441441467912848,0.030369167558795217,-0.032667366258201505,0.024092858502839737,-0.04655764498789499,
IL4,,,,,,,,,,,,-0.04411317424384334,,,,,,,
SPX,0.11180672203220217,0.05061229510451491,-0.04140119708843253,0.00034973524340266624,-0.03489550114714201,-0.041697082657232196,-0.01847836569947333,0.12275755721533659,-0.05920029057222028,0.077172235225169,-0.05082511561558457,,,0.02691776995352905,-0.09478970651272123,0.08828452650506535,0.0405197317246546,0.16215974303661568,0.026406328530859915
MFGE8,-0.05382570410833143,-0.04200591384891027,0.008231828140969259,-0.009106534613066366,-0.06998093613144421,0.11719096248801181,0.006923957002939761,-0.0693151807756952,0.033554792623957434,-0.028652476701951448,0.021990572630877635,-0.08171854982837395,-0.11540056370726659,0.030011905638045833,-0.0029262145207484607,0.10246580255841355,-0.00958829107828729,-0.0922065480008224,0.1729635636590369
TGFA,0.02167415892166127,0.049061724931511244,-0.009879185437688686,-0.007564664758766898,-0.018883618712836926,0.022108053121199876,0.04144857350795379,-0.11148662817897882,0.002904410494585271,0.05729349288840478,0.033407428867127345,0.09253863356504728,-0.0624677118373046,-0.03697323547037877,0.040788261773622825,-0.033531269624026375,0.139656325225403,-0.061324203082511054,0.02349523059204952
SLIT2,-0.007132362773774486,-0.024031868802656203,-0.05442427138031142,-0.025896651957770904,-0.035230503934804626,-0.015530299811045834,-0.06128754222401252,-0.003873123023139441,-0.04650201801409692,-0.03721445145726111,-0.02993936039696474,-0.01467302474192614,-0.017929281339808863,0.04443403925163035,0.028400783762451805,-0.06112127970000778,0.05866110183242377,-0.061303850815976065,0.05636654876046821
PLTP,0.053303288380796794,-0.02819207978382917,0.056000376219745455,-0.019667438606691016,0.10307752938604008,0.04683950737322835,0.12102335128221457,0.0837239876741231,0.06491330696246203,-0.042115449303547284,0.011253924663030396,-0.11732237584054546,0.07479926133300634,0.08440684968790241,0.00788861366442367,0.010238387923121225,-0.061872118015072225,-0.009590389750478484,0.014666810285047304
APOD,-0.09690805946249528,0.036438084193373,-0.0628938719827712,0.0832095211967358,-0.06568037307215226,-0.06090768065843162,0.10784318443198981,0.11829673840813844,0.05179811553137691,0.11046046486991447,-0.04367369491240574,-0.08925324711934257,-0.04451984195373476,-0.16101836111083567,0.07179571302803903,-0.07409148626982531,0.004969669963145327,0.010891402336384711,-0.057901483287930856
B2M,-0.1353841558855057,-0.10466553098389768,-0.009116565936120698,0.06656730518206681,0.07813449159912576,0.11901852390020068,0.045673547834190815,0.12076549020214013,0.09352131520213745,-0.012278991620749028,0.07396266565212223,-0.18688564149883047,-0.20972903863916695,-0.06755182664483163,0.04277546110346035,0.12885402013290212,-0.15261495404681427,-0.03578325118149391,-0.016473141858007585
OMG,0.12117705230764599,0.005140493814817054,-0.022128561361643533,0.06720214995676599,-0.051413682245439976,-0.0038038841956242603,0.010314245218994777,0.11348831453282639,-0.07363963868415678,0.11515843226198312,-0.0359464821560785,-0.07923526658416613,0.006186668226772606,-0.14273095174943204,0.009055715965696803,0.1299055440636898,0.11868131753715233,0.07020916539005208,0.06452214097000501
CXCL3,-0.07655519553570522,0.010810143719851494,0.03453353944434085,-0.007240568362400639,-0.004582742153076469,,0.07275743186359646,-0.09161003177481103,-0.019154754120238343,0.013108431405103068,-0.026909955063953616,0.041321568957818154,,,0.05083736656269308,-0.00949135837602598,0.011112133359270495,-0.010479586227632625,
CXCL10,0.0040436680762479926,-0.02260707128172504,0.04036967366569941,0.07819174767736123,0.1008292347436012,0.02756771236971917,0.012829251479047944,0.104380193071011,0.017426915184708316,-0.04275652636490072,0.03237100332325963,-0.007575953649000561,-0.02115690512918295,-0.058049038048116564,-0.03808143587260311,,-0.041499833026642195,0.01336980367598423,
RSPO3,,0.030228669855655445,,0.043559092220416734,-0.01980418891402218,-0.05365711390281912,-0.027693395872355087,0.05769244761017036,-0.06055674928485578,0.011304118264281201,0.023318584075858753,,,,,0.09014985785903808,0.12349957369196149,0.06631120332465314,-0.022591458449325322
CORT,-0.02656004579744102,-0.01928202695226492,-0.06459872864799446,0.02974949961807742,-0.055138966166025864,0.0020587695627217522,-0.000565900434816991,-0.001697926524561646,0.0066558556121082135,0.17083329490479657,0.058924411251586144,,,,,-0.05325242469428474,,,0.10502339221434245
NCAN,0.021816617604571546,0.004173401011483671,0.016605106117136476,-0.058000498082840364,-0.08366456024422057,0.009732705366728933,0.039967909901877895,-0.1280443483622413,0.003942548876313408,-0.049726328774254654,-0.02322327840526009,0.07486536158017305,-0.3431314194641287,-0.024741090337053125,0.013908881092061351,-0.0008929493936803294,0.05065584358133606,0.10229186984700353,-0.039787849957884494
PRG4,-0.02184857613956737,0.0012844983765477463,,0.006186740610438972,-0.0167227572481997,,-0.021273042738073254,-0.04493324267084177,,,0.01788963357455621,,,,,,0.0036900816483820026,-0.037209643391203535,
ZG16B,,0.05915045212989206,0.08383264380028986,-0.021187136309591233,,,0.029600164559118586,0.05456213076215992,,,,,,0.10659842883747253,,,-0.021731949129059736,0.025027710006231153,
TGM2,-0.03319367231891049,-0.1126942286301007,0.007618114142190157,-0.08226478285142554,-0.008942549659094287,0.06791236937699544,0.005726608148532819,-0.03196728070518093,0.04457778592305489,-0.05018300892944438,-0.06144709931255683,0.15858702607144784,-0.09970703920296024,0.041862020242584105,0.0014512741683073427,-0.03516176612799519,-0.05168032220858541,-0.039202933454551864,-0.02667136060078874
VEGFC,-0.07027823056919272,-0.02620899932791906,0.004296720836862545,-0.0013185385680249035,0.048366556794153075,0.021867201072362733,0.03805971733987686,0.05625712373421912,-0.009112018307279264,-0.019135846083282653,0.008422531032565295,-0.0500053732443216,-0.08931767682793687,-0.03792714580147065,0.021175830761953826,,0.02458493573164238,-0.042668542505534084,
WNT6,-0.014855570216534816,-0.019383238606630084,0.05300114405482837,-0.04603574885815885,-0.035552876296076695,0.09706287107805957,-0.03260678910251325,-0.04371656235812254,,,-0.029283080059412447,0.029699735043185654,,-0.03799606282522252,,,0.11862918299100096,0.08856179217934829,
NRG4,0.010674378917491876,0.03736093380956817,,0.09042895031252651,-0.020342469639785955,-0.020297521789154584,-0.002926913737232132,-0.022243314398960337,0.01908014097028751,-0.07334862106761962,0.03287065319152594,,-0.03529862465603655,,-0.01747409967934626,,0.12870200555144604,-0.045529288110773704,
PMCH,,-0.031754539153116504,,0.0010007064997118189,,,,0.03803529125283681,,,,,,,,,-0.01527010649735386,0.022929641650016572,
