,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
CEACAM1,0.035195618330538504,0.031442341594614426,-0.013221175199477332,,-0.01813774207783637,0.04117128775948542,,-0.03191522862373274,0.030742501903658712,,,,,0.006090801026312139,0.11103724669554428,-0.03674893972794635,-0.021216258619177163,0.017487071306486083,0.0775057769634798,-0.0348312532355695
PDAP1,0.0067854390504335175,0.03662067080602603,-0.013860398112330141,0.0699832203010634,0.022880543082887995,-0.031132574164852045,0.09374015519266551,0.17178714333027528,0.04012010501701716,0.034015457545973585,-0.051130541124435804,0.05983017880910292,-0.006770846576286467,-0.0205029954143799,0.032588720591640793,-0.015397279125186453,-0.017331665637172387,0.029028029895586588,0.019044121733308373,-0.020268534758070507
QDPR,0.08920862118910501,-0.005535630803788705,-0.04973623295052355,0.022179516834989865,0.004665419299992342,0.011983910763953264,-0.08790759394509806,-0.2038612567363971,0.04573724118100062,0.03232513087655452,0.10292889191348556,0.022847426007687733,0.049172337784896165,0.1718400330683607,-0.05874541104229422,0.07337947075929237,0.11878370004410185,-0.04082626162739389,0.025131760619300347,0.010678411237932228
POMC,0.037324270017261095,0.05213164570697166,-0.00986997553242484,,0.0027345760155123317,0.009177642841421616,-0.002717040563195887,0.046191972983183324,-0.0257059067559881,-0.0024855177967227026,0.031751696155464464,-0.030066744929095578,-0.009073577430018076,0.1060154834273677,0.04255011015661776,0.010322371423705975,0.09439792391910248,0.04588941239368484,-0.0011252377758402313,0.04399669860662019
CCL18,,-0.039936685492758264,,,,,,,,,-0.007625517178284935,,,,-0.039420577241756086,0.09612050017982608,0.01613247775643708,,-0.06500647272212062,
CCL17,,,,,-0.03247575351812871,,,,-0.017667315953949398,-0.03692846890579875,,0.041566920312982474,,,,-0.026071594038297147,-0.04500860644215715,-0.03857561815836362,,-0.022690586752090146
VEGFD,,0.01010101190694286,-0.018936680917251696,,-0.02568472070167132,0.046748888710896004,,0.0420804549728513,-0.019846072363650873,0.006216268740260598,-0.02348394085880299,0.08312506994030204,,0.049207875733667375,,,0.10887909271478162,-0.04068537081880663,,
TNFSF13,,0.001879297194241002,,,-0.01656446354584288,,-0.02010115165096689,,,,,,,,,-0.031194136863411877,0.03773261062119465,-0.029321036805909573,0.022153511815662576,-0.014136229628592213
WNT5A,-0.04524098006966109,0.009040960083388255,0.04322867982293696,0.09152778070911373,0.026048602558505395,0.039059785357935334,0.15059315521348854,0.14846808804040523,0.023163753037409546,0.010289399652556087,-0.02106545135553684,0.0654670601547879,0.013813989706930072,-0.1257064158068325,0.10264687489474734,-0.004870732379344022,0.0009322729458305374,-0.031873822709980015,0.09912023713938,0.11492780497039323
CXCL8,,-0.0264020827484195,-0.01773118559804074,-0.08635020039299666,-0.0076116259002738905,-0.13276529582267413,0.05291427292616833,0.006851482505690675,0.024774600557088865,-0.025225037813669988,0.008285139080040764,0.01867484128157603,,0.010017663346653886,0.018267849602483944,-0.08063192474159307,-0.1803743095971571,0.043230579237128496,-0.040871275318458994,-0.024337598475817727
GRN,-0.0043982368574548465,0.08287733800253483,0.014616238528290684,0.060875812522878915,-0.0007987525903227137,-0.01950163452449695,0.11574813983198998,0.1481875605199403,0.014432087005194723,-0.05329784382785469,0.04312893738020534,-0.024013112029242622,0.07388874655419274,0.005677684046858814,0.07174827383133879,-0.03943753693111521,-0.03986668937515828,-0.003499077666464231,-0.004297798752630074,0.07572638163407334
MIA,0.12635200134598318,0.030517193313649226,0.11737797731766741,-0.05458107736869806,-0.02041260614206838,0.03975297627465678,0.09834425089876818,0.14710503606082626,0.0029289973857276,-0.03080630226266776,,-0.011051751450464435,0.019341666611725466,0.04088316253161617,0.054701576182655746,0.19365545659017083,0.18802924023834264,0.03879892817116303,0.09132582261903802,0.06920089847254317
COL4A4,0.019985471434209482,0.03718103534953831,-0.004217757129223778,-0.036606380944474354,-0.0028425698860522846,0.11098658917795337,0.11334643530914888,-0.019397571406466734,0.022312366100778133,-0.05175213785733465,,0.011825542192198654,,0.01092082179642752,0.046282683648939706,0.0586308307670635,0.0677000763422794,-0.05942262151186606,0.11530355755077769,0.09606651119925161
TAC1,-0.024390697639716737,0.06446709092280227,0.005576230256808382,-0.00045861759407053786,0.02287625085753327,0.04669016310871642,-0.1565813391430935,-0.11621464109897557,0.015313626077829452,-0.0380698118598824,-0.04423598536215263,-0.06499448047167368,,,,,,,-0.014918175583942915,-0.02982908356159689
RARRES2,-0.05376170448477573,0.0002710404673880186,0.06886657265612545,-0.031808895385822426,0.05734323143448872,-0.07172487527419465,0.08667582759671798,0.22453737442461025,0.05688489566450518,0.09081777987432961,0.004727613839015389,0.10331553433372243,0.019746997853737187,0.009975830234837509,-0.01892413423151201,-0.000348907460563859,-0.04209233427851007,-0.07334331126881247,0.010039386949568975,-0.02687057241031005
FGF7,0.10448232204457793,,-0.02137354595762841,-0.010721082850912321,0.030346990376994724,-0.007652406622367064,0.08449518978645394,0.08565308831642916,0.018160739525536616,-0.019195097613020393,-0.03037166383399092,0.025275989831536918,0.08952709480374244,-0.004284219534688588,0.052866914312341556,0.04784235422752552,-0.0005626463177842854,0.01548195851350791,0.02568136910002308,0.043914896185150966
EFNA2,,,,,,,,,,,,,,,,,-0.03948386863244717,,,
HBEGF,0.01571984482810644,0.07360157538080257,-0.0054257969411508475,0.03439086950144173,0.011825627603403178,0.021665282332979298,0.07963813125959437,0.04628641395357919,-0.018115076414927916,-0.05268113049603827,-0.02199223337386568,-0.02207751354122909,0.054131582571946675,-0.021596742671077564,0.05221550864321363,0.057743966683291924,-0.012780459625105984,0.02806988807144056,-0.004355185109245119,0.013899534172434173
CSF3,,,,-0.03393214279195684,-0.048173418908335715,-0.07884753278944906,,-0.008243028835731603,,,,,,,,-0.10073003048450609,-0.06260092993872717,,0.013903313326006458,-0.023889687413792163
PI3,,-0.036489090676477653,,-0.06682528337139558,-0.025560618729601744,-0.08389064830772773,,0.07069698288380369,,,,,,,,-0.1391751578907612,-0.1593643004649369,-0.0027468729421708167,-0.021974014853208438,-0.051904354179582175
PCSK1N,-0.07664218116554558,0.03929912900795151,0.027179643649246788,0.1551532824483811,0.01930328574164222,0.02956635121702588,-0.0396141643959839,-0.04419582913476996,-0.008710443362837434,-0.09451657857773395,-0.07044345558917672,-0.03430302192933842,-0.05558494657850112,0.009006523496239751,0.05844260712739165,0.09448406405524608,-0.027920915185924242,0.09142992668397948,0.042757585997675644,-0.011386687851235354
NTS,,,,,,-0.013476599760298722,-0.02334771633680257,0.022697507634150578,0.026198309141032678,0.036095230215833,-0.021143090451072044,,,,,0.07384606920024271,-0.02998015865877645,,-0.024423878415166942,-0.02329287542299036
SFRP1,0.0809366828272956,0.024241166608416867,0.01705665370502769,,0.07775760686830119,-0.057519742535390495,0.023680165116109243,0.02282729136528401,-0.00999955370873403,-0.036928469277698765,-0.06168466287107854,0.022842985403585432,0.16774679326228234,0.09042882360918779,-0.019102815378860074,-0.060132327808759684,0.014518709966263225,0.04356295392520924,-0.02203155492700067,0.01482852034297085
CXCL13,,,-0.031969935919464905,-0.02463875061284257,,0.047944711884801094,,,,,,,,,,-0.012937148663202305,-0.0837380441980234,,0.03894348746807713,
MICA,0.040089546308708646,0.08087024585638625,-0.012410203362342062,0.07401684958781893,-0.038700612255507354,0.01820096801573623,0.016487152733582453,0.1114328814684522,0.05886850540946011,0.053919063969276176,0.015766349945252486,0.04527661252137216,0.004669013548840904,-0.017067897749658858,0.05901951074951354,0.06846052923400306,0.004521341660623311,0.058410687356473166,-0.026745902293312807,0.05911028504176567
TG,0.13427556101139657,-0.01177141001075941,-0.017978134411990317,,0.11513763566070497,0.0830246425658111,0.0014356638206302348,0.04096070861226639,-0.027836703328060337,0.016732967559866946,,-0.020196058220669947,0.025746377590027777,-0.08211538696990975,0.002685961658028386,0.09006514684389624,0.03944812789974955,,-0.024339916366371707,-0.046589447232717456
ADA,-0.004966628576645959,0.044907159438620066,0.02319617291018503,0.09342825300442749,-0.012100187342166592,0.03426063331592284,0.027155148326789537,0.13130609344410707,-0.06255917442614986,0.012565931002853527,0.04471241503850896,0.07094998962924469,0.05347022506003339,0.09641749115952104,-0.012740173250938066,-0.04521230775210578,0.12812833314657146,0.0037507809087054295,0.010089160647917882,0.10806899870021996
LAMC3,0.03187791533918216,0.06891055166806401,-0.03196993603971898,0.06924498291966859,-0.004230033778613231,-0.00015253518737466096,0.044338674187061264,0.1465751370586809,-0.020088550920393328,0.04974416072007054,-0.010237078005994873,-0.014651330526920456,0.014502244806145889,-0.011136658495769985,0.03788852233383471,-0.015213937204180095,0.0433261683590856,-0.013240653798306135,0.06683568282790121,0.09197285545559244
CCL7,,0.05829931825781255,,,-0.027515043622692806,-0.04251446136583457,,,,,,,,,,-0.039075309944768676,,,,-0.025034076670204075
NGF,,-0.015922939317300665,,,0.07291166130408659,0.028313432051639262,-0.025716974420354213,,,,0.029101316328711636,,,-0.0780906827002557,0.06844441608546102,0.13641555210293127,0.05722076788685075,,0.06743770780657032,0.1833864889431263
TNFSF15,,,,,-0.030639346817413274,-0.002073800838016807,0.04335619787466495,,,,,,-0.0022707888419774102,0.005355481693510369,-0.03525061954682733,0.00011449627183671203,,,-0.026671142105026573,0.019663475391660145
HMGB1,0.008927559961208155,-0.0036316104686810228,-0.014296635765726337,0.08605260051603748,0.00044957948403750645,0.025467232580367233,0.11777018796470591,0.11726561926420605,0.017038862264766575,0.05802389916615067,-0.024878352976951863,0.043154852571056015,-0.013906663034410847,-0.07215523644482431,-0.06413363046868976,-0.11626418677037197,-0.07730331079728242,0.03010456870690913,0.009244487224458744,-0.08552348057902284
ITGB3BP,-0.025964377073430245,-0.021970698359722273,-0.05293020038113381,-0.03579974601523166,0.025071022426180492,0.04603121294334244,0.0889544964722448,0.14115217837929805,-0.007083532437463573,0.043480983493451156,-0.0642040105295893,0.06427622952609538,-0.02155609972565579,0.04210887674815473,0.047072374775525755,-0.018427053534387415,-0.006713092171448173,0.03469864281922001,0.033621295464694535,0.0031940163755804067
AANAT,,0.049492907708771794,,,0.016107099009983947,-0.0324101138746694,,-0.030106998563572383,0.01941732634202334,-0.030806303976192946,0.08711798661364441,0.014715855308886767,,,-0.00793152493029155,0.015420175372831833,0.040695735835110616,-0.023766979864670787,,-0.01011206677695038
RELN,0.07492114982607029,-0.014494545823904357,0.0716296620856751,-0.038212777363322854,-0.035531044102212146,-0.002296605706394533,-0.04855679787932979,-0.07836254828932693,-0.011661332110038218,0.050069869313403424,0.08349899053886141,-0.020323446889004955,,-0.07686634719122906,,,,-0.0076120247928026345,0.06487705591017386,
IL15,-0.03561166582775472,0.07933289398287847,-0.007944386286762339,,-0.02086825462989614,0.043675264497118456,0.012208548985772475,0.062191384820699996,-0.03595999292327609,-0.014740628075105048,-0.02761001302921317,-0.008848650938173932,0.03617347365123767,-0.044370702338560886,0.027245051340006154,-0.03248645470934175,0.03690868295076518,0.021329474342566577,0.07369016439941117,0.060283776345905524
UTS2,,,,,,,,0.09388254253587838,,,,,-0.0734822816369738,,,0.12107772975627404,,,,
BSG,-0.03924253077431094,-0.01371345401059637,0.0172835524830167,0.058092876500451016,0.02427460885677727,-0.03420921245323094,0.07530515603737895,-0.019962580469506025,-0.06007020021454547,0.003165338641738542,-0.033787076524989024,0.10469880904032947,0.015688362426347243,0.02447048741312216,0.14291451436125197,0.038564938516546646,-0.056689816977024146,0.0851174095378989,0.1261743776911073,0.044400758268763205
ADAMTS3,-0.04949779073769265,-0.01812543987758169,-0.02115495450292394,,0.01785835595510005,-0.02816276927430662,-0.0146405840585736,0.2076453747149918,-0.01713046694142327,-0.047155078986027964,0.03655446180452768,0.055113863208066625,-0.05232193410401709,,0.05276265166342065,0.007823110019921534,0.11956836956846528,0.020852142080015644,0.048006103619288934,0.033299019431017915
CD34,0.02742800519600973,0.0797549295845331,0.011873333337250358,0.0806631241416662,-0.04147595372789765,0.03285612540865868,0.01312755008033661,0.1257263960289209,0.03470972747200866,0.005944226370255811,0.02847954473645939,-0.028925350769569126,-0.02383783600965644,-0.061233849659534136,0.15536891604695524,0.024359006553476663,0.09325180877001467,-0.025058152046589514,0.046867501966989376,0.039341856739217126
CCL23,,,,,,,,0.10719271879658894,,,,,0.047859865044702944,,,,,,,
PLAT,-0.015978046157033143,0.09065781861797598,0.049820823347039,0.03676572983247731,0.035967789561377625,-0.003361174640204421,0.14586237108423172,0.17793134746068473,-0.04903479784791472,0.014469479485703901,0.05835049818532988,0.04181241120095859,0.04161401827648052,0.05222306894716411,0.08801928047433756,0.14332976569083297,0.13683436300296328,0.023660355305395585,0.041844284577740636,0.050492210270657
NTF3,,,,,,,,,,0.03610136957177432,,,,,,0.02574369442910336,0.1932330231066764,,0.04920499506191669,
LTA,,,-0.013221176556206722,,0.03115853427419945,,,,-0.001208935430448294,,,-0.011229986243715698,,,,,,,,-0.023319470807661592
CKLF,0.0008259778611056748,0.041623144066773046,-0.0236666600318259,0.07046929523575883,0.023272449178664164,0.009405082189132868,0.14062554435787067,0.17510953025373355,0.05234460126692744,0.05875603447950189,0.026520953668840542,0.0899021372525044,0.031565106225056816,0.10038315961267713,0.17919620716340065,0.0341477144460577,0.0913659166373414,-0.0070930945945769635,0.00306667297976831,0.07117308401971198
CD24,0.14235106459448835,0.06668203526047586,-0.024760437324114336,-0.0064845527684492255,-0.0812107242821082,0.09511722895539351,0.10032232682650584,0.05395823541080295,0.1000816202349995,0.07489640264401995,0.0022721707139620444,-0.020825238105036465,0.08753139965267348,0.017833494163495032,0.07417760297950651,0.08387267092060008,0.04449730577002145,-0.03032929439685503,0.02482482141754296,0.048585439704167954
HSP90AA1,-0.00451844681738505,-0.07427233945093571,0.03020852301250843,-0.07419102264296885,-0.020025895078589217,-0.09791560669969054,-0.1720395049783416,-0.2100919157767148,0.10648337800424759,-0.002140651291455214,-0.05940746800747408,-0.04494045922917235,0.022624012612181586,-0.07758816994884735,-0.029592678111197132,-0.14898132794659233,-0.24624220957823234,0.029894299394617036,-0.007285583838231707,-0.09654486206347938
BMP4,0.0030351525068964685,0.0692965390838201,-0.014015222175024121,0.03859719605867044,-0.015808861248915035,0.005609473433195971,0.17950305386880494,-0.03003564521715624,0.04294218266276438,0.010147620008403623,0.04012410289756131,-0.027305809316942296,0.020109665612404973,0.06847221408348002,0.14877986966648118,0.07864992881591336,0.03617872905646335,0.022369995526046023,0.03329789775646913,0.09540836710184616
SCGB3A1,,-0.0010363710944561295,,-0.036270105081498784,,-0.010427724228220941,-0.0020291993646376523,,,0.007862925912171748,0.07735260858097294,-0.022360707892334155,-0.014840246476388633,-0.014327898716140297,,0.016733978575255798,0.012975841163383885,,-0.025016859416011367,0.058180501122364864
IGFBP4,0.001482507867361158,0.09550588970151926,-6.151193610704544e-05,0.026755285657146567,0.018282176660753748,-0.046504294227865256,0.1576698563653436,0.1669498536957222,-0.007661348042874426,-0.0026199690435445185,0.022794216718314744,0.024967350673891366,0.04539878295169199,-0.031532089539961485,0.04848881155439557,-0.08874982381678889,-0.057999111601138485,-1.1911597607880143e-05,0.03841689138291453,0.08834167234848571
RSPO4,,,0.08249668677721156,,0.07738758775929837,0.008715781329189917,,,0.04561448056480579,-0.0033415153453396954,,0.025517592016636816,,-0.07193312502248847,,,,,0.002325091383464997,-0.009243333103312264
LEFTY2,0.04010437254955022,0.06730058317506578,0.010425188526094954,0.1108969920728285,0.04876259829560334,0.040862831054126976,0.09867666131770307,0.18791899423953395,-0.008548391618833242,0.021371449763776956,-0.021143104372394285,-0.005199484935796225,0.036660526674634875,,0.05080481706633936,0.017833079015646756,0.019031377814122324,0.011215915499136888,-0.004994426448112686,0.08047109698077275
PF4,,-0.016053072395041505,-0.012026457023707748,,-0.024006333482117188,,,,,,,,,,,,-0.024163171291839113,,,0.012814227900500021
ANGPTL2,0.06253467066422565,0.0660036423206886,-0.011831262660843465,0.05231752262552253,0.04053852117703175,0.06687733201275496,0.19547953020050343,0.15455053683199316,0.04245610879866528,0.024784408949561965,0.07262592879110769,0.07683570071131883,0.046016510731112584,0.03958426775604664,0.08461651351223816,0.09798007965803579,0.07804318016626392,0.05156103308975353,-0.03476839090317989,0.07946966562402925
LRIG2,0.02997820670472459,0.03436929770533442,0.020554334579599542,0.03704356865896375,0.03420220957530281,-0.02503629312553252,0.09253030091334268,0.11833821936769515,-0.014534826173370718,0.02985785953448047,-0.01672385568074172,0.0266070666210454,-0.04162225443077413,0.0647164943818522,0.12869793169698338,0.03107359166092752,0.02660213567099171,0.010317553181018325,0.006673243949372639,0.01831177256439308
ICOSLG,0.017005837965618296,0.06716775777498776,0.02714205013565679,0.08035687165138404,-0.05182488639373616,-0.017077911593202377,0.10055089750329975,0.09354349964369127,0.009731868070228362,0.06728000612254328,0.022893185231436942,0.06071080355197152,0.0021816446675016017,0.034004710019318124,0.03343296545138084,0.059866692688847686,0.1489349689939987,0.034695469065319645,-0.011857246770381712,0.07980897578594076
WIF1,,-0.040113540986314915,,0.05128386292102648,,0.030059656039159686,-0.16347125363070203,-0.14349917301616275,0.004816771038092209,0.006856102040749429,-0.04843285509780626,-0.02740617904574647,,,,,,,-0.012714967936243105,
NPPC,-0.029326933283021134,0.05026455708819424,,-0.04550384913166521,-0.004881840345476164,-0.03187321432218403,-0.0473514768689775,-0.050811981193267776,0.02911798177443141,-0.03611336754178125,0.014087228861172564,0.06291119670232678,-0.03314861545305534,0.06466478812152002,0.017203779741143274,-0.03541199190980362,0.07181703874987204,0.07056152390118757,0.03544249567552846,
LYZ,-0.01885770427220761,0.02894291647741913,0.006121690041943801,0.07377319430507147,-0.016636549041127408,-0.025582011366893125,0.04711649036122104,0.15203411048385918,0.012957368562739335,0.05249453710114372,0.017846320220633274,0.05170100021939287,0.06366178068091156,-0.016279492773491295,0.06396050988274529,-0.0002551860180542729,0.05593862185291681,0.07688085478543183,0.021607808912567635,0.04331044498862473
EREG,,,,-0.021410822606952692,,-0.021465538386593968,,,,,0.0025444311741243805,,,,,0.04967101737682794,-0.047274996674750006,,0.014628794847845274,0.07001826060902924
SPTAN1,0.024484493794086386,0.06676869412661378,0.058893926158466975,0.108534732724141,0.03368969391399222,-0.0018337708162362318,-0.11050088909552842,-0.05342711807280133,0.01264318725764098,0.0034467255524200284,-0.05726717286620853,-0.01018365740220999,0.07132375322128935,-0.05342945613098469,0.11630412304104018,0.11149096730799087,0.03196749150165967,-0.01754602368198242,0.027873816616798837,0.028140112783088388
PTH2,,,,,,,,,,,,,,,,,,,0.06741590349319558,
LIPC,-0.022836420184035606,-0.010484269730304665,-0.018100460569545656,,0.07314599402467335,0.06963435119726381,-0.034456262289167976,0.07720123482886551,0.003637516483881359,,0.03221126864209221,0.04867797150056709,0.09439173555476173,0.0015962852813507437,0.10544193969792443,,,9.9099465550063e-05,,0.02322203365884778
COL8A1,0.10185791623438054,0.05316536432196962,0.06073605058502398,0.11337386780295734,-0.0031066800459922874,0.013599337023285776,0.16245484343928218,0.030644160301880434,-0.01369811551014342,-0.012886450895607138,0.0017915110002972375,0.050553106370827425,-0.0007119413392100028,0.08162963664411267,0.08289619579256385,0.133086023196187,0.06201354093811598,-0.008454332918113715,0.017905918857396064,0.08105423600345682
GSTM2,0.06755753616808974,-0.0026330634055533064,-0.0017208676714423412,0.03995871328298761,0.054505848137042685,0.03244182381852428,-0.018789314779406666,0.0073636041047008775,0.004765523974094979,0.036807819295155364,0.012124985915046781,0.012777000459850403,0.03627045581606097,-0.1191085348498577,0.045980226761770535,0.062120763977425254,0.0683060719779362,0.0029667599511591044,0.009159126665130364,-0.06660822926153144
SPX,0.012979323882334583,0.029960683801117546,0.002023099954500088,,0.04460614558884584,-0.002063721632755889,-0.06309246872537942,-0.0825330003434813,0.014061294052294136,-0.013537746229629362,-0.04049203302433107,-0.064193309583925,0.02662632802487477,,0.029326005777325,0.05383294374124688,0.019378487292418256,-0.08964010499720375,-0.01234874750103611,-0.018335400272788578
MFGE8,0.05159558722083618,0.0328649650732989,-0.03768891621557477,0.040530694982192084,-0.048600469246615846,-0.0013570800146133432,0.036218496629703834,0.056068576985698365,0.02018428253850997,0.009032519311290243,-0.019831655951858665,-0.04781728865729186,-0.013821166437195652,0.03023094059135314,0.06367461212952445,0.030786730770928045,0.008676899045815414,-0.016065227493208108,0.023232170396242313,0.05869820455854423
TGFA,0.049322654133728674,0.040548666112933916,-0.02203737875462231,0.05682903964526819,-0.036389206938871384,0.08926914169753572,0.1203826229695284,0.09704380635890711,-0.014856292060397075,0.047557138945900496,0.0036486630617504723,0.022993608121841737,-0.05902040846396722,0.18581392822037285,0.03908532347563339,0.0424814439486913,0.07458753272068018,-0.031130133383769843,0.10373029982270945,0.046488318066136944
SLIT2,0.05009625696303419,0.09887379266691915,-0.009985527858228687,0.11279506799437566,0.06711203327258564,-0.013582419238616538,-0.06205538063730914,-0.07946161683949993,-0.025558384327199847,0.023706680073004922,-0.07083814028472099,-0.07208194100062029,0.013834912906571333,-0.005006350723122728,0.14018012457845835,-0.013731467285884695,0.059243088301937835,0.002636024147214886,0.030385782904748557,0.05581828725028742
PLTP,-0.005177428299902794,0.041288282799296805,-0.01299729439666094,0.07041319009763503,-0.012824337835538047,-0.010687738377279488,0.10710401518746857,0.22414521267665105,0.05270556141780148,0.04614667854307797,0.013433701898690305,0.044124016726232375,0.007885073976386941,-0.040890057109877254,0.02565402265147675,-0.04299611212654225,0.001443667609645593,0.016795810089068147,0.030638859412159963,0.05499264379521833
APOD,0.0699970169783568,-0.03857243810626841,-0.011893492314136316,0.06922588800815913,0.02911417335077376,0.08573284405436038,-0.07372518708662494,0.04458175893587835,0.06069276134672819,0.025272124169227007,0.07210159135149138,-0.0952666506219469,-0.13552599426635695,0.05795575777990115,-0.06780058070877971,0.1776710900532702,0.17892429646811134,0.03193954062613447,-0.02846955637426606,-0.003401124621495302
B2M,0.14210584494530554,0.13781641776868117,0.021125669226362137,0.06973209961557328,-0.02790201533187733,-0.0413079500113783,0.1254087400154811,0.2340136630033055,0.11993814229724631,0.0893784093428795,0.042541756352677894,0.11388203866305975,0.03603261943300835,-0.016827805050007402,0.03026046509439465,-0.010571838382991647,0.10496453745521445,0.05141932117413833,0.0247867390305917,0.05219461363061688
OMG,0.005482961433021537,0.030384781357515222,0.03037816344451069,0.028553424511718113,0.027413640401347947,0.09399647086496228,-0.028256699838383637,-0.07553120854018999,0.03931748041708571,0.03817577005120704,-0.01648264030090494,-0.06300209312629872,0.015787091103473424,-0.09283722964568357,-0.04335202526225471,0.10720151853439946,0.1905610462397685,-0.06324077404931248,0.04817308078034741,0.09406167053060084
CXCL3,-0.02274772794561372,-0.032553412474777214,-0.024725251104319338,-0.0468975199490206,-0.007205196402873516,-0.09404394516065451,,0.02027429831801405,-0.015003224830003447,-0.016886555096128533,-0.030618555730913724,-0.007475716679135066,-0.012840477225892512,,,-0.05535376750641134,-0.0051348102837941,-0.033602195001130125,-0.04955435115834058,0.0355764117780268
CXCL10,-0.07392504776398069,-0.003194022030084641,0.02935947763813525,,0.0012675203581905426,0.0028797649020120835,0.006640197260883373,0.22997591392910435,0.05756747091243411,0.00015723291462891342,-0.03199379683843276,0.02012370441576134,0.032032861994904474,-0.016361408549172226,0.021194841048482477,-0.04035027039543128,0.03084198416710845,0.06107535349024836,-0.05096859606412931,0.0554362962798709
RSPO3,,0.026147945185798223,,0.04200171603773665,-0.01695372377069777,-0.04121122476410258,-0.06279913593696874,-0.049437288046196994,-0.014794881317162804,0.013036405959258812,-0.022390927659744965,-0.02411641818526941,,,,0.0854322118177064,0.157789544905112,,0.09570379334870929,0.025741033035894437
CORT,-0.028247414771034655,0.019838587316590394,-0.021478490673849212,0.024374830958329957,0.01902045208487784,-0.0005657246536707173,-0.04373478088971746,-0.05755671334113593,0.004457865178367218,0.03902154713310674,0.09386339857531757,-0.010483408720988203,,,,-0.014957894128629337,-0.003813018482044602,,0.0022252183873173476,
NCAN,0.06822327026939398,0.07734169396654848,0.02582300374057997,0.10072445795644487,-0.010738358337558302,0.0392320969198438,0.11148771213011947,0.08904977606324616,-0.09905839807987138,-0.027748150780661823,-0.06991125427930493,0.12451990244504085,-0.02346763903604342,-0.010366273448231331,0.05656102027493033,0.1744313995736435,0.16730755079772658,0.03908024752912594,-0.018395233516918012,0.009993581441007105
PRG4,,0.04985148040846171,,-0.008829037715953737,-0.02751504791050391,0.0047626211622715225,,0.085044845490864,-0.019331360581477657,,,0.10744905789633934,,,,0.00302112731409125,-0.05588050702257589,,-0.001956128725997555,0.16649420646632312
