,UKF243,UKF248,UKF251,UKF260,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk,ZH916inf
DCN,0.01190937790813292,0.006236311266654784,-0.003998852967372289,-0.08614202865418896,-0.09137706527707685,0.0011778829086741185,-0.015851507393823426,0.014722475195296087,0.07406889076084322,0.04464423616537839,0.10403513019165286,-0.08015383197238156,-0.03557603047654722,-0.09249407362476081,-0.049839132987786035,0.02173739012123466
RARRES2,0.04013042940671678,0.02375580449726713,0.0179048568763901,-0.006450784443181202,0.08509242390843698,0.004569606944902445,-0.002857804841584236,-0.012458959583637054,-0.018950707784836072,-0.06366234190497189,-0.0852326583501313,-0.04747781521372671,0.14974253837732476,0.1688327742963181,0.091021091259087,0.025684182598498254
SEMA4A,0.014187915198211307,0.031285605037336905,0.04977627729030943,-0.0038974199693706923,-0.03891134225919023,-0.009593054756917052,-0.01417239466828968,0.014760614473018251,0.039702381038831426,-0.0028815042414374924,-0.053799935601014384,-0.042701825718816123,0.06613816466248913,0.09452995152662566,-0.03731719244243925,-0.05909343172202738
GDF11,0.03688357602726682,-0.00451058353105559,0.03438351126406069,0.029439187229942206,0.1432691580757115,0.06889064764567984,-0.012054744111242922,0.05677261734915259,0.01617188535769206,-0.12067928638809379,0.12375148421234636,0.0803322279728871,0.06545761275869577,0.11206520334665622,-0.060587475182624966,0.09040511598181107
GPC3,0.027863770445207398,0.009603150698603838,-0.020967910311918397,0.05199754646859617,0.21751960774334295,0.008807748285474232,0.001657886934279532,-0.051430191953419226,,0.042791209743276805,,-0.0013859538727364947,0.07396797926150075,0.0617246151776671,0.09265091792470827,
OSTN,,,,0.046083303841526035,,0.08340637988992676,-0.010993588515834285,,,,,,,,0.007442007412462907,
GRN,0.11122465735399159,0.04088574260007897,-0.03316385344725163,0.009440329369070827,0.04175266209926322,0.048119560403492766,0.07593418823388852,0.006616125371465062,0.08597527906120785,-0.08697275205402256,0.06504519338447202,0.04840691263727288,0.08515532805752164,-0.018465496430935643,-0.08713977183439675,-0.029598265130005318
CALM1,-0.004682051996565342,0.01457436696376008,0.0058351672740991215,-0.01036030580510986,-0.16182177512506898,0.003653100285122407,0.06325841322557892,0.014704884757516683,0.05085710054270364,0.013437225224712133,-0.06735771300764674,0.1019015420316367,-0.06648172278832042,0.13546595868176,-0.21862223799766198,-0.05474327459223095
ANGPTL4,0.028907385362288013,-0.003172392402813867,-0.019735623102052915,-0.005296714375610044,0.0377242607816258,-0.022839163392400868,-0.009781889424684083,-0.014993003804086608,-0.041469812399726684,0.07316189954757847,0.056061070337140535,0.009108383176192576,0.17614823494759338,0.04339225440861762,0.15610313990237284,0.019237063530066864
BMP8B,0.05290394491585491,0.047043540560578224,-0.02772752907072847,0.12025394593731364,0.17578312843818533,0.055805736486773325,0.05880896611540515,0.02108909467656021,0.04491883865832698,-0.005290355731280709,0.015781619443601604,0.004484326211967823,0.01472802536498998,0.09073075122102901,0.03378391337005589,0.03754008794483381
TNFSF4,0.034495483735515774,0.028975862148273634,0.0398340193971925,-0.029962126994737548,0.014088829542335536,-0.031785821427221264,0.040365156482326726,-0.007665549830770534,0.046423811140366984,0.03108312869504304,0.04475948143424475,-0.06201331315542314,0.01694604715751665,0.07335251183078453,0.16006739814123733,0.1261430101330934
RBP4,-0.0020176227469560406,0.01791848745667828,0.0028184787516346947,-0.056774892421145744,-0.06202497885171514,-0.01094182642822725,0.02606436748716124,-0.009728252199405023,0.07416126147836577,0.07673345178450681,-0.006439184701339414,,0.014823693928162358,0.05450490525526399,-0.022845976710462255,0.023701307467974574
DKK3,0.04157331118249773,-0.013797390890256086,-0.052664496849528925,-0.03691991070706928,-0.17898154417571788,-0.0021731759443180437,0.0025939098594255586,0.0008205858017420442,0.07194105798809529,0.11396819535097755,0.09532063738987363,0.006464467487881744,0.032584673187631336,0.08183114723779099,-0.2064273261622853,-0.02730538879633562
COL11A1,,0.06595453806268294,0.0577564563624065,0.08513506115312766,0.2191271904224287,-0.0025821775493489805,0.02251810037215484,0.0037388109261484513,0.04065081176763896,0.15310478895301508,0.034977474758537894,,0.07593933707972635,0.09671329750426638,0.24054145665850474,0.008833675300361082
COL5A1,-0.023144545587819747,-0.001136525373353199,0.04154322800348135,-0.007936412685568111,0.09625906789103439,-0.01699003856756467,-0.0043703702367364535,-0.04629289633710493,0.04209031714492392,0.048799115074827544,0.08803205022943712,-0.04708963533393083,0.12929248568267648,-0.0263986187002401,0.08447644154571254,-0.05958165996420881
KISS1,,,0.041078286052954195,,,,,,0.08791020243201354,,0.012281772003999263,,,,,
MEGF10,-0.004817447030848368,0.0479827556006785,0.06863173954314156,0.07047746928628196,0.084797529950363,0.05784226671897811,0.08609592549334565,0.0007671031618919725,-0.0003403406245604587,-0.020793139849304112,0.007783186147351896,0.08881967839383637,0.0069083515341128955,0.13973069885760983,0.06593073923304422,0.07727649104421991
CEACAM1,,-0.048863005152500104,-0.03751022303997777,0.04968803989994627,,-0.004023563404013545,,,,,0.014765734040133921,0.06074884843905067,0.06421778942879515,0.023651219280104427,,
EFEMP2,0.08589741508783681,0.04274894527340053,0.007677007442798981,0.045456282811521226,0.0877010232008538,0.01833078501019893,0.029655539443507076,-0.029675698319645907,0.029825465591926136,0.024181847641374855,-0.027577601177829158,0.09417656868558309,0.07055884031213304,0.06910906449435322,0.1610409075184661,-0.04818318588911905
IGF1,0.010789758060942994,0.0017089592209455044,0.004926225574143615,-0.011266466305467937,-0.02529617836249149,0.03397903283196175,0.003627507085056354,0.016871202447688194,0.025960888069161924,0.095719913699827,0.0003918527181239607,0.0683028463495518,0.03675951531525322,0.12741160934725995,0.061251095221989044,0.1094360700558943
COL6A3,-0.0870433220638336,-0.010975962474907335,-0.055773607101503864,-0.01998690096520826,0.05633055513574461,-0.00934110552470654,0.017826606004455268,-0.011425606600891343,0.03240754197584106,-0.034076897165457753,0.1336605856785134,0.025992220765301197,-0.006987833912639512,-0.024424360351379956,0.07164901507608103,0.10564788899397441
RLN2,,,-0.02537617849351374,-0.02985386960134147,0.08284530711528265,-0.011153873129978712,0.003352692152567568,0.04137555960794548,-0.030993156090465695,,0.022882649475568066,,,-0.046273241157049144,-0.0038509461792410713,
WIF1,-0.038210194403259026,0.04122376391026008,,0.03731106565922938,-0.15280028292876385,0.0521731063638454,0.01588971414270322,-0.005627394663457347,0.012307755288600727,,,,,,0.03319819022886494,0.020194977102836676
IL13,,,,,,,,,0.01446864943898926,,0.05339725067831035,,,,,
PLAU,0.0832935315046606,0.07519774461567139,0.02314638464901205,0.016689007557418777,0.13423788682015478,-0.007304509575003803,0.009468176577513752,-0.013264906776446294,0.022354582238467504,0.10573496338060519,-0.08564568571744073,0.02150352053706802,0.13137501186234105,0.06482400409624442,0.09213710636163468,0.11817560738558387
CXCL12,-0.06713105373209279,-0.0011611632648387096,-0.013486708613258541,-0.005601702259387463,0.014526139336401955,0.03166625939858013,0.017372853235709588,-0.0005774959132743992,0.026935137305865765,0.04610368387827106,-0.1009465960910846,-0.018539457592949057,-0.00603925146315403,0.034637022819173836,-0.025439465224477154,-0.02247210285661144
MMP9,-0.00915540107697132,0.007876198002417737,0.014148476173185516,0.03292172068621307,0.11883513454314425,0.009312819158767482,,-0.009157638810421745,0.13362423767479104,0.1257077733893677,0.055629490947035176,0.07738794763981345,0.09373627682214652,-0.0919143982665281,-0.005816622841403841,
TNFSF14,0.035328884323609186,-0.03244370953578319,-0.08131438811183953,0.000823642509930845,,0.02179335618767427,-0.030039111014824947,0.04378354062236497,,0.038708545852775514,-0.059466697849511745,,0.03127517728023766,0.11673847656885841,0.014906694648500191,0.01045144731736858
HBEGF,0.08798617055683153,-0.016698825643844777,-0.006129046070195999,0.040295369420562506,0.10613124035977231,0.061670489454484334,-0.03773537308091999,0.0744993650633309,-0.0191053821765031,0.05234097008781957,0.06146960171443234,-0.017753328875496844,0.11496383542598165,0.07829501392608686,0.16466751369791166,0.17397700072878466
NUCB2,-0.08355198513366154,-0.043592352715740336,0.042651244383070414,-0.039808486807023355,0.009367380885404026,0.07606309640312582,0.06101825038198749,-0.03753747589663948,0.046108385645526447,0.027215604406146975,-0.03542720897511396,0.027480907637134087,0.012762793174650629,0.0727567047448444,0.027433455771583286,0.03428345007991457
VCAN,0.030594032844412793,0.03119214889813297,0.033445787785808034,0.07774004836721819,0.1860645294580044,0.04322173368195475,0.023016060220681124,-0.030202770171361613,-0.04827561951514976,0.05247313634964105,-0.020215740164160435,0.17241305852829186,0.0069976476199009935,-0.11958169750805649,0.0889047103698999,-0.0779693404672074
VEGFC,-0.027952340848128025,0.04065524286206351,-0.014034773518546524,0.05158398176264012,0.006857516520624124,0.040158169155754944,0.019815992450835783,0.0005265554498131721,0.026580420105285527,-0.06878445846592258,0.05062048605769578,-0.06232425306725312,0.0033334759161401475,0.044810947220961864,0.08433017500158678,
LMAN1,-0.015683783055740363,0.03137703618349125,0.009673004203806755,-0.04673947965469185,0.08025584154998237,-0.022327677684778533,-0.023417972864420687,-0.000625311182193157,0.0407762487190303,0.04817786476425896,-0.045091275666880405,-0.06548509931033629,0.03021377153548403,0.016512955361711074,-0.0005768305938864694,-0.05147343154046578
