,UKF260,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk
PRG4,-0.02079257192645348,,,0.05352255893759044,-0.020412439438437166
ZG16B,,-0.0018793688481469006,,,
TGM2,0.0926499394486171,0.0336671538732477,-0.01365442339120394,-0.002284741781087717,0.053577841612928445
VEGFC,0.02728535782247329,-0.02257158514642665,0.0397009603560487,0.0035844476040192822,-0.02771765028555866
WNT6,0.023861225773345665,-0.023624379096729164,0.15546350126583908,-0.005199390029290043,-0.025710510149356658
NRG4,-0.029616299611851353,,,,
PMCH,,,,-0.021976757245522723,-0.01940939128871455
COL9A1,-0.060842441989170534,,-0.01998748597196063,0.07451570659937097,-0.04512406909592313
GDF11,0.004450726733775744,-0.004059035003799786,0.04389954432012355,0.052725385050227426,-0.03449521343801826
IL24,,-0.013322655903965612,,0.0353523040601685,0.04831267087350721
SORBS1,0.020634361711939744,0.0406929949209002,0.018638877631756322,0.013358279508844065,0.016279593820818082
DLL1,-0.02941473286734815,0.003631812045157838,-0.05343772188377417,0.03106369875824497,-0.020881798493460238
TLN1,0.04142152945512596,0.0702484344496474,0.04917880584844956,-0.033279276966487616,-0.032092803665303704
COL2A1,0.0008032005796967809,,,0.0277145135850942,-0.008645713017210297
SHH,0.04336664994671358,,-0.10251835884820139,-0.02346800973938077,0.0079566284765494
PON2,-0.0793415859081563,0.11894323684196653,-0.060105813125076415,0.06341248267406482,-0.04190918662059593
ICAM5,-0.04924997690339693,-0.012611530750844575,,0.07830849126103999,0.05004153993210014
HPX,0.025315968889067668,0.08002774328198423,0.004929843432972398,0.002850185993883824,-0.013636923678903795
SFRP2,,-0.013148284579773876,0.033101844573580064,-0.006757078062110607,0.04714317109338674
CD70,,-0.02310125143690387,,0.09553628311098752,-0.05560739448236118
HP,0.14332027968899738,,0.0823125917007703,-0.030020108133178222,0.018203951040512752
CXCL2,0.05930895284426696,0.01020917181468437,0.14512685508602022,0.027441673556015633,0.0778740299814833
NPPB,,,,0.051044751566358744,0.031121555275318166
CCK,-0.08094750780147944,,,0.06857317646696293,-0.0387617504967016
SEMA6A,-0.05394947967245321,0.05296753921434355,-0.09926363059631109,0.005155136192557109,-0.05038126390336591
IRAK4,0.013893365267083636,-0.039870891955515755,0.012393617350539588,0.020532365727672502,-0.00846827249520165
GSTP1,0.00229162136887629,0.09241740261942714,-0.03833480750142408,0.05095679062469995,-0.04254785612211619
VCAM1,0.09676848382560091,-0.04124282827035546,0.05212227195785383,0.07538010014730626,0.0507062784914155
NXPH3,0.012587093448952811,0.053803135508242485,-0.09523711091171587,0.04810001313089227,0.031112950052096904
MTMR4,-0.015546789510130039,0.03024457422010175,0.012517002387122009,-0.03173638417164198,-0.01430563127195803
LAMC2,,-0.01935176423245959,,-0.02014428159230321,-0.01708427951980196
IL10,0.04569701213306813,0.03345455424676592,0.09527142438747961,0.011371531584319418,-0.039872428466071606
SEMA4D,-0.05866597528833494,0.03255781821044562,0.08857769022060105,0.04344147014704185,-0.04458977379993546
TRH,-0.01827519424559706,,0.011159580203370123,-0.018032815914150218,-0.0007331587701788622
SEMA6D,-0.0710462349977164,-0.017952698957916048,-0.0774296280287788,-0.021549656794566958,-0.026492937323152835
CEL,0.008943661033572551,,-0.05589443427006342,0.08267448490210902,-0.021238684148329738
PDCD1LG2,0.09682605101720963,-0.014381353198446384,0.003878671340873671,0.06762276756091216,0.0019697199143295873
SPINT1,0.057532006380081505,-0.0285831815801043,0.02999976588628724,0.05554120477160256,-0.04255275063215818
CTHRC1,0.0670860753463174,-0.0837815867270112,0.09520299914053094,0.049041480660927866,0.023589367646299354
PODXL,0.05421725852704052,0.0538720071489748,-0.018367472224675958,0.0009186804877131889,0.01469183821675255
JAM3,-0.009508971119714318,-0.004838942883456955,-0.07033009606657148,0.02350992051898155,0.09680505762906133
TGFB2,-0.0018598189264168365,-0.03974963537829573,-0.011883466777974075,-0.06385960158131135,-0.011447118408407097
COL18A1,-0.013377903737531407,0.09129696743082016,0.023076473668107358,0.04511470923123346,0.06516435879508926
NODAL,-0.027616024698872057,,-0.03529273843132246,-0.006093527217246296,0.08771342128299905
INHBB,-0.022593421619908814,0.017110686509145597,-0.019484309532948305,0.02759495490367443,0.0673133340385249
LCN1,,,,-0.008944151408265648,-0.015175140732945847
ARF4,0.0704263033267988,0.04098519988410724,0.05876569722434573,0.06997588833320112,-0.00945812762726358
CXCL14,-0.006540868723593992,-0.04144918763559799,0.08538000062770684,-0.04998092304723297,0.03241125288148731
LIF,0.12311173491333496,-0.012502854225303032,0.14150602893119243,-0.007357991634831032,0.01893164478810264
IL17B,,-0.020086418242525276,-0.03651852446211902,0.035097727304847746,0.010844727709431477
MMP1,-0.018275190258916153,-0.066788392332636,-0.08459894865383107,-0.022729761512273,0.007060697609080517
MATN1,,-0.013322657824270815,,0.024950506853969667,-0.01060310973801609
ADAM28,0.043071506919493026,0.028881818050113625,0.07041109506198988,-0.01357991142969347,0.024646973665238183
TCN2,-0.008084776810035384,0.06375109733388888,0.06932452499879391,0.0263981887856476,-0.0009543987508493896
THPO,,,0.04671655372219747,,
CUBN,-0.04589847383409781,0.031919568340878016,-0.032463729992004316,-0.030091036658608714,-0.011087400530565478
TIMP3,0.002964594786545784,0.04772051698243717,0.0093890448439207,-0.032123705800401366,0.03372520022709367
PIGF,-0.013225072286607069,0.024316244731688724,-0.0010127450891274663,0.07934931159325866,-0.027572890158324873
CRH,-0.018570924408257496,,,0.008990717127938955,-0.0425693756975029
BDNF,0.09231270939875587,-0.02055017444111549,0.039925591835862924,-0.048086495759719926,0.08169166440539834
CCL5,0.10799551883851194,0.0837598097522305,0.05556183498845833,0.024328079953695975,0.048560828076461796
GAD1,-0.059457559205157835,0.055952527718814524,0.038387165594591835,-0.0030276892697584062,-0.028314997406733468
COL14A1,0.12238816565455925,-0.011804466180761062,0.011789133853833166,0.028920263021022834,0.10957786575846123
HLA-A,0.10721410563494499,0.04765533884103037,0.018918059352674283,-0.03808626800426822,0.09432097952264475
FGF18,0.0505575998634183,-0.013833329897667529,,0.03802292919065914,-0.006103251154300704
ADM,0.11486565148590777,-0.010030758484632089,0.06435316201442524,-0.05951770264880847,0.05566921660410766
GNAI2,0.02785666184861352,0.05727816056710949,0.06182780008706196,0.038888130102031564,0.04256419304040496
COL11A1,-0.043455892798356745,0.0345198358735187,-0.019963179127121755,-0.007592572501982013,0.05214484355989735
NUCB2,0.017085795443970927,0.05697588197837845,-0.029900345514320803,-0.09749359959234666,0.037683347346199665
CXCL1,0.12043631241449568,0.08519844589841277,0.2023385716147842,0.050532405908034754,0.10700164185481635
VCAN,-0.03150575546875282,0.062183841754956067,-0.09518712653081234,0.06609010961720693,-0.046567296917388694
MMP7,,0.0010163385084087668,0.07005544883978651,0.013533489614260851,0.05039764866608624
PTPN6,-0.02051192152331849,0.021665948889075422,0.1115739974897961,0.059416921805644334,-0.024680188547255913
PTGS2,0.15018503173090464,0.024260236464993135,0.02734309557006948,-0.019005943691862197,0.055440015819817265
XCL1,0.019326223586956202,-0.02484319907777987,,,
CD58,0.05804415152079268,0.04915668571458731,-0.04175829862459318,0.05018325030057896,-0.023943231896060978
TNFSF14,0.004509445885039977,,0.21912629107524634,0.05870903413804087,0.0718547956466808
CNTN4,-0.04576592528286581,,,-0.0023884446360331983,-0.012073249077202136
INSL3,,,,-0.005445518645542033,-0.014990411363244187
BTLA,-0.020258855810934687,,,,
MFNG,0.06389771481225978,0.025113212283702686,0.02825362322291225,0.0033601433103600128,0.022244141211431284
ICAM1,0.14713168790812886,-0.03071603528570027,0.10777636231593372,0.02196975871243736,0.11316546243697388
PROS1,0.11373574465677505,0.10648152226893147,-0.015232342980352505,-0.01728508039369317,0.045435191885899874
CLCF1,0.12087138450763653,0.006709474648079917,0.14953733072425363,-0.015763230795180536,-0.012518599521784966
PSAP,0.052324184273740304,-0.08605447702309296,0.12975024120238066,0.02423179832574712,0.04860887647032883
EFEMP1,0.0973617749755446,0.06499953318375358,0.13654003911395787,-0.08595691535299993,0.040834338344849945
C1QTNF1,0.07019184499754437,-0.0020752223530427242,0.1083633732383825,0.01705016598756497,0.0446168886657267
ALB,0.029562394243410815,-0.012611534897026383,-0.06178472384800007,-0.035347919456236374,-0.03436749585316889
CCL13,,0.06045950327499602,,-0.015916974951838827,
EFNA3,0.006626017597597065,-0.035766251192654766,-0.02693629903695128,-0.06402711842915525,0.027289814603540068
DRAXIN,0.03208455327908492,-0.022625598336365065,-0.08265360687107023,0.01846780044203906,0.031006711283498224
RAET1L,,,,,0.09148444648744279
NPTX2,-0.05509471552220168,0.03783058943776498,0.08448739731592596,-0.02156473984235115,0.015938532259423977
FGF11,0.0069269889545571575,-0.051748766665789425,0.06541594408200402,-0.018541848976507007,0.01637641629239815
CD59,0.01400177010985229,0.050912730404883866,-0.04366448669420023,0.0028624118011630023,0.02712451677101537
COL9A2,-0.08738689055704771,-0.029043233139970717,-0.06299254430621848,0.02857805758168732,-0.06596189462638229
DLL3,-0.07610367890190281,-0.016160668457598372,0.005697456554037778,0.054668421169776896,-0.08070418797191584
FGF5,,0.02120938545780485,,,
LIN7C,-0.007337042473159874,0.0802053035219773,0.09847697386327713,0.02318996744725847,-0.08126200221497532
GDF7,,,,,-0.013008861169876613
PSPN,0.05919241403315121,-0.026497451648539574,-0.11919109873739459,0.007582517014204242,0.07049075304546455
ANGPT1,0.009670950901636974,-0.020689784967418426,0.05563085646797403,0.0763718461534305,-0.003720775881082296
PNOC,-0.06740963289485642,-0.012611534897026383,,,-0.013833680190030716
L1CAM,0.08341451228493728,-0.0034005394392791787,-0.04759024049257815,0.03687102604365624,0.06224949508204023
APOA1,0.004879667903933492,0.0376838971789726,0.011622269106465539,0.05379687697421307,0.06389710028278019
PSEN1,-0.001242172342622111,0.012036347417229327,0.1010811009592592,0.032265717876522694,-0.004990859472484566
CALM2,-0.10468438014743632,0.07340775764519131,-0.016149685432864134,0.06375913417784708,-0.04019610538859096
CLEC2B,0.09187819495810001,-0.050962287827812223,0.10092394681017836,-0.07360643042598619,-0.003766765664380665
NTNG1,0.010361090327436961,0.09365944994031068,-0.07014703016104558,0.009747447069471706,-0.023410772041394506
LRIG1,-0.060399319223305395,-0.05489698816617139,-0.020942407494592714,0.07308876880785208,-0.052622870092630905
CPAMD8,-0.024672517117805774,,,,-0.014614404921985517
GHRL,-0.03265191730029113,,0.004811064505841511,,
NPY,-0.045336272355655224,,0.0394178600485945,0.029129329605216928,0.1287209579031269
MMP2,-0.012028347368581223,-0.11813197693990878,-0.005964312510408222,0.10410328223671762,0.004426414502763205
PPY,,-0.011665107402152689,,0.07466233314694257,0.04591558186937716
ALKAL2,,-0.029740441548670466,0.06094464678859453,0.033196416274240415,-0.05088395825876164
CSF1,0.033483173515976836,0.08211822845185139,0.07752647736223378,0.05061950555360464,0.04663041294478739
SEMA4C,0.1084460315733488,0.05365750643322771,0.04442096199492381,0.020359062762786862,-0.028707663450141384
ICAM2,-0.06265445655614972,0.0051981198409161876,-0.05918732225765158,0.028178000596733796,-0.06715937502217048
SYTL3,0.05139298900995652,0.019373130179420606,-0.04212758575551221,0.01216255463034667,0.06528232691615707
IL1A,0.10170255267639511,,0.058283759489012876,-0.016967866662280805,-0.011011777971020629
HLA-G,,,0.04454910627922932,0.05276370962704894,0.0012150461881478124
PGF,0.02661979306218986,0.10083658076231351,0.054928014304039305,-0.03879232862940868,-0.042067397627332
LGALS8,0.09109850527312101,-0.04275024190277104,0.07131711037204101,0.008047317059074754,0.015278313646465425
DKK3,-0.11487121618841528,0.044280205993331254,-0.0770036421663555,0.06476823549760269,-0.0017561285477385217
COL16A1,-0.08977963227218233,0.024374724622368497,-0.08708047585320443,0.08783703833808248,-0.036596289577202436
TPH1,-0.024219273932548874,,-0.06432543106614244,0.008256872494513854,-0.019526614426366624
TNC,0.1271658461168933,-0.10244173586203341,0.08134059947615921,-0.0666682484997998,0.07788259622007707
TNFSF9,-0.037181439587780876,-0.027606903212920808,,0.006484366428477784,0.10007767137957552
C4A,,0.01349434991111558,-0.0206327067337907,-0.01772062036778782,
CNTN2,-0.06672186680707276,-0.014647297374908832,0.050479890784412194,0.03713568863429167,0.035717162302271524
F7,,-0.012611536666739373,,0.016568655348862777,
LUM,0.034250164562965195,-0.05816768816864391,0.025407591867635703,-0.02131746934868408,0.00027772538119646506
BTC,0.041176076270721,,,-0.016152769571301902,0.07191779852329767
APOC1,-0.05908750431481545,0.029992832160515334,0.062172278680952736,-0.05174199966933088,-0.06504159224488343
PKM,0.1163962854606118,0.07080715838833289,0.07912857811023485,-0.05348676997228431,0.04917033877290474
TNF,-0.015116845135001718,0.0034944185916493168,-0.0005739632498031412,-0.01567785711299265,-0.015175134926814387
GNAS,-0.06938843531167982,-0.08699120368372051,-0.10222560922406418,-0.047539097361256576,-0.02179243339652853
BMP8B,-0.019117458734568816,-0.0014017233311408358,0.12633711799025832,0.10980680944023306,-0.00022137237444277101
LIPH,,,0.06156925157415668,0.17128719475284104,-0.016918969907245486
CCL28,,,0.08334923044184447,,
PTPN11,-0.017839671492124547,0.028869153496144825,-0.053874878998142334,-0.015848106668430496,-0.0662579687661821
ADAM12,-0.04215728506850762,-0.038607399206939313,-0.020862855113578306,0.008997110643179273,0.022930640980342087
EPO,-0.025988510174280523,-0.011466895785004632,,0.03233952392603387,-0.01757164004253765
EDN3,0.0011646299658933676,,,-0.022267463497945828,0.016277930020554332
CCL22,,,,0.024023312876438958,0.16317387272268621
CCL2,0.16790501128715266,0.09154667767628698,0.20720555234491927,0.018163734269158783,0.03566132352849501
DSCAM,-0.022564738365845216,-0.01687038076414388,-0.03699635604090177,0.025543690145703374,-0.050908439375919434
ANG,0.08703582078367351,-0.015426685686617885,0.04104311407594179,0.016751141263728002,0.017888948374391277
FBLN2,-0.03074889351834783,0.034153041335112704,0.050255324657200326,0.013229222075852953,0.011235451594752428
VTN,0.02891789417227227,,-0.04294807008723663,-0.019759364024738414,-0.012356023045153857
VEGFA,0.11471321726951307,-0.09080929170412211,0.021759871935782684,-0.052624724486461584,0.0849468106761726
F10,-0.02444686053971206,-0.03699710837675207,,,-0.021102958600828756
SERPINA1,0.06424035466933399,0.0710811454940402,0.14713600867920623,-0.03328772334510079,0.02789648472705479
VWF,-0.07353443620296983,0.0263714114059916,0.10553767424063878,0.008814233029206388,0.007765506367204515
GDNF,,-0.03810262343478665,,-0.0022360814784435266,0.10217647832829838
VASP,0.02760451971543796,0.05935437537492967,0.11415583964382685,0.039909765603103504,0.06289247818423264
ADAM15,0.04332547446030059,0.027977972028680662,-0.025972640747871395,0.03024200099362404,0.04765623872600703
WNT2,-0.021054633535897288,,-0.015975453675188035,-0.021441874150881775,-0.01804695450856534
CALCB,0.0030978206882502756,,,0.004596704260874562,0.05841633381497562
OLFM2,-0.01849775969135957,-0.008204930074607973,-0.04723653063944868,0.008410347986403364,-0.0672217676151495
MFAP2,-0.042351073196972205,0.049081412879719705,-0.003026505246093385,0.0707277177945993,-0.060863603728946405
HLA-C,0.059104712435142676,0.10200843907665232,0.07798049342586784,-0.024619597506255378,0.04965424460546458
THBS1,0.1530273121306358,0.015219619211423533,-0.004647420323175539,-0.03263145072598898,0.05098618830047427
HSPA4,-0.03891882132890936,0.06828639222751569,-0.029752398000361144,-0.018079431521475415,-0.006119587562347599
LMAN1,0.08767763642499338,-0.038937988175552045,0.0171009592986083,-0.031111878728758594,0.07625861184846498
LYPD3,-0.026201949886905922,-0.04877228962002089,-0.05477111144889748,0.013111671943166566,0.0470052860143942
APOE,-0.04478893327914695,0.11880504580948947,0.06261255174273253,-0.021996683899970768,-0.0062338590668901865
SOSTDC1,-0.03271121115657549,,,-0.010992017656729804,0.016722322646424426
ANXA1,0.11830408575510838,-0.02472777140891214,0.10115317565269674,-0.1175675067909171,-0.005249206828940323
WNT2B,0.04608725952495761,-0.019717992157658248,-0.0500645698234647,0.05962148113672373,0.030204334990058392
AMH,0.027807296195252088,-0.0002633146769901949,,-0.021704849087728958,-0.023937830208489694
GDF10,-0.01536799043816681,,-0.022825097121839423,-0.026655495631439045,-0.02706200776686652
EFNB3,-0.02380698802610561,0.03681994025936152,0.061549792528862356,-0.013463956983801406,0.04480712489730271
LTB,-0.03732106760164008,0.01090544658273775,0.0765267353232116,0.06629839871596262,-0.03482239940707632
ANGPT2,-0.0790040760709486,0.06680020965183259,0.033630054388580244,0.009359180544350436,-0.012513801415880812
ADAM17,0.09055703739211778,0.02396198307324249,0.09280874644010219,0.02409893066849635,0.021579527049887554
LRPAP1,-0.016237655418438274,0.06026729064712388,0.11298557053350788,-0.0013224698905766462,-0.0072073136437204735
NID1,0.024464349402413214,-0.03138810845096603,0.031177573167811806,0.04531541764245089,0.024747444738914375
MST1,0.03815078389266384,0.005090220993112718,0.07152331684808909,-0.0327209499628831,0.0005807577790645857
CCL14,,0.06690021471013569,,,
IL13,,,-0.04431701315206733,,
DCN,-0.005376479360963335,-0.07706702453364622,0.02332567405977028,0.04722586046771256,0.034794989480902025
IGFL2,,,,,-0.017410569728949065
COL7A1,-0.051066441909886705,0.04310681741300351,-0.04580101514373047,0.027053356428738958,0.03604882903930366
CALR,0.11955418664009082,-0.034290662817242655,-0.03062470089176493,-0.04221073540382515,0.05390036889412466
PIGA,-0.001827396238276416,-0.01619698912124435,-0.01494407939597139,0.0273207858550076,-0.0025649063592217162
CD200,-0.0675524756934505,0.1430696991739932,-0.06725939122000968,0.05271694754136654,-0.02262461825747689
GRP,,,,,-0.016413870727404474
CDH1,,,0.046145962391646,0.028231594847210797,-0.03563127888298576
LPL,-0.06739726416437973,0.04654552167256036,-0.06024389959610017,0.10394508648126624,-0.06228351450294805
SEMA5A,0.024491879541192824,-0.00356154707488351,-0.12585011437990365,0.04564365390853034,-0.035859035324094755
SEMA7A,0.028965180922145683,0.009489846251077396,0.002244992625303704,0.04256402347378557,0.032460039255230756
SEMA4G,0.007727748425997682,-0.03370245329794129,0.0008510880371157878,0.04520714786631577,0.008388225708412866
SEMA3B,-0.0658531300592085,-0.010885095045239799,0.04283578549330804,0.06767022850487127,0.0586000059381606
RPH3A,-0.00373058409952334,,0.018552965985606035,0.07249413884617367,-0.012352932647074679
JAG2,0.016820567175319486,0.09687144581796676,-0.012520703234210218,-0.001288828235135189,0.004214905044385783
CGN,0.016961756207434422,,0.09695181593436535,-6.845008214941792e-05,0.04260443002651186
GDF15,0.11183120490849867,0.007990792596270975,0.002438810463418651,0.005459670942813085,0.05587795588338779
SEMA4F,0.034776406345575224,-0.014782213341227236,0.07515618941484373,0.013087703560745997,-0.022704545398155578
NXPH1,-0.05771553210402151,,-0.07197304627457725,0.025036153121046237,-0.021215678981797617
ARF1,0.06078163745259946,0.07661568854885774,-0.023696943281200936,0.051605867250458244,-0.037709731534019235
DSC3,,-0.03533668181483253,,,
EBI3,0.027731196330708904,-0.01714675224764537,0.17414035517563436,0.003901974875531486,-0.007661524081943324
TIMP1,0.13660045665068093,0.10678664837193663,0.10992542659449574,-0.07116437056209775,0.07169698021783957
SEMA3C,0.05250898127949587,-0.07928112318148144,0.007563748669304339,0.042646585446644535,0.09465149600657902
GAS6,-0.10138333843053034,0.01463294043561201,0.0061653683357731645,-0.013976908582102961,-0.02112880605464727
MEPE,-0.0340280164106095,,,-0.01515382796812031,-0.008397074808163173
SERPINE1,0.1301239995656521,-0.06436011537051682,0.011098421025778956,-0.06999908950665613,0.03055308273355244
RSPO2,-0.043050754120041404,,,0.04648914587311006,-0.02356498503945018
SHBG,-0.02049434402284046,,0.06448060618344602,0.041639803061224626,0.02957206957667335
LGALS3BP,-0.02144850606692023,0.007044699338360107,0.021760658853864263,0.038694236551665595,0.020673643883096324
LAMB1,0.10361187978092742,0.05333535821565933,0.02483537694597074,0.020784429485109453,0.06915105310446838
SPTBN2,-0.05864517762049646,0.003297983964338144,-0.0004329555184409528,0.012458538714549253,-0.027344242440912016
COL1A2,-0.017829798151579715,-0.07266056408385767,0.034656492608708386,0.01804519301862267,0.04729690637608962
DEFB1,0.050181797074962654,,,,
CEACAM16,,,-0.011962918585948917,,
WNT11,,-0.01616066761520592,,-0.007229643219342229,-0.011340936865144997
