,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF304,UKF334
IGFL3,,,,,0.06703769848407518,,,
BMP1,-0.06196232223205703,-0.045856783703602536,-0.008804838492065429,-0.03147214414443979,0.12526824824037933,0.04561437564371473,-0.03471323476031151,0.03321063880023953
NDP,0.04977907180503087,-0.01669481017832649,-0.029230140990421448,0.0006806807369817057,0.0205069868044093,0.029889451896897203,0.056557867488062255,0.0499481036457941
TNFSF18,0.03502871690978248,-0.00826365741534059,,,0.07450475936233264,-0.012358479061745517,,
IL36G,,,,,,,,-0.015082910420865518
RTN4,-0.10943251977534885,0.028493784648831892,-0.05911779889885409,-0.006106491143060574,-0.14748451107432567,-0.018847676404522264,-0.06711805501291776,-0.03662796388941984
HEBP1,-0.031561770093479616,0.03200952984023733,-0.02510702872448935,-0.020792842169019794,0.05939416838192799,-0.010500301377226068,-0.014024529612568058,0.003489685754685873
WNT7B,-0.022723053861356327,0.09463714030265422,-0.028604351465101183,-0.009733739189288377,-0.07112656116911747,-0.0017574682209949308,,-0.016577856728236414
PTMA,-0.04807309106380155,-0.05855062674065636,-0.02646505511623909,-0.045093392924546206,-0.07961590085570992,-0.0010865336052672098,0.05842213484818846,0.1274124068369789
CEACAM1,,-0.019692501917138054,0.028998047284358678,-0.01716092272105741,0.041355480202030996,-0.01943694335376245,,
PDAP1,-0.0001287102753149942,-0.024310990238147312,0.04780935254783547,0.02391750754109939,0.08717808909445837,-0.03070634454655483,-0.09347026376594611,0.054562519315162074
QDPR,0.04015919504421904,0.030122871247391877,0.03879105827187175,-0.08858696928665874,-0.15404464273304141,0.014040040038624765,0.01312484591469417,-0.07091872721301891
POMC,-0.024809901800052627,-0.020999815458506908,0.02859073842048996,-0.0345318345947967,0.04729932293786461,0.005203250035605948,0.0116115583041713,0.030270749758594808
CCL18,-0.027792833029917335,0.08900652058561384,,,,,-0.00011735775071417974,
CCL17,,,0.0416339601706166,,,-0.01541342951196345,,-0.013778666873142312
VEGFD,0.024365716725998198,0.03134847976274413,0.005366225446235416,0.005832460723817779,-0.03085425965472195,0.016517915528507177,0.00688727221623246,-0.014767024059235787
TNFSF13,,0.018788358622296924,-0.01320544433151478,,,,,
WNT5A,0.11558606248568985,0.011001707162987187,0.008796215169674363,-0.0014932393916599787,0.13081656240137157,0.032702867757192555,0.03802256432689737,0.003875271281188938
CXCL8,-0.001689872919492316,-0.016465621245877547,0.05314663517105995,0.02755882972208451,0.02368922332271168,0.016124962870901045,-0.04517137666039113,0.00774247716078847
GRN,0.10185489912593729,-0.05467290381179037,-0.011362902349526614,0.016066602319925908,0.07334791365790712,0.0319144611057076,0.043423638670856086,-0.04444188753613636
MIA,0.05698569006346032,0.021996022822913106,0.057621859039338474,0.040947899805380855,0.0345670130911369,-0.030295299593203363,,-0.0033107170628054712
COL4A4,0.04417958749718779,-0.0295136328395067,-0.046140818884081745,0.015575273654609922,-0.01814908319328242,0.018496779328604784,,0.014933804816197204
TAC1,-0.039480610948032756,-0.03981281419717059,-0.01328369795259012,-0.03595975498773901,-0.08377496969612014,-0.05753414610428672,-0.0028900159979420217,-0.03476745511936695
RARRES2,-0.06957799780669618,0.04342921950169634,0.007063792327360144,-0.00273627625805002,0.13487122054652562,-0.01215516342445427,0.029553158427058503,0.05758008952485521
FGF7,0.015290629215517961,,-0.01608994953035477,-0.031436842556019154,0.043677071437448305,0.01321173485058153,-0.01897194979970844,0.020356191310663706
HBEGF,0.026302146763133593,-0.03535970495337154,-0.044282756259518385,-0.023930803922259426,0.07938901502179657,0.05306380807164667,0.03726720745280737,-0.0316776965458354
CSF3,-0.0315233830614639,,0.09294737343887645,-0.01886157397219937,-0.019201380692019713,,,
PI3,-0.03734414803418372,0.0022290687192438106,0.041911242664496105,0.014318993066830838,-0.0034354928140679845,,,
PCSK1N,0.031541317122229344,0.07842433970780643,-0.01774317838841237,-0.053219753278295416,-0.053338996604988184,-0.03761879908405393,-0.014033156182241388,-0.01995535779550612
NTS,,,,0.027500726830387033,-0.02360080663078164,0.01137818621653871,-0.01784761604946466,
SFRP1,-0.04867253100159463,-0.08385625929698143,-0.01670431207687394,-0.0187307784115218,0.04641489277688915,0.049654174195478865,-0.03113662019765388,0.053017247398151855
CXCL13,,,,-0.01856244060878537,,,,
MICA,-0.0304153489423378,-0.010549092106240008,0.009303406612110553,0.02542239219994544,0.11038870411461668,0.02999730876379011,0.021386585686077403,0.032300797527024736
TG,-0.02512916780332682,-0.018650036530180384,0.06321673359003706,0.006887074698419446,0.026649933002396285,-0.015528446935286105,,0.04558231958707036
ADA,-0.03716193392688147,-0.01327546055053633,0.04139411163186328,0.1320403315544579,0.06024782280791277,-0.027139101191336227,-0.07666670399281805,0.029152955507883126
LAMC3,-0.0060003986241037996,-0.054412302643937115,-0.043624303164201544,-0.007697979832191995,0.0829916991604184,0.022636313660234948,-0.06304408913163273,-0.03339959129101897
CCL7,,-0.015631382791839895,0.009023571292966801,0.02098819589156565,,,,
NGF,0.044591899080020835,-0.02683830801340308,0.04682023288009998,-0.02626900755310682,,,-0.017847627800935663,
TNFSF15,-0.0224680632485284,,-0.014513108393538197,-0.018221433781242982,,,,
HMGB1,0.002585187661193401,-0.032223205492184576,-0.014463153806681752,-0.004738356059124246,0.0916746423510169,-0.046661225556628536,0.08546585166661595,-0.002668206007965901
ITGB3BP,0.04734053765298774,0.014065856982290598,0.05373628068806935,-0.048713517246052385,0.1037450306672896,-0.007901313889229685,0.018700878020241077,0.03949191580215131
AANAT,0.1690757086528296,-0.02267875828210509,-0.01320544574090672,0.006113241411185483,-0.017320165010440813,-0.013964823077429151,0.11010435323432281,-0.0006826648377020598
RELN,0.027462398204685108,-0.013113197181180094,-0.022921696512117725,0.02543207862974322,-0.05082279851640715,0.09786294040879426,0.08830973138680773,-0.02046201469168506
IL15,0.005751191636634498,-0.01954563667022451,-0.0010213025126852959,-0.00335681620091662,0.02705061065752855,-0.02411134731535837,0.05007899726182672,0.06179037318377925
UTS2,,,,,0.13946223059601304,,,
BSG,0.029999492537365106,0.019027522703451656,0.04760178203436312,0.04694978561772288,-4.3351670903147686e-05,-0.04759702453034113,-0.058345358041148515,0.09710844769004448
ADAMTS3,-0.05956974520962606,0.034620678769768716,-0.009190187726386,0.029750439700839394,0.10846601205783385,-0.02616505812556964,-0.02694376550971656,0.019227873069919577
CD34,-0.014198047286511915,-0.07355307585020605,-0.02875431698779407,0.10113664555402613,0.14682040954476905,0.037790960262899013,-0.05164178319758595,-0.03076680618153203
CCL23,,,,,0.05932052967349918,,,
PLAT,0.05910806915469182,-0.0741724606748912,0.004416665058356775,0.02600006119446859,0.12409165897306045,0.02643152729889338,0.013172903602514136,0.032728963357268596
LTA,,,-0.01670431129541997,,,-0.01344957998573601,,0.14190507330863922
CKLF,-0.02797753887359942,-0.008444576786045585,0.017554664012361904,-0.04009320703747577,0.11187999001221886,0.0035119100848531133,-0.036234291368485536,-0.00479715285761649
CD24,-0.02897475448939785,-0.03676781102622154,0.027725273506905034,0.022631695563441034,-0.047448489029802456,0.02155027930087852,0.019188509666915318,0.00422683525469791
HSP90AA1,-0.006712774996795299,-0.044881839397554156,0.011123063633759363,-0.03642524770132982,-0.1199586888329162,0.11195262961564419,-0.09896603583297944,0.005306246011082071
BMP4,-0.03930596550484922,-0.054394157491513405,0.05375711117254744,-0.019715182364133853,-0.016174940380566088,0.010187947743687828,-0.026763498984412028,-0.014606678798494845
SCGB3A1,,-0.015631381228722502,,-0.01955252761612598,,,-0.029536430731589056,-0.01196139891329425
IGFBP4,0.05545044875425267,-0.058097579689303375,-0.0726752785918202,-0.04033819469862632,0.1208204733138179,0.09328132821879537,0.020425286158527237,0.009547406391528769
RSPO4,-0.022186155101866296,,0.022300022602024565,0.024823385313268307,,0.0021773452018626297,,0.0916828766597418
LEFTY2,-0.020285167596778658,-0.05644183110309955,-0.037324330822697975,-0.013127539835091778,0.11888111350938674,-0.03145674999890906,-0.017847627800935663,-0.021161497889134524
PF4,,-0.016215048821084876,-0.011371212383658973,,,,,
ANGPTL2,0.015515628170115148,-0.08999836930783384,0.04891012637077262,0.041407539887798536,0.11888592613382624,-0.02003783464682635,0.035156702836383745,0.10808788160568902
LRIG2,-0.07127403121877475,-0.05487644308528587,-0.019041178924141564,0.07640908528531291,0.07859740187125837,0.024528120523761153,0.06031704067497938,0.04559190532330322
ICOSLG,-0.05050710508431294,-0.07012484086988209,-0.018504564111268305,0.01885212588734012,0.048373157357162626,0.03445720581722585,-0.01143833594384496,-0.027351272007299917
WIF1,-0.02677985398653832,0.018008448321813548,,-0.01656715435989168,-0.09118248861361967,-0.012071085889981199,0.009837343497552612,-0.0007970745214242334
NPPC,0.046176752101758464,-0.010618430462105798,0.01578051705212641,-0.039366035504490735,-0.030454820121582467,0.02546957914734036,-0.044310597860112294,0.09385656221929449
LYZ,0.0459884038606837,-0.030391615041913476,-0.0241819105853717,-0.021391254112874583,0.10815949803867037,-0.006081182005475818,0.004489083011667195,0.06922404619430626
EREG,,,,0.01698508864060613,,,0.039742144955311975,
SPTAN1,-0.001986323376857768,0.03434839275243715,-0.04377151799307064,-0.03733533546831058,-0.0315316657750411,-0.013800870007237342,-0.006192874033595963,0.057121961403779065
LIPC,0.11927373000638979,-0.019851481798140086,-0.020434915551230528,-0.02184837206786213,0.06313854238061987,-0.019441270384778806,0.03896009483037439,0.02446641927378545
COL8A1,-0.032735003051853395,-0.018528224072711943,-0.010663268739092248,0.027743845860034186,0.050213655316176636,-0.032028141413175684,-0.025102414702620843,0.02960780403970995
GSTM2,0.06474443066229281,0.011124773209007836,-0.01932791396656919,0.028868449735804626,0.08521974596529207,-0.0064489345590595425,-0.029201795453906238,-0.01629195249140087
SPX,-0.028207186751288915,-0.03210663549684082,0.0015634759504080259,-0.004636728365359875,-0.06074340408135122,-0.007850476198758727,0.02433044981327481,-0.01804280708968307
MFGE8,-0.14935965032455933,-0.00965745591203778,2.9905627498792963e-05,-0.011164649664347931,-0.0015913084367862739,0.034968307852553566,-0.04827432356143889,-0.010481974438661307
TGFA,-0.07689006590102047,0.08676751462477862,-0.006521164949639744,-0.0039293407904080055,0.04036623452186833,-0.040885589342286185,0.00872925671413498,-0.023516523928353607
