,UKF275,ZH8811Bbulk,ZH916T1,ZH916inf
TGFB2,-0.020617540536656213,-0.05278548576023341,-0.01001446427192754,-0.062987498730834
COL18A1,0.001206622645634239,0.04248867200022157,0.21612428661159958,-0.0890684060599617
NODAL,,-0.02052320197468504,-0.05854556621409282,
INHBB,0.02430594510947159,0.0022032780027630003,-0.06071707978140931,-0.061380066100495095
LCN1,,-0.019381568418418704,0.048492858569957865,
ARF4,-0.034237708975498604,-0.0327003033745181,0.08704126258536157,0.03240362393950025
CXCL14,-0.013222027918577092,0.0025724949596634124,-0.0815708703787195,0.02960545460133479
LIF,-0.06295546316933673,0.038909435839678555,0.13274325768735729,
IL17B,,0.038421740133303815,0.06838470342312272,
MMP1,,0.06317020346437921,0.12706131776564292,
MATN1,0.03334974622276739,0.015857018595540166,-0.0520271740130422,
ADAM28,0.012224381406721482,-0.04880294333208585,0.051284736872146686,0.21521670172466098
TCN2,-0.04260291130173451,-0.034867260380237276,0.05151310911705539,0.035345876744217325
THPO,-0.0017436575184516007,,-0.02442199053001892,
CUBN,-0.023641276536852367,-0.006241298055241893,0.030268497370910873,
TIMP3,-0.004373831012205347,0.06638664797244656,0.12579188886633186,0.006868525034257403
PIGF,-0.0064434167028505065,0.050360785919434665,-0.05149371186286107,0.007428987416580976
CRH,0.05360949959757257,-0.04578319912917888,0.05907277811285435,-0.059646010422759806
BDNF,0.01190490659490339,0.02405014231639879,-0.009264956610261603,0.013655644916484699
CCL5,0.0011312014990773128,-0.00010004409908112012,0.0901798860915438,
GAD1,0.05126150419575779,-0.0072253592118546,-0.08024768985927921,0.04674368232523262
COL14A1,0.0729134512132599,0.08801142524475064,0.18071161334952981,
HLA-A,-0.062029340100693074,0.05515866774030516,0.16910691244675172,-0.12050075223985406
FGF18,-0.013050569794720393,-0.03025469871090853,-0.04277799101394402,
ADM,-0.03433071375843615,0.08717655473740125,0.01984346396534955,-0.0111020594622584
CCL15,,,0.07514093550265853,
GNAI2,-0.025741833446924628,0.005697305435947679,0.12439519888551573,0.012976924865585139
HDC,,,-0.060954176010267584,
COL11A1,-0.0021024663708813815,0.026599590293457813,0.06717358638012462,0.0374689005566134
NUCB2,-0.014695258283976203,-0.04822301754348596,0.06230829801003732,-0.05761412472786643
CXCL1,-0.006013540357500634,0.07373414692257045,0.03267724620697014,0.0952240974470966
VCAN,0.014724885791076288,-0.07001868886840557,0.15449579860558063,0.013855264701155052
MMP7,0.03277529431488371,0.06109170619217201,0.24943159014256727,
PTPN6,0.0011770234360246915,-0.05463798727977681,0.0882797674514793,0.045318683385657255
PTGS2,-0.02257540108845664,0.07721960713381408,0.03250339160230395,0.0639923439059161
XCL1,-0.01975588011471157,,,
CD58,-0.0660657564437433,0.02051465168485178,-0.04385041373588414,-0.031137077149966663
TNFSF14,-0.03185725011086632,0.11009168952928158,-0.022937498293370908,0.022720611368976792
CNTN4,-0.033321231295562324,-0.015477514052104421,0.06130020804373018,0.12630445488666034
INSL3,-0.01386978786540216,-0.01914563354435253,0.024255099433315115,
BTLA,,,0.029163258622761923,
MFNG,0.0295140132972115,-0.12555833635624233,-0.013942957115250431,0.015039179153762738
ICAM1,0.0006218795120357866,0.03774733031676605,-0.007376315525986227,0.08543518335766048
PROS1,-0.06486249929724416,-0.03170350819009405,0.0161478087682509,-0.015710034282254703
CLCF1,-0.003075789661507574,0.1106781523510935,0.06112008276499098,
PSAP,0.011883683037878009,0.03192643514861838,0.03808861779478309,-0.0008205873510872465
EFEMP1,0.04262443195815396,0.03496360344617793,0.13846219724684797,-0.06548897184048313
C1QTNF1,0.004123354384707653,-0.006281907094161094,-0.008550923279929205,0.04719275737932254
ALB,0.003031082222084376,0.03486325886441535,0.001036341731771737,-0.06433796517742776
EFNA3,0.022892584035483127,0.01325452419546882,-0.011998858913367227,-0.02441336285232373
DRAXIN,-0.01581293083412224,0.03217137757538798,0.08467648834299918,-0.051346805873714256
RAET1L,,0.0017365232437035257,,
NPTX2,0.012167227920212355,-0.006985254370055468,0.17583254846571547,0.0022644438092165693
FGF11,0.006741187811635278,0.034807301536919945,-0.006382756125015159,-0.04847223169040111
CD59,0.050162622120925794,-0.007954019017126944,0.12705671293596343,-0.07275493172659271
COL9A2,-0.02806661068589443,-0.035083548971841995,-0.03372301823653173,0.014974490998158419
DLL3,-0.030219323850639097,-0.04118268109971046,-0.08356974921409521,0.07665625433983507
FGF5,,,0.12936756500585678,
LIN7C,-0.022484284535243225,0.02666967828626751,0.014382817936472064,0.15035256521282653
GDF7,0.0172878608523497,-0.016614813479935965,0.0626296260356448,
PSPN,-0.0034579296406290184,0.03839843171179077,0.006009901892657548,-0.06433802541439763
ANGPT1,0.07822844636742152,0.04208905426885111,0.06522226459581001,-0.009304204551003782
PNOC,0.05450769889911083,-0.017668265738024286,0.05077720383937213,0.002456374307401281
L1CAM,0.05087052426869485,-0.07729113628462005,-0.03100713267701193,0.021764265930552907
APOA1,-0.01806087655935927,-0.010253589836412481,-0.00980934181993918,-0.03300043479538657
PSEN1,0.03618649079416854,0.06832699710246853,0.010858841929756611,0.021375390826026002
CALM2,0.052546022707098385,-0.040212134549046874,-0.19587709103651615,0.08374125392720994
CLEC2B,0.011692494516125819,0.003304911575851344,0.049309482988011584,-0.061808405422625314
NTNG1,-0.019231287326996443,0.017435372658132296,0.05590066327122961,0.1901141762522818
LRIG1,0.039379069492810094,0.02244812222957495,-0.09663411777676495,-0.0069493110383963075
CPAMD8,-0.015384797080306446,0.04650537616869363,0.05584808754995994,-0.04312750551402618
GHRL,-0.00453900559597455,,0.030057929004221787,
NPY,-0.018478176873804236,-0.030844757209460748,0.04014741667978445,-0.09716281471593505
MMP2,-0.029703806038359933,-0.09614779958067393,0.09643198039966684,-0.004818361902876341
PPY,-0.011243783733039055,0.037752149945299754,-0.07244796772647141,
ALKAL2,0.016957570234980592,-0.032457584054931043,0.059201749461155875,-0.06008281802752512
CSF1,0.012916430993640962,0.06303492971629793,-0.08394775908651342,0.10808051221951012
SEMA4C,0.004183252442792956,-0.023873065586820213,0.07283994712891541,0.09354054940772419
BMP8A,,,0.0659845983219973,
ICAM2,-0.01676558266840844,0.04340258665933565,0.10533789862851886,0.010232817224695025
SYTL3,-0.012304526042788784,0.025716434258406896,0.16229704224088579,
IL1A,-0.01868350077919674,-0.0015266753163922057,-0.031954793430402834,0.008873066327769696
HLA-G,,-0.0021756247113534147,,
PGF,-0.04724333453646332,-0.025899761792285612,0.18047205039794306,0.09868445711014462
LGALS8,0.05863444457576607,0.04186221358883685,0.07012274498427622,0.019830419126227797
DKK3,0.0399395907004411,-0.007101197623148423,-0.04843998701192184,-0.04904298921328732
COL16A1,-0.008851720072554728,0.033365075271227784,0.0960061215944517,-0.005772616491933879
TPH1,-0.026004512390025953,0.06905613740018135,0.025086939268979726,0.04615683530636494
TNC,-0.01425815515831375,0.004988463853780901,0.10596770726860683,-0.09666468037633287
TNFSF9,0.04950076904944027,-0.009103383702092366,-0.019856767103460234,0.06679474568526966
C4A,-0.013328941641877248,,-0.02985405102990897,
CNTN2,0.0018374021669800217,-0.021320845338916004,0.042830269651117414,0.06248341321922799
LUM,-0.026530655036635428,-0.0494082113638811,0.16766354391644317,
BTC,,-0.028313305061036343,-0.012919795387748978,
APOC1,-0.019192118962808122,-0.09839939382066214,-0.05813484125838087,-0.04934131798797211
PKM,-0.04296790129175589,0.04620373495354026,0.06807688027081858,-0.04827514751205453
TNF,-0.03040902752234403,0.02322701367789183,-0.056899291005886546,0.0716162576416496
GNAS,0.01629420322934303,-0.013749471414717416,-0.14898118333202132,-0.018607733172823937
BMP8B,0.0423258676550577,0.052580580358388196,0.18796799558282143,0.03314010283178844
LIPH,-0.010746770649453048,-0.021608773097868295,-0.02195976413109527,
CCL28,-0.01654825884601609,,-0.024059238940687403,
PTPN11,0.03447893161134745,0.008908114717391438,0.027388564978297968,0.09944677133856805
ADAM12,-0.004130083631805081,-0.03499708200561655,0.15777079123729443,
EPO,-0.011243784223832437,-0.022442358176546377,0.03147219983165862,
EDN3,-0.017427311005331958,0.029327654727622214,-0.01471099569543324,-0.05183336204114666
CCL22,0.09126284462325683,-0.02052319292493752,0.028489393286418543,
CCL2,-0.03144105846064257,0.06674920208412023,0.0792564560689799,-0.024794577417649122
DSCAM,0.046852545277823496,-0.03910156328962155,-0.1326253019192046,-0.005964282102179975
ANG,-0.04510820326689438,0.08683569133225938,0.02284297951353399,
FBLN2,0.07573108236274984,0.051454996056176656,0.04918393553044104,-0.0322871290309514
VTN,0.04031559109655582,-0.015781013846500207,0.005832460865564276,
VEGFA,-0.022819838941409577,0.048488085279288176,0.00979543008140303,0.0050609333800309695
F10,-0.012328566384354854,0.019468189553419685,-0.0541375681855597,
SERPINA1,-0.029703922109564528,0.030096574547536597,0.0733624395563626,-0.06382246675082716
VWF,-0.062365861767551885,0.007013482643825885,0.1212337305401955,0.1239927613280612
GDNF,,0.01419082824451619,,-0.04465712664565875
VASP,0.005072792984368754,-0.012219100560464937,0.20231967781114352,0.18359094609758897
ADAM15,0.007931876747411267,0.003176652518355406,0.0707342792058936,0.12241377986166686
WNT2,,0.10344279030814812,0.09333317306907186,
CALCB,,-0.027298265306837672,,
OLFM2,-0.002818715523723986,-0.07985423047749023,-0.056544829676143785,-0.02198717488713006
MFAP2,-0.029528327997245373,0.03498438933401027,0.1846664431921182,
HLA-C,-0.045694050285580524,0.061681332419101974,0.014376714326110391,-0.050321249729537276
THBS1,-0.012943645432615562,0.0679116075513307,0.2249145214537371,-0.00950573743175626
HSPA4,-0.026415978380145536,0.02306504586715917,-0.0006080188401995946,0.006902443205245987
LMAN1,-0.011208948553790255,0.056529112872130936,0.015170107106831327,-0.039143614679425225
LYPD3,-0.015742202305510194,-0.042946155864342875,0.06100696155588151,
APOE,-0.0025462154063148478,-0.05650139203815161,-0.05056475373737935,0.016483952592679478
SOSTDC1,0.04768485692686305,-0.012698531616821187,-0.022089063608480855,-0.0337001512820621
ANXA1,0.04193231515145549,0.10774651888543871,-0.08845613929617223,-0.08213509945676126
WNT2B,-0.0401792104580852,-0.036492761207858625,0.0418422164318946,-0.05468320712772283
AMH,-0.016207345758563363,-0.019102139361667964,0.022668983230084986,
GDF10,-0.015142170098703684,0.015596855858288168,0.1230158272726323,0.010272156845783592
EFNB3,0.0036056538157831467,-0.02863007749014912,-0.03928276405529084,0.09208044067582775
LTB,0.14010773616812805,0.008708549611839096,0.06811458337901254,-0.03950422842461263
ANGPT2,-0.009831311164301451,0.05019044302497946,0.1590521906173648,-0.0034940802103077522
NRTN,,,,0.14077542033057877
ADAM17,-0.032309347577426,0.022685463542423484,0.03738395531490627,0.07284083693282227
LRPAP1,0.027652607659927587,-0.017696669582191037,-0.05863235999216291,-0.09123368804545101
NID1,-0.048743947349332246,-0.017917579112837173,0.16394460378665243,-0.040427284267627976
MST1,-0.01932567237952428,0.06308794034717435,0.006680352232749844,-0.05183329825032906
DCN,-0.04693097544158908,0.018145062009720724,0.1284469997338788,0.05141326964322921
IGFL2,1.0,1.0,1.0,1.0
COL7A1,-0.02721024577247077,-0.006867370173851477,0.044532143583474876,0.058593280309374475
CALR,-0.02443252780996875,0.014707709285057793,0.15500687008448397,-0.06723166624691707
PIGA,-0.027941296186270993,0.030002736473325624,0.07323937508436691,0.022171183552252376
CD200,-0.03463750689772247,-0.055643795588267625,0.04187485930684972,-0.018071729960648875
GRP,0.06110792178233906,-0.020963664463658264,-0.007690100966866936,
CDH1,0.02971374593677514,-0.0015295845661977643,-0.07029892805142202,-0.013497721662996755
LPL,-0.04593570151344717,0.027137140759473075,-0.16774178959163336,-0.031229835808706585
SEMA5A,0.003986707482773407,-0.040746771129035006,-0.05988486680461123,-0.00679549376086693
SEMA7A,-0.02392747941517695,-0.01186072782661929,0.13822976577501708,0.04997708351883475
SEMA4G,-0.025363777429425027,-0.01835851872884664,0.02220051943195597,-0.040104189594498886
SEMA3B,-0.044449655363019605,0.03203295119963199,-0.07574224813174284,-0.03635124752857927
RPH3A,0.023787796333192165,0.03916455199552645,0.0001025312171600573,-0.010044909818808182
JAG2,0.030060084156115396,-0.012985786839746053,0.13651714486212305,-0.020362544345198855
CGN,-0.03878127940753207,0.03837553357816307,-0.0017196700865841814,-0.035726417202513155
GDF15,-0.05572383983783115,0.11749355201900778,-0.08022369786064822,
SEMA4F,0.03466936169085714,-0.03210722054546641,0.10859019625060234,-0.030036060754813545
NXPH1,-0.0013386030832542172,-0.026114878444884238,-0.09699899658689443,0.143314864636602
ARF1,-0.0029449192257339834,0.01930409685591533,0.1244078606274742,0.07781170070566239
DSC3,,,0.021644861669417332,
EBI3,0.028017444172598327,-0.07359768552316874,-0.04470619481568326,-0.0727400605705005
TIMP1,-0.05658733361848346,0.06488229267590351,0.21195755053117118,0.11921827456051227
SEMA3C,-0.0015054252615736995,-0.029716196618252123,0.0999658253938178,0.04339862689940631
GNRH2,,,-0.040799561144063974,
GAS6,-0.03575190540922899,-0.0476027606005124,-0.03494471756557934,-0.07250348064945661
MEPE,-0.01656444292243598,-0.0054292103150778,0.0718057584946996,0.061009517988714956
SERPINE1,-0.04541595900497743,0.08629144367099176,0.08611729846448038,0.0877158582291683
RSPO2,0.018811111503609864,0.012576436976135207,0.01035940442235043,0.016151161702478607
SHBG,-0.022639603119923662,-0.03742863487438809,0.04835859074569469,
LGALS3BP,-0.06574002598545202,0.025866460789689183,0.025291747161438036,0.07216594431795546
LAMB1,-0.030483501408587566,-0.013077595305502496,0.15449216482717318,0.01016152049047283
SPTBN2,0.05048126473345079,-0.04760845914075739,-0.027407852902671857,-0.06225290765317975
COL1A2,-0.014632990515162819,-0.026253705408216834,0.2212505537484802,-0.059958365630225885
DEFB1,-0.011875303268358848,,-0.04571354948819494,
SCT,-0.010914867117960785,,,
WNT11,,-0.04676805645480587,0.012277790411183069,
LGALS1,-0.053091324627264645,0.09004974468263428,0.16212714826260097,-0.07600646164036264
BCAN,0.043793120008943656,-0.042102546544159104,-0.1476546370321491,0.0392173798629974
ANOS1,0.0065612737971748715,-0.023342203384429112,-0.07856521924689956,-0.04945250205957423
EDA,-0.00046046567518843713,-0.022871313552705663,0.02820536981130116,-0.04679596411733577
FGF22,,-0.0021086139948851557,0.033458759132631154,0.03401331522529158
SHANK1,-0.01597634202055994,-0.026952527176269427,-0.02167082136853312,
NPVF,,0.0660301121962186,,
RAET1G,,,-0.006522854289255462,
TGFB1,-0.026004510925207145,0.049697400486918696,0.12443475743547823,0.013732760898843668
MSTN,-0.01936486237162588,0.04832060826103733,0.07735117779968652,-0.04069642671262073
WNT4,-0.01677198471308944,0.03893108178615308,0.06425554527801874,-0.003945182927581391
TNFSF4,0.013406330015185946,0.03191164082745626,0.023022510132831533,0.07674237035623387
NTN1,-0.02792730586203256,0.015057242928090658,-0.031011870489673753,0.05029765524125367
CXCL12,0.02536103827745559,0.037802465197308684,0.20532240977315533,0.13689960939605048
GNRH1,-0.025314981895591337,0.060618196948328595,0.07141559707201135,
FGF8,,0.003844520177744865,,
RIMS1,-0.007871376434191385,0.007830914215981491,-0.01661665454236232,0.09714968595832511
FGF14,0.0508005001791624,-0.01872958558217509,0.003094888976581668,-0.021329361123805676
IGF1,-0.007266747859931579,-0.018326582141181283,-0.0001805152023411837,0.17402762137581682
TNFSF10,0.056324852135613744,0.007122795187994233,0.112555363175848,-0.044307961177101854
GDF5,,0.003125736704711153,-0.0853878952619209,
CHAD,,-0.04631643678508754,,-0.04783645663560052
RGMA,0.04058071684501928,-0.041153322856061,-0.11686504773280425,0.01862058250159568
WNT16,0.010984320258233735,,-0.054074495096845525,
CX3CL1,0.002468037385477718,-0.018993916760758844,0.1143085125665484,0.0809036311504428
FGF1,0.024042094535762355,-0.015710482756160302,0.11695010740358792,0.10557559341471523
ALOX5AP,-0.028987462211713572,0.005522435216431771,0.02119785194489423,0.0056144073678578415
IL1RN,-0.009702427009793149,0.0759131878993706,-0.042629177413896026,
PCSK9,,0.04037559069908968,,
FGF23,,,,-0.041859751988502
NPW,-0.015142171525777222,0.04259272443199485,0.011049605966833426,-0.03155927891093855
CXCL9,0.019986062129605433,,0.1001851433001553,
ANGPTL4,0.05899403130269313,0.08595898984332084,0.13581473902991165,-0.0019044425823254237
UCN2,-0.0171025232709091,0.08897892330884911,,
OBP2A,,,0.054043636305468726,
COL4A3,0.004082120108070223,0.084993181399724,0.03407524537170612,
NRG3,-0.007970321972917593,-0.0073640534463565496,-0.04339142489767338,0.0702393421043045
IL23A,,0.11564784416896216,-0.03996748258530203,
COLQ,-0.02403075751518371,0.026737884519634447,-0.03814114185165688,0.1491645296819147
SCGB1A1,,0.06995732219986238,,
TNFSF12,0.018756437117563113,-0.04226991991398242,0.07211872764333606,0.05847393572400241
DKK2,-0.0019329402799161705,,0.022366397987979306,
FYN,0.016392158365195548,-0.05143549392952117,-0.09282573831998008,-0.05357772113693006
ACE,0.005681589153801247,0.04976454108395766,0.17991475304277296,0.08135916092754196
IL18,-0.008471904064955798,0.0024439536254436565,0.03389124557797127,-0.03315942576863814
PPBP,,-0.02403017336401004,,
CCL27,-0.001441763507206565,0.04081478854933097,0.011755042082471915,
SERPING1,-0.012123908107122827,-0.01733302023634599,0.13784721148727577,0.08387756514504692
AZGP1,0.06524911047183633,0.06478357064113587,0.003303263849715088,-0.04226601333969519
INHA,-0.011822527141605157,0.02377319815775393,0.03340703475535707,-0.028481159538299515
SEMA3G,-0.006494114660051873,,0.08464382166924148,
COL6A1,-0.04328790714347436,0.048239581218436245,0.16708634788610155,-0.023440215274527377
FGF17,0.02264710527283712,-0.04327129863438835,0.04008370502112949,-0.030816050130456324
TNFSF8,-0.014001911226451782,-0.022236638067372253,0.07760187924718064,
FGF20,-0.005808535057321557,-0.03470407242450635,-0.026792475565902422,
ICAM3,0.06063307214944052,0.0018031662187913404,0.08320916147452671,0.007031351490653675
LAMA4,-0.04619541212027927,0.02313718443032328,0.15012698467591404,-0.035104373638366736
DLL4,0.014511651791866455,-0.06665985450805696,0.15067075786247758,-0.016674590876046974
SEMA3A,-0.005819825108216791,0.026192919780450737,0.028842531675620862,-0.019430659349649382
RLN2,-0.014262695011478713,,0.040576634079341145,
C5,0.008968792525516146,0.07734194900452933,0.06760890422740594,0.02888153651453259
COMP,,,-0.057442816249329745,
EDN2,-0.01731966472190375,,,
C1QA,-0.05201746011238552,-0.07101255357910868,0.14555309589059257,-0.02435364098613731
