,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.01520053646357319,,,,,,,,-0.022793765062034604,,-0.02184506277032188,
BMP1,0.03845892788392504,-0.010930456060276005,-0.024729180438961804,0.045611786962865795,0.05795080764037413,0.006880440229943795,0.012699188058824593,0.11439005875455542,0.059339129247032295,0.06088451817148404,0.04640319049878506,-0.00960201315042002,0.059923647307158864,-0.007144489378908866,0.04218616206114712,0.08239579329720058
NDP,0.0186619454600999,-0.0692695284735758,0.04216009144983472,-0.02311105852694657,0.02388236428455354,-0.012752533066623693,0.039398919500511165,-0.00588373732304618,-0.054017809856691454,0.03764722420913882,0.0011317332591293807,0.06504492687024496,-0.006682638547902576,0.030556695955430823,0.005212078140901533,-0.023989122974258925
TNFSF18,-0.03346924957156396,,,-0.012582396771331184,0.04591534075804682,-0.012622089446573373,,,-0.043522674970237984,,,,0.01914889963792745,,0.09245449827285816,0.04895257853421026
RTN4,0.021474871308344648,0.03203126114381652,0.01408627683037449,-0.0864547932413688,-0.1203050976480783,-0.03026685936671114,0.02274799935619612,0.01864483954960046,-0.04732743180628951,-0.040823911023390114,-0.061749134054397546,-0.06095987263356575,-0.021314734134913846,0.0038904743779675805,-0.03031904536072917,-0.07808518972670733
HEBP1,0.0012805529395939104,0.014383491133071876,0.07892167698301479,0.01247986503818393,0.0036187447441158025,0.021167582487356725,0.014478897165932689,-0.005007906400121027,-0.029704881887268716,0.051757550205427195,0.042440733138190134,0.09470969009980443,0.052738451524813254,-0.01457684922792787,0.0044004312791071235,0.05954119284627627
WNT7B,-0.020568641580210847,0.011327561087965253,0.013563138948364122,-0.05720906490193236,-0.03768086469962991,-0.03618004443778265,0.0673228521773509,0.09127294513617072,,-0.03139837175171816,0.01743899630441971,-0.03909669460679106,-0.02700421098984779,0.03106799287425578,-0.02015065732658111,0.0012935662311853314
PTMA,0.02350599519130174,0.006113374385220214,-0.03748039509825388,0.08901681966176138,-0.08513821805418624,-0.04710128511239527,-0.020945359933405294,0.10289607590025433,-0.08761796358216385,-0.06990521165185419,-0.021769942590447004,-0.040231051690718764,-0.11416439507275543,0.01750886489036754,0.0010227693400404214,-0.052117029069872776
FASLG,,,,,,,,,,,,,,,-0.018946215488149315,
CEACAM1,0.02590699947753713,0.012288797866928746,-0.021935720282665185,,-0.0028933930630343128,-0.006280979007861635,,,-0.030603826927535167,-0.0022220604578565167,-0.03130872573454114,0.1014732492469742,-0.017877514308940756,-0.017930081610493087,0.03584076939167,
PDAP1,0.09559679254437267,0.0073544255590051325,-0.07579664215765272,-0.007405405215602927,0.09164058256874806,0.024656818308133387,0.003557024783880914,0.08615989959451963,0.014565359492351635,-0.011562517158766992,0.06336505872425442,0.027360063046289972,0.08423956624075793,0.037649217278553,-0.00923002273901247,-0.02997786473096776
QDPR,-0.044750196578132846,0.04032301483363335,0.05747747162421467,-0.05261845743225232,-0.07984001504262363,-0.007907391039214354,-0.06174155789454682,0.10533849143001733,-0.021502602768169087,-0.021533355239296028,-0.0046316361808892,0.07413962328247467,-0.040244152794434995,0.014307294526833518,0.04519344627568995,0.020514425467721024
POMC,0.036889657202308114,0.029295934446351594,0.046177972211576004,0.012957901891832742,0.02325252919921803,-0.014645674462481979,-0.022249991102131196,-0.027201865514687687,0.021585974659189693,-0.0460974475935706,0.02169916896892167,0.12670486061538275,-0.028882947788832217,-0.02933125811827256,-0.01198108644919765,0.04253612936887951
CCL18,-0.01401479397758932,,,,,,,0.11898399435070212,,-0.019964883929448833,0.015186863392189125,-0.012539282455457698,,0.002846986130496698,,
CCL17,,-0.019320481070985863,,,,-0.01574220298520926,-0.01733661746867809,,,,-0.022212025523734986,0.015425571781730265,-0.030052262552018465,,-0.01717261630830371,
VEGFD,-0.026583216328115503,0.034443024103011144,0.01377184452750067,,-0.025464976025610896,0.048595404617187435,-0.012716618572367906,0.022666161503619515,-0.04160523206099032,,,-0.023340004323092717,0.05276351430239843,,,
TNFSF13,-0.0034804106519743306,-0.01332683543763144,,-0.012202300032157717,,,,,,,0.06417155344992981,0.13823860428079895,0.031195599952324318,-0.020134279929056934,0.04450179293101737,-0.029715430835234733
WNT5A,-0.009910021675589603,-0.010211111870732625,0.023032879855844995,0.08644278700596116,0.05933079525463302,0.0681856074939735,0.036568665292964764,0.09855649542539541,-0.09008430503952794,0.05760758612927712,-0.010335938473024277,0.015369196501668205,0.025131829199264565,-0.006981633074903684,0.09577147482571403,0.018228680342994026
CXCL8,-0.02117932193630743,0.04062018966635908,-0.09380470091655074,-0.017356980364867967,0.011926422437360135,-0.03016802081851752,-0.011842268151547061,-0.041712244774597784,0.12641931908391613,0.04421396759073764,-0.07879838199799755,-0.11259406159554601,0.031083844262276988,-0.059464715703417784,-0.007190269814264286,0.005145843586431556
GRN,0.0029427656290555,-0.010248719310266888,0.045570493727934314,0.08148425353169396,0.0769160293154409,3.115798339654422e-05,0.02869304682201966,0.022276064687227027,0.02720214428406359,0.07164964107401371,0.08162432254146755,-0.0001411713995127395,0.02242474005720376,0.014471418235296137,0.022690117017295865,0.0483856381698559
MIA,-0.020184391661744027,0.048238484495538976,-0.029143201594983043,0.01203965194650854,-0.0157414034491019,-0.022117391824829156,-0.014462475531133622,0.03541464171864277,-0.02409611182172635,0.01175658466929827,0.08512367083668074,0.10809849988441614,-0.014084949619699808,-0.047403002942018525,0.03913914965554293,0.01590210725383121
COL4A4,0.01102047550291648,0.05028081072887212,0.04868573035104182,-0.011609949377908248,-0.014979000422491888,0.051300401788899316,-0.012513421501690297,,-0.0019585597494895354,-0.02524185138012182,0.0519142728444326,0.02046715096035894,-0.02374641953899062,-0.03613531165493327,0.027819029940755528,-0.017680700287195893
TAC1,0.05611075541751146,0.05526263527258492,0.02938780044705762,-0.05277211705432028,-0.08176677300299354,0.030657693714136843,0.029418706911929753,,,,,,,0.018603186041725492,-0.022575150322388535,-0.06727806385994757
RARRES2,0.007602958751742146,-0.007586928388792809,-0.06677124363374,0.012752114089364875,0.08644840446038032,0.00932441383655316,-0.021360604550595352,-0.09019039780586101,0.00904104062342155,0.023492511559604124,-0.04011458172169104,-0.04144075452301598,0.048408927209789995,-0.028124120266076802,0.06641692202917054,-0.021155754184943584
FGF7,,0.0031474540643399327,0.0792059426522829,-0.033276067364399434,0.014657693185403267,-0.037466474725971616,0.01972468429610271,0.04160540276549817,-0.02720685321638942,0.039606782899786995,-0.0483540046077526,0.026272020880200732,0.004268082427275384,0.019774979126593387,0.03399465860147744,0.03329171141977993
EFNA2,,,,,,,,,,,,0.05325759662118022,,,,
HBEGF,0.02232867502439946,0.003969234654490913,-0.09236377983280186,0.04617274683497319,0.015710298262715243,0.008671516334004715,-0.0326574957963851,0.057806210594018054,0.05038880493140555,0.09342193661304267,-0.01174738589009305,0.047385123162527645,0.025568932783580085,-0.005750664830480952,-0.007407599450805188,0.08643979258859967
CSF3,,0.06330769119223227,-0.059457778695566364,,-0.015847494137039807,,,0.027982225176513633,,,-0.08795173330480782,-0.056368414531262845,,-0.010871131608824549,-0.018080115783897704,-0.02068521828673665
PI3,-0.027966655491487247,-0.02408332146369961,-0.06437921534761612,,-0.017844487562589367,,,,,,-0.07788999727494356,-0.0857678139813243,0.014299571401690648,0.008107370530986913,-0.02783540825380145,-0.049475933792709995
PCSK1N,0.04174932267466541,-0.04002128336346136,-0.013349443367016546,-0.03473883722930547,0.003944412374763356,-0.05619118400517737,-0.07128334059140232,0.06041407898118196,0.014290083694510316,-0.03180490387232678,-0.00871050787313296,0.03844749735700994,-0.03451892186307858,-0.029145516570227802,0.03257105174562636,-0.004885140442924958
NTS,,,0.058240713993244,-0.014173110314983941,-0.019478476611120267,0.011933367905435416,-0.03367975208296072,,,,-0.05181834336023044,0.0036749572175125717,,0.046811941903095754,-0.010579684602894154,
SFRP1,0.008420100666674427,-0.01685786654039853,-0.023942367353450154,-0.005772406456858223,-0.007805890974122063,-0.0014472885184737038,-0.01733661764327207,0.038427764863137835,0.01869416933782451,0.0551868710447095,0.01722860986902925,0.04966647764789582,-0.0410476875737364,-0.0006625545603088911,0.039748359324809836,-0.043583839987535324
CXCL13,,,0.008193722214514153,,,,,-0.017047751949885098,,,-0.006045224519053958,-0.0569947387879806,,-0.04193056495017677,,0.11695773287225762
MICA,0.0694137979277291,0.011904458445433704,-0.023528195775068067,0.1058812900697566,-0.01716456212573019,-0.01627642939882205,0.01365868764686527,-0.02101985280790928,0.05057064893756556,0.055602168972151804,0.011185108908633355,0.052459514544959826,0.05037263358937754,-0.06658767295221624,0.05798926042175703,0.07393557841338737
TG,-0.00817769211880887,-0.018192308860423285,0.08564138190694028,-0.016359505523516775,-0.01912650758019192,-0.01585967376764452,-0.012546434775721017,0.04076277528344602,-0.03783657203299055,0.10004090526716129,-0.029514228596391707,0.0039056109428371915,,-0.0211557920603735,0.027554308411945796,-0.015538644973487782
ADA,0.047688627830636064,-0.0117342747071879,0.0071579695837431555,0.05414813896505431,0.06122103404011694,-0.03826000399904435,-0.02037641906072716,0.057381078984683045,0.024225415735775236,0.10032763945256418,0.017023824161033367,0.015420478894805486,0.003026381305345094,-0.04441612085198699,0.019757484850655305,-0.040972221524752356
LAMC3,0.05689771285528263,-0.03613452944085453,0.04213294936542993,0.009630053079576668,0.10425776692372779,0.06252624600577313,0.04325902404627021,0.015735914769957206,-0.005957368716104592,0.07454906733005941,0.03893803529804663,0.029432304875502035,0.01780794756733815,-0.019873885529611803,0.05407605237071286,0.03284388310582393
CCL7,-0.01690916590593718,-0.013153010239701026,-0.031457875651001214,,,,,,,,0.0199494911410548,,,,0.06627129029641828,-0.025944747398166074
NGF,-0.005750105234870252,-0.030136905895700686,0.02024455937942269,-0.015611356167316563,,,,0.01703793090611714,0.03854312072207783,-0.02966907800528305,-0.038448100739858465,-0.021884933776694104,,-0.044130247491337156,0.06082614293481502,-0.039591727359706314
