,UKF248,UKF269,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk
DCN,-0.02207029376552336,0.08747014306500155,-0.03645235349248229,0.05061937932282998,0.022454955399393878,-0.0018072173474333495
RARRES2,-0.029856488978888655,0.12950310341448962,-0.028458593609864725,-0.005192980346978833,-0.07917316322164436,0.01108699691542523
SEMA4A,0.023618844689366994,-0.007868035250098966,0.006091843098791312,0.026111716488369966,0.060051579069123076,0.051538259858156625
GDF11,0.04395137128976123,0.05825112291688867,-0.002680879825056843,0.070635499793701,0.05951489817798028,0.0179033187615952
GPC3,-0.0016544021729407337,-0.001377240424474355,-0.013477034607531989,,0.03810054486075863,-0.006287016636808397
OSTN,,-0.015493335609320518,0.005511569966462736,,,
GRN,-0.04275503554789247,0.10937042231567178,0.006406889348216136,0.06841713713404349,-0.06488753685103504,0.06627780331282991
CALM1,-0.03845894797145605,-0.07163377919218017,0.015778612995457127,-0.06680841184612221,-0.05646312607256637,0.029499621909775457
ANGPTL4,0.029017562155681537,0.019835967911283885,-0.036894919454025475,0.06365397757978032,-0.08888778332958987,-0.017251336005597376
BMP8B,0.014003238403451497,-0.023072234835139063,-0.019638460344418775,-0.041741072963935186,-0.01747357395070496,-0.00484443490195493
TNFSF4,-0.025451261804716484,-0.023726822255773838,0.02330891532050641,0.05768541759320573,0.10303157112686627,0.04050607507603867
RBP4,0.02892963037184292,-0.05913234653040718,-0.018584658428731818,-0.014707130801000922,0.014786149745169907,0.029469352119982223
DKK3,0.012062096298867326,-0.06841318867522282,0.005667471027003716,0.005481790467318604,0.06470259866686216,-0.04503893197935481
COL11A1,-0.008397652155898157,-0.027175673770543207,-0.02102589664355989,0.04127266234998346,-0.021843522910616964,-0.013718829957028666
COL5A1,-0.015998811939185054,0.0705924497722646,0.000797702444972313,0.004385277895944962,-0.06032036351643735,-0.008781200033907838
KISS1,,,,0.031042332812407303,-0.023099874632480675,-0.023107008075324693
MEGF10,0.011793934765113404,0.026559544658481204,0.006738853219879943,0.020285584247619653,0.1056421034164024,0.05746914915978266
CEACAM1,-0.008487635317075583,0.05946357667397732,-0.016745996129576765,,-0.019563786861967008,0.013335173301414205
EFEMP2,-0.0247039274810923,0.0725924333401472,-0.028859749441186872,-0.00725595214645023,-0.09294391907410687,0.026873588474700796
IGF1,0.11295253155187317,0.027772876956319005,0.034790088353751344,-0.0014823942708399413,-0.0027755785909661795,0.03237084677689872
COL6A3,0.004512723260539483,0.05870377349076139,0.03560417610453365,-0.020178138505199807,0.015315939869457703,0.005412580690455373
RLN2,,-0.017196137267791668,0.032881409153621186,0.09435451810044837,-0.015083824237198042,
WIF1,-0.03450526899318984,-0.028422417933256935,-0.01039990465138052,0.011908949502211242,,
IL13,,0.09105152322854314,,-0.017474660656424626,,
PLAU,0.007644486584909073,0.03936122090510589,0.01896163211171337,-0.006536277764629826,-0.09170525410799786,0.05811028033458475
CXCL12,0.014149268942038449,0.05026141788012117,0.029691347100552427,-0.014478022423428046,0.032270847424931894,0.01887297833189421
MMP9,0.021736044653675173,0.07088301112384653,-0.015838264879477176,-0.013462992543416817,-0.045382631091192956,-0.05796021797565099
TNFSF14,-0.02421595344384098,-0.02273339328307739,0.027998443641994924,,-0.020629459131473803,-0.038404539998442074
HBEGF,0.022279812875001106,0.03917580320301511,0.028448861358700187,-0.009040482218196314,0.06580387060225532,-0.015237967912896758
NUCB2,-0.07582833387402174,0.02183779119809489,-0.020920162614095187,0.020990314190914357,0.007074139206729019,0.022716799469899265
VCAN,0.010696409855832244,0.05628885073730978,0.01208059629476372,-0.03213093594287755,0.09429643212603173,-0.06709460065436514
VEGFC,-0.004209922814353978,0.00710986585340842,0.05515219300066639,-0.015205860597853827,-0.026771314855260405,0.03226865465847287
LMAN1,-0.022109744688142544,0.09260792657896845,0.0001772514985272191,0.008948458029634893,-0.04287924639628789,-0.07055025636379045
IRAK4,0.005732207354096354,0.048812582113034186,0.0075013405935545905,0.04485641920523848,0.034674838136083325,-0.011069756292503946
MICB,-0.0004031811311445939,0.14079392178947328,0.037774546793696406,0.040326602387286206,-0.041035222908097906,0.11442232532826416
COL1A2,0.005489850028985078,0.10297758855010603,-0.001812002335475441,0.04388187465851609,-0.017570695316902713,-0.016871402708886925
ICOSLG,0.08464821751691523,0.01124997439541855,-0.007855336118176378,0.036253177899905065,0.039760230581372756,0.020936795629022696
GNAS,0.010528976339711397,-0.06476043822439342,-0.009887315435309837,0.0132627942453677,-0.02399132421997291,-0.06274938342366301
C4B,,,-0.01246046872443467,0.0416872470503176,,
COL2A1,0.012126873137748143,-0.01703297471200007,,-0.012380857079783158,-0.03446327753814602,0.08148089772845506
GSTM2,0.019080897467852673,0.03977517994589289,-0.03204221673985341,-0.009869704052627024,-0.031566898142619766,0.0018590172133326126
NLGN1,-0.002384695066894276,0.07063648323679829,0.04585491120254629,0.017430650807792887,0.025369129491756577,0.02504612826356679
SCGB3A2,0.038648539238980435,,,-0.020330239184308888,-0.01882302935349727,0.03586629137675668
LEFTY2,0.02975805016473679,0.06662865277448314,-0.03318921640892202,0.011746270490012704,0.03044960550666042,0.02464074878772302
ACE,-0.011579864334984875,0.09365189603083995,0.010394755367329242,-0.02609084692475157,0.09362213362901164,0.04675765745068104
RPH3A,-0.004594649580830683,-0.009417480214091122,-0.04951922359540457,-0.03531334726465411,0.09646053393550545,0.024265451157177678
NCAM1,-0.04998104189887985,-0.06700379161100144,-0.0002896314707612373,0.009538148146592908,0.019511642919404333,-0.03676121462087191
