,MGH258,UKF266,UKF269,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PDAP1,-0.07066065601066696,0.01863714502762051,0.08710571843131869,0.043017765898160754,-0.04230268078781838,-0.0549069443258257,0.048573611668867055,-0.0034050371829999933,-0.03519012209319198,0.0200442280238733,-0.013430589123653993
QDPR,0.016244923706127044,-0.02228266461048967,-0.023273606099308414,0.01481830010200276,0.09137007853821585,-0.046818085643968915,-0.005339167215778406,-0.02471883468490649,0.0683489440297422,0.03282038682092628,0.05724666545667805
POMC,0.09525401116904388,0.016682057865553202,0.00166588516435444,0.10197481413738893,-0.04958316216904416,-0.011620722337033876,-0.02668813763134432,-0.06048467128329662,-0.02540160264989044,0.09933954955963897,0.05702278625110059
CCL18,,,,,-0.021103574627536474,0.025663417199781196,0.008084453602602522,,-0.003687396832551904,,
CCL17,,,,,,-0.021346251840767834,0.07197846015809937,0.01474283106590726,,-0.01631459566710847,
VEGFD,,,-0.029407136195950083,,,,-0.019560867880469502,-0.007524103699785842,,,
TNFSF13,,-0.01147556800386085,,,,0.024846072935276495,0.131205353157752,-0.02668290113499798,-0.017436789664366757,-0.026583271915582532,-0.01461586002425404
WNT5A,0.013315588576671474,0.04131779836539848,0.04380082881374336,0.0007731830381311493,-0.08927938670073311,-0.030335817007711655,0.013304749086636328,0.026137876210976838,-0.03192475012198915,0.06780197190506702,0.0364523518984451
CXCL8,,0.005870080582086326,0.042826485904218003,,-0.037156165746799905,-0.01407985735284202,-0.052485462554613546,0.12501014285134607,0.00532061225972347,-0.017340210734451376,-0.025593616827274672
GRN,0.012684025242217007,0.0063829564219362485,0.07896313459141945,0.005097177974471779,-0.020272485544821642,-9.17387597119385e-05,0.03430965628300487,-0.028991961288707357,0.006992655537873575,-0.04645508553408615,-0.06143544749587997
MIA,0.0770303203291966,-0.020750040142941083,-0.00834046909253826,0.11933296665609854,-0.014122949013739085,0.09223501047860096,-0.005898206315661258,-0.024957513563104067,-0.06587433637940007,0.024474663316342675,-0.03743405998888239
COL4A4,-0.020783303098093283,0.056292801753084494,0.07174342010572048,,-0.026681512210138415,0.04627524536850424,-0.017289720506257922,-0.011928702323588928,0.01666061271761816,-0.010890292747331172,-0.02000275587218118
TAC1,-0.017945686632542843,-0.019904288883433825,-0.023452601000604673,,,,,,0.10518398453799152,-0.02144719494232635,0.021219725651834886
RARRES2,-0.00538336610254815,-0.027053584355453266,0.06770292666560229,0.009341244742270964,0.0025835671413458623,-0.024071529304320567,0.05532571551217276,0.00424768744333802,-0.058659845439641006,0.004166664245492387,-0.013693841344678012
FGF7,0.014886437545430186,0.017490935297621697,-0.0059796342925837066,0.02918256693446409,-0.042653991546292604,-0.02488762688648497,0.04583875649607158,0.03925076882666003,-0.05656665738570786,0.014979345797168251,0.0241336503318999
EFNA2,,,,,,,0.0036168638009142005,,,,
HBEGF,-0.020167215156782693,0.08099770126473427,0.041323765036942656,0.014802432422074314,-0.09881585696072374,0.059559058710581946,0.008976941004227622,0.03473530171662321,-0.04566498401113828,-0.009766972422264236,0.011340300827745335
CSF3,,,-0.01830079941892544,,,0.0060253624635137155,-0.04190076142570935,,-0.022261364059779777,-0.01717675241402594,0.020628724886093307
PI3,,,0.12985246982289336,,,-0.045710303782916496,-0.000759517309639016,0.09723514725635148,-0.07954603848177345,-0.037319376579112565,0.01947803298204968
PCSK1N,-0.05937974918594155,-0.025322594165181758,-0.03915695380476251,-0.019417214983116382,-0.00903487447194112,-0.06377843373573262,-0.032887368998153955,-0.03701268844452399,0.03974023799685455,0.015078874548488993,-0.04894106136639694
NTS,,-0.013329002795963843,-0.022493883913998328,,,-0.049798583481587014,-0.022649966041513158,,-0.03365286859243196,0.007482786034634192,
SFRP1,-0.02611142735457076,-0.002971823451535819,0.07365953858271539,0.03479555027537673,-0.07420425970573317,-0.07204187847036615,0.04768507601781862,-0.03896512713711973,0.0042893323320149935,-0.024845349935380234,0.06571088705810094
CXCL13,,,,,,-0.047948058229209195,-0.003569034022266711,,0.0051135209753554265,,0.03971802443006312
MICA,-0.02803513745422746,0.02428475937281973,0.06880398438206181,0.01608028166364027,0.05989985144085165,-0.022001092149617003,0.04119989897890418,0.01912432826088233,-0.018834582969401048,0.004261080356575034,0.06262125252753714
TG,-0.020783298414495912,-0.015385182928620143,-0.022087427563171343,0.062198835760574965,-0.03436155346413635,0.0028408063467682187,-0.027895909193462118,,-0.01832144470224872,-0.03349794354197805,-0.032298012544728916
ADA,0.08432900797047141,-0.030056466114889886,0.05780073433696843,0.12136843812491045,0.011150863974428328,0.0020026075684647904,0.024821701801285182,0.0476436738335422,-0.046604320095730414,0.0819824101465275,0.10453278593692542
LAMC3,0.008267494837821642,0.02174203652983387,0.06322232067862385,0.016189490925086095,-0.10540756476581527,0.024661576062318627,0.053316430525598216,-0.018496581053578202,-0.04176408837207715,-0.05218251109300282,0.012362469585671493
CCL7,,,,,,-0.03199311118498727,,,,0.02740771425344196,-0.021394437063494837
NGF,,-0.014681591081878602,,,-0.031361244274059605,0.09295216221536387,-0.018341397553006664,,-0.027446651563587415,0.004238013100581449,-0.0409492655258126
TNFSF15,,-0.017826670263503767,,0.12134193767030463,-0.031672205170978504,-0.03118969088882096,,,-0.01382392490065787,-0.028919043695031094,0.13722957055263807
HMGB1,0.05626155933016553,0.020962641734947475,0.08040008503970361,0.010300521291157987,0.03684897866812167,-0.034082274440232506,0.03347329585760477,-0.0462523182930287,0.02029647223486949,0.04541712963478003,-0.008045548839257087
ITGB3BP,0.0033385296328211304,0.045967946504715126,0.05829375684215151,-0.05311803293809087,-0.03179774521971904,-0.015240127835325272,0.06595080965228227,-0.03772967813345731,0.007892577527701396,0.04798604525275832,-0.0043292251751694795
AANAT,,,-0.0165078163306509,,-0.021980257597181967,0.017683068370624565,0.05757523798810949,-0.030778436386201705,,0.0027153632763467113,-0.02206248860153238
RELN,-0.017229905395590363,-0.013666097838734969,-0.030570925980591,,,,,-0.025309411780226235,-0.016697803149071613,,-0.009193730058446549
IL15,0.024745430191262845,-0.012684735675784221,0.0860816589640361,0.15767914396836677,-0.03715626285773682,0.06280681303686819,0.05864183084817134,-0.011392655048050985,0.015852113995694406,-0.05309532088495106,-0.05919871681274273
UTS2,,,0.009923806082063434,0.06061367619410022,,0.06778324448227531,,,,,
BSG,-0.0023037562292408872,0.03555521824323938,-0.004328751795907329,0.0077652349892342815,-0.004150330447636735,0.03844666910848504,-0.018087141328725853,0.023523772494000006,0.0020803206187489866,0.049975474040094364,0.021958486614129833
ADAMTS3,0.000611229047009778,-0.02043143963937717,0.04396245100073333,0.04159335251361862,-0.026319120789645878,0.03148491334581378,0.025328139752377632,0.01569461589008583,-0.0022820620616268495,0.061663830709175284,0.028407811559774468
CD34,-0.004784814757108532,0.07257211833584724,0.06632417179964775,0.0040798477800371115,-0.01221431871324815,-0.03174551272513963,0.01910192303322978,0.004046821329844448,0.02135001270211403,-0.053670212226906336,0.01179557066575951
CCL23,,,-0.018783274540913577,0.07537098330383864,,,,,,,
PLAT,0.007360920707524622,0.062257103550370736,0.028776211274001828,0.030417950058441452,0.0024957572415936066,0.039730677392076336,0.027420185470764753,-0.0008098424883278903,0.0028186389120007354,0.0029007391707237015,0.00640466336150428
NTF3,,,,,,0.0010018669714063765,0.026712316968927844,,0.08161638914549657,,
LTA,,,,,,,,,,0.04060720646560644,
CKLF,0.03697178137338382,0.04696508194371717,0.11825565596186942,0.014600208524155413,0.002455123902735365,0.03418759697339085,0.030362279705930226,-0.09285203665884202,-0.04043604670354184,0.06510574545760894,-0.07139570699187753
CD24,-0.03684154952638389,0.05099426928475242,0.050940275181234264,0.042757008338845784,0.014474791425938625,-0.005097759745446239,0.00935527802224427,0.012236524309767896,0.09198846714941936,-0.03273723676460365,-0.00013355758322263343
HSP90AA1,0.0319084819252539,-0.01114679592358431,-0.09108727583796856,-0.025746322784210206,-0.015557635835065042,-0.06527253485690009,-0.04371366913517469,-0.095984215720978,-0.002310555338752676,-0.020178457334914728,-0.01428836840407185
BMP4,-0.0213890312918695,0.03654946128267462,0.007326032369794536,0.050729994645056294,-0.04607876459191108,0.05444765510166304,-0.04755988518727724,0.040563828941494975,-0.014318530120699858,0.06179271755966305,-0.02671005709213579
SCGB3A1,,0.006279284549035479,,0.009974041782707832,,0.005149062080100615,-0.01143288173627727,,-0.028707929961747973,-0.014636399965476362,0.0009300908825677321
IGFBP4,-0.022587943721348456,0.05016981789269436,0.00421319597248233,0.029591466815353195,-0.05305237704249395,-0.043702877590944066,0.041485214406685976,0.07075102189022658,-0.06119539278094851,-0.00711859922723283,-0.005843001420517188
RSPO4,,,,,,,,,-0.019333569086895184,-0.03380428169353791,0.0449688322353317
LEFTY2,-0.02057780815787052,0.016016077358661448,0.06220726591626584,-0.007073794344125058,-0.02808890638603948,0.03694479441424463,-0.0018012781150771524,0.014332611135952978,0.03133849543609846,0.03323354641938757,0.0016185813657975498
PF4,,,,,,,-0.017040209779071298,,,-0.02563074815713175,-0.021792920816578885
ANGPTL2,0.04853874494271109,0.0352102107472134,0.021274680769311723,-0.004492376879041399,-0.04756418672409969,0.028098738145635824,-0.02649073025590383,-0.004054584427211858,0.013187869121203436,-0.010394443077222218,0.026190461797703575
LRIG2,-0.06591001319870783,0.05226295139524663,-0.01121574156131711,-0.05351315524289967,-0.029384640486931908,0.0245899861648385,0.011864472119603361,-0.0605034511953393,0.01441903529642127,0.038869570857932516,-0.06484308395736074
ICOSLG,0.017493546148680334,0.05741151650650765,0.05299907636130233,0.012684401235934416,-0.028237066683412842,0.03075697015536741,0.012477599063945894,0.028423778541985596,0.05643208548464104,0.027518191455820983,0.05224596440394144
WIF1,,-0.039424744803397686,-0.039204900635612466,,,,,,-0.017972425152622092,,-0.01482136990413012
NPPC,-0.019034190381458625,-0.031064850041623984,-0.0084544269565101,-0.024874597312878027,-0.026319070242198372,0.02341530296218203,0.05793284998717006,0.00662983550258436,0.02521202748570954,,-0.052373422607509816
LYZ,-0.035142358181749454,0.047981046334918835,0.042643493091419064,-0.022744256917825466,0.020899508312320215,0.007750428253339571,-0.031229408992251267,-0.031244354970983285,0.005196682360500668,-0.018706528946642976,0.04781233314172415
EREG,,,,,,0.0402812533196067,0.01997860970441879,,-0.024080286263065385,0.014108223288678279,0.015500767302512403
SPTAN1,-0.07831326013644263,0.051482491124136984,0.018188340794637856,-0.008607367779057212,0.021112508116493595,-0.014938619116004515,0.02956597602652005,0.02031680187822331,0.0376046479346955,0.011008098135962296,-0.046807325668648474
PTH2,,,,,,,,,0.04496008840288042,,
LIPC,-0.008937901766162498,0.0377281825388627,0.07785309563506544,0.0011491801693146435,0.06437489015301133,,,0.019800294830389,,-0.03240696685043411,-0.004424955184900708
COL8A1,-0.02131486300838592,0.0077979774456638775,0.058764015492398465,0.11648135708031129,-0.04580823579113829,0.045089694330995175,0.015031529808494993,0.07018920465227976,0.027769968937537512,-0.006159248968152186,0.0623376563516297
GSTM2,0.0077459684247309785,-0.010726652046658108,-0.0008046044678096389,-0.007357775476647849,0.05440486887605163,-0.045744842623106886,-0.04309838951298491,0.08363868789019596,0.049727866816476264,-0.00881722676357493,-0.05223947005740535
SPX,0.051731759283710606,-0.003043406768378511,-0.0015554467260394565,-0.009803887214555915,-0.034664297616721365,-0.032256928440313776,-0.02115759849625471,-0.05305630388564148,0.03931422301892436,-0.0020119437892427753,0.027916484873294727
MFGE8,-0.019117259197524248,0.018235347903950046,0.026600204875132982,0.014139203380425232,0.07803608594179366,0.04976239093274095,0.023668674003095864,-0.003318461467656973,-0.017064616682745185,-0.02297295643762445,-0.0073498716014439285
TGFA,0.039442463118984174,0.020214208837745516,0.04117106183821453,0.06411571913298028,-0.07087388951495896,0.010942183482762578,0.037311104824851414,-0.03772172589903318,0.011063913422864597,0.04349333601159585,0.023189778755063065
SLIT2,-0.021389027869303738,-5.57736256535563e-05,0.03767387656449092,0.005556871116157792,-0.029764540855667536,-0.02918799623807153,0.10047088347676539,0.036263142811760574,-0.024418633628910225,-0.02261589246450604,0.013356291281756902
PLTP,-0.020651944783213357,-0.006559314520713126,0.04792004922431957,-0.04196297008044034,-0.04485154346280463,0.004818893716202691,0.0022184172829021053,0.05534929352399597,-0.057551702154533896,0.016014113463321555,-0.004842309602194626
APOD,-0.02079916319554592,-0.03641996980177919,0.06395250456521065,-0.03381051185847001,0.09122263286041998,0.06466910444091127,0.013422081298437378,-0.05299324061580936,-0.0354529980467445,-0.059951222297067515,-0.048656958224603565
B2M,0.035867302218735124,0.0032887384234553557,0.10194651641343176,0.03353770497621878,0.028405318731776468,0.06034248967994567,0.0004882397840936717,0.049532356584882385,-0.0611194715833772,-0.05919775088051714,0.04255327106694252
OMG,-0.0207904918642294,0.04076534695350287,-0.006861488572695343,0.007279509291155219,0.12695701779495966,0.013946836720711628,-0.014782855506747291,-0.07124848219435449,0.10527883641833774,0.07481984518984588,-0.020133479970644616
CXCL3,-0.01673685613033012,,-0.02167397372589287,-0.025635767022149307,,0.05103863671881203,0.009184487918168881,0.025116395435467825,-0.04720014306593868,0.033243666052562064,-0.011841718913982797
CXCL10,-0.05947779345810677,0.046533732314410915,0.08146167811339132,-0.018236159823965876,-0.03550126206969309,0.022602044309885785,-0.022855861210713427,-0.029199756775969466,-0.02641754303238856,-0.04253261448057025,-0.05047794978424245
RSPO3,,-0.00368538728367384,-0.027106709731588324,,,0.01768013103916225,0.01897241881429509,,-0.037074782060369384,-0.018266045434856906,-0.03281046063204961
CORT,-0.02078330276355051,-0.004411348040571138,-0.014168207953356136,,,-0.03648061332001927,0.0044719637534454655,,-0.03215431834719208,,
NCAN,-0.023779476667371697,-0.0366947831451749,-0.0007090310665570003,-0.1160997067361146,0.00518783604331328,0.086056230332089,0.002226497530129339,0.04064531019133936,0.05035994476067529,0.03430201883563488,-0.03198594296563563
PRG4,,,-0.023481775165010935,,,0.06979329529167713,-0.02631178438473987,,-0.03811598869732222,0.013956093370927793,-0.030332776768775473
ZG16B,,,-0.025352349794180096,,0.0952617131639773,,,,,0.013103737836503615,-0.018591596534396862
TGM2,-0.06061452212668526,-0.008270694343504671,0.0375629096409468,0.08976764378733244,-0.10638708010729067,0.026039668444164166,0.03805696351726134,0.021626699758071886,-0.028394734218234716,-0.015344177631484955,0.02229925028156066
VEGFC,-0.020783304101721703,0.10273565613983814,0.030815073658350775,0.02712771271193371,-0.03167220799539952,0.04635233874897653,-0.000652922730081419,-0.011286050566291107,0.002665591968597804,-0.0024360103446246922,0.04192779739652118
WNT6,,-0.013010630358957463,0.04521911427708563,,-0.02323739082216392,-0.03874609459556939,0.01761052946987266,,-0.010802060533571084,0.017250537845519748,-0.019210697101485062
NRG4,,0.007235140648665895,0.009980228599578785,,,,,-0.022956243625065487,0.05014152999422062,-0.018266047482044804,0.006064251611970501
PMCH,,,,,,0.06460788675270455,0.03979820186589706,,-0.0146993960616395,0.025525008484168818,0.02331283236060726
COL9A1,-0.02517756447637227,0.06426112316533783,0.004805405262487344,-0.014213134338757597,-0.030204623477130415,0.06645831502150142,0.01868598879294535,0.03010612520401296,-0.04979639716537901,-0.01943210937161587,0.004256353631203134
GDF11,0.010291411061044009,0.005555328765331717,0.025480184025766208,0.016313107529966817,-0.0315645733306185,-0.0074851292043851955,-0.019183804188412167,-0.007447232442505714,-0.02830220442739366,0.06403807563668384,0.008864419459805171
RAET1E,,,,,,,,,,-0.020037724304034932,
IL24,,,,,,-0.024245230141032442,-0.016768512297705204,,,,0.0007221838451965151
SORBS1,0.06250815334783667,-0.04628859215653949,0.012963734539090067,-0.07018348297782818,-0.005157559569681825,0.008271610190391201,0.010630357058919043,-0.07738606055141371,-0.06835888403309393,-0.015679327774477413,0.007041424068880702
DLL1,0.04294354994748237,0.016050606454449876,-0.0007413269956405307,0.019667607573067358,-0.042586653481920776,0.011821363847936632,0.02215970537046483,0.07777108435633646,0.02839205876776326,0.04550841113021643,-0.00829420371374868
TLN1,0.051474981408207644,-0.0015729122523041221,0.0315355180564349,-0.014642348535803132,-0.011908337924461351,-0.029540802028638288,-0.032186026558942545,-0.00016951885785032518,-0.02380111766025512,-0.04840855686089179,0.07366511839929704
COL2A1,-0.019520836436292894,0.011794860046386232,-0.021673981101786338,,,0.0009532219054558213,0.07837658036068247,,0.04478271427715805,-0.026583269860603824,-0.006139254136332678
SHH,,-0.015385184573352648,-0.01703838267242836,-0.04788472570893754,,0.01998481145210483,-0.006065335529020359,-0.010141415237215765,0.007011453451269,0.06518319377096152,0.016830448991491703
PON2,-0.03700073081021133,-0.008775595173583131,0.03523556983724994,-6.044596535736313e-05,0.023671339739702202,0.047832810952423865,-0.02935669269029031,0.06988378087927151,0.024329482573248625,0.04302936463833654,-0.03322191765002951
ICAM5,,-0.02875303632031067,-0.0423530771165739,,,0.020647780326106188,0.08272999433877633,,0.011508334018984583,-0.017463435054300147,-0.012515132249651392
HPX,-0.022173368870415495,-0.013010631236616306,-0.006501391988210369,-0.025635753610066956,0.03338824551188218,0.013899947813896843,-0.024614638705070687,0.017541817170210753,-0.0015008827624080913,0.022582871740783498,0.0521837679115912
SFRP2,,0.00716761708561466,0.005674678855380318,-0.03091253348383795,0.02501802487933849,0.003967976425292587,0.018995466373567825,-0.042536599505837956,0.014261969483863874,-0.028936252598997486,0.03350597007314514
CFC1,,0.11740834570850599,,,,,,,,,0.09683914537460432
CD70,,,,,,0.022435271491006693,0.017384474019595655,,-0.03717882967464809,0.03427912514099876,0.025091599569422435
HP,0.06257211857878055,,0.04544293137558645,-0.0015951877900926838,0.04225623371053257,0.013536494249117416,0.03578804943050894,0.003961070647391526,-0.05842646464814533,-0.01146589307862764,-0.0623639690489581
CXCL2,-0.027879271084815894,-0.02010849381418509,-0.008872415342879487,0.017820992362126597,,0.0258742703904239,0.027014771762913344,-0.034599267965827435,-0.048432393683623814,0.00731842805745686,0.1077386065904359
NPPB,,,,,,0.008257677114587992,0.023213479720983032,,0.011786341129907075,-0.01852887087680032,
CCK,-0.03445146930918519,-0.0488195566398142,-0.07302390479720632,-0.026376985473842,-0.030411988926823702,-0.03827896514370825,0.02305902371507045,-0.008358622904320424,-0.0007168407810480246,-0.006453631001827801,-0.022309260266937796
SEMA6A,-0.06652946328726712,0.07292813637473196,0.01690872945854106,-0.0734923122217976,-0.015395499055316304,0.06299910008577961,0.0036468128986861486,-0.02782858533423552,0.07363825177963894,0.012670725634859792,0.02580631885008136
IRAK4,0.004881738677042236,0.06995755170236168,-0.007251134825833634,0.00908836052132794,-0.01604907293061189,0.06517094334218178,-0.04458225724367639,-0.00863176432105659,-0.032894752261690564,0.05437615498765979,0.0002817372548438621
GSTP1,-0.060366903537648876,0.05028160210954065,0.04718285717768903,0.05076583620211799,0.06781150285884448,0.007449199434220832,0.03396197822312075,-0.04605685942221832,-0.024998049115158898,-0.006928243883006973,0.052820051197446365
VCAM1,-0.027364640264505267,0.02236395046583865,0.052077897305213,-0.005046381020698862,-0.026486902116791135,0.02617495867052324,0.06487766381054619,0.03630452741018134,-0.029562433610948156,0.015250017379297185,0.045386583955855396
NXPH3,-0.003840391755449343,0.11379027974973457,0.012659163902259178,-0.041708826202492555,0.0026505491703923793,0.07394726339839543,0.04791383777415393,-0.025834532600431163,0.05182466398671324,0.03450120063350651,0.019853093241621364
MTMR4,-0.0636512472152205,0.04453781956118418,0.09502407646032911,0.02926421356195224,0.040538722218648376,0.023922678793807176,0.03231757627053468,0.02711213443920505,-0.07031235321680365,0.00873181802424301,0.007521612866805648
LAMC2,,-0.01782666851143735,,,,0.029080721860825966,-0.002884490892033625,-0.022195139031224546,-0.0142680566574937,0.06016523047950442,0.010267679924769298
IL10,0.022636021486518568,,0.05482988053301208,-0.048289574943335384,-0.04204582517586736,0.09148728268233794,0.02292588518726597,0.025680015493885232,-0.03553038004388495,-0.04872316836120608,0.09669209620995857
SEMA4D,-0.04323432699788957,0.011376278255253731,-0.05223506177452094,-0.003437556853734216,0.032187262407336624,0.011253221676730757,-0.0009440554583871105,-0.09676928209178028,0.04887792324212852,0.002299246630729775,-0.01567320159496596
TRH,-0.01908306136812748,-0.009200392700644003,-0.018865577487862762,0.05331527002134588,,0.02357063380720323,0.0899119202314918,0.03390983693705516,-0.024128099543362924,-0.02075357795541024,0.07035252933185972
SEMA6D,0.019434210468029185,0.0320681429615908,0.021827185515115134,0.07948859341996505,0.006253464324323491,-0.07405555224742066,0.01574718300273982,0.07388670069409023,0.07556150120653939,0.03572825821667238,-0.028517762961945917
CEL,,,,,0.05141537523886513,0.00013137741626143872,-0.027376819885337043,0.05122441832397117,0.007795841171668537,-0.01823118169561288,-0.029721809924840907
PDCD1LG2,0.009752122888887115,-0.012518789864423532,0.004460056069487194,-0.0038151690434840516,0.04374777369660545,0.018017790549256868,-0.03288401624496376,-0.028146867842678395,-0.04392977406312709,0.013761039006155069,-0.01333653894436563
SPINT1,0.006335950597395432,0.02869944887410303,-0.005274509138568999,0.0015950208599889322,-0.05945568966188586,0.010809585099998296,-0.0016219867239279484,0.048487116368207794,0.057127547664836895,-0.03173515354594549,0.05806183665771485
CTHRC1,-0.0035715306418896203,0.043403910703102934,0.03660898573409759,0.06771874155440481,-0.05022121999882434,0.02257630238210364,0.031388907975857486,0.06168401021723259,-0.03698625945271164,0.00820997404816711,-0.023809263054242243
PODXL,-0.027789184068627362,0.053224271552144084,0.04894443204131941,0.05032148060810748,-0.03796046767812314,0.0033980375934367585,0.012598510848550211,0.0414715195892564,-0.003677912928370681,0.018674761029191442,0.03562751359080374
JAM3,0.007597220543501414,0.013428025497089125,0.031600354827248496,-0.013467471049312658,0.09749451179702381,-0.009268894786750866,0.031728408329325934,-0.0910253174794961,-0.061516646423253836,0.029439472665091643,0.03917778675576239
TGFB2,0.029767089162081765,0.007465889075123336,0.038543411382659355,0.0415031234150669,-0.025989947556819413,-0.06579449761708146,-0.00683132340880494,0.03687667367616448,0.003741505648844498,0.01178868892758164,0.036821236697108885
COL18A1,0.039125717984589435,0.07981871930667679,0.04765955264019388,0.010803271732193902,-0.08493698599315855,0.03678018705933811,-0.009754856701379868,0.016130446180812236,-0.04815944940250242,-0.017235375196114382,0.024211014481444804
NODAL,0.0024536083145275346,0.07198191240813616,-0.04277557950565154,0.047477748781782875,-0.04717616912595283,0.08238386747946796,-0.020713062722493455,-0.001797823022377256,-0.016316592911871364,0.12045064310248524,-0.0579534292119437
INHBB,-0.045761942454300375,0.05005779490673531,0.08119862078117294,0.042036646885463685,0.037827685705425176,-0.018765276547815044,0.05601210858035295,-0.06082610934149594,-0.09058457689034072,0.03780137374477898,-0.04085970091328657
LCN1,,,-0.019020175618381464,0.051671325704700566,,0.008477055542337622,-0.019560867880469502,,,-0.0209871476222935,0.08205037148555479
ARF4,-0.026763833141715,0.015703076429247953,0.059844637075754506,-0.031263937384366974,-0.09295976161207349,0.08687458582254484,0.024953959100313464,0.08820059689638007,0.002270786513148245,-0.043389622070907005,0.012102538659856932
CXCL14,0.03342344470001984,-0.07203806897362504,-0.00319836188618435,0.059557571387343106,-0.08468031183413917,-0.03971880598028007,-0.035834993458462305,0.060772253098735955,-0.028591093258466524,0.029464975297086988,-0.012013562272058131
LIF,-0.025775260182497223,-0.015793460819810343,0.02142923810441671,-0.07540504591849642,0.0036695437481595993,-0.01873811554269782,-0.05742836202418556,-0.024293337633003627,-0.051894421441799725,0.029858789702298667,0.10052726710223067
IL17B,,,0.01992808713607581,0.05000224763812941,,-0.020008292751450506,0.020897206119531418,,-0.02029935775320643,-0.010876276348869222,-0.02206248417078094
MMP1,,,,0.07709687574437156,,0.006551136526764112,0.03392365207483895,,0.03648463842855341,0.050598833653160605,0.014848282463167498
MATN1,,-0.01524686140818819,0.07561327365849745,,,0.02688581263961213,0.0007894092560628022,-0.02245145574265628,-0.020920667403310517,0.03879076642922499,-0.02010576336633573
ADAM28,0.010155550050094832,0.13004889833184907,0.05482543469201899,0.0005300102450954748,-0.01914095468506685,-0.05275168678462386,-0.015366159077359115,-0.029658454577715432,-0.029327666130742558,-0.04352534048792141,-0.05393047082928019
TCN2,0.05865864097934413,-0.003855206956020174,0.04984414706244025,-0.01947306384684942,0.012987131382368917,0.010296345717565315,-0.00015506280697561738,0.05009056644994508,0.024449389007801095,0.0577779512368793,-0.0025241825650908806
THPO,,-0.0038044624589819794,0.03076407621078797,,-0.025203851712135166,,,,0.19119898547979203,-0.027324017515219668,-0.030130314428515118
CUBN,0.00720503737745165,0.00011245869453552437,0.0780390899654251,0.049304931448833855,-0.02596618087965985,0.023397225131350445,0.035389619627818836,0.009472519729799216,0.04319897034082611,0.012199534463319704,-0.04183253009483885
TIMP3,0.0042179243286760626,-0.03433777608019747,0.05414686856600982,0.017843698739268273,-0.06021741444647016,0.05901303125786192,-0.01318778762140562,0.04444566396073902,-0.05452427927381003,-0.04623951253712167,-0.01580597301249296
PIGF,0.02434248256722144,0.042552102264621285,0.04853569233100875,0.06791266375387295,0.08262913268172206,0.07936240754602852,0.002830393130494177,-0.009143663810235484,-0.003914829935072614,0.06307166704935069,0.016649214988891048
CRH,,-0.012848656492265369,-0.02924802848404622,,,0.02344931888911425,0.025705036689404933,-0.024826069006790817,0.0018556537480902424,0.009160466961040307,-0.03213178660522207
BDNF,,0.0210564322957813,-0.01884259153994785,0.06142408517343934,,0.01574974668304947,-0.013743935307830912,0.08223451876747268,-0.024107682429145738,0.038734309631884546,-0.005983189997498341
CCL5,0.003636246556237832,0.06334543300829201,-0.007331859442939797,-0.01430021743153044,-0.028952409985006096,0.02739255259864719,0.11644467006581104,-0.01896981087915598,-0.014948953470770576,0.06080436901456952,0.006078673844357223
