,MGH258,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.011593674940819783,,,,,,,,,,0.09402465721895455,,0.008591339762601163,
BMP1,0.011583115163869848,0.027964104506126675,0.06586288912030566,0.02647705409349856,0.022878886814377813,0.14234949080940917,-0.006854344590778096,0.04676941550362678,0.051535320893041095,0.04225710809426406,0.05045246757527753,0.04414293602692449,0.03236269651656028,0.02192018843487694,-0.004413184675208694,0.146172891315651,0.06399851833242261,0.02298078460673115,0.05013215262289306
NDP,0.0169708543145358,0.029066213613563135,0.03638940407832706,0.00018678716641819278,0.05869095493215919,0.020333405812361583,0.002934666622349725,0.04099940100755155,-0.056951310763041454,0.04663716862440081,0.03171135146297549,-0.11104428176854514,-0.0034013189515069058,-0.004965852122767391,0.0733606116288642,0.020631483710890918,0.08785778861203004,0.013383419048214044,-0.05868050143080282
TNFSF18,0.11159684923935694,-0.01496785748747493,0.01750165750267538,0.059826893768843495,,0.0121146435480044,0.07110517852261687,,,,,0.17602666643599627,,,,0.17157314820360725,,0.07015261375690329,-0.02489810238184571
IL36G,,,,,,,,,,-0.016310187375912798,,,,,,,,,
RTN4,-0.018725792924471206,0.11877778391744136,0.04328863334982728,0.030999867821712376,-0.004710611578948712,-0.16597966074941098,-0.052461305962916205,0.0017810161583411844,0.05994398463679035,-0.018837950806496997,0.07298874352393478,-0.07293077196244853,-0.0768908987438521,-0.015008141677208224,-0.10292322769543688,-0.053764480388995756,-0.09376008375769926,0.09260196338378365,-0.07693372934211914
HEBP1,-0.04145956610742425,0.09728702272853212,0.0645124770657737,-0.00884906745509837,0.030576128180600883,0.09249258459091877,0.08099408366371189,0.008271572395813375,0.020268004144050087,-0.05660577839198385,0.04039410657206505,0.022599283368265333,0.004289190900907021,-0.03353429128882303,0.06152972813028794,0.032959329421992714,-0.030968939798522013,-0.005020190246735433,-0.03270773913395772
WNT7B,-0.015707257398810275,-0.047818208434776,-0.035298605758996196,-0.020824294158931368,-0.022486138412238975,-0.05780945113832536,0.004763696942753364,,0.011711544068124607,-0.01792677553494723,0.010784232507913811,,-0.017935742847508856,0.016569166162414137,0.03922839436511902,0.08110345405807015,-0.00719558017705593,-0.012311090001868396,-0.02834742635983289
PTMA,-0.04114504747263855,-0.12857191690999661,-0.059010782294905174,-0.041940782702670105,0.00394755996851403,-0.14440544476262251,-0.08984339388968385,0.026732266505907425,0.08207150281431176,-0.008359469321535118,-0.025084952660299104,0.03374247624506241,-0.049573064792797425,8.230054153015901e-05,-0.09975655142090202,-0.07523454213658069,-0.05283986957367452,-0.0038290757576857986,-0.027392967931162825
FASLG,0.0132948385018813,,,,,,,,,,,,,,,,,-0.020393214263018346,
CEACAM1,-0.021809670528787958,,0.06110871078812909,-0.01598139327002521,-0.039103910779445236,0.1024878100912992,-0.0019667722540421067,,,,0.04416699392632275,0.12956866875411777,-0.042369862408234774,-0.014694783143153657,-0.029506335007572073,0.0457544428159297,-0.021258113062180072,0.004853625091959382,
PDAP1,-0.014710374595512315,-0.02152724066183045,0.0011696484097656825,0.0021999719764356006,0.009493529042133781,0.13659817175419425,-0.016413867200858006,-0.07352604714056932,0.04209724185315986,-0.019232373093327287,0.05878368280987615,-0.010886054941653886,0.045852097610005034,-0.003698040061042654,-0.032177001540751746,0.04674065539787813,0.011533023489757353,0.02866351838412295,-0.01399104063741601
QDPR,-0.08778090292765582,0.06784274034194661,-0.067283445766603,-0.007639152049131845,-0.03872999180451606,-0.1554177198165117,0.012827048302777722,-0.021358106059681376,0.09603107704490779,-0.02838962706955498,-0.011966289657189384,0.08817970735241021,-0.1384808023620323,-0.028101556878743057,0.044814712025705444,-0.06750202261017998,0.031850911100098765,0.07114035157199383,-0.07258816501715984
POMC,-0.05092180167445016,0.02936008897402077,0.012248421735489474,0.01939247915921454,0.027766566938902976,0.0010575057915545294,0.0326605096021723,-0.0666376005566248,-0.03540756258629181,0.013873797829073707,-0.05218387136845396,-0.08589455744366785,0.09369097634016599,-0.012983063603153617,0.11740939904091995,0.01030928358703922,-0.03477548038427908,0.04429245073009036,-0.04437574736157783
CCL18,,-0.025304919694471757,0.038933588951271296,,,,,0.07680356349544956,0.054205193137294716,,-0.041423378329281786,,0.141730056527085,0.058614053709240985,0.06301252884342964,,0.02904254837456276,,
CCL17,,,,,-0.006172694137419984,,0.05240900767231042,,,-0.014899819213958946,,,,-0.020837755749091195,0.016525819392172205,-0.002786913561229123,,-0.030169166489308463,
VEGFD,,0.05016850225411385,0.10390708984054663,-0.022890139522509696,-0.010046136923810015,0.015174379008676351,0.08795053187639283,-0.027604829444715966,-0.023922780579240886,-0.015968597748717988,-0.04666806604975229,0.10717201138812167,,,0.05456912598998071,-0.025334470609674125,,,
TNFSF13,,,0.01397695012162059,,-0.01962485355083584,,,,,,,,,-0.039984523403574175,0.027050542743349282,0.05206805322857755,-0.02387143619619613,-0.03182520362273401,0.030905238644356684
WNT5A,-0.009609840341564032,0.04046754406779921,0.06208895026551199,-0.032626730268521864,-0.02097688808407308,0.09058810960957196,0.05794845320815506,0.05334118443553773,-0.03876492846352817,0.020404447566760398,0.017410511059156954,-0.10275327909981402,0.03963558291384281,0.010899754786925642,0.025993330465861237,0.03329848974705366,-0.04094644846467328,0.04153009936289373,0.017658551475925786
CXCL8,,-0.026059531528512602,0.07764818185932315,0.03923858431573417,-0.046268134376196667,0.04469983350355727,0.046834581277853685,0.009855186178572312,-0.0324698683118903,0.07028866479670712,0.08776970465793081,0.10239991791839737,-0.05289178537719018,0.022312038035616797,-0.12114515433682504,-0.034104219891081575,0.036872468703811494,0.010389930360554136,0.05428828446458879
GRN,0.004001227268105962,0.08153381458726863,0.06625509721412513,0.03420932741694473,-0.0036854751961077703,0.0818458784010171,0.04222129328147997,0.03209405155816005,0.013794437952962176,0.03306286938357606,-0.07295022958230117,0.08377429074529817,0.1240598789315139,0.06676320720588166,-0.01432035623010424,0.12500143835832636,0.06104802778729767,0.030980307872638592,-0.0553676263838094
MIA,0.06850960947872863,0.018771776757626382,0.03310526019525986,-0.02035688931923352,-0.03975189993379694,0.05324043193225904,0.00681324833383003,,-0.0073946277705836385,-0.021869726418744743,-0.02468451988582238,0.059361132467014154,0.028034669655902664,0.07922783399124929,0.18409825002863814,0.07934442112669382,0.10472523558195543,0.017436641836719998,0.029542411553878784
COL4A4,0.00702259819863595,0.008624451115857018,-0.03192621209369105,-0.015470746944604184,-0.006369485545564249,0.04589927469953727,0.08721441158698906,,,0.04122789073805603,,-0.008260333398133026,0.07347549558940798,0.02202842880767422,0.03121648203143656,-0.03700201394124388,-0.005606388700072478,0.001868373213949208,0.05161695824552974
TAC1,-0.01570725329353683,-0.03536430273284577,0.06967423846491115,0.017369743335842732,-0.024664435435027044,-0.06706297484116053,-0.06549450237529385,-0.01379238399973282,,-0.037596438071795774,,,,,,,-0.015496341515460955,0.001924987297740365,0.007069498899280971
RARRES2,0.030877620163022,0.06543207007184726,-0.0033761414052557383,-0.007292465076626306,0.06408939539429784,0.1493776703834489,0.036770178981516036,0.042995407150463655,-0.038590323510827584,0.02873557877855676,0.03345020950931929,0.0016836699715993934,0.07224468011925392,0.03442527045823671,-0.030171315588941715,-0.021941993496217317,-0.003226390205855762,0.031620348136699276,0.06760410855437397
FGF7,0.03471534611593519,0.010167151662311325,,-0.025835755019517532,0.010676024805562326,0.07861380025881927,-0.0008401339199128446,-0.002846365382902685,0.03552324111700094,0.018529342206728375,0.11728860492343876,0.10591753922783143,0.035074979065466416,0.018798517916514,0.014803689972221316,0.028829304496681564,-0.0335881423000117,0.09614549553731164,0.09184434671276973
EFNA2,,,,,,,,,,,,,,,-0.012730075793571721,,,,
HBEGF,-0.0047574622804534,0.10057827089908385,0.05960829554870796,0.02143351147565704,0.011075366041205173,0.08298338601468516,0.00789800804860115,0.023594992262599018,0.047250688680120986,0.03372011755287317,0.09529818112385934,0.07546194053253598,0.030687761403758576,0.018759465049019246,-0.043671103983608336,0.03812574345706931,0.010650077970685026,0.0016017935480890908,0.1189750369318686
CSF3,,0.0007789874116437922,,,-0.007958092857653329,0.14452974675514774,,,-0.03593982097992722,,,,,-0.07037594156775748,-0.06703970942671268,,-0.017821247865575884,0.022429996464321318,0.08641967462976934
PI3,,0.014034259458172152,-0.027966651465586176,,0.05803091887385745,0.0038732979543242146,,,,,0.04301781742995033,,,-0.040353543589168844,-0.13271518179860617,0.028398615551455137,0.09474888348799272,-0.027044034061628034,0.023986023990062492
PCSK1N,0.033201104507351316,0.03934385400249633,-0.03685042832025518,-0.04195676154162437,-0.045582949865525454,-0.0006368000449336157,0.01767989813319772,0.002468198868477016,0.04065225060653575,-0.0031097389745197344,-0.09755449827994839,0.02248909547094707,0.037520408533053204,-0.015633342259671525,-0.018857604610582474,0.034521706375149695,-0.023199756910153857,0.026431557924159486,-0.10573752064385383
NTS,,,,,,-0.028862011927063898,0.04912772728780602,0.125979051117949,,,,,,-0.03982888478325824,0.06579399462251412,,-0.029503422546119817,-0.037122359054672045,
SFRP1,-0.022854450303967776,0.007299620133188788,-0.0036299570458790337,-0.04047452355807723,0.028451743127156537,-0.04015647537558556,0.03550722957487048,0.0386264456477057,0.029468481967157366,-0.018685106596053134,-0.044452481986263045,0.032159082232869105,-0.03676904375699351,0.016595683456392073,0.03154559867626722,-0.025725813609132144,0.0226583539927189,-0.04594435032164454,0.010416667892560169
CXCL13,,,,-0.01119958974449805,,,,,0.04068817311666526,,,,,-0.014639511445335093,-0.01159866639552871,,0.0399458956244105,,0.1439332006385028
MICA,0.0719804906128976,0.045217911025749055,0.0694271823605525,-0.017402919119393817,-0.01778748506371308,0.08617576639313504,0.03571164330507358,0.022540046509778196,0.03899241155725696,0.016078528736408207,0.024095993133057738,-0.040759521102470456,0.13645666633490464,0.06045185494632451,0.10763504868046382,0.12759111884158675,-0.06145157360432041,0.014589726009831647,0.028702700213184884
TG,0.08741634036239114,-0.051349076107903374,-0.007839329618709855,-0.021731474847315316,-0.01925245527357739,0.04202517313716163,0.008382084721147029,,0.009194517966780223,0.007287057404943945,0.039589567622303444,0.07040787197761784,0.04075467169134762,0.00434636709620346,-0.012769700317053335,,-0.02508255284661939,0.08296910350134962,0.01577589417176311
ADA,0.007884741631115326,-0.00011676967547937463,0.007513775571160404,-0.028796926393951164,-0.03147489241732735,0.09045681304287884,-0.019586765875987826,-0.0233420330085538,0.045592374897083544,-0.051586186214061656,0.14383290105582144,0.07575347845779969,-0.002827537901393921,0.010106497803770084,0.06706462284806176,0.03454831658565243,-0.0038654093804438598,0.06529887111484706,0.06872318891946941
LAMC3,0.07417896406160153,0.0088697341675012,0.005354487613887443,0.007861923936331906,-0.028017743224908354,0.09245349207072047,0.028248449700147994,-0.027730839868737936,0.016246299102121237,0.06564901998385766,0.013528096630955758,0.0760914257019939,0.12611035097163487,0.04701303223063369,0.017608844685805678,0.13033742970154044,-0.022072827602575423,8.455167287574079e-05,-0.002159757130785806
CCL7,,,0.12800081218688525,,0.05453898128197954,,,,,,,,,-0.0029167029006252937,,,,-0.019349941803013523,0.06619672925188837
NGF,,-0.037111341295967215,0.018921970176636344,,0.0006149391868697855,,,0.01731024880804732,0.10739242584886993,,,0.03922934062697001,-0.04464271724398947,0.08648783223798504,-0.027666840960897474,,0.03983842885590203,0.06295377293761442,0.10195681871518218
TNFSF15,,0.03860801676868397,,,0.021451708941575703,,,,-0.005931014430016643,,,-0.021551441763656597,0.12941200411967219,-0.001850518107494237,,,0.0016036724898158333,0.028953379650861866,-0.035379728545102206
HMGB1,0.01824797024393701,0.0660321878409004,-0.06219185701782114,-0.006368045803681768,-0.015294194424205446,0.03899870694987678,-0.01787615811901847,-0.037453116231812175,0.01673574585931103,-0.05626096467771768,-0.11961145155282076,-0.14758032524870812,-0.0059447113128535695,-0.007587465693542821,-0.04897775537014163,-0.050072480513772874,-0.01776674444642999,0.0017396012410659282,-0.014668044260506908
ITGB3BP,-0.017140035499862934,-0.0213471335368039,0.012419948756028755,-0.046803807847508,-0.017741109724994025,0.11425480307025654,0.0019211245903473038,-0.006383746805939042,0.009535959270870985,-0.033746868279147434,-0.06448288870651775,0.06014004034850222,-0.03098406308877068,0.007122209753135268,0.03072539156338231,0.01593375238725218,-0.0215970521139447,0.05417486187182752,0.006853198804384925
AANAT,,0.011963068809541719,-0.02453262364797181,,0.0053287182925248365,0.08890955809721837,0.014414939120516777,-0.023365691536693683,,-0.01998668229242436,-0.018756460448582337,,-0.03128888689128614,0.0037481645390884657,0.05298435680567332,0.003297047685410794,,0.016228360065136314,-0.029763945202328314
RELN,0.04770384384220402,0.021944144477090578,-0.05296291675843221,0.02881263479608193,0.0683008192037369,-0.06215246113809321,0.005704980534952431,-0.02159358764374756,,0.03845457458236916,,-0.004034170619984191,,,,0.019728060681449767,0.02551656576668111,,-0.00692980419392201
IL15,0.09237156636317141,-0.03490173400331522,-0.003405866919874373,-0.02768556648329571,0.03826133476320174,0.015731328348385844,-0.011799889457939522,0.011942662747814133,-0.0455472330516154,-0.0185367240567951,0.0018546692400215894,-0.01599989524410033,0.030439552422281572,-0.050194978414305015,-0.007627138156634611,0.017183783480499877,0.008997054693079596,0.11135550259575532,0.0756362908352436
UTS2,,,,,,0.06617998356302209,,,,,0.10475452650712762,,,-0.023331736806031064,,,,,
BSG,0.0038885564283830396,-0.06649547423546041,-0.023514135578477365,-0.02042326441476827,-0.024011068903249423,0.029966366859022264,-0.02287287607909934,-0.010060860440359351,-0.07194382121658659,-0.005862532336155837,0.1297054851047833,0.12022413532393662,0.06651435138304705,0.04725474181241495,0.04287013042648776,0.14876473682133434,0.06170178673235115,0.012302970431059353,0.0043245562164287606
ADAMTS3,0.05529184994725907,0.07965813393797214,0.015313917579938987,-0.0010393606539639932,0.050034800025576046,0.15734980007535318,0.01412658914456866,0.1570269128522538,0.000665279532651186,-0.007453557965369214,0.04218131663739647,,-0.0374652567115913,0.0672869244650413,-0.004299102099074109,0.05495551842401904,-0.043876349014440166,0.11447949760099434,0.051611873047230694
CD34,0.051474240124229347,0.02274589531076761,0.025130397804241703,0.054465531594948206,0.030336737186371743,0.12269606484527462,0.03721065985551892,0.01711080501133668,-0.008059533857082433,0.02559501994377107,-0.03391929296026088,0.07225259794039747,0.03240009258920725,0.054344812458973386,0.0596266177160215,0.06913294513249627,-0.025321747014653593,-0.0002854828653151284,0.06197490713006095
CCL23,,,,,,-0.024100910981041865,,,,,,,,,,,,,
PLAT,0.0640676512410135,0.14044347605652452,0.02264881134758513,0.03437560063472035,0.031238581336442167,0.11230643360851437,-0.008266084188813817,-0.00608257568865013,-0.018084072483908784,-0.014813959997282796,-0.02972774101165915,0.05807431139818919,0.08419441229869197,0.04477828542046503,0.07961458560707899,0.13790984499561595,-0.008423848904922973,0.05402487311125427,0.0016435965051292676
NTF3,,,,,,,,,0.09713897926296314,,,,,-0.007765453014850356,0.11901951440038705,,-0.008501590087240484,,
LTA,,,,-0.015981394910002413,-0.019289067957409412,,0.027232339277675616,,,-0.01853672634497697,,,,,,,,-0.01846065458299206,
CKLF,0.02832980098202577,0.06764779776508517,-0.06017185439627186,-0.03799060365634889,0.015297440024133628,0.1409377627241649,0.04414150359978989,-0.02100838404995603,0.04887963995064586,0.030031192401559936,-0.030268933158388665,0.04721773419511093,0.09785501362106663,0.061460876393276784,0.10746917635495631,0.00939011116898943,0.028614368166515178,0.05805887477950733,-0.00759350856726312
APELA,,,,,,,,,0.013490674542739651,,,,,,,,,,
CD24,-0.009581392335009955,-0.004843153239613127,0.014879157396117462,0.017430801828473896,-0.017950000284946768,0.04643148937357144,0.03219306555278446,0.00799806092482775,0.12496390385696857,0.07707139661037128,0.044711705364762815,-0.055646751817838215,0.02161833879625755,0.003418722108584761,-0.0029435749293581317,0.05228180535528814,-0.017009267652443774,0.05716804267261606,0.021526208001379176
HSP90AA1,-0.0001356498552916939,-0.0596528758967766,0.031673302769046445,-0.02747884522001222,-0.032720758447287876,-0.18932157228412672,0.04125702134050995,0.026186026045855158,0.051119949571263056,-0.008055161873063129,-0.011788291105531323,-0.09938336841323034,-0.05227723904912944,-0.10176159063234651,-0.19088524379302585,-0.04344299052040173,0.023956800783398288,-0.03478279188063807,-0.06386720400019673
BMP4,0.08162283200842575,0.010591332922610023,0.005508210178841758,-0.01694121543406317,-0.021810130148502246,0.06702863314459417,0.00280986262908569,0.16488416951395352,-0.04459480703713796,-0.015795205401051022,0.03292311494827334,0.08177487582995425,0.0307670848530635,0.028779353228300084,-0.053149096961993075,0.10976941783923869,-0.053299352972198226,0.005858403865380699,-0.012029215112942724
SCGB3A1,,,-0.016909161780907917,,,,,-0.0411301559466174,-0.03901342142716813,0.16678647551108447,0.06994839049773516,0.08524443588354051,,0.08688668816033901,0.09382002326283737,,0.0020520225175017378,0.05845175453719911,0.03038572149943947
IGFBP4,0.034752053537409545,0.04271066382552389,0.009085282221892015,-0.05923200406559121,0.04236758940635483,0.11224322097161663,0.07476063698627292,-0.07793237646766571,0.032961847114877235,0.015566076527730056,-0.011615456872673107,0.057250849923834855,0.042777437228533166,0.10094116487917572,-0.08591340318393381,0.1936508042271024,0.06137112902888528,0.03371374769457677,0.05010544887845493
