,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1
QDPR,-0.012053372167372067,-0.03197941410066573,0.0008687763292320644,-0.0514838893586675,-0.07724268433827215,-0.08917051489591976,0.05784186051947446,0.07517386951096934,-0.01277834827356298,-0.026459461412662793,0.09171885370265496,-0.0500584855077336,0.015031215382349897,0.03231243203773368
POMC,-0.01494815665546245,0.05764402508136747,-0.010420183062112757,-0.03775402815548288,0.14662773985541283,-0.01538512433938239,0.015896781752270172,0.04245483599631906,-0.01479758771162895,0.12897282881061026,0.05223552801845506,0.01365387223466263,-0.00024301497445708997,0.028723536474682745
CCL18,-0.034046059017059135,,,,,,0.08266801620177051,0.03678096476082799,,,-0.04498789804555609,0.05418813645157119,-0.013667851876408036,
CCL17,,,-0.018787873400520856,,,-0.016537015821543575,,,0.07429931112057349,,,-0.019921022197508974,0.05613002269022047,0.19322896223127278
VEGFD,0.026978802024707347,-0.021512931532029662,-0.02093176570778811,0.06200890388092182,-0.02118357822494581,0.04378206389649306,-0.02042609378225299,0.008635498053002112,0.0039396129925896054,,-0.050683895957018506,,-0.018272027884212186,
TNFSF13,0.0004377452837326657,,-0.012959454586656325,,,,,,,,,0.036019926540792856,0.0001454357675031969,0.14240901987116594
WNT5A,0.04311880554054803,0.05566943286455086,-0.0022031054387447063,0.020608144372451148,0.0608151607311462,-0.007562818657505553,-0.019937551742813277,-0.021080670078309535,-0.02291617835696355,0.013718510572477508,0.042249200008402654,0.012343912703386377,0.0152674069629503,0.018982724250507847
CXCL8,-0.05165163348721902,-0.020143433974475027,-0.01613821812152906,0.06291785036265078,0.03421972171784165,0.03435297690235324,0.026981167638594386,-0.010846737949618114,-0.012376042742920134,,0.06664711661590987,-0.05021861356201771,0.0005454118870501672,-0.00981421769024536
GRN,0.04165533516501935,0.009590385618176656,0.00036824746794288863,-0.04146757852562893,0.01057988127843098,0.007438233151982494,0.04558681630452884,0.010364811000290238,-0.012539097270715265,0.04070991942835385,0.10903503895295165,0.043336083821543546,-0.02790126392944584,0.012380516304567395
MIA,-0.036919977145201684,-0.019132096844543867,-0.016295136847443655,0.01123832280379069,0.09639614348272732,-0.005815605285966773,,0.01497336415009694,-0.022318927553795737,0.0035668726519644937,0.004790982878625934,0.052573531546686945,0.07399498032722025,0.02895192006761887
COL4A4,0.022486499152311955,-0.03217448846377968,0.018524545340968736,-0.007597748807822872,-0.012460597915435937,0.015425599468774039,,,-0.005725541395817868,,,0.01640221818936229,-0.029256373637036034,0.02273138289568897
TAC1,0.0572194034989438,-0.011458495774130283,0.08438099148694488,-0.022548297608525867,-0.019991163469238626,-0.004609296266521842,-0.0756564170552172,,-0.03836866367409,,,,,-0.018575429138728686
RARRES2,-0.02905508912272789,0.07573730639043494,0.04766020451795239,0.027174552306299966,0.04919834229357202,0.031796406105768706,0.04047324047982655,0.06020992218575084,0.02893728770822801,0.00482195433078746,0.017391476031183878,-0.05542140375092024,0.052239038884937514,0.04129104194202443
FGF7,,0.02820182005423585,0.0410083247765602,-0.022743679353266905,0.032900546427541165,0.018708350919609377,-0.02406135815988935,0.05899704890057008,0.02211045104910993,0.04944997860140037,0.09844581528867467,-0.016047046687221695,-0.014917806029942443,0.02689439060427533
EFNA2,,,,,,,,,,,,,0.029284963988525307,
HBEGF,0.06014799875357553,0.05049278567653383,0.043015166510198065,0.062336078920470765,-0.007112218864469439,0.02431169796997283,0.041623636864736566,0.0929990369742108,-0.03856713291214834,0.06626150129763164,-0.03464072870401355,0.006614434150000025,0.004805654722890577,-0.03369645304129627
CSF3,,,-0.022393506921673658,0.014192158538298156,-0.013183072757803605,,,-0.023274331716493752,,,,-0.0013553076492059013,0.039821464575117524,0.09757870627604438
PI3,-0.03581788952751804,,-0.03864443213667935,-0.05506530621878729,-0.014844313923013646,,,,,,-0.004926368576893439,-0.05895005695551063,0.016313835349409774,-0.01929746570766904
PCSK1N,-0.0063979452940654815,-0.006433384765730134,-0.0024601472375407,0.00234304670707344,0.04188615861841162,-0.02913467776188118,-0.09238305643033744,-0.011744168442582739,-0.06385173117928442,0.009674194321958162,0.05704252678161894,-0.002292235830860892,0.00996031406612722,0.02307543883589735
NTS,,,,-0.029390020462941535,-0.01620358222915487,-0.019723433956677704,0.06879933772442792,,,,,0.03308094492726567,0.056244121193003586,0.05652953312730786
SFRP1,-0.013713483294122544,-0.01867158743372976,-0.016393145760719027,-0.02047856257336704,-0.003481642687344834,0.01086175476405422,0.11730257104184151,-0.042865010609884284,0.016734690864217226,0.01174490327180287,-0.03494812936053599,-0.0115251837813696,-0.01715396888914834,-0.02151857333290566
CXCL13,,-0.036319302496788365,,-0.020294517033397356,,,,-0.02565143936546813,,,,-0.04474670023743011,0.02940276658239329,
MICA,0.030402548937134618,0.02870745414090942,-0.02564404107634731,0.027774255266216016,0.014117756618319302,-0.000687742603164224,-0.039170270800472216,0.006438672274840374,0.03134525141740115,0.033394981267731626,0.020354422999530105,-0.07827188971281063,0.053105756455392956,0.01780102092862007
TG,0.030063745597820605,0.13962881597275204,-0.01769080151146391,-0.0434342453506396,0.03182425029944528,-0.01666041762175706,,-0.021463779183910632,-0.007795882950846904,-0.03236888184787021,0.1299674660597531,0.03812122898586139,-0.02605788422850677,-0.029012590141993363
ADA,0.006919138926882422,0.0051402064178589935,0.005139709935405201,-0.012901688278474986,-0.0015949554115846087,-0.025537286594586234,0.11891998121292473,0.04142687331486553,0.06417419917945379,-0.01802355519307631,0.02528355194308632,-0.005768451145188663,0.02085277501266118,0.005711906026264585
LAMC3,0.03532958885428473,-0.01872507756378319,-0.030851206375497948,0.011056660101592876,0.06621515416433559,0.07295603065024031,0.020752162835465392,0.048189190429559534,-0.0014033943070179558,0.11105346155420572,-0.019813557425613994,0.024922330161765465,0.03908525425988515,0.0014687929012232657
CCL7,-0.0050324371422730005,,-0.012790421227676384,0.02747043027360543,,,,,,,,-0.02985702046606131,,-0.015589440295093739
NGF,-0.008987858153253222,,-0.008401748583560333,-0.028720190004791327,,,-0.018390057927462438,0.05795709257588589,,,,0.0033094388730720505,0.006624352364916031,-0.03726128772469315
TNFSF15,,,-0.014242759608506435,-0.01992169058153583,,,,-0.014821551909075657,,-0.02983591511676643,,-0.02910724230016843,,-0.021381084473873033
HMGB1,-0.002810837554542189,-0.0029976513866016886,0.008002867569179626,-0.05054214183941229,0.025717725347738783,-0.02631336567581845,0.10559708010054587,0.055271824528460176,0.009822381048412274,-0.08678003434739931,0.05692647484275936,-0.00018023080609839542,-0.01087449249589983,-0.004476574415399607
ITGB3BP,0.025900709514939547,0.011112529970239413,0.007693611879168394,0.010634174839821377,0.04556453171899914,-0.0038710490587936315,0.0154953393396773,0.0859298047500436,-0.014893912989348293,0.10526357595752345,0.044572930459844805,-0.0352440559953662,0.024111767976565397,0.010743744425306208
AANAT,-0.020728975406090044,,-0.012959455969794245,-0.01795063464571818,-0.011891488386806627,-0.014982810931029765,-0.017289359007688333,,-0.020397205963354485,,-0.06126733373253001,0.04344388024333753,-0.023370389616854528,-0.016494277945826342
RELN,-0.008695999477926016,-0.0158121041850974,0.054502056424880374,-0.0163391812272291,-0.03489335800083624,-0.0329873132027202,-0.0036036495543141545,,-0.02258146755648556,,,,,
IL15,0.0005136918169546688,-0.001057100067349271,0.036480969858963166,0.04038523561241962,-0.031017847444452268,-0.003680438170395589,0.0739085270515081,0.022456648794805637,-0.018917465787487375,-0.021762461003805186,-0.0022446228859899367,0.026656940797865614,0.07106745825345522,-0.01069766092816544
UTS2,,,,,0.08598425513456706,,,,,0.002176143406160921,0.05969551026284624,0.016006059637715456,,
BSG,0.08170359470948962,-0.047608302002595033,-0.013783954947588788,0.01728672257301309,0.030977985863540496,0.020029221129714884,-0.04834235558863274,0.028412884603572077,0.03183615065434493,0.04250213818871906,0.046636560085803275,0.014665548015435782,-0.0030608689351588744,0.07613713230941449
ADAMTS3,-0.02566561443317825,0.08564876674579501,0.006971200278946853,-0.05367932312452618,0.0502547772556662,0.04770061419561165,-0.027762648013181648,-0.0032770684483224666,0.002093289681988127,0.058844747063411244,-0.045071918577218206,0.04735885567943814,-0.012990419381459948,0.025085502384334955
CD34,0.030168473213557607,0.0469310929450233,-0.04016648761232617,-0.058782140154685275,0.04128982706239378,-0.0017439533066964561,0.0943876148202847,0.019873775780102423,-0.043809819811133285,0.06446102945651458,0.014427356069562088,-0.043459949680818184,0.027357982024876187,-0.030342696056753198
CCL23,,,,,-0.013530626134648014,,,,,-0.028153453357975502,,,,
PLAT,0.019449760069994416,0.031388593557260425,-0.01302451446504071,0.0747198668580897,0.060879859058166876,0.011218729339041581,0.08004687862182816,-0.0025002394320557233,-0.009653197156175498,0.05313612001196159,0.0443387685061809,0.03679417581285878,-0.00039384705083385954,0.01706577062796744
NTF3,,,,,,,,-0.03157078462073815,,,,-0.011357412498202607,0.020021776211145367,
LTA,,-0.015019858404406701,0.0187489207791818,,,-0.014430008379679522,,,-0.0004500388808646298,,,,,0.07340422804653085
CKLF,0.04195525316196056,0.04016604922975914,-0.03999226312611044,0.02298153591432091,0.02156940199034251,0.032517058460854925,0.1106158873757582,0.062074940946685316,0.01680479406020275,0.05690378745920865,0.011960500167202057,0.02539252429366395,-0.00712918847049011,0.054639255386503494
APELA,,,,,,,,0.0016148371485675014,,,,,,
CD24,0.04386250314102123,0.05757186822476669,0.006159915348287533,-0.007132541821913225,0.02929111726895837,-0.02533887520687139,0.1268237611718702,0.028686642843832433,0.030974753021341932,-0.06353736810705937,0.03164535734577732,0.009139985121868054,-0.0075614814537221285,0.04666509150755963
HSP90AA1,-0.013541580821688971,0.013828705887657099,0.010610620544927835,-0.020763519168179024,-0.05759214156907844,-0.04255061153583499,-0.1321935135878063,0.01810086145759252,-0.07597932757167987,-0.04269249398106195,-0.02550182513645176,-0.06358853016522177,0.003167050033153496,-0.08710225608555175
BMP4,0.00532725121485143,-0.01592193037285628,-0.0008103588939379744,0.04310898586447617,-0.012866966615314784,-0.006655735141545264,-0.02757690277691227,0.04531561276690265,0.06715568918214171,0.10356298298761565,-0.0463046257570266,-0.05848574599217729,-0.016566707262625765,0.0018157418072720264
SCGB3A1,-0.005249026435319185,,,0.08432284717743611,,,-0.030434110246064655,0.10394047168090269,-0.013200359082944845,0.050480199760558016,0.10401140950790827,-0.036122803511135906,0.005523172729540406,-0.006864217977965356
IGFBP4,0.018575899215790264,0.07083804388265158,-0.027536679972104572,0.03845532266060495,0.04958167809578658,0.01665018805951105,0.12723258950594893,0.06744849146140697,0.03286351949173414,0.10653922212934659,-0.06700917509249335,-0.02575579321745161,-0.04011481476473964,-0.02483683974331785
RSPO4,,0.014887498866069635,-0.001163457471920927,-0.02467252124352108,,1.3845465361891463e-05,,,-0.00014278510321012017,,,,,-0.014287081080147705
LEFTY2,-0.007726485161871159,-0.015204325117927126,0.0023893352036577047,6.413365674518168e-05,0.06927814549381002,0.08973729639481909,-0.018390057927462438,0.07481899638933057,0.006717587536458282,0.0301848846442289,0.037583677717560035,-0.025345229335118458,-0.019968170475316484,0.09050589866672902
PF4,0.00836039530408136,0.009453680551891804,-0.01115939053482409,,,,,,,,,,-0.015917452647737154,-0.02219880723076784
ANGPTL2,0.0033194572630956677,-0.027953893592379847,0.04507203868673323,0.05929356416257744,0.03495154159391178,0.018531269696250987,0.07939228292850946,-0.02106767113066982,0.0314028149193029,0.08597066842589376,0.0522205036455308,0.06403573917237239,0.020299041935632034,0.012009187467850008
LRIG2,-0.0088330987335176,0.096546970459015,0.06798508032737678,0.04549412374766953,0.04263733960593542,-0.034487000340353034,0.029026678028535924,-0.0035966401700247824,0.018589943998018034,0.12738552703082257,-0.02054870012208728,0.07303702347645469,0.054366090493790147,0.04128628569315207
ICOSLG,0.00040498023450839766,0.020579852101118654,-0.004248502386381103,0.02743597166716325,0.028272819011158277,0.028004118629489618,0.0489021450883891,-0.0233501242508125,0.004782900036443242,-0.008825440148590222,-0.058474588467533783,0.00617247278422589,-0.0020727298082845245,0.024634899248197825
WIF1,0.015413868504872854,,,0.026283364918446045,-0.033561401159976696,0.11422062125407426,-0.042126406565158,,-0.06317418121031884,,,,,
NPPC,-0.017972106759466065,,-0.017310966696922597,-0.0054853748714898025,0.018677215788709234,-0.01360446189319166,-0.0456572980194734,,-0.02190101262015916,-0.02487454228300323,-0.06331837390435176,0.07669127260509276,-0.015492212351264684,
LYZ,0.043096532448190825,0.03418271662725989,-0.04397273842476772,0.018643472996997017,-0.0031316942121283778,0.003940794313430082,0.1703954414357299,-0.028934036577227366,0.044594515817217656,0.0763708287579056,0.009197996447076631,0.023898128636420973,-0.007331896907873398,0.03417347486343183
EREG,,,,-0.013852417527589015,,,0.0656067312843962,-0.01959654183545528,,,,0.01461882608285693,0.02323195156751294,0.09316137209095322
SPTAN1,-0.008310482628499373,0.010763584909635792,0.0066799892103341875,0.0013645162338329242,-0.04233648091737851,-0.008446867634432776,-0.0931600953596028,0.02588212500895052,-0.008857666097548197,0.0358659986397019,0.02146419350478995,-0.033384201109070394,0.02482600463569691,0.00014460576964181842
LIPC,-0.015288647219022178,0.026376967497917275,-0.020054255912943696,0.03863703080633143,0.03111232167405562,-0.022571373165022637,-0.017247451535482204,-0.024502958205557316,-0.029717573360707572,-0.026376905830471836,0.05432947404186907,,,0.049481696262916014
COL8A1,0.0072566536096835355,-0.004159070147151017,-0.008191862079366107,-0.022398885167512345,0.04887795423837633,0.002826694884718845,0.13385953706090908,0.007774636592930665,0.03296803256916448,0.012656438389327175,0.03572234517130196,0.053833756752842965,0.03253149152326315,0.006393546048132723
GSTM2,-0.04094588004611776,-0.029938291147342706,0.009788449880756828,-0.0025569277315790674,-0.02487499015764883,-0.0027517462159053875,0.045092322045058336,-0.013125374553415385,0.0006328231135212243,-0.008611415909299373,0.010692297268290145,0.04484386577318805,0.06763416641328615,0.1288955377420071
IL4,,,,,,,,,,,0.10846202033325533,,,
SPX,-0.00235692785287436,0.0026502866882814518,-0.013243043878235305,-0.022401801059615783,0.0018567736435323153,0.006364293397596036,-0.05754351712107719,,-0.011504325135467,-0.03297597741327245,,-0.03010322337974604,-0.019763552008473198,0.04460604562333152
MFGE8,-0.012941925769243669,0.03213508514146323,-0.01023130120806508,0.058563754261433794,0.032090860223254795,0.01835325684873782,-0.01177638223541289,0.02397766869195507,-0.028576670270880882,0.07829716425067314,-0.044165281751762514,0.03698146144815494,-0.01722969830974682,0.06592352706670836
TGFA,0.01872314232070747,-0.04324442133331167,-0.026721064468598954,0.027754702625020587,0.04142268685236399,0.014655077077623202,0.04821349882798445,0.002127949282284498,0.007062229459916814,0.07778247525675545,0.04512329383978594,-0.012767426853097431,0.08043594427612906,0.024119025530391025
SLIT2,0.003757187018633721,0.023788996980138408,-0.020489393360552347,-0.04616003669085413,-0.03951359429973342,-0.022968480271082573,-0.08040517694852078,0.01356532325902165,-0.027075771637104746,0.10254932081960988,-0.022520875926011482,-0.026490861729260556,0.028348324226092517,0.032499759335048506
PLTP,-0.03228580782790827,-0.004275824340974919,-0.016031858286876387,-0.012032034707272784,0.05360227964170116,0.030401201544848613,0.16385201355946521,0.033039386753326475,0.004723214762888456,0.03305214615725323,0.02633927290317329,0.012929327071847579,0.010882092497280194,-0.020728947600748233
APOD,-0.0053330658981184335,-0.029929347559052268,-0.0042284111130803095,-0.016449071623617577,-0.027506274363162674,0.0032707944528979765,0.019880623305861964,0.07616736016755278,-0.028344880165931792,-0.1108824597704567,0.02025955700877686,0.07070880077392154,0.017254667269982475,-0.009349795366455988
B2M,0.015856995146016097,0.01687564876492324,-0.013091594701075543,0.037483092011997884,0.02745387528704535,0.07412796979595743,0.1612543181505489,0.01161654710345041,0.0671083978137185,0.06736860746996687,0.09977539036770053,0.001563008677628713,0.033796733730368046,-0.025645048521938545
OMG,0.0425883748039943,0.020926284421670795,0.03976024148604505,-0.040392515009693,-0.03408329555278604,-0.02801645029458957,-0.08629781781091551,-0.012410597615449716,-0.011312263805488302,0.030532707508271396,0.016219761185817354,0.05479335914536776,0.020733112677711888,0.05697025575456876
CXCL3,-0.049318250970230265,-0.02808901076401829,0.05537698578011649,0.02836509307279106,-0.015612955808022641,0.039367470997984266,0.13712819777262905,0.04941015719408957,-0.013624002744317161,-0.025635710308344783,0.025941706260522054,-0.09623791351685904,0.08169139507686736,0.0944368996475996
CXCL10,0.008005117385123784,-0.0060404506082734856,-0.009467346130454425,0.02347097219315884,0.058985929992947814,0.031128696951750884,0.014642832179887173,0.027794596535869198,-0.021650189107030295,0.047209015917392204,0.09219909397546733,-0.030831203916497334,0.017358184120183664,0.010428922117634519
RSPO3,-0.029417151920695432,,0.009053930353866398,-0.023887046700862835,0.000670358327037535,-0.0253481516229065,-0.040630204424834365,,-0.014236820290879724,,,0.00091263911126855,-0.03714048035627338,0.09001523427769144
CORT,0.06837971864009444,0.08379279100877254,0.043778892172746664,-0.028990537762081017,-0.0337949042475218,-0.004414264474800168,-0.04629191104258652,,-0.019284711715108673,,,-0.03404490461125865,-0.016656805173754074,
NCAN,0.001695360156637376,-0.016152457621185036,0.0003089853873698943,-0.0826111389820249,-0.016135532330401624,-0.03734989751631372,-0.037797835601961996,,0.05107809861375873,-0.13148788350962998,-0.04563776758212466,0.010417615956610166,0.02023168856211901,0.01084008422265354
PRG4,0.05216355314187613,,-0.012790423220873667,0.09011061503725583,-0.01691521465245923,0.0040606408875204555,,,-0.01664519635324846,,,-0.018995087395150198,-0.02457813533117152,0.03587175430025255
ZG16B,0.09772384379483091,-0.01644072170242078,-0.01484485041327203,,-0.018262692479560975,-0.011465951591913126,,-0.022107608614307377,,,,,,-0.019726128644265397
TGM2,0.028183294359585467,-0.019490136573740713,0.046997909128590185,-0.0047111134161850875,0.06588844477173893,0.04305584201533478,0.006484918510781332,0.04017298459631313,-0.033105360872117046,0.08594687084567211,0.05380486539647312,0.03867959158595452,0.013321834917772661,-0.017339095433408214
VEGFC,-0.016013507951441183,0.041048079255921466,-0.02279595893993969,-0.02632724546536355,-0.022301648484260854,-0.022003231276624274,0.029983889536951903,0.019737034252152712,-0.01698708635374176,0.10360225174467623,-0.049465971898106656,-0.038424270127317875,0.018572816298604,-0.015930594640880088
WNT6,0.03614908774465579,-0.015204325516957086,-0.017690802245995372,-0.023566342090144778,0.006688171394825212,-0.014559297756841493,,-0.024720825445349502,-0.014825471173896496,,0.09008383447200666,-0.014069476998120979,0.022562077536982465,-0.023823354516543407
NRG4,0.04970925424370695,,-0.01556653016888092,-0.024361043414725454,0.03625016974267154,0.003112031251079461,-0.023815524057937024,,-0.019817417591890214,,,,,0.09009549008661483
PMCH,0.007621388056140918,,-0.007588166621273969,,,-0.016782977412157174,,,,,,-0.030347606080829655,-0.02337038878809342,0.017832344593985045
COL9A1,0.04544951468713226,0.018375251056494218,-0.016258104626881858,-0.031757308733380285,-0.03417564214051541,-0.030730247792312607,-0.018655739467009748,,-0.022581476217913878,0.0762485405299266,-0.01140088055556231,0.03538154460582057,-0.020540401680564084,0.07002641958926539
GDF11,0.04205997613108672,0.016011979588233343,0.0001885591288859948,-0.018730056000182838,0.049990010879014224,0.002476385075740383,0.017916527473076968,0.048950540093574454,0.0244597481097473,0.0015825102678360414,0.008549993989631062,0.038056904905492316,-0.0006607058208421571,0.03775221518347676
RAET1E,,,,,,,,,,,,,,-0.017354685725191124
IL24,,,,,,,,-0.013940982309921855,,,,-0.0028967104957921402,-0.015663656957999466,
SORBS1,-0.023707741795610512,0.020543761316680755,-0.012056385582311497,0.025736594847648314,0.001775091002163448,-0.05838670753088928,-0.00943378531631419,0.04932907842445524,0.010446707625191516,0.00635971509639356,0.07118150733019556,0.0233181207164664,-0.048553514192952694,-0.029152468306067436
DLL1,0.03608928936303675,-0.025760303589890815,-0.012436637020578229,0.014462079760333283,-0.011513869947319157,-0.05317268294181614,0.03784069149654797,-0.01924197624079887,-0.009178533370840335,0.11779881259027855,-0.06708770203864833,-0.02832706685551827,0.025269563801751972,0.036656093083792134
TLN1,0.0203360059476196,0.005345152349587359,-0.020273272904307197,0.03634451446702084,0.03878539599558106,0.014880186311900445,0.1031944507083522,0.053661540625617864,0.02449185452803061,0.02494642406056753,-0.03867673635935085,0.04474807956323785,0.007804000650091788,-0.007675355507378895
COL2A1,0.019939052203246994,,,-0.015275608995078389,-0.015612961121284541,,,,-0.013831159834340162,,,-0.04946437232380638,-0.010038107699623598,-0.02302378688211741
SHH,,,-0.01329134973575814,-0.00731259159284375,-0.01227368451531349,-0.029013301525028047,,,-0.013200357929151285,-0.047519105672193175,-0.04231005308577777,0.06492198734316902,0.032990680021689936,-0.01903938070395154
PON2,-0.0307913899437456,-0.055392594342428055,0.006927046143917847,-0.02727665434302049,0.03929840153379659,0.0023855351214855398,0.047709308649768176,0.03420420143854086,0.03286479559575104,-1.5507638452720643e-05,-0.0004366246685590483,0.04381825600288062,0.009245313034544213,0.038699422967093805
ICAM5,0.020747707253644523,-0.019571381584926568,0.03459844111825436,-0.040510828200757736,-0.030509251774392957,-0.020391406343122847,-0.049253817072942664,-0.013196852667059132,-0.025779585992250015,,,-0.03641179960124499,0.06825030454590633,-0.03411443583675077
HPX,0.027750645950486284,,-0.03233966209569525,0.037622455936038954,0.029669830838983245,-0.022501219363869628,,-0.026203814369715177,-0.03355267530678669,0.033713557306062514,0.07894593642762596,0.04677428206965697,-0.017673538611684313,0.06325967060079694
SFRP2,-0.0287919324092775,,-0.015137406967314318,,0.07789843157559297,-0.018753294923797303,0.07360582263451419,-0.013758518125345032,-0.02589572410694736,-0.041398942321187175,-0.04363735695304294,-0.0157781810085662,0.054888161735591384,-0.040293084846695824
CFC1,,,,,,-0.01443000925175947,-0.01943264615553393,,,,,,,
CD70,0.02647824158122191,,0.0660985137303231,,,-0.005517153830656108,,0.1295899086335683,,,,0.005112253222229337,0.06894262823916994,-0.024136627458692213
HP,0.016301807094803028,,-0.0446926874059022,-0.0335971360579588,0.0268227512887232,0.03570259452603186,0.16620581207877727,,-0.012177449589408156,0.017285801101457412,-0.03068478129047605,-0.017738802346123912,0.05332518346840793,-0.005724899023343661
CXCL2,-0.02516265478250203,-0.03859521738420354,0.060305585272839204,0.04375993392657064,0.06627056035867296,0.0059791513176579115,0.011243915926606916,0.06742794065757123,-0.012641232774190578,-0.013396868251010847,0.04999360114244648,-0.023662334544486983,0.045648852525095505,-0.03312068705181465
NPPB,-0.027938552064228808,,0.005613162717835449,,,-0.012635502950383813,,,-0.016987087589261266,,,-0.02148751328355701,0.08403942745896764,-0.016047866815133493
CCK,-0.005628837811269737,-0.018006474132159563,0.026138063169223708,-0.036630999104824126,-0.03330340396738598,-0.042393875973051595,-0.1124222011632893,,-0.033276628381673654,-0.026376927120245763,,-0.018542523270671307,0.08892484756460302,0.01991630291878979
SEMA6A,-0.009400283739798556,0.03893991767258276,0.025945600368124655,0.0027532727388104084,0.02967503643159571,-0.05192828204627105,0.037509068443493915,0.10752588717846999,0.020847925677194297,-0.015632909013564445,0.09697960771572932,0.013762779443429466,-0.0009371375277593638,0.012794818340023141
IRAK4,0.04060379653013602,0.04223362583573756,-0.01446768443946872,0.08835521870357191,0.061295130011785194,-0.008060726904193431,0.07986003552503854,0.00868636493905908,0.026774423207609227,0.05852455622517058,0.03126467763265451,0.055951097754606584,-0.0006078567113460433,0.041847029661843234
GSTP1,0.06760334353047055,0.07627047770092543,0.004117400257720566,0.0009189654492898791,0.016600403279422332,0.009079453509261003,0.12120389226713878,0.01513993515175182,0.05064917875824371,0.06514099934857069,0.005437541379761997,-0.010289076150234175,0.02507862862231388,0.011617341179042832
VCAM1,0.025785159015454057,0.0683594591025589,0.005283895774583714,0.012726055820861911,0.04003355896321204,0.04257128459583758,0.04001531255411022,0.029795329538523926,0.04132102485148308,0.00691454094998135,0.10339832508509454,-0.048070095580830884,0.09879716424564583,0.07375016254823825
NXPH3,0.03523690186367584,0.03947945953545398,-0.03388832236428592,0.01860043466873027,0.027063757380659498,0.014673843758667777,-0.03909188983723918,0.031188871141492033,-0.03259256259558853,0.06779284780421437,0.017634131404071322,-0.006335783213663975,-0.010251314738814328,0.041340156617371886
MTMR4,0.00772546740188155,0.028774961245204435,0.0666284488986991,-0.009826162630088175,0.05256837493052888,-0.006199013517104192,-0.015388615295904462,-0.015213512496615516,-0.0022665619761620074,0.02932802169893986,0.05606938358691577,0.08829300333843784,-0.0038053435505502444,0.06582332891571918
LAMC2,-0.02192884202700652,,-0.010360546115044151,,,-0.01590668854494154,,-0.02024991148725791,,,,-0.011507695425723555,0.019826656100276136,-0.030576107558838148
IL10,0.0670203083525044,-0.02177748517510807,-0.0333765033953189,0.06235668403315295,0.05427061506930557,0.04601479635531253,0.12037542574316937,0.02673276817742459,-0.015205858457756226,-0.04828946811269086,-0.0385672837135538,0.017374803119390936,0.025130961358757763,0.016381776050451196
SEMA4D,0.02135280271036433,0.02120065705651734,-0.025447460801782604,0.003934960890188157,-0.03660869763072539,-0.04170551058680664,0.02091291519322574,0.04260876594985429,-0.04375014401136982,0.006171100849089559,0.1292811445079839,0.08846351346269353,-0.05239029975629468,0.06044701458793646
