,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
MIA,-0.026731690979901856,0.10759049442085314,-0.016602492224955686,-0.01694575472867843,0.06687695262822767,-0.005590655748241219,0.004146115253972015,-0.01194315813770256,0.1221597410281513,-0.08565753720018265,0.07962412512011456,0.06016368842121915,0.025163429026528565,0.014350087675219492,0.09158812279281221,0.03224328198978569
COL4A4,-0.046584361051438906,0.06640691870848237,-0.03238471231704883,0.08351912920257182,0.097775141958997,-0.022541519843425523,0.017147187997428644,-0.020063555863481495,,,-0.02524185138012182,-0.0062328339914191075,0.03061272026781581,-0.0209127322104302,-0.0004295779376418185,0.039218517429972656
TAC1,-0.04692581878254071,-0.02406333589439901,-0.004694942952687413,0.09471886539980272,-0.01631188459068424,-0.06500602160332421,-0.035858740103907875,-0.0014499920731577691,,,,,,-0.014043994681485516,-0.027902374990630082,0.017655113792848807
RARRES2,-0.008114444730447022,0.060623847978083865,0.01279006582447481,-0.05917453734763467,0.003487482145980926,0.12407478043347656,-0.00643508764840209,-0.025591277062077637,0.01877842097054139,-0.014833872422254347,0.015904688314074617,-0.006764632541819494,0.024149821958782194,0.029935792366637643,-0.007379476726976309,0.04762294993912113
FGF7,0.029502238707430774,-0.023349938633205752,-0.03362072114033345,0.026538255281575104,0.06864980878615343,0.07390668613012027,0.0634426959072292,-0.035004989948272815,0.10197888584691046,-0.07633108067163472,-0.005852277759935004,0.02254159461743916,0.004567702291316773,-0.04079808748611074,0.05248826048130975,0.06053047062424756
EFNA2,,,,,,,,,,,,,-0.02480121924506026,,,
HBEGF,0.02784611020885595,-0.012340042868856815,0.06709848794646833,0.002406068658346472,0.0970938152366217,0.05226280484021012,0.03303915393117897,-0.026968663548501883,0.013500849893920875,0.02532920586031445,0.00719483562356707,-0.025050030797420225,0.023710576090231934,-0.03135181710361817,-0.027317185153459066,0.09979233792775305
CSF3,-0.0465843241704611,,-0.022606979163002576,0.006417607665187154,,-0.023848494123964028,,,,,,0.03199583873020712,0.03320245442264025,-0.022988338574946296,-0.022346614010185152,0.019592542702684984
PI3,-0.032591896831106276,,-0.023868035609326307,-0.023014076044508936,,-0.026853719149635472,,,,0.03443355990776155,,-0.04592689814703675,-0.02021808584280804,0.008980292867861261,-0.04855176830942665,0.0075414182201279665
PCSK1N,0.01686481780341879,-0.01637333512727848,-0.023149929562076302,0.048662754312795646,-0.04160627535626411,-0.01842726463265831,0.033026075182674634,-0.026495183945203334,0.07479306334793076,0.09853578568902938,0.07595657006005987,0.01617301298524567,-0.020742811898077487,0.05951279422819032,0.11294521676573185,-0.07632667378624391
NTS,,,,-0.010600138411283388,0.0011272609718620157,-0.02931266804625829,0.021446631068378668,-0.003992268994048906,,,,-0.04979857944802908,-0.030215579285826875,0.029534378814749553,0.13754929127574408,
SFRP1,0.03973531667082483,-0.0035856353144784682,-0.016549417914973948,-0.03199907377329466,0.10279888751820859,0.012987688315972395,0.03547082164530742,-0.014316633804548461,0.07723648263027773,0.10263160185486353,-0.006561736456486597,0.019744049947479834,-0.014819129880115819,0.017394274720238603,-0.032323307198662075,-0.04604992213694147
CXCL13,,-0.025314268144300038,,-0.019252303993828993,,,,,,,,0.08166539015809245,-0.00014025411671454688,0.007460040717157696,,0.0572604237365224
MICA,0.018881369500091314,0.0565064013707297,-0.023620788435058937,-0.0016738655176636572,0.027057959469045847,0.021380401382626046,0.035261908067342286,0.0941374162903524,0.005137502197041086,0.012498996137060943,0.00316910224938303,0.027970586272881313,0.037562675501203395,-0.05657005623228669,0.09981959872343914,0.06827932277565935
TG,0.01089691423131301,-0.01964055641921561,-0.017859443924765513,-0.003987073776785611,-0.030495044031196235,0.00016482817362077742,-0.020608104867607654,0.07029104835703956,-0.03683545158636816,0.08059957055495044,-0.03250749878420553,0.033129528896219375,-0.025404479254072885,-0.018919755899343405,0.013547249348216628,0.06149594903658524
ADA,-0.007727297854153932,-0.007621847490738428,-0.023595701808908152,0.025679727529502584,-0.017657716153200984,0.09208107742822395,-0.039924742038357414,-0.016826911450842454,0.07734500455216127,-0.03164681448952263,0.004752945942612038,0.006622378497358095,0.05438594702023066,0.039497587677590006,0.05690476787107031,-0.009455592970719871
LAMC3,-0.02438933443383679,0.033941970500927,-0.020458785162676456,-0.01284629706411917,0.035327464007913506,0.06760448182621459,0.02518821210866372,-0.0483924041425152,0.0177550679709734,0.14131654120197742,-0.02221108647756191,0.0927136163238876,0.06403175722591006,-0.004226632612989286,0.03036356011053452,0.03702909620622141
CCL7,,,0.031144041660250095,-0.006791189390059994,,,,,,,,0.054620127488062435,,,0.02967752263157709,-0.020179434899213634
NGF,-0.026838553383822458,,0.021038798141689633,-0.04487714777118042,-0.029100451295710424,,,,,,-0.02966907800528305,-0.03694947918364238,0.08927835900921426,-0.039465953717592456,-0.03838798840025964,0.03193877263460208
TNFSF15,-0.03320264007867133,,-0.014378532617484948,-0.031128925398131693,0.01732453457863377,,,,-0.03395296173602464,,-0.029963260309615627,-0.017692118686654938,,0.03657366453173324,-0.013145331772933656,-0.0408515209747116
HMGB1,0.026456806537142517,-0.008395029976365495,0.018623417343438926,0.01627097311277007,0.08772192090233598,0.13057423539709945,-0.009343091014113592,0.01445853101273023,0.005760764821699478,-0.01830058026807404,-0.0594641368131665,-0.08283783243747797,0.014394194263480268,-0.011977273775928748,-0.022130315788178954,0.025898231453922456
ITGB3BP,-0.05473712916782427,0.06694713476810629,0.030988397454022612,0.00943295255073375,0.05522379765990057,0.08748022299293742,0.02975367646563087,0.023441422898642886,0.05552092823235499,0.035180132298394666,0.04091595101570027,0.00123796162911092,-0.05064521523349521,-0.030634552636525272,0.05202123571442077,-0.024116390320952703
AANAT,-0.04810386323823258,,-0.013082995535167003,0.02817326519743141,,-0.02151198708586913,-0.018532989141579283,0.01175778826628184,,0.05472287805826643,0.0122978555918899,-0.028066983569769235,-0.033375723801894214,,0.041836126945694246,-0.0225380449484162
RELN,-0.033421523699206694,-0.04608994133215094,-0.022709150377070005,-0.02532731800694693,0.009119308310923831,0.002812465642100074,0.02003578866877979,-0.046706581483859165,,,,,,0.06846406889939323,,-0.0003311729315795969
IL15,-0.03438638606454953,-0.025021768395083854,0.008498164367889176,-0.026087346887659537,0.035889447000817955,0.02101596338644088,-0.024781697335637714,0.018323731447556335,-0.03188340479666611,0.09826864423828381,0.05088585553757179,-0.04205660781848921,0.029626005453169214,0.020178489162738174,0.037508529590126634,-0.0010142763851249503
UTS2,,,,,,-0.007884724385781302,,,-0.01588629912113197,-0.009296853710615012,,-0.023901090664496846,,,,
BSG,-0.02341231558578862,0.015107546540052644,0.007923905401629263,0.0020245047078156792,0.0410778645116728,0.005232176632819471,-0.008355291059439853,0.021164418443498433,0.09222106684365614,-0.04198674938591332,0.09993666481163549,0.0031064431446741684,-0.04321190257398186,0.030809012963009762,0.07093552764068899,0.04022845814308566
ADAMTS3,-0.025058127632737185,0.005027531623860952,0.05009636222943266,0.03300984782703044,0.10121805404034041,0.14899857335829808,-0.023564004034702338,-0.009287618520281383,0.07207023502445828,-0.0710595184278936,-0.024899013601458426,0.081501307511089,-0.032055939007233684,0.07354057198739791,0.03772563631707054,0.0818751021884141
CD34,-0.008347113836309648,0.006388040995945564,0.023036466813654503,-0.05317073643973726,0.08690055336782157,0.113920719973202,-0.06849938128364261,0.016191778578636466,-0.011924135403615855,0.15509362146979228,-0.05035886806176983,0.0409829844687196,0.05760237411285137,0.031694409681267584,-0.004420141599631157,0.06576699562529846
CCL23,,,,,,0.03758917064495303,,,-0.032038337716785104,,,,,,,
PLAT,0.12088803503195127,-0.003721296763735401,-0.001964346377818135,-0.009507822407380113,0.06319204306894284,0.08678408056093348,0.05838000141969874,-0.014335619742792799,0.04525387591679402,-0.06624979861981536,0.06145008137270794,0.019213797803686383,0.04826816251994923,0.016656163875000123,0.04614930556301797,0.042265875702230234
NTF3,,,,,,,,0.024816665048955976,,,,0.002292228817413281,0.033799672806131935,0.11663109016915688,,
LTA,,-0.01444372692571505,-0.016549417140766163,,,,0.04529210278530048,,,,,,,,0.006731757563755524,
CKLF,-0.0004024612854649197,-0.008546330665493936,0.04988314047107249,0.016036315202159767,0.04432125184402791,0.09237093493572587,0.052829239358422826,0.028928363158119325,0.062440262472537686,0.04193311103286033,0.022969496186251367,0.03722155592320274,0.03197204351023215,0.0010479136235385658,0.06300438257421903,0.019723389502923055
CD24,0.011660942061537314,0.03886806772620164,0.04538150996720342,0.07807030034324408,0.09297504057639237,0.06148435400246508,-0.007625337496705992,0.056663058435337754,0.05039331871714948,0.11862337082283275,0.043406534920942444,0.014152182170084487,-0.05918695209458499,0.06277571297227137,0.022240679563532213,0.05077946404254555
HSP90AA1,-0.07218987194827904,-0.04549162400783014,-0.031238130401528355,0.02469601133199829,-0.05486217677902027,-0.06875688324512719,0.07909050138449115,0.016224799355710987,-0.05497430156925484,0.015503854365804013,0.009256699883781546,-0.11827648754413995,-0.10150932313371658,0.05612261590460393,-0.12113166860409003,-0.07045709654972371
BMP4,-0.04666759443442326,-0.01531119723261257,0.04507437668151765,0.09470801966683855,0.07467278823571162,-0.03582140334452903,-0.045480699827419944,0.02237789516729258,0.02612756973951578,0.19000651236649116,-0.002988589656392799,0.0195350544008079,0.018676833429116784,-0.03301071714421248,0.010715083631275428,0.014921438788448064
SCGB3A1,,,,-0.011155716684607147,0.08372024204332043,,,0.018242961573241286,-0.03953788258122314,0.06674859719563134,,0.009382470266534482,-0.04747590701410988,0.08494078496935525,-0.03214032557685895,0.06798226278049244
IGFBP4,0.018610980776287946,0.03223091542194769,0.009697733454855877,-0.04276472022276979,0.09321312954408173,0.09328988443557173,0.0397519757598695,-0.036213400017493735,-0.09640689973238745,0.15810453911795005,-0.045878590895286224,0.01583476291990351,0.007746117957850365,-0.017305611345886304,0.013883772495069061,0.03328743635951501
RSPO4,0.10795055779822761,-0.009680100891725777,-0.025331782398482276,0.04396265210282952,,,-0.02075970621171557,-0.010074169788248754,,,,,,0.09128980732875906,0.11712986947879729,0.04364246206099852
LEFTY2,0.06090859699579772,0.00733863857416481,-0.021088933952463192,-0.05983929118771931,0.0319105804231321,0.0917943303125273,-0.028908009091012616,-0.011046450382618393,-0.09210534554128348,-0.044644910603127544,-0.026573306446894412,0.03901191401569223,0.017174429360441713,-0.027150989274334646,0.07168199173645096,0.13537017841144153
PF4,,-0.013138532746749781,0.19317058586516686,,,,,,,,,,0.04803151779140472,,-0.007572502318848282,-0.02226266663712701
ANGPTL2,0.030881277005350632,0.11499149522444764,-0.004402424847221825,-0.00085764186374189,0.06201679447978807,0.10203349496006825,0.0006920418536164389,0.027134251132427387,-0.004728476701204386,0.00045296328410731934,0.040730740158933396,0.09019652766718592,0.05262902535322173,0.04883940754413708,0.003469512319022638,0.02296763840130035
LRIG2,0.006200877060003121,0.0584196983110103,0.0392215401159109,-0.007835562114493419,0.11719024294596093,0.035721493871333214,0.0079610541467317,-0.005796972586030941,-0.010393135877240216,0.02389142048276707,0.0711810464938394,-0.029617205250922277,0.08569393263016081,-0.0032442783831699213,0.08321405787068784,0.0012895020615783371
ICOSLG,-0.07576988922558273,-0.0033316349203373575,0.016266698620351287,-0.002543106315664802,0.021406930514226864,-0.020068729011372733,0.005120485900937443,-0.019118892988468597,0.031019039517808895,-0.039985741992939576,0.06433680598293125,0.10615839307182616,0.060725404946278996,0.002912549530505344,0.07729632803925301,0.07751207590974594
WIF1,-0.04858963318814933,,,0.024644161070912395,-0.028368958041987566,-0.024404289778201377,-0.01601977357576927,-0.018957501732354286,,,,,,-0.018559338651121485,,0.03632163019460573
NPPC,0.04921046949385389,,-0.017475988230766668,0.01090464363814462,0.0133513104709435,-0.05792017396601435,-0.03124948817546607,-0.01400063064235863,0.026179768114718848,-0.0604932807620833,-0.024898965781411812,-0.0014330938491033214,-0.02309073706111951,0.0672004247333834,,0.004604791063937106
LYZ,-0.024178862800747842,0.0880374519349296,-0.03925388807003147,-0.04880913651757371,0.010031204523067582,0.10769931811068355,0.0268675017634709,0.027582002669913442,0.025435866395423043,0.07470798763353849,-0.0064003479762668805,0.03196658585776825,0.018255813915787143,-0.04583062048174917,-0.008269204065928196,-0.04223517949786914
EREG,,,,-0.047458090460494595,,,,,,,,0.055726117075193156,-0.013294388106495702,-0.024866660107190738,-0.04160201001357703,-0.025630924231183985
SPTAN1,0.04763112207290644,-0.0166299218977189,-0.03620761449827702,0.017801879778996457,-0.03455062348079785,-0.03815506854234038,-0.05671095778418452,0.06933357832475277,0.03934761511083212,-0.002999771738120474,0.005466841092031992,-0.010955462531080727,0.005705256629657101,0.01232269409653702,0.0932704150292973,0.019002219436287104
PTH2,,,,,,,,,,,,,,-0.03175089391854905,,
LIPC,0.13434832855669776,-0.019774193967136554,-0.020245428602995937,-0.0070771892459179225,-0.03898953143510362,0.021581051372129487,-0.00281120494131866,,-0.005882798856046172,0.1204019279396285,-0.05115927125541047,,,,0.02215890237479027,-0.03471729600040186
COL8A1,0.06549714455687604,0.012936143866296788,0.04605680297964421,0.010258293648041521,0.022891502144579443,0.09319902429061074,0.004151015685778216,-0.01908782565331439,0.023446534540370934,-0.07181989203361297,-0.012091680712623783,0.041752943800255835,0.02005867404419249,0.03578605280410377,0.06661497450793663,0.13191374302326359
GSTM2,0.042663018457405597,0.018526681147098253,-0.0006593405355134901,-0.05048904272378237,0.014440199362222845,0.10895423157430872,-0.004723877855060965,-0.029775978291913377,0.07383433916422824,-0.004510785239337165,0.07893481967031173,0.023370405333259393,-0.06461628465820049,0.10105432833561198,-0.034607383423561025,0.07731661795138393
IL4,,,,,,,,,,-0.04169035256873315,,,,,,
SPX,0.0019927963675777814,0.03275609611342213,0.0944107395760652,0.013456127529307317,-0.012081398047227571,-0.03206806868264072,-0.0326103702008249,-1.7963425432241635e-05,-0.037526320038753225,,-0.006017386651272436,-0.03225692582758505,0.029041020222928753,-0.018291448856598027,0.08548675363712716,0.06604589922832255
MFGE8,0.04114828064737354,-0.006486797667579029,0.011730848391378095,0.02125586348615495,0.012964842879506189,-0.00034858848927849727,-0.01570801720224407,-0.01041821460994513,-0.008101864623541856,0.05574483050945764,-0.0300666427544556,0.04296695324561477,0.04508001222403491,0.020137629451881855,0.041517536126069336,0.019364604431550008
TGFA,-0.03076505387411188,0.04546638043055439,0.01630228615364234,0.014998331073949007,-0.0036694978201245263,-0.012304526640698154,0.034379165390166604,-0.015050876866545309,0.028410793612037282,-0.001687348429525339,-0.04132923105013186,0.003601809975374495,0.06972243942902834,0.012071109300773757,0.07401810726464994,-0.017743226036387588
SLIT2,-0.03572307270789463,0.1105298058600937,-0.029431190108570048,0.038857178917922376,0.03054581608260553,-0.0493371103430531,-2.958795393944249e-05,0.0531363579302258,0.1142749860432146,0.16925782794135286,-0.02815852830076254,0.04477959824420082,-0.00586680216576787,0.012720998679250719,-0.011471568554310752,0.037453720863868924
PLTP,0.03268511095575649,-0.00800329167856515,-0.011949926118691591,-0.1009315583900438,0.05705792708825679,0.08577366318137965,0.068461803784257,0.03064107074113035,-0.012381174675472234,-0.05653296990535407,-0.03297862032843141,-0.012770744161622086,0.013752524144688073,-0.0681072401184132,0.02064831860297575,0.04702952951765786
APOD,-0.09114261751035954,0.015206055928158137,-0.006681112051759525,0.014490621401582584,-0.014531066949256103,0.0114368442708946,-0.010988394981160287,-0.04691582944380323,-0.12629757345845266,-0.04834585845506394,-0.004484249694768553,0.15505345014732855,0.0508282532455407,0.009208538834902554,-0.046510576742020575,-0.06454274331611955
B2M,-0.007934410814674593,-0.037210355197847426,0.016511421216641318,-0.04575368081296466,0.00965903664059257,0.10661559692306223,0.1117159978887805,0.0245757581356721,-0.010843457947827028,0.13067434446793097,-0.1015422061619588,-0.019651331333203126,0.03197521411929339,-0.0747976954612019,-0.05991763699717366,-0.019658431655217645
OMG,0.06169457385875578,-0.01139894913718538,-0.04363441608478284,0.06635453314223738,-0.007693084397232393,-0.08409098887892533,-0.010374649229521159,-0.047507402440643984,-0.06468421565244212,-0.012708552481333634,0.0472394418296407,0.07675110723847085,0.06263592308227835,-0.005937267328875226,0.17389040778820822,-0.048446590017832546
CXCL3,-0.007484159888364756,-0.014474382545638272,-0.010546699019857577,-0.017292179749108842,,-0.014242709888770624,-0.023076081837506444,-0.0107772322287832,0.0742573000521442,-0.05361195760561952,,0.02428076470472512,0.015329438966610357,-0.010961108327611557,-0.001962899479085896,0.03850124861550752
CXCL10,0.009769045811747791,-0.009594738869762375,-0.026011140685926536,-0.0035449419046867697,-0.03436691461195109,0.10889221313471231,0.07877031790606437,0.10396937047495944,-0.036349534469209036,0.14455831980022113,-0.03358571185592108,-0.033036988941813256,0.08267127054598121,0.04163648132693763,0.03321315661890183,0.08219035076822012
RSPO3,,,-0.013082994568481759,-0.03732504988417112,0.013807364668948401,-0.035323823454688194,0.029728990305238977,0.017145501860574053,,,,0.019228296022939923,-0.046701080831833476,0.032714002288647244,-0.023763762612770897,0.027748499101991505
CORT,-0.03675893246053048,0.01782736583583831,0.011837547863883649,-0.0038454083462608605,0.00406565776546354,0.019740748699651704,0.030831874740078067,-0.035408714813665136,,,,0.059905690808732176,-0.023787918730299833,0.04580266373295524,,
NCAN,0.10318532570924319,-0.02346132828416876,0.004105404119961443,0.07248799522130157,0.08159834786313976,-0.03507216826286337,-0.04153548730316797,0.006150761344086751,-0.01796022195173624,-0.05709584769415173,0.02624778002063314,0.038940319502599026,0.02600604518498358,0.0038276099095930862,0.04496452736465765,0.013896471525327983
PRG4,-0.050167312170780805,,0.07458984572724651,0.0823779593071489,,-0.030600028131224078,0.00490479721745625,,,,,-0.022258038378832293,0.04853839113136258,0.028195772801682163,0.018468536784267815,0.03399445562912422
ZG16B,,-0.01581008877299219,-0.014986363017840747,,,-0.033037647769087755,-0.014182809709672728,,,,-0.02311625927638707,,,,-0.029630854524816248,-0.018992337896367308
TGM2,-0.03364148663564747,-0.01334725336529551,-0.04540921922979388,-0.053335770383673736,0.05686975255385152,0.11046887294569241,0.07019508911665762,-0.021732546818464645,-0.04614039683714667,0.06545542433848742,0.014740733175969013,0.024960593756026134,0.03186037825071667,-0.011460919718361566,0.02369181817115148,0.05774744902902209
VEGFC,-0.03599604810632816,0.05997660081734658,0.003056687850441561,0.08289085492340219,0.07285641316801382,0.03612266028535461,-0.00829381014071351,-0.01787445362013547,-0.03278298328415394,-0.04725893515082561,-0.02996326298163867,0.04870138617430892,-0.012308045998743874,0.05460841553612359,-0.040760882149817115,0.019925007124630266
WNT6,-0.03288447084137647,-0.014621118251832427,-0.001854512926452868,-0.03682392826193631,-0.025788432123998846,0.03654067556868397,-0.03156333714166298,,,0.027747295048161178,-0.021983565285778287,-0.0008078439144130268,-0.024335370643679046,-0.02649672375752612,0.011027389846780174,0.032815980050654815
NRG4,-0.034021921076251224,,-0.01571492238348528,0.011896602717339217,0.10983312851512067,-0.018446527729196707,-0.0057749632749129615,0.060121647491922184,,,,,,-0.026364211442557108,-0.023763765276121722,-0.02951266384364396
PMCH,,,-0.02177455596544333,,,,-0.020759705209835524,,,,,0.02345344104687168,0.042282737360332036,-0.01517942443260792,0.01651167060290771,0.04412152594497548
COL9A1,0.012285196491014984,-0.03631526189790908,-0.016413089464522513,0.0774650623267393,0.11057654080045157,-0.004290333964715655,-0.007945803070052047,0.032895341657946255,0.024318083800183035,-0.044964898249637966,0.05665382017373157,0.06101325413875814,0.03789808953958896,-0.028545756090859575,0.0457235411237981,0.11263912645220985
GDF11,0.07109846745818935,-0.008560931533753747,-0.020837097922750566,0.009617089885007736,0.09786897892020599,0.0825747458261331,-0.008914987124555717,-0.032171714342000286,0.06946684802355364,-0.04011681783732155,0.0753790068829905,-0.02296086892471117,4.1742758546443385e-05,-0.014722278079016287,0.08642795283417111,0.005233803264689565
RAET1E,,,,,,,,,,,,,,,-0.026068681661798702,
IL24,,,,,,,,,,,,0.12470900881119894,-0.022369583773681714,,,0.015114612209259195
SORBS1,0.016663808524797517,-0.025324879420144237,-0.031058923415671954,-0.030540977876334332,0.022129028562864663,-0.02119014850688152,-0.057671246807592134,-0.01778876251880056,-0.023453005255281652,-0.10091563840925617,0.09459646927959457,0.007745202939990245,0.004829132976473224,-0.06044999135126966,0.0365936912461603,0.0583719053321631
DLL1,0.048858114776932124,-0.041692363008741136,-0.013021869583072072,-0.002588027634846288,0.0785898131952902,0.09155484011085586,-0.05210270815293665,0.014232524210898054,0.12847019256752343,0.15816632870712188,0.10065362078684485,0.05087994344117206,0.09107004383494088,-0.016861243310420937,0.10347096992654833,0.06461815584779318
TLN1,-0.032799793022812405,0.004203030939927049,0.02780313150923918,-0.01347430196355828,0.02009909640841883,0.09350355895181563,0.017617218621152786,-0.021368749866640238,-0.0026994413345745407,0.1307264785982145,0.04691178866193773,-0.01859811543099011,0.04303568540792683,-0.027680837872270138,-0.0004893953528496833,0.018252669384438706
COL2A1,0.07868701247932715,,,-0.008468468020468042,0.18821716590849294,-0.028244220327027055,,,,,,-0.017538945463184692,0.00031773820163534153,-0.03197790302308896,0.07467828339786294,-0.02658932604611482
SHH,,,-0.013418053169405359,-0.04195719053869966,0.07767028331677149,-0.022203389029281928,0.02235399594065298,0.062140256545953,0.04251332249890125,-0.0014498238104765802,,-0.023566774726493076,0.03113381540802972,0.029465629489187177,0.010036048744155224,-0.016261391714432197
PON2,0.13208140319658124,0.036168674500373,0.01945001941923124,0.05542000470265327,0.014881603052061754,0.061784742454067634,-0.07639149431499276,-0.008482287523336117,0.0028788448364630357,0.05606978231867534,0.03462570211142432,0.061233139731046715,-0.020853456811567916,-0.05136814425156321,0.12049743556393662,0.0905576264626795
ICAM5,-0.06342851497803806,0.049931233995945845,-0.020912988226673243,0.0017581276695263967,-0.01924199116771206,0.026964445013123374,-0.04608372777534917,-0.027507147218215264,,,,0.08119757877357503,-0.043312588676635615,0.009450258454216598,0.07786428759664439,0.010849976932297493
HPX,0.0026564794937128646,,0.01058971236281431,-0.018678949802511058,0.10444177001693569,0.07554168582105557,-0.027832885034892983,-0.010074170234786699,0.07322295702034579,0.056156271085729015,0.044020314835512865,0.007065623115929509,0.008491597720339502,0.1232231451950026,-0.01595306058117221,-0.0014040008565193622
SFRP2,-0.031410181878312265,,-0.015281708447405094,,0.03001283384084097,-0.022541513205766934,0.06017957518572074,-0.047055512153684816,0.014899596179563435,-0.04169037710701929,0.030325402389426742,-0.01888980159772984,0.03806927025730611,-0.024019746748281858,-0.007786246575487169,0.03987106264695376
