,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
CEACAM1,-0.021060572768069642,,-0.024174105079439075,,0.024684928783996647,0.020324180007021943,0.06396454220975545,,,,-0.027892435273982524,-0.012903010286634539,0.12173502307927,0.028691922568696626,-0.03215912417557052,-0.029667044331116586,-0.02678687416886575
PDAP1,0.07342124624442889,0.07860967957441035,0.03045545612615477,0.05429055126725158,0.005349523923725832,0.01700036440048351,0.015907175225232564,0.013398853287038692,0.06371301974321085,-0.019056866039849102,0.06949836051208551,0.09467985983904562,0.08581941411278429,-0.038339175151821225,-0.0005186740988281569,-0.0004727729426173834,-0.025318200630128292
QDPR,0.05905685450724352,0.05821665655408545,-0.05156199429887787,-0.016497565452279338,-0.0028014712663823283,0.03159634379475669,0.008273088119694084,0.02161957860350382,0.00787063808890326,0.03471342574407843,0.02664191867855089,-0.00819307733177371,-0.21718333220680175,0.051352664247499354,0.05926504869807106,-0.02251671337729528,-0.042290013918983536
POMC,0.06432506048358544,0.11815422254137913,-0.014731880379891517,,0.028726330308394835,0.03873734448618483,0.04026670143193243,0.039395885047394504,-0.01904693544258136,-0.08544697044412201,0.06459033567775518,0.0671120774190104,0.11135246439611504,0.08749508553241617,0.04219126903007294,0.04165980684640734,0.04024489621592112
CCL18,,-0.09228804022873048,-0.05088038526047077,,,,,-0.024099517873556117,,,-0.04631894793335445,,-0.04252537750432102,0.05306135191751516,-0.03849666326088309,-0.0571196428508199,
CCL17,,,,,-0.014555478421428687,,-0.020199004838728347,,0.0157253684217461,,,,,-0.021720889267447124,0.003233589849928849,,0.029008338047456096
VEGFD,,0.04763090789215784,-0.029486935957417675,,0.001630942140191649,0.03771951347354876,-0.008279737815711497,0.021598565035032047,-0.017539582501266814,,-0.0021022991548788825,-0.02102316134488769,,,0.023840415034800375,,
TNFSF13,,,0.08260770866851555,,-0.010040043253875223,,,,,,,,,-0.008168080414373429,0.02655677139852549,0.0352239792660976,-0.02843353010365223
WNT5A,-0.02029576868652322,0.09186281930033673,0.007562420557448686,0.05661737457283342,0.002377376378171418,-0.004410866355751557,-0.006342374706116737,0.09373829535032135,0.04791633967148599,0.0208189350684846,0.05745287861899278,0.07054138805502465,0.09742939253803755,-0.02334966247341654,0.05022230060665456,0.042474568022180643,0.05212355319114097
CXCL8,,-0.17745077425535155,-0.013477975112032404,0.04489510179671657,0.024112649448155683,-0.053957287764817626,-0.00965928284668278,0.06324408888107239,0.05647346999271715,,0.015140162306866767,0.018944546288614892,-0.03916683231545145,-0.08649933533597842,-0.09825292228299609,0.04123039248599953,-0.0049199331195706525
GRN,-0.026440990850261234,-0.014264307336624926,0.027933207299425465,0.0031959174711804006,-0.0035456966691525178,-0.009567592626570285,0.01132686931547087,-0.006908080188093254,0.1174844435584351,-0.03659757136718529,-0.014744055396997607,0.007541511369852511,0.07034150239434195,-0.05419983618471419,-0.060298754385568074,0.032675611200768236,0.12425544559697706
MIA,0.11810880138272041,0.0646010777506134,0.005534309358468405,0.06458973930230309,-0.03064895440487079,-0.062332844698603895,-0.03970141120111354,0.014780043990213649,-0.018766742063241332,-0.11417870407644623,0.01129747880146298,0.07634254987161482,0.06823826981535926,0.19035786413969813,0.14663626225178844,0.09417524719187148,-0.0634024586498546
COL4A4,0.03486670609947775,0.029537448282801554,0.0005110294233481316,0.03882659678340836,-0.017352023881810293,0.09562246703076402,0.018588610861521186,,0.023325975789131422,,,-0.07110558681908499,0.051270534356136065,0.12283607977389518,-0.03508535095492459,-0.0072784845209325315,0.022187830377428813
TAC1,0.04725585375608244,-0.04849288685534267,0.0028786103801177313,0.04042010040075959,0.03332543607196941,0.004772042457520624,0.028923022339529838,,-0.08203764999455719,,,,,,,-0.021512527619130452,0.01311895257893115
RARRES2,-0.068759158258587,0.006383146065615203,-0.007939762174146554,-0.02428897116209965,-0.00914457079925585,-0.0896504513318408,0.03713993421980028,0.15331192185917544,0.019383324086595974,0.11786129740703793,-0.03942312552536861,0.0017383502982495642,0.002756294655024225,-0.07664944246075199,-0.05317591187091758,0.008283027592499081,-0.023847835313595384
FGF7,0.07245711623800728,-0.0702806608670855,,-0.005510224919358258,-0.025800936000820708,-0.009869110397316787,0.03077311720354295,0.10886762826995104,-0.0024258009785850187,-0.05315524995127819,0.12166724409691798,-0.01650320651852039,0.025511875891651502,-0.022186016485527656,-0.0028852363732597263,-0.007028543190272744,-0.013008039129331572
EFNA2,,,,,,,,,,,,,,,-0.030565095341330617,,
HBEGF,0.04067836439831676,0.06282591341200043,0.03379648814453768,0.10431050958775873,-0.047581583260745804,-0.0735642864298621,-0.007382060738551366,0.05720761429984961,0.08437383430010835,-0.06694741990786315,0.011783856831748712,-0.06389275174847046,0.09178198125613515,0.04422605816406554,-0.0247694658948238,0.010598898225316478,0.07540314686473248
CSF3,,-0.06260446655218115,,0.030012721139311256,-0.0173488611419693,-0.0808477002434307,,0.05422347860557086,,,,,,-0.082485369102531,0.005724192849830909,-0.032850106109039455,-0.018372294742277407
PI3,,-0.05813529665266313,-0.024698762485776498,-0.03199288491932317,-0.019586280789014116,-0.08585500975226727,,,,,0.04934450799396059,,,-0.1321287451519724,-0.12174142880815393,-0.04157950900846341,-0.03991689287840165
PCSK1N,0.0036956440960800555,0.0687885457506987,-0.00899180222989434,-0.06400438915721199,-0.033525542884573,-0.024598770894054097,-0.009315639916430552,-0.040301517416579134,-0.09180072325438006,-0.09732358010817248,-0.058076205989635046,-0.05121201664903252,-0.017648102607422077,-0.03796637022304256,0.010289588435249492,-0.024450174941978823,-0.0809568948541227
NTS,,,,,,-0.02483171620960415,-0.01240095181126513,,,,,,,-0.05067257359971094,-0.03723776853626976,-0.0015033346457528425,0.03212713929500944
SFRP1,0.04235830301400188,0.0489658889170575,0.008858246434312468,,-0.012700217544198802,0.050033571755959655,0.03561473446223522,0.06700091749359087,-0.010784704289126552,0.05823052386751159,-0.0888210593598767,-0.09320103142412706,0.060583235784004465,-0.0035609163929843698,0.04693560447380482,0.02999223093636903,0.19770974678737435
CXCL13,,,,-0.03960318156807694,,0.03548407134364616,,0.07833826346728923,,,,,,-0.0031573643107504087,0.032034924820650734,0.047448087030991494,
MICA,0.03719140576961763,-0.018067991258434463,0.00931184117574133,0.03516258893764117,0.012940211350563474,-0.021812609829692953,0.026101577565438922,0.09883505243483175,0.0885007647865215,-0.041688090383791725,-0.024048752645696534,0.13839534571779696,0.03349611042894068,0.0144887041457137,0.009559462825274588,-0.00762181568621547,0.10025771232848327
TG,0.060740129706834914,0.0162687653646876,0.013406689125156022,,-0.0137055468795501,0.016727364613081646,0.034614347508057655,0.07127891456801456,0.009875559747636072,-0.0139306919414548,0.08527481389582932,0.10096411254048179,0.17502144828297156,0.033024934609162185,0.08720176316203361,0.007611175348815215,-0.03582947912265689
ADA,0.03151608789417154,0.01835372918616947,-0.0004007043644806944,0.027633622060160498,0.010246461224979075,-0.025874967216575034,-0.03161737423084095,-0.009056746920455836,0.0778057218758183,-0.053293977840187974,-0.11634296580895591,0.10413361519316434,0.027751776807314842,0.01020092827237092,0.0719819959636731,0.009951136426932175,0.08181721745627628
LAMC3,0.046663892546272644,0.06603397267849333,0.06276333498736097,0.05762037667681508,-0.0006239696233057349,0.09382492654012146,-0.032403274506793464,0.008023126372448574,0.04315450015217424,-0.06449299590819565,0.01864912939131496,0.0551580077936712,0.06904806888703117,0.08382946121834976,0.08474521903298259,0.07178107439986893,0.14236318889657068
CCL7,,,-0.03236422328689995,,-0.009909088496160819,-0.01578620350861538,,,,,,,,-0.032554606333419715,,,0.04543302567999988
NGF,,-0.0025675122522707218,-0.05556776420585211,,-0.022704252644735776,-0.03018727012236433,,-0.024575272075295074,,,,0.03255021694819446,0.02162644446517282,0.031664859657110515,0.09589006572886535,0.05314794900572254,0.11691663713657205
TNFSF15,,-0.07460677084303763,,,0.14627439190190938,0.003962394143064878,,0.015472799930497914,,-0.05399707508101704,,-0.04240500426509156,0.04639276111095279,-0.03173708560807534,,0.03245237181978434,0.12578719923907436
HMGB1,0.09649768210309813,0.13921918073794531,0.011459870688823426,-0.04180915889716128,0.061582636067534405,-0.009322158322286759,0.047719375439732634,0.030712996880935338,0.01796300982934877,0.061915135373012166,-0.08505354995376206,0.0313544746434964,-0.09287472883483723,-0.08454827546196403,-0.10468961169245417,-0.0009444190185075839,-0.08722555275769435
ITGB3BP,0.01338081279221321,0.0161910708141675,-0.07908965488304744,-0.007585821557516551,0.030852206569277427,0.025893777266634235,0.00580123592864858,0.00852654040187468,0.03426879354208297,0.09773234224593905,-0.0790504020205126,0.0004758033866547467,0.034694777023073504,0.02777103060017533,-0.008224646751532656,-0.0009535091873680569,0.046398386722036715
AANAT,,0.05854725618414355,-0.018288012375282454,,-0.01004004432542993,-0.008423975971976024,0.011416472269019023,,0.04953663975184488,,-0.07058673959450232,,-0.044291963255492214,-0.012218416804542897,0.020151155556254977,,-0.02036982511423161
RELN,0.07949609457576014,0.007162878794726438,-0.0333298337862226,0.01167020154862767,0.03440133842985029,0.07505481860649366,0.0022905499171915283,,-0.02361822863416129,,,-0.08594620726864137,,,,-0.0319022213985512,
IL15,-0.01722609452531047,0.01998637871557566,-0.027232479609874845,,0.05234016353615715,-0.0007615067306463855,-0.0009112040852808145,0.059493508028015986,0.03354116972016186,0.03654467348154038,-0.05672847968105953,0.03431784482467786,0.16333960446016282,0.03114501439138381,0.06307659851485678,-0.01603596446789246,0.009212771405788824
UTS2,,,,,,,,,,-0.03959464352669522,0.026749518692062445,,,0.08158613699467417,,,
BSG,-0.02199483573278252,0.09121731772583168,0.042280290761690396,0.07145335294912597,-0.01315190671329825,0.044887932704895314,-0.07986634556722537,0.046681039889106435,-0.02709254836095204,0.0042158973842016355,0.06239545760154397,-0.0024838637117463045,0.11521030433072305,0.017301747827893118,0.04203233661836067,-0.008170922388929336,0.0041103121854205865
ADAMTS3,-0.02924000909631061,-0.040840426654236234,0.044838712963404505,,0.026430742204782632,0.04347382466173215,0.011391043848878563,0.022253750639995042,0.03925509742216053,-0.11607275358378755,0.06607290350868265,,0.057765597920922784,0.004381605624650436,0.11535754007867464,0.06108248229204645,-0.0009745451461445566
CD34,0.02614540125452014,0.05117416075955473,0.04119878200490449,0.04369146475713886,-0.017890339655637855,0.05380101722669976,0.013945278748874988,-0.05143242707538803,-0.004267675314989377,-0.09207873948742921,-0.08124991875821987,0.019338556824029518,0.11229392137980024,0.09457363265253432,0.019531845825036552,0.048368927319738284,0.14159069736813407
CCL23,,,,,,,,,,2.317371151403548e-05,,,,,,,
PLAT,-0.014161817666094964,0.09920153269390543,0.06015131336990419,0.009328684415389246,0.009153152094488108,-0.06656865423880284,-0.06146552807762313,0.06927663981415695,0.11133427270990008,-0.07035965202598735,0.011691656490213078,-0.019734307746029044,0.10648577254233481,0.06635577271025452,0.10483255366322795,0.035498186554565235,0.05544994036601053
NTF3,,,,,,,,0.04898762049546253,,,,,,0.11781527335898456,0.11968233076960548,0.04334573993260519,
LTA,,,,,-0.012700216950062664,,-0.017625417561995847,,-0.010047576961620373,,,,,,,,-0.027414714797435426
CKLF,-0.03652352106010795,0.10716988146669539,0.05559110933877178,0.027530725889212734,0.022448408739435616,-0.01872040089593454,-0.022125473550823924,0.09752728755416075,0.09727416647828054,0.0572419516431493,0.05255161066694278,0.02957076570785836,-0.004001399279476997,0.08269921399251347,0.020045023219822645,-0.008779166500580426,-0.07379456392124865
APELA,,,,,,,,0.09677004666635398,,,,,,,,,
CD24,0.21887167717895972,-0.1256576284884956,0.06653477879959484,-0.02408314043360787,-0.010625137160644666,0.12068165280362772,0.05167313883133546,-0.09238091674233545,0.029040773910148563,-0.07466100884200305,0.039369030103922564,-0.0158349022484397,0.0348577307907639,0.020555352353450365,0.04311244368135664,0.027557620138524707,-0.05719955129581891
HSP90AA1,0.02816431959378487,-0.028186015145652558,0.0043579517398423095,-0.0658537371304285,-0.01007165217427223,0.04632648530962357,-0.003265288629995169,-0.02566038208952372,-0.01922049637723333,-0.13827446180976652,0.004961012754722551,-0.07691004868168509,0.0012966695466787098,-0.16519628325179478,-0.1593878177805632,-0.045634383546999294,-0.054284906211832774
BMP4,-0.01807808218777609,0.025421222397879396,-0.01572422815857961,0.025768132440420918,0.055825366184399546,0.06808444147520938,0.021455315121107897,-0.0676518778115559,0.02495260771437556,-0.05579657983387733,-0.02807157554511369,-0.043139615495720096,0.14332198357282308,0.13037293295507818,0.030303498752544407,0.05677496835027492,0.04447126600715646
SCGB3A1,,,0.012873818096732886,0.1466344177218667,,0.07325320026999524,,-0.03024436272176121,-0.007039728197261688,-0.07379275716156632,-0.05927031622144452,-0.01871355905909352,,0.04331223600509238,-0.020922130729990922,0.011701861054312522,-0.00933255149446913
IGFBP4,0.08017676009497941,0.03185233261396812,0.036287594342788144,0.01289178264733087,-0.02263854905363649,-0.017220466546514566,0.0163626893732,-0.03494144979146911,0.0930391314716322,-0.06497495884894613,-0.002002359028330648,0.002611885438907477,0.050884531536151995,-0.06532695178935284,-0.04436608126471564,0.076453178847224,0.17093673234433798
RSPO4,,0.09248510908456789,,,-0.01943990712518891,-0.017291486580953908,-0.02049943363271054,,-0.029176895377338707,,,0.018676531611366818,,,,0.005672454841925341,-0.013768948687896842
LEFTY2,-0.01739243362852444,0.03915349550018491,0.07908991508938605,0.03535285662118872,0.07136973309025693,-0.014070556723206706,-0.014061138666607317,0.011613958742429856,0.0025129346579639213,-0.13862005269893224,-0.007152754207164386,,-0.002717588337681115,-0.027635174259029772,-0.03514436809882042,-0.018780046821564287,0.11371593827077078
PF4,,,0.007185216724881591,,-0.008645484492216374,,,,,,,,,,-0.02801502600046046,,0.002757067784713271
ANGPTL2,0.046166961444131155,0.042308944122129384,0.05086761027341493,0.023313230126673922,-0.01025912744417277,0.02124274008861848,-0.011249908138916655,-0.07435813223196426,0.06446961532472163,-0.22691572760002615,-0.01100899966408699,0.060835891836243036,0.006032448110793262,0.08798612616217603,0.08350922559542556,-0.003022333539619506,0.08655220718084987
LRIG2,-0.02474696795505899,0.014095908082769438,-0.0349052048686694,0.01558568199271006,0.01654457145269037,-0.008183630049260818,0.06834072247989555,0.015727269727006832,0.026105866550195114,0.035270083479009465,-0.05652952585084093,0.04471979905348764,-0.04009302928217164,0.009374194874272029,0.10274735276657537,-0.029201673528723916,0.029428688628794032
ICOSLG,0.007007162602852696,-0.03313706044435078,-0.014594589505673085,0.027289690235814863,-0.02367234445891819,0.01996090506613248,-0.0043962662950236655,0.03333466398369308,0.06813096466646572,-0.04686263060947857,0.0058461439340898435,0.08576338043137705,0.05202807201419384,0.09003592869575963,0.10733611536706919,-0.016425130212665607,0.08331997439292481
WIF1,,0.012119392471905186,-0.029377240689719846,-0.014984324177367054,,0.06181489704192522,-0.015818927391284775,,-0.09747360585372118,,,,,,,-0.0343374682986198,
NPPC,0.038175274583160446,0.02929061298740687,0.04074190064466122,0.028748860543675644,-0.013411278479454848,-0.03742298457888025,-0.030857701085751577,,0.0012591878742070487,0.0881213847846836,-0.03161205767974704,-0.0022985203923079505,0.01048453568990016,0.035072221653112474,0.14112394095622594,0.0938563720797946,
LYZ,0.008615226309262878,-0.033572319585425454,0.0007663260461168068,-0.004265284335754868,-0.02689329103452872,-0.047181732717339185,-0.013153652797679926,0.16178188450143913,0.02951283198561183,-0.16013769256610672,0.024322873674161624,0.11391654476577565,0.10621486250053361,0.07054523831758014,-0.05282621421344076,0.025810053447279508,0.03250151551912555
EREG,,,,-0.011765031913238255,,-0.06327586862061463,,0.04429716823846469,,,,,,0.028605035850449767,0.05176037318615179,-0.037675387543847416,0.0015916066482921031
SPTAN1,0.00922512484947383,0.10041689999109363,0.05929619639929128,0.08949613214367129,0.02108156475359383,0.08508760179746877,0.0372559438604998,0.04644941932894268,-0.03846909167339702,-0.11870608985537741,-0.009952205527255698,-0.048124140479797635,0.1533174482655491,0.06702967259122307,0.07699171948244729,-0.03264001841353685,0.022328012321175088
PTH2,,,,,,,,,,,,,,,,-0.0324594801040452,
LIPC,0.038790187108209195,0.06176952328261003,0.043838027525127804,,-0.015536579525310635,-0.04353313884229899,-0.0054720365505391945,-0.007363307631158039,0.06721976971145811,0.002918800257024588,-0.05148108303941416,0.011841874453066895,0.037816662233103114,,,,-0.03466256788991228
COL8A1,0.07999808523799169,-0.028727315891333934,-0.02818902801906257,-0.006329096506183595,0.05253974645858723,-0.024755219063523307,-0.017507421164716704,-0.02853777577380458,0.13133398121980228,-0.1543804284941374,0.09518837255124821,0.0221608002886639,0.08863685014810176,0.06928176587195269,0.028087365575163847,0.024563198611445496,0.021176359421862894
GSTM2,0.020718272990942865,0.10994391333589665,0.00344076026937905,0.019399369660545306,0.06532994008159965,0.012819835547622152,-0.0362450818503862,0.038695488616453506,0.05480887512737838,0.040109824021619694,-0.0050074154803682516,0.11756414716704382,0.03932226778247896,0.026057942721028845,0.10117117565988293,0.04664035041798908,-0.038204816253267014
IL4,,,,,,,,,,,0.05390735631187295,,,,,,
SPX,-0.02334637437650096,0.1533566180306132,0.005743608034135686,,-0.025458432208193528,0.019929755991501086,-0.0025364956050162937,,-0.04764630148992919,-0.07852974882830675,,,-0.024894092171583313,0.02096748714474111,0.01423100947807185,-0.06228644601576683,-0.06402126741502574
MFGE8,0.042084617956832646,-0.11357970353209447,0.01937657822975987,-0.004404535413737694,0.007210022741960925,0.06820766107291189,-0.010346587450920841,0.01583043979587251,0.10563444498377218,0.058071687197862265,-0.08942204798706567,0.016952028008732772,0.100293126913435,0.07585173530922029,0.06227808030907126,0.029967903411538335,0.13868494535626247
TGFA,0.08580077299202803,-0.02332911744634765,0.04810052088968074,0.08834853777654217,0.004231964147630955,0.0809185428751591,-0.08072004144296382,0.014573954664624736,0.08615682649153664,0.03860210855753195,0.027534991335745187,0.0763389334191551,0.0037624772360951007,0.007336983312727031,0.04230829952496229,0.008422033029060668,-0.014345170676994567
SLIT2,0.13767259159830045,0.0380178250934731,0.010986384789108,0.1253714511747385,0.011225933436741614,-0.034086953497860485,-0.006581244979433255,0.01831743938775749,-0.07486302680238774,-0.0862177639347553,0.005265097718522537,-0.11128258329106326,-0.008632200436306527,0.07205364136570443,0.10272423533761585,-0.024300851978404214,0.007973277687495024
PLTP,-0.021400036640020142,0.010593528113301063,0.042605961079743716,0.0859061047486681,-0.015506671055004133,-0.05114115664918102,-0.002617626933587924,-0.04358166111075942,0.028884808760749767,-0.08365770233702219,-0.04802397517956029,-0.09862601347207732,0.05226119661859822,-0.052683972234630026,-0.051183330397743046,0.06137449909114099,0.06015427423680617
APOD,0.07461624123608951,0.11951721898375897,0.030938218604731612,-0.0187582889294249,0.019746206508589437,0.13268117538904564,-0.0010032322759939223,0.02254348743514538,0.0024526997428628862,-0.10596586858089292,0.002647847334115334,0.08435404398436207,-0.19342245216310383,0.18415030858062584,0.15464849208129455,0.041121799268429,-0.0330181005618728
B2M,0.054724794330168476,0.1376197815179445,0.001173153525061833,0.0432826251564514,0.06483854753768484,-0.09048958665651757,-0.0007359481330638986,0.15527249648961267,0.1183461871560619,-0.3106529149869919,0.07007953880703413,0.045843164515112535,-0.058057611906694104,0.007372991641271456,0.057495309511033627,0.01888757766807302,0.09695035393936122
OMG,0.09004992208234065,0.132923429510202,0.03693752062764628,0.019605785966909827,0.056351821691033574,0.07037398780230877,0.06997843917092077,0.020232899241171137,0.023576772633860866,-0.06669200313863925,-0.08705260809821605,0.07426791808364534,-0.11964379162687348,0.14143499671668155,0.1756116377602341,-0.008975391373298534,0.0018923837589131574
CXCL3,-0.01414604787660984,-0.053277304895404096,0.003606427743080157,0.06652979607834558,0.03282515849467594,-0.028801038578681572,-0.062464527861522644,0.09318173174754338,0.007128573277668198,-0.027594742779125946,0.011652569947768726,,,-0.08737434276786198,-0.022970879175049086,0.04282996111521846,0.02043779337777708
CXCL10,-0.06303262762680276,0.21839952585037264,-0.0006076628070882323,,-0.014174647426765098,-0.010193152095313386,0.01873498231964707,-0.025412355135332926,0.06192589034347319,-0.07276225501062071,0.07769042228040471,-0.029548744523820718,0.022202251618685057,-0.03361680739134266,-0.014470643588921958,0.0038134910547568735,0.07473801055786418
RSPO3,,,-0.02731187211449569,0.013136523920119453,-0.010040043583584327,0.0064985674699981864,-0.021700479664755353,,0.023864853323299916,,,,,0.028580455938283345,0.11290196165448352,0.033868256806934796,-0.019537405116871295
CORT,-0.01756611837001339,0.006481349773195588,-0.026177098742625894,0.029374409389917533,0.07164371361466194,0.037750259751846996,-0.05475723859446953,,-0.05906333960213767,,,,,0.022081517340237135,-0.000508023519579732,-0.014776368413767992,
NCAN,0.04769174514422955,0.33085716843056207,0.0877663428201199,0.04206174049835763,-0.0066350281448415115,0.07083215054575055,-0.005690936595649604,,0.14137665967238514,-0.03951975039049134,-0.004849127177544644,0.1782556027900047,0.05800058059498572,0.18656730262195725,0.1732923429143995,-0.06044018084070475,-0.1124440046169166
PRG4,,-0.008402322882543365,-0.041741644296757655,0.004300206238292932,-0.009909090040345167,0.0578193477108668,0.017598122407624754,,0.0029652953568787403,,,,,-0.03565630271038188,-0.043257995835375845,0.054244865358052244,0.028277020907382062
ZG16B,,,-0.013108141675387704,,-0.011500710870966775,,-0.01400499426165878,0.0460542601141114,,,,,0.13317718323038572,,,,-0.024361041567521027
TGM2,0.05405323243715779,0.02001430389478632,-0.03614583089743746,0.024495617543990062,-0.01791857551999093,-0.07449497791471595,0.011454420625890055,0.007600553072314554,-0.006970116777410319,-0.05638565966543064,0.03839986962192995,-0.00846442547046323,0.06886845423795956,0.03984924079914963,-0.04587928768509193,0.07624389688584951,0.0856937969570647
VEGFC,0.03452344906861735,-0.04362364598046457,0.02591210659139909,0.09046833558461134,0.04837717702768695,0.03556880840813735,-0.0061441594611728,-0.012920199897047202,0.03519711998512175,-0.10268854306660403,0.019337457731566744,-0.01036315402990081,0.0572416385634657,-0.041895908168924786,0.050363908637908746,0.05757094189488984,0.1011374650519435
WNT6,,0.062153804408496785,0.041432362647085066,0.04852863564999486,-0.013705547448611678,0.06386282133871597,0.030168650904164034,-0.056063665712649084,0.008269723480078334,,0.036359172347170385,,0.029655759333470717,0.049918461378801265,-0.05448565539266144,-0.04902278196137991,-0.001251578544341855
NRG4,,0.04052166804156266,-0.029808585875348445,-0.02823419980662028,-0.012059815879075675,0.04420861771808733,-0.01622777322460059,,-0.02809141270725474,,,0.06360980548749827,,,,0.0281345862880479,-0.019537407306548283
PMCH,,,-0.012841352577922705,,-0.016710049810226058,,0.007509168201699409,,,,,,,0.03585953298141782,-0.04113233844816136,-0.028084136781160212,0.009466943533306748
COL9A1,0.0344298927210307,0.11105285958320085,0.03312528949244087,0.04035591906715993,-0.012595597491270528,0.045145164615616316,-0.014113247092337987,,-0.03025052589599846,0.05328768410725204,0.022843039437892853,0.07594636537337401,0.07245824554441857,0.121967406206981,0.09398112708997666,-0.01685313398670913,-0.07793967875942433
GDF11,-0.0272372360306866,0.06538416066291429,-0.017607685891172974,0.00621278996722482,0.03440748590893175,0.031065658018480272,-0.00017510105755668955,-0.010400958543747958,0.07824125373843059,0.03193608674812268,0.06541025992134492,0.06284084092549985,0.07270959711791827,0.006211944249969699,0.03376975500117939,-0.005492363810935057,0.07495065609949844
RAET1E,,,,,,,,,,,,,,,,,-0.00175860607711999
IL24,,,,,,,,0.07420401517152342,,,,,,-0.024670746090953745,0.052226234300709565,,
SORBS1,0.048106473049457886,-0.01129309185017022,-0.060378341973733075,0.07887917819736093,0.038081930537210665,-0.030475863808418897,0.01936803296160167,0.14034880833675237,-0.02763551117259902,-0.06850714017298197,-0.009364574906436631,0.056980087341805465,0.14761924832242626,0.027731073675690426,0.02714263895691536,0.031363838095995404,-0.060974997211577675
DLL1,0.11370779104824626,0.12902396875594824,0.07623335977546032,0.040584752654664796,0.01947445044732406,0.09884443606729584,0.039503410135024064,0.05372226514228692,0.048735143974341914,-0.09735552459112216,-0.0699587068020557,0.07820896581092802,0.12366622477559258,0.1649209765883043,0.14824027354205732,-0.012058289616944958,0.09736805992858494
TLN1,0.006129264328309216,-0.031524240036913585,0.027464644114036815,0.1180552007728448,0.013067392905709378,-0.009154472392940574,-0.0007093510653587221,-0.03907184433422889,0.0702081784720913,-0.04246989997745584,-0.07194255504266353,-0.023690961661099182,0.07144444245657666,-0.06009770342557409,-0.08352861163568168,0.06946240934543699,0.0569986024426788
COL2A1,0.0664666259106543,-0.04542827301310218,0.09040882725196964,,,0.07162502006040555,,,-0.031171077366041102,,,,,-0.05393348510316526,-0.039565121069144754,-0.03229938654404537,0.1034989754248431
SHH,,,,,-0.010297171486429441,-0.053275889334864684,-0.02613632843575362,,-0.029749448578231873,-0.08413612019710387,0.001708293364542138,,,0.021749971625936847,0.07295116458584006,-0.0006733137228212303,-0.055368799044073616
