,UKF248,UKF259,UKF269,UKF275,UKF313,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
IGFL3,,,0.056911681792290926,,,,,-0.020187811455362435,
BMP1,0.07652105739577277,-0.00383158027160625,0.1522581340428934,0.04377401291526966,0.1031455883817963,-0.0493479229793833,0.0033341338558369707,0.04048314863278802,0.032633310839287014
NDP,0.019881109007930765,-0.007927829092506175,0.02472402154149686,0.06886170383761747,0.004091636427753543,0.010710165445339592,0.09531919645484929,0.004479191390992191,-0.01448716014267216
TNFSF18,-0.03878265153125944,,0.1229608737930487,-0.020028803137007264,,-0.03729728311914535,,-0.01036235735045618,0.01308929434122739
RTN4,0.04677128097876962,-0.032444883669277606,-0.16961760400899165,-0.00808725050682413,-0.006845190462078403,-0.044833474859107304,-0.1277411393511027,0.030365935406161976,0.031379433977745584
HEBP1,-0.0275809419431251,0.03899973657343216,0.05112326925693996,-0.02502610156113469,0.06991143198609935,-0.0014134927977703727,0.02224822046327863,-0.008905097852959995,-0.03250733475826288
WNT7B,-0.02359013367149984,-0.031682254051173586,-0.055109655827348995,-0.005610316629088808,0.06395052988957346,,0.0057076594267678775,0.06922198221616989,0.1107967693401566
PTMA,-0.018552318244672884,0.05495398580034051,-0.10207370828083376,-0.022103458794665597,0.016861283930805656,-0.051462708963273804,-0.13187046730265858,-0.01147839752801399,0.043993721467212914
FASLG,,,,,,,,-0.017508881988064443,
CEACAM1,0.029976929290665165,-0.016888673036772845,0.05225921878059935,-0.013988510707806571,,-0.038344989433869346,-0.030919761625495135,-0.02436103769971321,
PDAP1,0.007824450392040974,-0.03276741884030142,0.14680282725602123,0.02490907535072043,-0.06346317272048003,0.03320573962663083,0.022498188902654224,0.004779044720463989,0.002488538760422395
QDPR,-0.0796431253462368,0.023882929428256695,-0.16705444907961872,-0.048364502982108835,0.03430993389127658,-0.022330976196700575,-0.07485294410216665,0.015983749136185884,-0.1014281466275501
POMC,0.12963349446295924,-0.021840171169222655,-0.029903613146192814,0.02579547422864552,-0.01679548190330584,0.05286345424705479,0.06392547439686057,0.04069708064759888,0.08187590039215184
CCL18,-0.019386354911158147,,,,-0.018224656424056747,,-0.02192261936212313,,
CCL17,,-0.02650912638564336,,-0.024979817000042006,,,,0.08743153223523893,
VEGFD,0.05863138525428266,0.02927840840346875,-0.020770451753653777,-0.026613882191553993,-0.04679987002009955,-0.03187760810430375,,,
TNFSF13,0.03561034568164362,-0.018285402089049305,,,,,,0.007733600785194119,-0.03572303837596119
WNT5A,0.04497539019741308,0.027278876927648712,0.17601430126443857,0.033936538642383676,-0.0008287127190128984,-0.06613213368434714,0.07837937740684786,0.04333180954514766,0.011955168056648521
CXCL8,0.022005750622337252,0.01913220877604844,-0.0007258615863113393,0.03898818462372921,-0.06481689430294865,-0.09582191604045037,-0.002963238813621384,-0.005187730124758536,0.027083391780026358
GRN,0.11093396980551058,-0.022445558621048953,0.16875346277747513,0.0267253313252419,-0.012405755013269352,-0.04033022795873312,0.030117555204882424,0.017321768575914442,-0.036094061911844964
MIA,0.038094806504260253,0.038450526553297365,0.036051091261826144,0.03900443596851354,-0.010231824046335533,0.12405624299443539,0.011412157038086925,0.04196779143874065,0.07831032317610767
COL4A4,0.03724464045831022,-0.029221459247815912,-0.027095961869443068,0.017807256960441675,,-0.04081816898542614,0.07062861951281826,0.09379284641943579,0.016309046919391352
TAC1,0.043173776205899086,-0.023053189588920123,-0.13748332043838127,-0.01817346466685699,,,,0.12373146115345335,0.02125232249107503
RARRES2,-0.030099212858735087,0.040211715040147006,0.15302967945090148,-0.08685499280878993,-0.12003781517224314,0.06295062200333343,0.06460894781058983,-0.019078452868521983,0.06922068110680694
FGF7,,0.03548996603381298,0.0033532716343375028,0.004155879898300272,-0.028259827679179485,0.00703814601844521,-0.014313919403700788,0.020280437237362104,0.004912071232245443
HBEGF,0.0765476715452869,-0.021040529696166963,0.08535971669270781,0.02205313259451092,-0.010457738316750155,0.024026085967053547,-0.02094887771012304,0.07595777242910866,0.051592271507210276
CSF3,,0.08746299044304187,0.02421890278117919,,-0.03581375718370051,,,0.05822605942216374,0.1699652670517204
PI3,-3.2893885678526496e-05,0.03907243441059937,-0.020021125783412082,,,,,-0.03630199351129934,0.05400324204126357
PCSK1N,-0.048239518206043955,-0.03412487819830897,-0.06758096548444334,0.007338463575066496,0.047559072734040767,-0.031292289851143365,0.008918176462640509,0.024657034056546907,-0.05491813473911249
NTS,,,0.0591253659424873,0.03521282134753862,,,,0.008013654867103865,
SFRP1,-0.020196953456876006,0.029099674154147142,0.05396914757623451,-0.02823489440957306,0.06696422122343809,-0.04047609119939478,-0.0770841797793959,-0.007481786396349248,0.10441183466858141
CXCL13,,,,,0.01624336471446117,,,,0.025269702112272793
MICA,0.09241486752692439,0.032609538571244955,0.08881790193524046,0.04836134535569551,-0.03983156746069485,-0.040153942154930775,0.08656580160591462,0.06125132180770636,-0.006359595587242949
TG,-0.004623467385911506,-0.013313170303393644,0.04433908774876137,0.019271551780318648,0.03128875888137862,0.04040473458003886,0.045289842668923365,-0.03258473856134485,0.021860598399620294
ADA,0.09764581800269599,0.039935966322031204,0.13406464263137324,0.04023280004322106,-0.06881230835013757,-0.026203337690653444,-0.0032419980573497502,0.05294759415913855,0.05473449473578276
LAMC3,0.1039617927587315,0.004234834164730715,0.1779402888921319,0.03687718639931061,-0.021811751563220367,-0.055224074292026346,0.046520739052801796,-0.009781441841177895,0.07267298288871603
CCL7,-0.019593576115652683,0.013621048042565358,,,,,,-0.017508875762114996,0.05994496978122177
NGF,0.11436097421803292,0.05708545869428094,,,-0.02311074220824127,-0.015711823384668578,-0.03257839646017494,0.05144021595095611,0.04170829052352085
TNFSF15,,-0.020096107020380824,,,-0.0479298120944547,-0.05865823964984731,0.11892935154257953,-0.005639305108271993,0.1434268654064148
HMGB1,-0.0606078605433866,-0.04300684270884712,0.1312796056061156,-0.005861689719333229,-0.11736109544766528,-0.07127100217276758,-0.02922125987472647,-0.01651950372428506,-0.023078706202299196
ITGB3BP,-0.00876673172533066,0.02126950202325909,0.14579780730540612,0.07149275537886442,-0.02698267516783072,-0.04103097720350161,-0.011138169882519415,-0.013350409308358912,0.08081221297322681
AANAT,-0.0038572937812697897,0.031593030869177356,-0.02585841530932384,-0.0226321289912401,,,-0.02283332702108609,-0.018525120714574714,0.0543967984261597
RELN,-0.007889379345419235,0.01599449814204817,-0.054306034098669735,-0.00855882520238872,,0.027649683890810087,,,-0.019787577774514065
IL15,0.04594119279541626,-0.04427858197981013,-0.04850199361107157,0.04849168868565528,-0.045491200696058796,-0.044218309332312945,0.07234705315247564,0.05087978984754862,0.0469148355135159
UTS2,,,0.07054218644115563,,,,,,
BSG,-0.019911178662640354,0.014247767755688074,0.018494919465747984,0.0812703257400849,-0.046454519526373424,0.005725039600570799,0.11484868885522628,0.06826024599816707,-0.02044374280470593
ADAMTS3,0.001673197140848267,0.03805058012713592,0.16292192886563966,0.017221340994542103,-0.004211317360614197,,-0.027340584578703784,0.033010754049448074,0.04784560666266173
CD34,0.055077495299500054,0.036212611717904276,0.14838787659153632,-0.03944194093428748,-0.03276479055294366,-0.019057053596429376,0.040144974075512325,0.03389891775050522,0.00902296568529099
CCL23,,,0.05127470337607006,,,,,,
PLAT,0.05540739115913724,0.0032925108278816953,0.14202934113091076,0.11650829412366483,-0.03929606263557345,0.014838548812138247,0.07433210959065116,0.025976316764928134,0.046796684734298495
NTF3,,,,,-0.010273449323669253,,,,
LTA,,-0.02313023636232049,,0.0810654266072768,,,,-0.02493202067912239,
CKLF,0.010515694548319772,-0.04388905660262422,0.15988978759417044,0.015629958387900312,-0.03778644710325615,-0.012459810694655097,0.04876129674708285,0.006738465296656559,-0.02215025251677115
APELA,,,,,-0.03362914937677235,,,,
CD24,-0.017543228563424565,0.04122458469922409,0.021704124082876378,-0.05260280844582237,0.05812954220582643,0.05667920003182755,0.07649110474321648,0.02262628117018446,0.07453607654407025
HSP90AA1,-0.020314190888310893,0.02209579681501651,-0.15954755806152066,-0.006461031460910533,0.02981274913601919,0.010666390490442998,-0.0535384604187789,-0.04491703615181113,0.004031910766994998
BMP4,0.09856715477867706,0.019532503705357772,0.02866051793739124,-0.02339196601732641,0.06617139558307109,-0.0671715551397667,0.047298800275703066,0.02041247481002881,-0.005796965498000553
