,MGH258,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.013038941537356668,,,,,,,,,,,-0.0393860310060223,,,0.11729624492333533,
BMP1,0.08114256570612245,0.052783417767252795,0.00014985305355457373,-0.047312172112838585,-0.05764300657517255,0.09435559727733239,-0.026629308825347798,-0.026634960290131952,0.011179585996340823,0.04949131705662248,-0.050504997018291815,0.10509097597271759,0.07205930904389768,0.04825033522012287,-0.025129943203331614,0.05070979256989985,0.020456522117613417,0.014495914121815154,0.14491755502111017,0.0684254682536114,0.04749222671099062
NDP,0.0002951082176518402,0.0040807522780790225,-0.08171327520296141,0.0008828440861031328,0.0025701808742041436,0.005062937427354,-0.019326307998230343,0.00404286555057526,0.021334034242796198,0.029564702665170847,0.04404790288707335,0.03132045626404555,0.03028554234474969,0.029075186974762305,0.06629031733255528,0.10727958919114945,0.03560790445188571,-0.01517953925217562,0.03603229130152141,0.062344686806192796,-0.04946756309902431
TNFSF18,0.049845184691236395,0.005708069403348086,0.030952654313039302,-0.02528979802809401,,0.0012140806361227007,-0.011674762594991946,,,,-0.04487377163957617,,-0.04287684377618646,,,,-0.011996054370180477,,-0.05940378130846442,0.006941077476986175,-0.0016824409627674355
IL36G,,,,,,,,,,-0.016974029319055305,,,,,,,,,,,
RTN4,0.038748568168813745,-0.008047626280450035,0.023250278437410715,-0.03236932855057029,-0.03766610542485984,-0.052389220099824836,-0.021016216290728786,-0.014556170078515335,0.07814215444291558,0.017407445380731076,0.07974580753025341,0.01805369360302066,-0.04719018338058393,-0.06251733415763573,-0.014991684470777663,0.01521975913555168,-0.004507240513451592,0.03827165233438106,-0.07324668177879323,-0.002266025250849776,-0.06539866038466359
HEBP1,0.03932604657788937,-0.039833302981754325,0.012756858420019012,0.06598985353833856,0.0567562777978441,0.06008015336281995,-0.014238636851168331,-0.02832927813675296,-0.06336255688469138,-0.009834078495386683,-0.003077558338934939,0.08789195999788711,-0.02564936556440297,0.005341706574741618,0.007637895759943632,0.0945275648949274,0.033788178466483625,0.011745209000738735,0.09551663050037107,0.09355068454431377,-0.014234971256270846
WNT7B,0.08440538750495159,-0.01942741649105425,0.0019482900179659402,-0.015709238582761135,0.05169268388822285,-0.004048629451934875,-0.015108074307992528,-0.010917752624541165,,0.052211590274891785,0.025235706607868863,-0.09275588835915684,,-0.018370624428483386,0.04401305913402055,-0.03140306853663401,-0.029603604298077367,0.08504947630408291,-0.04233762607886037,0.006909211418596255,-0.05025793242465121
PTMA,0.015547800558581066,0.07199538606941208,0.03964916773649127,-0.02654737651570851,0.028025367986396238,-0.009347748322383243,0.06206269889168351,0.02531837351752726,-0.03568821467070095,0.04679190882127098,-0.12334263891284729,0.0625799866622342,0.07369911417695224,-0.12153352391699053,-0.03743716808107336,-0.001915967194969025,0.0436019971672477,0.08776359930313601,-0.05167822959650308,0.02283551662082474,0.049507158638657796
FASLG,-0.02158752604663578,,,,,,,,,,,,,,,,,,,-0.012373537982783404,
CEACAM1,-0.02997446884302933,,-0.001265204403552849,-0.012055895765191327,-0.03082589659549649,0.11977482627481835,0.13198360683412247,,,,,-0.07917018794851982,0.00013113431471304665,-0.011592622321597705,0.05377043621284211,-0.03927339707388239,-0.017298600880291466,-0.017883657125237814,,0.05043582808488661,
PDAP1,0.0760297221843793,0.01654318841162436,0.0016977366221312472,-0.03048621831566806,0.02220658886891645,0.0704366988920539,-0.013457426958265706,-0.009137021196978285,-0.01334900002064285,0.04546219994552336,0.08132715599651731,0.04659698349639835,-0.012110895946736708,0.012997765256722122,-0.009279495115683236,-0.06040671373642933,0.004440153089962071,-0.013444462808803027,0.031139928744490463,0.07501175733409307,0.0369949750941523
QDPR,0.04979353330270935,0.06630990456750406,-0.007871230708333146,0.049200689525384485,-0.004851244051120873,-0.042913685944511,-0.00011605511207690907,-0.03034989925835677,-0.033588817859197304,-0.08368215237736583,0.10462883238976967,-0.07240197950782826,-0.1325025902345538,-0.05733115575674583,0.07368478618111667,0.09146839211101652,-0.01490105198749667,-0.015195293248223232,0.02907658099913306,0.019689209468377655,-0.05572842576532131
POMC,0.022964154136733823,-0.01651069269591231,-0.02850107320537898,-0.021421403345818518,-0.008307385206351181,0.0527222498341655,-0.013546471296749688,0.0033349043625625595,-0.019511401264901203,0.009969720418592062,-0.05159402614715845,0.0009597823435362374,0.02332653111717266,0.00648904196212017,0.07677160063368976,0.06825346233468467,-0.0586209889486301,0.0347110856480159,,0.10945340033282336,-0.0220942516282019
CCL18,,-0.010013403367611426,-0.012498047644912878,,,,,,-0.0008815613831795793,,,0.027335774327686232,,-0.031253783317350264,-0.0014712560808044647,0.009793813104304303,,-0.07368407030630915,,,
CCL17,,,,,-0.017867070934430008,,-0.014560701962414449,-0.01351311719788269,,0.028494224416420928,,,,,-0.03256737078661504,-0.04833027309252602,-0.031276657740272905,,,-0.007794048482953704,
VEGFD,,0.06280407538200511,-0.02350841386596918,-0.017267651916911243,-0.019905890076603962,0.05145110715753627,-0.01551319637983639,-0.009912034884523638,-0.021584123244820744,-0.016618536631359225,,-0.04009187534051683,0.007885489907935379,,,0.0015458802600552466,0.005776503590890986,,,,
TNFSF13,,,0.0695726148749568,,-0.012324305653714573,,,,,,,,,,0.09199774598003291,0.07235736827189805,-0.028159236857722595,-0.027504802569614566,,-0.0533229064422038,-0.0006479352784443772
WNT5A,-0.030463769824902856,0.016795794577211264,-0.006496744602856127,-0.0240507872216056,0.06182053028129834,0.010747066706663012,-0.02694129703205036,0.008815159000146485,-0.007104196116907427,-0.015527803942191453,-0.03833813154424296,0.06906239663561863,0.0904159457982989,0.03119594906192317,0.04479436345865898,0.04263080270204133,0.002243125946660866,-0.006321030758278872,0.1815346308270473,0.02046148675258728,0.023633804902965818
CXCL8,,0.04582638744672683,-0.008328037451389518,-0.016168405768625736,-0.02352862910187344,0.023467664279942457,0.01652632832286136,-0.009230517874073559,0.028005275855498085,-0.04996558079951805,,-0.12444499315020416,-0.022123719326526643,-0.02891484069055648,-0.1270096284472736,-0.12991756315572944,-0.01028377281260812,-0.06717035903119167,-0.026030331934232886,0.044972395870660035,0.02828716992146858
