,UKF248,UKF275,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
COL4A4,-0.004551084017609069,-0.015201826028453276,-0.017363906712875472,,0.04167443266313038,0.10183254397836168,0.030872122271657462,0.0170862167927671,0.005760219771112019,-0.035090680808700675
TAC1,-0.02978758526020406,-0.035763159441398566,-0.030772476652759475,,,,,0.1248243769081879,0.017132483366403835,-0.02028886431792439
RARRES2,-0.04174229833324866,-0.02323899311684365,0.024912875316375246,-0.055498216957770234,0.04965734428885968,-0.005790949558206187,0.04012597269592407,-0.02155764163024795,-0.016744287688797158,-0.02618276605263515
FGF7,,0.02948392746675877,-0.02236248503584488,0.15692533220847005,0.00817182485963587,0.06431504177618622,-0.010401524800458325,0.05099377840959659,-0.023601594316049856,0.045461306772973775
EFNA2,,,,,,0.12715218240073042,,,,
HBEGF,0.06334398159785604,0.05434117572989415,0.043287776991899375,0.09971836597236247,-0.02220737181763787,0.031319396682070455,0.033297273749607254,0.0076348507721738035,0.09694603473375467,0.045031645155330695
CSF3,,,,,0.031645350804870284,-0.0354625258446091,,-0.022261369190250548,-0.017021973350054495,0.017313715001421
PI3,-0.02536155655329941,,,,0.004480450835077505,-0.042103297180303784,-0.018051189716326143,-0.07299205374778965,-0.036983093093405674,-0.03400038264371826
PCSK1N,-0.030831546098889787,-0.019445913782383004,0.03315147472654416,0.01963981658593475,0.026610828160157734,0.0120833247822954,0.01719064316484583,0.03637960150948361,-0.06800763037503856,-0.0664701503275121
NTS,,0.045402999086042416,,,0.02954350075872723,-0.02366308463790643,,0.1185697816639048,-0.025207221394420675,
SFRP1,0.10009784913927346,-0.006668627381742776,-0.02436098555609256,0.02789990084548197,0.10949562998275393,-0.02596429505451457,-0.0038835626496036093,0.06220277147667498,-0.007246685714268183,0.06173223252440159
CXCL13,,,,,-0.03240411598037998,0.00015708922263006015,,0.003976789264976016,,0.03676531662153357
MICA,0.026495138544992497,0.018963433657256782,0.04628937999742325,0.15222627529289834,0.06708198334357068,0.07430224458240854,0.06059655243098734,0.02900165387224865,0.059308216539088306,0.033907401183257746
TG,0.012142673251742925,-0.014669358795969116,-0.01831924109433023,0.05855962450151135,-0.01916876157516985,0.05368572938567014,,-0.018321448924705,0.043810933513489275,-0.0028490404995574056
ADA,0.07106766822928523,-0.02060562920646122,0.03226147042455373,0.042797284413206335,0.036237417570928875,0.04246879009370971,-0.04431704104942467,0.03411066623614846,0.04797787172914291,0.09716742187351378
LAMC3,0.0329134336179866,-0.007902801249802659,-0.03092259434003899,0.09984764894177128,-0.027455671234927963,0.06321815550587567,-0.008946293866072232,-0.03826675267836664,0.04052883614723267,0.09107344442071609
CCL7,-0.015334074091307886,,,,0.05798918141354107,,,,0.005095874726419423,-0.013080841042616705
NGF,-0.02632784373866802,,,,0.02911972254805865,-0.01916179661721435,,0.026950104226523143,0.00866915249964121,-0.016877176073951363
TNFSF15,,,,-0.003550256535482149,0.12076513285714005,,,-0.013823928086592139,0.05976689425472942,0.06011712165056923
HMGB1,-0.01904029192983065,-0.04590507233712141,0.0008680354069993125,-0.04969429105373309,-0.02019711397859532,-0.020046347306264464,0.038324128271606264,-0.07569910489496467,-0.05637181244450814,-0.016013150710098678
ITGB3BP,-0.03406384017780574,-0.035294675901686536,-0.027510940568681194,0.07056950101962117,0.005400254148246809,-0.04495267048643687,-0.018888722167169525,-0.03336221590637061,0.04501571207736513,0.056948010591552675
AANAT,0.009788790140807533,-0.013192240093214668,0.02512943806413671,,0.07409749704427594,-0.02613792605810034,-0.006954657884398301,,-0.01887268983562695,7.613851673644799e-05
RELN,0.0222156048806728,-0.029045054216034576,-0.018110812747337057,,,,-0.0002732774453360707,-0.01669780699733494,,-0.03887323522954642
IL15,0.010984329461199925,-0.021301534520270855,0.07411018049395371,0.044795457601656145,-0.03475042428058532,-0.010009250734096312,0.014881192001695876,-0.022487368740532906,-0.007677183240591306,0.01972190553881205
UTS2,,,,0.003791882347264957,0.09051041202124646,,,,,
BSG,-0.01676341451051633,0.009210450674085345,-0.007351951163901484,0.07931015872794188,0.11098764863657805,0.03458914575824547,-0.042043795556883416,-0.030965058675257735,-0.043274719349063046,0.09924270235569037
ADAMTS3,0.039408807850769376,0.017126906267531584,0.02986469120996001,0.10671943712131135,0.004993506962082084,0.03508789278392368,-0.01448455458399183,0.017702207875838632,0.02922737713864196,0.015425877374682997
CD34,0.05692735614877545,0.04390234042739215,-0.013786283346937859,0.049713532043101596,0.044218595400415894,-0.03864231388902134,0.018006799392317033,-0.01661123007080083,0.05932415197316792,0.006997843469949603
CCL23,,,,-0.027738384023653626,,,,,,
PLAT,0.04973047241633995,0.06003291845832702,0.005366213033330983,0.11904209775064496,0.1049436213451203,-0.003454397299146438,-0.06372969985761637,-0.02173991675922561,0.0877213726635852,0.043430559027985975
NTF3,,,,,0.11702250900292742,0.01875891414582573,,0.04135859656320155,,
LTA,,0.031125203475585613,-0.015172208004920435,,,,,,0.042509392673898104,
CKLF,0.023535982301598892,-0.04546596032368224,0.037745767631576145,0.07512390123345451,0.007320823890592322,0.009371140384247807,0.014318683906816197,-0.02223280765659896,-0.019164012712460658,0.006920813942649882
CD24,0.017786496249260892,0.02412302687330046,0.06993120751703215,-0.0074085599520054835,0.0505228764331909,-0.012548422450743033,-0.03562605727877853,0.06702672250196981,0.022843961719386907,0.000769435456040561
HSP90AA1,-0.0060589920457518025,0.04488750903324508,-0.004528672112358494,-0.0009855150005458981,-0.033739321785462184,-0.059435174933852385,0.011911591035735414,0.0018178123651797669,-0.08334268936793218,-0.04547880775198097
BMP4,-0.03947295294676589,-0.03644306954567041,-0.012928288272979116,0.1609783542357331,0.017517433408790074,-0.05676672081729152,-0.022058158726172537,0.011649387631874772,0.04735915873369164,0.04914431313776676
SCGB3A1,-0.015334072557920965,,-0.010586966101774089,0.056860551286189234,-0.005734728390898956,-0.03718036961360591,,-0.0028879550069302404,0.041657432835026494,0.12195716332394879
IGFBP4,0.042687448451449984,0.030846460461750252,0.00539411864051783,0.04212869701692188,0.03963058436139199,-0.02463874214799959,-0.05482357444903432,-0.06565185796291258,0.06721175203469726,0.06572572577173161
RSPO4,,-0.01477727238263597,0.07524177361517696,,,,,-0.01933357354261096,0.01771927199757009,0.11357740018791625
LEFTY2,0.014874218234506235,0.02702552450662335,-0.018729921344403197,-0.038783098091646824,0.07439310608732752,-0.022332813956296025,-0.0683206631668326,-0.026292382729007566,0.04073654091538912,0.03120209260983033
PF4,-0.015906638800150804,,,,,-0.01780240754051511,,,-0.025399790458433755,0.13797639135937576
ANGPTL2,0.1069509137538707,0.06395356275948344,0.02560308303492802,0.08817565202187624,0.04355575771442609,0.017481003053995022,-0.06256455128019578,-0.02616984617827313,0.12069369439346796,0.04714980810109113
LRIG2,-0.017929740945212873,0.03754126660770774,0.002625375404779267,0.08177480225722511,0.08474170361606988,0.016298589261815738,0.06542213391032566,-0.018786976820169502,0.012016938720188284,-0.0005848767430241058
ICOSLG,-0.016010592722082724,0.010214693432178215,0.0337052037914834,0.022337803250913356,0.04702334321007816,0.022829082175780162,-0.037263191049665995,0.04384675949831084,0.07047210087165232,0.0784075928360861
WIF1,-0.028621414661659857,-0.011403271087897229,-0.037472366693407845,,,,,-0.017972429294641497,,0.06057117712439575
NPPC,0.018471103433300398,-0.022244158654144197,0.01020707685684517,-0.024507814280733398,0.06301539082768588,-0.008825043110782842,0.016566868505363524,-0.03084367412299804,,0.038271537107668084
LYZ,0.011036200905074713,0.014758429669898886,-0.034634617063573965,0.10912537500330248,0.04906840371393137,0.08046518035045809,0.03119438921660809,-0.0478043987948672,0.04274276826080464,-0.04936518445642502
EREG,,,,,0.0057357945036349625,0.012036664312513204,,-0.02408029181273451,0.03049303265331393,-0.005763567362129317
SPTAN1,0.005818259674162316,-0.04755774259041126,-0.013112956743807918,-0.002575441529106089,0.013894654573746423,0.0012344794900566894,0.08895823659095418,0.0883355508902685,-0.054867241967821834,-0.024678170927515352
PTH2,,,,,,,,0.018061772544881716,,
LIPC,-0.019473906868549024,0.012847818918789016,-0.02383411995233451,-0.02598802832385422,,,-0.03060228758755695,,0.07467632433474412,-0.03471729445840178
COL8A1,0.08383303326470794,0.0127095970765724,0.028402669331653443,0.006964326227184442,-0.0011438219446792115,0.024566519908806348,-0.0676231224862325,-0.052393669456540386,0.04895729186704906,0.013058750576877887
GSTM2,0.03654111970879105,-0.0004988242961015125,0.062240404481740765,-0.020244936067606398,0.030895486872177032,0.0025026062527755454,0.02951671058851803,-0.013649559916358711,-0.00493818003502568,-0.053365488055561856
SPX,0.036528638679895406,0.011788271175678992,-0.02496004262493488,-0.032489809097808485,-0.021799782701398138,-0.022103964440128156,0.09544408870520328,-0.007452813889502711,-0.05292338721084142,-0.0077852048920384435
MFGE8,0.023309502511343172,0.0024184821311872134,0.041017638709772986,0.09003778678921881,-0.024134639516293733,0.028119189923157456,-0.02404132809172308,-0.035267119140201246,0.07058570194478292,-0.017534817506603746
TGFA,-0.026065043697338877,-0.008422838467694597,-0.0036871408350782936,-0.017206939654753978,0.024848622885545704,0.029365900982152214,0.05327141296616083,0.02884551514112313,0.07140943649643594,0.028235638522182565
SLIT2,0.031692604416129595,-0.02269693380580585,-0.03412812642596472,0.13098961962803762,0.051735444177067526,-0.019883182371945276,-0.037067174607707316,0.06839903412989835,0.04764137083417121,0.03295767763506114
PLTP,0.013652342315093881,-0.03194840849631746,-0.02025613249014166,-0.0018341615564639111,0.05524384338769818,-0.09326547631458425,0.01726443474266635,-0.07758717518796374,-0.04321945931994986,0.039332297841725906
APOD,0.022068765814352048,-0.029860320485221307,0.03393564873827631,-0.12679066766798702,0.03160440620466036,0.09618845856683605,0.07263000725285457,-0.04694681220051859,-0.11564412111278402,0.02591533286915187
B2M,0.07308341892606539,0.07843793124344758,0.013216032358981365,0.09172303174249084,0.10617533348941531,-0.015078190558638406,-0.10745001533138723,-0.0968214946829635,0.05633561245029014,0.05578527961448073
OMG,-0.011363245257886062,-0.02221788038630578,-0.043903699702230445,-0.011026600720620101,0.02020527032900361,0.03325741793791771,0.05068502705859675,-0.0034110446221844266,-0.036458780060744565,0.007980624458064911
CXCL3,0.007333106791733044,0.08570754402575959,-0.010926737243907263,-0.02525776032553961,0.038663519925619824,0.0268693457911044,-0.018506054142545615,-0.040635528908174595,-0.0021878522765874132,-0.03933018390807842
CXCL10,-0.0036853921465534872,0.0832618131950673,-0.017363907809846816,0.1144203461272352,0.015476096679161043,-0.023878189367264192,-0.02493160236637613,-0.012514549143683381,0.04174527660593355,0.04866497662883103
RSPO3,-0.020829389221844956,-0.022318836142825735,-0.011418229827651647,,-0.019752653743993952,0.06044340307679818,,0.0002740823785530265,-0.018101450792824433,0.01887658409808162
CORT,-0.022140158301252554,0.0493066952639708,0.04171019702549159,,0.06184840001018534,0.11515122594552663,,-0.020167507226770735,,
NCAN,0.03569325426617309,0.011743532359784876,0.06890737242912363,-0.10426223675791046,0.04487099977616687,0.042962475193478095,-0.025390465411219254,0.056062559513700934,-0.09079779358528006,-0.03947949534173289
PRG4,0.022445373138525238,0.09898154517691153,-0.013349798171543534,,0.1227317625431381,-0.02748869379006141,,-0.013415403561280435,0.011367143988755398,0.035074286585715674
ZG16B,0.041595736840986504,-0.010095674769840985,,,,,,,-0.02257056106266834,0.16379737140439457
TGM2,0.00888042472569379,0.010088458737291597,-0.01533091845688513,0.11714770554827124,0.021898251320585285,-0.01693033899923438,-0.020499226436229742,-0.04714978750574451,0.012353226145480822,-0.028126931010518063
VEGFC,0.00502362836146836,-0.02718516137679779,0.03515796655702752,-0.04180504792338327,-0.02782561616969339,-0.03732635697843202,-0.024409790359540853,-0.03299693316489401,0.016590545863686308,0.031772806255246505
WNT6,-0.024741189556001856,0.028330466654348792,-0.011890340238066911,,0.04660635789984074,0.015055412386543126,,-0.011451661659984805,0.048647526296468346,-0.019624782287832366
NRG4,-0.014123220579643003,-0.01939542586815596,-0.01589398644019598,,,,-0.019600709083878575,0.0041492947731514,0.029041087093204236,-0.02951266253281232
PMCH,-0.016277771772245393,-0.01477727166947297,,,-0.0219767567653513,0.00582526237814472,,-0.014699399449339446,0.0688219635179954,0.04070443349315101
COL9A1,0.06462686713518694,-0.02705772694231715,-0.018110819693985057,0.05451588647309781,0.01268523886430945,0.041459153441672295,-0.06299035555260446,0.006792801612021065,0.00903891048953511,-0.01008920889585959
GDF11,0.0654215516715098,0.02464658843744736,-0.005815602816043463,0.0362196761180287,0.006617273352332596,-0.010130007315566932,0.08154654007042914,0.02792312802431729,0.05325128840236593,-0.00827167169593062
RAET1E,,,,,,,,,0.001274962134143127,
IL24,,,,,-0.016385340271869806,-0.017518557203358383,,,,-0.03299417492254997
SORBS1,0.03628033611780827,-0.024761043647024892,-0.018518887881326024,-0.09416133872393823,0.004240062505297098,0.015465877890012593,0.051826499416541306,0.04231510945299249,-0.05402826351352406,0.03151135986302309
DLL1,0.030715117991960653,-0.0479391886701113,0.08621872805347347,0.16496946023893017,0.0036836575126212596,0.03793466751648426,0.043541193700653694,0.07955733455675368,0.043500364705186825,0.08123118281067414
TLN1,0.053911037015402216,-0.003822480741785,0.030878715629499537,0.06387908729427548,0.018368699316744737,-0.007469522674838184,-0.00881263879667076,-0.07429339540483271,0.05181301501934791,-0.033692456102582785
COL2A1,0.021917402912421814,,-0.011092881594680972,,0.08977814797123523,-0.010687927186092827,,-0.03096665306221137,-0.026343729024993667,0.012349721612232986
SHH,,-0.00927821864826387,-0.010586965176407346,0.010877366430142763,0.015911956666215296,-0.0034784991453564893,-0.049361340605338214,0.007335278667627609,0.04307251504508933,0.06136313948230288
PON2,0.033886559413707086,0.022095170179122495,0.03724459442101833,0.1057680697755864,0.1198394058651044,0.020040132660884925,-0.0461866563491097,0.03703686103719286,-0.057899457578795,0.037799655014661364
ICAM5,-0.025058040056214224,-0.005117075470715107,-0.020675771113707775,,-0.006428073577425367,-0.016436266772717638,,0.004528481390064045,0.0770069429600987,-0.06784796612481972
HPX,-0.009076229541255514,0.021993450181923776,0.02449416899633764,-0.02525774711122224,0.12970765127812786,0.047550065427842174,0.014566699340469865,0.0069417065377059915,0.03859517103392154,-0.004184065958943028
SFRP2,0.013025983874975939,0.0163708772923307,-0.020768916328599184,0.08991760993385359,0.02295533436987737,-0.006309796818656759,-0.04113300248557406,-0.018474751355415323,-0.011478232622939594,0.13560141075257356
CFC1,,-0.012705502824057613,,,,,,,,-0.02611406274447566
CD70,-0.037245978602777466,0.010785139399012536,,,0.07155668650329884,-0.0029664552996762523,,0.002814360607771849,-0.02761703696288438,0.03569905287057124
HP,-0.013404541272781024,0.0374676897165097,0.01931030624486653,-0.03725135095392825,0.08784680035239573,0.02071196607101102,-0.025103461656915828,0.013265215130988096,0.03540420114976278,-0.036986587440577666
CXCL2,0.03335730685869927,0.08543020488160004,0.043062948614554626,-0.009844474452579549,0.04261300931230287,-0.0233480030143428,0.0038697222201800924,-0.005128161874319137,0.007177638951993128,-0.013184872605520101
NPPB,-0.019782437701971942,-0.011125454988874307,0.13320825217419302,,0.056202135650239786,-0.05107110298083116,,-0.004998741429465461,0.14524235178545075,
CCK,-0.026339773592988024,-0.08881587270344653,-0.03492259089176342,0.03164320937131043,-0.029473668027257566,0.02756031491529214,0.045527978447766015,0.06395232610978809,0.01062262178476915,-0.05570338198860546
SEMA6A,-0.029422374010612967,0.025589693505088378,0.03203086037717497,-0.023037475241943158,0.032755624020051076,0.011299549263013917,-0.05827424115129243,0.07079656304403502,-0.050653951887884865,0.09215528480934605
IRAK4,0.009624832330765696,0.038956949715679624,0.052030466957412896,0.08467891189040698,0.08263254630539031,-0.012190267714878895,0.053846989463736596,0.012348073629323482,0.06570282432960983,0.03877950403840693
GSTP1,-0.026418609064558524,0.07250252509697132,0.028659449722525154,-0.026080316466117033,0.06345471296074791,0.04708461508819181,0.05046402965083901,0.07304465917372477,-0.011797248887137974,0.059287764785010785
VCAM1,0.05063831568163021,-0.006145665379856576,-0.03685860326544706,0.13530867295721757,0.07012612409300613,-0.02108988225871253,0.008574710071764215,0.05008631341744931,0.03722267600240973,-0.020192027354191986
NXPH3,0.060593421355515806,-0.011517421919126632,-0.025075920049112004,-0.04069080744900976,0.06313391493868616,0.06436034439398962,0.02715440348127362,-0.043387568811135736,0.00748404658889115,-0.002972116342238291
MTMR4,0.05401364094054064,-0.006060370866171879,0.037854851778698365,0.10706478741050776,0.002941328695470769,-0.0050127514946060195,0.03585009963072185,0.05751229779571524,0.005119364581988018,0.03109932185928785
LAMC2,-0.01552714508176195,-0.014005706628671559,,,-0.020144281152169652,0.0488272218747435,0.034820780634921174,-0.014268059945784903,0.03623294773182091,-0.028419596310265333
IL10,-0.032807150856647954,0.027175645442568164,0.015520946178221171,0.016474544639950083,0.07127523364667743,-0.021710093699926207,-0.018279920384318714,-0.03553038823240277,0.10780948751306546,0.1263280068122666
SEMA4D,0.005346383231561893,-0.017664168987408684,-0.04030376877993728,-0.10630556667636376,0.007351300550302994,0.06643263567953206,0.0383219784830411,0.0411660551724199,0.02430098778746528,-0.023633235822166844
TRH,0.015287318726740936,0.08357488753422142,-0.011467387212358536,0.0015046248175313705,-0.00013582859260546454,-0.05372129064295821,0.006881685211216484,0.006996205653915321,0.02096263716429449,-0.01343498314447706
SEMA6D,0.040558239314897576,-0.01227831098079757,-0.0004972403282256195,0.03243904134932219,0.08493675171112067,0.014530727064828748,0.008660635103279227,0.09356445461937889,-0.032812875753977205,0.04983229207433867
CEL,,,,,0.044708766042730795,-0.028601367652212693,-0.03694118202100189,0.010930972378421144,0.03605370470944839,0.0018320730438201982
PDCD1LG2,0.04802365061650263,-0.036853312016305775,0.07742525349632125,-0.008154125650221578,-0.0438916743765243,0.0004624405618124832,0.0009184843533813774,-0.010701423749432929,-0.014093297454079919,0.07449169723530086
SPINT1,-0.01039908881751161,0.009294128138058194,-0.0179002494295674,0.1282132592061548,0.06731082252814774,-0.04402759212704661,-0.037443346244552984,0.06899027280340861,0.04665847797457775,0.06292245106074415
CTHRC1,0.023832418638010486,-0.038300457224202535,0.016698928508097413,0.11977688831398249,0.014520274269335607,-0.025009154407697114,-0.06938424787104325,-0.027335048106033634,0.01803300729836607,0.057896273620299914
PODXL,0.03700575837828939,-0.01599188432623585,0.003193483504547934,0.09772523013516764,0.05616893871289019,-0.01839527636594712,0.00559451567502524,0.029916570186647843,0.05465505625138095,0.09655603567718707
JAM3,0.04245189412558114,0.031529855540416936,0.005859401736277909,-0.10380261402446506,0.022292133705824908,0.01016146997161213,0.011096979643444558,-0.03801356260942073,0.03312375600566889,0.04581346649974609
TGFB2,0.04581255047360821,0.028356912218105355,0.0070981661577715575,0.053569647715928,0.020832535601659444,0.004912526239047988,-0.055530898397454634,-0.018125064929680936,0.003187514861136246,0.011656389270270193
COL18A1,0.010651310551284507,0.0019008244901556326,-0.0008031776231542266,0.06745760999663986,0.0400673262995655,0.026521968225041295,-0.07697391116946539,-0.0824553878052815,0.06351677203067242,0.060189896586467735
NODAL,0.000966926909900939,,-0.01872991924925587,0.01750661914690716,-0.024494449017731578,0.05607834457219644,-0.028508170449752516,-0.01631659667227898,-0.02814721896639528,0.038540653939740974
INHBB,0.009706386656144412,-0.027866468914678495,-0.019558231090105162,-0.030726239093328094,0.025972184394607377,0.01217465179736316,0.027384573411638965,-0.01802249571561591,0.018453480070451327,0.07737482715296788
LCN1,-0.015527148575432815,,,-0.011506618747865911,0.008165503325121434,0.060957886447403804,,,-0.020798033231743358,-0.01993392210965751
ARF4,0.019658017190154017,0.06951521262483905,0.027463752812003066,0.0014497427460073084,0.08037252015806241,0.0624446101418067,-0.005619175732709647,-0.050264171435570326,0.1069875656927234,0.06273090877432914
CXCL14,0.0422628321168473,0.045908992826180724,0.002626529614508529,0.05024689202060491,-0.06158671702900155,-0.05632847476417352,-0.04338880739150059,-0.03667168228417062,-0.0727694761897342,-0.02788023015868428
LIF,0.02630790935834832,0.06008698374714098,0.1130339428705732,0.14189526145236075,0.006862162992508566,-0.027259700038321844,-0.013691472475002193,0.018099872754698324,0.04608260977475791,0.021823732534515857
IL17B,,,,-0.02154814862373552,0.13367312116658406,-0.032720933991423784,,-0.020299362431502932,0.0653157478123191,0.02147001441453111
MMP1,0.009961573588087344,,,0.1271858015873217,0.013337517561160535,-0.03368334635641894,,-0.014699398285236953,0.1351469918135007,0.009333143573805328
MATN1,0.08041104253433617,-0.011265181979487428,-0.011092880214224938,,0.07310585292112948,0.03392410976355315,0.007812513863335443,-0.0209206722247973,0.0888306100888452,0.02808413244827267
ADAM28,0.037404205100679884,-0.0020024747104531717,0.03475649368901401,0.007319854427522046,0.055724356105341856,-0.02969648833578687,0.029201128213101356,0.07274352475611655,0.02875441922411876,0.03537679710060282
TCN2,0.044019448743773955,0.053521246444875666,-0.004935724409082522,-0.006323683079787733,0.038166283381113275,0.038198383250000176,-0.05005591298422679,0.011398325354094454,0.03697669635451384,0.08571835303634318
THPO,-0.0010645411989976647,0.0007007046945079518,-0.011092881488492029,,,,,0.0018434121516014887,0.09608559539544875,-0.030779771176436568
CUBN,0.02500342416443407,-0.0056916410762533854,-0.011204102275117544,0.12982343883242667,0.008531193540025246,-0.021413278162345957,-0.020793071497871424,0.016324091403639163,0.04522994555684157,-0.01203460017268638
TIMP3,-0.015932123864169315,-0.01081948409073881,-0.007877945954517471,-0.0017765186993532417,-0.06913897274947689,0.024588737222678448,-0.03912211781445815,-0.0374361245660815,0.0415450111655355,0.05060080615064244
PIGF,-0.004665499353916959,0.02353359814649605,0.005372826542115114,0.09516709894008012,0.05542508552299415,-0.03781762973927894,0.028176968911715936,0.013468348802120583,-0.0177284549582433,0.0283822252331063
CRH,0.00026462766722910825,-0.002174902312368131,-0.01517220473400312,,0.056668602220312767,0.003142365128555138,-0.03231029995022785,0.07746165333105905,-0.030840821398006982,0.14861102798302586
BDNF,0.0021120322517084243,0.0029505333234610145,-0.012493433618556054,-0.03066565500976589,0.04444707749109246,-0.04698207383883316,-0.041071262694437366,0.03116263899937692,0.03003007538086866,0.026967612095160406
CCL5,0.014048201251951128,0.03017922008125984,0.02917208010813727,0.10689015469757104,0.09125411387825039,-0.020976891750692898,-0.030272969861403713,-0.026298944230964627,0.0797945789214062,-0.022677462702762323
GAD1,0.06711184555266321,0.004032155487377031,-0.034866658807971296,-0.05144589092468829,0.10112864957291057,0.004343556968706429,-0.08006088001350058,0.018444601932005793,-0.031589148073197064,-0.02330344773055332
COL14A1,-0.036792936891327364,-0.01303564958049204,-0.027750388441900028,-0.016622946674976973,0.04489167108700068,0.0335145747760676,-0.03818779516146657,-0.019918580389863192,0.11298905178100595,0.01141613879683457
HLA-A,0.04044660876108961,0.059412255454931395,0.03569410051390448,0.07763705006470514,0.04614362498345692,-0.0006095098218477923,-0.07636420981548594,-0.0550576080354159,0.03573482084878501,0.0525943076622967
CD5L,-0.018191901090589716,,,,,,,,,
FGF18,-0.016460382409584015,0.07985136985411084,,,-0.010530240542984484,-0.031900378454330594,,0.1359658750053184,-0.020566569902301688,0.009348015601333349
ADM,-0.06392837873124932,0.024259149878378395,0.035235475168917105,0.05632568500339087,0.028072808800977973,0.008126638886582572,0.018469425814379423,-0.005703999989337729,0.031049623044930894,0.022069729484595183
CCL15,-0.007565699503720663,,,0.06295846973783917,,,,,-0.017837384479616643,
GNAI2,0.0292235991929671,0.008690101996868626,0.026506469445361083,0.09522728648227419,-0.025604901377752523,-0.0628991169674841,0.003635836482520964,-0.05020787358114564,0.07198835776059133,0.08117744877343618
HDC,,,,,,,,,-0.0359909928643419,0.07583144702726845
COL11A1,-0.06661591949899583,0.07738611715346135,-0.012476625177023686,0.09722085235309323,0.032647744562299415,-0.031097644471925697,-0.015950016274354894,-0.01928428371264286,-0.04140311885093779,0.034639299792256564
NUCB2,-0.028248709869515377,0.021720317726871753,0.04242201838469677,0.03291588952495199,0.06859152321162718,-0.03112361621631341,0.06432134125724209,0.024639751435302518,0.08107442401633842,-0.052057102639296714
FGF16,,,,,,,,,,-0.02023864484985587
