,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
PSAP,-0.007724525446974021,-0.03413370072014966,-0.04427539620412763,-0.047657487759752405,-0.05449994997359577,-0.010222507893961126,0.18210687090551628,0.009427659803845002,0.07527669333962704,-0.01049302909083214,0.10423293191562942,0.08775446965255514,-0.03842740092056831,0.03079435211059191,-0.07737263138086713,0.03668809537918561,-0.08988097689719766,0.037037551571959634,0.17438171227965743,-0.08826587288417657
EFEMP1,0.019919753647083153,-0.16151338044578614,-0.02996088122387664,0.024259904687553603,0.03592559789805178,0.012640255687205648,-0.130015671747322,-0.005597098886796804,0.02367096782345153,0.06477905554556423,0.009280528132873545,0.04527236366473513,0.09864042194166572,0.06283724571285335,-0.018644465178433444,0.07040267712891177,0.009288280361862352,0.008320415489986438,0.1583757541158065,0.21146108154080967
C1QTNF1,-0.026520936436749062,-0.017460841224623828,-0.021571560348047147,0.04601822251307016,0.023725024971784824,-0.0032089615237696797,-0.05790270473626341,0.013089227371946432,-0.013339054856905513,-0.03753121307112345,-0.025441526830675913,0.023424880225818245,0.10912189317912162,0.07475212701352028,-0.08695067659760561,0.06295841442656233,-0.06564632546343492,0.03112660487193876,0.0533509284985264,0.22491748275969317
ALB,-0.031519338328733285,-0.01935027826824026,0.08045621912153743,-0.009248179888581077,-0.029407833959200564,0.0683356489093718,-0.020324687856215537,-0.02211454417507996,-0.04838149123144204,-0.012380463582257091,-0.02287399848455495,-0.010226758712063161,-0.0505502519870083,-0.04810061316691855,-0.00378835027422233,0.07701546420307225,0.009984817092394781,-0.03777868837863873,0.07009010816509052,0.03567357491523473
CCL13,,,,,,,,,,,,,,,-0.014255831383817056,,0.020604682949504034,,,
EFNA3,0.038803517111533514,-0.09613922312573847,0.06323077698068338,0.02519902138372445,-0.011711211010893436,-0.024931502931224,0.1729914335271394,-0.005570919479552759,-0.0028655581193715966,0.06068214985490955,0.04606965263649905,-0.013105748810591714,-0.00528318804040299,0.009442618958939329,0.029931656739117175,0.006212568997864328,-0.004974418889403542,-0.030218341360786702,0.12449131118799803,0.014686915100387325
DRAXIN,0.003656398028948569,0.2381787481656982,-0.024050970315351503,0.07703007434353347,0.029604707546671896,-0.009814868227924144,-0.04610019663764244,-0.030866313143674454,-0.031022530219465848,-0.002999913292404898,-0.02446739996793475,-0.06968019691076077,-0.07007848853143399,0.013097779381291825,-0.04637227596224041,0.013656183768477116,0.010301974711051324,0.03765445525180438,0.20638773571199776,0.13910249964120147
RAET1L,,,-0.01138107734743244,,,,,,,,,,,,,,0.022534562663096634,,,
NPTX2,0.009486144644843025,0.230871045526014,0.07900163179623033,0.008655754455417728,-0.013468981450026138,0.06431167825588781,0.27092387013821057,-0.0018851587230274975,0.055683412964686034,0.05450518426216726,0.0768339484604764,0.028902371175432387,,-0.06434775218873479,0.016692963827691507,0.04146287731329623,-0.08398641636257864,0.004009092831623719,0.12762011856177918,0.07737806510349403
FGF11,0.01687585354394506,0.025287287780419065,0.040830146294234815,0.0799165017873808,-0.0073643196886407185,-0.028226384790347996,-0.09691224235390199,-0.021882098698122573,0.030182496852146887,-0.04283136992375995,-0.02180301748938766,0.001339702987871826,-0.046238823145459566,0.026863058897045315,0.010031837082958867,0.06777108778532741,0.0025875601858736347,-0.0788838919841887,0.07955927996928534,0.21106459187200166
CD59,0.001994855160507627,0.13319301714792164,0.0006649284940361483,0.018088958659999932,-0.0031811638470707936,0.03359070765815325,0.11657741144193932,0.011087282463289883,0.030475919262661737,0.05657057062545419,-0.0744941987898193,-0.07292155272470249,-0.026276811201308793,-0.014973442083347374,-0.03771343437606245,0.02818288459403304,-0.053037985021594354,0.026909875049402638,0.06487209858364602,0.005427197366679725
COL9A2,0.005219753561068446,0.2037470751798093,0.0074299930603378824,0.014791774371842951,0.032453346299510785,0.058890802394709334,-0.10075618627676737,0.040092569675687466,0.023903295318489566,0.03500905511606195,-0.0016570406151274026,-0.006427507732278393,-0.05458977164825573,0.03578384396429997,0.07341317440610019,-0.022862742810410557,-0.016420450122498275,-0.0410475691115324,0.09707510828700457,0.09114812270353895
DLL3,-0.026744558410195546,0.18308627598879215,0.022837008818774547,0.012187203264094598,0.014677823039109332,-0.01768035841559695,-0.11340399794539831,-0.004986831211623344,0.14738119606792827,0.1273599821567076,-0.11711075024159305,-0.1445519938625943,-0.025748159876374768,0.02628641409991914,0.10206753239397863,0.061637142890254036,0.03426694299883703,0.018248107147276604,0.006019912548220514,0.0895510062670794
FGF5,,,,,,,,,-0.021794310054026086,,,,,,,,,,0.09788412536349525,0.015275650769101813
LIN7C,-0.005737128313179724,0.10590043817817664,0.08719498543276928,0.0027816546194240257,0.015293610404862336,0.041223670609021296,0.007321589058713979,0.07082890952564448,0.007613165933371529,0.020387298673054267,-0.017331900625593682,0.04446585609929163,-0.02411134453582413,-0.003197416149112533,0.048363597521421345,-0.0031872906327309043,0.05101264485227414,0.008626207092777756,0.05718258114453214,0.02148995753999957
GDF7,-0.021686073429522498,-0.00802428360509952,0.027777135682950264,-0.018021932572895406,0.0683153538957441,,-0.04724611784507718,-0.020917829400810387,0.01568827561328838,,,,,0.03540680363926023,,0.0032656055171952103,0.046288725101361596,,0.08214732516358289,0.026497460122250977
PSPN,-0.05493012148751312,-0.012324296661407844,0.04494867723022723,0.018150044626378967,0.04262476851115667,0.022953156154861296,0.00594147891141406,0.017269403483208736,0.06408006698641569,0.01136348413968766,0.026609096375554298,-0.07551392727580915,-0.10739976971064762,0.02650022192703239,-0.011468789913259878,0.02106686872837968,-0.017770931701470188,-0.029489708294499564,0.12385742764263157,0.12007094159474735
ANGPT1,0.016213555076489066,0.08624565017774595,0.018624949909551682,-0.04618805198108602,0.06580542872251713,-0.04329231531270487,0.01473167907299584,-0.03648136102755415,0.04817688428311614,0.02582851243365664,-0.06355033353035272,-0.01825868715130473,-0.05783116177071219,-0.005242444578812435,0.008456672466974381,0.032473703043428635,-0.026577557226684742,-0.0410752173787334,0.15814629750352266,0.050163098296485215
PNOC,-0.030625244153252816,0.033261909626205004,0.007781830225692418,-0.02936067561558188,0.007124289091003098,0.03048619100692892,0.1760537085758098,0.018409334001045254,0.0010131626075467657,-0.01393267977083289,,,,,,,-0.026258412084359285,-0.03299168496900679,0.11490345970142961,-0.07139660608115637
L1CAM,0.06725375080021022,0.0698150587430016,0.03347218756111214,0.022527789471595158,0.04824711487761757,-0.0375676361868001,0.05837601484253909,-0.03359040441942359,0.0351311033190889,-0.04808019957359023,-0.048458240386415906,-0.04035750413160443,0.12045742806039185,0.003727119638525625,-0.05550123034834801,-0.0006679481724235869,0.013806645919967138,-0.09971203755375675,0.03690741273276616,-0.10183718959526201
APOA1,0.010615345833755086,0.04906358758670866,-0.01607335603603915,-0.003966793712274029,0.023703270105447982,-0.005825523364117079,0.007076926603739837,0.0279412827956624,0.03673777528906297,0.056508413241715544,0.03957358761123221,-0.05946921514569831,-0.012757286371846975,-0.03369041757711497,-0.04501934420097479,0.011872213874250043,-0.013018157741629966,,0.16784837839085018,0.15127280481424435
PSEN1,0.08014855069623585,-0.04494450481304807,0.030387028032664486,0.022659244026445365,0.0228457967130663,0.03098478369047654,-0.06535883685539473,0.009934859942081143,0.06605235434835235,0.13909088498454125,-0.045133151785105796,-0.07143569924564579,-0.024315670541670324,-0.0944624922435605,-0.007782812402000839,-0.035140643214068644,0.021002882441868844,-0.05891897256065647,0.00637630579775544,0.022458309620659346
CALM2,0.05486436008078979,0.09003380216945976,0.05308727778700611,-0.07605068701328073,0.003014475502853787,0.076245783571135,0.19372382137200947,0.015506938191613858,0.012115563502676164,0.022140596739867142,-0.0342454140717436,0.06830513163372211,-0.006423291918590449,-0.013469475107775816,-0.010378197840620348,-0.04132384570944884,0.04569652721945704,-0.0790209813144755,0.055604507446005376,-0.07156972141207735
CLEC2B,0.014388565613458935,-0.1285094021012577,-0.0077826210380148595,-0.025920358527994843,0.01266389502075558,-0.024493143718149875,0.005621963861011025,-0.03481609193315139,0.0326441790080914,-0.013119979335805306,0.03990913850444643,0.04746187062457418,-0.10359731467354195,-0.08157233911002809,-0.0613137086687951,-8.220465760399349e-05,-0.018924127197815506,0.06320543640582228,0.13482354846007624,-0.017663169984396578
NTNG1,-0.046682286020816394,-0.06176172410100459,0.06305030236908997,-0.009599052261096782,0.0027088745143476396,-0.012140304538354987,0.03178356070762693,-0.023816896882897388,0.046140913087946364,-0.018276046242395476,0.015166525497465125,-0.05948612636209885,0.003091579000987846,-0.0291790900544725,-0.008751257297093414,0.009016712308476095,-0.05649597254691309,0.022369509979488115,0.18744080421061937,0.10845146933875138
LRIG1,0.04137519398531306,0.18350307017562528,0.027461072379905704,0.006393727593440469,0.07355674782841073,-0.0065265973251723165,0.012381810770731425,0.047927008993586276,0.05613111538211525,0.039732715378178525,-0.013510994368204647,0.012841959731623746,-0.04993366820019213,0.07801337730519863,0.1093117702907428,0.08058053965771625,0.03951531093881935,0.05610069875081854,0.11244284551659513,0.07390482714564407
CPAMD8,0.07688850492430392,,-0.02286576120017026,,-0.013055042970978464,-0.020108890789560775,0.05827927216228265,-0.01011580135434411,-0.038181120703221716,0.043795256237759934,0.08246295205193807,,0.022465393048014495,-0.022956903218206173,,0.012322501393954721,,-0.036525567234495376,0.005219025929979282,0.015320147453453205
GHRL,-0.030443773324300108,,-0.007561396628599537,-0.02433509529342586,-0.04584299693349292,0.011149645518789001,0.05232030015594891,0.004800624068226337,0.06402199271768438,0.050671709863578385,0.02482537688181104,0.13343305218483612,0.015119511406599756,-0.05089028609620065,,0.02832840937205077,-0.023958323272000478,,0.053877069703722066,-0.06126641591483704
NPY,-0.027993867835120836,0.10002513394284036,0.04227872963841582,-0.03709232308653916,-0.027230261565961696,0.06469717106959173,0.09943713856861967,-0.014294284014572682,0.12854998901585862,0.061062177679680446,0.04220945586708357,-0.05151411421372663,,0.051748657661595976,-0.009950004819542993,0.10127012391203635,-0.003223693918935382,-0.046231751296267554,0.062227902141195036,-0.022445127425061887
MMP2,-0.006422714057832319,0.2685225773916714,0.034232469873645956,0.01837543496198391,0.018796058469672642,0.04308937717677588,-0.17647795723748452,0.015190784516579417,0.08245833352790968,0.14522717022017026,0.06443750825484824,-0.0638785926368585,0.07254532684281485,0.023358931252758612,-0.023476514445509685,0.083201078687895,-0.06523985401137658,-0.02340228979919107,0.04076351276702779,0.12758778814325267
LHB,,,,,0.004685255902512171,,,,,,,,,,,,,,,
PPY,,,-0.019190745494704915,,0.002321395640984957,,,-0.016421103679001833,,,,,,,0.0037030798522419764,,-0.013296673885751382,,0.07049127514878134,0.12609546001897637
ALKAL2,0.05643269077551213,0.04713614945433707,-0.021343422816555987,-0.029496642227438533,0.00618401498790266,,0.08609395256322962,0.005311441082095964,-0.05685522089584023,-0.002189514065952128,0.0772725379560743,0.021107629076394897,,-0.0007269598819572998,-0.020900518448103936,-0.011771212341960725,0.00321741334283807,,0.08626908334088773,0.09129772358075307
CSF1,-0.019767450829588196,-0.12852275693830975,0.010500186930458833,0.006818837965753766,0.023797931592198066,-0.04110085169777364,-0.12068297001871815,0.01411527075351349,0.014215784432876329,0.002016712863181139,0.0338147761977102,0.00967027343457418,-0.07387197383482808,-0.018814235031700453,-0.001264424661511554,0.05840921344760332,-0.05993271697110733,0.08576496769429025,0.11572549062151288,0.16671377198503157
SEMA4C,-0.012268699939684526,-0.04165154255946033,0.03965205195064068,0.06254432830579545,-0.001971655581240852,0.035068487680527526,-0.07905556772884334,0.015362086138667306,0.007326699194039454,0.09610014625851296,0.012400088065862933,-0.14731107272955882,0.05156282061366003,0.09858219197405864,0.009320015980701063,0.01411414732475825,-0.1075047342451874,-0.08163234332280696,0.1188909259323334,0.05728748582699007
BMP8A,,,,,,,,,,,,,,,,,,,-0.015123577634126402,
ICAM2,-0.00415082794941757,0.015606123730027741,0.0636740950572789,0.01360509643183717,0.021316168345182736,0.10328458110032068,-0.040460292436959165,-0.015616573362359523,-0.00012168065194957056,-0.014778768241806232,-0.0332334242872771,-0.07728579969366636,-0.109850611480078,0.04491844032518063,0.05591677231958699,0.011202437142494415,-0.046367444187725065,0.07562143716656007,0.09389447309516699,-0.08465405362569013
SYTL3,-0.04341156124499125,-0.05153821509266047,-0.04563430615710542,0.019811587820017743,-0.035991040089662904,-0.054645894606501794,-0.04920214386472807,0.03218335966003912,-0.05331444038744688,0.037700814059631625,0.042600064123531754,0.04210401822937409,-0.10584258296130271,-0.023846927918631328,0.018859570745174303,0.0685058256285575,0.010098090889289556,-0.0457618811419668,0.10560049306942923,0.03676106121939002
IL1A,-0.02217284195624967,0.0533594212544106,-0.028967508762051973,-0.03351272671337119,-0.018397504691914722,0.011012203676735891,0.04542337328605169,0.049721067407084894,-0.053759283751369874,-0.018319183664743968,0.015661705507110622,0.019423475536730475,-0.057829633386558305,-0.01172862315104576,0.02476462648285635,-0.00950154551854955,-0.014589688964100123,-0.05184169213779133,0.06437936112427005,0.10894823053667267
HLA-G,,0.1565567600102262,-0.017512760441602555,,-0.022787062774035215,,0.00684671352966762,,,,,0.01266917672903115,-0.05040422583019382,,-0.0022465566283439743,,0.05472062530651396,,,
PGF,0.0021687744844353226,-0.0972265162537488,0.028856485149204934,-0.015910233055355053,-0.006574329276065796,-0.01803909364489709,-0.06309058170765183,0.003530871366667622,0.07358121577565488,0.03647318490233145,-0.10635769167687271,-0.011598784172504407,0.08224775031261759,0.13098464188842257,0.009595943188927284,0.02334937581753576,-0.022543023113420362,0.02811823572348125,0.12537101635255732,-0.01640057545870794
LGALS8,0.005041118578415098,-0.0014050416549957752,0.024787070159277794,0.004973867294518055,0.03917365927521802,-0.02836154968017857,0.04892268126944819,0.04031656283336383,-0.03854516664314203,-0.022122238603063654,-0.05275355089774636,0.07554420955417576,0.015628628217172005,-0.019408629294503994,-0.021828311517194617,-0.05599824103103147,-0.002766454697499281,-0.0008953697365065271,0.07467688742309773,0.017246057591122133
DKK3,0.016875820032028956,0.21730816878428005,0.05727419981091528,-0.11048089701679942,0.04492169795452343,0.0915786104753461,0.24138613047797877,-0.038777285113117975,0.04354085030920895,-0.029586028359866217,-0.09797058017895424,-0.14224673622331743,0.021926083292889042,-0.05894474713530224,0.06766244333976598,0.054750437071989455,0.030574747846242038,-0.12589794224334014,0.09681756842212504,-0.20544249495480915
COL16A1,0.013021247470272411,0.22587276767183675,0.028270779588638797,0.038622847393721224,0.02205103938498125,-0.0025800879459344237,-0.11192702392062212,0.05867992585675626,-0.025205747223650942,0.11939719394541352,0.030314677568424073,-0.03475352721281139,0.08484867147465967,0.05601845296756942,-0.026380265911878902,0.08750234642690519,0.038465870184764654,-0.025542197406512812,0.058830822689365736,0.16392500933868176
TPH1,-0.03554855071914466,0.10074806477210983,-0.012858813819245671,,-0.018867352980948417,-0.019739483093137857,0.033010323494883746,0.03672503646754924,,-0.020616812226633613,,-0.033295690296790116,0.011396303291139777,,-0.03454070739641884,-0.018348037361299512,0.00014285001832815307,,0.073400762201053,0.1271887090682074
TNC,-0.03848450579845313,-0.1370633003821962,0.015423960739679266,0.03991362999620492,-0.018314343936054456,0.006821216366546603,-0.22662729386818883,0.044194339463139255,0.07820244167295455,0.05643869718815666,-0.031156370750043932,-0.0284237404808999,0.11411876293371596,0.07644988037524078,-0.08606788763629092,0.06147302137517392,-0.05892907682344801,0.07351009732583212,0.14873841872899818,0.10473017283033553
TNFSF9,0.0768005835023894,-0.00594263023252931,-0.022865758826329425,0.014676940621774272,-0.0063829267648713005,-0.008231140073463438,0.05501225291828364,0.0008622364700726608,-0.048647254517780354,0.007458518528423673,,,0.01682867433812509,-0.03448719991366294,0.04286290853103136,-0.022067397143678336,-0.03422991654553132,0.04025889763917622,-0.00967963576147441,0.01994206679449193
C4A,,,,0.10382514212991306,-0.025578063960424353,,,-0.01946639475014803,0.014954941043779365,-0.000465871764631693,,0.018466208671207823,,,-0.015871242917966197,0.008238584526626685,-0.005585024514674949,0.0028688745119629464,0.0614336963677167,
CNTN2,0.04786478077155891,0.13939229506322456,0.019837244132525494,0.015576035480577462,-0.029871821677272346,0.013010764040708245,-0.15388705313305714,-0.020768941043790068,0.042198022591835256,0.1374451539624373,-0.015660644430248886,0.006631198854559511,0.007949323957957393,-0.04825012310952573,0.06565389521776495,0.013761102810839282,-0.012723951319008494,0.04215404643666345,0.12571153064786322,-0.13113237660997343
F7,,,-0.012544742005724733,,,,-0.0447979298584462,,,,,,,,-0.019996849730409265,,0.01094637628060678,,,0.041741306713901485
LUM,-0.002503239070351195,-0.0009244570142451404,0.021647620559946082,-0.04285578661254618,-0.029100824511016737,-0.007184334350953265,0.008671568979322239,-0.007521559890327727,0.018499199892443016,0.023303798914997502,-0.011817369530643076,-0.022763744219037457,-0.05400848312719266,0.029929790399394262,0.0061950571117812036,0.011213325803484494,-0.008553272356235478,-0.03205665677804928,0.03785901263727343,-0.006488919862946093
IZUMO1,0.03300067105530041,,,,,,,,,,,,,,,,,,,
BTC,,,-0.011381072606847946,0.016637044106923453,-0.016288587103832762,0.007208610085130599,,,-0.03196460233171563,,,,0.023481507140884553,,-0.014467017764800118,-0.04536594758169361,-0.02143390907863605,,0.06309021730973868,0.1320962743624991
APOC1,-0.007258317969971508,-0.07185919996086494,-0.039931792504443946,0.005822827809184044,0.04662792836559665,0.040100862830850056,-0.2322562620601651,-0.034149445362725045,-0.05676917274380842,0.016391902442616135,0.12835347896538118,0.16633123633377392,0.03898961462373075,-0.027859607924470245,-0.008740845614339502,0.00851472403569191,-0.049548353934140255,0.1472495045457149,0.036019483060062474,0.11126436882092446
PKM,0.06405505192052414,-0.06128445724681304,0.0009965802782781648,0.017731371032804335,0.03542597401905715,-0.06777181753429887,0.05583231223470442,0.02421463050333657,0.034504781531161065,-0.056534748683258924,-0.003140836058222123,-0.02117136649578539,0.018051635677974787,0.0998454172508615,-0.08122911449558827,0.07773824057254172,-0.02754561242060311,0.020940720178046216,0.16563709685681804,0.11734451773150939
TNF,,0.157999917324052,0.007555207983223312,0.04009810250772184,0.0478637329578428,0.04957909985043436,-0.053608714136782185,0.03116084203223264,-0.05319408764623486,0.016036716086885953,0.06408634260871747,0.08682022748632236,-6.105803265760643e-05,0.060948969997686446,-0.014041668604660329,,,,0.09020420287384955,-0.004113367714251405
GNAS,-0.0019088547435627665,0.3121558515447711,0.03536785980362092,0.04449582460907363,-0.001866168722476143,0.0891584133602908,0.24450766586619316,-0.0033085444482563622,0.012847148034562515,-0.057577855454678986,0.07408515665922799,-0.11687262290013925,0.0015522393932947806,0.05125200771824729,-0.037424948288824,0.019920714670061006,-0.04121118221510743,0.002156542426111678,-0.05912746583593359,-0.11202590911184673
BMP8B,-0.0028871413476712583,0.11313116665968559,-0.0009283340802209261,0.02068435158027941,-0.033035371366989176,-0.01287513608204826,-0.0951692114451208,-0.026363559477720813,-0.020053400733256795,0.08253414330536492,-0.038013814822067685,-0.04121968374157656,-0.03604163949642505,-0.002041415161442415,0.025607676462421604,-0.02019277118086643,-0.011573628577902773,-0.0394016023477555,0.11587913348374541,0.053938303766622946
LIPH,,0.02790294347875672,-0.012858810653506246,,-0.03240405034453749,,,0.14245065195119103,,,,-0.04194805022410693,,,-0.01425583662676505,,0.006701499987962519,,0.09581397046394058,0.054482305470275084
CCL28,,-0.020470392205959986,-0.018087516728478126,,,,-0.00803016260009241,0.10239160843624298,0.03824232085019394,0.028720812000121977,,-0.00854016607685094,,,,0.025129630923514733,,,-0.018954835562865216,0.04896057650252747
PTPN11,0.0008778848674606193,0.05192728819392727,0.012609583362825525,-0.07295201289930081,0.01848094750070956,0.05898822706111018,0.01380858310526001,-0.04680750089281368,-0.021364084789647162,-0.016440121933464485,0.049270147891589816,0.002000177552571918,-0.0866701034317525,0.021508463438709925,-0.021264668153638318,0.007329636341624415,-0.015692124496058595,-0.07618393153285294,0.009658723326606564,-0.14315268416787152
ADAM12,0.029113525917455436,0.18085404055766463,0.006487698956972747,-0.015077226719295367,0.009215130897098219,-0.012264489775842071,-0.08268122991874634,0.02580688840379293,0.015680472886009208,0.055923765609857436,0.0580043047110442,-0.06397593926270033,-0.055968035651431186,0.07573723118822837,-0.08782808763284486,0.027004870684663475,-0.03503471327218746,-0.02834438201548403,0.04855331610801692,-0.003149224714018444
EPO,,-0.07803624672684223,0.002890465347725142,,-0.02430747703350299,-0.021181467232657975,,0.052603260259511966,,-0.0073477217866952564,,,0.021021547607473406,-0.03416707990133375,-0.015482202652610176,,-0.02119055414623621,,0.03783325579148316,
EDN3,-0.026798241600852576,0.008907083459554927,-0.0223994386684611,0.0073911286219577425,-0.004102379108932172,0.04662488020994098,0.005098635771971014,0.007999272736153562,0.03030553753827077,-0.060283675195511637,,,,-0.026181976848510626,0.027751747496833245,0.043345221090260275,-0.014810614680096151,,-0.00541491425131235,0.049429788503033235
CCL22,,,,0.02099886131955923,,,,-0.016347488825586617,,,,,,,-0.01752251880858256,0.005406546788060934,-0.018593788781556365,0.03855360530188566,-0.03735905948159163,
CCL2,-0.010281248192451893,-0.06573779354850434,-0.020103266650589605,-0.029238606099709984,-0.024095631002089748,-0.028482754836127566,-0.07861465286328106,0.02049472657466881,-0.004130293619241311,0.05802925472639473,-0.05109063729155032,0.03502895948380348,0.052717249348455765,0.011908173551534186,-0.0371696180428919,-0.018074564719157672,-0.05224578195562676,-0.10543591797584984,0.12197323061008006,0.015880605719368737
DSCAM,0.028981118909830343,0.12567906644025428,0.053021992759756824,-0.023308745972327585,0.011679931119042097,-0.03751930736257865,-0.1337811803781478,-0.02863839643905951,0.146554370276277,0.06782022406590131,0.0161181242536643,-0.06401148571893096,0.09143031918714897,0.04903442817883512,0.08123462752582908,-0.02022397660284461,0.02388385007622603,-0.054253678814555735,0.05480127750323355,0.15327139254026986
GPHA2,,,-0.014331797863294884,,,,,,,,,,,,,,,,,
ANG,-0.02474521413107151,-0.12845722513716018,-0.024186020990827662,-0.02011261890986858,0.024283603390627646,0.00983633585813188,-0.05731743876416705,0.007760975200821187,-0.003861272035905287,0.03959053475276659,-0.05237042449025833,0.025128599490652433,-0.009955530740779159,0.011840137252149684,0.03647831288457773,0.03822100427915536,0.024926732240815024,-0.053124822577430404,0.13117874761052514,0.07741304733420676
FBLN2,0.068099372946936,0.05978610950883324,-0.05766832063276893,-0.004488502480406899,0.0047307620565249925,0.0523301165599857,0.13305331437865545,0.010611948980787359,0.06807733181674881,0.0028067676431026817,-0.048522406318913955,0.004275115614532092,,0.0005897669217162529,0.04313714623267566,-0.0032612419494654934,0.009553559236238636,-0.049874613709254265,0.07478075010722045,0.09323646815511014
VTN,,-0.03912870438574438,-0.024307633394748465,,-0.012406160562250225,-0.021355425589488834,-0.019985022797677523,0.0441887500536916,,0.03134088046078447,0.07829277104075523,-0.03642084801526479,-0.033724004949907994,,-0.017697217130795917,,-0.027438907530602148,,0.012399452607071796,-0.0008471587134285605
VEGFA,-0.011274180161943112,-0.20534301362014068,-0.03503965823108078,0.027630989499502344,0.00647921893285127,-0.08205488187275692,-0.1109016210021605,0.027056785036216,0.0030479244852309054,-0.014663486078954244,0.09629144730209467,0.05727353993010026,0.09098788385890615,0.0566801364254329,-0.07652922425242599,-0.0720390766100402,-0.04414573610095223,-0.09336302200201986,-0.11531270526458806,0.16406633509677623
F10,,,,0.024311780813453487,,-0.019924973459068473,0.07000961542195651,0.013327461758442448,-0.03579108623402214,,-0.03066565548129634,,-0.007831479035462273,,,0.05445453548229655,0.05778017027446557,-0.031097042131661368,-0.031576982187389975,0.011082796542898685
SERPINA1,-0.012578952864349797,-0.0497143302918804,0.04315425643914584,-0.010513134966331904,-0.003427196720604068,-0.004909145337591151,-0.0502513418244294,0.061825874871622805,-0.029140697142152568,0.006655448726907508,0.009081839218236857,0.12720658281278183,0.006024911338788614,0.11145235269890195,-0.07052328133699787,-0.027533289173363593,-0.02803112245330118,0.10198538806064923,0.07974963570863514,0.026651768198148844
VWF,-0.08624360172258617,0.05782867206879213,0.03472744867976824,0.011789074040213909,-0.029378715888275397,-0.001659633671531564,-0.07858486666267803,0.027086646292161065,0.016673975765826764,0.05963884409481159,0.001859172404297512,-0.08609271270191542,-0.007722412764679709,0.09163372427152486,0.021985761885054987,0.009729497631146548,0.016654677467196854,-0.04278756746285478,-0.037918990007552514,-0.15152345801687672
GDNF,,,-0.020137828933400638,,0.015995859021754866,,-0.057418241350858365,,,0.029148824830662796,,,0.03287009859039633,0.02061327959152044,0.029736693217462345,,-0.016490084446604533,,,
VASP,0.0077423004495885284,-0.06962743492592509,0.010877679936991829,-0.018395917073835328,-0.02751746426871787,-0.006764086401255242,-0.11034057399046632,0.025658585963230035,0.02080955890239594,0.028208935264482426,0.00913860980239708,-0.07100577034744009,0.04003051936941153,-0.018527168625843495,-0.04633791667124346,0.04595139840573985,-0.023297690556547422,-0.0870297742188034,0.10510128167692682,-0.007268410467620049
ADAM15,0.005804152202998921,0.06381060255381454,0.012888756172289335,0.026863908378490644,0.008287643404475728,0.007071752297650875,-0.12954970957772863,0.023340005651215755,0.005589095477465396,0.009589971279041693,0.03131957851910966,-0.06281618348588379,0.1305826394373569,0.058119383742552495,0.016744266796740327,0.10067908173985657,-0.057728530595434216,-0.06872907485790745,0.06849788096364932,0.10195122439412733
WNT2,,0.027068140056192062,0.0387035954517497,,,-0.01716019992471833,-0.04104787728499056,,0.022562967228838476,-0.030883924559987463,,-0.046446978629166025,,,-0.019204135419757195,,-0.025443997640886732,,0.14947133875022278,0.07331441907733585
CALCB,,-0.05756548075044315,,0.06604410946879545,,0.06254515433948507,-0.04340964037024977,,0.040696614155356164,,,,,,0.034276368879459694,,-0.009480214927957344,,,0.06947166094051048
OLFM2,0.07556746069400952,0.2833905719296424,0.024584288887163276,-0.0004095152491793834,-0.015663334947831557,0.05619126733345272,0.06738616097917863,0.10544949270406896,-0.002936367211012741,0.056429382335789244,-0.022273903005397805,-0.06100696357749961,-0.004730557723182314,-0.024260521064208992,0.0063494963185650516,0.07409847413862207,0.02937458569070616,0.02572743266936312,0.11932638377932972,0.10231914568576321
MFAP2,-0.015554881762927127,0.06286812953415305,0.06723520363222862,0.05608017070663443,-0.01525370312710963,-0.034517479577468736,-0.07882569284976768,0.027870396516254593,-0.028716792360615504,0.022599406381482893,0.008824849229638042,-0.10069943476604547,-0.02812224957107871,0.05430060682496676,0.0826078270893803,0.09467836722819033,0.01777674429354567,,0.12620459345597385,0.02395438490114309
HLA-C,-0.06601948259514537,0.1608270147018565,-0.002099057228534932,-0.05164317857167261,0.01204744740938823,0.0019509481152645814,-0.15398142362345166,-0.006151705931718035,0.009754054435739174,0.06879052294985669,0.05272458965781768,-0.012112495455740646,-0.006297180641511324,-0.021678658282531398,-0.057491737234039206,0.03776116465484245,-0.03382413498453163,0.06427245509561706,0.09764111400188427,0.014293313547587665
THBS1,0.09157845994336719,0.062854145670041,0.007603363698883736,0.0035522088717597398,-0.013200590473146395,0.0040311542009762195,-0.10536457832849896,0.021861369983764943,-0.003024189423477787,0.03506998238701793,-0.04457356528852236,-0.10383020340034846,0.06492505042240695,-0.054500986392702976,-0.06268552988571764,0.009623813288340239,0.04326605327934569,-0.06287127532513417,-0.037267112664149164,0.05463493637863726
HSPA4,-0.017718066828328514,0.08746100125313754,-0.0370978800993577,0.044949552521610384,-0.03435613885672718,-0.010466869101235354,-0.03068995401836212,-0.008972622125389301,-0.0013611064957622166,0.083371775434394,-0.05918393968797951,-0.03320830795788827,0.08403993630715183,-0.08663746402036415,-0.06749955021498052,0.0005583518398336554,0.004781195119214111,-0.02601075020684237,-0.009388594648398176,-0.003910523636058862
