,UKF259,UKF275,UKF334,ZH8811Bbulk,ZH8812bulk,ZH881T1
CORT,0.026034778657737914,0.004022471675878969,-0.011388898147209931,-0.01612921668609862,,0.02309914660573234
NCAN,0.0032610375311015317,-0.0641158575797918,0.0635388912156878,0.10878114361608658,0.07556759571816606,-0.012281737147778348
PRG4,-0.010367565019612987,-0.022817318138154765,0.07620559482920106,-0.023799646232361863,,-0.024424861586630018
ZG16B,-0.012032827155778336,-0.012197990968830784,,,,
TGM2,0.013469870634984948,0.04397047207982383,0.0061940689206689764,-0.055245820858025825,0.029554979967346334,0.031076126474931152
VEGFC,-0.002473984388039854,-0.03284618022274206,-0.01520585862172348,-0.007723054891519444,-0.025150958362304694,0.0730864970394375
WNT6,-0.014339677379490526,0.01643082122228025,-0.01327090555591662,-0.02997687012636088,,-0.018018943568213812
NRG4,0.0324611849910591,-0.023434315681716424,-0.017739407681503998,,-0.020195856284672745,-0.029970356784798292
PMCH,-0.017483192420608553,-0.0178544803074148,,0.01288231186839775,,-0.017255694031447166
COL9A1,-0.013178372122963642,0.00023733965782557733,0.012572694975459483,0.05696396191746319,0.09529533999450922,0.014045015941942955
GDF11,-0.0016128694047777888,-0.04465169132582501,-0.008404143364966237,-0.02601991366601843,-0.026046312825626968,0.034276484613946875
IL24,,,,-0.015167525497048827,,
SORBS1,0.035767723392390066,-0.013511214313228825,0.0009457444464039436,-0.02994362362127914,-0.01706270218154448,0.01964225446367778
DLL1,-0.019674433231394575,0.022303380259057554,0.042716349929916894,0.11164624874715517,-0.04513278915274736,0.005305687233904469
TLN1,-0.0203028516293887,0.010504393566407038,0.025195241139829495,-0.004222752160699009,-0.027968719404974227,-0.041343677800368274
COL2A1,,,-0.01238085547078594,-0.039531211304978775,,0.060370283310806454
SHH,0.04310191679713765,0.016591215148603195,-0.011816198036963977,-0.06947202101410625,-0.007144456843497029,0.02794429290166751
PON2,-0.030628876706027153,-0.05174212698907353,0.027788805476257353,0.0521618834426011,-0.028200409852713302,-0.023458391186213345
ICAM5,0.01698096097865434,-0.015388442479545813,0.03436171357939268,-0.01448201548798256,,0.007097653482339953
HPX,0.05961414586060202,0.06682949783818105,0.08692404614382843,-0.0395046561712781,-0.027077453677574734,0.024136421346514256
SFRP2,-0.01226996544616715,-0.019950592001246333,-0.02318035662370449,0.018839649195690453,0.06405322943981409,-0.06870764376943793
CFC1,,-0.015351287777741066,,,,
CD70,0.00810062778992105,-0.028635526686265317,,-0.0677983169730574,,-0.0258269797198241
HP,0.020709161696139917,0.04093345912636489,0.008070126906530401,-0.07436674741096573,0.013649494522599262,0.011579192924565716
CXCL2,-0.020015728533236576,-0.010514945982459058,-0.023387095873257137,0.02219144486559786,-0.0486733567202567,0.005932283111280888
NPPB,0.026474950796783494,-0.013442211894922175,0.028675071137478473,-0.04421724047432767,,0.003535375530648047
CCK,-0.0318806014359586,-0.017113730801812704,-0.06637947583786466,0.007727811513732221,0.026018275209513834,0.06645716033120233
SEMA6A,-0.03520386581763687,-0.0027017783399981617,0.038104799002168566,0.05437309521933173,-0.031511237777676206,0.038985631886867975
IRAK4,0.0329803310759766,0.034611977391320124,0.04354599756991648,-0.01363230981245281,0.0380756925880046,0.010257920704466407
GSTP1,-0.04835124529627186,0.011685055633644225,0.09110511793847273,0.03939818924495018,0.022824712076202177,0.012172907729726908
VCAM1,-0.047164757843577675,-0.013902553327252832,-0.04113818722299838,-0.025647721270370974,-0.009413843335818834,0.0017915527238562537
NXPH3,0.0017114983980230623,0.05064809236058265,-0.02459358063393146,0.0046623998793783195,0.023444214044817252,0.05705997295852592
MTMR4,0.01527688045954801,-0.007794337430332134,0.07924566536660632,-0.03367887821719502,-0.050459088247053495,0.03954968474173145
LAMC2,0.08685284260843794,-0.01692224510628922,,0.02275714580124249,-0.019526271171103365,-0.016749342562962646
IL10,0.016632680256027398,0.10757471543133086,-0.013611406283317607,0.14678030760600616,-0.018834963745296696,-0.04170928957131131
SEMA4D,0.024240101079105434,0.0515015501254488,-0.01650248575243883,0.07663979327163022,0.06323045910750108,-0.019355225680772158
TRH,0.035394802740456185,-0.006898073825308225,-0.0025689591690120864,0.026095299030620127,-0.017914340956499273,0.07531244421093795
SEMA6D,0.029800457345811267,-0.003316111168048268,0.03421744289045825,-0.021775786401764884,-0.002901149083383078,0.028123885297295443
CEL,,,,0.14093846572157148,0.06014199800873564,-0.03242817456367891
PDCD1LG2,0.014437620197751291,0.00047985624334466367,0.020125173032522668,0.028732234203821278,0.018793486972113214,0.022065406389003277
SPINT1,-0.03002210218141266,0.022041883121869364,-0.019978614139788464,-0.06229456837344252,-0.024344313895699,0.012032060960114459
CTHRC1,0.020491951770335356,-0.003435958783336605,0.004423473010972429,0.0068255701203012225,0.06739724478335618,0.002586774824620932
PODXL,0.04159243374272582,-0.007078196595724009,0.014683185269184395,-0.05131772292397746,0.06616193476519806,-0.0031932880424665145
JAM3,-0.023913511448310536,-0.01495439565387605,0.027128187631532297,-0.0873849222430267,0.010210770031570645,-0.04970374005986343
TGFB2,-0.03915114578276387,-0.021350846223354727,-0.016515392021030622,0.0019722518386166695,-0.025832345079474243,0.022353793009922
COL18A1,-0.00995751954057629,-0.009899635447028543,0.02114599551822215,0.014346494997033494,0.05980195230994528,-0.013393650643363337
NODAL,0.08932500005848272,,-0.005036657213091452,0.023720333163827732,-0.02937377984022545,-0.019154129444657508
INHBB,-0.0003888315088854146,-0.0175997538618794,0.01576831610505154,-0.026212059865266136,0.03673731791013841,-0.011562528452574699
LCN1,,,,0.1194367609069495,,
ARF4,0.0013328659345679904,0.015387353500662027,0.07099703788017107,0.10071150743302296,-0.007624917009411178,0.01394069502073275
CXCL14,0.037117874051315024,-0.009906547877424505,0.028960703506591377,-0.12179706355013563,0.023036678768798467,-0.011466779412609752
LIF,0.0587420632848201,0.03769573882386881,-0.011749073959929938,-0.04733063673853123,-0.007074447241520498,-0.0048434149830466865
IL17B,,,,-0.0283297074548485,,0.05774159623009298
MMP1,,,,-0.029162961809946916,,-0.017255692664901782
MATN1,,0.006411715283862928,-0.012380853930047717,0.022257863710405883,-0.01975176692519891,0.006244709804645408
ADAM28,0.06680683277919586,-0.019325820097944427,0.02667223439075783,0.01577429927358204,0.009154622929262779,-0.012072056057182886
TCN2,-0.027248020890741968,-0.023785017068161073,0.019863454698032364,0.04491699754315348,0.06697690545522805,0.0373005824509147
THPO,0.004578259745580073,0.014653866988927601,-0.012380855352267597,,,-0.021303686855277403
CUBN,0.00693870354623417,-0.03347381592396774,0.03103950245872497,0.01901242284553152,0.013278331052114163,-0.03795142972330318
TIMP3,0.08239287094291216,-0.03371512706720242,0.02604548509502726,0.03393470710518103,0.05340394732250736,-0.012221301557885356
PIGF,0.0077588554997517645,-0.019298043033320618,0.04886519565175462,0.05434352556994,-0.06167795041882777,-0.0019231623575606132
CRH,-0.012151941489445466,-0.021426947110355334,-0.016933821242168343,0.015262364785839018,0.09039758402817917,-0.011923213814419279
BDNF,0.04214790787019409,-0.018025626333850322,-0.0139440229885235,-0.031014024387963454,-0.002466918970586346,0.019452995200391898
CCL5,-0.0211162266043212,-0.02058064964676427,-0.016796119152401177,0.030298590949999083,-0.03255687527189524,-0.04342000944474867
GAD1,0.07103485097467899,0.02053844425449436,-0.017745476178343694,0.053445842810338234,-0.04486342271555964,0.039305728116004725
COL14A1,0.01705568594115659,-0.02956611467312724,-0.022205673791213444,-0.014484562101612718,0.017943084041848023,-0.0014656523094506975
HLA-A,0.010307429135364215,0.07450155966717288,0.025032497850889197,-0.10492529918720277,0.0242495781244584,-0.08363560024036823
FGF18,0.049327155458406505,-0.014584760809276143,,0.0022355773649169585,,0.019336046980850834
ADM,0.019328617803366515,-0.011462813901163176,0.05195882943000549,-0.11052494900408262,0.041608129519229986,-0.04084018664088186
GNAI2,-0.041301802193637736,-0.030722927146655157,0.022721897727477444,0.026878917480523255,0.009755953520574212,-0.011683791857897993
COL11A1,-0.04498290745513527,-0.027855282835646082,-0.008148852547544248,-0.04604530550637097,-0.020596502955767405,0.019195431760387148
NUCB2,0.013788686052400738,0.035712241814688586,-0.04547459906871851,-0.03188630417251421,0.07766713408539333,-0.00922079349584444
CXCL1,-0.011731558744750039,0.07018857245798722,0.0029555682382554865,-0.027433208194316508,-0.02968978998935631,-0.017715466270463623
VCAN,-0.014371903621119224,0.07353827999798575,0.0922312356550248,0.10301942505063941,-0.004893646707835155,-0.008420182312016612
MMP7,0.040815066357387665,0.06826916187178671,-0.0018185676197581108,-0.10087358000149503,,-0.0051297866350192905
PTPN6,-0.015345579335857697,0.04238179633899032,-0.05464457855772875,-0.03243930093849514,0.03598960802978743,0.003459169081639169
PTGS2,0.03351391101294471,-0.031918194770210497,-0.02857803463570592,0.009114872557914691,0.06064302230855972,-0.055783150536684686
XCL1,-0.010504579305207935,0.05320631444457901,,,,
CD58,-0.003269416392238934,0.059634351146747214,0.004354353954627263,0.07510281662280713,0.012769043576999364,0.008224433440390665
TNFSF14,0.017669220923084438,0.021296407914284082,,0.058275631349220446,-0.0015596985677253513,0.0060334400759751924
CNTN4,0.012838056079683772,0.010105323904163223,-0.019309931312077866,0.011793727189993029,-0.024786939686539992,0.007497033985969837
NTF4,-0.01328783280098606,,,,,
INSL3,-0.009654624744652293,0.12515511412145075,,0.030467409463202023,,0.05214916133690448
BTLA,-0.015324823553265171,,,,,
MFNG,0.043447506022886814,0.01929322315657655,0.018966802255327382,0.08234547822100159,0.05543959941132948,0.001965614368033093
ICAM1,0.033092948580909005,0.02288793209383702,0.09231315824585896,-0.019046452001852704,0.013466776114064594,-0.010873494903012423
PROS1,-0.0007209150229607709,-0.033380033601496266,-0.03173429990990876,-0.09259459233279949,-0.006950234143388399,-0.015708296155482613
CLCF1,0.02756391965695826,-0.0028666472254564347,-0.016019708508841952,-0.03668469768144021,0.040077141527982224,-0.021742374780055623
PSAP,-0.022834731142557366,0.044438383940440286,-0.030154658844150257,-0.08479952962704265,0.018501343627467363,-0.059463503500328675
EFEMP1,-0.0021189726497820556,0.040452263585835806,0.034004472107630135,-0.027183402551196407,0.04814189018965381,-0.009312127358494914
C1QTNF1,0.01848592192439413,0.0006387187490193266,-0.008938386694707066,-0.07431632443399612,-0.010830181529663765,-0.10241665577545475
ALB,4.321111226461897e-05,-0.01692224467312373,0.011382546789354206,-0.019174436453268,0.012159963321994297,-0.002591428909526612
CCL13,,,,,,-0.0279488216473229
EFNA3,0.09841871757824065,-0.011721147670064653,0.02684917546466323,-4.6487039305045645e-05,0.0415449281132853,0.036524930815825696
DRAXIN,0.07880332414419895,0.0061033319833112346,-0.018035282746524533,-0.0809134638010886,0.00020603628081409923,0.06450464945600577
RAET1L,,,,-0.017693267155479815,,-0.006187035398349665
NPTX2,0.025124435961881124,0.004161251089380987,-0.01310505779656837,0.010110855781560483,-0.006670804617224244,0.012924502839743335
FGF11,0.025835115029207607,-0.02240178370152051,0.0704667171755284,-0.030756876251722687,-0.03301752913721189,-0.06280792849023485
CD59,-0.040447562399925995,0.06736722004327049,0.0025059514878209687,-0.03675828057336547,-0.0017751152096797207,-0.0625320720781589
COL9A2,-0.0025177061527578946,0.009854343281434539,-0.023361024789275556,0.0826599228068225,-0.033315799129607936,0.03949587895239531
DLL3,-0.022145552902852705,0.0065101567609776,0.017999834616294164,0.13161550036086783,0.0033957011299776195,0.009207726716384326
LIN7C,-0.020411416891848756,-0.0016624020911883445,0.05700072884864379,0.043461689337308256,0.004901044882199885,0.03785611160222171
GDF7,-0.017226669219722105,-0.037756822162659624,,-0.015167530302428015,-0.032273908743810066,-0.0019759836981267883
PSPN,0.0025869482816748873,-0.021764168796922723,0.04801724809190488,-0.05566157771082709,-0.00032171133156449615,-0.007913308731578826
ANGPT1,0.0402948110312937,-0.04136548805101197,-0.019621400497897158,-0.05119564851313054,0.013434159733882352,-0.034202506111179726
PNOC,0.0867238422772667,0.04449660698547048,-0.02449756601654556,-0.016129218440908248,,0.007297977405640822
L1CAM,0.050175275052701904,0.0009614300488291187,-0.04800851704920323,-0.10199004148867694,0.00027626414726109483,-0.011438208744739114
APOA1,-0.01503548287796836,-0.020184066195384136,0.042347652814662025,-0.017639939982820603,-0.027246821910954996,-0.02811148231395548
PSEN1,0.003655376353345609,-0.010452586456677855,0.016203185469936356,-0.002065697836416774,0.07966752553891046,-0.01992880188127935
CALM2,-0.023275108982454266,0.024577848597581765,-0.10809981422392557,0.013711579426227187,-0.10202594549732312,0.07651123263976585
CLEC2B,-0.047975705828050934,-0.001817733311513923,0.005268594741035984,-0.029339077348817955,0.00804029304552631,0.021634006143182203
NTNG1,0.013241674327034866,-0.0049092619628944125,-0.0007644284105720788,0.11619033373186193,-0.055656881518164766,0.007661263110447619
LRIG1,0.04341743731687809,-0.05043620052460938,0.02071366069928838,0.07104023211870832,-0.026755561029829993,0.00493505648884114
CPAMD8,-0.011419698340843812,-0.01719339377858381,-0.022867273287790816,-0.01703949535716899,-0.039600680011161404,
GHRL,-0.0018466429984164557,0.07377790505820618,-0.015801323206234653,,-0.02616910745887076,-0.021910263959817072
NPY,-0.025050503446348505,0.012647133106558775,-0.013751685662626209,-0.09211843507965506,-0.035924667245176324,0.012701992569959015
MMP2,0.012091268642782656,0.06358881391887589,0.040245272553288025,0.04866261015411855,0.041755104986870774,-0.04142481745774168
LHB,0.10638239954247443,,,,,
PPY,-0.017312554016352868,-0.01256557368123083,,-0.08700771423013541,,-0.044423392201479034
ALKAL2,-0.00980119940291127,0.01665718741732558,-0.04066289730069865,-0.02351821251598969,0.08122477298543912,0.0969107545385598
CSF1,-0.036226829307841775,0.03888978310045912,0.061307794848732194,-0.10974235111078857,0.007900106050052263,-0.01575652738075143
SEMA4C,-0.0006212139029865251,0.02766896797672828,0.013847643246338344,0.024618399684386876,0.07952218082639977,-0.03796117140919964
ICAM2,0.005070621756598361,0.033997816962244354,-0.04045816022280436,0.12221378185340233,0.06127531863561492,6.870640167283071e-05
SYTL3,-0.03129691452808207,0.015472748926165717,-0.030073696187858517,-0.027639634418824423,-0.03570442343777676,0.028278429877372842
IL1A,-0.040105989879332254,0.060467009743554345,0.005294211469012742,-0.019353149583681284,0.016450854689472525,-0.0202242047793069
HLA-G,-0.010504578356556197,,,-0.023709208373601843,,0.028660936042041608
PGF,0.06281986747535331,-0.027053455870618564,0.05010295787825166,0.09891452581431015,0.01837791460091351,0.04604486679894268
LGALS8,-0.0005283188268177788,0.0007649339229918425,0.01697907054189306,-0.014177469058166492,-0.0007549259987302573,0.0065347301673412015
DKK3,-0.00493620656370348,-0.0027215262081381046,-0.009496938102691333,0.10691707158377892,-0.019189772456511607,-0.004185701094961263
COL16A1,0.015851050280460983,0.008536902307889787,0.08897404930014423,0.03844782498186358,-0.01816637843098754,-0.002818150317332722
TPH1,-0.019115619823493364,-0.018944237111275374,-0.014899817411258953,-0.04619653340322252,0.0172459109494634,0.07836796842224796
TNC,0.07580586765197388,0.006632155021108301,0.017670840636910674,-0.13778428284224953,-0.003553537522224148,-0.004447803465123279
TNFSF9,0.04861497375448781,0.019871024826500314,-0.012208557380955144,0.07452803835907737,-0.04630817056534594,-0.03130379777918735
C4A,-0.011791198354332864,-0.014895857326185433,-0.013097505517396977,,0.012627136542888556,-0.0017292190471400082
CNTN2,-0.022762653799066578,-0.023527783841488473,-0.028701575415821395,0.08113397314702679,0.02243974728184959,0.02782245270467513
F7,,,,,,-0.020255509426913704
LUM,-0.05139091849342361,-0.01996736386751659,0.015391855016479366,0.06741421004835836,0.004021723058959313,-0.0035624883243868853
BTC,0.028766023450311956,,,0.0052089190356037285,-0.023087389091387963,-0.01960164742214962
APOC1,0.008447449455512334,0.0236208726968111,-0.013470586847085134,0.018050250796976225,-0.0940374967151614,-0.01155535573657645
PKM,0.02189676028655238,-0.013637068301628162,0.04122844008005421,-0.12906270649323978,-0.01585222154284131,-0.03309210713078303
TNF,-0.02603089534799866,-0.03398383364345548,-0.031112493213858113,-0.017693271981322416,,
GNAS,0.01253814316796731,-0.012534980793104398,-0.014523931839490413,-0.030643106811288883,-0.012536961416528747,-0.03344661495317983
BMP8B,-0.015228932772234551,0.027000388000281282,-0.026259841232967925,0.014674127453182275,-0.04678530758135437,-0.04014964143155473
LIPH,-0.014937900917262815,-0.012010133033258876,,0.1433627029468955,,0.06232979640712225
CCL28,,-0.018493629080990146,0.10208468299506647,,0.034234671893932554,
PTPN11,-0.009849400434300394,0.026842061034138432,0.01715213575452564,-0.012009319670489415,0.029189981516446598,0.06890941337151817
ADAM12,0.005311975295095482,-0.06440719779664067,0.006546781559143959,-0.07794972676659974,0.026195447183463092,-0.05082233443622619
EPO,-0.015228933198660706,0.07484591553573905,0.07709733407898615,-0.02048744923388826,,-0.019379095503792496
EDN3,-0.01895790507355601,0.009243527067571467,0.03035761376777689,0.026135826613638554,-0.045735189634047616,0.043949045161626774
CCL22,,-0.0038476698637075475,,-0.018735458629582275,-0.023087390113146384,-0.017004312680474518
CCL2,0.0033528324942559817,0.011747022117857615,-0.019408021772377437,-0.023924927053784482,0.05100862293968547,-0.005979168900749994
DSCAM,0.010502854294532826,-0.0028557401026296572,0.06903429065379461,0.07880330225556093,-0.011127895387589569,-0.04255890934079815
ANG,0.045742164344553506,-0.003546102037109219,0.02665205440914551,-0.031156036525379176,-0.029655095790655103,0.06703355639652091
FBLN2,0.026111801562078388,-0.008540294610363397,0.060896416924466464,0.09263389725234004,0.04101894742317619,0.014729025368266402
VTN,0.010281263497302866,-0.02064382731930799,-0.012380853021407498,0.09916700846865852,,0.005606827121688618
VEGFA,-0.0008201258667456725,-0.008179421034948037,0.05649424106567178,-0.10118870144401307,-0.012034232271566381,-0.07513532790271917
F10,,-0.01377788055735618,,-0.024604749014474264,-0.01997494037874747,0.04628759709879159
SERPINA1,-0.027188897197454855,0.0358237330768142,0.05017149003939903,-0.12133696438043473,0.005434219479727836,-0.06339819565718008
VWF,-0.015037969507069529,-0.006592315514935207,-0.016189810823318544,0.10276762117489065,0.08571213084968322,0.019437548996901026
GDNF,-0.012386929695470412,,0.029838283996349777,-0.044916338971297605,,0.0003922486602172472
VASP,0.029525537472020635,0.028528863490063738,0.013251409976390826,0.05436972365634791,0.030857579003803634,-0.04397202407476245
ADAM15,0.007771717986964697,0.02209127322442833,-0.025634716657493048,-0.027716415319137357,0.03715366573611023,0.00011109538974202203
WNT2,,,-0.013944020977244478,-0.0014656478441164892,,-0.023268936568541523
CALCB,,,,-0.024920368004442722,,0.007846831809297855
OLFM2,0.052811545898966396,0.013501803967561623,-0.022514700009207737,0.067485680004641,0.0018957784989622954,0.017479254716643675
MFAP2,-0.02896297253938868,-0.024157322655204296,0.0433505724403855,0.028150912366870798,0.06226756385867962,-0.03655502808619761
HLA-C,-0.009881300394668828,0.05646226355578352,0.01775475920727573,-0.11004419702453558,0.03340388853912785,0.004003951461740978
