,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HMGB1,0.011515592548652758,0.0695739420151896,-0.010717760646202567,0.043662800422193754,0.047055139886486706,0.04759609806456043,0.09343176134218413,-0.030686867505206505,-0.002095406918835848,0.02085075244474011,0.004637463745012963,-0.08232792927017564,0.05072200806266624,-0.05920656770582534,-0.045636591479087316,-0.0018456446459981664,0.09712330399030902
ITGB3BP,-0.02358092138597946,-0.02469406135791867,0.002243564575489388,0.01495325676262673,0.006748328523882107,0.03414865497040868,0.09476688834430022,0.01152577725354548,-0.015199999049288551,-0.03074669012577055,-0.06504535926233405,0.003827094773333649,0.010788609519516138,0.005373519970096212,0.0066930117103377405,0.07271292439683531,-0.018136664730530463
AANAT,-0.01330487414864207,,,-0.01332683789359587,0.05699669142477187,,0.06526493157805528,-0.014262696559509217,-0.012579167273462696,0.02575172709586877,,,-0.019202129396529613,-0.021343647488365276,,0.03510633935568127,-0.020830463174716884
RELN,-0.03269349926024721,-0.020673930855522847,-0.024465522625954406,0.0024639626320183176,0.03316013052399629,0.005411545905080886,0.006916995055664881,-0.014063039700244981,0.010597057987797255,0.029657249226326544,,0.09569470841267355,,,0.023024757461866267,,0.09955394572112006
IL15,-0.04652932959029047,-0.026019838076161077,,0.009782836365476227,-0.017134702135018887,-0.013488045323293608,0.024944266281078542,-0.04045520366054573,0.005412260317141669,-0.010253732536814553,0.048679872801285336,-0.025174475650785,-0.02137411292711226,0.0037542255981054358,0.008394322163338262,0.05488707329396548,0.025155402041376902
UTS2,,,,,,,0.030506489560273388,,,,-0.03809792460516116,,0.035490874279600626,,,,
BSG,0.04512019667519799,0.006500798542573117,-0.008546020067827738,-0.003356751662916102,0.01947192292144076,-0.017701588019591936,-0.013136440193961867,0.08394038445850147,0.05474849313902429,0.08072131842365367,0.08061843073120199,0.04853836063502823,-0.04197240104498927,-0.03311179011704568,0.003518803496213276,0.05607644785817678,0.028962979229394826
ADAMTS3,0.11474901224100963,-0.03588641366560153,,0.006162847950111346,0.03977918770483296,-0.004569963488607222,0.13972526706189192,0.06267046785126708,0.0308203496865683,-0.00505439688740049,-0.042344769805650835,,-0.02381037784179299,0.02797839692996295,0.104702677356626,0.10991380361493797,0.055684798217422726
CD34,0.13554283024472236,-0.008467932882291824,0.06700917112352596,0.033363343944673975,-0.004890068734835289,-0.0019615540516292,0.08567503090705346,-0.03685510397316921,0.10312503513309715,0.05054247579848422,0.11158675235364725,-0.04108127394442519,0.051629596155213855,0.04427134178545257,0.03465089793517813,0.072890385796356,-0.07334608721181292
CCL23,,,,,,,0.014561988732389583,,,,0.0010329148065702225,,,,,,
PLAT,0.1592135545055284,-0.019121515517479107,0.05121556342093655,-0.026271941054942172,-0.033553013743883135,0.06932617427134591,0.08320281335128314,0.013627767089276167,-0.013894687743715639,-0.024673185400341663,0.057682817675962984,-0.07821689627203621,-0.06468713551802155,0.11177801949777053,0.03700425151408558,0.07897186750054797,0.0808413194007236
NTF3,,,,,,,,,0.05015248159869973,,,,-0.025074065683686225,0.1168489015991458,0.05172714113981281,,
LTA,,-0.015019859103852678,,-0.016857867059240892,,,,-0.01373646319225087,,,,,,,,0.07408571114785813,
CKLF,0.031411423907468344,-0.02459491768861418,-0.039373325988830844,0.04401262839058888,-0.01670120092636429,0.0019579949113927232,0.08721840083943942,-0.04910144365597257,-0.00035902647826190743,-0.059162750184937656,-0.0763138680063688,0.07906529701389885,0.004074942951839857,0.06127572652296951,-0.008277231338351109,0.021789062215118248,0.006192119103672209
CD24,0.042127904774025386,-0.009809674115487688,-0.02320598155125483,-0.05790880610682579,-0.017330345859447614,0.038001795640290804,-0.011595034542222098,-0.028720294297324988,-0.02838735055015081,-0.029682799832488976,0.07140045952972948,0.017623556884089394,-0.025838411799851066,0.02053982545718126,0.12534898692361762,-0.021674653681762482,0.040839581993514215
HSP90AA1,-0.04994573181778817,0.06607107917196876,0.01300289983241429,0.0037250305640218026,0.06406849180958829,-0.07115828923230881,-0.08337855330509299,-0.023316424154656963,0.019060254660080034,0.05630682175353886,-0.005337597566646237,-0.06189060611678862,0.0569750155313218,-0.10537297101713415,-0.06581268594879712,-0.034493298558417325,0.0538479255888124
BMP4,0.01809006043586064,-0.015921931114310017,-0.061086321009201396,-0.004794906307434863,-0.03817927892257292,0.03516343780612074,-0.021414568682356715,-0.006496326083189267,-0.012607817920939464,0.022652203706678253,-0.05947598886526141,-0.001099059531211498,-0.0049877936073991465,0.05296935056917703,-0.01511749149915608,0.05834722895502945,-0.012995518420765939
SCGB3A1,-0.018486378862848332,,-0.023221737275994483,,-0.023428509855692465,0.06843544947430805,,,-0.010610650628094628,0.0015316979851545062,-0.010777849594152258,-0.044641460020890505,-0.006616835019214277,0.022625630805667322,0.02817239732265347,0.06160831407467571,0.012282333357963204
IGFBP4,0.0728408362802886,0.002488004634543692,-0.03920485681057185,-0.05310989504260727,-0.04620300106051113,0.052269460749796354,0.0418966868523205,0.04480106749424709,0.028777846434687414,-0.02762876109384926,0.043002273105874116,-0.01948186331873036,-0.01123615209058323,-0.05844126742313245,-0.014401957001897024,0.08348180032341802,0.006710388075725202
RSPO4,,-0.0242813176665062,,-0.025803919039257633,-0.027040308798706947,,,-0.015976342947181307,-0.010610649076046943,,,-0.04081808889350287,,,-0.010496853041777996,-0.028929621429204685,-0.02626638894986497
LEFTY2,0.16032619766380818,0.00577982319669844,0.08506236515317493,-0.014829221819165522,0.01212063464410779,-0.01795852753263974,0.10366950430059019,-0.03239507569692915,-0.011634706482974962,-0.023815546703558694,0.11708264412428573,,0.028046219592201316,-0.018236477808028114,-0.010000422974679752,0.14060497372025146,0.050127189580737995
PF4,-0.019176650572334315,-0.013662603267318886,,-0.011475743194433641,,,,,,,,,,-0.014537048966485057,,-0.02193473145962014,-0.02057594873987775
ANGPTL2,0.057473084213161954,-0.022453345280669477,-0.06156023069211255,0.026156651149398937,0.0026488888611340944,0.0594739790720695,0.03050963409080351,0.012558171415096766,0.012063620620463542,-0.03270292350528193,0.03138459854920748,-0.01916290967247299,-0.10255248361872793,0.045004059751121046,-0.008811873874699967,0.06751103631898024,0.07727171638427188
LRIG2,0.05043963960964373,0.04707339411429374,0.011547206155362302,0.07232865715415455,-0.018550863123655705,0.06074959852632888,0.017518596806236412,-0.008044306726531485,-0.026416995922482266,-0.026637913844114878,0.022006392532964884,-0.008737126987471254,-0.016908891463218643,0.014566026084275678,-0.016320302900283638,-0.016614951820220294,-0.015348721250913274
ICOSLG,0.10806645939098751,-0.01285870549260178,0.062469508403931895,-0.01149813399870442,0.05552868682556762,-0.015601684783452224,-0.014274042334217665,0.014495650557443165,0.036819669560312455,0.003143067515958785,0.02667118410476992,0.11468950858080489,0.028693598917042443,0.05575107959527116,0.049456391794405224,0.04593212256258464,0.032773402300881826
WIF1,-0.013067579951290605,,-0.024221304044248305,,0.04622155385588187,-0.025298206888989965,-0.0324686941489851,-0.012328565441752093,0.06891184891216325,-0.002433602439500261,,,,,-0.03104897406773194,,0.015558574877284015
NPPC,-0.00398160529835706,,-0.029133591623395273,0.046426979585191645,0.015821388765082475,-0.020987050599259892,-0.011879620360661779,-0.02404911393849031,-0.014746205564522389,0.06826029356349368,-0.02375894385110539,0.08731517063626197,-0.032675138678342375,0.003221161639898562,0.015731356833175583,,0.06764208241388493
LYZ,0.04756326065251442,-0.027325326462570975,-0.026200327030326907,0.04720519368786781,-0.0004962245265391359,-0.0385891436315702,0.022514919673604892,-0.027506249861444725,-0.013896122823213876,-0.008699312697344573,0.14885454501421885,0.005879096353233739,-0.022986837742667382,0.04282668276822724,0.023019849472577163,0.04494909681776915,-0.046125127023846586
EREG,,,0.06259293227841768,,-0.03805213032015616,,,,,-0.024499237741587822,,,-0.044429125641829076,-0.03737276561393708,-0.04160085115816423,-0.03312652538700067,0.019842947694904176
SPTAN1,0.006151872614400508,-0.010752878371974505,0.019863996452408352,0.03508927874918248,0.07473965942592686,0.005674896525372436,-0.005932055996530223,0.02297642250528581,-0.032047752278244315,0.10966690600241696,0.08364636820278566,-0.040984179873477,0.027346758234858368,0.0720710531046082,0.05136332729534077,-0.005383664405400676,0.052856489420976684
PTH2,,,,,,,,,,,,,,,0.09021233266443839,,
LIPC,0.0767607795908738,-0.020562948109318472,,-0.020622765203370672,0.05786004572727437,-0.020916499781162955,0.00776191190627377,-0.02986940013380089,,0.05515683464556199,-0.025193927890696906,-0.0021299756715532103,,,,0.0021979177352608255,0.030531041953732983
COL8A1,0.10050783058863,-0.0015868320897090668,-0.008420372375344006,-0.035302138350352834,-0.08989548793553968,0.057166426610551775,0.05655557733502739,-0.028204514297209902,-0.031376362198857796,-0.07797616688596648,-0.05539283041128862,0.08661502729185754,-0.011431319091644918,-0.009729320903713036,-0.027002920437808515,0.0036287642724591412,-0.061930181750144586
GSTM2,0.0016336261994887552,-0.029938292541511462,-0.007631205629765999,-0.027538818192496355,-0.0054039715375295665,-0.01140595852136902,0.043351569497333445,-0.021301469159360063,-0.03136163705718191,0.003666265148201476,0.03780992473391182,0.047354627120861345,-0.05266204905607181,-0.035228564127300716,-0.006863393536971492,-0.013615690298235566,-0.037500753733051534
SPX,-0.037970760172834815,-0.02701631415240831,,0.048885895202631965,0.12327439095991485,-0.022025055258790397,-0.009718817854072151,-0.027184355434119747,0.02153713481642519,0.049026788469935585,0.07069686244162533,,-0.02206869370681856,-0.018049604396950563,-0.0008804601769213421,-0.017742464757050925,-0.05953038998434808
MFGE8,0.08680838682636817,0.04079604537577544,0.008364567380692755,-0.038270332982941344,0.040058471534369075,0.03547400091984109,0.044827756241870485,-0.03008579891088446,0.027480869967691102,-0.0017067856859375966,-0.057436642498395175,-0.035196958050677546,-0.08872299544655118,0.010763205961528684,-0.05558593658738031,0.0740472680978821,0.060434285796239204
TGFA,0.012700220321992488,0.006383393271372961,0.0687314238206995,-0.03460844014074615,-0.044688264537969216,0.022025341062204527,0.012141496135839877,0.053389159260139527,-0.03540793590444673,-0.07879823797318095,-0.07979441234905045,0.03393532262648728,-0.09243328997361538,-0.004239421509771014,0.03461466179265379,0.08987060804529061,-0.01550021737641428
SLIT2,0.07692967151974463,-0.03562481248262484,-0.017260024936413147,-0.03129878399394567,0.0034843524471428315,0.026144122104241642,0.009423576267800191,-0.026780987980593647,-0.008962826628209198,-0.037191416373421195,0.07846116415428733,-0.03399151880104453,-3.4127725402755164e-05,-0.009879716871315678,0.038540110658087656,-0.0003669109689390052,0.04428184779253638
PLTP,0.08781353047990031,0.05909774522580129,0.04270426219665491,0.04207333423967916,-0.049813667457063365,0.015822179601935094,0.05127436540982651,-0.012829088176206144,-0.05711781212795379,-0.053277861476113866,0.06667275267157537,0.030615598103421064,-0.06198259920134639,0.006779817835540123,-0.05687217349743502,-0.009707859193986087,0.026656388557466704
APOD,0.008356549132170288,-0.07622508827293384,0.013380680587908053,-0.013549066068008918,-0.06111328727085599,0.03862583953006924,0.023539225474038788,-0.015312514454245618,0.043264918472228256,-0.038377054459913455,-0.0022491487353103936,0.018776432279329323,-0.08043811447368077,0.10092769351338592,-0.01784993351075264,0.0069884314614840175,-0.021260111437473073
B2M,0.07777570277125746,0.00378656610167024,-0.02836661018695733,0.05242061409414933,-0.0697661370804655,0.05919562182905184,0.08781325785776871,-0.007651212554068015,-0.06777193666117975,-0.10036176477037193,0.07496115436236069,0.0476420735889326,-0.019228891494237555,0.04908064441546029,-0.11154188763406239,0.058759442747124684,0.07243003661402159
OMG,0.030399804767711324,0.019011865414936418,0.0250092037023658,0.04777745845285277,0.0005300468085611993,-0.056751275547644926,-0.019369318922309135,0.026890575105030998,-0.018356404812053216,-0.015379980338396769,-0.06080771513915182,0.06493110215882898,-0.04828384081173403,0.08000661507986852,0.009920002503975435,0.009523597184002785,0.07579726925907708
CXCL3,-0.018293392591953797,-0.028089012072069607,0.01612148444968288,0.01447569716258626,-0.018419630444698597,,-0.02474903521189136,-0.007566393264558406,-0.011351151667512292,-0.0344886744709625,0.09671959828384988,,0.035423381084099675,-0.03647458466556102,-0.041619428520414115,-0.04117189818330684,-0.07255475238177912
CXCL10,0.001513235236090614,-0.04582056536504057,,0.06405472380644206,0.013346352633895131,-0.018436629923511434,0.07080312227581285,-0.02456707394162762,-0.017243230193047052,-0.032191408086930905,-0.06182947964875012,-0.025250266341074454,-0.0032703267340488964,-0.01949839690350548,-0.028814689414212176,-0.030589223370655134,-0.047659132798048835
RSPO3,-0.02511139680487875,,-0.02172487032869784,-0.013326836908893436,0.17054705301020753,-0.044771044943981465,-0.004554371002155467,0.023335174921757726,-0.006711005114767396,0.0481380012392526,,,-0.04971636504856985,0.026541913025905414,0.05075888805163988,-0.015632036918568168,0.0845552512972116
CORT,0.01772514707967213,0.0020975117677010237,0.007222410511258613,0.05869630319204457,0.036237050732295085,-0.004235006840656889,-0.02275907971019886,0.020100205735241985,-0.02112603678722275,0.1199915693983219,,,-0.024958342921151334,-0.015212282881864752,0.029089472874938137,,
NCAN,0.09476110917215742,-0.028053692362629175,0.06947205650989596,-0.004422921695513842,0.035271337751146124,0.07693981569695117,0.05554359012786335,-0.008456981943390039,0.011487687880904185,0.05575283491900098,0.05449642060108499,0.03915044253883376,-0.05387041421375222,0.05799443536523233,0.04935613739970526,0.05253156308050888,0.01740420475519072
PRG4,-0.027801308844487917,,-0.024291211530563375,-0.013153013309537406,-0.0187443946141438,,-0.026813324023840533,0.06347631867387704,,,,,-0.02397363847044246,-0.022446654293325645,-0.014575049797922563,-0.008958153524797244,-0.028638917434953347
ZG16B,0.05303667028100665,-0.016440722468033634,,-0.015265680555840256,,,-0.02894929216467443,-0.010914866981521661,,,,,,,,-0.019491467719498543,-0.017553394540543783
TGM2,0.06251877850247853,-0.0501545717607445,-0.026259321360628463,-0.012946465664090695,-0.0041517104356281614,-0.036846844443548125,0.01580462480653778,0.007151154726132166,0.027108475663097143,-0.03444870662651085,-0.02774872894725025,-0.039682841540435644,0.03307852361644826,-0.011084281961396599,-0.04263369029319019,0.05609074206572638,-0.019164366757424025
VEGFC,-0.015897895413295445,-0.021110520773362618,-0.03230303865950843,0.06443734297841618,-0.028853834603130762,-0.027650655612377825,0.03938030106617679,0.020148852006052455,-0.033179482244356275,0.04894107792173525,0.03680258653446604,0.023442291974199034,-0.02816885878468308,-0.030479870652386328,0.07717288168046636,0.08060482357056854,-0.015780957165207676
WNT6,0.04086933041620834,-0.015204326224993342,0.06256463614130624,-0.018192311026755635,-0.025827971170186623,-0.013834578540036361,0.031431563234912176,-0.024290647159935928,,,,,-0.03267514308680463,0.0011528408188535518,0.04377941905782531,0.06517679738143363,-0.018137922958760454
NRG4,0.06269765300242759,,0.016369560434094883,-0.01600781889378488,-0.02669893887580957,-0.01693608161481712,0.011983027061213524,-0.020969226745823653,-0.016720711368507793,-0.030841649749484366,,-0.032577669213658296,,,0.006941934690299407,-0.015632038670546557,0.04493615868565278
PMCH,-0.019624079310180703,,,-0.02218039261547374,,,,-0.015976342176150203,,,,,-0.022247850832599576,-0.0024548301987519995,-0.010435644677442948,0.01656856628732367,-0.03493168122914123
COL9A1,0.0967022152877297,-0.037763807072190334,0.04989638905131821,0.017339538827182928,0.053931423104214934,0.09430262111956816,0.035416661437100226,0.01085693796121951,-0.009467744127952314,-0.024159610389400246,0.011699066215461552,0.09989965812401279,-0.013658273152202935,0.056708507409564686,-0.037691060059614874,0.087630709568268,0.012023574478820168
GDF11,0.09553480994295949,-0.0469331069462891,-0.0034792551650912025,0.011807210983886077,-0.046091449348926984,0.07611432806256428,0.05520916035195456,0.009737383002583444,-0.014219132021910122,0.004544294901337705,0.02260815485908975,-0.07671121261375942,0.03003250124175312,0.06702920973592581,0.010902340942078976,0.06534951769029748,0.054393170022115515
RAET1E,,,,,,,,,,,,,,,,0.030623160097296456,
IL24,,,,,,,,,,,,,-0.016587461475875278,-0.0143052631116219,,,-0.030494391940547646
SORBS1,0.03465176421471062,-0.0465740406334621,-0.05062005818233039,-0.00021629520563220682,0.053218488583887426,0.023545893479446793,-0.004149892989095801,-0.017386040238069774,-0.013314419601107066,-0.025224582624520864,0.08309574805267807,0.009167793829802711,-0.031294374746342966,0.03903648196943751,-0.02056085028931959,0.00981240684105625,0.007425775795867867
DLL1,0.07737580099210102,0.01929796885590066,0.0984348612155256,0.05645090996884165,0.004502717937091561,0.10189487547517742,0.023033223169308736,0.00973146337461389,-0.02409758858999172,-0.06458032874476224,-0.019634214235085035,-0.07283743364011877,0.004362215632422818,0.10394928747781539,0.03568038612826946,0.062044330597123325,0.022030515595789953
TLN1,0.050597935996314194,-0.030508814627537177,-0.007249213345717152,0.017505922833790648,-0.07538664613030327,0.0869507643639538,0.07140157382645751,0.07580505750292538,0.0150554797454312,-0.0036622030694020685,-0.06477971658612067,0.016076838768515993,0.02060263959478444,0.019862112738259,-0.008249695979513569,0.02172746942616796,0.04809778326292263
