,UKF243,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CCL18,0.08891995528132544,,,,,,,-0.067567083161685,,-0.023735730876174886,-0.02997575056588336,0.03933372261129632,,-0.025794354411038247,,,
CCL17,,,,,,-0.02006965060264412,-0.013513116150269098,,-0.011622143227069176,,-0.018965789469520787,0.0848417113252639,0.017907557504297445,,-0.015719024101742075,,
VEGFD,0.07314973250181966,,0.013937377635780167,,-0.04134265766641476,-0.021382515202714374,-0.009912034116086401,-0.03361252536455252,-0.012455810873006085,,,0.026869106524910667,0.05673782962163443,,,,
TNFSF13,,,,0.057580548711522926,,,,,,,-0.0363925012867275,-0.02896754617822363,0.03960391830623431,0.12132117102305973,0.07038739776089936,-0.012544514902017205,
WNT5A,0.01673160219385293,-0.05524734361086838,-0.032307483876890176,0.01322652809150019,-0.15062654814965992,-0.023826117669252665,0.008715496203296216,-0.049397161605862654,-0.04659306241177118,4.685101062081878e-05,0.051123386732192196,0.019152316924907316,-0.012167296025417863,-0.018338247695285227,-0.04743053683774626,0.09486848655216776,-0.049369390545830207
CXCL8,-0.048340762254546615,0.1882598591308581,-0.06723645137919546,-0.044346359345795575,-0.08220513542586602,0.0005340575843590423,-0.009230517158471391,-0.0765917062766595,-0.03744985725303289,-0.04179049123771796,0.10897065720188685,0.038340747734031955,-0.00896002373674813,0.04054227399259483,0.030952943218914335,-0.008987758716999762,-0.056162244940038616
GRN,-0.04734129287109514,-0.06760473066661414,-0.066025671725232,-0.0033340510926639774,-0.16550291862382746,0.00714504654565275,-0.007693038102987176,-0.053966628501550984,0.0025904306905140655,0.022073709148980852,0.007759803780093453,-0.014682766523337708,0.025095648141797537,-0.003910079827890293,-0.07424307779824325,0.07331979190211596,-0.10841494509265913
MIA,0.03353844377829919,0.08604482815493657,-0.05050477062847475,-0.03058344339363029,-0.06355043870258006,-0.0036574549626531244,-0.011272851352100294,,-0.017058803810005095,-0.0031751468449913956,0.06673137343100277,0.0634868158293928,0.0443648610137001,-0.010805484027136346,0.010879018591307094,0.005628439875372011,
COL4A4,-0.012005511962796107,0.13204825158442746,-0.0035554419502000782,-0.005081240630473374,-0.02431856546926822,0.08577382987598624,-0.003626013947709538,,-0.016547672561946204,0.043022177574176756,0.019901745813279286,-0.02955928279659928,0.029917505045219173,0.03325441422499752,0.03704435610476319,0.07097960388391486,
TAC1,0.09356469514395804,-0.08072841476372224,0.17661204112439288,0.07003946185416758,0.244789560734772,0.07711883615308371,0.0041115351713965865,0.04468297260687982,0.021607597275623044,,,,,-0.007741024393051989,-0.02066425555938647,0.07256089777102723,0.19583708435094763
RARRES2,-0.009815022533055972,0.114385938957003,-0.12910904521144229,0.02107343832239848,-0.21208811699743124,0.030878666592861006,-0.04526306193095325,-0.0326489378664951,0.03792622325325488,-0.05106000838719029,0.11657603313187076,0.06175080076660425,-0.04255741259913566,0.024133753301620986,0.039728201057142025,-0.07273206221848869,-0.02453489041005139
FGF7,0.13781960697226833,-0.017768613644205455,0.07078599324032374,-0.024511677219675447,-0.06280336818023284,-0.02781085870223797,0.008535594184299654,-0.03235160177817798,-0.005615942851394972,-0.04156902205978659,-0.047261030611055736,0.0339354078468701,-0.00532556724554128,0.03113214765406851,0.019137939871118934,0.016484815949298622,-0.019623339741864077
EFNA2,,,,,,,,,,,,-0.017546144037476816,,,,,
HBEGF,0.07179771312929763,0.12040268484600808,-0.09347737406314802,-0.022267922047460427,-0.026145317156156825,-0.059986436334248584,-0.0019300261015644036,-0.04255443766422477,-0.0019617828222324224,0.0645842934333087,0.04917375322750766,-0.01531244419372404,0.020230148237966077,0.015059174261424974,0.058628562284043874,0.05867209841583992,-0.03257764658583313
CSF3,-0.04187269167978603,0.046760323956191875,-0.015430074062566523,,-0.025728574192224643,,,,,,0.13820698735958728,0.026390916554820416,,-0.0269691812972693,-0.0165497074334533,-0.016108600163242587,
PI3,-0.04960444739166413,0.09956427408550977,-0.05335042268254945,,-0.028970714120867904,,,,,,0.07664276763227286,0.00713070576724741,-0.008309583106850107,-0.03462678743477253,0.10331191142979901,-0.05003697695538844,
PCSK1N,0.1001344700785884,-0.14080291903685163,0.09622817668701537,0.032773646678047275,0.15680880012819923,-0.021806886203072445,-0.010823042015946102,0.1320617387169392,-0.037577813813837374,0.012564450609013532,0.0009242420499446884,0.0048684765870238705,-0.020634329797622794,0.031801158783332846,-0.02811950635053328,0.103817712522966,0.08952333926229106
NTS,,,-0.07030337586753371,0.15861441467181553,-0.03162351260754792,-0.01176289681192019,0.008463797200492685,0.0047178755221075775,,,-0.044245212566468156,-0.021376646893297973,,-0.004341572125882487,-0.024507859970689674,,
SFRP1,0.09343283781159761,,0.0976929815412932,0.00598885164484617,0.0033912467624441227,-0.010663452132389393,-0.013513116286357277,0.007702448238030577,0.04620242613067409,0.03205936100216001,0.005530264527485724,-0.02473418190714608,0.04846708999292215,-0.0034573264568237027,-0.02393835939420963,-0.011083979143823806,0.01459560885695039
CXCL13,,-0.034200145638485266,0.006379649016365523,,,,,,,,-0.00010034993849417765,0.07494481450573919,,-0.01702971379815728,,-0.01974353762875132,
MICA,0.07120196622117606,0.06344701737615051,0.03699967557955017,-0.0051602753266350165,-0.08448624087016654,-0.05204159890474175,-0.020458257458419518,0.04525228139778711,0.03922371539618032,0.0284725057799861,0.05964496437825511,-0.00922770818004321,-0.00696471402331136,-0.030625038409837567,0.031214438461271934,0.00963316401559738,0.0551980062768309
TG,-0.03337921864371895,,-0.022232845286471244,0.05829308488309517,0.00814615261646031,-0.02021941347647505,-0.009779383475606038,,-0.01745809904562229,0.1587442040146226,-0.02520079248586918,0.12815104127265808,,-0.004801288537093659,0.007020817083221835,-0.026185591491959703,
ADA,-0.037548111577228316,-0.039381649754739144,-0.005695773120185368,0.04804383496239314,-0.13811734244489568,0.06046683083044425,0.05748386215860921,-0.009615650873918764,0.010448723979157575,0.030491061465848672,-0.04322663059174896,0.007920399040331332,-0.03615677355661171,0.0017066244247251345,0.0026566696777859124,0.08728927255909834,0.09688232366490344
LAMC3,0.0023767491918193816,-0.05285590121069857,0.0002384515077697518,-0.0018701058362139951,-0.09112696140248305,0.011209285536883395,0.055939746018679314,-0.002757614928929553,-0.020724165354857212,0.10867264469351397,-0.012233003747393957,-0.025088324399786952,0.0420834002377909,0.014291080002089188,-0.046686225920802016,0.1540666269211939,-0.04254658305525151
CCL7,,,-0.031457863360405666,,,,,,,,0.03456785055750315,,,,-0.017342489149494933,-0.05233875234290171,
NGF,-0.024124047970730752,,0.020755901982169884,0.045631398025360405,,,,-0.030262090007609918,,-0.03527279464113965,-0.03282899991970053,0.030203532188370536,,0.014163187934282642,-0.01244469405879735,0.049355978998990115,
TNFSF15,-0.029844458103154874,,0.007568931065142332,0.0060087429665116165,,,,,,0.088089714383636,-0.027711521227678504,,,0.048766679628841694,-0.03642607340075048,0.0505599138233931,
HMGB1,0.029164620018507226,-0.08483720268765671,0.0446130520828711,-0.006753906269921772,-0.19325914336112185,0.056386289310790774,-0.030646244525781866,-0.02800121817549331,0.014407337012822851,-0.0007139021487192586,-0.0781011374976829,-0.02250860832789232,0.027870799881989046,-0.01261384456820606,0.018414698836097997,0.08540149218193722,-0.07795851065318513
ITGB3BP,-0.06694084072437152,0.010463084748942638,-0.005041404219247223,-0.036510703324526744,-0.14927134909510997,-0.019021051063064592,-0.03257342681127982,-0.04868949168671737,-0.0024072307459773994,-0.005337902796317015,-0.03067323940175924,-0.007598776958582076,-0.008348478963975826,-0.007059929223311336,0.04074121104053601,-0.02560903599841658,0.01046556633909717
AANAT,0.023249968223015758,,-0.0036269365483459484,,-0.023207870186017672,0.013040426288676538,-0.011272851979125068,-0.028450815137630262,0.006278122106948873,-0.02472175866523388,-0.024937049769462007,-0.02361235757793312,-0.039191802026077104,,-0.01834907673973852,0.029685177578017523,
RELN,0.164126816764364,-0.04332411267918619,0.06446993222259971,0.0031137594319933506,0.0714986595535399,0.04046724699757644,-0.03713030618529478,0.026010056425643614,-0.017259468397824964,,,,-0.006606986438013434,0.015545330860212469,,0.04184496104400876,-0.012720696414984268
IL15,0.05285876372195321,,0.006608989870129436,0.05075607730836614,0.011091302777270102,0.01559830723307933,-0.024229053237619255,-0.030751959788270333,-0.014458998384819262,0.14623398885794284,0.004821277871139119,-0.022511955553927026,0.06226003934998462,-0.03126721976515367,0.0059882926203678076,-0.001208702913459859,
UTS2,,,,,-0.06502170467372405,,,,,,-0.021235722961228855,,,,,,
BSG,-0.04002141902987228,0.029734563835048612,-0.05227574387401541,0.04643753663463549,0.09213627498576925,-0.021160956793904232,0.006318592055823902,0.12387524691145256,-0.00854640007612551,0.0851742575614265,0.168331359556303,0.08594913605448652,0.05777396637672325,0.021333590303990353,0.04685064927946352,0.02679160452536241,-0.012369855512500595
ADAMTS3,-0.017331717151648204,,0.03575009010277879,0.0111379083146277,-0.1610844689995158,0.039941149662478685,0.006913259170264576,0.003101671234750837,-0.009766389226234538,0.0197278084569773,0.035280134436024825,0.02259667607838055,0.01127911219234022,0.03587881671212487,-0.008315545414425099,4.073039774001065e-05,
CD34,0.050923421948104286,-0.04062797931872218,0.008973697242241337,0.0030099107475954935,-0.028319092431599725,0.04468589351944781,-0.02109119997142331,0.03305309820161547,0.025609736208124033,0.025360989544204838,-0.05432737796406521,0.013812468893840302,0.039792546242996815,-0.018786761531687124,-0.0029353544803958354,0.06524711178997762,0.022202228594765873
CCL23,,,,,-0.026406872264774266,,,,,,,,,,,,
PLAT,0.016862184618299265,-0.15891180285306955,-0.011725250776109645,-0.014418507265289277,-0.15341947227407993,-0.0518558128548195,0.015531078384173383,0.027731476008092632,0.005057461502602477,0.10992217255254091,-0.06629834789882892,-0.03959777869449455,0.03617606388493329,0.021338072833912782,-0.038697926559178655,0.11121652604963192,-0.07242586667239784
NTF3,,,,,,,-0.018197072284131074,,,,-0.06770306333094245,-0.010115871004747009,,-0.007814340488894057,,,
LTA,,,,,,-0.01751254455450856,,,-0.014459000169644772,,,,,,-0.024695092019456605,,
CKLF,0.01712464158700993,0.005946126753485154,-0.03521580782876803,-0.010425433002044487,-0.16306684286727915,-0.00019501341242012245,-0.02507359812023898,-0.11801707983098127,-0.03203700422770596,0.09413016530322016,-0.01422078647130088,-0.09143452404162365,0.005864929208835357,0.039516527979914694,-0.03959599049946784,-0.08334647047737803,0.0035488936736240836
CD24,-0.04914726861954273,0.012406793200752164,0.009813520803069256,-0.01207827446542733,-0.0494596494233024,-0.004248738729678789,0.006238691924133328,0.008942460979828652,0.01036040016936885,0.0734556605951587,-0.06955476957934216,-0.06951244082681153,0.13122138207191011,0.020516187117800497,0.036964419858454896,0.0024863417479710037,-0.01562057971474421
HSP90AA1,0.016767154476995345,0.093489223918531,0.13578586471614543,0.029516711110786003,0.2166338649630994,-0.058924575163077815,0.018412488770913647,0.12314218848785718,0.028358899196334483,-0.009686824599982307,0.03355633334725886,-0.029694001922873307,0.020818023351101507,0.015133254181303502,0.003638593362817964,0.027870887332052608,0.007318139139699227
BMP4,0.05462109104087339,-0.060271220724624645,-0.00429363866476235,0.02040634666922656,0.010737662150581058,0.008680279733294868,-0.02672022471452976,-0.02055829576366717,-0.012320561534062743,0.029298032469754726,0.011841388782579605,-0.05811227869227327,0.020561459710999184,0.04375314142779416,-0.023284565211400973,0.04856800638085775,
SCGB3A1,,0.057115737439815996,-0.02499274753503453,0.004126738624246684,,,-0.009508760900656601,-0.03799414210230991,-0.01008929910609789,,0.05253745846173261,0.016784324384242714,,-0.03477906231301037,0.03172844407996432,0.05123702884576933,
IGFBP4,-0.03446216087654657,-0.09904723605909255,-0.01764318622206959,-0.0247222396121746,-0.05899589135838716,-0.02773904466601672,-0.02695819171998448,-0.044765808838240426,-0.033615911580576203,0.020113795584240507,-0.06874312558703226,-0.05139606355378302,0.0672467157083755,-0.02419245074679429,-0.023666286744096588,0.13422167965032042,-0.02111396843956125
RSPO4,-0.02946999788471364,,0.023013506504438258,,,0.007462572583999446,-0.009508759509785216,,-0.020056909542139685,,,,,0.10323058464038982,0.019262026590599005,-0.04154131996063,
LEFTY2,-0.04936243708867026,-0.09761017431353868,-0.004710248359078381,-0.003675131676780796,-0.11423526290095112,-0.017650017688193312,-0.010426471097163482,-0.030262090007609918,-0.0178494742365997,-0.00830202856360056,0.01322580662651247,-0.020174913177325074,0.04988785346880219,-0.03185266955036815,-0.0036249730041161147,-0.06345211479229454,
PF4,,,,,,,,,,,,-0.016082255786490147,,,-0.024695086304829143,0.08343734877066297,
ANGPTL2,0.04045274841070635,-0.10122231618804496,-0.04012280411036109,-0.03397880354992763,-0.1361060827415231,-0.028715676921542282,0.04724472639783507,-0.050290094968670145,0.013178915607292414,0.0867195476405848,-0.007884379604837746,-0.017432987437013613,0.024090360319601094,0.0016275562240728573,0.05071160523038234,0.12797862005187097,-0.10400602414375319
LRIG2,-0.00657426564575168,-0.031959140327795066,0.01925243253594267,-0.002064749075158586,-0.06183204642631249,-0.029737113782814562,-0.030472186252656797,-0.014644093189121741,-0.024977446711218546,0.012047853551473623,-0.02853070392921521,0.0016857467176990002,0.02627468662858482,0.010293478788460018,-0.03271136716358944,0.01768326307297245,-0.014859735608025063
ICOSLG,0.006464056448584976,0.0007945814974587532,0.017677787766635047,0.008393422694606944,-0.08798536989488401,-0.023093531179151975,-0.018045849865735628,-0.043292890598962554,0.039915291213851185,0.014822751143287655,0.05483620087540411,0.004240946148194097,0.013609457924084148,-0.021145063514280135,-0.011312006834218326,0.03231708593241738,-0.04417636299276689
WIF1,0.14439998430536383,0.09460512026964547,0.12063563281200283,0.06155304105741852,0.3051561610771424,-0.01571762312977739,-0.017893516653805522,0.006056245735580073,-0.0090395439366116,,,,,0.05001811465530207,,-0.024672665857844348,0.08739800644183568
NPPC,-0.03758351251966071,0.10470225666917427,0.1060572491480366,0.003038115537026336,0.09325824417910379,0.0530343057727822,-0.0132148487231979,0.11104127135910792,-0.006610881448256596,-0.029601732370251443,0.03135369244139095,-0.0031344794414915767,-0.037181590281179615,0.01172099861406095,,0.033843234870586617,-0.06633293849315637
LYZ,-0.026214900433696897,-0.05307189549955024,-0.08203209553809725,-0.0014408492808703779,-0.09163797840900714,-0.014870737232019912,0.0025813869291929315,-0.006170438328516884,0.07380391019572813,0.0561708993188962,0.022218927969375087,0.003467758933442606,0.03518799583217625,-0.004785907950012904,-0.047303276646182855,0.06474698869059595,0.016264645073249248
EREG,,0.0727908132430098,-0.04059273475435413,,,,,0.041845259121621826,,,0.013094848650642307,0.02703281823051206,,0.022400726867495238,0.031605277808853686,0.0057739797490903005,
SPTAN1,0.0679014677783361,-0.13630910241251848,0.08602809061025792,0.021500365720326202,0.08813643722251095,-0.05923289132903427,-0.009750920089868869,0.0929746556871941,0.021913981826652336,0.06123051850736447,0.018107869537222713,-0.07099780608475896,0.04582633894479413,0.028703132150359578,-0.036859097911186196,0.07778678217861806,0.08368539138356391
PTH2,,,,,,,,,,,,,,0.12840289158875742,,,
LIPC,-0.06180841236294471,,-0.0279273788977146,-0.007354472048342687,-0.011624173500047569,-0.03808034086639723,,-0.015298663914753388,-0.022713737138482223,-0.012278046585775365,,,-0.012366976698094192,,-0.031223936123242885,-0.03006899972579946,
COL8A1,0.01256206826569861,-0.03993931724541339,-0.016056206491067655,-0.047743880658409135,-0.08139215655369639,-0.014709814898301485,0.004721257299419536,-0.021261127240355032,-0.03769711830155696,0.013927880753929074,-0.014534305885865482,0.05928934706229489,0.07281437445842848,-0.03160140534736066,-0.10666139990772583,-0.04564742052584015,
GSTM2,0.014987153269822045,-0.03543263715328617,-0.03115725950869741,0.07931436002367298,-0.03492956023623175,0.011305252047577279,0.005484709954698753,0.08478642187599235,0.010672493404745262,0.0008249531308282791,-0.033992644832109384,-0.012654620413745935,0.07033422346279312,-0.018320706454285646,0.109939311751585,0.019222802575912426,
SPX,0.0826807669603539,,0.09268568917367973,-0.07255547318562199,0.15287016607043125,0.015595176358509577,0.005576642437144984,0.01768029836987763,0.00960430773967291,-0.020193409284100124,0.0009124348487651182,0.06398665291574249,0.018630672546841448,0.02423042407222647,0.025143847960409187,-0.05769458482630505,-0.10657270844862929
MFGE8,-0.05943963017196434,0.03385392482790524,0.038963303044171047,-0.03844393084444547,-0.00212562559519541,0.009163971942402824,0.04981849187868365,0.03157378826762197,0.011828319369162218,0.04159962378344193,-0.0349851585774231,-0.009092121502536302,0.010752079668383617,0.01958546034641764,0.0664534907636469,0.0907181913576111,-0.007501803986754035
TGFA,-0.0738767008593892,0.007944599398024083,-0.07709917171712638,0.0074725560970892195,-0.09559541076706406,-0.06382522299432532,0.0283010261625645,-0.051845706134078046,-0.018595200088369575,0.01206900845416336,-0.027252614468445135,-0.009270057328633965,-0.01044368615618082,0.002415071842154394,0.08767351104126944,0.042764416966156765,-0.1010069185126599
SLIT2,0.20650810486278584,-0.03742008753506316,0.09307551158705113,0.12400966150129615,0.10648987247080392,-0.022432982903791494,-0.008763179425204881,0.0010857954199279577,0.001319855005531407,0.0752455613464218,0.0035743476337434326,0.021878558031114825,0.04599864589810599,0.02152332595306182,0.02270501580958215,0.07617839285432298,0.14100429905538378
PLTP,-0.04757123202636187,-0.10611860247089026,-0.12287458423310384,-0.031424021195142524,-0.17540659260528568,0.05019018743550981,0.00475713494582703,-0.1030940606154057,0.01729600386064097,-0.06113028734260329,-0.016844779500767883,-0.035228266320249224,0.08370649563478086,0.01481256279779253,-0.03725459973429444,-0.04565663938296124,-0.022302797482497926
APOD,0.020617895141961495,-0.11495985349828272,0.013038808847892725,-0.033616153892169445,-0.2078851313422024,0.019346232888462746,-0.002503760759071247,-0.05361384228969491,0.04175726553171137,-0.03858352283064767,-0.04542387555080206,0.00883277246013847,0.010069867051148644,0.011638581495694302,-0.10440790292215345,0.01644183628702273,-0.09726846725830604
B2M,0.03884855853184957,-0.18335050262663274,-0.09837893080796387,-0.10054804103296125,-0.2283162137048334,-0.036319071599033956,0.03175292192584278,-0.12240132270226438,-0.020165296101363007,0.01552491239826219,0.05626413001771836,-0.004796448489071476,0.004984490372516872,0.022935559221414582,-0.07344837579714891,0.0395836051444467,-0.08039174161236738
OMG,0.09999065491568887,-0.11730626411988303,0.08721540163583215,-0.006912625088742986,-0.10551618246106727,0.0774590103659621,-0.0016981348222432865,0.014065647735579547,0.08678774983067845,-0.030961970583096073,-0.06849201948445828,-0.031123395013532913,-0.006192144896851053,0.00709995008720341,0.007912330503048192,0.1027645013464835,0.011498384060280255
CXCL3,-0.01636382004999497,0.11624882982346815,-0.053710696971602974,,-0.03047082415811238,0.006036746060794176,-0.010172362745379167,0.00513378623694183,-0.010413098450277113,,0.07481465735657693,0.03116766102107712,-0.02759888586060459,0.02257686175946471,-0.009849960727799074,0.024174893524551582,
CXCL10,0.0388213404934889,,-0.02421866172782362,-0.031080056405653568,-0.1254500703740075,-0.027470368925958905,-0.015452563542760813,-0.005660971747429547,-0.01654767360735165,0.04890748613552465,0.016226873243856063,-0.021570967199163477,-0.03718158623829381,0.04342382126841915,-0.004531646132557958,0.009548704843028194,
RSPO3,,-0.04709996378236462,0.24839077160303408,0.013419329022672528,0.15463350057761832,-0.030763019881243293,-0.013150024566423944,0.023733812236222458,-0.01088148718772617,,0.0009296760202929782,-0.007704028694630369,,0.04499538592040622,-0.01759923532845483,0.02654013385955712,-0.023755184922795845
CORT,-0.03304105990173123,-0.06250806892157791,0.008537716176502912,-0.04371331450589309,0.24257257649203703,0.04023361003993452,0.042250101638798256,-0.021180568329668366,0.017666077563381965,,-0.03241241774469733,-0.01682926328215762,,-0.03895429043192757,,,-0.025366689895776624
NCAN,-0.029575471411230913,-0.1104471198869288,0.131223672998755,-0.02625748594818915,-0.13448215471572994,-0.021478134911625386,-0.001672616268998515,0.0976250911467933,0.011970178909430893,0.051060133862594385,-0.12242652204652894,-0.003139463244382329,0.049638049852175826,0.036148864480005614,0.013366736995483065,0.048812070831382844,0.0006942954987646246
PRG4,-0.04509328904813624,-0.031082191496309013,-0.019995890697868317,,0.004992669018894228,-0.026029694084523027,,,-0.012722257298639222,,-0.03113362082647763,-0.024832607823530327,,0.02389754087419759,0.002274585166141008,-0.02330664370156011,
ZG16B,,,,,-0.013029829113980047,-0.013915306410769839,,,,0.07782525210686066,,,,,-0.021944352426968055,0.06361347891310094,
TGM2,0.05539384589305358,0.06861137602091194,-0.05876408055598116,0.0396044534335558,-0.03696876077376874,-0.009823525583843955,0.0005188778347827138,0.04503749160079961,-0.011798941977004868,0.057309159159863426,0.035878237688155706,0.012857119270586656,0.07166539683527405,-0.04329160141504884,-0.004772223278530994,0.06589465620700571,0.06257758452849516
VEGFC,0.11028158550432644,-0.029349960676136995,-0.030780301781697605,0.009189273523858113,-0.014238041198417485,-0.007035793631817174,-0.0157719101088501,-0.03517772142005451,-0.012983570680698471,0.2210754653235263,-0.036581788350491064,0.01783249792862608,0.08978515077925656,0.0388875717566432,-0.004228005024382301,0.03990349482337557,
WNT6,0.01613883358629592,0.07596440099323337,-0.0010995036060619196,-0.03534676287850791,-0.03246333412711421,-0.030968018091163375,,,-0.011331404859700585,-0.02613568860034235,0.11776298791364091,-0.031277938014583145,,0.018342460312502255,0.03736115538979246,-0.028685833537654904,
NRG4,0.04631588651634459,0.012451220056713244,0.07534145850736197,0.07092883850705456,-0.020952338956543057,-0.026733556703809398,-0.04547828275518929,0.1336542298636279,-0.015146849592399227,,,,-0.029231392528416566,-0.01917383861223422,0.1707047082982519,0.030766441437276342,
PMCH,,,,,,-0.020368154470485542,,,,,-0.028892408337607086,-0.023612356740591336,,0.10659564800050912,0.09015711633449666,0.005208517152622735,
COL9A1,0.05319361551556356,-0.007409545778961323,0.04921548953469263,0.003052794768805051,-0.018512715828855986,0.036031432165208904,-0.020142533238819052,-0.03069928703520245,-0.017259475017928287,0.04705877890207681,-0.059587422937832424,-0.019695827820271992,0.05506080262293209,0.006501433787210769,-2.8063191206466173e-05,-0.024142467309457974,-0.03864965909338566
GDF11,0.07648714202646911,-0.08953186692607219,0.010887684935056935,0.02342638982886688,-0.12596177579657358,0.043188488624964966,0.035062046808523616,-0.000718311533173108,0.03750006292361846,-0.026760842599202736,-0.002974592397740542,-0.008811691469928029,-0.05270500114079465,0.022986262998507815,0.04811300055735908,0.044384460056259456,-0.007071591886096306
RAET1E,,,,,,,,,,,,,,,0.06736881603894525,,
IL24,,,,,,,,,,,-0.021541483438169765,0.035713027994444625,,,,0.10053027380313248,
SORBS1,0.04754494253065459,-0.11125667169901503,0.022145998529669836,0.0032743260064868893,0.024961606794835074,-0.004184259825166367,0.041766240666608036,-0.0229930285694477,0.01769103536876354,-0.07140443559403495,-0.015691491248202852,0.01714367655309642,-0.016584750090038364,0.028702367025626396,-0.03537745152213675,0.06054271576945132,0.05881070532300856
DLL1,0.020653584040903915,-0.029414715445003393,0.06198665591670251,-0.061994735330207225,-0.08989351824297144,-0.00999328131408965,-0.029878364025935515,0.037291739158343516,-0.01604711328769767,0.007259624055022319,-0.05051786722545985,-0.05085290825735441,-0.015469714573392152,0.0894969656785044,0.043013538659981795,0.04021235308543226,0.05387874135377076
TLN1,-0.04949242525252157,0.05628225989267736,-0.08664172999818955,-0.06753186253692914,-0.21876317449130567,0.02726236025261567,-0.002562942790513039,-0.08322195844710459,-0.017162647082091333,0.05413501242616259,0.043825346271621025,-0.011957721930706532,-0.030490750175930406,0.022971000283893424,0.015999291669572882,0.023769753680549264,0.016852736811846628
COL2A1,0.04283264081657513,,-0.0178593638056937,-0.01858286955672878,0.036002473270211915,,,,-0.010571432767552718,,0.04061343707890737,0.0010787870452956677,,0.057202810265759095,-0.025612835780195922,-0.012449543743766738,
SHH,,,-0.0452746955779878,0.10901361723271287,0.07334676527778722,-0.02372924611400857,-0.010917753329345716,,-0.010089298224230341,,-0.0060632551359531845,0.07488204368767507,0.06897248641040184,0.03818432617369025,0.05518757713288225,0.06389003998771207,
