,MGH258,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
LAMC3,-0.03375529471321916,0.029219677924568494,-0.019409947256997708,0.10265470831173124,0.14428867246085522,-0.04349866233367078,0.015547936294369357,-0.005422749198868089,0.040509329808270406,-0.006250166464291076,0.03311864905533525,0.1294109317843966,-0.023423090789131146,0.03499163303362796,-0.021389291626029244,0.009688281676843104,-0.057292226855299666,-0.02007477496562548,-0.026437096944932025,-0.06757479106440215
CCL7,,,-0.01036756340398213,-0.06684121072984357,,,,,,,,,,,,,,-0.014042011104899844,0.0013378226390410766,
NGF,,,-0.02375473575854388,0.005355975920815352,-0.009684930601075985,,,,-0.045752656050013316,,,,-0.019301828343573454,0.09697452117782598,,-0.004427446403202462,,-0.04204135802857261,-0.004764880712075625,
TNFSF15,,,-0.011544788921364697,-0.015012489852740103,0.04476433651446848,,,,,,0.01726909323050566,,-0.049879598116055426,,,-0.015280422662845954,,-0.03710142447682301,-0.03699423891238395,
HMGB1,0.03414385870616511,0.007308024671759213,-0.055039147189386864,0.08034689550075327,0.14912789026247958,0.05008697488766532,0.05810260519194952,0.020217214516532214,0.0919874569536989,0.015716752444173403,0.0001518852124168772,0.03981208840500159,-0.029219920092782826,-0.040449883816504086,0.041179379190304344,-0.06296721238591857,-0.08412712699958476,0.05067669917961028,0.006395733842893962,0.09167268552990729
ITGB3BP,-0.07053066124642532,-0.008319699712833376,-0.009604811129320559,0.05576480290393624,0.27648680724732794,0.03795123742754365,-0.02931327265284085,-0.017856117887483557,-0.048150964788150626,0.055429352715613736,0.07270183176795894,-0.04376150420669969,0.01825987663899636,-0.04653604403775788,0.03410207677942484,-0.004939475028572171,0.022851528281113306,0.006192456468556558,0.004929213017083005,0.013311478116916806
AANAT,,,-0.010504578313435669,-0.018036713067412228,,-0.021291987912478594,-0.018533369608618788,-0.011612659162271985,0.05486128116168791,-0.00011082606028989028,,0.033900978863950645,-0.05367813268466378,0.10521061995126474,-0.047927933613921885,,,-0.014857033331433366,-0.03836230832717823,
RELN,-0.04600638868898545,0.02152389441858186,0.04375311135727471,0.06336921561741189,-0.12123129689005264,-0.06247737311032323,0.048539958406621196,0.01681953697495367,0.03317478385753679,-0.01564190801404946,,,,,0.05699976593082206,0.001191580445156363,0.17464792422427503,,0.03768481044808524,0.07819761245358474
IL15,-0.07524769840670968,-0.002329374631939537,0.006819497578875347,0.0167242269500387,-0.0366648390568841,0.02346797838561192,-0.046268560848508895,-0.02495941023567425,0.0006664231847613334,0.009123354526675138,0.009865891278577819,-0.10543814577469483,-0.04531053129070598,-0.024501099099167516,-0.019227007940424416,-0.005192463276498981,0.08623969772148027,0.011397633311165754,-0.006563399513100324,
UTS2,,,,,,0.033952392751541174,,,,,0.0864890093707733,-0.007938337993016619,,,,,,,,
BSG,-0.09066758667527346,0.019688661675651795,0.05080758326026261,-0.031593596431285884,0.13696764675529194,-0.03947816569028923,0.006781067652761295,0.010877740764133692,-0.10958682714069248,0.01698765265909549,0.13702059972369116,-0.02232639941118493,0.007251904939875411,-0.06255940632082072,-0.09823410637583879,0.0030975346859731727,0.014754538214574963,0.009917382538408074,0.016370995502822082,-0.016515739305518858
ADAMTS3,-0.01705138374961627,-0.03527985311574392,0.02845904038779787,0.05399527213547922,-0.05551878768164531,-0.003736119714520149,-0.025741862803498942,0.05029763737226284,-0.05701061966695077,0.07039200314670428,0.055086662663561825,0.008348811553099515,-0.018247639245714244,0.1307789239586214,0.015363032863658602,-0.01469243951177697,0.1326064767600894,0.07484334791734909,0.03459826691481568,
CD34,-0.05690196008930055,-0.03327736649131803,0.0386460480532203,0.06441317721071364,0.0633958572595695,-0.03910212700556944,0.029217858790640455,0.08661399939238781,0.04115277492973031,-0.00248538183042943,-0.018098437669725083,0.1017340570086646,0.033740004093139105,0.01749323921760711,-0.0023268266828719527,0.06417337690999965,0.08052280471150006,0.0076407052431138696,-0.05210614430372995,0.049050300222973964
CCL23,,,,,,-0.00835870845025673,,,,,0.05751113813569409,,,,,,,,,
PLAT,-0.06012362689338423,0.0012130054463455385,-0.0474203877383363,-0.004059374351637323,0.3212299510742006,-0.026375582939850834,0.03947230634703581,-0.02310205862817766,0.02945442694574333,0.04615882269832379,0.034592792016561257,0.06851335192925433,0.0029714639316404425,0.033718989930169044,-0.04124943057109855,-0.09229452769728726,0.06347526660320933,0.043942905004367525,0.02831782025410317,-0.010804036184960262
NTF3,,,,,,,,0.011167652394985603,,,,,,0.10120997599045112,,0.03421335534708571,,,,
LTA,,0.0879493733624315,0.008517177544196461,,,,-0.03867152625845466,,,0.028542220737978255,,,,,,,,-0.019995327855449874,,
CKLF,0.03535557329841665,0.02225273095281222,-0.051644530562298986,0.04186629668184358,0.26942540300966067,0.07065497362583718,-0.003966028283877552,0.010460950811810053,0.05295822797672535,0.09977266995738607,0.08960072044312763,-0.010119852381156917,0.05311458768502435,0.03131853218741101,0.03760253999916199,-0.02800753795435179,-0.00655012725237098,0.04487174670026888,0.014274914349412464,0.10621476075911145
CD24,0.14538733214683677,-0.0016032897685163898,0.046823629828007175,0.21649582760854466,0.17360464044674034,-0.06066188051152117,0.036626696426195475,-0.024481031243470987,0.012282190607212784,0.01656534251310971,0.02156447818535806,0.044140150856637445,-0.036330829259965856,0.046271877782004756,-0.014227467070469204,0.03535559238275172,0.08007223296960574,-0.012321477237911917,0.0954052107863661,0.10555253054446274
HSP90AA1,0.08656471470218093,0.04084645340764441,-0.02907601136395056,-0.0146821938399011,-0.2779450682479159,0.000782373561545187,0.054237663707253414,-0.01552970767634873,-0.1292141570776831,-0.06405813103287286,-0.13066914943261923,-0.09030827457208802,-0.006587248109887317,-0.10682009340520067,-0.09980900796261255,0.00038909874545600296,-0.09838034013128169,-0.03234312066463064,0.04526309751218175,0.0848018699399768
BMP4,-0.030789085844031578,-0.012695532789355108,-0.020418735887211274,0.056902652849013136,0.26885454537982734,0.015337940042711388,-0.02501299302941816,-0.04270351385725235,-0.010608340002639743,0.009084361976501178,0.03536041848900827,-0.038876476424584465,0.04202847415759748,-0.014964313367513728,-0.040544582515569,-0.013765192636932983,,-0.015433632867036556,0.026506757178837055,
SCGB3A1,,,,-0.08588138123671325,0.05897829996508635,,,-0.009795391583189561,0.00848874019775241,-0.0018148616476677407,0.03277428153123379,0.08784784970740606,,-0.028017889542784204,,-0.019578154938558946,,0.04321955552456128,-0.045645111432198744,
IGFBP4,-0.0371184565475908,-0.008270554568031397,-0.015070122570208403,0.0016540582134819365,0.26412223452297545,-0.007248994720108078,0.009882652430403777,0.062436317920916036,0.08852684296136762,0.06743690520774405,-0.06681817340364339,0.03181554211678497,-0.01985079141303129,-0.06845803145263835,-0.031212485919646548,-0.02592194977383924,0.021136797940284672,-0.017042894780798835,-0.05362651913421319,0.14527450863184999
RSPO4,,0.026310086474235567,0.03558754394922105,0.016407497115857105,,,0.00989273262769564,-0.009795390150391957,,0.03545495671533519,,,,,,0.051099653261021956,,-0.010425191923688031,0.055875849826425066,
LEFTY2,0.035520246395064466,-0.03120440145029973,-0.01956337384356254,-0.010912704251408632,0.17900312894964085,-0.07285044773430788,0.0474549379782699,-0.01074076510015853,0.041451900206494405,-0.009038616108559211,0.014027772819246685,0.07649626627087636,0.04242475154818623,-0.016829265580460346,0.005241880912309723,-0.02906255865886727,0.11395014210055224,-0.046009343427639036,0.04607930665589434,
PF4,,0.08220208715722949,-0.009045494816796198,,,,,,,,,,,-0.01341530203301835,,,,-0.019995323228382694,-0.03789358321333308,
ANGPTL2,0.023169188316520466,0.015171634829478177,0.020187291151014912,0.09061219702234101,0.46212285815291504,0.013293824426639032,0.016030279127300456,0.021602528120474234,0.19088027866081847,0.06625583070289623,0.015355334790619976,0.08804981553841117,-0.010515237781205599,0.04929159729124743,0.000828703128023828,-0.07039021969571241,0.1394644960582832,0.04549170592397223,-0.022142957346122077,0.10686922262321535
LRIG2,-0.07484532477798297,0.04079453894870856,0.020955708196847403,0.04001992184874576,0.20845854252342375,0.07425164796882902,0.0032209837805336964,-0.035917626168485324,0.041049892893182345,0.06958940384021413,0.005371240544633343,0.05890774548475015,-0.06998494714043871,0.050718150796629446,-0.01878700324666962,0.02967686339909716,-0.06707277420537494,0.05106754004359294,0.07845521330231173,-0.0230669264777608
ICOSLG,0.04998195258446725,0.018217956238556696,0.013922187177440641,0.009360769826400588,0.15249329401384548,0.0018666640016474503,0.10496558022893822,0.01179290995537723,0.06183364768878756,0.038861271773318495,0.03814727867495043,0.04405271639733696,0.016807321124347505,0.04388468426434953,0.06801350252126381,0.04013064274144149,0.05232102177039478,-0.005253884181394067,-0.0012564193667095626,0.011474441264985836
WIF1,,,,0.10841798080329905,-0.328256085846272,-0.04070364124419815,-0.017123452410218717,-0.018432896173911136,-0.02970912031973202,-0.0457631763006445,,,,,,-0.0012287572876221562,0.00176001908868608,,-0.014310762168686241,0.10845582851260828
NPPC,-0.0587308680663256,,-0.014031793137994459,-0.010490842208584192,-0.09813593851848626,0.008228851478100112,0.05316814350123312,-0.013613195169035917,0.02414930603168938,0.009417573465900456,-0.051802019197345686,0.04906925341703631,-0.013713455812256553,0.03941514266746257,0.03312508957319265,0.061931880998003216,-0.04303621898869494,,0.07996130690274124,-0.02904601732933027
LYZ,0.0462334850976479,-0.03886310010341191,0.022645046428148692,-0.1980785650918336,0.05815501684971611,-0.01863719063714312,0.05807935911468362,0.008617614401980753,0.08101704844037216,-0.03076798502630943,0.021788202693184454,-0.038303991132581656,-0.08688140853440161,0.047737897423218247,0.054681946074139745,0.0879457230101668,0.06745810364717188,-0.03250752914292289,0.01348896856454252,-0.10601480709879961
EREG,,,,-0.1141887421118948,,,,,-0.03409930381750403,,,,,-0.04262769779165148,,-0.026617400961462954,,-0.016674489441499726,-0.019471806658798295,
SPTAN1,-0.12611022473289768,-0.056505827499835154,0.0005121164466532729,0.05865975601300736,-0.14898751791980328,-0.07863757177288024,0.04434248680472213,0.04336611396430499,-0.13487879998982,0.02520487579621874,0.03814043559084825,0.1047852721570461,-0.0043174539901976285,0.03904855356743457,-0.008388142007389602,0.023842631642390914,0.044556107068263115,-0.015770689620013132,0.09892519500553844,-0.06562328347141634
PTH2,,,,,,,,,,,,,,,,-0.012573124911660552,,,,
LIPC,-0.050598695059290266,-0.025635237973838928,0.05372329224091709,0.07806975777236269,-0.07623945425069083,0.042553260526690326,0.0394561940393759,,-0.01761703427663459,0.06008093838234841,-0.050863025247421347,-0.02655244920324513,-0.026198208247591264,,0.02122899762158022,,,-0.0252816567449909,-0.011279939924560818,
COL8A1,0.09830380194342452,0.013891326474304393,-0.016570072245193555,0.009233068771096645,0.2206288078571644,0.02988242303165154,0.01999875179820343,-0.013160455943210784,0.06997764257344763,0.05888445263952602,0.006922065663742605,-0.04305735983668936,0.005776024134571913,0.014560826409108212,-0.10975364994621387,0.08556985526175964,0.07779030531241177,0.006159938530677143,0.03574611967004993,
GSTM2,-0.043750494108683056,-0.002359831322134875,0.08096718202176854,0.02096432180727332,0.01623970895154258,-0.0021790432872012375,-0.018977459524446055,-0.028951996105834456,-0.016613543506630246,0.01935348285482348,-0.07589938449198587,0.010173463060975845,0.00872294419117731,0.013361199101287795,0.05865478537652617,0.05978083152398424,0.059461500808932984,0.06500353521444822,-0.05978232339163472,
IL4,,,,,,,,,,,,-0.009766732730674231,,,,,,,,
SPX,0.02386590154788518,-0.02013949722120513,-0.015473183712522796,0.021264881273782104,-0.09041017703284808,-0.03279271763443705,-0.020409087592672487,-0.012826789379830044,-0.0858018908745456,-0.006497135046263677,-0.04160270596119762,,-0.0047167968936302745,0.007625008166898196,0.011797562967394482,0.008642624831400008,0.1270899916225651,-0.043692248015322566,0.01740959828282704,0.11935665941878079
MFGE8,0.015171750303991842,-0.024329328981443805,0.011502949778105198,-0.019205924772416588,0.08688575861908988,0.0024267623536039225,-0.008658904139258886,-0.0289159645184165,-0.03457403978027939,0.030491648364677687,0.05293884390245161,0.0327297582979539,-0.0023540565792222823,0.007811558134417145,-0.027669435559853933,-0.0005245722207826241,0.008255037148479425,0.015493354232495671,0.029564368931591388,-0.012015421230585343
TGFA,0.07943900471648935,-0.036636381800542794,-0.04215771540385953,0.16970344854927946,0.22304091458115258,-0.013312617340809697,-0.06058072068360835,0.05890519121744909,0.05411954649821863,0.07099649194320434,0.07955503503534357,-0.007800119718565529,0.10839467448861913,0.08811691412161675,0.03465777891599567,0.017612129017569034,0.012287209711731714,0.031114659027256162,0.04041217103989585,0.04061187169517036
SLIT2,0.043266634463553964,-0.06290428740287507,0.0005234405830633168,-0.026749984627774444,0.011376297800726073,-0.039055782073517,-0.005325627949035599,-0.003390540765919451,-0.10374914988286672,-0.03148052283192539,0.08618146893721423,-0.05443469197045028,0.01988783294378455,-0.0056209031248043466,-0.018076020466072564,-0.012330260434633403,0.03671353787042208,-0.0331692489027247,0.05428267335508755,0.1701190944523222
PLTP,-0.1072569178772649,-0.008231771852015284,0.019768377508350848,-0.14834739072413833,0.1024333908116575,0.055509472127108085,-0.044587236001433016,-0.02076598021680749,0.12159843997498328,0.08605381101270468,-0.05863024930961126,-0.04625011894751301,-0.032055431633662514,-0.08247384966049141,-0.12421660188956073,-0.005430265141564484,0.03277520086773038,-0.014256474544174457,-0.03513764887182809,0.06107424508123674
APOD,0.1501806895374978,0.0021897600899784967,0.0035413225689971397,0.33693844766662323,0.006208924312579143,0.10479440732285422,0.037750144481267386,0.022321523962113732,0.19740334694726155,-0.009586126161418797,-0.1716487835095239,0.02446888116661971,0.0667801253090106,0.10388374619195219,0.009779935514552016,-0.057839293325539026,0.030403751106397245,-0.11470936338328663,-0.028366227119351297,0.02572050126656567
B2M,0.022767688670609836,-0.01064311167686215,-0.05550759184219456,-0.18679653198175356,0.2839754847265774,0.007131291837874089,0.009877970940967816,0.01916955117789732,0.13331122996509331,0.08032544034583697,0.055053305431997525,-0.009273394881549638,-0.029379867386394646,-0.023364091588547145,-0.05846154437317018,0.020840870101488884,0.1342318182112586,-0.014349132214655612,0.04723490699119709,-0.13443812421329185
OMG,0.04124824110327368,-0.009277144584530744,-0.02639093465340859,0.28726310373361785,-0.07044514739077445,0.09653095204368267,0.03063046049812355,-0.030550093946524384,0.08457449637992513,0.0029711222333640755,0.037253229334196995,0.025039872981346786,0.07197940314701064,0.13579245493958442,0.09378277315238785,0.0645763829338769,0.09887009844130722,0.0745771585853757,0.07470528798767319,0.10795478356936651
CXCL3,0.01642563247550266,-0.008942267328321835,-0.019720482814355435,-0.08058741526981476,,-0.01389847561072833,0.0463908198038356,-0.010478996943792923,0.04499695686235818,-0.0015827861881252685,0.08304721581470458,0.041950649825303,,-0.047898318817863106,0.0061198777565673965,0.0251013633917237,0.003697052902495017,-0.026301634115789167,0.010918054073494282,
CXCL10,-0.13928465932339928,0.02209285557057378,0.0034284792670046444,-0.05981948893671625,0.010336987187359616,0.03428824178158605,0.021438541858830075,-0.015918363333229796,-0.018009159091549876,0.010856146305477361,0.008081108828604326,-0.015729153991473094,0.046028905799441,-0.01799380907522959,-0.036430847365678476,0.11324628586471452,,0.02556336369118407,0.08008331865186948,
RSPO3,,,0.09889015153025119,-0.03472152615059982,-0.07984513745708682,-0.000832796846647473,0.004676005049271993,0.0540204871784643,-0.056419524490804035,-0.017312912087738056,,,,0.04666654540334502,,0.0221930346839733,0.023114022291894555,-0.014249895490181439,0.05764783654676822,-0.03018948048167627
CORT,-0.029204950860511204,0.006163559742836962,0.029306805072227042,0.00873844950484427,-0.033899313704829556,-0.04560830240926332,0.03523775296139929,0.05701964700313303,-0.021338114609754672,-0.026518663378828924,,,,-0.014038431730018085,,0.02091640747460099,-0.0049392882541428205,,,0.029033578039540545
NCAN,-0.02682020461427355,-0.06248878130492333,-0.02424798062688518,0.1589120584714431,0.23391522862569625,-0.01828562273159581,0.017025132466853908,0.019544916201531835,-0.05200223089042174,0.08496772406249924,-0.1744666140408219,0.1344798728028146,0.004049538155894532,0.09837178095198333,-0.0980992428929674,-0.0067472851921115745,0.08469638271547014,0.05521011048913003,0.04226088791967901,-0.015345807784325791
PRG4,,,-0.010367565019612987,-0.015507547717192009,,-0.030287087217503533,0.012656497398889539,,,-0.0127439825017938,,,,-0.02071456508607484,,-0.043173614203388014,,-0.019535785873908824,-0.05274270531486696,
ZG16B,,0.007208623283801548,0.011729531681256667,,,-0.032699777763357724,0.018860616831152328,,,,,,0.05004972724296701,,,,,-0.017768086104196605,-0.03232711283973165,
