,UKF248,UKF260,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
CD34,-0.007067968771688091,-0.010637634311496653,-0.009909088841769342,-0.03202718406560532,0.0277074960531412,0.03589055325890782,0.02626321395065112,-0.008666029894506284,0.002738116387819716,0.008380102409771628,0.014155179526686327,-0.01920445289410865,0.031174670799895044
CCL23,,,,,,0.15876179944998037,,,,,,,
PLAT,-0.0028243115457423375,0.029846498261042218,0.055211498659770035,0.018259322753239677,-0.0009954268154050163,0.08344380549577043,-0.07053834380696627,-0.06549826914175981,-0.00910939924647823,-0.00522684038135137,-0.008065354950331659,0.021365312997354884,0.008289003398030527
NTF3,,,0.020186579634497413,,-0.01875931559080541,,,,,0.03910938843588252,0.023385525002110486,,
LTA,,,,,,,,,,,,-0.02631256190657247,
CKLF,-0.045532577346886254,-0.027222525141487704,0.013340337234720123,0.1975985190308259,-0.03267262821788849,-0.06556932265955734,0.042094265549032825,0.02725805815476628,-0.019058520983897074,0.021666208734604335,0.01481374528259095,-0.004974634555289719,0.03749745117441147
APELA,,,,,-0.03903815344481692,,,,,,,,
CD24,-0.015317803675229433,-0.022785955499966034,0.035334736018010585,0.08831053121903415,0.04515393805205542,-0.05063838266079791,-0.04993411502066627,-0.01007730508851397,0.057953128781811344,0.01757362989640659,0.05548779216405644,0.035245242326100885,-0.02325031952665354
HSP90AA1,0.01064669312069263,0.0039828032094630025,-0.020009199678006052,-0.22229762773701672,0.020540733509141665,-0.016878837342695522,-0.022092046148324482,-0.026340102504550565,-0.017178627619791824,-0.021783019086062658,-0.0328528718315652,-0.02020874711742188,0.009807617786073919
BMP4,0.0034908584846941345,0.0707615211824406,0.016212090354998102,0.030235042855390405,0.004336956612759434,0.029970841061183823,0.01053588415222326,0.06691666488388509,0.06382155326829225,0.03153778801272772,0.01117529164932997,-0.025297966021814403,0.054124091056030305
SCGB3A1,-0.01456610115911245,0.06696841802832072,-0.013299369801189077,0.03042135119866042,0.02021456628702071,-0.01624431926489168,-0.018325588269463986,-0.03684257984109266,,0.01746351686473088,-0.018910161537682664,0.06000037018385904,0.03228450903195306
IGFBP4,-0.037734116381497616,-0.04023683132733557,0.07656453066324967,0.11900562069283602,0.04462033666366874,0.01897586019252464,-0.005862368958940082,0.03571208134859355,0.045802723907271616,-0.007726089920708579,-0.055121275225329176,-0.015865097396918073,-0.007920934075989783
RSPO4,,-0.03327425418529899,0.02921128267985505,,,,,-0.046154980667659676,,,-0.020977853208018343,0.001255169462208612,0.0833814159816901
LEFTY2,-0.03646163408634277,0.028417751600996355,-0.014582919508788107,0.06385651021943767,-0.04806777632463331,0.03055413031733421,0.006154078694337249,,0.1426383820235463,0.04777986246937958,-0.014903305570405931,-0.03688451134520486,-0.04120545717805688
PF4,0.029838801206512448,,,,,,,,,,,0.03503949861073856,0.06861000318665138
ANGPTL2,-0.007315711209077327,-0.008502756887115952,-0.015062662455467682,0.19485524192770357,0.026533291446287362,0.04267955037573625,-0.15406758654020736,0.08647495738262585,0.032487265151913435,-0.010021219478176687,0.024025064166134702,-0.03279654817084196,-0.014958820786342674
LRIG2,-0.021978798275498413,0.004429787223417838,-0.04592801219269701,-0.013512125898253968,0.09095611176491418,-0.03400808734967528,0.02623220819276342,0.02807299309770014,0.12091364467932049,0.022900300929607684,0.02225520869212104,0.04685133120412185,0.042016266528157535
ICOSLG,-0.033252858643157045,-0.027224565982193773,0.019190504442385417,0.052047610502171195,0.003307894044076692,-0.00011469271434176359,0.08524446200168526,0.03462106580353971,0.019417228997662603,0.0704243528918067,-0.04111264831507288,-0.021224895471366845,0.057762172123838794
WIF1,0.08975131107055034,0.01788580062591079,-0.002334626241054294,-0.08796732881440711,,,,,,,-0.019500946511700173,,0.010451885247321283
NPPC,0.025117795671701137,0.029215032106330252,-0.01848286668186644,-0.11406142529833758,,-0.034542969800061406,-0.07124812334918942,0.0028272524201326567,0.025714709781615493,-0.008492801244880516,-0.015590330236898839,,-0.00014090476318899151
LYZ,0.029775910502144624,0.04684267530217001,0.008759423201478673,0.16685043720241144,-0.02635441655246181,0.10134232746765622,0.051707748770552016,-0.016124652809692486,0.057036943121538994,0.041997326608285764,0.008059192330771011,-0.006776518867745452,-0.0010420097185047763
EREG,,0.03920504711312055,,-0.026397953177712596,0.01113674392193734,,,,,-0.03523369029508899,0.06233127701124033,0.015428326586163721,0.07613325867891046
SPTAN1,-0.004351594740614185,-0.03957567132842023,0.0019918952444964756,-0.224873327227808,0.028446907733904417,0.0017224917498431453,-0.00207055921162473,0.06393455944113054,0.023066123227442222,0.02072470608397016,0.02208459092110999,-0.04521512332469675,0.024971999625759918
PTH2,,,,,,,,,,,-0.033361775203497174,,
LIPC,0.0001097291484394018,0.015730629794361586,,-0.043347622266274456,-0.020953651938385685,-0.03662928351222894,-0.05136736933855308,0.07906879577701023,-0.015260562905506089,,,0.0051607726884966105,0.025132810524232427
COL8A1,-0.024377471947999798,0.04388859410116291,-0.018925964293059334,0.10908986867442842,-0.0575640280839848,-0.005298182329237117,0.032252690430000786,0.00857412131469038,0.07066889502534919,0.06904535230217491,0.022604239828483124,-0.008792151830978525,0.002270985655994722
GSTM2,0.08618749164731421,-0.012873505030866374,0.023574622190799734,-0.016899459137766956,-0.011958669753986382,0.026825074024963834,0.08917607373026099,0.10777100832638896,0.09736732085807268,0.06221399388894101,-0.010246739385010879,0.016945220017137146,-0.013727589098438197
IL4,,,,,,,-0.004476870458343634,,,,,,
SPX,-0.02991856533230717,-0.015860305014757863,0.00819741104507732,-0.07708961092182741,,-0.04579333275581579,,,0.06953115847513093,-0.022857725161100115,0.0018322137333210047,-0.01128865366097775,0.01733815455021332
MFGE8,-0.06761797484364732,0.009957743482373342,0.061249747675165805,-0.08717384041849818,-0.04552500678089389,0.0002303575769540409,0.012053032150207966,-0.0693776548312256,-0.07923246220324953,0.013150294661417017,-0.04281977143172244,0.006165387749292854,0.027436077063096236
TGFA,-0.04711665888921583,-0.027120520766305754,0.02972853073537745,0.15078412786717402,0.054250748024039945,-0.0011370925123859379,-0.0336449897206983,-0.07186010493873521,0.00019973136542528828,0.004528478624429929,-0.05348120116647387,0.062373096939204495,0.050082182384006385
SLIT2,0.00558953488517577,0.023904977187702188,0.012336429890954313,-0.13687969915822149,0.009391757505144037,0.027767639904526,-0.07207976201488561,-0.05139767040637888,-0.0077696585433285024,-0.014406362317333285,-0.009302298414033978,0.031031427564161225,0.00954810013646578
PLTP,-0.009221041036683308,0.04799158444437137,0.04283978860926307,0.23775256273219114,0.0005365729556651915,0.020764258519962654,0.021886162460586795,0.0004737329508815287,0.07713073693794768,-0.012704983453273875,-0.05388100179338313,-0.0685135375233527,-0.04597309112086306
APOD,-0.025829082871114534,-0.042101773667688865,-0.03289301329671949,0.16121431671384814,-0.008331599792787496,-0.07055011230101339,-0.03975275990766436,0.07166742520701708,-0.08265566778272718,4.263615087566298e-05,-0.01725320095855581,-0.027517598699203505,0.02201710126630599
B2M,-0.023544610634562906,0.08764203842540487,0.04575312026095843,0.30012348774639996,-0.052959163790122804,0.012056596470986343,-0.03918608829087889,-0.024605361224732503,0.05234301254009236,0.051102003684476316,-0.06935092382343529,-0.12874365367822335,-0.04532118415676162
OMG,-0.005942498589155922,-0.039208401799002104,-0.010773110335859553,0.07594721232055972,-0.03559668450791723,-0.10145417203446501,-0.022941478071373134,0.022564788534063844,-0.027214705332842207,0.003877783016809908,0.022126680704006522,-0.03256073675567369,-0.01920227929340755
CXCL3,-0.027892409382268918,0.0532969760987154,-0.014227512429437013,0.10448024283039868,-0.022779317443651744,-0.035599994440475034,0.02301314724587592,,,0.0075124326706162165,-0.027925863174516816,0.05783145669130745,0.03981083672610578
CXCL10,0.02215593999852176,-0.08139004425341159,0.004450556318817123,0.01795563627096381,0.05932876043545961,0.07158680282524452,0.08848123805207675,-0.009852508540189847,0.0007808569928942877,-0.02341048918978174,-0.028664305972640896,-0.005380798022203229,0.03313322417025207
RSPO3,-0.019786197655051168,-0.04780361931560131,0.006812552891230059,-0.05686225182748347,,,,,,0.046144002322030996,-0.05271786851652493,-0.0187519434518995,-0.05835978575320573
CORT,0.0770966543775387,-0.030341294129661252,-0.01987009470913341,0.035235882397560765,,,,,,-0.025850689240926903,0.02918688949495204,,
NCAN,-0.044292739572990764,-0.04064724757965745,-0.016658467398202252,-0.1351854525099595,,-0.04293465723300088,0.012739930363542335,0.04475241468307886,0.06132910884362245,0.028898531595561786,0.02262788223951947,-0.020213484738304758,0.021671324305401765
PRG4,-0.021905678769700603,-0.03422721980616192,,,,,,,,-0.02483077823041425,0.06950347595533565,-0.04247820563386245,-0.030332769284974498
ZG16B,-0.02019878597770938,,,,-0.0373647924735689,,,,0.11418905320492512,,,-0.023381655402592263,-0.018591591947417923
TGM2,-0.03181514145430418,0.10160668211991526,0.02989314688793802,0.09839661742846273,0.0145671575086753,0.08667008893890489,0.03489378435516951,-0.002315056538029447,-0.017980340532518485,0.0010874498745271689,0.02587408268002142,-0.04798586920733235,-0.015274332724884264
VEGFC,0.03464899223001643,0.05476830633045607,-0.014888899809038817,0.09665455282346576,0.015868637728830515,0.009179844430492867,-0.05566089983150401,0.05246136738530741,-0.011820277713105414,-0.029175992052632833,0.0055924131877947494,-0.02397707049231227,-0.048890594058240866
WNT6,0.035786651953500746,-0.02288000253589043,,,-0.040740497074019846,,0.1906893828188743,,-0.024139243470321727,-0.03384339146666563,-0.02784103477197927,0.0004730145434651211,-0.019210692361759624
NRG4,-0.013415891889025398,-0.026080631085501335,-0.01219197318215953,-0.062214142377720306,,,,0.09342358646088154,,,-0.013814140772853133,-0.018751945553544973,-0.028889934796668255
PMCH,-0.015462537390759467,,,,,,,,,0.014087448490677678,-0.015949552379162745,-0.007138287957510819,0.00532857073233559
COL9A1,-0.04051981089479143,-0.08925299164274018,0.03249528118511975,0.0042207188909861885,,-0.049170699018420375,0.005947645250059568,0.009053994583315099,0.014858048101643368,-0.007359886654123433,0.0072787580306590965,0.01194337391401127,-0.01859101719748401
GDF11,-0.023217598121529247,-0.07164582626105213,0.029398775125076354,0.03218277755563868,-0.027588724592693112,0.07059742074337799,-0.036470671528759546,0.0473451935911089,0.011472369549072098,0.00043211395711484395,0.006484926171256732,0.043009550395879816,-0.013674505693468036
RAET1E,,,,,,,,,,,,-0.020570751036071692,
IL24,,,,,-0.019448749701392782,,,,,-0.01718052008754586,,,0.06255145835791316
SORBS1,-0.07160899622375401,-0.02063207330082531,0.02941892203570443,0.06797530342872361,-0.015481058017363134,-0.0353333326905972,-0.003931100339371443,-0.06253173429424487,0.0011759771661972026,0.046435249500921934,0.006997381025438779,0.009666835983091968,-0.048428390660347154
DLL1,-0.030367214429684784,-0.07806827178146689,0.029721193850541894,0.06075157068420799,0.015767956027512447,0.04810373793341948,0.01291461951014923,0.03312113956639267,0.045488306924710065,0.007671126559687655,0.09353626270789264,0.0018616889139064985,-0.015622736581588028
TLN1,-0.03443877004600432,0.033132936135713165,0.02100383797899435,0.17264899709922962,0.041465191113957356,0.06484196845001752,0.02271915865171859,-0.008394186878522647,0.05655256916002122,-0.006632223274334654,-0.020167482981386396,-0.05723832763479979,0.007152567527512832
COL2A1,-0.023979186496083937,0.04177878610599452,,,,,,,,-0.01362651060261846,-0.033600301612682244,0.061705557444044094,-0.0061975993872987484
SHH,,0.04570420895086102,0.02219944132753046,,,0.06574633580849239,0.06736090251802539,,,-0.05125373916381544,-0.00945245212914843,0.011696906421354921,-0.05264066363564491
PON2,-0.055307495031251534,-0.034658587634655125,0.026684752970213752,0.1384581182612416,-0.016065388178618356,-0.03271743275131078,-0.04532426385160188,-0.022432896419282825,-0.04237345394151957,0.03340364790271988,-0.05556892751498724,-0.022404827146474803,0.07419679707513605
ICAM5,-0.020107856508320195,0.021021652843527937,-0.015920693556681638,-0.09223779079600729,-0.03785185979295384,,,,,-0.005223817023478775,0.0021075468254063276,0.0017407708356348493,-0.03295822333545275
HPX,-0.015412894238422927,-0.03128777067876099,-0.013299368445350354,,-0.05145049407680769,-0.03559997581532305,0.0011163706333621735,-0.04798327778070465,-0.04159890268982703,0.05687712106723474,0.018616437652009696,0.019047624300195454,0.01165614685362607
SFRP2,-0.019365670308826098,,-0.005987546444961076,0.12344280476089053,-0.03946285619595611,0.01707306640045203,0.06342728350153452,,0.04488038174270353,-0.013230131466005827,-0.035724887824675935,0.0686043554929873,-0.006745580515370404
CFC1,,,,-0.05076459420985647,,,,,,,,,-0.02556304667954721
CD70,-0.02537953672320026,,,,0.0400563507226149,,,-0.03393481846362892,,0.04797330484919135,-0.04034082004493123,0.07630119769123139,0.0899673858313339
HP,-0.009671453165900405,0.02061300352614437,0.06297855950087872,0.09298721707740264,,0.04233212884066303,0.11667729337877873,-0.05200235766952072,0.08287719606534875,-0.0667314892376294,-0.030332200250654487,0.031854395859470856,-0.03932851219172096
CXCL2,-0.008733995744994354,0.0712300196368918,-0.01848286523534022,0.0823279093898568,-0.05654802791847267,0.09111874770691576,0.0027186523191587326,-0.029738202042075095,,0.03277063057042409,-0.033270789580622816,-0.006924137499738837,-0.0124534639348504
NPPB,-0.018791680269695552,,,,,,,,,-0.025297030685992303,-0.02383825449116908,0.003259594444299405,
CCK,-0.03153731478584137,-0.037180661781541315,0.004045645707744447,-0.22619941216081524,,0.18782227770003018,,,-0.031592290663765774,0.0018361690668903825,0.035545447949969285,0.0098127020494472,-0.06850311420290908
SEMA6A,0.0195033583031465,-0.003470292621644315,0.026727384480421952,0.11881604699560944,-0.043171292719690516,0.0029400906326133946,-0.15794341788389588,0.05360996787946406,-0.04233854247173373,0.004675847909030995,0.02046401270118494,-0.02231438988636539,0.0004000264757940495
IRAK4,-0.04926777259260695,0.012893520767074618,-0.01116933329082856,0.04093331690470798,0.051074880209197586,-0.05827768419158293,0.005080310721137681,-0.09678679598362473,0.04659609563547445,0.04603525873462652,0.026153643012981963,-0.024710463648168673,0.01469594262271615
GSTP1,-0.008121961617736784,0.03975336597431466,0.007806998455714013,0.2008783900717353,-0.024747603615750055,0.003295455928208003,0.04643813068486166,-0.10045139947931032,-0.07574085643787784,0.01725224604140741,0.0268920614186551,0.04193826429833815,0.02997698558187573
VCAM1,0.028908351192237367,0.05587119535590089,-0.008399820845698583,0.05428270019588884,0.08230839335933642,0.049483818879586604,0.038781309045486406,-0.009173345102046272,-0.007094087902959921,-0.014013906755598462,0.015392970901888672,0.01898636326908993,-0.014409852244717693
NXPH3,0.0026994627641795405,-0.02762715092648991,0.05577785471003999,-0.07946799232138729,0.022572293748407017,0.018567151939543013,-0.008774945068243637,0.08445508178823025,0.0458672580114155,0.05496698750498638,0.05298175213944094,0.006467522797781163,0.010845463128458556
MTMR4,-0.05408677962627909,-0.01327067134811169,-0.02548511064976808,-0.012690088897505258,0.04177925774943464,-0.01032007012168667,0.07595099401571277,0.007918140988169517,0.05238336509563912,0.05025446493778367,0.05463289867536478,0.044400124354882685,0.0047663228661251516
LAMC2,-0.014749504094157276,,,,0.03250527714496113,,,0.01300436586706649,,0.019474396614641558,0.07818867153696155,-0.03624228673481683,-0.027819932662407624
IL10,0.025646592654986432,0.022431079134348872,,0.12756612370393094,-0.021407491537323214,-0.009492257226208042,0.03483617369400528,0.0027434582780572333,-0.0436776408590063,0.020925577633051376,-0.038552172836568595,-0.07093273863235397,-0.03785508042826997
SEMA4D,-0.012953919865567468,-0.04787387109164932,-0.026765109922699513,0.13938228601078445,0.0031891118337065085,0.03930453239467804,0.02897914950104037,-0.02070129771742824,-0.044406458175150626,-0.006377006315398842,0.05348785090210016,-0.01909568524363023,-0.010974127805096306
TRH,-0.0017413431230171997,-0.030083295739309106,,-0.03264208738494582,,0.039801803671866434,0.06202963075397031,,,0.018487405621088755,-0.039306949153211264,-0.021305647225742245,-0.015639364320755998
SEMA6D,-0.0033888524198143473,-0.07593674754621825,-0.0031380344645780146,-0.01507138866932919,-0.019786866065634363,0.07298500003093025,-0.04899558126411178,0.08501643823592556,-0.0058073433154804364,-0.008555101007067195,0.0018141106734080943,0.047902616887913654,0.004826654363194886
CEL,,0.022964345874626944,,,,,0.0916449015242752,0.011789734461679836,0.0041148435312151925,0.007318518771128362,0.056652718186398915,-0.03736044241633097,0.12402202362282644
PDCD1LG2,0.061735414862602,-0.008452435101861642,-0.03221097992856373,-0.010820832044151029,0.06550975324663358,-0.018584338313789764,-0.03648961499341889,-0.057976613286431285,-0.02364763910186077,-0.004675518012635424,-0.011857756509086253,-0.0016369650453424078,0.04537573583724528
SPINT1,-0.016464692097383445,0.016034734462170568,-0.0217340939704705,-0.019836484201135696,0.02628013049735293,-0.07571444435617129,0.017236717606609966,-0.01251922739207521,-0.014348430391249497,-0.004839722038796239,-0.014223563700252595,0.08499409586598745,-0.03130628229028411
CTHRC1,-0.02845186205375214,0.010551475611018978,-0.0020271715346485263,0.08516773953874139,0.10429253478376478,0.07785523742806527,0.011740133572983999,0.060006406791936466,-0.004850695565745584,-0.01616962083221117,-0.05998805520528427,-0.04216735741819026,0.07081342590987465
PODXL,-0.06923491879928168,0.038273703568958053,0.041532422571827134,-0.036806593623906765,0.08692593578421626,0.147783374079897,-0.16085665095372545,-0.06049431442162367,0.022372919706879376,-0.008733518356788306,0.019622489570325686,-0.042617094659601146,-0.022725727676699947
JAM3,-0.012986867251186413,0.07755890012508679,0.046639990363388444,0.22856606373335522,0.08426470010113396,0.008619269306701285,0.011080788939683875,0.006009442244791513,-0.0010709787763526304,0.013837805356029402,0.01134021269765638,-0.01407789767576769,-0.05174159040571155
TGFB2,-0.015908167027943364,0.0025662389377307036,0.01913518904055909,0.05956657981655108,0.01584096779407024,0.008890506876189643,0.017114540133816414,-0.0017935098944065824,0.07560584759901226,0.03559661393254235,0.05550040751644798,-0.021239921697503605,-0.029308582151153197
