,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
VEGFD,0.030507352883338303,-0.02289964178980972,-0.01726765295281577,-0.007813894686129154,,-0.00648800947863685,-0.0021966146464770945,0.0030950012202270033,-0.02268753929753885,-0.019152300107133067,0.06028493528645372,-0.0490130244367277,,,,
TNFSF13,,-0.017280804539784977,,-0.01332683842363543,-0.006492429521022113,,,,,,,,0.07751339061995823,-0.018006211272057714,0.0025176936487255504,0.06806601818215582
WNT5A,0.07360877656189485,0.005132443781568823,-0.03308947379608316,0.005088924513772296,0.0062284323739222845,-0.014823341860088726,0.018000372449447546,-0.015922413226438125,-0.03201217381588844,-0.0171194811368181,0.031137706747503616,0.07062509732375519,-0.0179039138553328,0.007117504923631317,-0.01715914337560711,-0.03192637743764717
CXCL8,-0.0804797733579073,-0.035968908862228005,-0.016168406738585335,0.055814671029745244,-0.020133037104855468,-0.019220074467795216,-0.00036578920042089477,-0.021355815956911633,-0.026411720497266655,-0.02739939203852957,-0.08091753164758653,-0.08517558540875575,0.04110807719022583,-0.07410355280385367,-0.04077951621754288,-0.026889213329666345
GRN,-0.03740388605056985,-0.009275052683309418,-0.04100047212694897,-0.03829967471045704,-0.05324774412125116,-0.03825347016076158,-0.05028016744143961,-0.022982844129173587,-0.09347552887949019,0.034346649406195986,-0.05344942505166724,0.041255201472050376,0.02909736194074292,-0.02154978344654793,0.006379963407899117,0.08333698227750029
MIA,0.10575432939094125,-0.009736161965892135,0.026142166592340976,0.005770808143736471,0.03516795885697103,-0.02044187907433496,-0.03310910230260335,-0.02608098058342637,,0.0006653402280792048,-0.0459444892126301,0.04417973148228143,0.03973280576598753,0.0045839486847191495,-0.006770922609457862,0.0027833784832262728
COL4A4,0.0445459873598923,0.06186081297117255,0.0275648578881891,0.027214464955836664,-0.021449573901397106,-0.018287461725440175,-0.017586718148081725,0.03684238314273405,,-0.02544402722650511,,-0.038378163407803846,0.027296642596367836,0.03758446361106054,-0.03398132881339786,-0.03435026319011956
TAC1,-0.022738527046800176,-0.0038906605086679496,-0.012975676459316614,0.06453507239258777,0.07515968771586545,0.07006430931071538,0.011091653695497812,0.025862575441986516,0.18098328708051992,0.12732083856248824,,,,-0.0012510519614705447,0.03902323370959648,-0.014063990353710804
RARRES2,0.036002936898847294,-0.0035768864777370496,0.03359601292838031,0.01790033945152291,-0.01994699622958493,-0.027774419845599252,0.0099033531262071,0.017708204733909685,-0.05451660709085981,-0.07341884680872399,-0.11294992915206212,-0.07387076034271314,0.015900127320839563,-0.026881589645639904,0.09039748899717637,-0.06830643606556441
FGF7,-0.03793586200898932,,0.10117018012256725,-0.03424735298115174,0.11139074869174935,-0.007148540073079474,-0.005814900078087523,-0.018148569945253143,0.09890581388606054,-0.0006178224285270326,-0.08256999182869648,-0.039316268192307324,0.008037345579485143,-0.04022610274214809,-0.03588384319221391,0.030607757522457306
HBEGF,0.0147187253825854,-0.02087437993387096,-0.03141411440180429,-0.004227628890710867,-0.013834721821360977,-0.01864993145776091,-0.02029880065359764,0.023216399292041875,-0.06295012711393429,-0.01324593133872217,0.1230251248124081,-0.012643944984406404,0.02263346823914716,0.007924077621175904,0.07224128081421988,0.02877284229180662
CSF3,-0.030228037313282448,,,0.027373784177292713,,-0.019347782515586612,,,,,,,0.02484189995001484,-0.022988338574946296,-0.012182814719474567,-0.03613254666022328
PI3,-0.03580961783223107,-0.02409138100180644,,0.01597311617481434,,-0.021785858475639085,,,,,-0.061069152282135164,,0.03814771594391156,-0.04080588125937372,0.005572670582579207,0.00894382011461966
PCSK1N,0.008709009476498554,-0.01048615452509001,0.08738833744696137,-0.002246384574544929,0.020873207248526857,0.04255769933905206,-0.05894432055544451,0.06372987896372123,0.16284563720948164,0.12659344098519565,-0.036077417015647234,0.061250962560079864,0.020724659908971762,0.0053892088640377185,0.06616865659989514,0.042245313218559136
NTS,,,,,-0.026185056215006025,0.03996912095865617,-0.020090781159165728,-0.03685087719354006,-0.02042607322017271,,,,0.044013922394543534,0.08845745404697414,-0.018041087336094278,
SFRP1,0.10917114731244554,0.008799060527860314,0.04006791724625275,0.05150427504651131,-0.018067532426046147,-0.034266983583420625,-0.006109838269888422,0.007577963297421171,-0.03108693877474377,0.011792713171453643,-0.08118267313937655,-0.029051026868116846,0.05050680943302613,0.00692144777652188,-0.017621858172449628,0.13399808080694547
CXCL13,,,0.021367129612376825,,,,,,,,,,0.020281690625550044,-0.02631740763286318,,-0.029308403547652875
MICA,0.04710813997021425,0.010600727681725102,-0.04315213010655184,0.0013600624984787734,-0.035965927201220986,-0.011519985930883662,0.01353801137743464,-0.01617089217766917,-0.06502627146796625,-0.04094956457789227,0.17010860679490758,0.07362394385595573,0.05269041759091006,0.025064969569040006,0.018190873887634004,0.06253169848966265
TG,0.02434997886595831,-0.03606136891272053,-0.016393590150347106,-0.018192312936582782,-0.030224457600538594,-0.023351042489383474,-0.016970716417548777,0.06442986549997647,,-0.0023368672501698066,-0.039983217134909724,-0.06397733051742326,-0.02247358111489343,-0.018919755899343405,0.011143528218558234,0.029847338088490764
ADA,-0.03563489119125478,0.010070937725970619,-0.012834520811135215,0.029392311161439862,0.06914846593634554,-0.05759016534042573,-0.05495258172041746,-0.03674592145297328,-0.002906018109338867,-0.0701086803476852,0.02855606598515299,0.04133111719043644,0.04315959829711905,-0.0006796959118548911,-0.0375598837385908,0.08440929467413182
LAMC3,0.043402972746063875,0.03398420448229162,-0.029152192132817736,-0.04160182648339163,-0.007867747743210056,-0.016470430069577977,-0.014811211422210199,-0.014093120979076829,-0.07215211135945804,-0.012189503875916555,0.11201446894077342,-0.020329145878801174,-0.03511386106182617,-0.03407937401914539,-0.034364780679532234,0.02664157898761591
CCL7,,-0.014566102063462176,,-0.01315301318675783,,,,,,,,,0.16473891125835688,,-0.012766408888637894,-0.027486962669638536
NGF,-0.017415231573438498,-0.025009273903646087,,-0.011141443773291933,0.02128520394437165,,,,0.006339370868464661,,,-0.04808178519048473,0.07421846871839909,-0.029859133697316007,0.04912992291532083,0.049090421712009454
TNFSF15,-0.021544814936565602,,,-0.01464652348908917,-0.03502080163998254,,,,,,,0.01175869880895094,-0.007015645720259063,-0.01427536359396378,0.02038910587207087,-0.027038607806125922
HMGB1,0.0703096998125721,0.028436413882500552,0.05112250576241876,-0.03321646713138363,-0.0005434743603907054,-0.029336272788411596,0.00267340855249468,0.03586215778365415,-0.0823049894058845,-0.05654778414593556,0.0016749979054820631,-0.03554325952227202,-0.01796646471677697,0.026523712384320868,-0.02624514271176161,0.0827612393989295
ITGB3BP,-0.004104660940873208,0.03418687718339252,-0.03562238141930792,0.0023626798767501424,-0.03297595107653518,-0.011220809488856572,-0.006357199043911835,0.018726511867349194,0.04988950361186754,-0.035590784457869555,-0.012092973169819566,0.022633146165930082,-0.0019608906518266095,0.027712995519936907,0.05271059489314339,-0.06233556554430771
AANAT,0.042792941561615956,-0.021133198016376385,,-0.013326839845983528,,-0.017452223417212673,-0.015261864451477062,-0.0260809820341171,-0.019203525456100254,-0.023971480992510157,0.04273868902964065,,0.056749242413291656,,0.0169021546070934,-0.02206248848812966
RELN,0.009362133845861473,0.032362732830230063,0.021394130801138004,-0.023132409492923146,-5.423173138458571e-05,-0.01634685074976959,-0.007571895556402288,0.021145861458002325,-0.04853223646306447,0.012414471180327184,,-0.04537586388719865,,0.025611753116463097,,-0.009293484147294164
IL15,0.00878473981018392,0.004449708816667219,-0.020885183044233493,0.059677068734518515,-0.024919382329447848,-0.001725113390578732,0.003922793793517014,-0.03590692209516946,-0.03935231306903192,-0.022232440676724745,0.07841483483907362,0.06732551781175825,-0.029945531611454183,0.052129789954313346,0.030935531395236582,-0.02501889996625897
UTS2,,,,,,0.00920979686166898,,,,,0.024899307071253596,,0.16227956679347044,,,
BSG,0.012587769105413352,0.07797971409869514,-0.057726346662410756,0.011348284837087183,-0.002755769361498828,0.11212013091370547,0.015402678836201805,0.007886213552653652,0.14324869217773245,-0.09026243271430857,-0.08540548243544967,0.04516547317871692,0.07246699893224849,-0.05898879854978514,-0.005628172891226781,0.015201826944352867
ADAMTS3,-0.057121930010759575,-0.028541740027457758,-0.028804726455766993,0.027154220518893612,0.00751337202814956,-0.004204133565593782,-0.03623471805060488,0.005822394291486225,-0.030836349549616317,0.03784177443489982,0.11364018083245406,,0.03921076647273365,0.005741992295580465,-0.06547409663778052,0.024847798513207925
CD34,0.034633400152553936,-0.027696029089870955,0.017156310010211815,0.012700075649614652,0.06716791535681134,-0.08896147682896614,-0.03013352830199363,0.06027737237717944,-0.025326143623405198,0.02107913175180335,0.17802265687260327,-0.030604960444819952,0.05147957741546008,-0.07843504534648062,0.013909081547310936,0.01743550015743568
CCL23,,,,,,-0.019857859890663142,,,,,,,,,,
PLAT,0.047238080576043104,0.008488381331352522,-0.034132902160178974,0.007759427557578156,0.05395603000970871,-0.037260569764169006,-0.06895371677537279,0.04075289313462828,0.054007814359170424,-0.06267525758254076,0.12753420248095051,-0.048028431453308026,0.02240706064979183,0.036158332648222116,-0.028586150584409144,0.11156630228787458
NTF3,,,,,,,,-0.03528663777915737,,,,,0.02228638834093263,-0.015639805269128684,,
LTA,,,-0.012055897725588065,-0.016857869528925887,,,-0.014698766001795283,,,-0.022232443421107598,,,,,-0.01817891535322674,
CKLF,0.04283808827211976,0.014503654398978046,-0.0086211147907682,-0.01618664805224846,-0.024327689831326677,-0.031572976729914964,-0.026827826506264342,-0.001643158274107359,-0.11050137946939713,-0.045730366898955085,0.07645921977678828,-0.05910827319932391,0.041580796369284384,0.014775110924516534,-0.021298350621565383,-0.0204303904400262
CD24,-0.043797464440456145,0.03381823713082135,-0.00845794599899924,-0.022209833811320565,0.005894652145474243,0.024799047305379657,-0.002027615219030373,-0.1087262635649128,-0.05505284582136312,0.04544037684355482,-0.043083867171484734,0.04642656209810986,0.005294288985444386,0.07843520505637501,0.0870313435033073,-0.01630947014907027
HSP90AA1,0.036024910987818654,0.05686872091144222,-0.019555194827348608,-0.01759861539499988,0.011794788928005461,0.023615419108113458,-0.013581218645098463,0.0033448829076758446,0.17648428944664762,0.1601532174852353,-0.10393020075792582,0.052174878005918864,-0.08922817077717614,-0.03666232676053343,0.019848185889168736,0.03043445395609399
BMP4,-0.037690821115187734,-0.02187140619354116,-0.012779958305916658,0.023596563047220596,0.02016880484249028,0.0170179342738597,-0.027772238315573215,-0.04129773878315745,-0.03063003979738882,-0.01894433805992922,-0.011840810379023656,0.04158284355976903,-0.017836473004728935,0.007854764691752999,0.018160770588819045,0.07515580205547745
SCGB3A1,,-0.01456610060687143,,,0.0043312116440829915,,,-0.021999563435764025,-0.03380357887092118,0.09564993614682955,-0.01798408525098907,-0.05258986903986784,0.13357287448012262,0.04962676668688929,-0.026767746243652538,0.002343859263352797
IGFBP4,-0.012062259297864529,-0.01162681850528945,0.013519139669561172,-0.031390087256446805,0.011997803912398273,-0.012330944361953035,-0.022873637607442758,-0.01227346218823892,-0.05257712746163095,-0.04635695806327935,0.07163802777093678,-0.047633225691013935,0.006155017309547589,-0.06053257724004079,-0.031027066152546565,0.01371954035510037
RSPO4,0.11504654742335552,,-0.019489735583127124,-0.014785562146633922,,,0.0147870386316957,-0.02199956021783021,,-0.03083989911930742,,0.11373090937324869,,-0.0016068439050231135,-0.02397608643767906,0.04646527076774879
LEFTY2,0.04845214573250705,-0.07564238567425866,0.04001571375054263,0.005509446120277691,0.10610706281950054,0.02895358032979636,-0.014039705524787244,-0.024122786839383993,-0.020426086669386678,-0.027445703119558785,0.15914856963373566,,-0.02151858028455949,-0.027150989274334646,-0.04182976971796049,0.10441837300104781
PF4,,0.02891872608369312,-0.010966477549302144,-0.011475744875635106,,,,,,,,,,,0.09993146836196289,-0.02179292070456176
ANGPTL2,-0.049329345266279585,-0.01585041734817509,-0.04000066015030251,-0.031647323616564846,0.010064576136577205,-0.051659265316186885,-0.0417217086906107,-0.01926967328915738,-0.07069287162574908,-0.08884600772537675,-0.1414945325446398,-0.12885433736303054,0.024311072346721165,0.012708840039735646,0.008668451786833887,0.09808287136177603
LRIG2,-0.004845438380978925,0.006166650815301326,0.04614237813066802,0.035058552802289825,0.03564972995102281,-0.02079155440850802,-0.03393858700507017,-0.0490956189926938,-0.015557182645283106,-0.01240288198707743,0.0011116413151494435,-0.059801163211832375,0.012244386675359778,0.005608540568212626,0.005801984565197313,0.005249208215755515
ICOSLG,-0.04706126218127954,0.02895981651771737,-0.015266782815700371,0.04300494623038447,-0.021679523050197637,-0.03910509527525919,-0.014877761241308487,0.05966252997397597,-0.07998140235134894,-0.023230286303740563,-0.025046044530509657,-0.0497644216775097,0.08519919165308447,0.00542461331003598,-0.0014764386514575436,-0.008072086518425439
WIF1,0.022851506458617065,0.02252539161431028,,,-0.006864334411116536,0.0598289116258752,-0.013192238499089218,0.0530408671429274,0.03911621059114642,0.20079135853111013,,,,-0.018559338651121485,,0.011219833048585533
NPPC,-0.043418142823240066,0.02336763041069095,,-0.01780171029453366,-0.023761412735685127,0.04046743115147227,0.04968861250863894,0.03742256651609826,0.019159363173381867,-0.11535869432095022,-0.030029716995399827,-0.0579018041721393,0.0069665261683958535,0.01542024918545934,,-0.021158066730902928
LYZ,-0.017654303790402066,-0.00714423810872074,0.01565648130880286,-0.014159242965685933,-0.030669748454639264,9.423342114451018e-05,-0.050395516699589644,-0.013602675685490498,-0.10130831892443856,0.0074155651790412625,0.014327315752484636,-0.04159077429531533,-0.0394021072122357,0.03138284354113484,0.025320675795109368,0.036032398562943664
EREG,,,,,,,,,-0.021012473896675446,,,,0.05823085253173886,-0.024866660107190738,-0.011252235235167567,0.05436350399967156
SPTAN1,0.0030059500413285507,0.061932563338318716,0.01833684502298678,0.037740672447059226,0.06936161273325624,0.04860428466391919,-0.04186192343538992,0.02172260051524039,0.15826964521814071,0.14965056771470003,-0.0322528925677849,0.062111824106186576,0.05429267326880435,0.050980473756272446,-0.0642702554079545,0.029022817743728564
PTH2,,,,,,,,,,,,,,0.018253568196128226,,
LIPC,-0.04461970129529032,-0.01849860078492996,-0.01650513481041437,0.008911757173507635,-0.03864357232997013,-0.018366695325761222,-0.0038928414188624735,,0.03871570476437153,-0.01394995105029513,-0.03871234026155006,-0.00837980208682338,,,0.04795846427607534,0.04126375822280971
COL8A1,-0.022481957881704047,-0.016032064448997237,0.00993688595684287,0.01372102535874927,-0.006212290008890827,-0.04751164828036877,-0.030848771165433417,-0.07079820499279882,-0.07108336522143407,-0.11919482035894642,0.030848754869608856,0.013938676255997458,0.017230192149235702,0.02298805494759053,0.0017372466497215776,-0.04727876119067907
GSTM2,0.12640015106083066,0.002136252152313133,0.033562623001184046,-0.012242956813834863,-0.021072693219451093,0.04843095997074999,-0.033910545030292394,0.03679828507155024,-0.03342059860817584,-0.050564159857435134,0.010523599428503548,0.13676480860537854,0.0063398632924759005,0.056751396199621086,0.06141779594892144,-0.01826546781675464
IL4,,,,,,,,,,,-0.006568040731453941,,,,,
SPX,0.036087506821189975,-0.02991856419801194,0.04384326831111087,-0.033792724192370074,-0.019252178099090828,0.09193977922710476,0.0353400062634032,-0.024324816729782907,0.033070867359344794,0.16140669981892483,,,-0.025558207446303455,-0.024977023490138497,-0.04701930843702707,-0.01904145658268904
MFGE8,-0.04046480395764422,0.022633391525620897,-0.016075100047386565,0.07637719115103642,0.0007660825218428754,-0.09102930874118713,-0.03029246729132729,-0.029506716700044237,0.09328646412681653,-0.06962278847621987,0.06002080763899778,-0.01631232897784994,0.029398862835267412,-0.08237011502257262,-0.02740452768431105,0.03483197896658331
TGFA,0.018233791673274616,0.01145944655340158,0.052885481158873024,-0.022158261565929153,-0.015093920025189996,-0.01677075463678427,-0.02071778909839696,-0.013750789032191141,-0.0613830514998739,-0.024006929495363944,-0.016102746302392792,0.04870783964691441,0.03430265048304691,0.024482739866524127,0.04872313435011966,0.02864930326259233
SLIT2,0.037592700425117635,-0.043550184888559273,-0.005606946146915357,-0.023067066577071728,0.08058881567283381,0.0751809067552951,0.05955723963506904,-0.015375827464129355,-0.01286004973033512,0.19088164227211724,0.15392459041071455,0.15516900630749786,0.05484930084564694,-0.02420020959295853,-0.010016473895861692,0.014144056591947684
PLTP,-0.041283981925553555,-0.00713553979076152,0.06058088834343768,-0.04800710183571555,-0.01619731075328559,-0.04038484357693957,0.0073573870621496205,-0.09393022595324989,-0.13348764595502832,-0.01746691600187121,-0.04855552851484427,0.14552476319414445,0.08460197029658177,-0.03361126584639638,-0.06983850354215747,0.06747355954189953
APOD,0.0030580570142246305,0.03100914932637477,-0.010277700317827994,0.0034558931623487276,-0.03244667545544711,-0.049952751318857735,0.013868953998588163,-0.04322994882347786,-0.15208329010539773,0.08001250144504535,0.07632118938038658,-0.00811463025365281,-0.010125701047794797,-0.08351472412212796,-0.030901517230667117,-0.018240788873543988
B2M,0.011568454132845562,-0.04377089908102463,0.019831516508904894,-0.0753082314583178,0.006537118303904109,-0.060229697397472144,0.017344806513400337,-0.10769330447489595,-0.15390546011563985,-0.13216934674648997,0.017641380150891936,-0.00789257690925572,0.051395689014861336,-0.031649047858698515,-0.017377452701264978,0.11181072536355009
OMG,0.06852958213714655,0.038862466168481456,0.043381154565632414,0.03149386274278151,-0.01115787696855769,0.025942766647531024,-0.019485922310470468,0.021254679696942985,-0.047350071907293484,0.0870467817227756,-0.006806898238381803,0.06595602201176086,0.010245425990820197,0.035033285378055196,-0.05534644596125765,0.07337236682242312
CXCL3,-0.0832236242828078,-0.03731366830266784,-0.00797523969621112,-0.0021983167471614083,,-0.022913935085450827,-0.016187316855136493,-0.02353487923890469,0.04495137988891229,-0.016011385256100786,0.031189577101776292,,0.06233333541412969,0.07555579583453322,-0.03311705467176997,-0.03721239810079567
CXCL10,0.056902796866264496,0.05748177120536387,-0.036778510766978904,0.00010143386988721259,0.11997136772862832,-0.02629778652132386,-0.007224607137004066,0.0033282095545650735,-0.03730254304943187,0.06505441349138269,-0.01737690040329982,-0.05457009905380989,0.07584630783176483,0.02762778605995754,-0.0019258365358102228,-0.029164865090544303
RSPO3,,-0.01978619690490191,,-0.01332683886128095,0.10896080681784746,0.02728005077335037,0.0722324831363461,0.07105826325525796,0.12619144482285616,0.16333614511515007,,,-0.0011358421359054318,-0.017815543797996835,-0.012955408672517989,0.008567044607291486
CORT,0.023135558478419728,0.024726813581621696,-0.0033172491364950735,0.041864986735591525,-0.05048584937420196,0.02918707536290255,0.0025629307890307623,-0.012301739675174034,-0.030318119226713607,0.08203253048889249,,,-0.028904769551343062,-0.03320436047076494,,
NCAN,0.07016711204986814,0.04944458143260057,-0.03237352249761676,-0.006455974102257967,0.049979829319212944,0.04235880232351499,-0.02242435773783002,0.015976576363371568,0.0775819953741745,-0.09736545861507036,-0.03195041198780575,-0.0029206789928444194,0.0028246524957918242,0.01704869146837485,-0.026383063885369804,0.04588036488125687
PRG4,0.03687051236459791,0.08938592265768851,,-0.013153015236459686,,-0.02482516028795483,-0.021847446626379503,,,-0.01956199337866932,,,-0.027764363102331543,-0.006611278767850402,0.02616322320690489,0.0038839929781325643
ZG16B,,-0.020198785211917758,-0.013196373364018434,-0.015265682792269223,,-0.026802749915373632,0.011919666879488946,,,,,,,,-0.0161540003550878,-0.01859159643883477
TGM2,0.020977835448940753,-0.02796032613328948,-0.02140764472025937,0.011127417642161502,0.029524936535253392,-0.03338043180014057,0.020040131885634728,0.035869826976283985,-0.048460114419987516,-0.028440430405556407,-0.08548068750041789,0.08784557096231756,0.03133064995510814,-0.04118357810930605,0.04051041244352748,0.06336235816871197
VEGFC,-0.023357425586067643,0.048093574244221775,-0.01694465158546525,-0.02344219499925629,0.029749436692031596,0.04034966268234446,0.016345292455764368,-0.0011575416576123643,-0.023744004012177734,0.031628971431006764,0.11908796152933565,0.02588490844462512,-0.03262293391303521,0.042305720184217535,0.0388772000452531,-0.03049171014805692
WNT6,-0.029623438263160207,-0.008955832320095128,-0.012203962812672341,-0.018192313691937266,0.020409868163954507,-0.024412294429127002,-0.02599231939393899,,,-0.017423391276656038,-0.022201902245762493,,-0.037841754316984104,-0.02649672375752612,0.06644475361376843,-0.019210697002740747
NRG4,-0.022076437043484817,-0.01341589138039198,,0.05766480684792834,0.05302614149414574,0.021792462969854272,-0.02243821811056326,0.027676340819226913,0.055401856689764474,0.13682826874737325,,-0.03837812107329566,,-0.026364211442557108,-0.012955410124510207,-0.028889941775992033
PMCH,,-0.015462536804532079,,-0.00855457493491967,,,-0.01709555887313995,,,,,,-0.02576569299334243,-0.01517942443260792,-0.02793678586126245,0.04987382048912048
COL9A1,0.07177041590849577,-0.04051980935857378,-0.007487920090043518,-0.016719000941606523,0.02180223668266608,0.03885523821247151,-0.013834486890802052,-0.040494515038495736,-0.020721182757428108,-0.026538508701292714,0.0030444171361916385,0.023870115784430636,0.0503347236870954,0.004670229003308796,-0.022167793477600308,-0.006369919602843017
GDF11,0.051643945971992844,-0.009743782599468537,0.025431778930259257,-0.0020824634589659452,-0.027427977365273956,0.010164059117990927,-0.040797782971695874,0.04211396328805179,-0.03584035318157347,-0.07115910813332842,-0.028327126245803504,0.11127294984380864,-0.048909637424722895,-0.07228132245378174,-0.018138155004341763,0.03192808547393229
RAET1E,,,,,,,,,,,,,,,-0.014211992855915737,
IL24,,,,,,,,,,,,,-0.019210279821727776,,,-0.032297993832294626
SORBS1,-0.008456960526971966,-0.041456480275400165,0.019817636845217704,-0.01360739724034557,-0.015691004525509027,-0.025508797723523543,0.019715068809070698,-0.02679513604552263,-0.06821724226204647,-0.042553910844831795,0.02879516718950688,0.07013519407709742,0.07596024650574354,-0.014594804676417529,-0.03451336964186931,0.030475943824026668
DLL1,0.010385670510378867,0.03164338153244819,-0.027792837192807097,0.00037948335097183315,0.04356771835026204,0.057482484029487795,0.02390481486302155,0.05550605413636758,-0.09019886937088116,-0.059591802276695534,0.13706081625655445,0.00786578928888104,-0.026970037096705868,0.0881511090399433,-0.038989225633997864,0.0764608598003272
TLN1,-0.032194074246809694,-0.026067988166400446,-0.06976030303455633,0.03200402095229444,0.03566687629602118,-0.03961293556634791,-0.03784899099319871,-0.07191835482358959,-0.1281936707119835,-0.1106226664221204,0.05021529872166493,0.052460976806753,0.044682965528797775,-0.01695830262627082,0.017951135816820937,0.0599851520728205
COL2A1,-0.022596687088106363,0.039447925203302064,,,0.07872079794913625,0.04405222315613207,,,,-0.016254843220631407,,,0.012591792260871142,0.016480808687722667,-0.018854498425737155,0.05131519479761311
SHH,,,,-0.013668142372508596,0.029920663612253817,-0.01801314329594677,-0.014731183850501532,-0.014136966117880607,,0.09450482453758378,0.0966712086526683,,0.04724363929922209,0.023245902798107558,0.01548659302056953,-0.0019558987674548503
PON2,0.04062905272527393,0.04073352793828301,0.02246589079842843,0.012199188414678272,-0.021520177839906483,-0.0648055574481487,-0.03183698034365885,-0.04089502528658355,-0.08507254195519526,-0.06385517271012893,0.13335032464109453,0.0730227748602383,0.04299865912270799,-0.03314306334826361,-0.020680960205324984,0.020696759411068143
ICAM5,0.10646671422629388,0.0018029690434797857,0.17328855777606478,0.060740124069231155,0.008858099559945223,-0.008272180179033322,-0.02163331624650014,-0.02320275345354088,0.034940985081010546,0.08464768829879414,,,0.08884517027298143,-0.0011049060126742008,0.0013401344260378137,-0.0039959286860127285
HPX,-0.004535704685622318,0.012970029000482216,,0.04942438384291995,0.031346008627671236,-0.02144053166227885,-0.022920302572404332,-0.021999561192961516,,-0.03943223007158512,-0.06658545212399081,-0.029753964494733064,-0.048651097558912976,-0.0030295087944201067,-0.015931528313250665,-0.034285135344505245
