,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.039210505958849624,,,,,,,,-0.023507824902313207,,-0.02900362186913386,
BMP1,-0.013386087371491974,0.010131296465013344,0.0005974922109469234,0.03638005290840767,-0.04854332335489364,0.007415967278203526,0.01420763115689099,0.01837831796633621,0.11602485067236963,0.029242000898378098,-0.06396273069985571,-0.0033718414139051584,-0.014901245820620168,-0.042506888960097126,-0.008569542740445094,-0.012929033193170328,0.054468741300223944,0.0020636634231708836,0.0259995963388745,0.12578984711876004
NDP,0.041386629965858075,0.05049721637346771,0.037435225198430185,-0.030778674365083285,-0.03552857940249132,-0.043849167048387996,0.07606573674466124,0.002585824628215257,0.002380574924192929,-0.04301746797469008,-0.0024807989818873325,-0.006914443983611261,0.09091945375937915,-0.1167031693209132,-0.04017676383914034,0.02780570627424752,0.045353385004592725,0.022972331065518544,0.04484135680900214,-0.017119565841751568
TNFSF18,-0.02215838039672528,-0.009291015552577515,-0.01603357377958829,0.0106943682027574,,,,0.008112611123892043,0.02698449020614177,0.09644760076263245,,,,,,,-0.024243204884278863,,0.07459955618154618,0.04054691816050469
IL36G,,,,,,,,,,,,,-0.020403336903056006,,,,,,,
RTN4,0.041125535260835566,0.05204345659781878,-0.01330617596232486,0.04570432078977266,0.04462984469518751,0.023080214626393872,0.01707695463470573,0.0002558014101645562,-0.12966220288798877,0.03974203735425921,0.022896524802899054,0.1256569117004376,0.004987363925466654,-0.02305721778771701,-0.01709436246407192,-0.054261549237014636,-0.05172186938866871,0.11520118554467199,0.002148717380901907,0.02859382266031083
HEBP1,-0.0393525640041653,0.02102630361772072,0.029785843541763137,-0.008705399758391302,0.08166168269970381,-0.01187006991551751,0.019306626221997678,0.015040979886772566,0.06166322625049958,0.0018461156140452194,-0.007594838714357377,-0.03500582612660496,0.010096242194584442,-0.05412289618818159,0.06094301829599737,0.043568262337897914,0.020352657909440394,0.017263156596412168,0.09108876080233479,0.017576895914870494
WNT7B,-0.019520839109741686,0.020834689064545407,0.028654223038400612,-0.019386246888210956,-0.011529692481565284,-0.018917558151359388,0.10167889063893552,0.012123360948458452,-0.03297067917674698,0.04616481912836324,-0.027586373793953553,,-0.02242561856555743,0.02781044937980704,0.04270886068265646,0.022060579177275254,-0.020477763214076263,-0.02808683034097015,-0.027068250876747833,0.006648825874304121
PTMA,-0.06327279803856188,0.00850269323201391,-0.006417925385644825,-0.050193995191658916,0.014922927457137363,0.03365008918288201,0.0025430627231539,0.004882662858761025,-0.08790458189827427,-0.011004446470214844,0.0003997276093174844,-0.13103559055925632,-0.001833450591067218,0.010967033015365347,-0.021933123096288115,-0.02231511904729061,-0.06432923992171143,0.07212118261890493,-0.05905355992187174,0.08809713536945031
FASLG,-0.0195208446282329,,,,,,,,,,,,,,,,,,0.04071936972959313,
CEACAM1,-0.009159147171026049,,-0.030318982095998464,-0.014877778482466488,,0.03032789774325519,-0.01171258514539444,,0.026086883050292258,-0.01872564375913628,,,,-0.042475809887682105,-0.03952263329710316,-0.04046829005670951,0.09728252161860987,-0.02973151188702909,0.09018595809325791,
PDAP1,0.0028904184856489105,-0.07880199784766323,-0.019263990986511537,0.04340111390720546,0.07442732202622343,0.049154060360201986,-0.03045597217183824,-0.07746406819301313,0.1392301376948293,-0.010064790569973451,-0.01809105311274209,0.06980048059312163,-0.013886209401573075,-0.01210143232603767,0.0012231221027881366,-0.07822881509138792,-0.020542310302590322,0.03006253547193748,0.06896484429086099,-0.006000574886088327
QDPR,-0.03474368024630622,0.0176805296312139,0.007674343224264181,0.026990939190729993,0.029673938611330202,0.0013329376423216706,-0.022941114748926735,0.05443028169629512,-0.13148233648332533,-0.07012570772935951,0.01320683150272253,-0.0928561922010713,-0.042420129453333545,-0.025884808419618245,0.012517673586688377,0.07952482069089398,0.018985775156244392,0.034311110210009606,0.05175806734508002,-0.04524128301698136
