,MGH258,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
MIA,-0.0029465787479993786,0.006117224847147597,-0.05799741525363818,-0.12687449192814523,-0.049174179740713,-0.046606979562791195,0.13760887256648852,,-0.3023606372118509,-0.010257162514749838,
COL4A4,0.06422699836807397,,0.05958081835317994,-0.057751477084474645,-0.007590626491153145,-0.06810161990578746,-0.07755990535935692,,-0.04145042176632272,-0.03489938609879104,
TAC1,-0.041593809295553466,,,,,,-0.057738355053609955,0.12205771985496097,-0.052487073281349696,0.1144656709898394,-0.25251641237655814
RARRES2,-0.22742801974056856,-0.008284645683960527,-0.09643215546002788,0.10515837395758074,0.03758689438649687,0.046721215861982926,0.04495378813913125,-0.10953906416235307,-0.11066609975140942,-0.021295249599276016,-0.08501590781165258
FGF7,-0.07222960714841022,0.03257088823128824,-0.0484404363392286,-0.03259871956843022,0.022920852470447246,-0.04264788130450398,0.017301169047938623,-0.14667629669899374,-0.2489753079147763,-0.001109575230629395,0.007974031856475019
EFNA2,,,,,-0.017093674366458898,,,,,,
HBEGF,-0.09110238720080235,-0.056683184881758275,0.013475647695755462,0.03438757297358898,-0.03954135309866437,0.01833431472035644,0.04102336188900365,-0.01202861106674317,0.024592241855598346,0.028768943127256107,-0.15286153514212317
CSF3,,,,0.12315125706657751,0.09944982101366406,,0.13575731556699078,0.08901007837316423,-0.06573347174071655,0.030036688049762336,
PI3,,0.009512433527082408,,0.21170232689085855,0.10528884116239169,-0.016076060837380092,0.23745405771867328,,0.20637852136534726,0.08025072536000348,
PCSK1N,-0.10561194713280811,-0.04473035292307896,0.0383820068413119,-0.13190370862337222,0.01425310156913389,-0.06528354400526509,-0.14641639992539981,0.2147115619699898,-0.23993203243604194,0.05449454786907253,-0.26503368774936376
NTS,,,,-0.05345239400144085,-0.03696692330411171,,-0.10192812175746549,,-0.07875525729516067,,
SFRP1,0.05696548183923817,-0.017122467918748316,0.0554903685970179,-0.01073494397196741,-0.018959824027946263,-0.02085715495091625,-0.07069467707491596,-0.1610045996215803,0.0476994889872981,0.03953641573964173,-0.004773965123328353
CXCL13,,,,-0.016692396437271807,0.056125660854812874,,0.02260168860031174,,,0.004612014481854593,
MICA,-0.02801273073705647,-0.12893697400581977,0.030040405790325922,-0.01092872750503021,0.005442449368832869,-0.03295181080939767,-0.0672650383487768,0.036282642631033465,-0.22314757870214025,-0.04084613047957345,-0.13232738165945623
TG,-0.010293977321045148,-0.06028113681043134,-0.039853590447686334,-0.0409987127816897,-0.045528807140952636,,-0.033871420504083705,,-0.09797093643866005,-0.06204462577722642,
ADA,-0.05808385415171702,-0.039797323220916773,-0.012011965197120226,-0.06473586831083322,-0.058631957221726164,-0.052455353310781355,-0.05295474628073972,-0.17802525563746144,-0.20124687578253583,0.0191731273775818,-0.20543902868791414
LAMC3,-0.06912992581557392,-0.078560843068501,0.07156591853609537,-0.018852340949148293,-0.008862097498916257,-0.013659795680946886,0.08931937766287588,-0.05321632228734682,-0.050323231304362545,0.07091456959866346,0.1673275140121285
CCL7,,,,-0.04624468176375609,,,,,-0.004686604029630823,-0.009719005153461672,
NGF,,,-0.03637373922959318,-0.0049583341084925014,-0.029934925085076346,,-0.0026273389086968325,,0.013643729492408064,-0.01592414070762914,
TNFSF15,,,0.06035576475638079,-0.045083371889767083,,,0.05546112169285234,,-0.06084750633735378,0.014584587113531281,
HMGB1,0.00886473118458267,0.07755790707541457,0.06819643307479269,-0.0018191922999138618,0.07565761451432089,0.04008907623492197,0.09787008077980199,0.03960818889974891,0.09092288623261259,-0.03317075865618538,0.08296315164287314
ITGB3BP,-0.07083546633714632,0.011807129774060907,-0.007251941661625997,-0.005330563228766693,0.021459096829914055,-0.008553478726332692,0.05237893678515633,-0.10483027997978689,-0.17058974575124847,-0.045802828325569735,-0.04754696838836313
AANAT,,-0.051955826948249566,0.002244188398151243,-0.04056963453407889,-0.020434032851563626,-0.05614560602754298,,,-0.047247638540682355,0.03389572039180673,
RELN,-0.039934799591620045,,,,,0.0026443441855344496,-0.0345183883786527,-0.09871514995316637,,0.026183648201807054,-0.1665920445000533
IL15,-0.017518455396266567,0.057214407173769986,-0.04309498067496763,-0.007123111504351262,-0.02429806230154257,0.02319325191520122,0.05416353746329098,0.08487675943002634,-0.14806724508521424,-0.05893663971535653,
UTS2,,-0.0743995823105381,,-0.03454801299947796,,,,,,,
BSG,-0.16292427143682145,0.05160963269481118,-0.073177857158513,0.06067996912990201,-0.03462023958751224,-0.05811972430801645,-0.00257677532576695,-0.22204191404661103,-0.320422235924376,-0.044846609197086065,-0.2031922580680054
ADAMTS3,-0.11419792349479388,0.013386214049776902,-0.030525728762190504,-0.028417715282735456,-0.047005053297143363,-0.030283369577785775,-0.048326421974577705,-0.1005822034784144,-0.34484125505039204,-0.08157063395911003,
CD34,-0.08681450321161445,-0.09055201141555604,0.06426449260298701,-0.09491523402333915,-0.08506943975720563,0.015701900171494625,-0.01768907465410572,0.004537366087854876,-0.0784130232568742,0.02947996527928956,-0.10199343605597194
PLAT,-0.13058652966615278,-0.08466073936292229,0.008989290495101762,-0.17677302195950798,-0.06540093296633816,-0.04822785577818985,-0.022996684262951057,-0.03951246990114576,-0.15732808028417666,-0.010588000735972176,0.0019062158088642804
NTF3,,,,-0.07995787681641225,-0.0783003558979719,,-0.007642011790707303,,,,
LTA,,,,,,,,,-0.09113132963241731,,
CKLF,0.03689013267932587,-0.024160589553560978,-0.027644609765781064,-0.09746516106778579,-0.09905846130587787,-0.013827550649692526,-0.09663940855268346,-0.09362983939662642,-0.24695874205424861,-0.05819037873751871,-0.11066265409591297
CD24,0.05243797758954573,-0.006014708227414037,-0.010340882741108138,-0.10816239233411767,0.0020326357848564182,0.021206828476177463,-0.08051796508550603,-0.05471938663205367,-0.15561805811885165,0.03446460016938734,-0.07386881102879081
HSP90AA1,0.19352976922599477,0.10268103380064314,0.10889845677039718,0.23354631696828038,0.16706854838619045,-0.038948898238246106,0.1556287650669219,0.12903773913692476,0.359893686735871,0.11793606991375698,-0.1375094204041689
BMP4,-0.04957465862339005,-0.03926717511877251,0.004100151019132329,-0.023389175547529745,-0.07319192789821043,-0.050174180891956674,0.03236215951647691,,-0.16264409697561413,0.009965679192121834,
SCGB3A1,,-0.04298083509025706,,-0.06421941566636673,-0.050693259778730605,,0.016176299211492724,,-0.06176473078331714,0.010552787604695527,
IGFBP4,-0.05583196995538354,0.10072476826153594,-0.023157576570499327,-0.035124196038927344,0.019875495903374618,-0.034782747983944984,0.15927990131387953,-0.051159338578008744,-0.09391876399120135,0.09119140782491238,-0.06931601818374065
RSPO4,,,,,,,-0.030883822291989934,,-0.15702129708631318,-0.04130304476739533,
LEFTY2,0.012854247915106367,-0.03647446409968842,-0.03257838073010867,-0.039256498020768096,-0.02242547679094633,-0.045236679027307235,-0.08537504228865447,-0.017358530271410717,-0.1358655723696537,-0.04499151848489179,
PF4,,,,,0.07455514881192615,,,,-0.02988419200540355,-0.011828603433339331,
ANGPTL2,-0.050216742714831564,0.02592401176064844,-0.014561099491236025,-0.07430501722922055,-0.07664501705879062,0.032278111822389564,-0.09085982400088785,-0.21883757946203752,-0.17080043955771587,0.02826083565857747,-0.021213802074482008
LRIG2,-0.007869030506012488,0.03414891094179746,0.044442758250934765,0.016115134450021003,-0.04566102734160563,-0.11522468840191956,0.0033878793160662065,-0.08161980603161434,-0.2568816797268143,-0.05421124812155664,-0.06433184476172267
ICOSLG,0.006163350966352737,0.028218799819019372,0.08523985834564465,-0.039756693341508886,-0.05281422723642028,0.051401321724516405,-0.037001339910194095,-0.022845906538561254,-0.2593464411830062,0.003624823796255681,-0.06875051798633905
WIF1,,,,,,,0.006826377734823987,0.03474719748200385,,0.028666881991885756,-0.23493180460881596
NPPC,-0.10588007506782338,-0.05369514677398728,-0.03052567013570049,0.017347672769743912,-0.052620771178535114,-0.036925352218779614,0.04303571042266952,0.09176860111997125,,0.0372794599291694,-0.12149950879889561
LYZ,0.1667173201946439,0.09093273296453358,-0.04724266973648006,-0.01337365868670447,0.02972678864951645,-0.04610496184082454,-0.026788452908586,-0.1472829546764184,-0.0033909063125372404,-0.007857367547557916,0.02408790085984063
EREG,,,,0.04761882733864263,0.04689279824987882,,0.15643983909471448,,0.027983788876348437,0.01823971134797831,
SPTAN1,-0.12898989469850097,0.11165862105533722,-0.020676993421765422,-0.118594538378102,0.00664381516446981,-0.03209061998946042,-0.14954237896526398,0.06189441062812813,-0.049686491614099576,0.054848843287493815,-0.2390684131615569
PTH2,,,,,,,0.01250376023364283,,,,
LIPC,-0.04684798743582929,0.07498758132684129,-0.037403905009347975,,,-0.02082036099233208,,,-0.14554657740972157,0.08320621292691627,
COL8A1,-0.007098146760250496,0.013366393576200472,-0.0720430123775786,-0.060533718813017764,-0.002466586034347966,-0.07702290748261972,0.07154403825537055,-0.07602360719066066,-0.0012625639663352973,-0.04065344640553294,
GSTM2,-0.09537392826930936,-0.04646256772484869,0.03128185053633839,-0.05069914626113851,-0.05374212484441718,0.01941524939332865,-0.009619065716438932,-0.05951460083476441,-0.11694892269034694,0.08872781646915694,
IL4,,-0.03700526028736272,,,,,,,,,
SPX,-0.009113517645519216,,-0.012173431244149236,-0.026743038270287504,-0.03453123591782595,-0.012322108366714301,-0.13143200113750256,-0.13160063705328695,-0.20906309027152573,-0.02019140088697762,0.00788109073187699
MFGE8,-0.050749267580023266,-0.07994909877131409,0.0213664751540237,0.01564696041804115,0.06774222813410759,-0.04462866734930843,-0.008642066163253503,-0.1108371761435631,-0.1411767030008964,0.08370600036998306,-0.11878686996663819
TGFA,0.07144729799440828,0.02715323574556491,-0.014195318829094023,0.029267090738250838,-0.0765281232072766,-0.03884581050758506,-0.02946268421223024,-0.11864694099540868,-0.3300275759399088,0.01641524453382437,0.04096464123517767
SLIT2,0.01875379840881157,-0.0776488506887357,-0.0345218333147621,-0.03426028824389068,-0.061021247505281526,-0.04033462462576947,-0.043714467976409946,-0.00231363656299769,-0.08119824931589832,0.08403703323055033,-0.2888256719103379
PLTP,-0.12493729762633557,0.12486876877231969,0.042751211713188894,0.020101337686211255,0.09754176147335686,-0.07592863131590727,0.10778030371400694,-0.13975227555802452,0.006262121787386192,-0.027164309052652373,0.09262521298553633
APOD,0.22312823815524113,0.10895012664954036,0.061933374484267334,-0.18269112500384996,0.015986135279153078,0.00021486953915704414,0.051337161111478916,-0.12265542884708729,0.2627782454261638,0.03919568001328722,0.10241485862233639
B2M,-0.16667428093022138,0.009749109736240245,-0.06937637146218453,-0.03515403859876264,-0.059953241084316745,-0.047413348716057284,0.09181130715916003,-0.20590067045123633,0.1651993969067579,0.021081196973426634,0.3988628258294604
OMG,-0.01299660101128398,-0.06000535730409109,-0.040654740405121785,-0.110899341141249,-0.11015935006296569,0.030134415724188436,-0.11105061838707503,-0.10976159486728686,-0.32971351013884,0.039350519168630256,0.03248944139967057
CXCL3,-0.024867595382287562,-0.010874823627942152,,0.10606656867390042,0.026508041772331577,-0.05557258354243912,0.16366459973389197,-0.032722625161617384,-0.05139907930197449,0.026479161646241887,
CXCL10,-0.09895718824371667,0.0073347089521459685,0.04780478554007934,-0.020614947879322606,0.01021090919937489,-0.014861669723059565,0.0023809471392945186,,-0.1672009641102601,0.0594858562645375,
RSPO3,,,,-0.07663256814933554,-0.0694041317997898,,-0.0732943526346066,-0.0979204689839829,-0.051492698398691146,-0.008695282392902052,-0.05734629505231117
CORT,-0.03856548266740023,,,1.8768223334211107e-05,-0.029103071595914028,,0.07345935675646163,0.017336879916237693,,,-0.09674810187758819
NCAN,0.055202209783041294,-0.03137705798854455,-0.038780687606072464,-0.16902476299627775,-0.10647404304486362,-0.10962273359245926,-0.2535794203717641,-0.11809381442044756,-0.19658735184320883,0.002551658603635717,0.057026678705634534
PRG4,,,,0.02707876833418053,-0.004527782962228211,,-0.012150576765362771,,-0.09262150231995113,-0.049449580312928995,
ZG16B,,,0.14158709040648015,,,,,,-0.05810798900612108,-0.012705371613491431,
TGM2,-0.0831195767092416,0.08249640608113618,0.04989015626971886,0.093046146477614,0.011707208904705592,-0.0677435919846635,0.07101118578612194,0.017825155545863093,0.007209958990370184,0.050508264556034556,-0.05962549549321966
VEGFC,0.03343644500074054,-0.04194805484738166,0.00175293275627842,-0.0017147009662454406,0.012125875570715679,0.03983595380452095,0.024384490952760823,,-0.06860574839747782,0.02696744814807526,
WNT6,,0.0744314961735014,-0.02695144321300617,-0.02339044359304235,0.011912948215728575,,-0.07070853075487996,,-0.03817809890193379,-0.052886132114508884,
NRG4,,,,,,-0.032357427924002445,0.040719797368414974,,-0.028118376969410462,0.04685361589771648,
PMCH,,,,-0.00963427925525072,-0.040833166446344306,,0.0007636681084652983,,-0.10244035699638532,0.09416992516112102,
COL9A1,-0.07433121098791504,-0.03496784243769709,-0.0681541071409864,-0.14360915229432886,-0.055568705825576686,-0.03168467525322221,0.00878932412398183,,-0.30557841744990355,-0.045224098241535615,-0.0666663387783122
GDF11,-0.08250266659455932,0.061755917090566936,0.06500407971144613,-0.026082678836612208,-0.10649092687111805,-0.04548503033121853,0.10586326600391914,0.06446908941316105,-0.24555835407853516,0.0043320075463103664,0.015032208909681568
RAET1E,,,,,,,,,-0.03896688450636586,,
IL24,,,,0.03204174397772519,0.08238752112363493,,,,,0.0018980705829382855,
SORBS1,-0.06457520728275665,-0.06869942463420999,0.08809119297410543,-0.14515052064228326,0.051429579739176175,0.0021455198588221838,0.027049027046232132,0.030954791038920248,-0.029517595625798393,-0.009269930241413128,0.019214624159359796
DLL1,-0.04891931454011374,-0.13985663826687006,0.01563903984967489,-0.08873556697698107,-0.11431769101537462,-0.04440174193241521,-0.12343314372296246,-0.14903454594794735,-0.17839751371689702,-0.016220922468614313,-0.10685802742617224
TLN1,-0.05696185546545624,-0.11092859056323688,-0.03736933817464454,0.09181170283184342,0.02274776361244616,-0.040776012105822636,0.014735673829025162,-0.05334860415292895,0.03484871202030972,0.01304059429687589,0.07401390301694753
COL2A1,0.05840908577423502,,,-0.011075197900325667,-0.027046624984080524,,-0.006574019698686935,,-0.05884698884492568,-0.009467106215862227,
SHH,,-0.061351541774723246,,-0.0020750767201223935,-0.05734928172227785,-0.0038327147036482418,0.0017556056083331006,,-0.19064536793030637,-0.09833302536917717,
PON2,-0.10086280202557646,-0.0912621365177639,0.03765516561290837,-0.09772461698155438,-0.06017698744933237,0.03142731552370423,-0.09087790671705863,-0.2168257491556839,-0.13179265060655532,-0.10379357687612775,-0.029063324698437688
ICAM5,,,,0.027313487613538027,-0.061628392034632704,,-0.019289737635346124,0.05551803948605914,-0.1419206269824694,0.0944091503057905,-0.2771063050630588
HPX,0.06670406880440119,0.08787216382686745,-0.04644513673125896,0.030671333858580754,-0.010823696386550757,-0.0517465552992207,0.03537053375214519,,-0.1321250983934901,0.001331063748464742,
SFRP2,,0.08144594826968457,-0.009806234669701845,-0.039412292738497064,-0.05427740131707021,-0.014168340590672861,0.13508453479361984,-0.0102410855129386,-0.09797798341109829,0.04340530983778438,0.013743634321446138
CFC1,,,,,,,,,,0.08030859249238237,
CD70,,,,0.044767520238515594,0.041240328810087254,,0.04488309990165705,,-0.04478195529247286,-0.025241930495715246,
HP,0.08215433581899699,-0.0430110149748124,-0.06407124938919928,0.05257929758994218,-0.06957673294346271,-0.06830476455573589,0.06561390591242158,,-0.021048314948231703,-0.020927701233453402,
CXCL2,-0.019565696682808723,0.10197801710556738,,0.05868305471363488,-0.004051550521500506,-0.09694249266955154,0.14566232618316682,0.0786352996614395,-0.0859091142273267,0.08381165295831104,-0.08823485484842641
NPPB,,,,0.009074417650301723,-0.03597095519615607,,-0.016869986006114574,,0.05768416644966315,,
CCK,-0.08318427694227608,,0.007805366945380581,-0.14042592688062597,-0.06963453116133193,0.01211628403379585,-0.12805973923631744,0.09858685211535127,-0.08255944692759913,0.08523174137568171,-0.23821726655570258
SEMA6A,-0.019781064136347608,-0.03847156089505681,-0.0251399066127472,-0.007654307759446363,-0.06058191129713206,-0.03656149006141863,-0.04377002084238564,-0.18525520610915017,-0.14848175777848496,-0.02708787749892599,0.04394360436326328
IRAK4,-0.06592739872302167,-0.08441468266861603,0.01848670219611753,-0.01300034513399573,-0.06656307568677912,-0.0025485839848406453,0.0681779574075319,-0.0719270630708413,-0.3143776534034681,-0.05931229540920404,0.055405991202446
GSTP1,-0.12454476662097129,0.0466747446102908,-0.00896176923711677,-0.07368278959173881,-0.10082843828189945,0.023584095816987557,-0.013141603149456196,-0.0867576480993172,-0.1664399373271763,-0.05537015224434266,-0.04527237300670657
VCAM1,0.07283212047956579,0.0011103223487329802,0.042473035482603554,0.021929865377106096,0.05333156907924373,-0.0059060694344135155,0.03992647979110962,0.024384395285443564,-0.2640696503925156,0.05639839546584775,0.013062920977967726
NXPH3,-0.06028056709036961,0.07872364947112061,-0.03226300202005717,-0.04935172635441396,-0.054294341704878436,0.01862619293827092,-0.0972231358368156,-0.05879466841065599,-0.3024124912733718,-0.01687420208063161,-0.057370896130886015
MTMR4,-0.06118804777446973,0.08885545765782338,-0.03738144414567571,-0.08106990832840708,0.038423173780147674,0.07191007941404255,0.011688868226079278,-0.104676596931159,-0.1944357403020722,-0.024410564893366845,-0.05138336076412567
LAMC2,,,,-0.003735055754602283,0.025648964102111833,-0.0010325906467025534,-0.036649436218059085,,-0.06869537471947909,-0.025190902884697497,
IL10,-0.05003471866937391,0.1001231392865267,-0.04876604599215706,-0.0017166700772351475,-0.06168990221933623,-0.05489351727179967,-0.02984134371166818,,-0.15691456952899388,-0.030307770309030195,
SEMA4D,0.02417819027705582,-0.08090842689666776,0.04617666776544056,-0.12386653026543232,-0.0739255548366044,0.05294687389703696,-0.09874855717938796,-0.16543710226540395,-0.20445813651654487,0.042048529053560955,0.1501710298513377
TRH,-0.022064200257143805,-0.03506894773903387,,-0.02030600485228157,-0.06218188492256442,-0.034294152477232734,-0.025644488065425866,-0.04451601484211056,-0.07180910885301456,-0.0003739527350274767,
SEMA6D,-0.09966449670593132,0.059288772722023035,-0.0559064841821805,0.009228202894612864,-0.012642264970829093,0.06869677315441922,-0.12076610731810185,-0.11843802090259851,-0.20241486669485212,-0.04635867909952065,-0.024691862216336572
CEL,,-0.04739966405545823,0.034058404734795586,-0.04346100330879138,-0.04468160345833897,-0.014100882769063171,-0.048434702419426545,,-0.1610605858583327,-0.033551982492769694,
PDCD1LG2,0.06069526380353679,-0.0800957061450624,-0.04284932294764212,0.028968685607431252,-0.07098283782024192,0.03981860670184831,-0.02946305089591652,,-0.2857399796379081,-0.03697044661181183,
SPINT1,0.0026571064835397744,0.05347216751152117,-0.02150213436044438,-0.08255154590456554,-0.07184244642077933,0.024560923521807113,-0.043037923360325865,,-0.2709020890256334,0.0047041343723678115,
CTHRC1,-0.05444046229040431,-0.04693787750577204,-0.031902783197643024,-0.04396862814640412,0.021524856473652054,-0.012662407536341024,0.022414941994096035,,-0.05490400061004815,0.045295608881454334,-0.031394050481818515
PODXL,-0.03625378391747119,-0.025551621963217325,-0.012451407126446816,-0.10328899985340544,-0.10697661510871594,-0.012482815924972027,-0.09992271464544558,-0.017127306737369577,-0.1289064989764915,-0.027464586613078358,0.03233910118823966
JAM3,0.04552104208769521,-0.12823308772687628,0.06310259919290993,-0.0039431897620368144,0.013387989812377266,-0.054476340244087075,0.034212654103164604,-0.11613446920112172,0.01859929417199719,0.07294755814721277,0.019914909033145408
TGFB2,0.04520745134296974,-0.012548545291183733,-0.0040904464774040574,-0.08963096939193872,-0.08999333047126912,-0.01996132757948185,-0.13817486552134617,-0.13854265888691314,-0.003907105876848446,0.02880735259405426,-0.004042574472197015
COL18A1,0.0033910564305089964,0.005407859830834368,0.0068787034229869605,0.004120378236884277,0.10312677084859924,-0.05050241030029445,0.16401892868278894,-0.1604248998253724,0.12582065967639924,0.06627224037264236,-0.05008382324089298
NODAL,-0.05703754360275964,-0.03805950737315259,0.015603399789793629,-0.04400764323882978,-0.008040104393693672,-0.010519801105284842,-0.07649370668323112,,-0.1173937092565145,0.06720057099209613,
INHBB,0.01675202326425495,-0.001250255680061527,-0.03599349176807765,-0.016580989706063733,0.04251464552059555,0.005525127739182007,0.05638202528699404,-0.11694886690284563,-0.30150361676508686,-0.052659210835936374,-0.09538342702375664
LCN1,,,,-0.0557246483899645,-0.03192521796164558,,,,-0.029154044770733165,-0.021316725707188792,
ARF4,-0.12237664140774455,-0.04950051945543834,-0.10986519813501013,-0.10042251175037437,-0.09476158293699954,0.056272861611500295,-0.08470900139118066,-0.10367605630142117,0.04434372350997467,-0.043180065331483095,0.0431310976780431
CXCL14,0.06195306260264419,0.0030594285272607697,-0.03029350292889231,0.07223053493991682,0.06690468534546883,-0.08987081624640388,0.09383220914069187,-0.10119447171456408,-0.205207531283974,-0.08509164906530849,-0.2751782512602524
LIF,-0.059740888076688245,0.007156134745430792,-0.004976652672293194,0.09030402933228827,0.07351182064096533,-0.02589063610574146,0.04853597532165851,-0.03928483740418158,0.010668041988800253,-0.003009470916559392,
IL17B,,-0.0007505119334453849,,0.0222857932265249,-0.04319703530556436,,0.02529504857510908,,-0.11266989239325545,-0.010138813632327496,
MMP1,,-0.04161770295208213,,0.08085284132980929,0.02310609155836601,,0.0025883869059402796,,-0.12080992926658912,0.055068526508180365,
MATN1,,,,-0.04372687258582154,-0.04232675927550253,0.015215268496927437,-0.08345581605775342,,-0.04166900253880795,-0.0038183026405486675,
ADAM28,0.08497475970352286,-0.04173545602754714,-0.05224537447985205,-0.09249406614779375,-0.10294105478011245,0.023024704698582133,-0.0730287825508905,-0.09832610304774662,-0.1645896255986179,0.03364454933575512,0.08633488760659686
TCN2,-0.06318343091433115,-0.009800661267834573,0.01346143748435662,-0.11803538371270719,-0.05761164235022276,-0.025386909640577836,-0.03741763574749634,-0.1983575846310039,-0.20829785866308317,-0.0523125020225801,-0.12537929959918662
THPO,,-0.046925280857015195,-0.029232205257775278,,,,0.035520070812251496,,-0.09700830725392962,-0.017160756434298437,
CUBN,-0.08031082562489628,-0.10177752769901593,-0.007502001037446979,-0.03414146046145873,-0.023586335339807737,-0.07493326054285576,0.008127821189032224,-0.13830400279009586,-0.23981590945703565,0.020501632735253437,
TIMP3,-0.04978647312252554,0.10718437867134754,-0.053445106360301,0.07269084991653393,0.05636305072112826,-0.08700238457183307,0.12247285868214153,-0.079920691753961,0.04383264153119442,0.053140405821712734,0.0028215124631639945
PIGF,-0.15476557079963224,0.003501610635110576,-0.07282809249349617,-0.06617511092487866,-0.08155116731950174,-0.040568125812081794,-0.006220713851231543,-0.22178255477651582,-0.29937576501491736,-0.022676380639736538,-0.07406853335532763
CRH,,,,0.038335949781544275,-0.06907796656202388,-0.026395675801631817,-0.026807531493219874,-0.009085688963718346,-0.12447863833901235,0.0685114372406653,-0.18122789130450848
BDNF,,-0.11865881756277705,,0.07125194199507136,-0.02613678737186944,-0.017995922089472,0.0048112004740467045,-0.026793539401729457,-0.18688836449172136,-0.06623151052258833,-0.2138846031465578
CCL5,0.03371116629958558,-0.07625594606429231,0.05810036650274682,-0.0733823463275174,0.06432648134687101,-0.008264014734580476,0.0077493271311149204,-0.0189493907056018,-0.16790005314092213,0.08386042451209737,
GAD1,-0.07723619612453118,-0.12445993169031694,-0.0821963315066606,-0.07857659236779357,-0.08503255680433468,-0.013982697651936151,-0.06396132738287535,0.0002659747604491567,-0.11713824468977709,0.1231641402878496,-0.33508912494555826
COL14A1,0.03205731856702706,5.167558843959862e-05,-0.028806872661573706,-0.016505766047561616,0.02999163606948285,-0.02516315941765461,0.13332771846286856,,-0.21090362020510878,-0.0005512702737892559,
HLA-A,-0.161145076337958,-0.05776944398421096,-0.003093354034949194,0.13808377703056224,0.13208530291997347,-0.08723358789582127,0.14290867105144262,-0.2661153690147397,0.03199194691937241,0.11902808249175921,-0.045570810619502466
CD5L,-0.02733732572147305,,-0.012549639948587888,,,,,,,,
FGF18,,,,0.044467806643364985,-0.0498353812167115,,-0.04719296940184126,,-0.039148519140273536,-0.06167861107254093,
