,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.015200533936012523,,,,,,,,,,,-0.0435890188136302,,,0.06170715615392909,,
BMP1,0.02809995365300234,0.03205008348512987,-0.055472659734754876,-0.05030472196380348,-0.0014875384855793546,0.03676223227199817,0.11466815446415239,-0.028368263802671143,-0.017699183246406756,0.08586081134453344,-0.09230633901316562,0.05981494205869334,0.03597340090140436,0.04162245525231156,-0.05380876016782881,-0.008343847766579985,0.0035634795991784578,0.061229093902788835,0.021841987279644308,0.0035186186460409033,0.03067132596446768,0.10226575374385427,0.03187908510395961
NDP,0.018882200222696356,0.02056117186260921,-0.054288070666460686,-0.05100069747685345,0.10707797735281711,0.048584246544402576,0.021432423925153824,0.020966999495522134,0.028582881359763723,0.002651719615637789,-0.02617824157713519,6.145518080962094e-05,-0.0278680073445569,0.0695304972232974,0.06721659650021335,0.058918927449050404,0.06719951378902853,0.01605062579534493,0.0229206880295726,0.062475499372886184,0.10553388435813935,0.027615189247172565,0.032575119182512755
TNFSF18,0.09105540213341469,0.03133618286366441,-0.009442829005436762,,,-0.024672082602266925,0.13126376689605218,-0.015129094590365622,,,,-0.025257711003178335,,0.07527443054464496,,,,-0.0006909429101639306,,0.11677945686263481,-0.019805144671397136,0.006999300598068035,
IL36G,,,,,,,,,,,-0.029421994244596107,,,,,,,,,,,,
RTN4,0.0005662410498792599,-0.010656556974241253,0.019587501434774158,-0.05540150922980586,0.06569326885237554,0.059253518474852884,-0.08710476020986045,0.047359774469832305,-0.04871383354997389,0.06552495160628675,0.14957083156616197,0.07385487619203888,-0.0042116090351235255,0.03586566302982552,-0.04067935397632132,-0.04063898932361332,-0.07939968666070114,-0.057449006722960994,0.037785913931395174,-0.03075293266469772,-0.009950275969622328,-0.07276063316565659,0.04025312595119267
HEBP1,0.08317714657769809,-0.04055806421492253,-0.01786879588530031,0.017213238907043918,0.0061998950677878495,-0.02372454388787507,0.02250293215333366,-0.01648383140352543,0.024231684314473145,-0.007327856677850696,0.04816139865947675,-0.007288198064507656,0.027422446675173604,-0.016796034452923995,-0.06516609212664125,0.03097485952362189,0.05002517482315482,0.05791536687483888,-0.003971529650722664,0.04694827337078478,0.055190034113507036,-0.05406599000254187,-0.012309704301265193
WNT7B,-0.014891063879090413,0.02728975500787085,-0.015833901138116117,-0.034603362072206274,0.10207121470655381,0.08283745218705699,-0.016259240566117047,-0.02901244025632614,-0.02187891236315626,,-0.010381638799370563,0.026443282643656918,0.1856967516784901,,-0.038108901950807385,0.019441787002430374,0.107430240105118,-0.023806736806188316,-0.03355129287976515,0.07992575722853724,0.013755188060536504,-0.01261997748554696,-0.007810565394972892
PTMA,0.04743085321647435,-0.048223353943559026,-0.020977480284935526,0.02445121126126732,-0.03917289217534122,-0.015987404180922246,-0.05645827261734427,-0.007529183010985257,0.018339194678580202,-0.021228250098598665,-0.15322346000431797,0.055878923453725964,-0.19792952623357268,-0.05704316940248667,-0.11929838912364464,-0.056699106568008126,-0.02792271618575952,-0.0963917697166296,0.02120590140220643,0.051649434647348516,-0.0893990251408228,-0.08147412455164633,0.04853756568139823
FASLG,0.015798941227050327,,,,,,,,,,,,,,,,,,,,-0.01564453837636566,,
CEACAM1,-0.020676378363207844,,-0.03966146586280484,0.061035742811767255,-0.02826196428665955,,0.035226090150925975,-0.02379446152535836,,,,,0.0387724956682921,-0.04848943036686218,0.08745625020722804,-0.04161072791293392,0.030878655770475143,0.03516842776568912,-0.02226848104425339,,0.008889949410104325,,
PDAP1,0.03988248914671756,0.02547176220635059,0.02909797415796077,-0.006206976936676493,-0.04341244486799524,0.047198968990432646,0.06144051126760541,0.06885746790830347,0.038426271368077136,0.06488913306105602,-0.023573162959006154,-0.04357042868077884,-0.0061104079517909264,-0.006529221460306362,0.08388575605601302,-0.04198549898049552,-0.03876819033704465,0.10590641019892771,0.05056329445320453,-0.07425642837299501,0.028087158121387464,0.07626885361892521,0.02955493250382699
QDPR,0.009768564225264991,-0.0025608843901614425,0.015511430419963872,0.021019453030641424,0.03315458073834852,0.008432611685839406,-0.13023977679080054,-0.016701066820468565,0.0002919137525522786,-0.007308349914601111,-0.015633023472805797,0.05667942082977098,0.04813593407887543,0.017366863616065854,-0.18492175456297574,-0.030332066151427833,0.08169375093711052,-0.07923979032005102,0.03849577687940869,0.0957034050449282,0.08500986286441195,-0.05412989839972879,0.020540397072881786
POMC,0.04094298961131477,0.034895159560051306,-0.024148407848497564,-0.02565411520784784,0.031195547911760105,0.005076158880023488,0.07743584388494107,0.10893567018529146,0.02572661275275322,0.04546933375958497,0.003102908732542692,-0.05378944501219553,-0.024121331274054622,0.04366845725761542,-0.05081396301843657,0.03429288417899886,0.13653878638147027,0.054979798862821797,-0.014214685441642996,,0.0008581892391681765,0.09824603823164321,0.1452406179736671
CCL18,,0.03913935685792759,0.0050280102675381135,,,,,,,0.03537684357773684,,,-0.07042151758001054,,-0.024231823552601308,0.018961998086552263,0.1777169937151434,,-0.006447484479383993,,,,
CCL17,,,,-0.03170995130296722,,,,-0.018868926498427224,-0.041674839421290195,,-0.014143554555856851,,,,,-0.029520797438383078,0.07705420905309496,0.12654070519335803,,,-0.03435517962355022,,
VEGFD,,-0.05169451287804849,-0.04949377773834992,-0.018594910021106026,0.0009642353127332241,,-0.010504832330886834,-0.020103245228313287,0.03219049765350751,0.037588881290726336,0.020297090751784354,,-0.023161023256602548,0.02858991481827273,,,0.07912675939153947,0.06172866049161377,,,,,
