,MGH258,UKF269,UKF304,UKF334,ZH1007nec,ZH881T1
NODAL,0.06606317332201088,0.07868207569393516,,-0.019295488471993423,0.0008588169335653678,-0.015579737756642441
INHBB,0.025163853077008892,0.033679141626407796,-0.035824375665368675,0.054576742530328806,-0.017714115566359975,-0.014047049269265734
LCN1,,0.0007642652943589089,,,,
ARF4,0.01758485081955689,0.08535854756463145,0.020983830139960784,0.05269833869927329,0.01278742235275207,0.05158021668500824
CXCL14,0.04144448132773794,-0.030938162011463436,0.025939196626167636,-0.036937313378264176,-0.04023696562241422,-0.02715347559205262
LIF,-0.028347202698983217,0.030995071296267742,-0.01349130690331155,0.035243121820056456,0.0634817817447766,0.034385177293601576
IL17B,,0.03966144725731718,,,-0.04733588356436069,-0.019382641470029216
MMP1,,,,,0.004519390982485887,-0.014035572188501273
MATN1,,-0.020600285316156996,,-0.011427841169325114,,-0.019975892859371062
ADAM28,-0.0262305797751448,0.09290309998263725,-0.00263002782189855,-0.04916187231529585,-0.026979469231359476,0.045446915509184484
TCN2,-0.013473491402807377,0.03708264903174763,0.019036972500922657,-0.0009015919074312894,0.007669841097951296,0.012805129218474872
THPO,,0.012105289884765388,-0.031167266980001995,-0.011427842482070015,-0.04551642149673407,-0.01732816181564588
CUBN,-0.02158120273043622,0.014032315288969208,-0.02396663120831791,-0.011094846624720916,0.012804903098513802,-0.00652810699045996
TIMP3,-0.011771529725254144,0.0013735969788334537,0.003043942681501444,-0.07666539115241848,0.03293713750076381,-0.04835312760863009
PIGF,-0.016882059839154567,0.02684894928263133,0.006696757091114777,-0.024305117621176164,0.029226817362935434,0.02601705124108383
CRH,,-0.030214473836947982,-0.026737056432251938,-0.015630345098861662,,0.08097784173336461
BDNF,,-0.04045866556605973,-0.03093574723549639,-0.012870685727704933,0.08912364409782039,0.03139044937097234
CCL5,0.030958224189739786,0.11385752343139709,-0.012066690290536452,-0.015503242588854325,0.0025998219903445798,0.02282350796901609
GAD1,0.005044905185466246,-0.03941712644618917,0.04834431270532741,-0.0198422715417731,-0.08645348679824823,-0.021569250122879878
COL14A1,0.13690554941090863,0.13289738883595734,0.030661229318599922,0.04689425915465371,0.060540439757882855,-0.04762035118754402
HLA-A,0.014688840479221216,0.07696636706952845,-0.050831062724017176,0.028552353423771826,-0.08142289580670446,-0.08067344704428765
CD5L,0.11094167524522558,,-0.0325265126761182,,,
FGF18,,,,,,0.00617782666923556
ADM,0.06478753445185068,0.0913522216321225,0.01809916526803101,0.08331325317548822,0.03484624636378991,-0.05457710177490632
GNAI2,0.05480615669703201,0.08283102368299129,-0.036763413907942404,0.06035900035424801,-0.056531299403578886,0.03984060472496176
HDC,,0.013028906159690316,,,,
COL11A1,-0.02643190182754345,-0.03572291974133244,0.04249503839056828,-0.014826238691768742,-0.04044153704389861,-0.013762805366321185
NUCB2,0.021997657267796556,0.02747648356950461,0.08854955524580636,-0.017005031318371198,0.09716318366814211,-0.03391024689778623
CXCL1,,0.03143979183172907,0.09386287957200733,0.02793441880167442,-0.034169210862652705,0.03628466745326562
VCAN,-0.004157710527386746,0.07575222106589727,-0.03723000089140838,0.011720091583365958,-0.036690426532255765,0.019614950789566914
MMP7,,-0.014341902165938081,-0.019141386398701003,-0.017662894805909365,-0.04715395185943863,0.005778938417934408
PTPN6,-0.046993983137850054,0.06916368904348079,-0.07357804098796629,0.02695935240789537,0.1138107451720085,-0.00028865649954433134
PTGS2,0.006514588691107046,-0.09425985148934382,0.006701378974363831,-0.0007917549149654226,0.07807702792420897,-0.00827875434371839
XCL1,0.0020872451674820423,,-0.025108052627911697,,,
CD58,-0.015966312777274533,0.0922748892191957,0.11864977378493881,-0.018181808867550043,0.03490803266289222,-0.02102856090001309
TNFSF14,0.00966051403619455,-0.0298834608685872,0.08677138332029988,,0.009147325340930355,-0.02026662963732873
CNTN4,,-0.050925132438671,-0.03354146241530016,-0.026769414017886566,,-0.00517268170548903
INSL3,,,,,,-0.02026662767924598
MFNG,0.034698254621756734,0.060067669999920976,0.053029325699018394,-0.02604969516355836,-0.06597544880652609,0.03618313935704706
ICAM1,0.10763432781582229,0.002368255391714939,-0.0012111035221459314,0.007220747974746397,0.0596310828335964,0.010465819645437581
PROS1,-0.04662102299074585,0.12496126665726365,0.11982057985551146,0.015959644473642034,-0.02315019978166591,-0.055753549208819086
CLCF1,0.014044181171631568,-0.03774196252444973,-0.04402790510778434,0.012510753565529019,0.03694271777371235,-0.05990698305782383
PSAP,0.00538132198208122,-0.01695662207775093,-0.07106765499672615,-0.0755656951316922,-0.05625204016563084,-0.06028171188123892
EFEMP1,-0.021239146175099418,0.013435387282011093,-0.052251406420998465,-0.024897915293636393,0.06818632415853446,-0.06767439081848321
C1QTNF1,-0.02278560478863495,0.0777372080645952,0.05044402994137315,0.03069287051798058,0.04128507173420664,-0.027904978599235842
ALB,-0.030855330031826902,0.02390049965134849,0.040611589482146264,0.002896901158592657,-0.050821682481302935,0.08958380094357515
CCL13,,,,,,-0.0227332342683898
EFNA3,0.02205819592990976,-0.061417969305880796,0.008234732226261803,-0.011607311843329247,-0.005902496695578647,0.04184832558588242
DRAXIN,0.021402009825501753,0.03217967151432981,0.015403038476992079,0.063184878579257,-0.06998855241890782,-0.05204494691126851
RAET1L,,,,,,-0.02462206296844641
NPTX2,0.011768710541242264,-0.05297056690343247,0.0027274034422171112,0.040211810364509,0.02664863019662137,0.023510732678205217
FGF11,0.008189104778578085,0.09901850308469763,0.032839022144621456,0.06378100212034736,0.031720873173102744,-0.003049057682148658
CD59,-0.02012059953298214,-0.0006319902132456518,-0.06716849424856587,-0.02809849867709635,-0.0032924326216602637,-0.07332213909305897
COL9A2,0.049759236360335794,0.07081557967454193,0.05767997101957233,0.003170727586059776,-0.10282529838421312,0.016915195166495655
DLL3,0.04608641965209965,0.029235368772357235,-0.02672757654001509,-0.0510925716660365,-0.04728580214519473,0.029645860702491606
FGF5,,-0.019156243810810988,-0.018409275054829758,,,
LIN7C,-0.047003413944128256,0.06504448786154568,0.007119436530495509,0.028195631353124834,-0.08400893868223952,0.008697139476734474
GDF7,0.17601721939145293,0.014410973531927513,0.030312559796245194,,,-0.01647558535066472
PSPN,0.021291911740355704,-0.03750006603889043,0.03613832324364235,-0.04308616210659652,-0.07174264937776377,-0.018919094319145152
ANGPT1,-0.026589894627432123,0.13156649668270032,0.05932147359711833,-0.01811104869475035,-0.06795893063025774,0.008967339793174548
PNOC,0.03505705664643192,-0.054627431275379765,0.1258310019388405,-0.022611872739464602,,-0.019532479349019943
L1CAM,0.04092469946440724,-0.08222575022879525,0.09934884955458777,-0.054479088916551496,-0.03914585905527102,0.02200876411277953
APOA1,-0.03372276739177345,0.018746513789402335,-0.04906264879938088,0.0073608815762379815,-0.017486034636852592,-0.0007025206960372352
PSEN1,0.07508296757991695,0.025053861849505806,-0.026900480541146812,-0.04676218515604079,-0.09526422648151149,0.011193254982501262
CALM2,0.00921475530566144,-0.09399672375924024,0.024484452213524445,-0.039801787686776766,-0.01904275458429157,0.027215787741998586
CLEC2B,-0.01055950464403131,0.08867001863157731,-0.06041120139349947,-0.042619331332786566,0.04533141682270671,-0.030758116177524834
NTNG1,0.019404588208978203,-0.01593095283147241,0.0615407391239919,-0.03456559382285302,-0.014618280331980042,-0.024993504950814247
LRIG1,0.04501537126135146,-0.001731753211985827,-0.06724568437229028,-0.034572386293213214,-0.10479351191799773,0.034124762162946326
CPAMD8,0.07872836423097414,0.027708052585779443,0.03580363152377939,-0.02110707133650976,,
GHRL,-0.02980242362762693,0.01514568815124948,-0.020531605460684964,-0.014585020781787441,-0.0516650304569768,0.023732554556333513
NPY,-0.009905827117849998,-0.026325029066655375,-0.09510422938829945,-0.008111677175683063,-0.04996751651915167,-0.0009175640149177041
MMP2,0.030688985324764665,0.10703299510730968,0.005961600332202873,-0.0067854367654493035,-0.11221219413502334,0.02384337835449512
PPY,,,,,,0.028096595117928953
ALKAL2,-0.010125630559279277,-0.019648657883705966,0.018885587662079456,-0.027486869750152302,-0.04643317057741564,0.09842269522241662
CSF1,0.05785415641911732,0.07519524868721537,-0.028086908011788116,-0.010991445071823133,0.0684594102940398,-0.007731706969552498
SEMA4C,0.09507589536067051,0.07292112111408311,0.008976054438089758,0.039496753016926386,0.003025483377784607,-0.059717139334497425
ICAM2,0.005285319541038986,0.029914177572872545,0.01827381349604251,0.037799291479435275,0.10345453781164754,-0.004259785315705039
SYTL3,-0.003960414174134907,0.02251160088816646,0.03016239780840488,0.10122307651759316,0.06295037032443,0.03845856611507465
IL1A,-0.021705733450627197,-0.022654501996995573,-0.045409532987110326,0.04070851476370784,-0.07767209518682298,0.029872370922112923
HLA-G,,,,,-0.013185985875317736,-0.029880844436087243
PGF,0.01492701289505581,0.11152677927202889,0.041184698816665394,0.010737645890640309,0.036855739451506365,-0.04174373771312459
LGALS8,0.00851020283865471,-0.016411196554448428,-0.006158673833674455,0.02086210693115514,0.0676954743941749,-0.012638140252845315
DKK3,-0.005134673425023511,-0.06339116967384976,0.012946750871385656,-0.04140581791597585,-0.03382242159068973,-0.028417163652698873
COL16A1,0.027692601090653978,0.020851705108986866,-0.022551569782693005,0.034396796704946886,-0.08976330897637114,-0.006097807476166718
TPH1,0.0052152107742835995,-0.001965349717379163,,-0.013752908142674127,-0.05291156825688798,-0.03735498757682384
TNC,0.02441951636063783,0.06329497676856077,-0.08640477830323769,0.03214334025533069,0.07394844308521517,-0.004703712163094731
TNFSF9,0.1316345195006499,-0.04650318176000754,-0.048881805312300075,-0.023333468193405156,,-0.025462131369417895
C4A,,,-0.02215422675969965,-0.012089328701626573,-0.04778218011858859,-0.01664934752010749
CNTN2,0.015621026197708303,0.0161776114521845,-0.04081468350336601,-0.04410554291439952,0.019625357005338066,0.07812684899130341
F7,,-0.017329390436200975,,,,-0.016475586943813566
LUM,0.05779829307390021,0.07508622163338736,-0.017460878529755065,-0.021273197537863314,-0.013277610604772788,0.013974711144109343
IZUMO1,0.034392118846243096,,,,,
BTC,,,0.055014366072207124,,,-0.01594374347931729
APOC1,-0.03704322932648396,0.11971011847297584,-0.031239620532118147,0.0465925460504235,0.01339654358450613,0.03843439602466814
PKM,0.026155306716565973,0.06897975916106494,0.021418033696032478,0.05097699015795955,0.08471491149252307,-0.027546796807382798
TNF,,0.019814597383769148,-0.050585320821622,0.06797503370930705,-0.045837793360119054,
GNAS,0.01719596575436273,-0.03573453949532457,-0.0014219652317758638,0.09246861771653334,0.0136387613645211,-0.06513115747084094
BMP8B,0.1454518966491427,0.05970955434611239,0.05572873818809102,0.032936207953353294,-0.050851753114911365,-0.06268318888027716
LIPH,,,,,-0.040688652508378935,-0.02616396078184826
CCL28,,,-0.02751898935757411,-0.010906653585494709,-0.03700529537476938,
PTPN11,-0.029091255186591673,0.03549292921793512,0.03814723178441478,-0.008074003484838634,0.00968932573343624,0.0036636960872838175
ADAM12,0.004298930926883281,0.06845669918231581,0.011295786480031156,-0.03059500612356975,0.04532127961406527,-0.08102625912026037
EPO,,,,-0.013752910162335267,,0.007405836904212117
EDN3,-0.026233691210235832,-0.03070523450659161,0.03167048079098399,-0.013894819727773296,,-0.01211959837071746
CCL22,,,,,,-0.01383110274258041
CCL2,0.009220619289406646,-0.007935222034396632,-0.06396223880292043,-0.01451007176886706,0.01807869479299374,0.057909141513128405
DSCAM,0.025572514547865428,0.011634282911938682,-0.0344834557969997,-0.05501339667132376,-0.04224601680490743,0.014931550755485051
ANG,0.018420994354091152,0.018203842093583927,-0.015159414113940502,0.05271105388894689,-0.012421986894908093,-0.014019031499603082
FBLN2,-0.0245973130097789,0.037558489713592734,-0.011463727979897706,-0.021833194796433412,0.01662667425169315,0.040692318046493585
VTN,,0.037375900787073126,,0.1068090302002673,-0.03532739235879803,0.05557611459800549
VEGFA,0.06813392189345445,0.0882500000574558,0.06256686048939064,0.08977019333836686,0.06838411058716151,-0.02007080501366113
F10,,0.12462219629279134,-0.030232108718281143,,,-0.02730001899595518
SERPINA1,-0.012781607857176682,0.055421365173052115,-0.01742385839273812,0.002600770058068104,0.010218407403596948,0.005254566651135817
VWF,-0.000811065001334373,0.05291694981815368,0.010589320275903787,-0.04938798150345213,-0.04028125931756837,-0.013065730888538385
GDNF,,,,0.0360812730540985,,-0.022072595341276962
VASP,0.025562051521092276,0.0847320942790674,-0.028162438259196152,-0.011944148548690732,-0.013658085750786494,-0.0024222367858640808
ADAM15,-0.007430839697885005,0.02522001488193212,-0.009506371396838666,0.019152466647346465,-0.09784829604102131,-0.009835487856877165
WNT2,,-0.026722416688870723,0.0026661742680700456,-0.01287068387124355,0.07883379515293783,0.019633516706427163
CALCB,,-0.019156243602633852,0.03004745989775044,,,-0.024622058110707407
OLFM2,0.02930698250073372,-0.005627294712558416,-0.04481784677909607,0.015646057812732546,-0.09222657683496732,0.040440086151497995
MFAP2,0.006346534923031021,0.040498863225951046,0.0620641440663408,-0.032191095449721006,-0.06461192221061013,0.028290745664085667
HLA-C,-0.013125061849354058,0.10359819954076747,-0.03294158597826105,0.027350529093325585,-0.05683561868001008,-0.04041129887080172
THBS1,0.10602508600846897,0.07882828921268101,0.014957421700352275,-0.030850055008297343,0.01629482070555127,-0.03572127281578112
HSPA4,-0.007084117147380147,0.06795137861436724,0.007238277049759486,0.0061619805311801095,0.069148367510262,0.0026950616299791226
LMAN1,0.06196624374009246,0.0737910551781201,0.026800577207831976,0.02992232307207424,-0.006572950886334027,-0.0028542339013132314
LYPD3,,0.009296179407371848,-0.02510804220962513,,-0.045052560921885955,-0.02510502029437446
APOE,-0.08994114074298555,0.013045065152342702,-0.07657709616273785,-0.03329248361985106,-0.0010498883372926434,0.01287436181469459
SOSTDC1,-0.018679889729507643,-0.019681064113504138,-0.062056020167059134,-0.02091250661393601,,-0.03385828702722038
ANXA1,0.0318677110081702,0.08947602113470156,-0.012722749560090849,0.04271504889753023,0.1536132486703763,0.028058285843932974
WNT2B,0.06039674926880572,-0.01424662896507331,0.011333339896221416,-0.022520324057621548,-0.03161373219954367,0.04336348917468505
AMH,,0.029097438066683246,,0.01791888158874296,,0.015111996505310782
GDF10,,-0.030867321157482606,0.11752074158978679,-0.026458786708551976,0.00408621548896528,-0.022965127645475602
EFNB3,-0.026675555795359518,-0.04517716186700657,0.022293095405046388,-0.06653669685257903,-0.07969635041207992,-0.016445537230813
LTB,0.0873581665516177,-0.031349284826042274,0.0037463817758438688,0.04060927557570067,0.08497955830108878,0.05907675314018447
