,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Bbulk,ZH916T1
CXCL8,,-0.08502427396736231,0.048277403091493844,-0.024776264255672788,0.0370230415886234,-0.08519214442001789,0.07505339558848122,-0.009508760186676561,0.005863246625008768,-0.015773660880251884,0.02014396300838749,,-0.054602878882388226,0.057884561410657946
GRN,-0.030171242355169877,-0.014718236549312374,0.031451220415732915,-0.04072835848792742,-0.07194914960084833,0.03208949806258792,0.005493504222590172,0.0682283888076123,-0.06800291495682131,0.014192519973612093,-0.03626445590893169,-0.02334506814052314,-0.01870125130421734,0.06019323219007098
MIA,0.08239907627039107,-0.06147812746457752,0.01243627584896397,0.047272982071669294,-0.01858492158045287,-0.0422750427798717,0.017609314642440272,-0.0116126581302976,,-0.024136175894576114,0.009989767492504513,-0.006184918163777687,0.042122452792775454,0.04428971475701621
COL4A4,0.02973464592671982,0.007463296878232623,0.019449046371596713,0.030410852256380193,0.01272388335612733,0.00021308094561296427,-0.013864227203243833,0.11338106826244479,,,0.026712300074118327,,-0.03074339462156804,0.01210921276246705
TAC1,-0.016985060434957754,-0.06448382482637162,0.09214302674456207,0.009626692951296313,0.08504432367092932,-0.034316139815384464,-0.06622174077988166,-0.06483183749574215,-0.040210498706349074,,-0.03759644183622604,,,0.005595479508156382
RARRES2,-0.021314550797978518,0.007205183082059958,-0.02729949802826375,0.0697033654687395,-0.01254089699726168,-0.059010077331772944,-0.07727289938858917,-0.0366318253875466,0.05914616532407798,-0.013250583569396901,0.04715597270648567,0.021157010992421527,0.007179973374531824,0.023881890807146026
FGF7,-0.0457883242190869,-0.0027038458478427846,,0.0028990747098921743,0.01017205088227477,0.027208538930966718,-0.013801712263978293,-0.02379815781276261,0.0056878041525216735,-0.018186840926495522,-0.03406339566515733,0.015052529158280436,-0.006261836864073999,0.039838092030453055
EFNA2,,,,,,,,,,,,,-0.018249022953056318,
HBEGF,-0.016743639385641957,-0.010033360359758521,0.049425432469856985,-0.022243066088187262,-0.013070700056197166,0.02193896753001008,0.09190870849266507,0.04062583567312057,-0.0034868315382335763,0.03329057858159112,0.007919966433621613,0.05220912719273041,-0.0013998031236994825,-0.02416109530104563
CSF3,,-0.051487255704976274,,,0.06925693808974501,-0.014751222027909006,,,,-0.02673717326715107,,,0.0346640547258603,-0.014339768943269644
PI3,,0.011098378279869486,-0.02633647484841547,,0.023945117112854367,-0.04273830904193,,,,,,,-0.01434982248665705,-0.03115555399252055
PCSK1N,0.006269698942502853,-0.025107604817946126,0.008971097487062735,-0.029257760305105917,-0.021317729611562777,0.004023277170342407,0.007933466119518975,-0.03376046900685866,-0.017142596960779032,0.07378419859354222,0.011010813336095422,0.06292257309005089,0.0074238497440676735,0.04037258600834592
NTS,,,,,,-0.04667109659865423,0.05350008991976427,-0.012957064227491535,-0.017847600815629604,,,,-0.022232971471222038,0.05935566245097855
SFRP1,-0.0060759941108974765,0.05411190971528503,0.02039216096269773,0.04164274605699809,-0.010793589127481244,-0.015894202649443415,0.028079379111454472,-0.013920453202745969,0.015150087093068275,-0.01597860938025575,-0.024219131915143775,-0.026211272490636626,0.01647253145252413,-0.0207417891811207
CXCL13,,,,-0.014112851023151702,,0.07766354881757348,,,,0.030169363997226306,,,0.020780237319677028,
MICA,-0.0233394483137232,-0.022600280928305606,0.05449733362364846,0.05417185953961329,0.04925713675902494,-0.03744060330630617,0.001545679792476287,0.016327651301996527,0.01549865340010565,0.011210397056138676,0.05162189741210756,-0.013012428577870773,0.049762774207297175,0.045348840089760256
TG,-0.01967077587144711,0.014038783725878199,-0.03942195490155098,-0.025121332499316678,-0.01656252944656504,0.04510611668569981,-0.013378611417638507,-0.010074171430117879,,0.014239713586352492,0.04109875600332212,0.0676081721199754,-0.027382334795792485,0.09262617432935699
ADA,-0.039905085584400424,0.05410943065562775,0.037842413714011605,0.0033596293164086686,-0.02744689069280568,-0.02180565490803264,-0.012387408301870633,-0.01636126456791708,0.050376497064261824,0.00781967552885745,0.059594492576672514,-0.04305500892510836,0.024649384282324254,0.02965624982812144
LAMC3,-0.02646848426729458,-0.0182642027538913,0.03270397096719703,-0.04467245459573553,-0.02812545285850133,-0.002814480299744567,0.011434032250473175,0.009243574158744232,0.06977192632108219,0.06837268131321303,0.030256801242135815,0.008580653128570192,0.05705839933187379,0.01817906836563405
CCL7,,,-0.01592352802876096,,-0.02421047324876604,-0.020883392320265027,,,,,,,,-0.015026687831485527
NGF,,-0.029663271614032427,0.06470900555201298,,0.020570020315690263,-0.022290847730706637,,,-0.017847612567090575,0.019159883892095733,,,0.026320091570648487,-0.004689689333962632
TNFSF15,,-0.03669716906389808,,,0.061940922110254294,0.07822122819885055,,,,0.005342353010198966,,0.003596891816482896,,-0.019010459788289028
HMGB1,-0.0031298938847799927,-0.041955758017446027,-0.08407310830234949,0.029494308301403753,0.012282990908004568,0.016819894279842342,-0.031811435736902,0.0438734775526062,-0.01757085962016042,0.011108710441553813,-0.06633744695420647,0.006563487999294409,-0.027133618025943308,-0.0895332390779315
ITGB3BP,0.047539541091859434,-0.011768981555123247,-0.015487725550229531,-0.022102882880404736,0.006959692277829101,0.06226508573134887,0.04089568704418929,-0.002645299662638121,-0.034209206129982954,0.018223869251400536,0.012708062978631291,-0.009768409923960547,0.01337226243419267,-0.0059798894899324995
AANAT,,0.005837469008792082,0.006571892692832155,,9.12750447853598e-06,0.08937210229633887,-0.012031463432730795,-0.011612658776223297,-0.0167793805935628,,-0.019986684293637123,,-0.024558242226617424,-0.015898862371325335
RELN,-0.01630759471203579,-0.02768076841691558,-0.042838253175669916,0.05838359527255451,-0.020580947376695434,-0.02212750627270294,-0.02648939870959768,0.0014528713453104086,-0.05895902559510951,,-0.022126984634529893,,,
IL15,-0.04545316374813166,0.041224030417048106,0.00721643119992104,-0.0320041932701466,-0.005660021177882788,0.04670333274774512,-0.03412645718673844,-0.024959409405929105,-0.03438469877480577,-0.029654212807846903,0.018291909087197033,0.15155158830315196,0.06025812722361817,0.11882697056799155
UTS2,,,,,,,,,,,,0.025134999247104255,,
BSG,-0.008195127537720422,0.029893002689286418,0.04708481992259319,0.03780099125817813,0.05265295079424253,-0.00999476082543852,0.09207487934470934,-0.022094274145129357,-0.03507673010868696,-0.017003316837979118,0.047908486330241994,-0.003951803076025161,0.04862828774766014,0.015090354194681877
ADAMTS3,0.11370943982160549,0.015496527560664199,0.06376785668108298,-0.044140002538239916,0.028442641739635035,-0.016441389753937812,-0.035885122066161186,0.020990424725548486,-0.026943742511861917,-0.03340572546474723,0.025368454358185532,0.048547984561782845,0.025503920118871204,0.010606470990747168
CD34,-0.009915291154640937,0.01726603489661905,0.030651127651692752,-0.04143508397068221,0.031200933365129364,0.05225288842319609,-0.039345290704956924,-0.021726969262328512,0.026846642874475832,0.008933898793157462,-0.01861425011971476,0.05671365402927849,-0.00640262182276656,0.004360920440727194
CCL23,,,,,,,,,,,,-0.03554798337399214,,
PLAT,0.0117556713564329,0.07875931641547015,0.007391612280565542,0.013801171283723303,-0.0020039169541346026,0.020932164270963654,0.060385690612072274,0.08271605705582646,0.05898961743584597,0.021416496329282195,-0.05498894783533081,0.04322311877884973,0.10500967407513229,0.04494472795298632
NTF3,,,,,,,,-0.018745601517095905,,-0.015441348875924847,,,0.03766372437137505,
LTA,,,,-0.0005667519721443522,0.029311500346604378,,-0.011587553160305459,,,,0.11037970126043323,,,0.05547547577556369
CKLF,0.07182015182260025,0.025198947079573226,-0.0038289805229554746,-0.03630251111678799,0.006579206753189454,-0.030549453710334375,0.021797353535453562,-0.053103331187135505,0.04642627742073074,0.01866980862348838,0.01122212410538609,0.10792801708201828,0.0028039701417645925,0.028511629026944436
APELA,,,,,,,,,,-0.03138791486424104,,,,
CD24,-0.0025408601959998464,-0.022906946819637838,0.027879840092908354,-0.0030489551750440096,0.019171321950260018,0.056828157495430555,-0.06737588423881834,0.0451538697850251,0.0916485208315946,-0.0008705756828424235,0.07572818224219277,0.0012267825805287954,-0.056144838995701184,0.05035105167188933
HSP90AA1,0.04072930164273118,-0.04201088097657104,0.010083105691769234,0.09105067571873865,-0.0032314285815517392,0.003918259216287291,-0.008826779700974587,-0.008975835600797384,0.03010093524899565,-0.014565122793184681,-0.07650154546722235,-0.024197260442241388,-0.05665622336432916,-0.07538483347434807
BMP4,-0.020244084084183545,-0.03545292437976961,0.037799703263937605,0.030071000423661936,0.03491128620528011,0.09674344460485418,-0.0249120080741274,0.03626914972640917,-0.026763476140423903,0.0529576129761103,-0.01579520698258247,0.03530556805076128,0.05159357947866019,-0.008175024773129551
SCGB3A1,,,-0.01592352643642943,,,-0.016591506738896717,,-0.009795391257553717,-0.029536405520764666,0.01186653056167664,-0.01293468380068633,0.008769038590306082,-0.034933319537918284,-0.0040771349448190004
IGFBP4,-0.020618473824144504,-0.0070185643025920345,0.03626351740229198,-0.014859095144359609,-0.024532661789530633,0.036917215628234135,-0.0021000073061647074,0.05298982173660808,-0.04698612306444178,-0.008112196424600104,0.012951446609376404,0.03941859319895862,0.030450241806528465,0.03673152614887979
RSPO4,,0.1119857616127652,,-0.029865827034667784,0.004005767697937465,-0.01914929581176875,-0.013477029757715937,-0.009795389824756159,,,0.08331569807679565,,,0.03222024259740319
LEFTY2,-0.019476285434884603,0.0505053698107625,0.017907586802192142,0.0676782772836072,-0.037450182632656405,0.06668427954866839,-0.03318921640892202,0.09614477365520445,-0.017847612567090575,-0.01925198203105099,-0.022883383952743926,0.04490765466969077,-0.020983097645986715,0.08809709914941904
PF4,,,-0.016518102577915365,0.0022526069405865196,0.08338828362468276,,,,,,,,-0.01672649297519305,0.07694140368034927
ANGPTL2,0.003941933670954886,-0.012025622527551986,0.07892855906452781,-0.03710077077171098,-0.01599309117888215,0.017856642728255278,-0.016490837780791016,-0.003527035471326979,0.007226973597708336,-0.03857386280417637,0.04265087021726702,0.03507612623474454,0.032311523461010974,-0.010768348343175723
LRIG2,0.04275265561920282,0.06841470915470783,0.03130868755714423,0.02952228209169187,-0.028093355011612243,-0.05846287912093339,0.012657536836215497,0.038785578565094195,-0.04924995858164068,-0.02537794227653095,0.03387045347453631,0.018966108686647973,0.06278498694916892,0.029605330784795787
ICOSLG,-0.02153982111276896,0.07037366322398049,0.054845574744863984,-0.018631641450846982,0.009380974383978974,-0.044428177751870884,-0.0050798026846465075,0.011522920772291903,-0.012107373775749684,0.0007255677775431958,0.09948751347908723,0.043203248710269364,0.08800303791814384,0.06306697999530972
WIF1,,-0.05444866039762019,-0.018217452338748347,,,-0.017160578436312846,-0.01039990465138052,0.01352933045370151,-0.040883818103471636,,-0.03457277183143048,,,
NPPC,0.0214875750841062,0.08755966436827876,-0.01965830206888524,,0.06067264778454138,0.05708118376857612,-0.02028690954289496,-0.01361319471648185,-0.044310560038795584,,0.10957078851342768,0.018017359977263857,0.14692265427302487,
LYZ,0.01997030357724752,-0.09363040010452127,0.1023888524942988,-0.008921858857076673,-0.03753170914148039,-0.011835209196148583,0.07435075798125601,0.024420278355548303,-0.005780783984931322,0.024329904759713736,-0.009975340262380873,0.0006386756896431021,0.04396490172044772,-0.047835627209173066
EREG,,,,,,-0.02694760275087871,,,-0.018359977574462522,0.011142432558848335,,,0.027790088129395287,0.031874197492214144
SPTAN1,0.004414118520529987,0.06724279073123805,0.00119362180741321,0.009343422241577434,0.014849645682915072,-0.048849765262392895,-0.038112261177844046,0.021188101431111883,-0.020412783323494332,0.05010656408137235,-0.010302701881704901,-0.03673423065607113,0.05200859844275507,0.018425842327432728
LIPC,-0.02518448154298258,0.1158376762836169,-0.020222499252602232,-0.012272565265255051,0.00861907836251828,-0.018539670139572494,0.008463823002483705,,0.054150766162143135,0.012145741514383235,-0.01656495625142988,-0.010979486425160598,,0.09666958915921192
COL8A1,-0.03355589131001168,0.025756249359631837,0.06244997951457071,0.0074806828463996194,-0.007516671532104576,-0.03561748857808049,-0.014167679636944574,0.06555893366121132,0.05969959062241,-0.004163856212965339,0.025204355236425113,-0.04039929815157303,0.05456288448642356,0.07568038639559752
GSTM2,-0.03960326512947254,-0.022990827174245762,0.007567992433769976,-0.001572660632573486,-0.03246164911276342,0.07311890286708163,0.08429433083932089,-0.008631201633006083,0.025650751851172875,-0.019898084407237466,0.004328947638072469,0.031157665003542414,-0.0006527625772252563,-0.01993651367153132
SPX,0.030974881307267596,-0.0016272542138845607,0.010833083640760738,0.0367505988395895,0.03360681601652958,-0.03718305468742333,-0.02504960460915853,0.01622356104606339,-0.06487501996443094,,-0.022386602121206276,0.03691008396890213,-0.0003731405591767485,-0.01565921060297514
MFGE8,0.05071963417583882,-0.014792972976515748,0.03464346692134995,-0.005161881340306201,-0.04104478614810973,0.018985474751998074,0.05513233632860089,0.017859057271127684,-0.03847696169482662,0.03905024212781327,-0.0466376439615052,0.028865801733773892,0.03079597397204514,-0.024521876247736732
TGFA,0.09678392457625044,0.06904945633527654,0.02666844853579543,0.026997342124896517,0.08040757542495709,0.030055424995828268,0.12318281875470666,-0.03268740042086575,-0.03526375706171385,0.0733707752810836,0.0236033929146885,0.033138047213044176,-0.0005411764107723445,0.025999141177734966
SLIT2,0.07482422608360549,-0.07343617602380101,0.04046544420147587,-0.02161926338553212,-0.012444539070685998,-0.014411544426358641,-0.018205151975513537,-0.013160978187504923,-0.061384004805473534,0.004721097659716762,-0.04169622531952077,-0.003373401585526182,0.010691118702632667,-0.006373800413227312
PLTP,-0.02725435464371193,0.059185050637623124,0.0006732411274556706,-0.060544921818177534,-0.031549990564774526,0.01520092324036395,-0.01422290765006937,0.0077526564964095195,-0.014132090429706845,0.03719439923625916,0.020875940521313956,-0.02717484907535012,-0.007160318732074074,0.03506435059263045
APOD,-0.029323166498867924,-0.09156115291513017,0.00989193433718493,0.02586432039297304,-0.0015510580221021148,0.051030589633335406,-0.06348456550091966,0.01831726476591943,-0.011200466172474286,0.05728813515878847,-0.09359766376312714,-0.014914964982762376,0.06380203498460725,0.03666895792273809
B2M,0.01695688010181455,-0.014210878948353958,0.06614204398538147,-0.02528980242783756,-0.0392055049639056,0.023792466129974887,-0.0484272511549111,0.07721023477675971,0.016717171836140767,0.03519558226254531,0.08021248003606027,0.07137584987356013,0.05730541557851502,-0.015433240083768012
OMG,0.016774021590833483,0.08944533317714506,-0.016411196213508044,0.008116404615716903,0.020404685769797797,0.06195987499572402,-0.053965793052264475,-0.03506729151498046,-0.02408126997760489,-0.014257092441370425,-0.0023985450196050543,0.012890102071317707,0.02495121071928693,0.10525616126410146
CXCL3,-0.015840938197892136,0.06603742027627876,-0.04079095700996313,0.0028076290997765528,0.018636450600707854,-0.02903705312867678,0.016766506057648223,0.04339801590022255,-0.005285508343552376,0.0018622710146029304,0.0370937885808265,-0.03236895283268547,-0.012277640910260049,0.04047871597395136
CXCL10,-0.01389441550319494,-0.0091087880435789,0.029127985309777022,-0.02507385498090899,0.019737512138462674,-0.015482391842649035,-0.003987287167252117,0.0017460569001765134,-0.009363731146123383,0.08086316005148374,0.08885970497757013,0.03783705543002429,-0.02243507603131286,0.025652070503408085
RSPO3,,,0.009559878562636568,,0.02376630813629366,-0.018539658708956387,-0.020355016207720004,-0.014325803345725432,-0.025602367337694484,,-0.013950284809119223,,-0.03179686664086851,-0.01524914982352716
CORT,0.004482839146382798,0.06407367460638577,-0.02482879180496886,-0.019220109118400417,0.05610470055921361,0.042148808453799314,-0.024620875763529768,0.0014976878464150942,-0.04492645409477021,,0.0022832640344544203,,0.029635735883893916,
NCAN,-0.08647098493251966,0.11962878979263798,-0.013655215066787935,0.03770957458879361,-0.03928860507592485,0.032801637072108106,-0.0010872452033835504,-0.05273439976304953,0.029265445817486305,,0.06228881519064354,-0.01716674968401204,0.04297190960444591,0.011576123068409222
PRG4,,-0.034478789833069914,0.1812357860880337,,-0.024210477021608907,-0.013274329074819182,-0.01722310901263333,,,,0.025522355325211694,,-0.025827374332954466,-0.00941824318918706
ZG16B,,,-0.022081125140245385,-0.02022195748596375,0.02589634523606544,,-0.009207362886350112,,,0.09769034140416731,,,,0.0031779134014571593
TGM2,-0.08982664987170749,-0.019288884280758777,0.040971469297229134,0.05808740030867204,0.03571361594229675,-0.03612530436805821,0.04574854739376993,0.014433203554142614,0.034297121808261395,-0.04347193036897471,-0.01678269884685503,0.020222365262798987,0.029040643665338015,0.019813762254863115
VEGFC,0.0038801156430062354,-0.025718101533120194,-0.01948776733768754,-0.02596577214994808,0.013033921613652131,-0.020433591133605024,-0.024793156636533472,-0.0035800186658837643,-0.020746694717393786,-0.01589933835036252,-0.016645198005597425,0.034010563370317125,0.013367390721225376,0.013533886027745783
WNT6,,0.056256106284109576,0.07907906380852366,0.050585653755094495,-0.014387239417168192,-0.01829074748508011,-0.006528849704377745,,,-0.028398881707563814,0.008894135686498085,,0.07245550370459689,0.05004598675966609
NRG4,,0.04391948199059055,-0.014666128350312238,,-0.019886672646891975,0.11835993318474253,-0.017688834909469545,0.011153539858263483,-0.023113045545851387,,0.05026146082670434,,,-0.015249151532593036
PMCH,,,-0.01690350219502661,,-0.010883814559701747,,-0.013477029107303687,,,,,,0.12703632169702372,0.10137267837466689
COL9A1,0.006004852505281195,0.04962310183955647,0.04558444909324638,-0.02226916535270428,-0.01220421574073326,-0.009290204214656634,-0.0012943565859788746,0.007291407389068664,-0.01810545738752409,,-0.02212699312163512,0.03929065571510182,0.05984177576673856,0.050717945964942494
GDF11,0.041358398766280745,0.08761585537040166,-0.004287470196309105,-0.003668389512593073,0.035632116074632667,-0.03388600250950564,0.030257369005147118,-0.0022344822036926013,-0.04465167923298222,-0.0008441714869003066,-0.022153554369951572,0.059454169516185124,0.047699292007099686,0.03901187680056048
RAET1E,,,,,,,,,,,,,,0.008214686456348715
IL24,,,,,,,,,,-0.016015173456968405,,,0.08365882906676808,
SORBS1,-0.06649009797817365,0.09336144869409949,0.00023812538840093284,-0.01095746332067615,-0.03285143180665172,0.034404949237237255,-0.020096505175082515,0.04662251353366388,0.015502530198856907,0.04582751464666243,0.002315268229057771,-0.0644103719828119,0.023886105384285965,0.04218129273110491
DLL1,0.004415713552932007,-0.04148773537074601,0.020419482855902938,0.05871524557032075,0.022047228482841817,0.06795672797619909,-0.05885049176602403,-0.021377422261679883,-0.03551643234162556,-0.05816585856514459,0.00435281948366787,0.06889647575133181,0.021445028442223013,0.03289645238272393
TLN1,0.009205007007740035,0.08923964423261281,0.053575584839585494,-0.01037222704925541,-0.02462618613333328,0.012888025631911684,0.01127137320540751,0.018909126354180173,0.079989988742071,0.02028486496406277,0.07604978107906223,0.027012998691352118,0.0032555771113894297,-0.01573353936737712
COL2A1,0.08301092797060125,-0.038488817323228675,0.02021969899369323,,,-0.011855989603352173,,,,,-0.01355278882413798,,-0.023506349266068507,-0.02219266706355794
SHH,,,,,0.034373911980512366,-0.03005573579818279,0.03251866161722784,-0.011246856097413948,,,-0.012934682670114446,0.004775446907045149,0.0740158083245923,0.05876353691256503
PON2,-0.013211199004059442,0.11212347406585785,-0.016596172665756363,0.036010190347059615,-0.03202814481743067,-0.0046732819125917075,-0.06209176539573832,-0.0016257624828830044,0.0142126682927672,0.054185634946572005,0.049710473091346616,0.07198494247267362,0.0406125600849502,0.057144313475315255
ICAM5,,-0.08968650955291255,-0.011277216734632606,-0.01072830123821085,0.008102078563869696,-0.031442017017201424,-0.029917175331911218,-0.034964994369023235,0.02564634997608787,0.03525356662736047,-0.025260736562324453,,0.025271204082212034,0.04543794228941573
HPX,-0.02098643635221289,0.014062284718033355,-0.021573480832063084,,0.04933963200766495,-0.011427682060408922,-0.018068879011719927,-0.009795390258937171,,-0.030102515234275633,-0.012009241235638525,-0.03236893589794501,0.007051234851898499,0.010740464191719697
SFRP2,,-0.05011021308102268,-0.021170370832475985,,0.04442058573411766,,-0.015059229083082064,0.07316605784754221,0.08766904675518969,-0.01580556157304812,-0.025374537238607484,-0.0029028373530227613,0.08210556490148992,0.04227929717364268
CFC1,,,,,,,-0.011587553860601155,,-0.018859447920466055,,,,,
CD70,,,0.0008385048446293492,,0.025075624127054594,,-0.021614845126211788,,,0.11096006379264041,,,-0.02087688143396972,0.04933538945755024
HP,-0.008970551996028241,0.006238184346687671,0.004011052109984317,,-0.013253121577277543,-0.016509877304576613,-0.025930461592403774,-0.03808110935029154,0.15333521409733725,,0.028864259670299534,-0.028351549577086122,0.06337012408877236,-0.004635881998184708
CXCL2,-0.04840514932445736,0.09606501391968396,-0.007682522107181492,-0.04747181171432238,0.062346430776782945,-0.014033502050654066,0.03903389108715548,-0.013613193651071198,0.015705500357589944,0.001892768320727329,-0.025600845783882015,0.028376654078393643,0.05637757208222361,0.02743051307096726
NPPB,,,0.012760693678573692,,0.02229461573441419,,-0.010146533410954308,,,,-0.01664519921625041,,-0.013199129264991194,-0.015468565928448353
CCK,0.06648219253821533,-0.07995271440365577,-0.021335880987203255,0.03996303123164121,0.017547517734000873,0.012857849715286192,-0.07951390318945202,-0.06103187608817602,-0.010954322663746784,,-0.07350242691302405,0.0816650375165674,0.061562766771398464,-0.02006690583221118
SEMA6A,-0.024124891166464886,0.09324486995538425,0.004453628337692805,0.0443675738543759,-0.013661934427306196,-0.024204443158947774,0.029866364711999792,0.029645282208237023,0.02347439791512815,0.013691980529645277,0.06381371751388976,0.00934946698845161,0.04166886275991364,0.05536337128118128
IRAK4,0.01267693948359171,0.016583704193178173,-0.006005404053058239,-0.017844468236993656,-0.05114146979929991,-0.011529504186725626,-0.005175256776513329,0.03409941725122258,0.040313595723800985,-0.015364037817256376,0.03239691012109881,0.013306802700002347,0.018239801046443314,0.06457336157065137
GSTP1,-0.010702945245844551,0.038080488352033474,-0.07801606380570662,-0.06204758775916217,-0.03416203098521555,0.019382565294123928,0.002838332556589272,0.07554922287717829,-0.009799058001565022,-0.00686590373259334,0.018519974019605583,0.0665593017464822,0.04285022292816302,0.020523172338930477
VCAM1,0.04636827220375087,0.0786775252543288,0.0048756653090275,0.050755900076993266,0.015238013807076622,-0.021496002130647424,-0.06019766244820669,0.019087645487124386,-0.013497985245079825,0.018120109376580665,0.10671893601283909,-0.010556625354758405,0.017270752607384678,0.07942428717255409
NXPH3,-0.033562700012167976,0.03041912561742133,-0.0025709125350747244,0.036428063824574496,0.04387125059045732,-0.0012231371756840788,-0.04812885975358509,0.0044075778661772985,0.006072229125173157,0.010040670703868573,-0.009785390739409006,-0.04275406994459526,0.08230236730437589,0.04602750967745662
MTMR4,0.012644697808663173,0.03545900876037421,0.020177762167985874,0.00852838125155487,0.0389827142281905,-0.03098823075612049,0.04624370971475739,-0.024265066637046473,-0.055649013876349254,0.005688774658363235,0.06244202514885634,-0.008613616482699305,-0.011100793272875973,0.02068268968043951
LAMC2,,-0.034338642685723265,-0.01612402082080888,,0.04590031578944451,,0.02985240249030795,,,-0.006167140934576422,,,-0.0027571046882935123,-0.02947236171995122
IL10,0.07034429233447165,0.003655145631991368,0.016892322655201446,-0.0010764198363198507,0.040280071237198324,0.024342863541168935,0.02149571395952985,,0.0027458790420147733,0.035782206317165846,-0.014899819757417615,0.003004794051030047,-0.0017958868112805772,0.08779112800451054
SEMA4D,-0.004380865057613017,-0.044087216361262636,0.05579670859133077,-0.010013504554248698,0.016927183404798315,-0.0439138280522957,-0.049690534423289995,-0.006959748583488468,-0.022912091392345117,0.01619471659928365,-0.03055889361738093,0.013971016059419814,0.04601837081991408,0.015967850717040214
TRH,0.08453744554944657,0.0014622022033887966,0.01830812024863979,,0.05997802276961897,-0.011667192648431312,-0.025000954456327336,,0.06212269287563663,,0.011875573974411972,0.038456938485230165,-0.008875880140014577,-0.01732583118469509
