,UKF260,UKF266,UKF275,UKF296,UKF304,UKF334,ZH881inf,ZH916bulk
RSPO4,-0.027246221490524983,,0.02868924136216547,0.03603712197814068,,-0.0237785231144559,,-0.02658372695503565
LEFTY2,0.02087877448098689,0.07141886915742039,0.012500656806977555,0.05870437775271319,-0.027576894142412302,0.027596682879521255,-0.05158902416656638,-0.0012992276066051333
PF4,,,,,,,,-0.020824537555800257
ANGPTL2,-0.05071371657725526,-0.047468317383889534,0.05216517941283465,-0.007339166843383053,-0.017541723527032895,-0.13589356105931677,0.03619511776540358,-0.019820226125859552
LRIG2,-0.05266248047748095,-0.014810315709307466,0.04380405211127425,-0.0037332363371733977,0.031341323999418275,-0.051970402395310915,-0.023203894299789373,0.019379542046463503
ICOSLG,-0.05650470275760333,0.0569173949461555,0.008793704216397217,-0.022658338664712792,0.015378492536540262,-0.034469134196012,0.07529572477138295,-0.0006287660865619536
WIF1,0.10166197686522674,-0.024380006127140967,0.01612783547408485,0.05053127423834957,0.02548679067016683,0.09803231899237216,0.05539649647288951,-0.03821258148459453
NPPC,0.13806375882105423,0.04629133713121125,-0.019992301736541963,-0.027731093649244275,0.06552254536621806,-0.08905632610833625,-0.057872261321296574,-0.05004617394774255
LYZ,-0.046682566672086014,0.03341432956633544,-0.010565009335701179,0.007715391248185156,-0.057876301406077385,-0.03913098015149627,0.010161478949062908,-0.028707172583770653
EREG,0.0013506217902261343,,,,0.010167960924573108,,,-0.023975211637586747
SPTAN1,0.084146376856424,0.06910874030942571,0.02839979931864485,-0.05316072395284256,0.06258269391190031,0.11379668542004846,0.08966692616867727,0.03606742046590035
LIPC,-0.012515201996213985,-0.03483746430638665,-0.01387692944565632,,0.02614620114753813,-0.026928332225277452,,0.04973197312772115
COL8A1,-0.061339761790970525,0.020401144689288372,0.0037530489849743574,-0.021118532813487943,-0.09970435264212137,-0.06569012473738362,0.00450093222747513,-0.04931727414304489
GSTM2,-0.039916176316373626,0.09934719089525945,0.005919436452142827,-0.03214278298451719,-0.020144245836024224,-0.047634990547162415,-0.05973694561926381,-0.015068857331647204
SPX,0.06141212112685314,0.035351863934159435,0.06789379656834564,0.00965422798279634,0.06247429374169891,0.13299117427153972,0.011177411185970624,0.006628027337513233
MFGE8,0.07161236388472189,0.014139368598776115,-0.01177792858043363,-0.030010966520050558,0.08013406380260427,-0.018438270406459234,-0.06714975596795661,-0.06430235192514804
TGFA,-0.08941479830178864,-0.049678080011046684,-0.04273442887404463,-0.028397995502146597,-0.08396606957146609,-0.04149090817360099,-0.038182367780933424,-0.014707909535101088
SLIT2,0.13253353545657567,0.11451456054531674,0.001596863062959123,-0.02527593924394626,0.10544626384265914,0.07528785130634941,0.0439778594983163,-0.04913931113404374
PLTP,-0.03775174201965091,-0.006629690503999509,0.045969222643333515,-0.007594912704654453,-0.12425862140037386,-0.008028887617445433,-0.08856458353807457,-0.038736426016841574
APOD,-0.09725137442687842,-0.01296917106659617,0.01736496432028007,-0.037361438202363324,-0.04562061773987799,0.1500330324708446,-0.003926116258975744,0.012261612940541037
B2M,-0.07100642550047125,-0.01174000241591607,-0.0052324378041555845,-0.05403415000062692,-0.10589078628297738,-0.10207400579113751,0.0674079551388954,0.05948309128569747
OMG,0.06922203797739604,-0.015568826650984698,0.0713923530666274,0.026359171884549577,0.012634044897753502,0.11715768101806859,-0.05286142823681758,0.023778225724365668
CXCL3,-0.043321400222552896,,-0.04373738481423769,-0.021346498157863835,0.1294854669131327,-0.012345276906833184,0.044317215098853675,-0.019632414525082034
CXCL10,-0.026380676670007056,0.01770884806243217,-0.0045334228215060494,-0.0048191593734022275,-0.007080266619408722,-0.019618139002730246,,0.03454270631627267
RSPO3,0.1409842080763341,1.7051897269574277e-05,-0.020059419351996045,0.04746816247895561,0.0025969856109710194,-0.012900576435735337,-0.021514048131123998,0.028136040083376664
CORT,0.14425011423876044,0.04933657003427524,-0.02982921981916349,0.044038833378845704,0.08859054999543446,0.05238294202493328,-0.06440948799113701,
NCAN,0.1714072043930299,-0.039009247269296776,-0.024402623842118373,-0.010074151961381336,0.05903791612212835,-0.06852010044565938,-0.0014010180262792695,0.03199694254659109
PRG4,-0.018887133692318914,,-0.016972993914813144,,,0.03030730909913456,,-0.02898491919965739
ZG16B,,,-0.009073652969789972,,,,,0.010963508084529245
TGM2,0.03207042942423795,0.048714168335736774,0.017874386014188174,-0.00964181662590368,0.10104999128147234,0.09780019593752447,-0.06952081388463988,-0.022118545254895695
VEGFC,0.02034438590795158,0.019920667900026588,0.042990871493217106,-0.01626010701206248,-0.032056354981700425,0.006726592178786995,,-0.0032570612795348518
WNT6,0.08770122420424685,0.009522737149716853,-0.006694693811894861,,,0.08708990781914326,,-0.018357056708003975
NRG4,0.02649090419716896,-0.02820788109478985,-0.01743195651019437,0.04844987703242197,0.11567833137645643,0.03971626309454262,,-0.02760619770314202
PMCH,,,-0.013281314823022826,,,,,-0.03535370916985558
COL9A1,0.0003388503871648321,-0.02472551835029503,-0.02431857503565254,0.047839158544138345,-0.0279752980909256,-0.02046201708169042,,-0.01277775734797112
GDF11,-0.0012170487897668004,-0.04791288611811762,0.02051240850559864,-0.04786667622132027,0.05025289455997624,-0.06374417503844435,-0.08953184737061168,0.05327108645145198
IL24,,,,,,,,-0.030862810664787847
SORBS1,0.03347492353312261,-0.07213626215528474,0.0640144392736634,-0.004750932734726095,0.01348661031113314,-0.014562638802859747,-0.07766564946545057,0.043479463823549086
DLL1,0.010187194652108975,0.04382125173761263,0.05382940597048164,0.016597657326384616,-0.015738653633281884,0.034298327455983026,0.01656964038506108,-0.05343064943658627
TLN1,-0.10541400685875552,-0.06854130562380037,-0.02031974667506402,-0.007956291226398826,-0.07804717249429935,-0.12667176673735717,0.027426999565097664,-0.02466728973012658
COL2A1,0.06826432493412085,-0.024963328315436295,,,,-0.0125329905830224,,-0.02487170238210925
SHH,-0.009317181408408171,-0.027247573449247754,-0.015167229635930882,0.06901568968732986,,0.044224865490596135,,-0.004781046585058719
PON2,-0.08502057435813071,-0.038794234523084434,-0.008479546389809533,0.025703084693436136,-0.0937826826579524,-0.05899975299813282,-0.018557102930447905,-0.015925979650776016
ICAM5,0.24602817458663281,-0.007865376594141745,0.010653418453700084,0.03904831797733653,0.05840266797074161,-0.008605629851634102,-0.05492105581829057,0.036365310786855544
HPX,-0.0016316132094720028,0.04259617465311046,-0.017806481587526502,0.008964361922783643,,-0.030403477994022265,,-0.031206995180673606
SFRP2,,-0.004325674857920433,-0.01484053798889873,-0.007141069471207734,-0.03705476176806532,-0.023465195273582103,-0.05749428302711261,-0.053394564419205245
CFC1,,0.029297518695275256,-0.011419278657487998,,-0.02914031201271262,,,0.06214946349469477
CD70,,,0.05883561215255587,,,,,-0.04849627904646126
HP,0.03679002230277319,,0.024692221103666742,-0.010377834025655765,0.015592948186523698,-0.023021681228474093,,-0.03018513068275669
CXCL2,-0.03986446224406779,0.01636521299928149,-0.03888102102429851,-0.007297728961244121,-0.007063568709013233,0.020893502524569615,0.06897734601183435,0.03112714347785191
NPPB,,,-0.009999184799576705,,,0.0067396138659467485,,
CCK,0.2193920417361835,0.0018175527949193348,0.04394417800913745,0.04441748052366818,0.09695177353874034,0.17227935820252951,0.000413783074274742,0.12141470743860538
SEMA6A,0.06149683391664966,-0.051146785930668695,0.0007458097577486035,0.00016898415171847747,-0.07265968186501705,-0.08221638195733835,0.04652740818650146,-0.05446073759043203
IRAK4,-0.019644213093325747,-0.047707466527007227,-0.00938347402459996,-0.05870581805466628,-0.054088018837194815,-0.03822762156187584,0.008367420449600005,-0.05476165890447535
GSTP1,-0.11620414668149454,-0.049483548460094014,0.01975781398944361,0.010388772960210227,-0.06853752201147065,-0.09005062504554563,-0.007507741402675778,0.031010758975570346
VCAM1,-0.09668138121593746,-0.026922063271602275,0.07781618030606996,-0.06572561225637634,0.013729785643123051,0.014801426990386326,0.02866952317804136,-0.06745040117714748
NXPH3,0.06680579674216108,-0.04733015575038852,0.0454405602119003,0.015450434240007768,0.056698765835937234,0.020214658217378344,-0.04328958711382138,0.08722855648502559
MTMR4,-0.02877707634981618,0.029047269507734595,0.016228221462826906,-0.05017755857487857,0.023321994351571645,0.03225143407717439,0.006930044917315612,-0.015829064992557696
LAMC2,,0.014941868934989203,-0.012587858111761899,,,,,0.06805347617137199
IL10,0.003338001975951188,,-0.02548244755767896,,-0.03288308273525047,-0.013778662320470677,,-0.04624447736175199
SEMA4D,0.08734251428099729,-0.012959813983843889,0.04461225937247476,-0.028269851847370367,-0.0640763392888452,0.01335841896795333,-0.0687720999874604,0.04060293310774687
TRH,0.092045586568383,-0.04319042864482626,0.01435776861526779,,0.0614536980861491,-0.04202437719822589,-0.03505052000721025,-0.048017840688372476
SEMA6D,0.0734869084800065,0.011549335017070877,-0.014982524650507863,-0.03518444721559927,-0.027757745036597135,-0.07848263155852253,0.05259900453133913,-0.06955672345724472
CEL,-0.010132637719084599,,,,,,,-0.0099424286853149
PDCD1LG2,-0.027190525904646365,-0.022171111740666404,-0.030410489081190463,-0.0008567753749346579,-0.030233133615926083,-0.023570038523999318,,-0.028550112157415597
SPINT1,0.09766226763055942,-0.015077257456081322,0.08184151752697456,0.0032476495536530774,-0.01870494994223005,-0.020224109995196644,,0.04703738767535387
CTHRC1,0.11269418662277125,-0.012072468374083366,-0.02403235332659483,0.012896903910434476,0.0065614665615228145,-0.014497693047119382,,-0.04037433054347479
PODXL,-0.052592383129966384,0.023110755863693853,-0.028638761271084202,0.040356247873967646,0.08728611512377192,0.02329189103889899,0.050598432354546315,-0.03498025573905885
JAM3,-0.007168354483639751,-0.018749194698490592,-0.012322109662157833,-0.02626810401621332,-0.072055026487207,-0.10186278766127405,0.030296781036739884,-0.10055763071452041
TGFB2,0.12593299012770504,0.03081004869108096,-0.017824040912984212,-0.04894757392611358,0.06888333793124025,-0.019833000072745494,-0.07085508376062027,-0.07024613392696788
COL18A1,0.03685143522391175,-0.026581848039522606,-0.06662335227414945,-0.023770233423539833,-0.12876085758106168,0.04679956517691513,0.021778067438024944,0.01573153361402713
NODAL,-0.030933807391260944,0.03568784954717223,,,,0.010976891297645855,,-0.006799903956627103
INHBB,0.10288380666265681,0.020897572505629198,0.04325894712758046,0.015102900980867173,-0.0027216380878581537,-0.011879730706759453,-0.01177512869112228,-0.06232108029348791
LCN1,,,,,,,,0.007821219317602476
ARF4,-0.050294557057421786,-0.03757001749086086,-0.04140838707645491,0.005469799281729891,0.005096838144612031,-0.04502382410793495,-0.0936146972382188,-0.08525723047888202
CXCL14,0.20782504564469145,-0.0489835786130161,-0.03598293779000962,0.053859710420819565,0.05529431676439149,0.13590097679145843,0.11985663600677687,-0.015584491933381095
LIF,-0.03354473924416867,-0.027970641603542575,-0.05967589872149009,0.0016282212678704888,-0.03964703205176221,-0.025492171022531283,0.0055058643530361915,-0.08658580504232269
IL17B,,,,,,,,-0.02108212267899209
MMP1,-0.016600445721367166,,,,,,,-0.02465103838161417
MATN1,,0.07126192693680687,-0.010124766719779204,,,-0.012532989023351692,,0.033633996864813345
ADAM28,0.0063607228338188465,0.06206096355454561,-0.006535314032647596,-0.04642025876110448,-0.04249675730355509,0.031157410222345142,-0.026981342766123066,-0.011306661426001244
TCN2,0.0790193062315078,-0.017526818414632828,-0.023922494456484745,0.04504437377350067,-0.03571534239856625,0.056104106072090036,0.1344350602747592,-0.09283677204878278
THPO,,0.030485627766201732,-0.007438632748247363,0.022345001025214837,0.04502357781450198,0.04130277300611055,,-0.028791453411208347
CUBN,0.07610582504458832,0.016863278430726884,-0.007420613217130436,-0.020356727504834932,0.04313589313097864,-0.01729675384135192,0.07453758469365608,-0.0636756679558173
TIMP3,0.15447129799819273,-0.04419879631826312,-0.03209434426514795,-0.0342136845771195,0.004158129617823826,0.0909754873273469,-0.047466410056962845,-0.06019029179389715
PIGF,-0.043533703946076266,-0.0170454144900402,0.03746785296154852,0.004330861541148261,0.020818982380379183,-0.032533374056584505,0.016487310936096518,-0.019815722390643633
CRH,0.11215165769189546,-0.006767432389801991,-0.015938746206502905,-0.03795219408454169,0.06001149950221393,0.022401608621543122,-0.04084797996260461,0.010775065973655152
BDNF,0.022072208411720987,0.05625487163311032,0.033860949929934735,0.02623655341647626,0.0024830509090821287,-0.014115366197188882,0.04908793914890453,-0.036405724864514585
CCL5,0.021495682665922253,0.0575864511743283,-0.008654190946087005,-0.052044079845084947,0.00277964083171778,0.12460780641323783,-0.007989765968339247,0.06735017737736955
GAD1,0.26305275794294997,0.08834280444681872,0.018119288930633227,0.04082883334358114,0.13949944400984102,0.15319751669894163,-0.057906031732261554,-0.011748926921997796
COL14A1,-0.0005387440847141818,0.031321515635438404,-0.021993184360808445,0.006101129623610436,-0.037151682598091124,-0.0419853120714619,,0.0035127116540229586
HLA-A,-0.19520504855859885,-0.03589820425814913,-0.013365582103680738,-0.008317452064414671,-0.10560421425647407,-0.11699821053839911,0.062000224443644836,-0.1009181575332998
CD5L,,,,,-0.015257013349459718,,,
FGF18,0.04099980482264145,-0.01882627904838625,-0.010849086424881145,,,,,-0.02637508846409019
ADM,-0.09509682873091946,-0.034216677281406815,-0.07665553910379287,0.0077732825135845875,-0.04521799782298157,-0.11218747690744238,-0.10690866528661835,-0.09216977970913864
CCL15,,,,0.0073150723395216935,,,,
GNAI2,-0.06429482614998192,-0.045304025632134974,0.026715317865697575,-0.05609286929315359,-0.09434796757957783,-0.06357289339223726,-0.006075819743171198,-0.09175175367765896
HDC,,,,-0.029967009934987784,,,,-0.019212341393429633
COL11A1,-0.11466125546942006,-0.05112735020195598,-0.020720557218958695,-0.029395579546690063,0.00447247634910615,-0.00740472129045026,,0.008696944756638788
NUCB2,-0.0019460193697075267,-0.0473445549169821,-0.013540860514291528,0.01926722059486505,0.05017773220105769,-0.0366233424133125,0.05178807286507965,-0.01032840907550271
FGF16,,,,,,,,0.0864625702547049
CXCL1,-0.002574301159231712,,-0.022909687125848215,-0.022400853547464707,-0.05603623942267185,-0.017002511607902823,-0.04402052913451607,-0.06078374020591418
VCAN,-0.15892381023176716,-0.05187205028127104,-0.002850572207449614,-0.03440809847189766,-0.042477758455598466,-0.14856503794064202,-0.08087637874942549,-0.02128910469790898
MMP7,,0.026105769278105782,-0.009999184744944885,-0.04327359621194825,-0.024170833737802967,0.05234071260567298,,-0.07116338644280347
PTPN6,-0.01545160385935676,0.03661895592814726,0.004520307908400358,0.038567402027638135,0.0069280238720662675,-0.03093428127913187,-0.04699668386113448,-0.07749469036445145
PTGS2,-0.018668351847703796,0.016174067318215152,0.004430553030504674,0.025397237160804585,-0.0015868987527175077,-0.003619319913703675,-0.050845265476462814,-0.11058474374483952
XCL1,-0.017651549047031423,,-0.01642328680934722,,-0.031705256500670485,,,-0.018928106590093155
CD58,-0.0004258795261581742,0.01761689858747787,-0.011559683967451434,0.03612932643532669,-0.013557160841883346,-0.068786058683774,-0.03477252724988569,0.029283988679553456
TNFSF14,-0.005065746462156115,,-0.026483292695133092,-0.021879739411546584,-0.016308140119255212,,0.05494743574779783,-0.038015920865325264
CNTN4,0.34341063907148855,0.02215552428707968,0.04296770741896347,0.029716741879648085,0.08683709014604236,0.12954609512415693,-0.008760781611404821,0.03880858171075077
INSL3,,,-0.011530111681973475,,,,,
BTLA,0.06183050080819824,,,-0.01703584347124599,,,,
MFNG,-0.0309176515643541,0.06346936085196786,-0.0490626728845951,-0.013241425380892053,-0.04703958864317801,-0.018299570249966212,-0.05707312404298927,-0.048910989176013976
ICAM1,-0.1053938643747873,0.014243119861311394,-0.008997319085012778,0.017080514570767837,-0.025736643145561473,0.02006913660506739,0.07014814359431479,-0.0674521266772914
PROS1,-0.09790817606637807,-0.024705115511681752,-0.00902826951861738,-0.007795890456169605,-0.020076981345027254,-0.031488353419944104,-0.059950523200696895,-0.07291252171012502
CLCF1,0.004270340007814119,0.08555505540071898,-0.05297007743314999,0.07502781385651461,-0.04427453542319005,-0.0164136359179821,-0.08855712642751916,-0.05373793029419179
PSAP,0.08073194089990707,-0.03814308549408355,0.04414451670511601,0.01965560887873839,-0.00044166392223465845,0.15099449787776761,0.0683976011093783,0.0051930579236670405
EFEMP1,-0.1633872903933274,-0.029816682889352682,0.010357019310013088,-0.027695218797802547,-0.1021805696888745,-0.030852053688982507,-0.02400880482628712,-0.04950293280505391
C1QTNF1,0.023160632617909706,0.03774845129654424,0.013708670484371114,0.057463127905485495,-0.05119406062859216,0.038124412979113745,0.05477122521954707,-0.08352135623810898
ALB,0.015731662197519723,0.06925969382141745,0.07536907418398171,0.0335902926409242,-0.031772465494434896,-0.027115103099075027,0.0021624976874664325,-0.02720122631380022
EFNA3,0.019796821283526656,0.035775088175173504,-0.015463440493009257,0.08019524746525991,0.08813355822070458,0.011747533099709205,-0.040536082823935865,-0.06308595152186927
DRAXIN,0.03084659866459754,-0.04441317138310491,-0.04653490942190729,0.09599483812893633,-0.03308940962425165,-0.01958144412008858,0.1062533946715444,-0.03521263606373287
RAET1L,,,,0.00023826050839338627,,,,
NPTX2,0.20662232924709936,0.0716810707064389,0.05301049430173337,0.03950897825235657,-0.036321663084746235,0.00696826894269851,0.0787684365039636,0.0016891637765081746
FGF11,-0.0793731796891283,-0.04487474211568108,-0.028884619051818668,0.02101775679492548,0.029774205019717497,-0.07290054556787079,-0.0658224002145274,-0.05511401887819657
CD59,0.174470384708329,0.03692650169768313,0.05411238065679833,-0.005195195372890171,-0.05892289355122866,0.10678797977347543,0.027946587220115792,-0.044391561823626594
COL9A2,-0.029567431762105564,0.020082819102679554,0.022868564266795285,-0.045954900460179936,-0.05530471911959867,-0.005533332908928618,0.034338368893877994,-0.04420347055495401
DLL3,0.05048439304048118,-0.03669054963504983,0.042462458443047746,0.05298445486828442,0.17283393556029603,0.037302655328325,-0.02793993912973229,-0.024170634283723676
FGF5,,,,,-0.02324635830004302,,,-0.016853779922264955
LIN7C,0.020812122627302847,-0.02221274185929624,-0.03276662799837863,-0.0742912418530083,0.052388084714362654,0.011134060283900505,-0.005376771145027108,0.01967737158644875
GDF7,,-0.03821854029262763,0.025258130633001877,-0.008369895686948393,0.08247898722185928,,,-0.029368624974140698
PSPN,0.06258805883394387,0.017570202295206432,0.033068226168895855,0.041631336337261765,0.0831164426991392,0.08131929926711938,0.13298754256808729,-0.05302119307266347
ANGPT1,-0.008115346663866638,-0.006179912981823083,-0.06172394847703992,0.022258571581026846,-0.058106295207889375,-0.01986250693630344,-0.025952410084522596,0.0214425133269366
PNOC,0.26028299956630924,0.09673675737483545,0.02127164244775806,0.003080204035340391,0.021690146553996065,0.10136036004105364,0.06606942805067115,-0.024682444441518066
L1CAM,0.08388626197755356,0.029903017141641126,0.03456150618963197,0.0013982472984110305,0.14026182496086323,0.16020192635573585,0.023739553219049886,0.01952504164073934
APOA1,0.0662570304288997,-0.006764790702245762,0.021426158523142128,-0.03541025618224957,0.0382860411491182,-0.008771180713506707,,-0.04663282335671723
PSEN1,0.04931113746585746,0.017370488549359537,-0.0005017616430460927,-0.030384503250663202,-0.037308395906450895,-0.009832555920232116,0.08605366749558442,-0.024067967708558034
CALM2,0.17507210938579443,0.08146861169389148,0.03542548589266071,0.0351910600584071,0.13495007789753508,0.12198714853832882,-0.07106366923140747,0.14242102533649045
CLEC2B,-0.046623680315320944,-0.02633873342527276,-0.015692963808259304,-0.007208809996261652,0.02371969829909273,-0.02250038838118701,0.010369317021423154,-0.06189344135903094
NTNG1,0.055635406287755804,-0.00584647447125136,-0.035256147015957084,0.057615301753214325,0.04694869286837398,0.02120326894117098,-0.05158920770285865,-0.07315373817302012
LRIG1,-0.17503555555806713,-0.0737417531422644,-0.0619478496857214,-0.003781911226291701,0.0094890697639832,-0.04266235182107689,0.04238368311007452,0.012828242306473893
CPAMD8,-0.02241151941079313,-0.03144330200526451,-0.012789555994790936,-0.011368472715222198,0.06597008062779419,0.14253464287958334,0.00515892322972355,-0.020824556274475527
GHRL,0.11427468237861374,0.02481616473606556,-0.02242462883233312,0.03884554240792768,-0.025926336349077726,-0.015995488793995326,,-0.01835706303637535
NPY,0.053552060396339925,0.03268650521076198,0.06271669446028519,0.03888784449325476,0.038430352042249455,0.00583649688016595,-0.03770211318682941,0.04964087562254923
MMP2,0.050257835920686035,-0.06165460483388173,-0.013418938499286258,-0.018394287893102528,-0.006436340616356896,-0.10157843316068361,0.026378595919493847,-0.04205571454186138
