,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.0025368705842647933,,,,,,,,,,,-0.0004306973762611511,
BMP1,0.03776813157716168,-0.06921300581692993,0.01002375374158134,-0.013561885302113016,0.012836773346710777,-0.03077438622233882,0.0754116290729225,0.1094588916924739,0.02620840968970411,0.015563954346734694,0.07061237210916249,0.017327617760629927,0.08403157057972951,0.010890389662254677,0.022327292633430043,-0.029267059511653735,-0.002662746445989541,-0.006925850912774561,0.06011000428418701,0.06767428716368268
NDP,0.05448515983749755,-0.04973937114684684,0.014370748700785562,0.02221114121984247,0.04179981642161139,0.040133504406100085,-0.005998512683389569,0.02834939428371295,0.011317487695621891,0.016494697016199242,0.12744025021105715,-0.030115388071018892,0.09890630006662236,0.06375678055877804,0.050666544899589744,0.013974943525080375,0.09121617336709607,0.07883665799385704,-0.03386604042371478,0.07428737859939652
TNFSF18,-0.011042777605796585,0.06996618596629668,0.01591796599167418,0.004478840389966113,,,0.07998633630797994,-0.018634122142102767,0.05104323936792201,,,-0.03003660029033402,,0.10685795657090706,,,,,0.03558763620530152,0.11287854913864466
IL36G,,,,,,,,,,,0.03565417838214788,,,,,,,,,
RTN4,0.02160132857334776,0.02391304346669429,0.0014806267777171102,0.03148194234347113,0.043209719182052166,0.02811274299668805,-0.061414717858593364,-0.18941323062573792,-0.08150476025369245,-0.013354000115671442,-0.09200754219183212,0.019122449588907353,0.020497148149778353,0.008728286700733725,-0.023965552266887645,0.06865347512663961,-0.007445402039079118,-0.039621556697078446,0.00785427993659569,-0.11929841184671565
HEBP1,-0.026766935873926548,0.04929288147383637,0.028829644337988992,0.0065696336318236005,-0.008541401455447713,0.0028777277966833444,-0.014681256456535785,0.03248549027985181,-0.011906530576772762,-0.02462380781097748,0.008389739676775197,-0.07989369981123401,-0.04287872059543116,-0.05233740658450403,0.0072255498610683125,0.02267896778710966,0.07967318750552181,-0.04717180610632784,0.023864103138042776,-0.01274510484913454
WNT7B,-0.024743158137288824,-0.07152973695902001,0.007866971796849491,-0.026410094618198213,-0.03241354110891951,0.010516692006017016,0.004989910182717013,-0.05635787826911596,0.009319485929943536,-0.015148168551425843,0.011157022131962548,-0.0330673651849755,-0.06307269612987308,,0.042597117493562826,0.04292705285477291,0.05319941389580348,0.02091718626526416,0.0880801780546922,0.07867469176272321
PTMA,-0.08015136180890008,0.04080945394635556,0.07638661198721373,0.036955649469802676,-0.019456803304427995,-0.015287498754052824,0.07800048205754964,-0.06938419407685739,0.019719204705883047,-0.048821900083742736,0.07843891482755712,-0.025386613619440092,-0.00015721208881328471,-0.018551496796646097,-0.1002996861560605,0.04496043932029885,-0.023405563076693683,-0.005869564509325525,-0.04650192838041217,0.00908111208413317
FASLG,-0.024743165132116246,,,,,,,,,,,,,,,,,,-0.01816045778581531,
CEACAM1,-0.020094230665463658,,-0.032407392400762874,0.011454561480996175,-0.03656582710730419,0.0015269879247487993,,0.07803215815535956,-0.0285695692166733,,,,0.048613533867346424,-0.069341124521799,0.12785383713471526,-0.03331226515585901,-0.03133448929657877,-0.020068255816581698,0.024759662176324443,
PDAP1,-0.07675606580404434,0.0070231824693732705,0.01349331513469871,0.008098914297640387,0.003332019206180888,-0.019686411946209566,0.007000818140624093,0.12132143387203455,-0.013027579464757084,-0.020800532022136907,0.036746438137290546,-0.019912949627584626,0.0014166032015429798,0.08960098258591477,-0.0045356296982524144,0.012339727594657507,-0.07483833288140207,-0.027789316620236995,-0.003762601354758057,-0.014066042302812916
QDPR,-0.05149224140440562,-0.022222775844861712,0.005136048743492893,-0.01315697062429638,-0.03726639411614839,-0.016077640119496757,-0.043871904800580105,-0.12029062096577595,-0.02825194312386309,-0.01438427793525036,-0.07696068254654045,0.07942052421149638,0.07675463798508668,-0.07572100283001068,-0.06508471581126911,0.019992654482838684,0.12035755984072867,-0.03216307359253872,-0.01284876321014962,-0.03523101542867497
POMC,0.003471039470991704,-0.0017915641251002488,0.017517300793781148,0.03040571458866251,-0.007475936175553813,-0.01093092719366875,-0.021954886373143537,-0.025654570288410894,-0.027040721232724607,0.05019915722678296,-0.03620030829299425,-0.0037219447361384484,-0.08393518185542817,-0.03690283238958158,-0.009594337566287081,-0.027924039502455002,0.005785425525865758,-0.03282903023682863,0.030756675652727147,0.03371074173858785
CCL18,,-0.02074180386326294,-0.04044136373520803,,,,,,,,,,0.012157328127216793,,-0.034507029499768714,0.11228311527674215,0.029003547593840818,-0.04593535888063629,,
CCL17,,,,,-0.017093030104012457,,,,-0.008838994610943634,-0.01874918621150761,-0.02394389581087444,,,,,-0.023633439769126158,0.039326076223201833,,0.03341934851549812,
VEGFD,,0.02894097795911359,0.027898470431174032,-0.017822882733978116,0.018752216834214387,0.018782080626422774,,0.020800934714819978,-0.021378062797364636,-0.013752754828028272,-0.01840740511655147,,0.055830306671324055,0.004381023510344555,,,0.019393838212848933,,,
