,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.01695564466912657,,,,,,,,,-0.001202008547799879,,,0.1130746861559318,,
BMP1,0.04046520539156411,-0.01595801774227943,-0.003753153011734074,0.03962248821026854,0.01936706895897286,0.028283607832122155,0.016491089966204214,0.02867795568122829,-0.018785314778553035,0.08383041746217768,0.021993360239154165,0.08699259384179446,0.07063283455164131,0.081307163316529,0.01489346324374777,0.02756562551540124,0.05381481656053946,0.0607687688481851,0.13423232559729242,0.051876579535516526,-0.02988827381829483
NDP,-0.08091214232656543,0.03692086731298373,-0.002814437454301379,0.014847393452968033,-0.009983731806672388,-0.020485734080139935,-0.02132398263311722,-0.018521027366065163,0.008561448365364634,0.054146067411136395,0.006756276839729627,0.03649221639948382,-0.06345736301073615,0.05315831199181659,-0.015768252290627446,-0.028133081816131784,0.0321796369261576,0.056369839811830455,0.033688543967896376,0.008036416829254453,0.07846274297945871
TNFSF18,-0.019872583329340315,0.0656859573266223,0.0033815949375897015,,,-0.014453497687836004,-0.02517862331125123,0.021919046443143093,,,,0.0874009842977823,,,,-0.04029336825711732,,-0.014244090131099226,0.017573631345156077,-0.008772026721394498,
IL36G,,,,,,,,,,,0.0765646691315499,,,,,,,,,,
RTN4,0.06901944960034385,0.013697539166742552,-0.01146958179506692,0.0005909240453291557,0.02704962171767808,-0.047147073387450986,0.02531801316676164,-0.0030845748708260216,-0.0012828943278523552,-0.04222030057068511,-0.04051674680960395,-0.022230901455062995,0.04520649671539576,-0.02013273664587724,-0.07968301094337457,0.04574740917622895,-0.019936309951876955,0.07376543786643303,-0.049234907852296915,-0.0572643010354377,0.07640435269590055
HEBP1,0.04043017013834412,0.015419349738907998,0.06440654198354319,0.0018000530167594758,0.029122387753467628,-0.008123514461773333,0.06874757137095269,0.023357166046864174,0.009113150556235267,0.09752936717784688,0.0368985575520585,-0.016353202251448783,0.09761686874362642,-0.06585996901504214,-0.05565746425513749,-0.051295532744549614,-0.005038617939031835,-0.06019127245631666,0.05073578080785304,0.052720693192638654,0.14336990478433273
WNT7B,0.07092043168364953,-0.032604698569184756,-0.021678093291776543,-0.026412439093246233,-0.0029093563230901103,-0.028854530654453644,-0.0074605547935450815,-0.028593448094121843,-0.01655568972031699,,-0.029115106905098723,-0.050157549525420356,-0.009589318900635111,0.077585054598059,0.002175897042868321,0.079262082345398,-0.025860407247953292,-0.014778697087703345,0.00032117442988779455,-0.05317092172509099,-0.02145313182522063
PTMA,0.04593835479454976,-0.0462625778436062,0.012593734663949079,-0.035181920645640206,0.010436467690970286,0.04975929002755565,0.07826192686161297,-0.07971153611747714,0.06361314977256612,0.0652820684145804,0.07590456023973695,-0.04259839039291528,-0.0014755781460939238,-0.012598334357659797,-0.017689031023722407,0.07391519930704073,0.00433696751887639,0.14588615851004547,0.056358553849463706,-0.005776210949459784,0.11626893101557782
FASLG,,,,,,,,,,,,,,,,,,,0.05252647939354192,,
CEACAM1,,0.044869585392610475,-0.016636632751923952,-0.030498794822723992,-0.026426024242915774,,-0.009625918272238796,0.02431199483491861,,,,,0.03755792794434088,-0.023839997477710092,-0.016893066899257222,0.0026723770837551743,-0.017163928396483053,,0.05143559066328829,,
PDAP1,-0.04206901809917719,-0.03647781511894854,-0.004866268307814751,0.020342777088646447,0.01946957336020326,-0.019311634225798593,-0.03451884365324496,0.05070056762733147,0.02062610990268044,0.04840650093781756,-0.039696315702529496,0.011399586153019883,-0.021278004409018152,-0.07453489899567574,-0.07107505292847711,0.0242863804047819,0.023022569937377883,0.006877822056922894,-0.03295780640982357,-0.044595662840298346,-0.07566064564275078
QDPR,0.01591747264415039,0.04809939964011217,0.030296455251957805,0.006774248891772057,0.00046141488360999593,0.011182172812637114,0.10291698896797923,-0.03999885352702109,-0.011469378428903646,0.06603608159582657,-0.0015806268815181728,0.026662859493069426,0.05093109506550039,0.00706037469026807,-0.0022749803167863144,0.0736250872933944,-0.01632145273093512,0.11297937691033594,-0.031835766862442015,-0.03309039792547302,-0.0006612820503973942
POMC,0.023209497172845515,-0.0010367045446415916,-0.008106896182726952,0.023859291032284038,0.03873202086487583,-0.03813124203241656,-0.0035876661890726345,0.013292454857327208,-0.044528236382092135,0.014018454159391272,0.011883107667172304,-0.07031764278446795,-0.06292881855130429,0.027471957271856286,-0.018037021515361924,-0.03527172446104006,-0.028077932106352958,,0.038746954932934737,0.06111731852961263,0.11159439109608515
CCL18,0.060819000406274366,9.322717885054652e-05,,,,,,,,-0.0558908299556037,,,0.06688588072610313,0.04183245247642368,0.01950040309846551,,-0.0378892791739736,,,,
CCL17,,,,-0.017677478701198485,,,,-0.01886892441981659,-0.020491302851059722,,0.03043112830569498,,,0.035142029440338785,-0.006938453662952148,0.018723883178185702,,,0.013818833625063786,,
VEGFD,-0.030027626207259905,0.025657126357872453,-0.023828638620047738,0.0551674312053987,-0.025282923802791648,,0.02650991150216739,-0.0061778201217421586,-0.015030618451297615,-0.008866322863708588,0.0004113938958384801,,,,0.07994445165970741,-0.07969609147590015,,,,,
TNFSF13,,-0.019732971565447354,,-0.012193529174430945,,0.012036365620644607,,,,,,,,-0.03245412895386482,0.00539590720371238,0.029552816245243394,-0.01927394121925446,,-0.0032485816771209764,0.1292232984973329,
WNT5A,0.0032221437997849794,-0.08008897455380155,-0.03598870999607501,-0.019628457990093457,-0.057006859966189226,0.07762706001879224,0.03504701385730106,0.051828482827443144,0.0692772137944685,0.041675720786078445,0.05085305723503663,0.03434600573551909,-0.006950521097887901,0.05252239073527807,0.03574398954858027,0.06758222120095753,0.025993267635594574,0.16004003177786372,0.07119679137439505,0.05073505793709778,-0.022035652076202467
CXCL8,0.042165172367745724,-0.0021674061159905845,0.03576143721156379,-0.0557026944213022,-0.023715278355833622,0.057077944052902715,0.03467392623147261,-0.04762776300054677,-0.01399716545486615,0.0051224516738990625,0.04919897856294814,,-0.029740790716496216,0.0040092945461265165,0.014018963538450977,-0.08031515391175216,-0.03875559228238234,-0.0637203719545021,-0.004784066977874068,0.021909903896336055,-0.0714237872083912
GRN,-0.10501087300576928,-0.06261255822894964,0.010941061901045013,-0.02017946145065827,0.033863686300968046,0.08945198945706687,-0.003542248031799618,0.01994661964991124,0.011028087467799718,0.03703149490985627,-0.0005399959459982339,0.11458917812795977,-0.044849241311814426,0.042858961631657276,0.015841912277250333,0.002558778189169083,0.0004905184678887712,0.07938740715741893,0.12034023877517101,0.07077294950495754,-0.04236324419360855
MIA,-0.05673528478090779,-0.023042330816602664,-0.006103114711314636,0.0066215814795984995,-0.050622862044141306,-0.025345217990204047,-0.048435363890559205,0.041227706178439565,-0.01709416306957927,,0.10723561138523398,0.17874381447665136,0.06454663134080478,0.058318581076859104,0.059151452153121724,-0.032502852984535105,0.0272429044290471,,0.0462566813783464,0.04366645914817491,
COL4A4,-0.030228046227872153,-0.007935051892685443,-0.016770395287661253,0.004644177137087517,0.051918519357150895,-0.013336439753023035,-0.01670852928586485,-0.01969974087374266,0.04573262056757375,,-0.03445465478392427,,-0.05556109111132062,0.024547601109728437,0.03226961404953955,0.02142798113867363,0.00040511751826320577,,0.0239553885794029,0.025666624538849676,
TAC1,0.11798782108926809,-0.008342194827223946,0.005096327490679803,0.07920774765320004,-0.02692906360816862,-0.04182679385054629,0.00672552938070526,-0.01752064734156573,0.02932778774617774,-0.04990231073278215,-0.004743059180782891,,,,,,-0.004551497756121947,-0.02346249901415793,0.014695265231596661,-0.0354465627675001,0.0016072990576099313
RARRES2,0.03524570393129399,-0.007424910440942189,-0.015643443775802606,-0.030725429811543317,-0.011853161281423628,0.01391285228091486,-0.011883113375532082,0.017729230212478953,-0.00590248011385957,0.05284868133088086,0.05465250924814785,-0.005583545054366457,0.007247150042654463,-1.8108441087464507e-05,0.03864566055038571,0.019714810801528003,0.013301784080234403,0.07795432783479672,-0.009544913267095868,-0.08176665131098146,-0.08532265564069008
FGF7,0.040677580193275074,,0.06143106605011596,0.018146944485302942,-0.048409446100862105,-0.017210521123548626,-0.04761676445225564,0.031362588943859696,0.013927353938401346,-0.05960120161525369,-0.03339460195072749,-0.004757816984141029,0.009337252894404418,0.020282630821530506,0.05607672792520763,0.033372715513853714,-0.01952527488494263,0.07006581513367222,0.005206741149268425,-0.04123540243108711,0.014416270304044552
EFNA2,,,,,,,,,,,,,,,-0.016055729551724126,,,,,,
HBEGF,-0.045109921520125655,0.07891117620450037,-0.0022520933012768027,0.06940145497605754,-0.0022482950204359394,-0.010007438870448736,-0.04339016068450615,0.014971069171617972,0.061508758688250675,0.06985813462027546,0.023279635274824413,0.07014187004756163,-0.028465095907091623,0.046425223518682786,-0.06377350213736989,0.029041330945478713,0.008610684651408977,0.06916802867885996,-0.012352539042896703,0.09494966128365083,0.10299447122132827
CSF3,0.047003766916516664,,,-0.021070013258767888,-0.009158425162679803,,-0.01767730238519155,,,,,,,0.026107373100642057,-0.043806758342809775,,-0.024606835926078797,-0.047261144405087496,-0.014407840849709518,-0.03951808840063548,
PI3,-0.019864770594912498,-0.027509977049188963,,-0.0363604816496752,0.03883417809690074,,-0.019904875800863007,,,,,,,-0.022577448222371167,-0.05262382982597813,-0.049069482135502,-0.012912493588345815,,-0.07731597017702252,-0.08750242228183151,
PCSK1N,0.06800703044546455,-0.02542754377725597,-0.022539912901770185,0.03168327174979784,0.013707088031475982,0.0033076090193435667,0.03641191240175766,0.04721564675044677,-0.05106524475262956,-0.07838745691925038,-0.029419470571187194,-0.0011527621312420362,-0.014534157365348738,-0.03663386759450103,0.020180864681957435,0.025912797496942846,-0.028657729294781685,-0.11326368433136774,-0.033126006343650316,-0.033035011242417235,-0.025426814182486546
NTS,,,,,0.029218678398260686,-0.01628076279026705,-0.021727531058230245,-0.022504664000077022,-0.005805248266614599,0.09975882475171435,,,,-0.03945702503133555,0.1295472103219065,,0.03271178599892394,,-0.05639217470646699,,
SFRP1,0.10097397317724043,0.049509724627552223,0.048503663905477945,-0.015424283464818271,0.048529325293532107,0.03058252655275849,-0.006418207381891285,-0.028261682260096146,0.035717539854567104,0.09806491226468865,-0.021142902465239397,0.04389676532445047,0.07594665969435324,0.03988175836364024,0.0456059991288744,0.004011234478412935,-0.033607506411994906,-0.07276110424616565,-0.029890482016388623,0.04186794336034186,0.0943759807525049
CXCL13,,,-0.03228147797495529,,-0.002322608457955626,,,,,,,,,-0.015195178913433851,-0.0315288695751119,,0.01839697949776592,,,0.010708158630327699,
MICA,0.0013068529890414204,-0.018608611095637648,0.021142870165342432,-0.007719889467074647,-0.006446594453779429,0.021837099466704507,-0.015520831551007058,-0.015902553870279924,0.04430619006986294,0.0008965841241391087,0.051449838739690064,0.0487884332502405,-0.017374404769102594,-0.03607146222624579,0.01099183192872645,-0.0874693506852912,0.0663142651860579,0.030894703381453417,0.08895666417238873,-0.008898923039084954,0.004140985327619685
TG,0.07212861391994539,0.029339104615002318,0.03346228278939556,-0.016645245593222033,0.0784447660930452,-0.018792292085164794,-0.021334922426471795,-0.01900972728694962,-0.014829466887347206,,-0.02684824409918965,-0.0583877754274173,-0.019374779215256276,0.05294657463911968,-0.007060272486078707,,0.015575022396465929,,0.060798792796586815,0.02423462528367313,
ADA,-0.0037108374520049593,0.014072239253269855,-0.002989571930510365,-0.02265337519197325,0.005471592179814445,0.05045658314034826,-0.04512393246417749,-0.010265374617053747,-0.024084246811572712,0.03522891475443249,0.05581705694088681,0.030415880819236664,0.07870394926049366,0.0804711044726248,-0.007420508441801988,0.05465616348261134,0.019323664632898904,0.10159486605706292,0.12031335211728912,0.071077053589851,0.031409114228861015
LAMC3,0.04277217520458504,0.019436454435434295,-0.005981607575018459,0.03866569871673224,0.03696926967971998,0.08640832152581389,0.026216119036681106,-0.028540321745390757,-0.028354950910541417,-0.12304909587775197,-0.00670130354123383,0.09467108987478878,0.004464170828573628,0.10561135742978556,0.017891790440654264,-0.04676930472390134,0.06165908171343315,0.024829990397341618,0.17525734712267607,0.12521936537695863,-0.04803994809969553
CCL7,,-0.016633049530533007,,-0.012034485969302842,0.028288243701166595,,,,,,,,,-0.0253491746270875,,,,,0.005095592815425518,-0.06574110563028798,
NGF,-0.01741522292169211,-0.01632468216244978,,0.02768143800216473,0.008158894288359538,0.06757143049405608,,,,-0.005524792919831275,,,-0.007101935117861259,-0.013942923932338203,-0.015839913534622652,,0.015163104887552379,,0.0523343961574949,-0.008207228145169028,
TNFSF15,0.004763119963075416,,,-0.013400988725987613,-0.00032766090769425783,-0.02177445637480828,,,,,,-0.0538187485034756,-0.04208919553712152,-0.02471259879459944,,,-0.015280422662845954,,0.09183905544180603,0.024605063138301762,
