,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
TNFSF14,-0.018739350234057026,-0.018744630621489834,0.12378109809875062,-0.020614807588766805,,-0.030582538068656406,0.033201370799662906,0.0011683283672231828,-0.0504039916623967,,-0.0345399480250356,-0.06402537313409705,-0.03783688081892232,-0.04157567114004314,-0.046107669451883396,0.14921274489883893,-0.03887863011916714
CNTN4,0.007603393569682453,0.11932937330725012,0.024822172001375903,0.13873907820950776,0.15537956827220728,0.11815647061583295,0.12314716144403659,0.01670934832305192,0.20526304306478263,0.19111913500673153,0.014310497905786692,0.021572149708619547,0.04673965296143895,0.06164836302885573,-0.06469490428083273,0.07157235409275634,0.2416190115710656
NTF4,,,-0.016704312117573752,,,,,,,,,,,,,,
INSL3,-0.02695926864433635,,0.011495160997159947,,,,-0.02235929732082643,,,,,-0.022158089743189065,0.028025426692130543,-0.01974918765543545,,,
BTLA,,,0.0429906071175256,-0.004371927594139278,,,,-0.018558175716585155,,,,,,,,,
MFNG,0.03869526710466304,0.03152306025651373,-0.019936186385708474,-0.020163749703549703,-0.0027485729739967694,-0.060975971000322066,-0.020476386253073308,0.06888435430856045,-0.1066336104925629,0.015585675132669634,0.11912090190154877,0.07418096150381463,0.06358322940800039,-0.023721286275463188,0.07664048525061964,0.04350813397051614,-0.03081461982070498
ICAM1,0.0069253332416618,-0.061769494185250795,0.007240028693150461,-0.038924835947273626,-0.047468907395699526,-0.08507897627709923,-0.12502769185133167,-0.034749709450091766,-0.07165293405587352,-0.08903648640899561,0.05682385812173302,0.0047648346903190345,-0.09355518804377444,-0.016315713621955046,0.03836119547047939,-0.13119691835289415,-0.0908281354713961
PROS1,-0.014373178635959256,0.017994603410236766,0.0006148186079183898,-0.08479776546603938,-0.11021045505047566,-0.07648015286042607,-0.014035417403468194,0.004099451262524974,-0.053921309661955456,-0.0013776410375686097,-0.07831700711187382,0.07943275371630919,-0.0868991057754667,-0.008279802047744696,0.03812735818243215,-0.11300211667735985,0.031829786018939904
CLCF1,-0.06540821261162302,0.009330625804682493,0.08065400127820614,-0.05465540595360536,-0.007833366122400341,0.027929578855473147,-0.06019416695386596,-0.014419366898173448,-0.07105211979630045,-0.0790557121401897,-0.011952220758910854,0.0029604246443145034,0.08051152818227575,-0.029944628063542734,-0.0012095443804094608,-0.13862355620092068,
PSAP,-0.04656170706778975,-0.055225145342577,0.019886428071049626,-0.02082939098746744,-0.0007744062280363064,0.043663091031673824,0.10220117528984925,-0.011197203245162423,-0.1224939288594166,0.24723900203423455,0.007876436925382677,-0.041056834253189185,-0.1387826017311974,0.03975616992524127,0.0016170963241828352,0.06173404805606059,-0.06822110862752963
EFEMP1,-0.09953017483922444,-0.011610013479753444,0.02311929416333851,-0.16122169280709317,-0.07415045074681148,-0.035320633635598245,0.057059650683960544,-0.009254557071254981,-0.2508138476942664,-0.2049655753531245,0.05847095493025803,0.06014447350704964,-0.03196569343589879,0.05333427489526835,-0.06805929967640002,-0.12410350228405667,-0.1517053035527401
C1QTNF1,-0.0359802607072151,-0.021092710464552147,-0.012465148444215653,-0.024380688477771036,0.10991564057162101,-0.05653995263680894,-0.04622663357565897,-0.014780288790543274,-0.01898827184155013,-0.0894545389151922,0.01900577655304689,-0.0567885495945488,-0.13657973249201957,0.011087222615364217,0.035019353426335255,-0.10649260493325827,0.1005332877034877
ALB,0.014138672289684443,-0.024726858736325946,0.0063638853665512135,-0.020614013041360568,-0.06309325979820224,0.0227343379893959,-0.002150506130290704,0.03954837630134517,-0.15032430630539584,-0.022873466203548975,0.04518899454693463,-0.002670748064619969,0.014144491558790299,0.051070710222409076,0.10340419623401433,-0.015504085484452146,-0.025773713599686977
CCL13,,,,,,,,,,,,-0.0052622791818441135,,0.011953376326004784,,,
EFNA3,-0.017999050090721995,-0.018736554338338138,0.033099504872420166,0.025172482649156818,0.11066497089114972,0.09053102960799546,0.10333437909434531,0.045518018983721154,0.158292512116278,-0.04456852068612843,-0.044068646174515676,0.08083336468205622,0.11249047756861058,0.08099557901465233,0.036327315981695765,0.10438060171015341,0.2324354674813041
DRAXIN,0.010869813475376413,-0.00029946977050503165,0.005402612748757335,0.07141522909339411,-0.021990011488949256,-0.10248663439519176,-0.09142606947715393,-0.03305216087437936,-0.03993604862125564,-0.11596356690652307,0.0065672954876299415,-0.034659342743600635,-0.13428449612205526,0.04236859278757914,-0.060470101925820814,-0.04353757185796504,-0.02594580536245101
RAET1L,-0.0210015320993082,,,,,,,0.07270431209026025,,,,,0.0760559408921703,0.057554720412473725,,,
NPTX2,0.010587024939429876,0.005303281039203189,-0.02763934745503861,0.1818072957250011,0.07363290320108348,0.14256934502745633,0.08748757257113547,0.028328533021368514,-0.07314681797387486,-0.05612752335648062,-0.02131345143038845,0.05488061484321377,0.029918819561742704,-0.028166158195154785,0.06690110402505664,-0.05185820183435146,0.1067398236443973
FGF11,-0.013038661402176533,0.0022412969389967105,0.0007583059716004144,0.019919227499571562,-0.04179207182778114,-0.04433164860743401,-0.05391029511601447,0.002414606849730175,0.012120071692454628,-0.1519926302485014,-0.06036399978689116,-0.07051511016761966,-0.04573822627749932,0.0007775683723284248,-0.052907004663801376,-0.05203146741827883,-0.04507096787782108
CD59,-0.005524533489716076,0.014016218469049786,-0.0617261659033045,0.08680009518430021,0.006830068864200862,0.07595855632652754,-0.0004923525960067955,0.003161687005694463,-0.11359782954070588,0.18025554144300512,0.0656776557737299,0.03390628118812889,-0.05809211163692889,-0.04636815566524502,0.05319661277162611,0.03363809452172771,-0.008235347588576622
COL9A2,0.009395175866619412,0.00017092936599836684,-0.03608544709192242,0.008480873519964583,0.017773248495942945,-0.03608433294243585,0.04732671909742102,-0.01755070938029156,-0.1252628450709229,-0.060243157310853224,-0.037880818747698865,0.15913457277846002,0.18823428063850425,-0.030388199977019976,0.06071242820815569,-0.017652454534505747,0.011428918060025653
DLL3,0.06627700830072834,0.03489074293865284,-0.09179092081190393,0.06052257224716805,-0.1277681455159609,-0.04138165371972302,0.09425214310683956,-0.014167101561935916,0.14598677681056163,0.04229823093977053,-0.07737463721059815,0.1674911415355705,0.2746464949572487,0.0075462196869202774,0.051913791237078344,-0.013589067372187348,0.010398576082326177
FGF5,,,,,,-0.019604374412082202,,,-0.027936446618765494,,,,,,,-0.019142072250405474,
LIN7C,-0.02691437757302229,-0.04334265173181002,-0.008168659837403267,0.0842670500737858,0.04260847287759615,-0.023563678461470176,0.00481139118187333,0.0374004362428177,0.1383959717241704,0.028916998732007065,0.046052383509326535,0.0596454774701684,0.027971130403458815,0.0611468136256885,0.04016796986938534,0.015468597370162037,0.06435306614296885
GDF7,0.08769864368767245,-0.015745427490078474,0.03404225130445143,,0.037884041895783364,-0.0350690221471889,0.10841411384140343,0.06658421327972963,0.09507445120829738,,,,-0.0191291138796781,-0.06246586985915833,,0.08853339183958613,
PSPN,-0.01317704872748693,-0.01686435106907951,-0.017333491496579853,-0.0017849616459469635,0.08225574456369447,-0.013512553074634538,-0.02838720266045097,0.013168342180642799,0.10195428078630432,0.017591741925124357,0.015911756258945805,0.05498547292132397,0.0382745115424682,0.01579972063298968,0.13552222422181115,0.024327322148770456,0.0132027346336163
ANGPT1,-0.01733217660113987,0.010781723358333084,0.05097595417336989,0.06068871492877438,-0.012809781415503183,-0.08162716639837544,0.16060192291906977,-0.07644817476325526,-0.06785163495232911,-0.007812673169592424,0.08146356852811908,0.050230366841456965,0.04980768680460484,0.05260735906252192,0.03833802538659932,0.020852646162564003,-0.06076474127047111
PNOC,0.033926282847962876,-0.000377460635158472,0.02853765791799973,0.18327358493632454,0.19234971212769628,0.10115799231703035,0.1964195984772318,0.09428738706950182,0.2901768612328046,0.2171855175279511,,,-0.023623940223838746,0.010993822758621177,-0.04117139689732775,0.18179573066957289,0.4033808090307012
L1CAM,0.01292376551143316,0.0017300001952107273,-0.042459531865873555,0.049111337717264315,0.10310189669010157,0.0861211425258386,0.15036296245194408,0.13290486271873245,0.18463569817642086,0.3853614435213172,0.06563852357292929,0.019130922186169075,-0.09752512073830434,0.13243403319066097,0.1300592277475303,0.16305729389324194,0.14627599030086497
APOA1,0.10370154719654275,-0.02180530329150221,-0.01890130637506078,0.01076551844013039,-0.047001255153768996,-0.041956326359115954,-0.0075299006290589976,-0.02639519243386536,0.10326532424024999,-0.039165610724861,-0.01192390848209277,0.14371773680971978,0.0720766187098483,0.037694000069693964,,-0.01925451582229442,-0.032477759174919775
PSEN1,0.02207898008805874,-0.03466540381190139,-0.05005797973196318,0.07199518017728399,0.0017398848733720155,0.009927279132411343,-0.018584848686107033,-0.02392280365618176,-0.13536495075940538,-0.09131224445142166,0.005297511640207287,0.03171172319058195,0.006139917209139952,-0.04792382168806279,0.025223463450520338,-0.017366887652622242,-0.11275871139182359
CALM2,0.12138431619267209,-7.274693492581842e-05,-0.0912507429917936,0.09122904627065573,0.1681951419608158,0.13029072086168442,0.16249658836766784,0.11310072771166318,0.2840669686091424,0.2982261520520323,0.008411890985279486,0.13576743118959017,0.21671158842962726,0.12042834166219861,0.12427800458866503,0.14375651592891764,0.1300967651786752
CLEC2B,-0.0578749333613314,0.020713026334639065,-0.010060177979560983,-0.046996073957472385,-0.04907995284455541,-0.07372684710085818,-0.0061355559683019594,-0.005577654263946474,-0.10597885149349398,-0.01087869248360553,0.14992823557786242,0.024056583147588146,-0.05935856298314103,0.004386261441891617,-0.0783924156092616,-0.08824789647118332,-0.060829456301056455
NTNG1,0.04652091767602318,-0.03290044958978896,0.024264971801266855,0.004926305598996258,0.14822640286586086,0.010627887802878756,-0.06685270248582598,0.056848982493313736,0.12031183786194595,0.19803325140871814,-0.010414656144174958,0.11578333556158649,0.1135565042688671,0.07674443915193309,-0.001479153522347388,-0.0030639035660687936,0.01880032219241374
LRIG1,-0.009327816867641808,-0.0004925098544969711,-0.0587870283855936,-0.08388303992471562,-0.09942339132292072,-0.07466632695062479,-0.011588099312055039,-0.017928980002683857,-0.042921622993135865,-0.16686927708424115,0.05648065913484085,0.1043884933141949,0.19074837369372138,-0.06352924604466006,-0.08115884685460677,0.12928912321469652,-0.01054115634680343
CPAMD8,-0.00782988807910731,,0.06497560369677097,0.0863740665995169,0.05775376730065812,0.026277264752954232,0.023473282956839307,-0.03467106417189153,-0.03184030944279701,0.0972594041891834,-0.029023376059950062,,0.05575446847045912,,-0.045581443534155774,0.05191109155582319,-0.09251445790050572
GHRL,0.0014139082923145152,0.04672282297771601,0.035334435125047,-0.0010570552897418673,0.05276628200707389,-0.005670808809376059,0.0316821244503476,-0.04085247738181419,0.03317896344592589,-0.01202609496812107,0.07631559293485284,,,-0.0025497659816392905,,0.025136974364150445,
NPY,0.048379778933014615,-0.059801984588807006,0.025157420639907387,0.06936879444628323,0.11538907103280636,0.07070126883189991,0.026714277308521283,-0.022300734321941025,-0.03387377053652814,0.08197883221605644,-0.03389301819002633,-0.05694272617830771,-0.05771480361758936,5.778966577480855e-05,-0.06956852495571399,0.08763363218739441,-0.016048860807104087
MMP2,0.037530737383929126,0.023320689942030823,-0.02709922827828831,0.09226959899935577,-0.09274645260236308,-0.10306442840587081,-0.023837633549932107,0.03987834897339879,-0.09938668432028817,-0.22419283901214881,-0.025845214756503924,-0.006424348488197172,0.08837327615468814,-0.04760461328570632,0.05458838185533645,-0.033256668825434495,0.026768064086094605
LHB,,,-0.012502865836686394,,,,,,,,,,,,,,
PPY,-0.03541273336549495,,0.05918202045611167,,,,-0.025538662336972336,,,,,0.012794878767348363,-0.11032080454888141,0.01757060630502512,,-0.05797278144225794,
ALKAL2,0.012351428219288058,-0.012638285295582996,-0.012321218697202287,,0.006052239529927242,-0.020108307748186612,-0.017732402842957143,-0.03703939015530964,-0.10958019309016002,-0.07139815335588785,-0.046395327452226236,0.03919091032380529,0.09599061284191555,0.02203190135005494,,-0.028690993120718458,0.09099263579367999
CSF1,-0.022699600032777094,0.0555467386645003,0.01782235239958323,-0.09257976466069626,-0.05603599350811349,-0.10863853132870699,-0.06034633199634724,0.01558877089351585,-0.12965229776798326,-0.16927607854510907,0.013231599407491109,0.0534344381750336,-0.06446977491468774,0.0020499378552317252,0.03099468742815271,-0.03836465476926559,-0.15136050507041748
SEMA4C,0.08057822318126427,-0.01281898697789467,-0.040862281387069745,-0.028848315897382255,0.04043116918375114,0.0006922688250918603,-0.017915219974878386,0.00250480946170208,-0.05002356992631291,-0.01831787760266483,-0.009660932348438905,0.06836050930606796,0.04976616434264405,0.01889562105874785,0.027879519185047132,0.05049104474003894,0.06160618764518856
ICAM2,0.024124553963468662,-0.02264025327395452,-0.007793477500392601,0.022725728510157254,0.017993233892757265,-0.05153199085901264,0.0065098838006600705,0.037824053918689766,-0.036847417134729464,-0.0004627912006712354,0.12572994473338892,0.10480971907118282,0.10918709117682127,-0.04654328034140363,0.14063212577978101,0.1373888023560203,0.009671473390504174
SYTL3,0.044563943224147355,0.07113090973382714,0.06237728753561949,-0.0426568614707995,-0.01404109678633714,-0.05642240366880238,-0.060607698813467184,0.006791491006995558,-0.021571495802350526,-0.017503441067020682,-0.04985356377592925,-0.056570311087342194,0.015608766624592579,0.027001071415243032,-0.05710774011797835,-0.01902060578470061,
IL1A,0.042790943287318306,0.013813264750550006,0.013515946737252659,0.03166406564969226,-0.00549564352223831,-0.04877866224847955,-0.127275926433209,-0.024990228481109485,-0.07809804612768051,-0.02448869768900847,0.004496117069578753,-0.011278441634105118,0.007015997800266328,0.03616265301181215,-0.004099813602680132,-0.041210191313876154,-0.025141536193741817
HLA-G,-0.032316343113579234,,-0.01320544577580802,,-0.04132368315664564,,,,,,,0.06057423374730064,-0.021378364191412036,-0.005355947942493178,,,
PGF,0.04588687553132757,-0.040068210884986764,0.013751482109845765,-0.06494732603880805,-0.0075912033740165325,-0.10603071119276675,-0.04178307850104111,0.01729680710223772,0.10587188835550519,-0.14267318013437355,0.06938839622053182,0.09812098469565812,0.12409873988085356,-0.05286129814342216,0.038792219002371384,0.052872316638826355,0.13814723811680427
LGALS8,0.04167779422343165,0.007840332228566458,0.038584605190649504,0.06054143830745573,0.10064941704717405,0.03810188744289488,0.006801834061702613,0.04759662215571582,0.1250604320548122,0.06141039482791737,-0.028673382687720822,0.02665197752520269,-0.00344989641094022,-0.015152419759942264,-0.0029083040400394414,-0.0563646206421829,-0.0005642789841436276
DKK3,0.11833999025113318,0.03800660668345742,-0.0598754169910022,0.1654708898458765,0.11157489288005791,0.13176517101109195,0.14969801833025861,0.04607928837486673,0.2781475870629322,0.2726757664891215,0.09902386352256572,0.10086730970379057,0.11654609013859574,0.01088059628145808,0.09585646594985835,0.18868092594827776,0.18580199666352615
COL16A1,0.037124127640915446,0.0050592124810996675,0.01233650654815918,-0.047901496185129365,0.08831498021492228,-0.04946677161562623,-0.031508236241562376,-0.005039233106990842,0.0020108582422749014,-0.201870289730996,0.02169904958268131,-0.0026471489183238555,0.0636827887464032,-0.04212210999944186,0.03333166368134638,0.039436498179873894,0.08015408016675946
TPH1,0.005102626542876363,,-0.024030501033157015,-0.025699654367775156,0.022783932906855302,-0.02108219682887486,-0.03287449759029763,,,-0.03194705441986175,,0.08670786131562253,0.008667903348463324,0.035690115522209284,,-0.04088787515515652,-0.03105942709567828
TNC,-0.06508175535588992,-0.020285524546338897,0.08732510801326358,-0.08647964837482293,-0.14924987115899033,-0.10333512170315019,-0.16741011367340386,0.07593397578203193,-0.2621617450181014,-0.29095552850410805,0.08178737086565371,-0.03303151515387303,-0.19169020312303883,0.05124895637450772,0.013604352243603455,-0.07161606479875889,-0.11066315785613158
TNFSF9,-0.03370245268636932,-0.021134094226694215,0.04636387317241095,0.04458819260013247,-0.004453180600216805,0.0819457951129558,-0.010367344134970483,0.025463010682257457,-0.034910721983104465,0.14157330091801107,,0.030427167563386526,-0.019535669983803183,-0.02749738666310708,0.004879070931195984,0.016247705522290292,0.17396424059843194
C4A,,-0.012454463666884718,0.02473533565296563,,,,-0.030274803214229547,,-0.04997900216884081,-0.02808267443683835,,0.16141860617455078,,0.036718378804387004,0.2877518001614206,,
CNTN2,0.08083900874689842,-0.01045460835936254,0.005632287022974285,0.004624728224658587,-0.02487602756042673,-0.03534318159936016,0.0674001496952801,-0.017493082342914044,-0.24604706936048845,-0.010017864096562728,0.07259738346130892,0.15846874992576193,0.19453990251510986,-0.00240047087544481,-0.11616988332765707,0.20974293107994293,-0.1682332418882734
F7,0.034854931045202237,,,,0.07993866848884683,0.025987218749157347,,,,,,0.05210855817256948,,0.007319848551843882,,0.08261408458572758,
LUM,0.0442422671023457,0.053051479566279564,0.006868393745707746,0.0025507511441771524,-0.02409151652477209,-0.10324724712840427,0.00024516181445322744,-0.005530719737761091,-0.028749521154907226,-0.006497105566065589,0.03540012336955509,0.11932428727710509,0.06496169593962789,0.008589894012963315,0.011163384209777366,-0.014058317518530825,
BTC,-0.02100152335149511,0.013991212933124645,-0.014721457073798922,0.001996468377432184,,,,-0.03613044898753518,0.07142833152260887,,,0.022862994634845223,-0.0112896747539794,0.03315205829355188,,0.03084884724077796,
APOC1,0.05415444376885724,-0.012941268042147852,0.05487561033079804,0.14705848334678567,-0.18951117480655155,-0.13867492011917423,-0.08674821535618547,-0.139208215864185,-0.30144034683100923,-0.2093269361774032,-0.03333794065270872,0.07528402760104756,0.10327129832679346,0.03477252127470186,0.033168598117281886,-0.1319200810165843,-0.1470672594968202
PKM,-0.07830261814898239,-0.06784389314416496,0.07813348493644116,-0.057728904835314794,0.023178962982246983,0.026703512984684378,-0.02309712226248376,-0.0034536367614192882,0.24714741406111437,-0.16410142495336713,-0.06965810212889889,-0.08653704233302706,-0.16828017691898817,0.03655133755627862,0.06303933701284793,-0.10476526517718547,0.20763255475158798
TNF,0.04229737003213703,-0.027654088678595822,0.0403020698672964,-0.033398057770141876,-0.03594016393591339,-0.02602799705492455,-0.04764716899416217,-0.0030541204502470276,-0.08039867961532463,-0.04655854409837445,-0.02009750728811919,0.042052015656324125,0.01131900277794066,,,0.04931944841603986,-0.08741730495891822
GNAS,0.007811427742004005,0.02518440500616602,-0.06290806791585003,0.11175930258799727,0.1416931940868038,0.13859044798615214,0.0988614048154264,0.07474058602381511,0.312415988064615,-0.2361147495472107,-0.08502958920088018,-0.05861965567239413,-0.025835646033248647,0.1040199874332512,0.09244325538531706,0.17533661320505486,0.21086156404939166
BMP8B,0.020585492054700765,0.02682408177486493,0.040576662623612404,-0.03152236877179071,-0.047367986951078404,-0.039854558381988564,0.05113173576246673,0.0008266544512149867,-0.04623066893333648,-0.059908295459132545,-0.06434994982602925,0.0492928947081374,-0.015195824496904887,-0.025314939537863367,0.01113500985881125,-0.046409103997012424,-0.010831225035129314
LIPH,-0.023728397273344408,,-0.01877863478872434,,,,-0.01195330478532891,,,,,-0.0007538736416600771,0.1039383728181627,-0.0011847098016664582,,-0.004628726017098167,
CCL28,-0.03337694240832171,,,,0.06951147812857777,,-0.02282173241949587,0.009545469529466031,0.013843202843247766,0.0007017757647923827,,,,,,-0.005255904886786017,
PTPN11,0.07874222378718865,0.03913611512564777,0.001767113399479718,0.07301219311550895,0.026635941859516264,-0.05421653834636513,0.006082204876194768,-0.021710879575256296,-0.1160836714939739,-0.0698061583958033,0.05250207469934445,-0.0029527620517772937,-0.005609803582917705,-0.004726391268358125,0.0011907567505372845,0.12093136216659056,0.009680148441568403
ADAM12,0.02010989892590283,0.00727186686430648,-0.02721433969992722,-0.008264672804900817,-0.009065060297315358,-0.09064761891954422,-0.11735875916739315,-0.031949258006441814,-0.008514176219164834,-0.1499948240620083,-0.05868110954371329,0.0027536207556454135,0.00021499013011780412,-0.03554396367481756,-0.06224015898979357,-0.031533431038028664,
EPO,0.0005441146053638904,,-0.019144495357379242,-0.027577033517706583,,,-0.02553866345173999,,,-0.031947059111394886,,-0.0070919447350586765,-0.023033952937880436,-0.016983689330468024,,,
EDN3,-0.03302223706702486,-0.020052347519091254,-0.023832235714202732,-0.001465623228291796,-0.024551562058827105,0.055019978128416094,-0.003966636548480329,-0.0521229166686627,0.1100334926690143,0.12120730254155189,,0.0880041627187181,-0.010238602880368946,-0.0015097797655012435,,-0.010470284435320134,0.23335384216810462
CCL22,,-0.015745427108796672,,,,,-0.010800779267093432,,,,,-0.018628512647229523,0.0056981495391103835,-0.04526301638144976,0.039063340379535724,,
CCL2,-0.021510509877995933,0.029158509091297278,-0.0005122577058436647,-0.13394880942250267,-0.07247127413372355,-0.035724116895086824,-0.11714919079287052,-0.010127412427237132,-0.22019606232251568,-0.14546061417938821,0.06427065032358852,0.005083604580655078,-0.0749554476521273,-0.019024330304721865,-0.0502548389953862,-0.10933363561902378,-0.11031362647941888
DSCAM,0.03291297427324822,-0.006906965750078997,0.0030474932579760143,-0.035291613865569775,0.022973595313749443,0.009742117133052472,0.03442317568259463,0.10690359617251909,0.10365803208481127,-0.0823992168688153,-0.02756681118642162,0.11059195381712479,0.12616603710760563,-0.020559548405039995,0.0025613908064690935,-0.026987968045516737,0.04854749043355766
GPHA2,-0.026446504463365873,,,,,,,,,,,,,,,,
ANG,-0.05403335740401871,-0.029278262641989287,0.08018080780567378,0.027644637847301735,0.07667050866577486,-0.07155137826768349,-0.06721736975249931,-0.020714383092498158,-0.009159878994837323,-0.12568467795800448,-0.008617360894608636,-0.005128111230748383,-0.025141687802338785,0.02293006189673697,0.03041007519727668,-0.06946230340380344,
FBLN2,0.046781327321360006,-0.02863352444466402,-0.02902856857830705,0.0973165284101512,0.08904199351702342,0.010650901938571565,0.0581690172750033,0.03754382888240359,-0.04738672592493886,0.12295623988157743,0.06744767058389343,0.08648066877323589,0.038754561013772094,-0.050530388756773084,0.06702782737665243,-0.0010305531789417289,-0.03177575106566158
VTN,-0.02926757380923951,,0.09686717103385832,0.037886256247385876,-0.04287945163238744,-0.0036598343575683402,-0.015440158722883509,0.0293300760779939,,-0.026546082701680226,-0.024614824643887583,0.027590145482602548,0.06646389134928739,0.016360663500141214,,0.11874943734031666,
VEGFA,-0.07079181833677196,0.02842854139870299,0.10892550636864651,-0.08899534864510444,-0.029181842957685365,-0.01291720827762594,-0.11324081123884322,0.026995237397203862,0.058364608623124654,-0.2610116806046297,0.010320721564481798,-0.182465880123853,-0.24049612117062938,0.0449824171173299,0.013577056242700372,-0.1891497877895319,0.059040004104821804
F10,,0.017710658253743825,,0.045588250461976634,-0.0035405224204205625,-0.02883713802522869,0.0014553591973419187,0.0004119844019690751,0.0005603776011524323,,-0.02670044515366718,,0.00729585204495956,0.005640230803580073,-0.03880701046758621,0.013206020999887316,
SERPINA1,-0.002010808526257989,0.039252200180460696,0.0056640948474526625,-0.06252546213824633,-0.04230872031761076,-0.08979005472326015,-0.045315241425541435,-0.013133911565813807,-0.21611818382395873,-0.06020536248854523,-0.05363086983135665,-0.08379557956210593,-0.07977146761269886,0.018873091794555583,0.05402122087881245,-0.10067090379831979,-0.049263857486414764
VWF,0.044672381666102504,-0.01934139294685381,-0.031933359025839776,0.03616601117119955,0.031710252656976724,-0.08259707554688704,-0.082171624640545,-0.023133849796138545,-0.014171544932485815,0.0680691944619104,0.10517856595467591,0.16777769045457885,0.045564976234708905,-0.0665732778837546,0.0790783400372869,0.06766598458284458,0.004164735233502359
GDNF,0.001155185915358778,,0.02118351941512116,,-0.024497595617568205,,,,,0.012955075988242755,,0.0832754724741727,0.0032608279209431976,0.008956358205295334,,,0.09391646368292872
VASP,-0.018454926734229583,0.06052075784917045,0.060534906619780705,-0.04369975012712492,-0.029873477235797797,-0.11300474096912388,-0.046265310339351405,0.06314901210169155,-0.12059037721746348,-0.07925761555007524,0.03827944499106216,0.041172668395354065,-0.043648679079553075,-0.042558004694597466,0.018634258228985272,-0.062128899094085234,0.13176445329226427
ADAM15,0.026165571727820948,0.024606541553859582,-0.015394127105547929,-0.04996595042527111,-0.07323192534886735,-0.08912292374784747,-0.008412331101033347,-0.012429005231591116,-0.08620956008190837,-0.04595722284900185,0.048051937123207475,0.08506418858576098,-0.02797369996152883,0.005748499299598484,-0.07281446938998527,-0.02607181415519944,0.0018738365241481867
WNT2,-0.023943382303803037,,,0.12906799242991351,0.031136580731475114,0.07052781038835272,,0.06102133826818342,-0.05263816396927806,0.1685932771961606,,0.04766376811263169,0.04162323441830235,-0.04091316936040901,,0.01371697390847254,
CALCB,,-0.0227795407728951,,-0.033583781286552004,0.07218594431573178,-0.019604374199035084,,,0.09271830189642462,,,0.044172164058627957,0.012866304638469932,0.029901011162760296,,-0.08608489183950818,
OLFM2,0.08599245697095628,0.026903159345403174,-0.02637822935598785,0.03980182866395929,0.008619160907745846,0.0739450397043482,0.03764807815792913,-0.03011905708239307,0.12973531718962325,0.03601854311195558,-0.03248283171929378,0.09037585407287496,0.10650957713530497,0.022337340073775573,-0.0020453161210128804,0.039230252548100655,-0.002480023344171376
MFAP2,0.0013393942594766039,0.07981574033438162,-0.02829017498543192,-0.044939742879896744,-0.03696613844284852,-0.04260847325874214,0.010659935698999772,0.03674993693757931,-0.05472181255408531,-0.02241209207240691,0.1056294643584957,0.0389391858416861,0.042175250128477865,-0.022969868520723472,,-0.010927068107307867,
HLA-C,-0.005217678564312874,-0.03953247616233583,0.01464540601595438,-0.06430027299908543,-0.03298886342428362,-0.11515007611571847,-0.019137240557252057,-0.04095991072309945,-0.27966206532550947,-0.2699862123440676,0.017212678001490244,-0.0340032832914212,-0.13106379970786516,0.03740499321877336,0.03404495588976737,-0.06473813114151676,-0.09171865494005278
THBS1,0.04407637035560679,-0.0012121203571388744,-0.006390895458489335,-0.11758423253462334,-0.008582902073477342,0.006285161797307212,-0.11894764289330703,-0.0066461443021225,-0.07319483400685674,-0.010588993511254308,0.0800450553236004,-0.01789181676464087,-0.017178672787545524,-0.057812135856358006,0.010341938784409015,-0.1263966867549052,0.08448016252488164
HSPA4,-0.043441476283755845,-0.0196147418589919,0.060319941617489325,-0.07986773399249744,-0.011685204395324153,0.03639087600551404,-0.015034990712357268,0.025950582748589864,0.0715514101106457,-0.07265303963763196,-0.005431986884745036,0.021195542066061408,0.0582800573688438,-0.05312806636815298,-0.05683311999422943,-0.01895428274828291,0.09295911739597128
LMAN1,-0.04214613562074053,-0.0023875540387822062,0.006421407090201348,-0.05014440153209946,-0.02455122718357023,-0.10658552264217136,-0.043589369381130484,-0.04595741363623978,0.0024948113167855787,-0.10139072860594404,-0.03229677288119417,-0.09949877302776894,-0.13408373316064415,-0.07372364193730906,-0.04116721630761612,-0.07863661063990117,0.040377585579145885
LYPD3,0.003231915481540317,0.02967352199984373,-0.014036336220081954,0.02649186299630833,-0.0648264066796627,-0.017352553545300298,-0.019578893484528695,-0.03468385261016315,-0.05664268537383218,,-0.03996491751527652,0.08730421630774794,0.1359424389441929,-0.012586148512864468,,-0.014859409438748923,
APOE,0.00416834613204376,-0.017792927537409794,-0.05021186922175892,-0.06207464138011453,-0.14714306004851893,-0.10068922051537409,0.05201864271030757,-0.08993582816992068,-0.30220718715213235,0.1362685417187782,0.005921540914356974,0.017136871752919388,0.015148222049330546,-0.05913699221900439,-0.05835245878323429,0.07969431954947914,-0.14955660158935177
SOSTDC1,-0.006719571278017943,,,0.07460137804450359,0.11809845702062333,0.07513018219546017,0.0335378771331219,0.026627846851310477,0.07744881689211913,0.0389610673457053,,0.06107523073315307,0.07997022491544764,0.06648893138917684,,0.03894136873374732,-0.03316639323946688
