,UKF251,UKF259,UKF334,ZH1007inf,ZH1007nec,ZH8811Bbulk
ANGPT2,0.019031825357257347,-0.009855160064069337,0.05522891305969688,-0.016694154935598008,0.0631229360427616,0.018120694185440333
ADAM17,0.0536358643775663,-0.05569226096149667,0.06988221727255603,0.09371506157431356,0.061534968057676165,-0.03349304134452509
LRPAP1,0.027212304782280722,0.04689301182703287,0.020265747245753994,0.028441976657903004,0.02632928317025502,0.05428408238566109
NID1,0.020779875527115688,-0.012295174811245204,0.072959818532172,0.0452282240364445,0.05177725563119192,-0.05071287636475614
MST1,0.007172339542608749,-0.016916419076751205,0.019202032003082393,0.018078410662692945,-0.010312503550076237,0.07584673213858305
IL13,,,0.016075612522027057,,-0.05204301735348938,
DCN,0.019486007667208215,0.010367221184407334,0.01260450759435427,0.0005322919712054968,0.03744183656553552,-0.002979922495336002
IGFL2,,,,,,-0.017668264616709808
COL7A1,0.001236246062599273,-0.025882489512056912,0.03238243275016176,0.07238495084830507,0.026649082436190564,0.026973599681451618
CALR,0.008967966388196946,0.0454910165169214,-0.0011646974243876183,-0.04145742646318996,0.001166633565103486,-0.10408775024756
PIGA,0.0632058738304863,-0.01934505313952416,0.009403735663054759,0.10703825081118461,0.04709751661170524,0.07472174486151006
CD200,0.04851030845255071,0.008833959605377858,-0.004577621403659654,0.04628431188555249,-0.044329430244517784,-0.016006661542324625
GRP,-0.01657857920827896,,0.06600442027167501,0.0574544479503947,,0.03354153078567008
CDH1,0.022101933328848886,0.008969446121640133,-0.026816437031563018,-0.0016709521535210126,-0.03657104965773512,0.06427051987563133
LPL,-0.005307699663124129,0.03094702202203542,0.03446480023937838,0.010044899286662239,-0.01745776824403325,0.07807968473842283
SEMA5A,0.008273481425262777,-0.02613689185056745,0.08234785180078498,-0.07956413294815001,0.05575947074486053,0.009233019336720475
SEMA7A,-0.008132285297194133,0.08804241003029947,0.11394252888863603,-0.006128312523953832,0.05278399534735692,0.005671834269288388
SEMA4G,0.02414818335713395,-0.01471957184079414,0.031436195624517965,0.021201651729252174,0.07816357483041626,0.03688871096612125
SEMA3B,0.012394164310934017,0.015434131607912628,0.03030811426769875,-0.08149346720790271,-0.008777461909882267,0.007626100332155406
RPH3A,-0.001138091720139733,-0.033435075752820446,0.019974486712289515,0.08758341597428225,-0.06697100925090765,0.05168665606907988
JAG2,0.014466614524413566,0.00970596713622874,-0.021565636246108178,0.0057967704507851225,0.04845452367858314,-0.05864415005713183
CGN,-0.0225721452963159,-0.016089861429001664,-0.04083550920132089,0.014946303607335332,-0.015214399783500135,0.09089357422433868
GDF15,-0.02595029608770076,-0.0035865270760915605,-0.024920612908544415,0.06331071123459749,0.09577800662833322,0.007779809737218282
SEMA4F,-0.03497343118944274,-0.03393326878183214,-0.007548615072513,0.010386773458025255,0.03994722377170531,0.018283123814985567
NXPH1,0.03899834574779401,-0.023373218081463223,0.020263563511580346,0.03459505451030846,0.008148345569948597,0.011252928414441416
ARF1,-0.05185040854067205,0.009884927159217887,-0.0158526277385559,-0.032718938833829314,0.028428615274826895,-0.01220898591902399
EBI3,-0.010078293510604614,0.008560684182474505,-0.031187392626717346,-0.037372772181396216,-0.006301549991116959,-0.02000582572459658
TIMP1,-0.058823976054412315,0.036171839864465,0.042029632708819285,-0.0057765890335138145,0.05116622377343349,-0.011138041117974128
SEMA3C,-0.02290656029254533,0.01587596141433962,-0.007037559761218146,0.13840224746062044,0.21754562104975553,-0.038980979516400845
GAS6,-0.03214427634933379,-0.03173076512558766,0.020428151899288458,-0.02583328082269451,-0.05411474553542147,-0.03880145813953059
MEPE,,-0.03300347477866069,-0.03021676650580491,-0.04544212510353758,,-0.02538264800627459
SERPINE1,0.015663103265165138,-0.028267919707106334,0.01807525305529616,0.03210586154945377,-0.033301567992128474,0.015774871525591806
RSPO2,0.05029376590538066,-0.012434481916304165,-0.03572924630161785,,,0.11577057608628806
SHBG,0.0010236554915886188,-0.019896529021178187,0.08791985891361036,-0.04243073138714225,0.041095829761264586,0.07003671397839933
LGALS3BP,0.026622814692145242,-0.003199474915985208,0.03664531507319194,-0.013946772222180895,0.013367592101574049,-0.014302526155076906
LAMB1,-0.01315583318309732,-0.011785920585608822,0.037446599471131006,0.016013301791673474,0.11824310668737104,-0.029043619850794067
SPTBN2,-0.03731704972632468,0.010551199894809347,-0.003670927288309193,0.05134625120231624,0.04262583279658424,-0.007425776157860212
COL1A2,-0.027241706028794686,-0.01815605667085249,0.06249319551982131,0.049541848265071214,0.039443169708575115,-0.06842061847838435
DEFB1,-0.014674472068540513,,,,,
CEACAM16,,,0.03557999188032593,,0.01320543363000138,
WNT11,,-0.01680599174237885,,,,-0.012286189079666714
LGALS1,-0.03838945145103562,-0.017983886119669452,0.03730610044175835,0.03843445402317494,0.010754456340416949,0.017351364674817866
BCAN,0.022567267166504416,0.06138971607388897,0.08679311313409423,-0.0686525176297023,-0.013153475922282274,0.006791154060899931
ANOS1,0.015100771380245417,-0.03648506767705129,0.08479265021770147,-0.05887948228110188,0.0551276363426604,0.01958054938508457
EDA,-0.030281036792744288,0.0027305757663519206,-0.028712067249328215,0.08533982708325552,0.03405303227081875,0.0788153835800035
FGF22,-0.020206520677769086,,0.017240070420098303,,,-0.01682926812800684
SHANK1,0.1429711931867295,-0.020263144903951712,-0.018385984772647482,,,-0.02141530250940723
NPVF,,,,,,0.03764623323282085
TGFB1,0.024126277072880585,0.009600531361382968,-0.009934859462789892,-0.04035063578837705,0.029429502819052232,-0.012836570624302083
MSTN,0.02918640397568004,-0.027099946632471162,0.012691248104009631,0.030964199879136595,-0.03965928998390057,-0.03128529229687179
WNT4,-0.019185695840340227,,-0.018234105982543287,-0.0504588834656925,,-0.019777417526102282
TNFSF4,-0.010637835697012774,-0.023344914168101503,0.021937341634998782,0.04456316543627821,-0.03597529287806864,0.055485771181944955
NTN1,0.010315195225918587,0.04201993994479815,0.04827095414633092,-0.025000461420066945,-0.09708431623556084,-0.01310885844735966
CXCL12,0.04549542909256702,0.0016162691544008047,0.013822626408606684,0.036332112719503824,0.022150495357116374,-0.008954123458183048
GNRH1,0.021780900750668426,-0.016076432744566528,-0.0368755708506545,0.043706355521467406,0.10744578094012389,0.0022812765774333573
FGF8,,,,,,0.01789246433736544
RIMS1,-0.02115631292139168,-0.016914522195636536,-0.033785580388612214,-0.043066659325862074,,-0.04740292379992242
FGF14,0.009791253893880312,0.06513225454479325,0.008113276290357005,-0.02343730514967617,0.07634559227867557,-7.768904697049361e-05
IGF1,0.027505534411134087,0.0044489348257990445,0.10028335213457387,0.059374065542845106,0.039439306195920856,0.00856821870219872
TNFSF10,0.010776301891384349,-0.05121470950261857,0.06116007073808478,0.0781177096718596,-0.012124695349510798,-0.02374854599066753
GDF5,,,-0.013349799123434421,,,-0.019026973719476946
CHAD,,,,,,-0.01265934633202662
RGMA,0.012213681704950696,0.007089962576484694,0.04787711136094277,-0.05598012672378443,-0.0182758588624781,0.011283817279234748
WNT16,-0.014897503698059747,-0.0036110912567073354,,,,
CX3CL1,-0.009643680318453158,0.014505300145688686,0.019680020581221303,0.02291552204677552,0.0041637861461335714,-0.04415543616796808
FGF1,0.01581513114939424,0.004025671438153722,-0.013702793960358147,-0.04827985669401952,0.017525562955097343,0.055739372748199616
ALOX5AP,-0.00020624707024369284,-0.014026840629874774,0.056455855160261706,-0.040845482559129835,0.016117608539946843,-0.0627093619561039
IL1RN,-0.011130271801709994,-0.02473733037493638,-0.014337271583946579,,-0.02831711301028898,0.003815144568112402
PCSK9,,,,,,-0.0161292197640792
NPW,,0.028536547498916244,-0.015968598977425665,-0.010874170250518655,0.024298182493635176,0.0776872266508827
CXCL9,-0.010240373959115513,0.0369056743042464,,0.03131123429763061,,
ANGPTL4,0.027771960829637857,0.01915201306726325,-0.03199121960624889,-0.019844129130285392,0.06377787945437738,0.014852860634823897
UCN2,,-0.009658804058024405,,,0.07803686649967848,-0.028017887840529297
OBP2A,,,,0.04618709130995651,-0.04867324051292657,
COL4A3,0.007683618972113997,-0.026213197202430278,-0.01808104628221728,,,-0.012763380692262375
NRG3,-0.041722727537181585,0.0031877649121866136,-0.048509554515709714,0.036522980413108204,,-0.015888979735111657
IL23A,-0.019871650455857343,0.062105457304161074,-0.021998693028122,0.01923341069169594,-0.062299139369711626,0.19958575797858788
COLQ,0.0018431938382125342,-0.007854849406667521,0.010728619758382763,-0.002315841276358755,-0.04308017494016793,0.08334879144138684
SCGB1A1,0.006771180790298939,,,,,-0.020283894412295635
TNFSF12,0.00951692509396064,-0.015572602989043364,0.017544806238885473,-0.047039069304943996,0.11526288590336732,0.0013078526343154196
DKK2,0.055748193203043445,-0.009801200278521658,,,,
FYN,0.004174836814888159,0.02601972890179582,-0.016580263267008125,0.040569642428356804,0.02360454025309528,0.031910766658671215
ACE,0.042033589850308695,0.007192772412822604,0.06041034725498865,-0.058838122207345384,0.03797541316191924,-0.018579568217808783
IL18,0.012348305135651806,0.040050147044855204,0.08222776127180509,-0.0014959616507681463,-0.06918512842982029,0.0021852111355356676
PPBP,,,,,,0.0017357141443488852
CCL27,,0.01693986244018058,-0.0032388605467123235,-0.02891151329218697,-0.016395299197346967,0.07959284836406312
SERPING1,-0.01102754041389277,-0.03832634232809461,0.02882859617169562,-0.02827696068559344,-0.04247957247810014,-0.009812313446993086
AZGP1,0.029412420681294748,-0.020340594650039807,0.0009406481269809959,-0.0341770407833119,0.05084289482581156,0.024127216789018052
INHA,-0.023165698236851807,-0.011180389063814472,0.03321874156224551,,0.03694547688748329,0.04627592846472728
SEMA3G,0.14178274543050218,0.10891789042970305,-0.020403335391158784,-0.03958900329279126,0.1530926766269836,
COL6A1,-0.01603302049826689,-0.04309056901732029,0.06960569787259313,-0.008690916137906098,0.05818562082631714,-0.028878212616578098
FGF17,-0.01657857920827896,-0.01812942419062046,0.1023407062995754,,,0.026109247844323922
TNFSF8,-0.014674473579275534,-0.012321218951315539,,0.040996116368596236,-0.06498187897575065,-0.01766826271579666
FGF20,-0.034979414668312045,0.05298058005602702,-0.017456442275615037,-0.0392125506301071,,-0.02757434226551994
ICAM3,-0.03659689259418711,0.03557375225201896,0.06350775952503394,-0.002536988534142525,-0.09134536722441988,0.07758664257357102
LAMA4,0.0710517632362924,-0.008597121164641596,0.0722995013304817,0.009650302110624,0.05692129143220464,-0.0011698239017939073
DLL4,-0.026533628463189733,-0.018212962493815144,0.0379826428739188,-0.030886568043591658,0.0822256956428325,0.005227028725806435
SEMA3A,-0.02762687131521531,-0.0037139597286392724,-0.02840339046958417,-0.003078352754686797,-0.028007340198915064,0.024833099822074944
RLN2,-0.015759411236217796,-0.012434484720226919,-0.013752912507777267,,-0.004454946211949529,
C5,0.0028944408365324252,0.03478318085043919,0.008333858511400461,-0.020844395385861837,-0.09640113033240469,0.05955485372966018
EDN2,,,-0.036245339526677606,,,
C1QA,-0.01706139530878662,0.021695160214534735,0.07148490105519784,-0.07437829770981097,-0.015075290174955635,-0.0952292010196725
UTS2B,-0.017926725239211575,-0.012434484648789374,,,,
COL9A3,0.02501797826332836,0.028590044171918336,0.06117660120497871,0.056664030432790606,-0.09195251256952632,0.1254347974888294
DLK1,,0.03440900226145506,,0.024899950254161054,0.12144133626322984,
HGF,0.005475247531715155,-0.01566583678378139,-0.0049679044028071405,-0.03163216104035595,-0.0076724864826951044,0.04470223891353453
P4HB,0.02259145489769271,-0.0191279263839539,0.001207857074670708,-0.003041299831021243,0.007100704243243535,-0.05386598618978458
ADCYAP1,0.007544229239909281,-0.02510655719138533,-0.020265306256348658,0.056051910903932,,-0.008165216143676731
GREM1,-0.010711404034062967,-0.010747293024934008,0.03353156663706715,-0.04155679984591726,-0.03490982800288704,0.018685679100641988
EGF,0.037751872710705264,-0.028144275163355444,-0.025031822846055686,-0.022317713475983898,-0.04584437612524474,-0.015399746451770164
VEGFB,0.008697461109309943,-0.005197802365258665,0.029624658751180574,0.009613830441694608,-0.02826301019424743,0.019819389027575084
FARP2,-0.012194999088481059,0.033889029737368674,0.056329167848706084,0.019072557321236135,0.08122967389371864,0.00046145411734871503
IHH,,,,,,0.0024786097825833992
LAMA2,-0.03365378614918592,-0.020987108242609357,0.003055207425434249,-0.0014890900123120273,0.035322316064794135,0.0005819384866521519
SERPINC1,,,,,,0.011451506913244546
NRG1,-0.010297123056093547,0.07470085813473114,-0.003318729846188067,-0.022344120255520027,-0.01819022648586717,-0.008965644752215935
SPINK1,,-0.024613301597319063,-0.013752912507777267,,,0.035245326472035994
EFEMP2,0.00937801517936414,0.015652265289365235,0.0604658921639293,0.10642836805924606,0.022780394548976145,0.05308123223893771
SELPLG,-0.0048740932124597845,0.05617078449268141,-0.014223026954259707,0.09714276050034384,0.006256930115712791,-0.018963159390788662
GDF6,,0.006754321983548618,,,,0.04909891163172688
HLA-E,-0.04801573938519211,-0.0032338101106394027,0.025562422615821097,-0.04456347031642324,-0.029993229899187308,-0.09299764476060103
PTN,0.037290911911161705,-0.0011844096714947923,0.07822029878893348,0.08043052974011795,-0.015533647426985688,0.03209962967816062
CD274,0.04635565515689852,-0.042032235999608696,-0.02263373508061694,0.10275828904458183,0.0027465329308419125,0.06366374527987363
FGF10,,,,,-0.03775314388565524,
CD14,-0.0008186313242514069,0.014199070870943202,0.02892318980749142,-0.04253196713907263,0.019937936064126974,-0.0715701261973358
SFTPD,-0.025007063741769142,,-0.007947788781425328,0.03791421121765571,0.09418340536514126,0.05643271283589368
SLIT1,0.021054479034841204,0.02731829820351005,0.01754941827639032,0.004139653741248975,0.10570110365744938,-0.004166970782017665
CNTF,,-0.009801199270955983,-0.015968599051462678,,,
BST1,0.024393690938203212,-0.02043482222920424,-0.03324388094018574,0.0625460006895097,0.01144426378110334,0.010608068705671181
AGTRAP,0.0010685277203737029,0.023196342446049685,0.026141694040315685,-0.047215327799862226,0.05553391532963841,0.003949789871584281
LAMC1,0.03632901968154019,0.007723074139776314,0.04641592764035568,-0.0050771897166904814,0.0766465981506607,-0.006447329867210392
COL6A3,-0.008305426708627042,0.009202376856513426,0.043477556455882325,0.02323363808123694,0.057917945932663584,-0.011746685302232617
FN1,0.00958204468266343,-0.016189703436743124,0.04386468336621946,0.03968784154841945,0.04898887572649568,-0.03098851639397705
MIF,-0.024650649292510044,-0.03649470861620212,-0.03502950752546226,0.03225050537408974,-0.015378157785239354,0.09582664157738512
JAG1,0.009108712675256689,0.015968873855020264,0.06761300264243982,0.03234641449543231,0.11899205924996163,-0.071358237089303
NID2,0.04625332288511239,-0.02678648148777665,0.13447898114902948,0.06576321953897184,0.08886808953696375,0.024338587034936358
EFNB1,-0.043492856240810916,0.04415904594410255,0.004779228308324334,0.032579990516445896,0.08351637244780145,0.006816574933075285
COL4A2,-0.04103826363922504,-0.019741935962307392,0.07398704737092879,0.015741330006337415,0.025689573621273727,-0.02811143000727573
SPP1,-0.008513211865749286,-0.08626617579733092,0.053365525769880975,0.048817686773953615,0.0036814431227749247,-0.010591472942633455
PODXL2,0.00995130629435039,-0.02892979976534361,-0.003073356201949582,0.034935682020420536,0.03131478136964346,0.03523165360784298
FGF9,0.0011177649902366262,-0.004536427650621373,-0.006824596660083801,,,0.02864107579522206
ITIH2,,-0.013094780591988313,-0.022381629709927794,,,-0.034688998854582584
ADAM10,-0.03905223074765178,0.005728311110374494,0.0257982059420025,-0.05740508503113873,0.0026166202918995155,-0.011075687830397338
CFH,0.053139654517083044,-0.005475896394854656,0.057074120697446454,0.056942408508750535,0.09746400136221535,0.026373936715061694
COL4A5,0.004549827398942136,0.026461630824453318,0.030633362695467434,-0.014925217475653011,-0.011783051493465584,0.07265589893641854
LTBP3,-0.016345201310147054,-0.01466701766848181,0.04978785371221471,-0.026318771047804577,-0.07781429383113993,0.020288672772515493
GNB3,-0.01717501759538847,0.043556397526292236,-0.02618195518581957,0.04403639943130749,0.04766186947025594,0.012764199335399838
COL6A2,-0.017912366988499264,-0.011611686917205025,-0.0004608137097968097,0.00924172581136438,0.1086425370633895,0.00693150797465347
PLG,,,0.04829863559276536,,,
GDF9,-0.005620536237101704,-0.048701911403644896,0.029101930496562612,0.07697652280060956,0.014274338573287441,0.11009847523722016
NCAM1,0.010154926962014536,-0.023868608981921398,0.015537128067406172,-0.03573430036330722,-0.06329759885876467,-0.04735779743073768
APOC2,-0.007565826605392136,0.010940558089511028,0.06834393075629493,0.06747017056427419,-0.010672653146382199,0.0341152683204931
BST2,0.023409617106956607,-0.03672335326675781,0.029914775805412182,0.08247820894568395,-0.0658701424625938,-0.010184467307166621
COL5A1,0.06523891135495839,-0.052286425919088525,0.04848525571894785,0.03625176678577279,0.037105911368828765,-0.0042789771088609044
CALM3,0.006076609744021267,0.019181829115083378,-0.01927770425680573,0.05620476417939068,0.022300945996100066,0.058723659470202715
THBS2,0.022904150882756335,-0.02729323618471141,-0.033475161025845426,0.0033806227947063955,-0.013840232674047066,-0.019680575525426663
SERPINE2,-0.031899457380430825,-0.01456843732422459,0.0348259048622801,-0.05772923094008534,-0.030172002557627354,-0.054049771694662754
EFNB2,-0.04441509806177096,0.008083717583040427,0.08151470172885113,0.07153487862579376,0.08461995343256042,-0.03581693381226435
PROK1,-0.01918569704724896,-0.023794909406241394,,,,-0.01700010912831559
MMP9,-0.014897506544787185,0.009467059164373081,0.0470639535294063,0.06581059012608638,-0.028014770268541225,-0.02021600467116236
DMP1,,,,-0.014548196887299482,,
NPPA,-0.030511164600849815,0.01928624844017952,0.10098222641242424,0.10508861830628424,-0.018881805091156546,0.11093657697852814
APOB,-0.015117387966258002,,,,,
C4B,-0.017361048533587487,-0.016720212648510677,0.03190010487205894,0.2515357305788718,-0.05360868012949181,
NTNG2,0.020643488420047883,0.010401836972427598,0.028723814142564103,0.044360208349089776,0.08250985263595288,0.05589360796986226
LAMA1,0.026735430873485257,0.06051246817887,0.011527720746857649,-0.02010852092511231,,0.09035108752482914
UCN,-0.0018307780220618215,-0.036170536959804454,0.03222826769614579,-0.04110518718354714,-0.020995463218685857,-0.035525800336304446
ARTN,,-0.016634038419706232,0.02572010252637688,,,-0.026783957130558516
PDGFD,0.011303252749609631,0.0978893010234528,-0.004046968303978054,0.07074835634985752,0.031915534733467914,0.052628552014532294
EDN1,-0.043594102966047356,-0.04203779965696977,-0.014880798947164138,0.14983117658431933,0.05187630528058659,0.05062653933155499
ARPC5,-0.020652212423157897,0.03398122704475742,0.005877954574336087,-0.018272899106034354,-0.06256372903117902,-0.036117381329471135
GSTO1,-0.014553684972058889,-0.013074026788839545,-0.045542231994044384,0.05003810079643611,0.057070838142594095,-0.0014699215220956813
PROK2,,,,,,-0.0173371412551398
SYK,-0.011134691457276755,0.019684291289885553,0.010645786828938169,0.03902508818899217,-0.00976863833384857,-0.04807691724084509
ST6GAL1,0.021692999784058278,-0.012732501943856805,0.013349935053917163,-0.03949496037618486,-0.016624572894932542,0.0010261136881729973
WNT3,-0.012757787430978043,-0.053843619926737925,-0.03301802668514115,-0.030170619127673718,0.07538402277408397,0.024471874721916406
HSP90B1,-0.019949831255161837,0.012142462743150664,-0.023248272222797663,0.04665024985071311,0.10764632513983775,-0.09447188232732212
ZP3,-0.03286205442668816,-0.024534274717866154,0.045623966989959214,-0.03803555397985627,0.09702089625228691,0.04133167889761551
ANGPT4,0.009114821696245428,,,,,
NRG2,-0.03119872536996763,-0.02826301246348062,0.03391330501363501,0.045788031752997053,-0.03729015429764725,0.09295230220215546
MELTF,-0.01266251482471349,-0.027679680229861205,0.01051539477408052,0.09762926330492222,-0.08149190175944036,0.024993034973113754
NLGN1,-0.020038543083499994,0.037624069269788646,0.024702149225307807,0.010108262126397849,-0.09620267672064022,0.011956984664140548
SLIT3,0.06636587369177972,-0.022953630357420655,-0.01768945696300818,0.015823022157519018,0.030483599782906795,-0.0134388526714336
CCL8,-0.013747714290320746,-0.030338896000058565,0.007801992186686707,0.07035906689789224,-0.02946094338019777,-0.0288886290080358
S100A4,-0.006544634668991153,-0.02296860458005892,0.025927549101389495,0.029241281448694704,-0.057612233139278005,0.012466058961187985
TNFSF13B,0.01255761052625638,0.011566252757603396,-0.0030627304646312016,-0.045763966011127144,0.1393902161083074,-0.0007954072554675428
HSPG2,-0.016839596773765612,0.017810250539602022,0.07592316296963907,-0.014913924061778832,0.07137415264934378,-0.017649166310381867
FAM3C,0.052957750809432824,-0.034613483801316784,-0.004490037522093575,0.010729933162585421,0.05361302363657337,-0.025065557536923792
FLT3LG,-0.02367563474528366,0.012253893547352191,0.0007770471684045412,-0.009501372344963838,0.0055269233891623365,0.09644942725730787
A2M,-0.028256166218756734,0.021065678471416296,0.03900832890348027,-0.06915126854218229,0.047029795309844774,-0.02845179336734882
VCL,-0.03693770999843772,-0.0038276211730490367,0.04505927026328213,-0.022673529079651998,0.044057389812935284,0.018004713089281622
FGF2,0.031157329203741868,-0.007751941668492829,0.07003411783022306,-0.009374918189370878,0.04946372860802979,0.022197617063474947
AGRP,,-0.004507046594983568,,0.009659974232007444,-0.07494998933931397,0.04769473960950726
CNTN3,-0.015548216366282525,0.09226883470691895,-0.034146990879981104,,,0.036049088664227985
RNASE2,0.03075413466678234,0.01956427852005956,0.09570735550008841,0.06680041191237883,0.023576219172746257,-0.051790624266284044
ADM2,0.08708975338745702,-0.015007680508767355,,,,
GAL,-0.0025169373528983576,-0.010376407928413723,-0.021081205810321375,-0.01562359998079835,0.012307919185810754,-0.03874700709623025
CXCL6,,,,,,-0.015234617572516509
PDGFC,-0.03699259966555382,-0.02149575492904911,0.05702696760176733,0.054304478124604746,0.013271845814400869,0.06685563926049501
COL8A2,0.04218171206425265,-0.011979080067344293,0.010556329669270186,0.0844729506949518,0.11266889777307396,-0.00031062936092935117
SPON2,0.005358487307173967,-0.03429584492164396,0.06106775101836698,-0.019049342112464226,0.07393518303787,-0.04970948750122243
LCN2,,-0.014720874268238551,,,,0.00111909245275586
SEMA3D,0.019986569753783327,0.06744281086956949,-0.016140235790176455,-0.04243063117548186,,
BMP6,-0.014897507464499476,-0.010485320080213606,,,,-0.0017061556231251782
TIMP2,0.0530768937652777,-0.024328753246163102,-0.0026986064584972862,-0.025667586229419042,-0.05933941845683201,-0.03802204159260661
EFNA1,-0.02156094163946332,-0.007371460472798418,-0.02755715479083225,-0.09026329460110886,0.02040386278450907,0.0904985414711616
S100A12,,-0.012091701430199752,,,,
TFPI,6.365737556823733e-05,0.012701048773707181,0.04625070768835927,0.030717563195719205,-0.02669068230472119,0.045953399072714604
GPC3,-0.009023546019518717,0.04193710738960882,,0.056361106036856665,,0.01434758237130303
NMU,,,0.03527488546890126,0.009421326639301708,0.029291394413401634,0.035098150999577075
SCGB3A2,,,0.11750611786869748,0.04750846803983496,,-0.02391376704035606
LAMB3,0.006888344811641838,-0.0032006578287812663,0.025710292914384137,0.008612648897693705,0.03369572724195068,-0.005570970668623674
LGALS9,-0.018651943869549298,-0.03632796243162224,0.06129796580187497,-0.025649574446865615,-0.00713131595776561,0.011019922221206676
VIM,0.03843105723025135,-0.06280950068529743,0.027502659333145302,0.08058012406229191,-0.006074036804098286,0.026040845031431847
PLAU,-0.05017604105594103,0.0001127692781515076,-0.004554682735482324,0.06891222169126843,-0.023464987333180715,-0.05881444445328135
TGFB3,-0.04472582855392247,0.02419420686154951,0.08009354570100222,-0.04796715767029749,0.02662905283288519,-0.008422109481384677
APLN,0.01502683157830031,-0.031094104798084502,0.005684560816636255,-0.060290177490993135,-0.023541442672307643,0.03464873805201912
SHANK2,0.04800520114638625,0.018416950964200075,-0.005940980989166534,,-0.03811399180144029,0.05732620342922229
LTF,,0.07671417416231469,0.08955061690541216,-0.06811192062789899,-0.02959561691918397,0.033053537609278184
PYY,,,-0.013349801141653982,,,-0.018939799401701617
PENK,-0.02787703231933437,0.010175559901330174,0.034238800209187466,0.011087821374480656,,
CTF1,-0.014246118735964871,0.021534223354981934,0.1013596786824862,0.03162652726410738,0.052812277796048177,0.02888784543021813
COL3A1,0.04770828483803602,-0.014708017398439098,0.02945592470387743,0.02176496500962565,0.015853448236553398,-0.0693540027031664
S100A10,-0.020799935387105638,-0.009975735970184104,0.037717981308950425,-0.04036598409786874,-0.01148186665911854,0.03488856542849623
FGF13,0.005760930162138608,-0.011539281130215838,-0.05341775861919321,-0.02498720872046178,,-0.04600266442724128
SEMA4A,-0.030437351319825903,-0.018955002784551037,-0.04991749852763365,-0.046171055162484355,0.13157574992726975,0.05145457703323376
EFNA4,-0.02746998237271716,-0.029998337693163273,-0.008927342660966377,0.028081330725727223,0.11372829091361202,0.013040267303927624
HSPA8,0.04554873591891325,0.032446561048793975,-0.002161452076197098,0.030791993539724304,0.049869214943048225,-0.014901011160968267
NPB,0.020669768475438118,-0.010485321087668496,-0.03011834939286063,0.07323463631568512,0.025179156975626643,0.03473771350412607
ULBP1,0.08019513390385465,-0.017968690861174325,-0.014899821180047937,,0.06368147352192198,-0.016129220993361018
SEMA3E,0.07987987966686037,-0.00310707469129801,-0.028814352626742902,0.01644455209865068,-0.04560066744510679,-0.00972169268605356
FGF3,,,,,,-0.005103127869893013
ADAM9,0.043106688919330144,-0.011459940478151943,0.05018633664465989,0.006386274948004561,0.035530162619414635,0.014581572090571001
ASIP,,0.019885926014298224,-0.019128753904367364,0.04861733017063666,-0.013900766520655762,0.07377242081142656
IBSP,,-0.009360792286095414,0.08157910042284278,0.10951911712637469,0.05012495667452676,-0.05237342597155025
FAT4,0.055335464219561176,0.002278193539242747,0.043277260351124,0.030262733628954066,-0.03851416129638608,0.02860218305822245
MDK,-0.00930327043296966,0.028875003353809235,0.03668709988592196,0.05717202927425595,-0.004340015555891599,0.05127736487576463
BMP5,,-0.015839688858066515,,-0.04772890495695833,,0.05986689487097411
CAMP,-0.014897507464499476,-0.01876032569681129,,,,-0.03769381052049228
HSPA1A,0.04232027654450699,-0.02540452853832899,-0.053685238233725785,0.015947936410338107,0.012037176234649203,-0.010797219217354022
SOST,,,-0.0183859869157132,,,
SEMA3F,0.003033718930494668,-0.04339101150692592,0.031925208201537235,0.0017107584443149361,0.11290239883309157,0.04382792605614555
ARF6,0.03744655367676011,0.04839165286374115,0.028296703289616854,-0.012862504980788461,0.030434976705381585,-0.04631687409528723
IL6,-0.019702239447759513,-0.02817083982955099,-0.01898233538898983,0.2565399789576006,-0.04582098110441115,-0.023132851314986998
CALM1,0.002004982690765793,0.02576848829595296,0.001423972838323968,0.07554425704363645,0.048903766778768114,-0.07571344077389305
VIP,-0.033933926231146105,0.020288546385844965,-0.027987490516363858,-0.04243073138714225,,
NMB,-0.01613135949420394,-0.03630613514190835,0.04345216744107062,0.1007144696243322,-0.02773390613282646,0.12438866298451381
CCL26,-0.015548217375301416,-0.02695219428824192,0.0747061654176913,0.03894799698874494,0.021973485855849354,-0.02793237871112564
FBLN1,-0.04628006630918807,-0.0026413692945347384,-0.04531523494481827,0.047030954715405845,0.029514673807278964,-0.03713947407400602
SAA1,,-0.009008250994727185,,-0.04778858668971537,0.041856708974767204,-0.07115341226334089
MICB,-0.03806892655004709,0.01676304003928908,0.05641734431234514,0.004072723803214843,-0.07345664974681325,-0.03087879148954753
MMP13,,,0.17518039073395963,0.1679483417673581,,
F13A1,-0.02180969664743802,-0.024605554423644573,0.04707354648516447,-0.051109854657155694,-0.033267096208439165,-0.01984018428616131
CXCL11,0.023020056669251443,0.03981297081602603,0.005737961017455486,,-0.005747014484638978,
COL5A2,0.028583177778787022,-0.06282356747589879,0.05297790502606827,-0.026184518205029234,0.007822977304917196,-0.022089198190984916
EFNA5,-0.02921999135560447,-0.02366703334197757,-0.007738923071434456,0.030322893844421887,0.04221771608033114,-0.01579804073704001
AREG,-0.01634845733905266,0.02527593405769986,,,,0.10163256993036718
