,UKF251,UKF255,UKF259,UKF260,UKF275,ZH1019T1
BMP1,-0.0015485830264576285,-0.04421300927635728,0.0148764673818576,-0.06671385047447993,-0.0054262593069048315,-0.09502732254922577
NDP,0.033770770336790594,-0.00044397987343133973,0.02700500933973161,-0.021020642691826547,-0.016884224579055286,0.0674797485156222
TNFSF18,-0.02998952221666849,,,,-0.013007998593822843,0.04400854929653553
RTN4,0.029626152126079167,-0.0410067948598182,0.047305696761471325,0.026146562300460092,-0.09458070780174244,0.07031307424840366
HEBP1,-0.030789705000451924,0.050545372093837464,-0.00883024137132539,0.03523262270672133,0.009385423540680261,0.03630367552071347
WNT7B,-0.018628561563097893,-0.03255377200932156,0.056769094648185026,0.024181276467640615,-0.030000333112555073,
PTMA,0.04720751969687312,0.005074894860161864,-0.004703711202885093,0.040913540703945886,-0.031574046491595745,-0.03469645325274709
CEACAM1,-0.01429630056714587,,-0.03734185101137681,-0.01477731889333932,-0.020458482840059578,-0.03014970691426088
PDAP1,0.013388183360387827,0.03440884392964476,-0.022321649749317142,0.060961635193996735,-0.01634701365268344,-0.05440819776688886
QDPR,0.01347705425296276,-0.07437541620752164,-0.02195162985465735,-0.04249740407992406,-0.0052696377636498055,0.009650272847021423
POMC,-0.012774366528420851,,0.00831851011930251,-0.02973546003754249,-0.015093452919973745,0.014757337250800204
CCL17,,,-0.021643798705944517,,0.01814449635775353,
VEGFD,0.05918727943977419,,0.012287804635928256,-0.014138102052563162,0.046962069751965124,-0.04098786585445171
TNFSF13,,,-0.014929407944841848,,,
WNT5A,-0.007882536433031733,0.005653350608001156,-0.021553226350987602,-0.00014742378675805707,-0.046244056608866366,-0.004714012242366274
CXCL8,-0.019173057984396096,0.01622006015568942,0.0028724882678355305,0.004458281381713076,-0.0480365503980827,-0.056991687255534024
GRN,0.021347514775229122,-0.0947423040531303,0.019490953223681964,0.019523934302626476,-0.033846667994872605,-0.07454934179991063
MIA,0.051780028497755315,0.02634027200364272,0.0019647203500438603,0.03408011286811323,-0.006166875290293841,-0.056670260228854
COL4A4,0.01608081018020563,-0.03301213709091673,-0.01872475998746633,0.03816651594025572,-0.01693784306012615,0.08851555706792079
TAC1,-0.03829844472034794,0.020122021109967497,0.04595294164096277,-0.031648876961792735,-0.04586403736115468,
RARRES2,-0.005086726340725562,0.055873898322519724,0.015025973043655218,0.07859613964093204,-0.028563403962503307,0.07749995360639399
FGF7,0.004971990019151572,0.04259854985878942,-0.022608141928296518,-0.027070353675094867,-0.022471426735539764,0.021790459127709747
HBEGF,0.05799525529405161,-0.05232191320978452,-0.04798415086471803,0.07823931889730243,0.06009845467216055,-0.026786730849635294
CSF3,,-0.023107241087550346,0.055440433174074745,0.0241506010291072,,
PI3,,0.050557017229166896,0.0784225319667131,-0.014926525582635302,,
PCSK1N,0.01916212578989955,0.05311568674990698,-0.032395223054968725,0.037827287112429255,0.016364189914441253,-0.02583662415506463
NTS,,,,0.015031789827107903,0.037218484224005664,
SFRP1,-0.021547835804136575,,-0.003385376144554135,-0.016129126050308223,0.02727756665140903,0.09348078065602734
CXCL13,0.027436354473063963,-0.016778591142848045,,-0.015984169894204342,,
MICA,0.040626483137937736,-0.005052386114579558,-0.013551969897979655,-0.01614343937606084,0.06071838925134508,-0.08239659072554585
TG,0.013550396112550218,,-0.020379962047771132,-0.009624163905613152,-0.01634456917305523,-0.06546228267917496
ADA,-0.030839199534414902,-0.045593215919843534,-0.035850291997835106,-0.04085150746384673,-0.03236889890757569,-0.0190002526755418
LAMC3,0.04430923720020333,-0.018022631888564813,-0.029572955558438394,-0.05112305919339766,-0.013400590706978497,-0.008982343442324629
CCL7,,,-0.014734679998875911,-0.02119205816866746,,
NGF,,,-0.015615827807346553,-0.022620316397525264,,0.03303477765698443
TNFSF15,,,-0.016407786842715485,-0.015690527954472483,,0.12432638521686508
HMGB1,0.029301525990084572,0.03674884578996813,-0.008216916062301871,-0.031206933369794833,-0.020400882056870226,0.10865593565816664
ITGB3BP,0.01695667189288279,0.027153252200212395,0.04966077466427728,0.020317363060079592,-0.02023123580366458,-0.050045733941788836
AANAT,,,-0.014929409538229141,-0.014138104070856906,0.023861185644246493,
RELN,-0.0023946570574762543,-0.026022284079521472,0.021028468645635713,-0.007550576061553866,-0.015122802736788113,0.0033094276783683617
IL15,0.12151646085784763,,0.006074539133986453,-0.0226833566871117,0.0398532290124513,0.1231396324187542
BSG,-0.015189391075339046,0.0202627148061633,-0.01442866490193338,-0.0017607899983619433,0.002446233100161491,0.049759322418802494
ADAMTS3,-0.005548524558879222,,-0.03765298480710565,0.0493930786540662,-0.02990900365210263,
CD34,-0.018945451832225797,-0.024767489548273954,0.03351962516031288,-0.04439888789076876,0.06786325320520713,-0.0037839367486244974
PLAT,-0.005930956853693606,-0.07795006847611274,0.01972237104213368,-0.050743086124444545,0.012722043226546038,0.05596720221916912
LTA,-0.01429630203420238,,0.07397964650683074,,0.024952153590092785,
CKLF,-0.007080564375017209,-0.022192472366576527,-0.00224259448390645,0.05004713068526986,0.0008985123936518859,-0.0195661481196951
CD24,0.1076042773467398,0.07108566464502206,0.05543744477615371,-0.03773469830375093,0.04505201344897726,0.009554358522557272
HSP90AA1,0.0493722267547079,-0.020030312390580503,-0.04460152853925192,-0.04234453463853415,0.05321467877614328,0.06388490704560379
BMP4,-0.015154918205561158,0.06552053626836234,0.03915645191773207,0.08665894792435606,-0.003704148995529511,0.11215283612255146
