,UKF243,UKF248,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
GSTP1,0.025643909215471855,0.05686522912480194,-0.07800330801647251,-0.09087071608094431,-0.0197458814251989,-0.06060975960084046,-0.08015152593145677,-0.07776973505036239,0.008706808604383024,-0.035361519708692515,0.05435360907163134,-0.032559924975413476,0.008779067745373714,0.04707859735824007,0.035470669053402126
VCAM1,0.033111727106264685,0.05298844920134305,-0.05507833099873149,-0.057041348373671766,0.017828584855279182,0.050541366747832425,-0.03721560468504052,-0.0009186831958121853,-0.04025440268713545,-0.018693567737110735,-0.0103728806269133,-0.01007747658044786,-0.007968495926277805,0.07992922317495842,0.06268832251598234
NXPH3,-0.06893907728273309,0.029996329463518316,0.0052814083479867735,0.019359222590415805,0.054207463665121476,-0.010483613078369237,0.017971711787328818,-0.05372984660692041,-0.00871417764102919,0.025739629371365723,0.054158597903918027,0.06045683546506568,-0.007168329251494366,0.1123286113633555,-0.007546568289718899
MTMR4,-0.012725653016861441,0.03682810234542644,0.010909547209878,0.011855906460122122,-0.017059705392934426,0.015527961695108833,0.06028811486960799,0.02123684096495926,-0.021696899337300145,0.022647685671078378,0.04873817060624448,0.03383270359495815,0.01705153735957125,0.0261102737248112,0.09469013889354684
LAMC2,-0.0236953720434879,-0.019349195772196476,0.06041359744443862,,-0.014503144874780289,,,0.044001892622905894,,,-0.019892898071862876,-0.020900090280374855,-0.012056438342431213,-0.03284428290501378,0.0008690651107727184
IL10,0.04352855504143418,0.06422357984047972,,0.036648764597773754,-0.02023467191084704,,-0.07059622295163548,-0.008099631989306038,0.005894788089824783,-0.06490096887203695,0.03107996580136321,0.07916674020952492,-0.03002299798531176,0.0459681308651384,-0.019180679375994884
SEMA4D,0.08395439864932279,0.011551672859703172,-0.024536817327196044,-0.03305168593665092,0.009151552702394927,0.046992987386286586,-0.056677766049593105,-0.021708815420138756,-0.030716268093362302,-0.05531336279711678,0.04558128489526221,-0.05653344923382781,-0.017151194934274742,0.07191107526211857,0.04492133616861143
TRH,0.031279113013662034,-0.01853009597574745,-0.03148292636888309,-0.02067638132765925,-0.030387840248857094,,0.08773130019245895,,0.04493292688503289,0.0010845960997079465,0.01708070794990474,0.02713840597269003,-0.030088987444817167,0.028233642589861975,0.1327999832991458
SEMA6D,0.03819588957291178,0.04765354852882048,-0.026343293276105698,0.014139819618054461,0.055476007893133596,-0.006793531349416294,-0.008635629515291314,0.08770435995197333,-0.05967395864687484,-0.0027068810763870477,-0.024868993837714216,-0.016667754688023458,-0.057336318459451606,-0.012259124974549566,0.1054384268632836
CEL,,,,,,,,,,,0.08087530263905975,-0.0027014338700635677,0.009754185103584346,-0.015204812343128671,0.014489746284089704
PDCD1LG2,0.07233059571794331,-0.01955703043738622,-0.016580711796615247,-0.047380083088797,0.004056921994806397,0.031151959701187934,0.0032172873861600042,-0.021760761435873945,-0.026778770300215998,-0.012217482938688079,0.06877361398242887,0.035487208126031296,0.05448985497788938,0.07498791209100812,-0.003900720900492467
SPINT1,-0.03668766299556324,0.09127689603426234,0.11261899009138986,-0.020649263853058528,-0.025196044948565442,0.012150256877909485,-0.029814360953179683,0.03218761810667855,-0.022977340301596583,-0.0073681835729134644,0.039920201540107725,0.044100658820490926,0.006079702014925036,0.038736952229989734,0.06495571107160968
CTHRC1,0.18360671915390042,0.03474884451924184,-0.12796073197053653,-0.05518441018938966,0.026703270685602763,-0.014010440084338625,0.03749753155248005,0.06968876618606962,0.06434744599935191,0.07599658211086892,-0.02933901503517503,0.04188715233658784,0.012776091469790715,0.10854208303253879,0.055210373473435465
PODXL,0.05131531470689093,0.034518520989589414,-0.0637131569423985,-0.07465379022789503,0.056627325834905956,-0.01386133757409568,0.03350126542157544,0.034824557944820825,0.0499523573467565,0.11639786342961259,-0.004996439712392721,0.018869033532695787,0.05803369760805461,0.008414369914834886,0.14018658284257396
JAM3,-0.07177056010383014,0.006122563743160568,-0.04602841908808354,-0.09565835616540741,-0.043528741806339186,0.026090880038854805,-0.06083867743474173,0.060051581885580824,0.0024072551022027247,0.008584528515161565,0.028724578321097278,0.01694175778228195,0.012477502340021268,0.0427808914456817,0.0896304078384116
TGFB2,-0.010192677387098508,-0.047710128651800895,0.06056384001361611,-0.08551488125207923,-0.004972402346580245,0.00473894021434349,-0.03684269074390926,0.05000404862644532,-0.06530640476718241,0.15183767381669694,0.013516655565791135,0.0739560431272691,-0.05209905505070865,0.0026955136803255026,0.0741507823189729
COL18A1,0.03610144103244798,0.05211517034896395,-0.0626410823725173,-0.03994186321671198,-0.002447257230376056,0.019683072745703634,-0.018263864145118356,0.02377208921056458,0.06905930991040943,0.14297160782072033,-0.0002659370949258521,0.08378593763900358,0.10531942854147597,0.06275426510840695,0.06935561770781834
NODAL,,-0.022586956021220034,-0.04282912579132863,-0.05212906479302746,,,,,0.07772668000445253,0.05296575659683503,0.08915641725960002,-0.03144044478113618,-0.013787441494158094,0.001060341287474921,-0.026236781457937564
INHBB,-0.072604255267316,-0.026430145088246638,0.03928595104859998,-0.06164187731338484,-0.0030011701969854454,0.02046685526760327,0.022633760344404168,0.05231412904691741,-0.04706706925811394,-0.06838773015716602,-0.024408278809226254,0.05236429410465288,0.05539895174107285,0.05614507438231727,0.0689042381973174
LCN1,,-0.01934920012584431,,-0.017358756158424016,,,,,,0.06744253328682563,-0.009103457277567832,,,-0.027342468418356254,0.06252602678865325
ARF4,-0.05184108045984244,0.03418471104116299,-0.07116141954676937,-0.039850330000739,0.007759261828562858,0.006945952278280309,-0.04181125402719221,0.030056851690315245,-0.0269152339821924,0.043458896444648704,0.026524100567835704,0.07867672159510099,-0.004277102016209471,0.029870339066226284,0.02737557731914459
CXCL14,0.14293455679077965,0.0034571051483465154,0.07225319981085862,0.030815006334484772,-0.012399794979294715,-0.015321555105214333,-0.042766947683633316,0.06677229912166041,0.05647730285341757,0.08746928451072011,-0.09049387375613001,0.04476324536804802,-0.008662576238678898,-0.012796356600431298,0.04373842303675492
LIF,-0.03516866922517839,-0.007915041400318129,-0.037096756347188925,-0.056367171800786355,0.038642298985322183,-0.016330861963338224,-0.0268211902451126,0.03174019171401424,0.021047762454628388,-0.001028536864226172,0.017791859880993362,0.0280032254728612,0.0011973801904958778,0.0625628144088751,0.02965500221620731
IL17B,-0.028322112247296603,,,-0.028668243678446732,,,,0.05563650892161722,,0.0002316896757961392,0.09253411394188732,,-0.017152858375702337,-0.024533155696399682,-0.008436973325602705
MMP1,,-0.026676067540546803,,,,,,-0.019844755108628948,,0.09513468271902871,0.06209663323959604,,-0.01242091705320833,0.04495772188765136,0.056550160954788556
MATN1,-0.022315184848544497,0.028059072044910517,0.05013840420427986,0.0030359090276627096,-0.01166528548833148,,,0.10661929388646645,-0.014239180554997092,,0.06147995634239645,-0.02114145134604584,-0.01767786200218452,0.017979094143040792,-0.03356673588812816
ADAM28,0.01888776249934572,0.04684088406394094,-0.04036814511895259,-0.021781237827705514,-0.00022856713314738626,0.07493603139848844,-0.05476508488997096,-0.03769660007332971,-0.013729075154414802,0.049100118380182745,0.004244942981133775,-0.025829584442228215,0.03294787690971158,0.060622225854415165,0.01603361474447736
TCN2,0.016572738582875127,0.06156429642205329,-0.08139246469578063,-0.03315914912570277,0.026480741791525087,-0.03269877072043958,0.07210717808783185,-0.09753068275665963,0.0400714366406663,0.02858200022301962,0.03155184002741977,0.03652109996613123,-0.007216014472381671,0.09352685211433749,0.0647504953670591
THPO,,-0.03310368258754137,0.060539035514087236,0.0943590084936889,0.00023476196369160896,0.014481780763112817,-0.026624675707130903,,-0.014239182190687632,,,,-0.01533472648682176,-0.035959809218146926,0.032642936638817774
CUBN,-0.03183139544949572,-0.020708254698268945,-0.03813478815477821,-0.044306233409700156,-0.036444298381437534,0.0025268680454333175,0.16076314603624442,0.10191102137612083,0.012140271760879786,0.06931844278864198,0.008666027183731783,0.03887753078480525,0.0031496425742936385,0.06070446127175344,0.05423121672641746
TIMP3,-0.03916445940117791,-0.029373244809248224,-0.0542359760265336,-0.04911265086693731,0.01817967949764865,0.06519328755863399,0.0016237365608469637,-0.05607978435875247,0.06497527229257542,0.07471249010728234,0.03161411406056801,0.03628398687551019,0.07890032044625697,0.07861353617807638,0.07387960070683212
PIGF,-0.020963493520768667,0.016774566950867535,-0.04215147449553475,-0.0906248855472559,0.02122194233648307,-0.0018472363004419649,0.05230601439825204,0.05896489559988534,-0.04410953822616253,0.01649254119481161,0.019260922867540133,0.0714221263798956,-0.010587721141669594,0.025578524980877784,-0.022392497350056762
CRH,,-0.007800139411852736,0.008242098358985603,0.018205929136902676,0.012488899246212526,-0.023223358255778277,0.06922053837684852,,0.05211566406657396,,-0.0010148322280239099,-0.03563365117511091,-0.022164328173724483,0.017298464366021695,0.10031460772626756
BDNF,0.1596111187937513,0.02495860947636733,0.005335313335314417,0.1772760460692583,0.03739653607861648,-0.014694236747441311,0.13538891009991283,-0.04976228432149375,-0.01603697629569328,-0.024109420230109358,0.011215019329027773,-0.03377095984050353,-0.00541648767327794,-0.00864054323167552,0.060748004625194287
CCL5,-0.015240486313554048,0.04876080920964695,-0.03476354748515007,-0.03940452372943533,-0.02341244318293595,0.02025462674915991,-0.03063329775422632,0.034656969161029776,0.06671856379062878,0.02192300838418689,-0.04181011626033719,-0.0036700389534951496,-0.005512312061313226,0.1167436165078707,-0.015397477221632243
GAD1,0.13049670725482948,0.0032818047789231653,0.04523699219919246,0.1474049243691916,0.038983748218894124,0.025329000608560956,0.13326653848096937,-0.0483408154863563,0.05252755338517514,-0.05886853167831912,0.05696547470453607,0.043148771874639905,0.014951416604364437,-0.022050776589334336,0.034078098186000445
COL14A1,-0.044333465940231485,-0.013841116249025297,-0.005682389103090448,-0.03079342984222936,-0.025339524501353895,-0.008147791401758368,-0.046960707491468384,0.012576276248280869,-0.04770102631778783,0.12766809888854744,0.02451052488141564,-0.01725347062300403,0.07206146121015856,0.17771606526418315,0.05032099532737537
HLA-A,-0.12139510094484031,0.016839370395764663,-0.08094866745803601,-0.10390493920217557,0.009142864886226938,-0.01625791857048792,-0.10692117644359239,-0.07456661143533339,-0.04051138909108231,-0.038019045365717076,-0.060770172440858916,0.06013186382039976,0.02583604338964074,-0.007149821258997874,0.04680199566008596
CD5L,,-0.02266988901158073,,,,,-0.02778581299544777,,,,,,,,
FGF18,,-0.0205121521085265,-0.0046252706314952215,,-0.012499812977081609,,,0.03910175382474769,,,0.006611940905461148,,-0.0037818426309163306,-0.03370062543407218,-0.0002485230706014366
ADM,-0.15131233708422087,-0.07133599322463009,-0.05484710495189418,-0.058356243930824975,-0.001995868505653769,-0.05786346858279687,0.042058423738498225,-0.009863493079183763,-0.06450307111234611,0.05453880381924939,-0.006760554369027368,0.01898985535864783,-0.010794978223886932,0.00966503376616652,0.019062645484046976
CCL15,,0.054348409464211635,,,,-0.03438361649626749,,,,-0.012654750855116692,,,,-0.0015170824430109683,
GNAI2,0.01897243475292813,0.03871339817860373,-0.13383035229641155,-0.11995271849120524,0.01857091086703949,0.01313964599773479,-0.10121525727646019,-0.055136576873042964,-0.04560930337977974,0.054197705080411426,-0.03270284392919469,0.023957565828733367,0.0474943386077921,0.014471547614168035,0.06748683513418656
HDC,,,,-0.056815289218625095,,0.005944717321412136,,,,,,,,0.02078264168351185,0.04123359583223451
COL11A1,,0.04607434246339437,-0.09994153082288022,0.05712416483943724,-0.023873262676192518,-0.023427593353502644,0.02785206122692677,-0.00878697715585718,0.04717299381533617,0.05008032437691063,-0.05189786257924526,0.030099959875602187,0.06748632391040184,0.08378085651301602,0.08478070404176968
NUCB2,0.022900434175803095,-0.011484827605349671,0.013863987558336881,0.05384959509289114,0.002534184950316346,-0.026587774935519788,0.05344384247806061,-0.0027381835872560684,-0.035497926058408874,0.03364907876494144,-0.046182912572911385,0.04839288584024657,-0.049609386828232106,0.03642496875602597,-0.03012042904159939
FGF16,,,,,,,,,,,,,,,-0.03307563958970769
CXCL1,0.024164211295233783,0.0498017101736091,,-0.005154718978681143,0.11394245644961319,-0.023522075951117688,0.09221620203222532,0.07857536118408943,-0.019317166257967172,0.00448577187323492,-0.005647466174999584,-0.01604648236791865,-0.012790838124793173,-0.013172781789650216,-0.009242151267966965
VCAN,-0.06504281923275268,-0.018679823320527738,-0.06884187604184407,-0.0667317150822928,-0.0026788652487470806,0.008416425554363472,0.029572075625116392,-0.0005970064402989216,-0.031398766492633866,-0.0029454984013236518,0.06371675861322022,0.04474788790388074,-0.03567670876489787,0.00561238666675545,0.12220004810230597
MMP7,0.0206883795028153,0.014516479747429945,-0.03709674593431329,-0.012670460428958225,0.0837077107626956,0.011819129171889247,-0.016351552600916176,0.04015101230448536,-0.022008106740261664,0.05721980733886708,-0.017408327358235665,,-0.022688234751810185,0.041883244046900886,0.09387771869682393
PTPN6,0.06701082866660504,0.055722491549514114,0.023042448857892587,-0.022412179776306884,-0.002858659584738288,-0.02038638622771439,-0.058398596429551856,0.02473191014169774,-0.009444158530043144,-0.04892687670212764,0.012180781591698478,-0.038458524714092314,-0.0706383447067112,0.06487198915022961,-0.05648523038635133
PTGS2,-0.01983990712281048,0.018895035463380706,0.017728293949101026,0.14438360735036532,0.03253251065068411,0.039938586587126436,0.03624894718144071,-0.05117900677754794,-0.0100183464339057,0.1022277870990137,-0.007362229340204711,-0.02613621833642666,0.004817713893417735,0.026988676229100363,0.01696503344731018
XCL1,,0.05648414572177989,,,0.04227692459929018,,-0.021448584480784075,0.03535611159589803,,,,,,,0.025811887226100234
CD58,0.02685133549548446,0.04883150865401468,-0.06472201869617984,-0.06652536367373162,0.06582097162259089,0.005910554957068392,-0.07965703056192376,0.08571025770017265,-0.06357849486430281,0.019190667821922906,0.008848205548241802,-0.01097165666323859,0.017514848976399728,0.0738618914434459,0.04800740039176454
TNFSF14,0.0016204031817320798,-0.011061662501724454,,0.03264371629428101,-0.012588477591225757,0.017675288317217874,-0.04657511857680472,,,0.06715193175970038,-0.02117430737364825,-0.031151521758380468,-0.017935152360912306,0.0012802878539911492,0.0786564047821103
CNTN4,0.06365910199399967,0.10091520366378688,0.03537605379142532,0.0005823825104379207,-0.03191501719174794,0.0331525225451573,0.10047339448383875,,-0.028488613838250826,0.16164323884318285,0.08423302508353607,0.012317356499812897,-0.01506806929542653,0.12791039904514973,0.04452635436851182
INSL3,,0.040418077434892195,,,-0.013284458615704247,,,,,,-0.02354847062725646,,-0.017935150628087804,0.06820570445198286,
BTLA,,,,,,0.02212373408209942,,,,,,,,-0.03477649779676797,
MFNG,0.1450558409076574,0.08780185706336922,-0.07752131506518631,-0.010254415880799596,2.9385747797189847e-06,0.005833207178514053,-0.0559585572919964,0.005359070243671623,0.05123444231263044,0.07200699017056042,-0.005093853151241644,0.04003774954919387,-0.047236628617513585,0.03648059019270604,-0.011351953918358085
ICAM1,-0.08343083081790251,-0.04176362277790792,-0.048081303499135274,-0.06194098465306916,-0.0024687400443755177,-0.012233707423179222,-0.03910452375736749,0.017722508421105163,0.04019468049259919,0.07024418352840638,-0.02935373815560654,0.018708602171654553,-0.017069906427484727,-0.021953420757369675,0.033058441530789455
PROS1,-0.03921667685761887,0.054648439906159064,-0.06231797429362299,-0.07263345567076859,-0.017312476781110323,-0.002374607082291847,-0.052890762912580803,0.006186788191530294,-0.022843456504266467,-0.015146713279496246,0.0057497034894592024,0.013144819270904102,0.08423560650679784,0.06697267795522838,0.0174782384820686
CLCF1,-0.014044740955691904,-0.013798566630691924,-0.03448512984236482,0.0069268859873698714,-0.010435774257018884,-0.007877353611092153,-0.03761089146222648,-0.047819268729140434,-0.04240506929414686,0.10000326947693561,-0.012780404583476896,0.03865286135097159,-0.019969704605677804,0.05165366586422912,0.08120671750520671
PSAP,0.10422113425711856,0.006505867890178715,0.055084471620066584,0.041906914194039815,0.007571302952401872,0.011204020147704089,-0.021968238643273928,0.03903280671031914,0.09521845862544723,0.041455919293249044,-0.05553262918227148,-0.023831572683118904,0.057658886661152146,0.004394960816180592,0.032451960011398634
EFEMP1,-0.09350641398697926,-0.013933478822865055,-0.08047330323907548,-0.09671303387020068,0.035252952741409105,0.004739347948197998,-0.09773442252634469,0.04819047900807653,0.03364852582729077,0.12351454029442367,-0.019988564572808298,0.02940917469919784,0.03019312304043659,0.031524589360676286,0.12970669110308236
C1QTNF1,-0.10496739528665218,-0.043383864100163184,5.074459116184666e-05,-0.08226943112662484,-0.0025579676631738374,-0.0334164138796645,0.045832350778460804,-0.0486198074341487,-0.0969616659704502,0.04320546879505618,-0.01088040539712445,0.05387476373295455,0.06488679853484905,0.0013761532884549094,0.0696388037421562
ALB,-0.03158472772405159,0.006546898309532343,0.015713242101799328,0.050270453369973385,-0.014503144503537482,-0.036397792733193775,-0.010719385133402102,-0.011535153742372678,-0.008742511697568608,0.08271273194917612,0.01766019526200902,0.019147950764442822,0.008688079471025121,0.14044489435050242,0.0049988658870324726
CCL13,,,,,,,,0.015782014099515653,,,-0.01571834462690916,,-0.020117998283686236,,
EFNA3,-0.020156835171150207,0.040540055000694665,0.07809258823855626,0.1728999344237764,0.04136101924574662,0.04378650109955152,0.0949329952564718,0.04283117385584425,-0.023919287226863303,-0.029729014400818526,0.009458056182924285,-0.012824378851434868,-0.01720623243417298,0.005158684960573795,-0.021782499858518573
DRAXIN,0.07941267788753979,0.03587869394227535,-0.010388046624481978,-0.05519203629662989,-0.017528691528280564,-0.019280326740517984,-0.022384963128433372,0.06612204024767462,-0.011064056676179114,0.012373376436130635,-0.0017428050783637355,0.033247909317143234,-0.011179063652866729,0.01618109935671255,0.12119403386616488
RAET1L,,-0.017336063306815027,,,,0.07773098797333597,,,,,,,-0.02178953573837889,,
NPTX2,0.17851494423223904,0.09779654432412918,0.0700545993095759,0.13376700963499932,0.05491582853891932,-0.004555638738868708,-0.03222960378916829,0.04569329896851952,0.0052175259929843395,0.011536323468885334,0.0798211979354682,0.00553021220623303,0.0335656127546135,0.04610057210445831,0.008193195997438101
FGF11,-0.1225474529876489,-0.03618335735484326,-0.05111847187051882,-0.040692189672886604,-0.0029777897338335627,-0.03276863133747609,-0.0035724098142822193,-0.023501121447150195,-0.07386183091264586,0.10806281624841706,-0.029055443297356452,0.013185731069794739,-0.02269694641094817,0.022076361211848545,0.07443308801223708
CD59,0.051219091077462295,-0.04134928805059433,-0.0013147046849943985,0.12340363773809422,0.0017811262795478238,0.03966340119119042,-0.01723359821158867,-0.005215015359862621,0.07707254175793575,0.07987972991076718,-0.018692384921882653,0.010418581170006309,0.061921752337481206,0.05553881452046266,0.05863911419579725
COL9A2,-0.10924359596006951,0.0890920333774907,0.04225362500469705,-0.035530637275062,0.08160928246139991,0.0007440553742993155,-0.03076111210597875,0.09478352143377337,-0.02971566359488653,0.01100715735546837,0.049983488177505864,0.0635788377704908,-0.024785782042591617,0.06303176199039201,0.059919159024767535
DLL3,0.22111650848722098,0.06798887264692564,-0.05139290967410008,0.03679244406753739,0.03338646652671444,0.05258516117095025,0.17925168666358282,-0.016081040712414604,0.019464303826158904,-0.11324167901317549,0.06082160511908806,0.05267393453137109,-0.010898746558548751,0.0029265525008413747,0.07758366056589959
FGF5,,,,0.07307728786087202,,,-0.01572614559540008,0.0817835716774341,,,,,,0.07545187813418214,0.1300241250179574
LIN7C,-0.022589337762680357,0.029874200677618073,-0.0071175616311328635,-0.04061319803848105,0.06438221857705383,0.005669402124261482,0.008328363123828874,0.0048630525588977385,0.005926562153350686,0.08276764870875632,-0.003962491280679937,0.0476879339253,0.006564608170181003,0.0534058433642043,-0.00218632300856498
GDF7,0.004405742893834949,0.009947789817654215,-0.019424484191059608,-0.030273781022708043,0.0008643561133933422,0.0745246946347188,0.026158611382229913,,,,,0.18308777647839686,-0.01458023059518121,-0.006580358856798233,0.052517539973460335
PSPN,-0.02592510394786016,-0.03597295274956521,0.046367453316010894,0.06005929906491611,-0.02531777730487658,-0.018528399940137618,-0.03250404607677965,-0.014455071568113305,-0.05368569903688409,0.08199618018481948,0.0508735317449201,0.04464652015153014,0.008730617730375716,0.0006880076013737464,-0.06527676570551913
ANGPT1,0.0827057456457274,0.04748126739550375,-0.02077778770861037,-0.05899188065411389,-0.005200298982976936,-0.03330966408074561,-0.05980065474126059,0.006153452409954792,0.023354235323750815,0.006426771857995112,0.04652135119470022,0.04732235851618967,0.07913168374148923,0.06606043406267219,0.04838286524341985
PNOC,0.09803578415756439,0.046964632287845004,0.02717957644170232,0.12302370892700387,-0.0027925192660454602,0.03686322279858284,0.15645667949384498,-0.01111266406114284,0.09904657456670814,,,,-0.017285458874020262,0.000642259716528187,0.008373594821498766
L1CAM,0.22365961836098663,0.0070368919330469236,0.04305575822277207,0.1448550145014292,0.022279422111167974,-0.017651690227690642,0.04068104866119311,0.06136402672642393,0.04634234438331824,0.10148304401348694,-0.04021894964838733,0.06093236210031307,-0.06012833237358626,0.054437077557694134,-0.041380767174053354
APOA1,0.03236853924425869,-0.040491805232817646,0.07525417572595672,0.022255433824078786,-0.01729867605362934,0.0068753263191083,-0.012478501586673523,0.015117204468949548,0.12252401622867595,0.01829673788491556,-0.020259752657844774,0.022775976531264033,0.05592927655095255,0.07066821949100875,0.021141425158642944
PSEN1,0.028053928275165802,0.010229908778243053,-0.05214103981505607,-0.025165126366665177,0.018166026608289382,0.03129494493698573,-0.06017002617567411,0.0028586972000154585,0.00670487120251137,0.08129536692488584,0.04351943815249508,0.05364260773064482,0.05676388211003245,0.01427782065776759,0.04200968756998781
CALM2,0.17122975962215134,0.0025751462358637126,0.14057844786200932,0.08715948657780798,0.02109136155926458,-0.010823501973630422,0.12618535297349973,-0.015545433605733487,0.06910593252882993,-0.02373327812903777,-0.022066289887538875,-0.021106186178233337,-0.014084297019304344,0.0018413720166245969,-0.07520265603827055
CLEC2B,0.007573695984436453,0.006537573388409264,-0.014544951848660403,-0.06192989143893723,-0.004535052475183982,0.027255351524528935,-0.06900699266171167,0.030500677537120335,0.008914907260476045,0.12887074972342955,-0.00565916313989146,0.0005016319424516145,0.02932119733775912,0.0770623985817955,-0.0028529463401595467
NTNG1,0.05807635443978776,0.033623348367394765,0.016259421922776383,0.036460400190718945,-0.040620493443694304,-0.00403689406890618,0.027918460725584945,-0.049872740504359095,0.020565893992096917,-0.02020304371645762,0.03618665767642776,0.022507561120000946,-0.0020227239878781505,0.09608417104307045,0.1007745194888919
LRIG1,-0.08107954110908648,0.03170588391952745,0.024452683790388445,-0.10321157746121752,-0.01945027993330268,0.050411298906385904,-0.03658408982919965,-0.023981988279178402,-0.057491203351264224,0.07229561577953814,0.05058986128843132,0.06434570888247597,-0.03430210305763034,-0.010778048386936601,0.07124499459532242
CPAMD8,,0.005040507421264601,0.029777537066832872,-0.015309788120269252,-0.01473553179815793,0.026810983924827163,0.027813630794206415,,0.1464566632158427,0.0455882660995489,,-0.017115987472357035,,-0.030876179377240902,-0.03638349171307895
GHRL,,0.0012585746273431563,0.003949553712844677,-0.019924257056869066,0.016618888310186996,-0.007182335540984456,-0.01753914892467932,,-0.018173051343040408,0.0822526994677755,,0.03085432068158686,-0.015771350159262752,0.01792928980835661,0.016123182912913748
NPY,0.07737981332169962,0.007947329823080058,-0.015763050445007823,0.11408492831798048,0.015383673873135759,0.0024260787916585767,0.0011090413609715045,,0.04925013832466231,-0.043090782903972995,-0.03685933161092722,-0.02888785298179324,0.044167771969761016,0.11746035768272746,-0.0012315524837814378
MMP2,0.05158844832786605,0.08011152430515114,-0.06424887478985955,-0.08367932748235411,-0.019116469830546712,-0.035488555706922845,0.03040437774927725,0.01567878521216854,0.016817251193780917,0.05306869459797964,-0.05446437506582086,0.020033163572003066,-0.08190554979036854,0.04228756566624659,0.11086972798065924
PPY,,-0.02923202862479752,,,0.039462463458734644,,,-0.032620072436344225,,,-0.020150891143757326,,0.01896553928033848,-0.02786909821026102,0.009947485755098837
ALKAL2,0.13164149257488258,0.033447688200246496,0.03063527077229276,-0.01735875334506931,0.016200934805655747,0.02125075021801889,0.0005534454542337824,0.046610527876484995,-0.024922992983077055,-0.04655176804881124,-0.0473334129590672,-0.008347771765869497,0.0014325639698493753,-0.020251469127313893,-0.012511531796459432
CSF1,-0.11626756717196143,0.0440296671442445,-0.0033541020834403352,-0.08549448965711749,-0.017627740056017954,0.04798116450747503,-0.04247534063702755,0.06925170165416744,0.004213180329457502,0.08369539657100496,-0.013736756390497774,0.029533966709953875,0.055646204873321954,0.022894414681048306,0.11275344793080168
SEMA4C,-0.027815405069655838,0.03324859379246298,-0.034593503053115794,0.03221023075947766,-0.03259505037924551,-0.0470089117518967,0.02788624464287863,0.027946078834560285,-0.023672634118963733,0.09862453366283189,-0.0380417294481506,0.07615984532141137,0.010548641394771805,0.07758329003245099,0.05438382978592143
BMP8A,,,,,,,,,,,,,,-0.011017739013648884,
ICAM2,0.05857315605878164,0.047087069899516755,-0.019278032403219854,-0.026162577151670346,-0.029210922655949722,0.004028811468808363,-0.05945692627495765,0.005188260147605292,0.041963077433434776,0.11279943187964732,0.046035238209195764,0.019192823115494095,0.029722729447838853,0.112268312213706,-0.05767502313800155
SYTL3,0.011285926992163887,0.015898080961123367,-0.025587649589664214,-0.06224051081840646,-0.024589603795150336,-0.027980556047132683,-0.04474814496626029,0.011698604623312675,0.013513495764132726,0.021597738831119158,-0.04888513789083575,0.017819636638375227,0.027201715008452615,0.04855711288091806,0.0764654317422947
IL1A,0.01221015191894285,0.02071795388049631,-0.004247675368949886,-0.04210880284295231,0.01866658041251439,-0.024382601759911502,-0.03879114875775991,,0.036564313118426804,0.040550050837068946,-0.018194117655003447,0.012091797953348955,0.009315925089401983,0.03850883054770117,0.05452846817312148
HLA-G,-0.018325351489457204,-6.286437565842592e-05,-0.027377472869442428,,,,,,,,-0.03467169490256809,,0.07865255626850012,,
PGF,-0.05314973397385232,0.06282378379137,-0.04634880361441484,-0.09650600974712892,-0.03849009249094877,0.00014244628271043981,-0.0002939581871832011,0.04092489235472745,0.01774300876028428,0.08767311121902685,0.03404792710681911,0.01771946938625432,0.053318417830144224,0.08035420705115996,-0.0011920045100531466
LGALS8,-0.016711408410707538,0.04536939460834854,0.03140819717192168,0.04578966142394346,0.011136590435874715,0.006100912172792534,0.07145459750645156,0.03383563147563713,0.04089389648587481,0.015230801147313946,-0.0024244067968372672,-0.06107683453357352,-0.0015927863279939032,0.0726687765123939,0.009805002593084033
DKK3,0.14555518557632413,0.030851327122947025,0.09675165935471164,0.11553271301771718,0.028192416877693756,-0.029976429371164192,0.1048153262597847,-0.07532330655962921,0.06177835022322692,0.08171281109448693,0.05505254740025564,0.027483587041339307,0.05430217920729783,0.04329071307963823,-0.06972568412648417
COL16A1,-0.028455201195826497,0.049143299626954524,0.094060097503344,-0.045977372668291286,0.06480281538077606,-0.04918915780479067,-0.02386246270543907,0.04605745099897107,-0.05415340858084339,0.032817981876535056,0.014535827184034046,0.03177383209911618,0.04135964679349061,0.055819765574550095,0.05540142704461536
TPH1,-0.010115921628558672,0.04957047812324613,0.011310293220738824,-0.018199475525614225,-0.02490707659117117,,,,-0.01713623240804909,,0.0075621548144010646,0.07205927784217654,-0.041293798061604374,-0.01368824909379757,0.058551219485548776
TNC,-0.0938064518448744,0.030837171082955486,-0.09007892469386336,-0.13602778481774544,-0.008051888716211923,-0.004558250700211476,-0.11014566552399152,-0.022586528959684757,-0.05433162861286598,0.0964859827522192,-0.04384155955747441,0.06575997368355933,0.040403472666916074,0.027626746575684386,0.09246621166446195
