,MGH258,UKF251,UKF269,ZH1007inf,ZH881T1,ZH916T1,ZH916bulk
LEFTY2,-0.018903039452245595,-0.014471882789877684,0.14645561106232485,0.015745794800380977,-0.022888566634103626,0.012880313501832719,0.005738986498640298
PF4,,-0.013004430143926543,,,,0.015896011756408774,-0.01847673554702101
ANGPTL2,-0.0053813074653801815,-0.0061359704444261,0.11292677163501681,0.06241385424265939,0.0469899540097201,0.0020105459330351906,0.0046680780391890825
LRIG2,-0.01956045973448387,-0.031408581968544465,0.05426877834574407,0.051797380440732434,0.060102725475541734,-0.01666120008085856,0.06184893805846555
ICOSLG,-0.008789757137340173,-0.024011783953847815,0.06145993359407216,0.05163489991889966,-0.02215638865064289,-0.029817792511595775,0.09963886252567603
WIF1,,,-0.09379439605673283,,0.00801666809485327,,-0.004321176621825016
NPPC,0.041497493155071896,,0.00991883955447282,-0.027650817207973185,0.04580694868033423,,-0.03252928562215795
LYZ,-0.022505118763057302,0.008508933295068632,0.09393092248245245,0.01811186184772452,-0.025774424962610603,-0.035782691374749105,0.015103501403426721
EREG,,,,,-0.02096285336347065,-0.033126510778649365,-0.0212721960295424
SPTAN1,0.008984870892166857,0.04848694274146856,-0.035995752436366414,-0.03968559898946124,0.06688541756005285,0.03769009571151875,0.02849961417322717
PTH2,,,,,-0.026766334139950953,,
LIPC,-0.024443226085537773,-0.0032937501738316433,0.0601104825564973,0.0722482658842551,,-0.027733790580641453,0.044333262849369844
COL8A1,0.09782424274935261,-0.015579979539782636,-0.012647900820705016,-0.031242750869665634,-0.03967725758108656,-0.015822579378250795,-0.0033501937257468294
GSTM2,0.024921052840877884,0.09799324163134818,-0.0036480504901197286,0.03546902724611436,0.006510509443919528,-0.016913220420609047,0.02440527208080829
SPX,-0.03809774514490119,0.01723799194596139,-0.06164044785112806,-0.03665646239173977,0.09119757284235917,0.07242153869316953,0.047954291993648986
MFGE8,0.021667260420662745,-0.01970161414022437,0.07995548278115067,0.02003920665805727,-0.021281371597412425,-0.03192519927876807,-0.014646761660558916
TGFA,-0.03433338014774622,0.03064580653563482,0.05308289077759227,-0.0038432260146546407,-0.0025263783482163157,-0.031676986681575495,-0.03240173406175345
SLIT2,-0.019648236321222926,-0.033908646562910115,-0.04020149998886706,0.05893735432864499,0.00804643001014925,-0.04663319366381292,0.011413565884046078
PLTP,0.02219150611176602,0.02546245517592161,0.07199114052317931,-0.05066796423524965,-0.1102496863475922,0.044626867966716936,0.03978487790108221
APOD,-0.060721240650507435,0.006058843077775897,0.0655288441612697,-0.07976512967825866,-0.03463180352708931,0.0013685661799831407,0.026184720200142456
B2M,0.0420065019987622,-0.03069580950180338,0.14251672426179723,0.10115254397343595,-0.1086847827102636,-0.07499532489160252,0.025041682254234632
OMG,-0.02997655618870534,-0.0017131196433852799,0.021913509881772743,0.03671008946689263,-0.0006372647951112527,0.03448146747284333,0.020997902916444194
CXCL3,-0.015374691478848387,-0.026735870767534954,0.034221756816430714,-0.028496940030810183,-0.0472132891577559,0.0380483263478078,-0.0397926613569954
CXCL10,0.03661023043607066,-0.043613236056573426,0.10644426293895425,0.051734223660525464,-0.006362439066305424,0.051295722701636876,0.07684080799785781
RSPO3,,,-0.03155262387197634,,-0.025125540029570126,-0.015632030025050533,-0.010193631254407112
CORT,-0.019091809442158575,-0.02322508873681045,-0.0546088847904221,,0.09596267005156174,,
NCAN,-0.014872784551605381,0.005481351651417144,0.0796833550618881,-0.0645908366129962,0.08457397814428631,-0.012277391351817307,0.06214579824733013
PRG4,,,-0.027333144707138584,,0.009404667728201541,-0.03541076089430857,0.05092127045055392
ZG16B,,-0.015648718086006673,0.022585432820143046,,,0.002105976314140109,-0.015762550392127227
TGM2,0.04812756735298902,-0.06610299879489476,0.02885505168115256,0.09392788547521234,0.02911519538289947,-0.08240858458708576,-0.06804693645360042
VEGFC,-0.01909181067141986,-0.020093556647127715,0.0837180040580067,0.016145424933819603,0.026285592176248637,0.06078578113966966,0.06361381819120164
WNT6,,-0.014471883169685059,-0.02687856869904516,,0.027276970424016778,-0.023539942840803123,-0.016287443661431325
NRG4,,,3.2086327683392225e-05,,-0.02222530473057149,-0.015632031777028148,-0.02449381711612911
PMCH,,,,,-0.012796412833528368,-0.0075503149239676435,-0.03136785790260065
COL9A1,0.04579598459627403,0.050840665602077874,0.03441539179320973,0.07534028004981774,0.03937666004251281,-0.010241620670233572,0.06822549208715901
GDF11,-0.028180800118218847,0.00651120224595799,0.0599432698255042,0.07443545273101689,-0.015965522384138398,-0.037837271662853764,0.05874422812999582
RAET1E,,,,,,0.02987397672672802,
IL24,,,,,,,-0.027383272707164376
SORBS1,0.02692899513807615,0.04455778421913656,-0.0003589180306936663,-0.043226420066131886,-0.024694879990477352,0.06068913711694223,-0.0036226085581286226
DLL1,-0.05314154109638498,-0.0022063790741083176,0.06778157366094786,0.06396827246258392,0.07466705110282858,0.04122381569857597,0.03504640851576635
TLN1,-0.01603860767160606,0.008926180247511887,0.035960311805147326,0.08573141629142332,-0.07118882902423146,-0.03645307720294384,0.012561443489558309
COL2A1,-0.01793209162341923,,0.05259896859648438,,0.002073919407433636,-0.02274988716670929,0.06830078012699267
SHH,,,-0.0008238673253266317,0.14431570538853417,-0.05211234478467615,-0.0108952372174683,0.06348820067307526
PON2,-0.025825513143196144,0.014127649255403694,0.09157096307036947,0.012438753720444872,-0.05314770361689155,0.12055293185211133,0.09362774746246522
ICAM5,,-0.018628563789330654,-0.04929962822167133,,-0.019890295791768882,0.014472437902203322,-0.06158729935492263
HPX,-0.020368742060915063,,0.004071084440076969,-0.028496925121823606,0.005442699576875887,0.07820762259614891,-0.012912972786478127
SFRP2,,,-0.02013496326633789,-0.007282154030405197,-0.0662020028075529,-0.006691859149459086,-0.014379160807155627
CFC1,,,,,,,-0.021673174228559022
CD70,,,,,-0.03236565986719652,0.06313672465587662,-0.043028706906695434
HP,-0.03558126084087585,,-0.027576161790111395,-0.05126703704578474,-0.04222422649320265,0.01186238893131796,0.00041862859673942273
CXCL2,0.00882365792790361,-0.017486239117296198,-0.02930596719812983,-0.003977859284178157,-0.018404297734911146,-0.04767860546989292,-0.09190776785453204
NPPB,,,,,-0.019125561548563298,-0.015856955294970557,
CCK,0.0062493248212293975,-0.038479141826637454,-0.11988712019427905,0.021253942518767607,0.07128920115709382,-0.020570751688400064,-0.0579702755641446
SEMA6A,-0.04131902645600698,0.028575420721085553,0.07258054399613102,-0.009933678620399365,0.06621268956226216,0.07503108183144615,0.15168907715926466
IRAK4,-0.015294451681403197,-0.004393377247319343,0.07864763419764305,-0.003678839650329682,-0.02390956017827863,-0.003090023478796659,0.1152711840252057
GSTP1,0.05740503972540423,0.02877565583165895,0.11879766443887026,-0.03985097164777936,0.036779051631125007,0.07325318532413887,0.07024817184446829
VCAM1,-0.09072854149417191,0.029752540457242127,0.09326384229411239,0.009021186611359545,0.017233973585790742,-0.012642935459439784,-0.0015340819197494924
NXPH3,0.00032819328887529544,0.016160077502422845,0.0347172504533527,0.12106836511562297,0.03122367958762212,0.04599875162508215,0.11445351254369533
MTMR4,0.060662163263934046,0.009797446555566799,0.012595262119438252,0.14527142186903233,0.025175547994956804,0.04078420714379926,0.023129166132959844
LAMC2,,,,,-0.012420914611446841,-0.030212362567558777,-0.023586634847463338
IL10,0.004413020801951784,-0.02072839211658677,-0.010214772742525368,0.18016859994154022,-0.03093061845991235,-0.02557003964138211,-0.041030778063318965
SEMA4D,-0.02228362722808708,-0.020215698233439782,0.011157028038678298,-0.08121628234234848,0.07098161411674435,-0.07740674346476357,0.03645737683082306
TRH,-0.0175299458107431,,0.06620096304018451,0.0413128617015924,0.012845359150829499,-0.017760853321163395,0.04816472879459911
SEMA6D,0.06233910306089291,0.07433595501147708,0.0932333495182771,0.016764781414726714,0.10036983021979685,0.060245711101235194,0.07968672589500138
CEL,,,,,-0.005762107792401373,-0.0508250823802774,0.01565258950197404
PDCD1LG2,0.10532982835991346,0.0344277631844225,0.04979582629348569,-0.005714902878737128,-0.024804154431466136,-0.005099267692036992,-0.0195473658655615
SPINT1,-0.024749018829142357,-0.04656975517537141,0.048497425188083386,0.09586821127911208,-0.009165021792667023,0.021859596661710324,-0.03627531885263532
CTHRC1,0.005064092817007693,0.008708515395866843,0.055001783107318986,0.10769807596229514,-0.02145095852729707,-0.07586088779313833,0.014129473569262618
PODXL,0.05407540300342289,0.060872477977465596,0.09376483073420779,0.06485117968990038,0.0054024819962109685,-0.08694133550087793,0.06935790482579898
JAM3,0.030444035981691275,0.007680749775194359,0.0650053777291889,-0.04877213020622604,-0.050310732335431756,-0.026357089794106153,0.05772554922497688
TGFB2,-0.03839980814156414,-0.023765604453467908,0.06661477509169506,0.047952781996048216,0.05939462163466834,0.02383180310458549,0.06372692930877505
COL18A1,-0.02129839544846562,0.022507973230031893,0.0683000848102748,0.019223812400548074,-0.09528861149092327,-0.05931235685949653,-0.010774708897128907
NODAL,-0.009837653423203991,-0.013938849853448329,0.08570462981158308,0.06567100393101831,-0.014204247444002874,-0.024307342932909103,-0.0385848176390898
INHBB,-0.03092276717455456,0.00024860332158425723,0.042660809957434064,-0.003328530170285248,-0.04027125927448042,0.0019801845217406492,0.08001654231487394
LCN1,,,0.012176099628740845,0.04306985480847183,,-0.017960741581525032,0.04233223272068198
ARF4,-0.012361997231617667,0.005325999850629017,0.09886648064132006,0.0877845727009561,-0.018094351374683303,-0.05952219778253831,-0.014429259865476732
CXCL14,0.024513805975160324,0.05686928866069283,-0.023369475644505443,0.01967524223762961,-0.058465018656124405,0.05820880640880363,-0.029897809824279756
LIF,-0.023677485783892192,-0.01763881488757565,0.0566043970907325,0.14421635818787973,-0.005454637048398832,-0.05040134444131208,-0.018849612817370697
IL17B,,,-0.015783543843124685,0.02662025642118369,-0.017671403707761723,-0.030338205640223555,-0.01870527998356897
MMP1,,,,0.0915552472144896,-0.012796411820130773,-0.05562666416588389,0.008594203714619388
MATN1,,,-0.023212048637546445,,0.1226466878385168,-0.02160099290765309,-0.01704630947900106
ADAM28,-0.058066386134761186,0.004797164357051908,0.03670684281450534,0.05049516358276517,0.038651726362977076,-0.06005742539304931,0.03447382280040258
TCN2,-0.008485213464699817,-0.037827894782016896,0.06744468976701248,-0.00622313725304012,0.014850529325917503,0.0072191590436719855,-0.016377964180259053
THPO,,,0.07752345275706245,,-0.015798308163063705,0.08450817990494543,0.014870610232251327
CUBN,0.05727149336495542,0.028997512664857474,0.05190412219768898,-0.04608149037417093,0.013945909991139325,0.026551355138367597,0.03208078476851212
TIMP3,0.040162263707837834,0.028370346233358282,0.08626098158292454,0.0006512615155024193,-0.038269632971601075,-0.053750505767082665,0.0419833979467294
PIGF,0.019757486372084382,0.057726795497489075,0.08008302036912202,0.017833012866445543,-0.030827505753509548,0.011686109408438346,0.04523626852103722
CRH,,-0.017493219811626184,-0.03404515158394644,,0.00025029728918258453,-0.026633481018105823,-0.0223854929488102
BDNF,,-0.015648715103227327,-0.05862283619048065,0.22815755334175966,0.023352993743381935,-0.054277988412262716,0.04232369537678138
CCL5,-0.020675561705916612,-0.007790518253010889,0.03172818831396727,0.011195503856840532,-0.03219924768474278,-0.04606575176172278,-0.0012146192933439107
GAD1,0.03740886423272099,0.0027420030259615456,-0.04306044290202649,0.07094894927089397,0.013813644734701808,0.04983143774722265,0.017923424844054743
COL14A1,-0.03398327345426952,0.08033004704139388,-0.0006059538456519708,0.024337114661855126,-0.06203655709898973,-0.019372632495711712,-0.051184927500275784
HLA-A,-0.01957068803563321,-0.01519870516577591,0.11060322728107386,-0.07254181875439279,-0.12098750199251636,-0.03700023779749922,-0.011648965454846612
CD5L,0.026607577491907907,-0.01106431135217443,,,,,
FGF18,,,,,0.06058213562910943,-0.01776085474610272,-0.02340150571288649
ADM,-0.023995861375264483,-0.015048750545167579,0.03736088150541562,0.14336379566931554,-0.07117852060828357,-0.030508993597497827,-0.06679780968256692
CCL15,,,,-0.002741007999242579,,-0.015403987942462056,
GNAI2,0.010520311970525253,0.023273084746249492,0.08994999498358767,-0.012015015116687495,-0.11320311908628305,-0.06182378223230188,-0.018759273422370923
HDC,,,0.08955836594961462,,,0.04868310019644945,0.011538226552775541
COL11A1,-0.0220776979798907,-0.0021887299784858574,-0.04025197407633115,-0.011727667542194814,0.005222507079423166,-0.01581864329971857,0.02290322449619663
NUCB2,-0.034998037487381874,-0.009234001330574667,0.059613143163565634,0.018215625888488306,0.003646354842640174,-0.019728688959181895,-0.05012036752994033
FGF16,,,,,,,-0.016796914378006806
CXCL1,,-0.018766041383373032,0.0074121957958384705,0.06567231131405354,-0.014934206332481853,-0.026733356754168516,-0.017028169283881605
VCAN,-0.015012316959401223,-0.01138297593377028,0.09202895827947714,-0.08606592853973548,-0.022033798478459425,-0.0027246479780479063,-0.017885032846708098
MMP7,,,-0.016160209702027136,0.08872905851153329,-0.05056457370608017,-0.05281345695108237,-0.04962677898753363
PTPN6,0.0017294847435625105,-0.004197110988059046,0.05006869287533604,0.0726187193794795,0.005866082964439238,-0.021890519291319376,0.02848557654605019
PTGS2,-0.037994515449206644,-0.01674770753986147,-0.09371963634911414,-0.0012042887824747447,0.0061110714671812685,0.00633130970779306,-0.0001221217855991068
XCL1,-0.017119124889709028,,,,,,-0.030336982731728152
CD58,-0.028015095230119132,0.017685050749747796,0.11687213778606932,0.10300809132088609,-0.0064393084326052966,0.03919507089288719,0.13285297984924774
TNFSF14,-0.028004131591021622,-0.019572362487172586,0.10820164969245946,0.024273316235545066,0.001256228781408937,-0.036946131152246826,0.021928275639880455
CNTN4,,-0.015321182918723647,-0.043840577461938236,-0.03388872904173053,-0.015357582792126833,-0.026210843423688523,0.07328150178787231
INSL3,,,,,0.020789316395069042,-0.021091553513691547,
BTLA,,,,,,-0.020394477656162285,
MFNG,-0.011725440797736122,0.012567395381744693,0.13436129873775884,0.05039833126560909,-0.013366452565118061,-0.05106129164527685,0.012606707067757019
ICAM1,0.027748609367671203,-0.011005602395338135,0.024241760148869352,0.09603713976568135,-0.007714725920967792,-0.0010114742478206076,0.03539508184300661
PROS1,-0.005996786564705274,0.011963289099194118,0.04621657566501845,0.027270035301720078,-0.07299891301706417,0.01942880412868557,0.005459119305974156
CLCF1,0.049631957991796365,0.034110789643896494,-0.02428690191654711,0.012208126881831472,0.019497700283467593,-0.01506579152813516,0.0285324512961534
PSAP,-0.09690441670219878,-0.07966011527010942,-0.07298835629867884,0.014137575517699832,-0.10386129216635225,-0.017432748256626485,-0.05542836510980563
EFEMP1,-0.04026780334139599,-0.0021092867854315992,0.013036693794290729,-0.007607678898058477,-0.06882038813145516,-0.01163352448655234,-0.015818028146671104
C1QTNF1,0.03030727362406559,0.031139724224613332,0.05767519695619833,0.029033813703431853,-0.11667948127213289,-0.028234633606906777,-0.03485527597099638
ALB,-0.007468442189399474,-0.025818755894908965,-0.02710671857332792,-0.038621393773046,0.08213748516378445,0.04766871990730086,-0.024134503049973822
CCL13,,,,,-0.020726182288467714,,
EFNA3,-0.025625196205366792,0.01861221965761431,0.013545700311432854,0.081829307433901,0.08867197322212855,0.045024192537867234,0.010186891003978113
DRAXIN,0.03517786292172055,0.008514868481651963,0.04035235007226901,0.09400273422360772,-0.049589856907753374,-0.05801376794418273,0.030072178622269644
RAET1L,,,,,0.04217805043410658,,
NPTX2,0.0008167394675891889,-0.016515577325519632,-0.1308158456315511,-0.008350398225280997,-0.08928942543344232,-0.03807070497037593,-0.04295002362911173
FGF11,0.06879372175737068,0.05559039195206383,0.08341567486674169,0.017673940429630428,0.05401205842995963,-0.00023316748224834147,-0.018380843523469158
CD59,0.005473944705726958,0.010739223746396487,-0.024082980867658543,0.06672369535600979,-0.07523056648560217,-0.011982809267561748,0.020770958814765574
COL9A2,0.03177145658266514,0.0076628378865721955,0.04364515959315741,0.05263363909068186,0.035603717854686065,0.011857599205159806,0.140100941738609
DLL3,-0.0662089983269247,0.039886431771445935,0.04558352104306911,-0.017332752512377255,0.11921508923195138,0.030898341555757675,0.08985377150606277
FGF5,,,-0.021584927403917806,,,-0.0456075802750355,-0.02881335440879094
LIN7C,0.02725478678461691,0.01883821682770477,0.07596735779366749,-0.015813061651724844,0.04487311017859929,0.01923885374306751,0.014589785653774019
GDF7,0.035322683189413694,-0.016440719509191053,-0.028053911438128628,,-0.015021003226184241,-0.0012073408303122828,-0.02605754464284341
PSPN,0.008522202902646544,0.014709672536018544,0.012476630135472733,0.05663086954883504,-0.03287915372154571,-0.02160640446130417,-0.012797341299106629
ANGPT1,0.05999346396035245,-0.03701978569359978,0.11825896598308913,-0.005996128349792748,-0.019706760913911502,-0.013224741030991402,-0.05537442934351242
PNOC,0.06827506869527732,-0.025029832411083062,-0.10356817831156076,,0.0031946324606799484,0.05401647385529573,-0.03341554525273721
L1CAM,0.04412354966370057,0.003501991956939647,-0.07902245806347981,-0.04436721259948953,0.03576281865375207,-0.026493232352123273,-0.04573596491390539
APOA1,0.00031028999274778166,-0.02276818939684702,0.06852743973552203,0.030822050246436465,-0.04170163659638305,0.09891116985687515,0.1132805039209932
PSEN1,-0.04044185771102686,-0.06260027120859386,0.01476266690062152,0.0005150200432227658,-0.017639515320840925,-0.05964207984593915,0.04285610892448483
CALM2,-0.004848519109244677,-0.013178544855166022,-0.10919195380599053,-0.1105383542024346,0.09001107178037178,0.08326208194727003,0.055701962955331016
CLEC2B,-0.01150511961927176,-0.018560332231708093,0.10564634399765357,0.07475447739608733,-0.07529780915776658,-0.02576603094943793,0.019129297989620184
NTNG1,-0.010083051672260153,-0.012095555062124164,-0.030313017848685703,0.09239473093588796,0.04226214609505084,0.002845297796513948,-0.04225408209300827
LRIG1,0.03915083998897358,-0.041707938156386654,0.07943242762281068,-0.013607641964754896,0.06751800690426096,0.0965779534629213,-0.034579307145015295
CPAMD8,-0.015602698613605004,,0.05920727688411259,0.01995333401898234,,-0.02209989599525445,-0.018476752155313598
GHRL,-0.0248929839484296,-0.020853277152653525,-0.013814714511088422,0.10297318836450003,-0.0162481313362673,0.02912406585128772,-0.016287449276328848
NPY,-0.022889767810677357,-0.006460090759620688,-0.05974176638530068,-0.013844117662784995,0.013697144739568949,0.02260319016024781,-0.011671457125241902
MMP2,0.04553010767357567,0.021581871607364213,0.10740840297859362,0.12036015628020934,0.0017812449031108177,0.005795243594847571,0.11821724922718982
PPY,,,,,-0.03294333250461535,-0.04219530126010497,-0.002476481816716075
ALKAL2,-0.023365169564668286,-0.013196371057739903,-0.02213977114682878,0.09770505642543248,0.03080365658422283,-0.01371430681425962,-0.019455541756129895
CSF1,0.01950430988123509,-0.04951317888046483,0.06741522960991629,0.08412807204757994,-0.012113231075274455,-0.05803623572676959,0.08409174273743288
SEMA4C,0.02801631565836262,0.03934947726906547,0.03831437869944108,0.026828448274962374,-0.05544015786494964,-0.04273423328759044,-0.02119480742372984
BMP8A,,,,,,-0.01893080462011801,
ICAM2,0.01934177879343111,-0.014150419461377203,0.10525148678530359,0.01451531872477168,-0.04786209765639616,0.028693758125317097,-0.006087578406659865
SYTL3,0.01389095877180821,0.04231135845044582,0.06911007256203763,0.06219941656410924,-0.0004976709920774377,-0.0226372578568052,-0.03139914855294895
IL1A,-0.01813008502685921,0.04734554497925933,0.04234700106355493,0.013237847496463579,-0.023959269704389816,-0.03852633549038462,0.038207539277087144
HLA-G,,,,,-0.0004071734126466242,,
PGF,-0.008176424149040528,-0.02622353943576492,0.11527706567602519,0.06030308765820446,-0.038679024070892014,-0.032436691204699795,-0.049514634663490036
LGALS8,-0.020271227486906324,-0.037901557876881174,0.05538924178263859,0.05847073687197807,0.026827908937289292,-0.02061401235764031,-0.02601637481359198
DKK3,-0.0687856273364186,-0.029594599602434737,-0.08451688277213906,0.011065777640304524,0.012921865984084787,0.10385468327974587,-0.0214813092590929
COL16A1,-0.01873226059570125,0.00833284511267286,0.05246685243485997,0.08885485266687812,0.03398329596160756,0.05429745711511156,0.06880066961063735
TPH1,0.07114989588006884,,-0.02321204841843448,,-0.007359782378552668,-0.051351218476925226,0.08851479743550235
TNC,-0.00826821564136227,-0.0015294013996547792,0.10717176439014503,0.06771981247542953,-0.05078264307778194,-0.009054707049198205,-0.05899288613216212
TNFSF9,-0.015602691208310385,-0.022067340850595214,-0.05239898866679033,,-0.007511847093331877,-0.015905363033854078,-0.024842393440503017
C4A,,-0.013004432170145052,,,-0.015179424432607919,-0.025493221543760398,
CNTN2,-0.015058293341656516,-0.0012518762335243388,-0.01770360468227034,-0.04788493324504658,0.07498894476796814,-0.024252768696575302,-0.0768382017640445
F7,,,-0.019526460313083156,,-0.015021004678678548,,-0.022838309799324302
LUM,-0.01514640173250308,-0.019173059012947614,0.11410357141672693,0.005520553349616138,-0.0546498064182551,-0.041849360698050515,-0.0480620623146706
IZUMO1,-0.014908865722540163,,,,,,
BTC,,-0.020349626637710477,,,-0.01453611614658756,-0.030513167871162757,-0.024559441868038493
