,UKF248,UKF255,UKF296,UKF313,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1,ZH916bulk
CD59,0.0786195273076801,0.0030846591037644987,-0.012680381332165922,0.09909194446610659,-0.014607861533592566,-0.0027434264183338664,0.12187151392889717,0.17820910600842924,0.01917324131167316
COL9A2,0.04445973505049719,0.012369430762131007,0.03227033754181293,0.04752421026984638,-0.06510231979128872,0.00434819106152973,-0.023556983992430353,-0.0014523597827263784,-0.03386854717626801
DLL3,-0.04791024839739383,-0.020947187750911738,-0.0026921644894704008,0.051898783735041414,0.0015323081668756852,0.03995881573649774,-0.05159126767150866,-0.08426990757268049,-0.002381927572761169
FGF5,,,,0.01065610951629586,,,,0.06552072083687314,0.04705104475670379
LIN7C,-0.010068166068630981,-0.02588333016236273,-0.020091498716723662,0.10014553857332818,-0.07327773006179915,0.01402194068275164,-0.037339826060050034,-0.02667703976332481,0.007129075164153419
GDF7,-0.029788630143431243,,-0.02730569423776596,,,0.037427537032346636,0.07300218868536562,0.051623716461204804,-0.024863175412910686
PSPN,0.051153147838485256,0.02976770215797414,0.01169232124246915,0.04784960172918573,0.018890277054565478,0.03089272146725713,0.057014594473155156,0.06887890285406749,-0.03227685368905012
ANGPT1,0.01775101276055728,0.08660695738405275,0.01037871377046008,0.0846263774757713,0.0075643359946051,0.06229650348514635,0.06206901988736967,0.06820745004778805,-0.0029244471358082827
PNOC,-0.01146927944205382,-0.0007620731121565043,-0.008489344347662721,0.026544329516582015,,,-0.01999937700893427,0.10609855001009699,0.021294203742387108
L1CAM,0.0015837649853568045,0.013657022525613481,0.006762039746666757,0.018971870773523778,0.07120474117350023,0.059130386487861245,-0.05099179479560215,-0.03799327633818184,-0.006706367705539746
APOA1,-0.055288584491792296,0.027333920837295078,0.007027781505400108,-0.004942457027158815,-0.028322873327629013,0.05516369915867418,-0.046833229519325344,0.03941190104485614,-0.001812493410148523
PSEN1,0.008540115415437855,0.012211286802336581,0.0228525867409916,0.022859772763557204,0.03980053887683423,-0.013020508214635948,0.019734982811405403,0.05551063017536197,0.0252682682890474
CALM2,-0.01944954007452668,-0.04105189823076966,0.020027472069013057,0.13278463674700758,0.06408585851508991,-0.09578839588019572,-0.06395023328193195,-0.1573576445200659,-0.10410298613574247
CLEC2B,0.02347432340618612,0.03708399102080554,-0.03922552208391596,-0.02015784572526242,-0.04573456033718329,-0.003082346302159733,0.12256795685912793,0.15347967059405526,0.010830264949618907
NTNG1,-0.04976507891734993,,0.003920898589373545,0.07387829093212527,0.005205692795530855,0.009196766679420583,0.038174705365716544,0.008623834787409778,0.06203462397720638
LRIG1,-0.07050471226726443,0.025105577453591644,0.034159995056231456,-0.07538225932974657,0.004591187407812783,0.0725320895283466,-0.06782339443054138,-0.11787976682319669,0.010696321124651539
CPAMD8,0.015407386415029218,,0.037432612102961685,,0.05685549936885859,-0.03440401770493258,,-0.00946187280789709,-0.017629854853749894
GHRL,0.04248991950967492,,-0.05457142260409469,,-0.016807813258411092,0.1394792875223703,-0.01824754437089765,0.12150092150140111,-0.015540900492996728
NPY,-0.04147457445895373,0.015586067124674094,0.046457588100761865,,,0.041865550353130436,-0.04054428020909205,0.14979460348202475,-0.03334118490909693
MMP2,0.10547590161975157,5.3488095642590236e-05,0.01950927938691401,-0.13856586096166332,-0.01950435008035492,0.09838899021699546,0.05311484354180769,0.18300724548503491,0.016954740206655106
PPY,-0.02129950824308322,,,0.005016030903337793,,,-0.017025283082870633,-0.010048226736471497,-0.03155960104112625
ALKAL2,-0.008703314508395569,,0.01417413622372323,-0.015575951237434143,,-0.06250980890587819,0.024610045596142105,0.03159986019142865,0.0027676422001311957
CSF1,0.05958506922328,-0.10005452994154117,0.014625684624157786,0.1580135569447803,0.010917787168968256,0.04892921848879932,0.0682331667923236,-0.04756713598115412,0.09403084501080586
SEMA4C,0.08929867412826403,-0.0019914979256762965,0.03471455753774668,0.043554168528558125,0.03381475477689503,0.0411399492783726,-0.016194001383720406,0.16761414511861397,-0.01801601968715402
BMP8A,,,,,,,,0.08851725068355738,
ICAM2,0.11436517160977233,-0.055244018587295,0.06677600730267065,0.06454733169846452,-0.025541744395606664,0.0003310321935602373,0.0756926907228601,0.20316221113270547,0.017152251471734933
SYTL3,-0.014564747611726549,0.0005396096063038008,-0.03043374100942642,0.08107513193730212,-0.07444403766873549,0.06093476133148427,-0.04310553091820134,0.08876728276610397,0.10192104598960228
IL1A,0.012045665328255562,0.005463632011746999,0.0554083069670089,,0.0031005921944728602,0.031675275219209854,-0.026907576506923707,-0.011924708975267123,-0.02793525699967104
HLA-G,-0.01943713887967389,,,,0.08880801847301034,,-0.03059510585135264,,
PGF,0.07615024616765263,0.10751608252471292,0.03814832140500502,0.0727674895595502,0.047777901756875595,0.12859949282399807,0.1258550254407931,0.1952446196312568,0.020063124213299775
LGALS8,0.028015732704394045,0.030430427298773273,-0.0008579722604080841,0.04556422616166831,-0.06531681886466977,0.04967076755204322,0.023565431963088114,0.057473926157510194,-0.026587567287868936
DKK3,0.017034751968491222,0.022093089797832303,0.007914421552086198,0.07057601182163525,-0.038759753593619654,0.11908713955191191,0.0400012885429858,0.1066377511533096,-0.0750406567461045
COL16A1,0.06486453429966821,-0.02584992454057559,0.07929542576224813,0.06748861832765965,-0.03586094746226726,0.10694441547038604,0.11935678566931708,0.1272388986925963,0.029377539035246304
TPH1,0.009325367013798137,-0.037957383434315574,,,-0.06721486553794423,,-0.04777716585852766,0.06221328050898104,0.0042171164228952725
TNC,-0.01506559131566352,0.018002576266987053,0.008188320040320725,-0.10531985133751247,0.06265113555485897,0.004679978383994657,-0.050109231322693445,-0.02817327860297853,0.05840760437905539
TNFSF9,0.03003475834074527,0.018023512019097684,0.008355393007959726,0.0660053456956416,0.040818894688057175,-0.023809657131272286,-0.026070769389219966,-0.017469029582176825,0.08602823770237174
C4A,,,,0.019179918792868463,,,-0.017047327789654204,0.00744819958270079,
CNTN2,-0.02365659145768607,-0.046051897772389876,0.0069218363305071865,-0.010527067290885272,-0.03249579854789696,-0.07700755584362806,-0.06066975627769067,0.024181645453761093,-0.06055056122942077
F7,-0.013923212927398307,,,-0.013934279951132559,,,-0.01686941370038288,,-0.02179149687577912
LUM,0.16378001625032745,-0.02609463508341564,0.04875722161354426,-0.012593416205895713,0.04363991896894683,0.047513128724103675,0.16442252390684226,0.22380204059600486,0.07347748018073356
BTC,0.14791732122625076,,0.013811832265240362,,-0.007007964617444533,,0.14260472685778988,0.019468747341365885,-0.005605874860649164
APOC1,-0.06696963918633819,0.033019466433918246,-0.03895410145624946,0.07617885647605711,-0.053374642502907035,0.03953246578952483,-0.04359625479857643,0.0035086084864068513,0.030234796114863068
PKM,-0.04264514009417008,0.010311240141062546,0.02286120071586773,0.0027725022786355266,0.0405422161771776,0.04818697771873342,-0.0655625007375297,-0.08389074660085277,0.07504785901442801
TNF,0.07667223250616875,,0.03935085027872326,0.1127199787345025,0.034042985033727144,0.0010920305074473395,,0.07278613751922727,-0.016960141322787944
GNAS,-0.05661125623654256,0.0640610181546023,-0.03012799254024121,-0.08842470113396085,-0.061983807406963916,0.006324118274668605,-0.07857916714643232,-0.07074806419445329,-0.04764830646570787
BMP8B,0.03389274011670859,0.03963242067968089,0.07487838427454965,-0.04665277770693215,-0.012926590676283885,0.041730414870816704,-0.03739052527837836,0.16463186976016864,-0.028431513465989447
LIPH,-0.014271792806911696,-0.027238209477316522,,,,,0.061833175248418366,-0.02721736462006087,0.08179048854391918
CCL28,-0.020075051892143772,,0.0012903262224209422,,,,,0.04276361043914964,-0.02565994548013532
PTPN11,-0.04023244053052605,-0.04105047704552221,-0.01265565616308443,0.030522575676507926,0.053528630480328666,-0.03716139748290182,0.015049619561568747,-0.020327431419641624,-0.10897713010771543
ADAM12,0.0894590600911658,0.03027778225484886,-0.0008932195157093483,-0.06161014315737162,0.005178871636801821,0.03255294715347915,0.09566832904117466,0.14448687593505488,0.03942834788452038
EPO,-0.01917664926056651,,,0.08306536455890766,0.000575002910176454,-0.02217433143860845,-0.016139509123297164,0.019280875764245427,
EDN3,0.0886117745155497,-0.0005621920289544948,0.006547814167250084,,,0.05520871742311404,0.046333983002868596,0.09138062228360959,-0.027044153362961565
CCL22,,,,,,,-0.014161716659490526,0.040498816379066736,
CCL2,0.09090702716067503,-0.00026303628326844746,-0.04074954567767582,0.18257281040067125,0.027133290233718153,-0.03833886632561218,0.03233537991301664,-0.05157437249660402,0.04947421747559525
DSCAM,-0.006205165251560143,0.024065530687002765,0.0052761709917990285,0.13137678480741458,0.03288802901439662,0.024075695276029846,-0.029063966617855565,-0.0538213415273836,-0.012973307990571654
GPHA2,-0.01590663827060178,,,,,,,,
ANG,-0.03664324055628806,0.04618285170330653,0.021075311891140702,0.06605332209919487,0.008768069890408955,0.04008448389681552,0.010023734199784641,0.025404389603061517,0.06942536266373352
FBLN2,0.12806544128976638,0.017036019542007116,0.04311991679307956,0.022254876294137985,,0.04171943277903265,0.15540721898482202,0.1504647429489956,0.04276697843530824
VTN,-0.02697866208502136,0.034210863004470016,-0.012182048066722437,,-0.00629241527588488,,-0.020898485965366705,0.06178127042972601,-0.00860340920169888
VEGFA,-0.12321253817398926,0.016903746764304686,-0.0033734885227370156,-0.10201542092316628,0.03069453694582063,0.09232026482026007,-0.09220053941770676,-0.16940965839828379,0.11201458074824319
F10,,,-3.383570801080318e-05,0.08365336268498673,-0.0269493319503341,,0.18912585131422052,-0.01976641386834458,-0.0003151556990226739
SERPINA1,0.007811583317601907,-0.05188394903924591,-0.007254176870551475,0.0946878112502542,-0.047481983130049255,0.06406724750014785,0.04610974939027246,0.060289225508434276,0.058455938944514244
VWF,0.0887122556970688,0.01099780285862366,0.0025407469920592425,0.05855876998685883,0.03111017198599447,0.13739767377011539,0.16424006073200637,0.17202098563935458,-0.0524501976051349
GDNF,0.007885532452726872,0.11401072100276369,,-0.02360825998240324,-0.05986026897751632,-0.03621399199289564,0.010834392575943336,,
VASP,0.06884583634447906,0.056926159913099024,0.024630778588391893,0.11163022509947419,-0.048118631465968946,0.024120936568214662,0.041709961725447255,0.16489097704816558,0.013111071613530409
ADAM15,0.0054459369687091565,0.04745887572897245,-0.002370963575457984,0.06095814670639846,0.099946917407876,0.07972335388407775,0.06722820496728925,0.06217642375359507,0.07734452890222111
WNT2,-0.024965015772414178,0.04707867488886268,-0.027600223226585667,,,,-0.01937908887253813,0.1330381002895876,0.048973253926298005
CALCB,,-0.0484907569170635,,,,,0.08208831181034959,,-0.00719913052951786
OLFM2,-0.03064329649504021,0.0037366296221968366,0.03867919905512984,0.02294183646147847,-0.021387536872181933,0.08963022348634801,-0.10500179998174794,-0.07566872424496088,-0.019233875822471776
MFAP2,0.09028601671104845,,0.06177409889876568,0.0364362338339474,-0.07850243126584698,0.033835374690142035,0.14602764904589888,0.2342776108205324,0.09392779172128189
HLA-C,0.052620555789084617,-0.0042207096842639,0.04452723334150055,0.08392633493315178,0.02411697963477897,0.009805164685985135,0.09282793046899361,0.1308195591396311,0.017389436837380343
THBS1,0.13798699182101937,0.011067812148049895,0.085123049551076,0.11884596710123645,0.06848933784566866,0.04821205383861676,0.13913218272929084,0.11491464587019756,0.12678231982480045
HSPA4,-0.01066306657239098,0.026697735008914543,0.016320332760385376,0.020326598832134776,0.06659174168914997,0.0512730494192089,0.05020922917725335,-0.012719385280751604,-0.026014015574261213
LMAN1,0.0035268791192320198,4.25050518759642e-05,0.023461484569214985,0.006668722752735826,0.0824684878814951,-0.02585375741661952,-0.02963929346662687,0.04689536993262046,0.07019013566883307
LYPD3,0.09070559814318298,-0.037349949392370456,-0.048053124285688566,0.04959345276103189,-0.038743391034550045,0.015257520672646949,0.0764405605605366,0.09039024137792927,-0.02470121640863807
APOE,-0.07611593827723392,-0.015719574645257636,0.019923734408701516,0.08056610849507082,-0.026923599541816685,0.1457716704186135,-0.00784560832148325,0.046640257821364654,0.03372276830728194
SOSTDC1,0.0017308541861641503,,0.0015446748706867445,,,,0.0010514051074721658,-0.04535912481613738,0.03261110033556503
ANXA1,0.09223778093594934,0.010981091181242296,0.05213379363380741,0.09494495389516285,0.04398405655866352,0.0038664980373588308,0.08847033815703424,-0.06616659533223422,-0.014742819969769262
WNT2B,0.02751323274804929,-0.03734995630466793,-0.007193084553475914,0.05167101801836906,0.04397774152333809,0.00029639917140964384,0.06400166216224298,0.08315966356935053,0.022083555033375064
AMH,0.014772452774136677,-0.02587937702718134,-0.00783400085437983,-0.05648091594428397,-0.00989778585799705,0.001682628050745631,0.02154312843677347,-0.04401189299288521,0.06880863597367631
GDF10,-0.01651809787894366,,-0.019144760866226008,,0.09119494410778894,,0.04459997843873566,0.16617230870570868,0.06278485993441753
EFNB3,-0.01552250177321411,-0.02338555977164274,-0.0566520826629924,-0.0069968885766912335,-0.06273062216908273,0.116571207642599,-0.03577306797842771,0.06579918074372182,-0.007676422953805696
LTB,-0.028129590582225392,,-0.01155504200213735,0.04807180981239551,-0.10305585648964576,0.0757696754224869,0.08663652523149014,0.16526652425712318,0.004707266001153119
ANGPT2,0.07855559453575917,-0.033620530955192414,0.028562670542787594,0.05662136019925876,0.03637845286974376,0.08772878633850495,0.15552876750890354,0.12010490197896416,0.004400692241380419
NRTN,,,,,,-0.007925816122244059,-0.014371074810734262,,
ADAM17,-0.0559180723031875,0.007353413868810403,0.012103218377193225,0.07950749701987155,0.05081667702470974,-0.013753849683128457,0.08118606388019484,0.010952859947041036,0.03250134924927634
LRPAP1,-0.05297289573192993,0.0029200514747748925,0.025438648842771337,0.02739890550927295,-0.024216729658232482,0.027220763633371114,0.00026702161208942617,-0.026326470570809193,0.020295114283000137
NID1,0.11185687334000821,-0.017072789800322497,-0.08411739396266647,0.12644456035649282,0.04425889858800278,0.129387492341537,0.1712898672767835,0.22376645026481165,0.03533697782801458
MST1,0.02450215229661942,0.04789617716032226,0.0224457078776419,0.061918371653412685,-0.009348618150868081,0.07881882742570225,-0.027462996568127885,0.03878834920199338,0.01618222584393988
CCL14,,,,0.007819815624469493,,,,,
DCN,0.15267640596093032,0.008040160535491146,0.0028835752348157495,0.0006108925023234661,-0.014993011729005532,0.10058000331211404,0.17248236368737033,0.1991161916559313,0.024874735238443073
IGFL2,,,,,,,,0.11917406459807517,
COL7A1,0.05343266191370553,0.036525569562242004,0.016072702511123003,-0.06363429357413666,0.0650880873577586,-0.06932623847601774,0.07019963936610653,0.1603767726930648,0.10922266682938067
CALR,-0.02499278207402736,-0.014669818791764044,-0.005173202904017428,0.024330254172932057,0.07295138485089307,-0.00885979643987116,0.03208117638498463,0.10555629773566405,0.08439117359350308
PIGA,-0.0012068755143304045,0.023965966418165487,0.014031171630098623,-0.01586887626506831,0.008969477295999345,0.03353861779684806,0.07192070233397653,0.08511366117266644,0.10451184141769018
CD200,0.0452987936070136,0.011284604202461718,-0.010660241083113612,0.08203504981068921,-0.10476081725737042,0.06410798972941995,0.060888567246677336,0.1150500705480724,0.04088943416152121
GRP,0.04185267898591108,,-0.058714436322049306,,,,0.1718332334304192,-0.016446764159641594,0.1495268207869949
CDH1,-0.006756798649507777,,,,0.04911972965413898,0.00011420767577681585,0.022236070109083846,-0.024261268049236073,-0.02128616939058963
LPL,-0.002833275390730437,0.04874587605608822,0.023035596700057403,0.028886526466483993,0.013483966102004176,0.1071481795763085,-0.040440195126412684,-0.10700427626973441,0.06776201243690615
SEMA5A,-0.006415002669996591,-0.04840381054902007,0.01949410941913399,0.0003865135465788142,-0.06020585010675669,0.03872160861588972,-0.04829427365514113,-0.0035040574449740013,0.024561993686732266
SEMA7A,0.0287830860428561,-0.022678631880232406,0.0336817360678743,0.0488726084728108,-0.05818362696496652,-0.051856542341850005,0.010088605413940886,0.13785190998816138,0.01849612269653108
SEMA4G,-0.03581032335427421,-0.011528395956284201,0.019667406963143865,-0.024885462370028,0.11556821331074879,-0.08515062476777467,-0.06617394009277407,0.04163093589834936,0.04549578678330526
SEMA3B,-0.00041809835666775435,-0.04807312868088479,-0.010627391010769408,0.023418382265194784,0.09350552490183672,0.0071341865514909925,0.006406537612400346,-0.0367230884378445,0.0033314073518120693
RPH3A,-0.05418116978704553,-0.011699258259957284,0.0032907743744268955,,,-0.006124690495845006,-0.05425368318132498,-0.06019349413530798,-0.04884817064141767
JAG2,0.08883318260809991,0.0077470009259977095,0.024027422898547656,0.04461027953340478,0.01960172665210276,0.14395591126600035,0.09289291515483482,0.17761385305586158,0.012388278163675088
CGN,0.026729268627741387,0.03338670720503947,0.05496806070807395,,-0.05824377728109177,-0.006278379720436479,-0.05563578958295122,-0.004227420685365213,-0.01757244821844336
GDF15,-0.01849306249326133,0.061071892402692875,,0.09415085557832027,0.012208688715355801,0.027209136445784373,0.08165444936305234,0.09739535757449128,0.07287448698495605
SEMA4F,-0.05966937298725333,-0.05218444209448193,0.04702323903086636,0.046974189136972884,-0.020088446252741917,0.06770339327984598,-0.02151349727776454,0.016832408986161906,0.06523644271779004
NXPH1,-0.017378079404656924,-0.012303521816697959,-0.019751846358162118,,0.012443144528883773,0.06970391277527935,-0.04816060994541593,0.010603393797538043,0.044300468454198945
ARF1,0.04795005144762468,0.02884072461882288,0.051370417251751836,0.086411696972043,0.020895958693207182,-0.04179805604943542,0.06061765083956805,0.0947725929945887,0.013898503935801228
DSC3,0.10309911871531703,,,-0.019366996958289917,,,,-0.006922539413945659,
EBI3,-0.0046817316176569245,0.023015857030855423,-0.038403945683333836,-0.029000726900136036,-0.04966660364610591,0.11570339877475744,0.010890499490590164,0.03419731719328749,-0.0435127563074187
TIMP1,0.14859485850075696,0.030398939758151052,0.01797966649727825,-0.002019598860447549,-0.007114019465004252,0.0600000032230493,0.13249047198242284,0.2137230812010842,0.04948615526890616
SEMA3C,0.02426074501675791,0.005621619974535536,-0.035789121063874406,0.08547519030745747,-0.07665910448695379,0.016190872110209663,-0.05626108917010356,0.14795716241294785,0.09015239985555057
GNRH2,,,,,,,,0.0021088994880172924,
GAS6,0.019439117014267756,-0.03166629286714511,0.0458594024217256,-0.01939653450405413,-0.06416815184475012,4.6174061824679804e-05,0.04601873845993151,0.04249712437476894,-0.02993663697753775
MEPE,-0.009223821586805663,0.0036279397381963037,0.0719771706947119,,,,-0.024324634437383037,0.12416079369603653,0.033798967036752586
SERPINE1,0.06668471640741082,0.065957447187319,-0.03908964192637115,-0.04817402019651465,-0.054171896322184124,0.021598265170904716,0.10165361517602314,0.016072018962115638,0.08775090704786799
RSPO2,-0.032489337316957884,0.011442403871590925,0.032428223364780566,,,,0.0020182389608245453,0.0182618588158911,0.009611266887330792
SHBG,-0.01559254712900279,,0.06048587235776527,,0.07247450703204329,-0.04610003910222904,0.1076500382087755,0.07141315833011395,0.0013081207874547254
LGALS3BP,0.06728555376023491,-0.06218386663715424,0.003582025412400901,0.02239920191533976,0.01783100643431931,0.0007249597375994639,0.07113734617511312,0.009515897250757263,0.08364295371031573
LAMB1,0.12298926500405018,-0.050038144313861416,0.005642182056472282,0.09728129949263968,-0.019254105602252974,0.030319040165311374,0.11712422263673908,0.2026398981748305,0.004849652533658098
SPTBN2,-0.02794162290486918,-0.015401610666432364,0.04419833007823649,0.01401538645744299,0.01578559327826963,0.03618503071638091,-0.04495416913231477,0.0027234252630602327,-0.04176013825839107
COL1A2,0.14444214194085553,0.04050499669199178,-0.028185172302723917,-0.13935650856812953,-0.010639147708740443,0.03553987989694204,0.17507295991949154,0.22429989789496907,0.08346190716877873
DEFB1,,,,,,,,0.02115551013085296,-0.02105610942828634
WNT11,-0.017254118656058512,,0.010212174557141074,-0.036524505587302664,,,0.04580947519094064,0.11765633358921808,0.08521270356406488
LGALS1,0.10965974739230441,-0.00468213596777665,0.031145298034809612,-0.13029070074041757,0.027799262050184907,0.0004873657213215981,0.071022888342449,0.10179702367217593,0.016756123159536992
BCAN,-0.036834186026925404,0.025774648435449483,-0.0355501358388874,-0.026605818112884518,-0.04653487069663229,0.13629153355294993,-0.09618523491235093,-0.09922970019827682,-0.03844248848580429
ANOS1,-0.03257680702398833,0.030824133832403167,0.0096638810078768,0.0696472817938417,-0.0010815349974053993,0.053336454668860056,-0.006506351539168844,0.00902275351610634,-0.003787282154303489
EDA,0.04077922519012007,0.028293290302824563,0.010850282726662249,-0.028076575048349064,-0.03960633439190383,-0.029790376188519128,-0.03236174363421446,0.009324903929553064,-0.03350986659686728
FGF22,-0.017962296607864116,,0.012025883771235119,,,0.05412391176924216,0.007787159201398037,0.028932345443953796,-0.02628266151923329
SHANK1,0.022529070866810445,,0.05161349603236639,,,0.062228872327436915,0.06381261741941816,-0.005767387129525555,0.11063486164910127
RAET1G,,,,,,,,0.0032567078750211707,-0.017409256456084987
TGFB1,0.1036395174375784,-0.022306014889072464,0.008609082928159779,0.028286520101510577,0.01207878608872158,0.07450887866614356,0.12551008443579106,0.1838599459911638,0.06313136033853406
MSTN,-0.008938809942720047,,0.030975949240272662,,-0.0060513589294362005,0.0916031348462261,-0.024452892977837808,-0.0439019222568708,-0.0025494034856580784
WNT4,-0.011625786616422216,-0.05019480350613182,0.05077479539055939,,,0.05011174989528214,0.0927718041925688,0.12084803663366524,-0.02515165352657156
TNFSF4,-0.013792702801846683,0.020259644818979256,-0.027224138316716794,-0.008386753219094508,0.10071871808553311,0.07387040335704893,0.028919456811365145,0.09207419722609082,0.053352120675863986
NTN1,0.01204148366019369,-0.04745522017911781,0.04394414097537643,-0.02184488207612283,-0.045782391177147636,0.09767815853793223,-0.10322485166688634,0.022326564799638102,0.10661851916433136
CXCL12,0.09329114166315765,-0.02269104655335178,0.018883589613362204,0.021601773022569548,0.0847869934074516,0.021774139740706223,0.07029747018141681,0.2137185853702817,-0.015156910446652797
GNRH1,-0.01269912064800602,0.06645957250817904,-0.03330373254655443,0.00836027848708666,0.0006227353437762729,-0.03419569593509273,-0.022736913508130632,0.10034559329734608,0.017374445128529717
FGF8,,,,,,,-0.02907723574105766,,
RIMS1,-0.033335992534472746,-0.0226666448761889,0.01810109240307754,,0.016873444598477394,0.05139239816718309,-0.016526398820544918,-0.004629944903098193,-0.001150260689433502
FGF14,0.015188920472276466,-0.04310606913337716,-0.0012902908916077032,,-0.012325139968522043,0.04704729527135944,-0.006112907289388713,-0.007115446602021019,0.0033598663112503176
IGF1,-0.034275379531534075,0.0015101747691303082,0.01215240262021172,0.0743260300505806,-0.07326958367554093,-0.0010080283760017478,0.07979741893662692,0.0811359495453106,0.02454093522935487
TNFSF10,0.05248423279881059,-0.0449485518939908,0.03402972455110058,-0.023111371828813468,0.051552318860586956,0.02056436248910916,0.08322734531295814,0.1272680402670879,0.013378046895444896
GDF5,-0.017822726136353495,,0.028628690505477467,-0.01014625908760524,,0.05491321623120893,-0.032438879078802385,0.028279614732449235,0.0747625373538528
CHAD,,0.11479667580813556,-0.02781835286683193,,,,-0.022462776834389027,,
RGMA,-0.05987558299679872,-0.010140601946202222,0.020914003218931658,0.044918393083179575,0.08641207684896975,0.11309790824450543,-0.02816580663191807,-0.11098480588208341,0.09308355442738517
CLEC3A,,,0.03270349479787272,,,,,,
WNT16,-0.027629158060630783,-0.027642848606860924,0.08056104270740731,-0.03577705581981563,,,-0.01437107291389909,0.04995049829166805,0.010922772673180226
CX3CL1,0.053862377594915065,0.04018738724856173,0.03765733943299277,-0.014068358277919607,0.04153450014203164,0.16482442084755172,0.002851779894668278,0.13034669058986337,-0.01798317386220912
FGF1,0.04819255224483345,-0.028941993330754756,-0.0012606724086863925,0.06402406333608007,0.01034877974787604,-0.12710159492694084,-0.02324325708538824,0.00668697234484405,-0.07921069274732084
ALOX5AP,0.017408621547939436,-0.031105417775999497,0.03738548426766086,0.13588469748406823,-0.07784147921262434,-0.08307180374482967,0.03203380860851376,-0.11541673402979706,0.09119407755870163
IL1RN,-0.02988265800613306,0.02274308948050078,,-0.035460118320848104,-0.07393813877641586,0.032346707438240974,-0.04004199083553373,-0.007105773709016552,0.050035240287280604
PCSK9,,,,0.0032434975341105723,,,0.11904340222050216,,
NPW,,-0.009669025086979371,,0.05613452542822754,-0.040741820370747944,0.07467214869457023,-0.04364157815918392,-0.04954470501412412,0.033600761269775854
CXCL9,0.01898773014844949,,-0.02328606607349864,0.02997917594824979,0.04028798231363182,-0.06603331774459972,,0.13847271591232363,-0.006433712135111619
ANGPTL4,0.07232479191428567,0.0919522391202174,0.05178857335543789,-0.036189975931918694,0.011521844864289124,-0.024889628736208605,0.054638506864940095,0.07608175574828575,0.09978396028522037
CCL11,,,,0.12184353474822698,,,,,
UCN2,,0.02195330846248681,,0.05446912558444185,,,-0.015762720109952798,,
OBP2A,,,,0.02029669040216732,,,,0.24800901763001865,
COL4A3,-0.023360420923391717,-0.04667560938194785,0.11063228829843295,,,,0.011252602913467802,0.05280512588178796,-0.020868687066402707
NRG3,-0.01582254863129635,-0.029209131881884374,0.01360328612807142,,-0.07797014687178809,-0.059641743126065266,-0.05497169830850925,0.06170191886362367,-0.00021216273527213095
IL23A,-0.000881692732107677,-0.01681974368695289,,,0.0459164097069855,,,0.007336101545502982,-0.023371121994174876
COLQ,0.020901677792384523,-0.005212139119416752,0.013536551828450868,0.06319054170520837,-0.021095864615296774,0.05430151631564982,0.00021401801542673724,0.050817318922166343,0.05477240765713794
SCGB1A1,,,,,,,-0.016139509026151022,,
TNFSF12,0.0445021360450752,-0.06934884079710096,0.036970449195713094,0.018250387319716677,-0.04633071344420073,0.09519385762755658,0.08543748156054988,0.10420572110320216,-0.06385578215128888
DKK2,0.0505651060177746,,-0.022725445823542693,0.006635868337571516,,0.04261259633194086,0.14207561620699535,0.11654858340853853,-0.029511719344523724
FYN,-0.016557259875153923,-0.00558646319607368,-0.04045658564681055,-0.015501892946066962,0.046970856663718884,0.06455259462209563,-0.06948029114488276,0.009708907072395394,0.010739558913351405
ACE,0.123930749410987,0.056439527012548604,0.062358763233812994,0.03190882897781269,0.00850128891037268,0.08112433291052883,0.14932703280181575,0.13660478708453666,-0.018781913921151954
IL18,0.0010478109727061777,0.010459443400225284,0.004368775319078514,0.06608494721525814,-0.07075169295987256,0.04525434085726177,0.007712249933364763,0.12987418211067933,-0.05909168446848439
PPBP,,,,-0.028503152947969578,,,,,-0.019511822490185734
CCL27,-0.01263167887656353,0.05122145221986123,-0.015975053408307335,,-0.014068078904858448,0.02030348106673209,0.004530751463455151,-0.003263619089694687,0.05865033649698294
SERPING1,0.09151846298063468,-0.03878432457235757,-0.008240218411203327,0.11099482302620246,-0.03262923386837352,0.0014304440704190568,0.1295553153178905,0.06705177584400222,0.07218272824776985
AZGP1,-0.037794966324636296,0.025706292556217144,-0.0004553369613595758,,,0.03395898306840955,0.03376165361881039,0.02965480366109735,0.10412372520545517
INHA,-0.024227458000338743,-0.019068053595436864,0.06277044893575653,0.02432082955122711,-0.06450700149323127,0.05771366366642535,-0.042015929290274735,0.004532071739566216,0.01757503595264805
SEMA3G,0.08748405596110183,,0.0385125859575876,0.003714042155179009,0.06285273040495346,-0.03729027129851239,0.13873762426949415,0.18131188365334852,0.034796298431689514
OXT,,,,,,,-0.013515157850541826,,
COL6A1,0.08720388790086592,-0.000898705901827182,0.07465281988939432,-0.1388168431731462,0.0924137937899243,0.004660855059719332,0.12470602974072524,0.18860363012961526,0.06318274840736426
FGF17,0.06853654971591365,0.0681021137476263,-0.00630883969861707,-0.02032966741506669,,,-0.01696134993736225,-0.022439642220052274,-0.012866687234543992
TNFSF8,,,,,,,0.037680380049652795,0.08792838054601786,0.23402964407623209
FGF20,0.04480040840147287,,-0.03310117887026839,,0.06231871597216159,-0.04336228451259397,-0.01601414512793459,9.16132695282383e-05,-0.01626498161351078
ICAM3,0.03230829375172701,0.1269828653613841,0.007121241635854799,0.03163840895043004,0.003210424993024056,-0.01239923780496899,0.030749568202503758,0.15435073033577687,-0.03920427294682774
