,MGH258,UKF243,UKF248,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,0.024460589357734167,,,,,,,,,,,-0.04100897394158597,,0.03709904777495809,,
BMP1,0.012365033214320262,0.0637572146081286,0.10055698423493316,0.04411060791762801,0.017206228049633097,0.06884557072654729,0.025087962183868044,0.029402728109334978,0.005488862929663173,-0.0030152949407831232,0.07456825527466253,0.04659661425344674,0.025942997824120784,-0.03293190677745974,0.034476783299605226,-0.008700207132582896,0.02334542764841409,0.14765574455595407,0.05523541623560866,0.1911919673155256,0.05622725600956388,-0.09243074442581418
NDP,-0.0652458668767989,0.09987634094856393,0.029386177405458964,0.03113688732664906,0.02277975071880558,0.01793484351322949,-0.024650046210543737,-0.0018383278978940465,0.003435738421859957,-0.011679540610784484,0.02080688220860724,0.05147660932530466,0.11668644496389968,0.029549131025758207,0.02741257784339327,0.02792854387717576,0.08059496259652961,0.08224247884272043,-0.034997865478576744,0.1070449381334203,0.08421333977430391,-0.0124501730192223
TNFSF18,0.020410508170688353,0.053435014552238494,0.01068469219082644,,,0.04923681127940165,0.018732374875052197,0.10030513301124874,,,,0.027988130363180742,,0.08622366632274917,,,,-0.030319511562166605,,0.050964534071743735,0.02739163306130618,
IL36G,,,,,,,,,,,0.007024397001271597,,,,,,,,,,,
RTN4,0.04383223584493914,-0.06255346725707012,0.04281936265397796,0.02800552609451364,0.057052685793357864,-0.01793292621381673,-0.10117034032049413,-0.05312389033774972,-0.05045704712943528,-0.06268190262432734,-0.0828924507654414,0.060682945571625915,0.08681685067064664,0.01457502102662559,-0.07577710492872011,-0.07562795034396283,-0.0928359058745963,-0.14193334737116325,0.07033603406317597,-0.0012117252275533055,-0.06078007027196708,0.009656557289855408
HEBP1,-0.0027426394440868297,0.06883468706014755,0.03895929933462299,0.04573811506541629,0.001268705687198165,0.01996680830075532,0.052589964990461605,0.046414045504469766,-0.025740371834718632,-0.046573697317766644,-0.009039810400227787,-0.03062788778471204,0.08924836461507676,0.03129482894916814,0.018361943402886122,0.08561081710641605,0.06244616146010137,0.010306049861766921,-0.10925986624539942,0.13515687527585932,0.023728628096158777,0.045923423316416245
WNT7B,-0.02491775665205256,-0.04755764033564927,-0.013326088035157708,-0.02403725325439164,0.039029907402503144,0.010899362500005201,-0.04791476152517815,-0.0006102960743183833,-0.013194808220927803,-0.0322685669859805,-0.031557866841710074,0.05812389548653707,-0.01687502685712146,,0.0047660604043159825,0.06851349247452557,0.06318072391858613,-0.012229978375353445,-0.0063346276507565405,0.027958607338915777,-0.03577144466701537,-0.019986769921318207
PTMA,-0.0354498959891637,-0.15958833237789732,0.04374297599729436,0.06648330360212587,0.03694127428529316,0.03244173081148485,0.006645028048192254,-0.08856626911354609,-0.022737502879751122,0.03421787668717759,0.07151594377226071,0.014122736016966078,0.008789959759321675,-0.08719325031389102,-0.12650474994590655,-0.10905715657945067,0.006405462981399909,-0.20430028328163868,0.013872782234074529,-0.04527251278398199,-0.03389584744259353,0.05702031806679897
FASLG,-0.024917763696238535,,,,,,,,,,,,,,,,,,,0.05679131960872544,,
CEACAM1,0.023757245400462614,,0.07282272074516516,,0.010592903587363525,,0.10574162281314343,0.02228847927543812,,,,,-0.10705977315834174,-0.029663258868450802,0.027721276877424074,0.011201359313475979,-9.903346959773923e-06,0.08001038769114056,-0.018849847605865253,-0.013130086677769316,,
PDAP1,0.04757817050492601,0.062295657010592725,-0.011851721003638087,0.009592594421180356,0.006273975441159075,-0.031129687235818045,0.08038544583489052,0.006509139285746855,-0.007076963150831568,0.02649194000458472,0.04680397742276,0.021479788367743162,0.020891548732355682,-0.025593217967097844,0.024283987402554313,-0.023983036234323355,-0.0011735799593600696,0.0018765771569768026,0.03006155556483697,-0.0010842240763715575,0.019975606539900194,0.1361470134828248
QDPR,0.039255473921066555,0.05867214214620456,0.0257051622799848,0.06884984419334238,0.07012118346432417,0.0015190495337285672,-0.05643731005049568,0.01723796408045815,-0.02962226235278348,0.022971535480419372,-0.06815721108984713,-0.061287097586040805,0.037311276521251546,-0.09529466395819985,-0.02763413136489697,0.05405873940913509,0.06596268927850407,-0.1362279646520353,0.0003643302495608053,0.1314810164892658,-0.03860738196562586,-0.005115699687529553
