,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
ADA,0.049267843932942236,0.004033100925273027,0.017964053472357473,-0.0010487191817221571,0.013154222069125997,0.09725692424906145,0.02145548843519917,0.011696996719324853,0.06341501239982052,0.08215747398120207,0.023729106230187084
LAMC3,0.026224526292231605,0.06954125614017749,-0.02499866860223816,-0.017433738157614658,-0.025516550111248017,0.10310933956094555,0.003792156389988261,-0.02498152848763089,-0.009148198044473473,0.01902151641395933,-0.0329225191057027
CCL7,,-0.012544742632953531,,-0.014626979708423528,,,,,-0.0231788899761669,,
NGF,,-0.021538700140325016,,0.018932191417723832,-0.01813003676683888,,,0.004952266587516741,-0.010529610105915872,-0.015054785739367351,-0.04224455998109406
TNFSF15,,,,0.03698170047637224,-0.02201383933833699,,,0.1048141614691837,-0.02259681496189955,,-0.015280422662845954
HMGB1,0.04946352171498795,0.033243275507819414,-0.01932342994650504,0.04819746029442605,0.012977465259590225,0.11165492554271964,-0.019335431232183398,-0.03832212370179578,-0.09391713870580551,-0.012426540036160677,0.04361797817860768
ITGB3BP,0.01797648942184887,-0.04378768044271797,0.038698007292953356,-0.04806957332490778,0.11184792590731171,0.07072760636780684,0.04739621967792395,-0.04063724316516364,-0.005970550835235035,0.046288726832058,-0.0004761888369108028
AANAT,,-0.01820051301107473,,-0.014820285909913323,,-0.020276784685200652,-0.0035262611678116124,,-0.02033442677890185,-0.020535698417893575,
RELN,0.0026764741719644838,-0.03929266879068625,-0.03768730109394782,0.09657855736055695,-0.003752342194354906,-0.03274121031276133,0.008777355910574032,-0.0539402205182096,,,0.08265601722154649
IL15,0.11279710513168652,0.031820568364761964,-0.02476637577752912,-0.0514407714358894,-0.01566415539685322,0.09623658389128678,-0.018536724180530574,-0.05222633684465665,0.01198221615770823,0.060567516922152044,0.07897834798242119
UTS2,,,,,,0.009298790793652562,,,0.007642398018746115,,
BSG,0.061784435219191546,0.041176346319027245,-0.0006331224466321803,0.035074109598765064,0.02690447817058176,-0.00796259310609908,0.014760859308862919,-0.06689713960892345,0.028941915130628573,-0.0006306372852488398,0.0016275866636345602
ADAMTS3,0.09735114713955839,-0.010511417866294821,0.0601072382919798,-0.0027752850330712057,0.049343257318874394,0.137026476164653,-0.03080205300225469,,0.0556540089287386,-0.0507791689534685,-0.010318321561270882
CD34,-0.025711715858734007,0.02220936006395787,0.08425329704300125,0.024030986444639017,0.010710203777658592,0.120376484465144,-0.027142151927013896,0.0013697447668254569,-0.02408235926477724,0.05669979448641201,-0.01493366162313081
CCL23,,,,,,0.02764385083446884,,,,,
PLAT,0.07218566658943174,0.031467339948319996,-0.003579710983993804,0.04455907814678797,0.0522298553148401,0.10147023932030941,0.01091154737358585,-0.006765084809842595,0.031755649368876045,0.01823092135794939,0.10049792455572168
NTF3,,,,,,,,,0.030446401098422404,0.04699554133302213,-0.01203728287046315
LTA,,,0.23226557846762627,-0.018747013480918683,,,0.10570433298634774,,,,
CKLF,-0.05759609638417921,0.018689684291361607,0.05237792486615986,0.04151526627055654,0.05365743534915197,0.17486825864596856,0.029175963877111345,0.1614025649834144,0.0689543933127799,0.024925605873467364,0.010049765514504656
CD24,0.09549292802360798,0.027528023822866073,0.04384862103010852,-0.004778728794298622,0.10431333674018778,-0.03225337544629465,0.037480874844885374,-0.07084581110353641,0.03432311290379643,0.046337281430285246,0.046047258077131385
HSP90AA1,-0.025140077481077796,0.007949660345282604,0.004809805660431222,0.06379978320006367,-0.014579389459602878,-0.11594458765630829,-0.024118532023565793,-0.09600029535868768,-0.06564134027065598,-0.01512293367255112,0.0017513508068416651
BMP4,0.009919215789882542,0.06871314796288581,-0.015154918640412747,-0.043739032936966994,0.006733295664407453,-0.01565726486561808,-0.015795205506486436,-0.030082000515253594,0.0006361339869099966,0.04880490556451583,-0.0016078796449606693
SCGB3A1,,0.04048915566631115,,,-0.019995571405247787,,-0.012934682591912333,-0.04905852780985974,-0.03527925042862692,-0.015552931234881258,0.07504606869807139
IGFBP4,0.03963439495222578,0.053247213100799475,0.013981731444164354,-0.06344521252039373,0.003946650011870446,0.1590966302315372,0.020628046160617728,-0.07425240151099316,-0.03798510282598594,-0.02010160232800518,-0.056989565766431036
RSPO4,,,0.031889617030142516,0.014573255402456247,,,0.0009490794513956553,0.1799935361320984,,,-0.004132177867460866
LEFTY2,0.04887959468495454,0.05308843468403065,0.030899726634528973,-0.04188857120324613,0.032942305720655686,0.1567399138700502,0.007408218344589363,,-0.01967625278775606,0.07434609828498943,-0.003977639580819225
PF4,,-0.013013155454645703,0.03667827959288903,0.03190963518578715,,,,,,-0.013986758993495406,
ANGPTL2,-0.031404953324211685,-0.041808949827727274,-0.03894793295466208,0.025298964833400172,0.06809921108829947,0.10951363400606787,0.0819570698156795,0.09839470059363203,0.029129366386756363,0.02229380623849612,0.07536599832228476
LRIG2,0.005919332037846825,0.002513080805749636,0.02022678387694063,0.021292817030258374,0.08206357354605824,0.05150492878862585,-0.0013331908611802215,-0.0030875499402698526,0.07890876506450697,-0.014735541705648855,0.05570007626497183
ICOSLG,-0.02823912501487139,-0.02737633152799837,-0.04876788812617606,0.02809448367708094,0.06389760300270714,0.06130023014876812,0.0477947176004015,-0.032909730525408194,0.0647032343743662,0.0010495467956528812,0.04336173169456346
WIF1,,-0.02341506103228574,,,-0.03960811464975396,-0.08006696040213357,-0.007599984187549534,,,,-0.019866011612618067
NPPC,0.01259755392342156,0.05416256355158777,,0.06917413477543241,0.030003431199414413,-0.026248161776091683,0.08218040392105863,0.012655939044043872,0.005283037196540768,-0.011266223694024385,0.08652880001743614
LYZ,-0.03986080974719133,0.005072706533354883,-0.0395934333436226,-0.05020645022139507,0.01644998789422448,0.08481806088430177,-0.033802907536273415,-0.01384180186249925,0.001087592694678223,0.07355478042759271,-0.02767840178969123
EREG,,,,,,,,,0.02205690648710763,0.04948725051370895,-0.026617400961462954
SPTAN1,0.07985878424408495,0.001108855238020463,-0.0113739949126372,0.06760053080306182,-0.020488075608129746,-0.03900608235374978,-0.017548286433977708,0.010107909127331855,0.02622229559054639,-0.012217250544504982,0.04102426751857625
PTH2,,,,,,,,,,,-0.03398632026463856
LIPC,-0.03200874674785384,-0.01593152271662311,-0.019572362382831172,0.016296000841976202,-0.02429108852151882,-0.038079613423855546,0.018367228822846717,0.02026583684161541,,,
COL8A1,0.0004830773860269697,0.029250964172659266,0.03525508420248814,0.006995661196061508,0.06399175429236531,0.035530037322557946,0.05889174952961848,0.05226656945395731,0.06828543116758695,0.07302411997848952,-0.009518253715374557
GSTM2,0.09483274448854177,-0.03391281878818037,0.05080975581754252,-0.010277994162230164,-0.013246152607467579,0.07177646081355471,0.030452663201188973,-0.08041012599299271,-0.023880279383009576,-0.03382842023418384,0.08415796637205572
SPX,0.04882891477569186,-0.025766720992091454,-0.05859573996156335,0.017672066051495808,-0.015159189843587585,-0.027489624947243375,-0.050474721320807485,,0.012846771355626835,0.029472429121322644,-0.010234754121108539
MFGE8,-0.0026696772661964586,0.060211277911398735,0.003554014286884024,-0.02983910858893945,-0.0065169966577306665,0.02995045357138401,0.015978272769284763,-0.031885574754029915,0.01291975833621575,-0.022056636109469282,0.001685297160475511
TGFA,0.0014902786059307822,-0.001339092533562602,0.07846913926455787,0.05339629793298306,0.031365501613878834,0.008441689762186065,0.03762778861569174,0.18644103082774452,0.057521466387856074,-0.06545220053443272,0.04648327096627315
SLIT2,-0.025729640524828918,-0.032595328608153576,-0.02450646480299112,-0.04343438674165431,0.02095668545109594,-0.049971403953785326,-0.04169622142291891,0.13913870068449405,0.02687759540831686,-0.012594596006538512,0.04165892287966128
PLTP,0.06310401991225638,-0.0023998409667781895,-0.006713652720539491,-0.03471415370998923,0.04138222572441396,0.12782853361865698,0.06072848633464953,-0.03734077476596616,-0.054407557747950974,-0.01991828213107414,-0.11152040992934273
APOD,-0.08802051583846136,0.047190568990020755,-0.008562907160620983,0.026720400949221748,-0.054624453213022756,0.004385963176974018,-0.05063933634929094,-0.03242647313904045,0.07830321235918149,-0.039902528134785585,0.03412260652510642
B2M,-0.02193169931035802,0.09040684662119794,-0.014614517685123042,0.0025449749038453737,-0.0062072047129620575,0.16892185571411217,0.024427237522057266,0.030490533561968985,0.024510388204202628,0.06039368120961746,-0.05182320191908722
OMG,-0.03582802753786443,-0.013396557677134087,0.04778150204697807,0.07893799356991557,0.010305490058808925,-0.07426262656397872,-0.028628389034487316,-0.05881349501526194,0.03912619895795678,0.0007325564596136766,0.03573986807946935
CXCL3,-0.02013337372696552,0.012784979778726797,-0.026735870767534954,-0.014966083397061097,,0.08045708385683942,0.08799606632678696,,0.018275915810455054,-6.430630738824415e-05,-0.002187212039077898
CXCL10,-0.0374385372529052,0.03664569028378798,0.003328744099162794,-0.01806061380808225,-0.021411125866949366,0.12073691095155069,0.14035402746799874,0.03768196264282996,0.05113427190643984,0.04512889419631873,0.02454138259856427
RSPO3,,-0.017040437227167086,,0.004863122175399654,0.006599999113292381,-0.033295555616954055,-0.01395028350543513,,0.06330637564527077,-0.036136655186539704,-0.03670739677897842
CORT,0.013011876826513809,-0.01893860428040807,-0.02322508873681045,0.038778078431074066,0.045858178245370994,-0.05762541866872158,0.002189879736985734,,-0.02643006857065538,-0.01463643239422645,0.04112317692904286
NCAN,-0.03913776968422134,0.0357511299053808,0.021557966023510563,0.015663529312461868,0.011125453891420497,0.07302941686748134,0.03412282526035331,0.02209115123452757,0.03593524362690575,-0.013636491522308903,0.003101000536970855
PRG4,,-0.018865794757603443,,-0.01462698198782119,,0.05160360532961678,-0.0163101874847858,,0.13281660904189102,0.09224508050513457,-0.01983086307697221
ZG16B,,-0.01739577004732238,-0.015648718086006673,-0.01697640147297629,,-0.007062375250168046,,,,,
TGM2,-0.013964379504329874,0.01538443723524427,-0.0014765809022305749,-0.05037707188902749,0.007199176275553351,0.09396387997293276,-0.029174341980542362,-0.05158273763367417,0.03861621494868133,-0.01270894103589792,-0.026462446672937047
VEGFC,0.05082065272370155,-0.023953879651811553,-0.020093556647127715,-0.014764047350686368,-0.02043379349430819,0.10980390296964396,-0.016645196450067904,0.011796991146420372,0.0455370609412013,0.012634681894486344,0.005141455952015928
WNT6,,0.012773054692308263,0.051680865539477296,0.008236012017659677,-0.016066596968417012,0.08571300545441131,0.07958350239347516,,-0.008271976925298213,0.03157687732190529,-0.028362229482327975
NRG4,,-0.011554148379945825,,-0.017801706203240363,0.017438352955732987,0.007095915033805834,-0.01941856314148804,-0.0358010802144635,,,0.039223282429872906
PMCH,,-0.013316777805092599,,-8.675815077774084e-05,,,,,-0.005005362734749192,0.019454789759491924,-0.0162481340375146
COL9A1,0.019335992441703576,0.02607580383424852,-0.018176150432574926,-0.018592582858823453,0.10616114166889083,-0.008252677312677946,0.009444452974524677,-0.03206264303233731,0.0015275898104469426,0.035085175175098404,-0.01745718627942634
GDF11,0.03329072276100505,-0.006662002427861669,0.012719565370999197,0.025014348510410386,0.09121645332317091,0.14903574103611433,0.015571256141219347,0.03644889927545317,0.010687618838436984,-0.024784775979545582,0.018439586887272364
IL24,,,,,,,,,0.0815054931241831,-0.013763747232473858,
SORBS1,-0.042799922963915694,0.06329512842311324,0.03890309075825111,0.02996164717926213,-0.0303129293456598,0.010408835727527103,-0.040116876427291004,0.05578944435080375,0.004164927150266706,-0.019403332419130045,0.027247838130862876
DLL1,-0.022054585292137437,0.06941809353117426,0.04131225677102309,0.07289007895889657,0.12410532391447275,0.05420251446505952,0.026809720832480007,0.04234119740646401,0.06732891006592827,0.003420847778979141,0.04438446591259425
TLN1,0.03445516044121464,-0.017272053516859488,0.012610170304416215,-0.008582028662195831,0.08728316257962095,0.14051355373283123,0.02586212677960359,-0.06543400875469382,-0.05566446504118588,-0.017635736162773294,-0.021202714917850012
COL2A1,-0.02348232501817524,0.045141906905539375,,,0.06732978456585886,-0.0266224580689105,-0.01355278755760074,,0.05452657811639004,-0.012718262992703098,-0.034229311978499405
SHH,,,,0.062459377280919694,-0.01899889190646185,-0.020928486839982982,-0.012934681461340554,,-0.00029717980715267977,-0.013806954545123186,-0.0007980500268574848
PON2,0.033932338426278554,0.04861865642110387,-0.004055171255302339,0.03366513165147102,-0.05128941956397375,0.1272207858245109,0.035976597785816605,-0.0404274730057922,0.022310845859746156,0.038778886803216686,-0.0788383281254484
ICAM5,,0.008025347920579644,0.01542885822516771,0.038486285273922165,-0.05263147948464941,-0.044765883279921106,-0.02526073420165434,,-0.029348396719673823,-0.01143127751709547,-0.04295895907730778
HPX,0.009669089450920152,-0.03134725865921178,,-0.004917917463404993,0.029129850019105754,-0.03876784543405124,0.00730047211572346,-0.04657384621401655,0.027260061169177913,-0.012173225015193167,-0.010592635972320638
SFRP2,,0.025603229562221483,,0.015798306894678267,-0.018663165513721807,0.05079742420928114,-0.025374534867302453,,0.0325099909647697,0.03147070430941004,0.01677452181043718
CFC1,,,,,0.012962163481193443,,,,,,
CD70,,0.10919183789189575,,0.04041456908508434,,,,0.05953880025551991,0.07366952787893023,0.0007731206997426361,0.034055858965237315
HP,-0.02622279545072865,-0.010671866202192197,,-0.011040253123524803,,0.04757015354474828,-0.04518017562950793,0.07843239737326382,-0.018069963180236973,-0.024397483222720007,-0.06025326647833329
CXCL2,0.011429135483043064,0.02073205291228846,-0.02768937561886861,-0.02973224709025791,0.02001744718845931,0.11136159207050791,0.0005498763273505257,-0.035269814059612624,0.03313182457538875,-0.009723083560356813,-0.047017436347766464
NPPB,,-0.016183930516179473,,-0.05414536145753504,,,0.08499585013672348,,0.041999291678349406,-0.009185624213765098,0.08135736855751012
CCK,0.081145587537966,0.02227917024707321,-0.016811689348882452,0.02020954649232645,-0.10464188173435537,-0.09924191250234334,-0.06607253140442941,,0.0429574765181568,0.04420985167594744,-0.008822606657426435
SEMA6A,0.06932612687552547,0.02284627805443607,-0.012754606320150708,0.01734179219504809,0.04799047266927088,0.07722002133652327,0.038071420999263784,-0.045738033501558716,0.01964346285936298,-0.00419234402931004,0.03350901382616813
IRAK4,-0.0009127031270354303,0.023201749077727384,0.01566842599229078,-0.040796418612765666,0.003532433359122669,0.03900319682479406,0.009498339797304921,0.007896324829251051,0.02301727698088431,-0.0027988241083098343,-0.02356479896799363
GSTP1,0.06201500722502332,0.035145946817641084,0.03873044781528589,-0.0018376941791552663,0.04015992238427753,0.10709275584056789,0.05580005298995901,0.12207905819699608,0.008806054378199006,0.021576537304528107,0.05394087056403379
VCAM1,-0.0074420586995725835,0.03308470024973425,0.021966272712595773,0.021100709686661896,0.03652592818618189,0.12564131876449447,0.05494504379072236,0.006158379382512968,0.0371560359255991,-0.05253960758361031,-0.016847072487337536
NXPH3,-0.021915243038916142,0.0207506660052288,-0.03160133604092768,-0.02206184779929101,0.05203875969064657,0.05116518011923267,-0.036109881876570916,-0.0765047810818002,0.030802300244674743,-0.010315651679472604,0.0011457075601020387
MTMR4,0.0703750397966612,-0.001767269296612239,-0.032809843683873866,0.09119779521180064,0.014461908706559265,0.03186668925085912,0.041561972339423,0.07830821922028376,-0.007190809839400723,-0.020380967300349974,0.005420334631840808
LAMC2,,-0.01270269321221339,,-0.015796508177720013,0.06522247121114114,,,0.06808334176703001,0.01955484147661843,-0.01807566214960239,-0.015771348431845234
IL10,-0.025968419488337644,0.03912587224413386,0.041541389915282056,-0.03816898827734296,,0.031875351106446174,-0.014899818364997439,-0.0039230907357411275,0.09080298989001283,0.034704402074069246,-0.029370482348990156
SEMA4D,-0.03822537564663167,0.0015582083227359382,0.010397928141641241,0.09254336071103829,0.012078634377304921,-0.03492611084934155,0.04634220048979911,0.07351572598509065,0.07973381323122168,-0.0037860516361677386,0.06031834389811549
TRH,-0.022955709446703026,0.008586808612220711,,-0.03603107232934084,0.020721324954893466,0.023873894518346463,-0.006521126318641554,,-0.042044891285633025,0.031346704937188566,0.019856402154797004
SEMA6D,0.06785115200388693,0.007082547076378756,-0.01804355611553813,0.014483500584212142,0.04555161500020937,0.10005615827548904,0.042620306568297454,-0.06005637217263349,-0.022888205050579778,-0.024763629222234698,0.07491074692530374
CEL,,,,,,,,-0.03253167263292607,0.0065903799175641474,-0.022471142474714927,-0.002216399803593333
PDCD1LG2,0.011933470765783015,0.06911046607556101,-0.010191382415173133,0.05800691568729011,-0.015459231853860273,0.062140207024179786,-0.025487909108696815,0.05587266145291245,0.012325029932775228,-0.01162603999137421,-0.03656149122522921
SPINT1,-0.029857365764834203,0.03549838073656364,0.06423949501125399,-0.015358567488810208,-0.019995577514900584,0.05183371901990882,0.009248863772357013,0.08746022708182187,0.02340043506313694,-0.03262735300752307,-0.00964687049747431
CTHRC1,0.004400734718507263,0.035033859594653834,-0.006379089365040231,-0.014955715851544904,0.06488434247554187,0.16105865981202558,0.018868526880243854,0.07167389217416702,0.023801152578074927,-0.013127281335350774,-0.003096907532593818
PODXL,-0.03192190009767304,0.02206178352662792,0.010998484512190316,0.01327975164706582,0.059000764542553305,0.13867873993368668,0.012570724360777958,0.009407382763286858,-0.0017637772279028568,0.057825738409788004,-0.017364846881145764
JAM3,0.021824064298424834,-0.004324970043681034,-0.03276109147895228,0.025587848558904034,0.0555669722650118,0.09462727238296975,0.04523528090000224,-0.0066749833120813345,-0.008392457151286989,0.030325802627221694,0.029964056382953866
TGFB2,0.02239889608961493,0.008907978279325489,-0.08443133647678794,0.056488661425397844,0.04575435443100715,0.1383919808321046,0.05211181860756653,-0.013656909136654146,-0.005125546166128145,0.06267374697218882,0.027033047826114473
COL18A1,-0.01558657470154573,0.04840885736419747,-0.009604339154594096,-0.05637253833202315,0.0367744892708033,0.14901402929861843,0.061975635042295876,0.0009937796859674124,0.019028458983524107,0.01779668784898243,-0.05660406131947047
NODAL,-0.03631711166655561,-0.026100477331862503,-0.013938849853448329,-0.01956846909365204,2.1618127416708266e-05,0.022550365774834876,-0.022883379254485046,-0.063596234811526,-0.009396288685544084,0.056464451786940824,-0.018035719804809246
INHBB,0.0015011216373277928,0.011599378254588006,0.01275200992027381,0.0010686225188027833,0.03508716251268403,0.04331389936997904,0.05807884044516968,-0.01910180402443345,0.00371456930193531,0.07722773976539055,-0.0673969048597407
LCN1,,-0.012702696070371085,,,,0.008808810583309856,,,0.05240256075170019,-0.01605573806278829,
ARF4,0.012874292397985652,0.05482496343704939,-0.022595847095025236,-0.006745263412118964,0.05076190106799423,0.0684787992812093,0.04462827434198867,0.07364015306603075,0.023815040392651577,0.06932973569074415,-0.005146941442732793
CXCL14,0.007506493273568035,0.04940455609877853,0.023233809210853655,-0.04533593761400203,-0.06856781324369272,-0.018704096109783713,-0.04763519787481532,0.05997687010848534,-0.02484832759208444,0.017163477893217594,-0.1436543960222581
LIF,0.032045931810338435,-0.010553633201014144,0.01890751783860003,-0.01489197076589517,-0.019503065011272087,0.10361781401711997,-0.027566443616290928,0.04805392279288378,0.011437331719165405,-0.03864538837014614,0.09970319609292425
IL17B,,,,,,0.10508696873955607,,-0.03418561175224737,-0.02430541409809991,0.07409548375878633,-0.02243811135277159
MMP1,,-0.01751276415130216,,,,,,,0.0448479759368717,-0.026463883972405202,-0.016248132750761805
MATN1,,-0.016678269366508198,,,0.041816092999164056,-0.02449425631068639,-0.013552785871021178,-0.010265334582911718,0.05406337606680846,-0.02839814707914395,0.08781168792640483
ADAM28,-0.0681964635533006,0.050351267480783356,0.013447730706260328,0.036026646052384495,0.02256687078502675,0.03552027324725952,-0.03336379498346911,0.03029754743268688,-0.024604640784093607,0.05951549918590677,-0.04031784219606334
TCN2,-0.03185831312188532,-0.010835577135421784,0.017252574490893124,-0.015677689833233605,0.0036967112454151015,0.1488910443182582,-0.01079088300945448,-0.0668964981433493,-0.006315535275512496,0.020518997696067947,-0.039545516984690283
THPO,,-0.021732475553752354,,0.04572340573098405,-0.02677434940725676,0.08311097790639875,0.08355778088918854,-0.03580111970626458,,,-0.02005976455580184
CUBN,0.060212087236699505,-0.012950279475178053,0.025122749883888348,-0.028689003873927515,0.011597974741200006,0.11561479431564509,-0.03964203919611608,-0.04993676230944122,0.023761525979957444,0.03368553477000763,-0.006793654079326608
TIMP3,0.045525778915058185,0.016341778928423152,-0.026194315162099083,0.038809721978058036,0.033742201319324976,0.06640042222548623,0.010892906111392849,-0.017827817722759844,0.051955515148264304,0.028536607425489465,-0.07291540770852203
PIGF,0.043064829426028434,0.07207957781470115,0.01193259256902396,-0.006934638628799526,0.06268267659522579,0.06199002123449145,0.03545267540139284,0.03317344345092112,0.028603426162478754,0.023702321726467992,0.016591186692515157
CRH,,0.00862161910100202,0.05559774154750247,0.0521834482205637,-0.015866578309538863,-0.03592576777925883,0.01761364016547733,,-0.02848358927384165,-0.045039631442208856,-0.04786353621760796
BDNF,,0.04158606637126516,-0.015648715103227327,0.008006633660676851,-0.047905953648771836,-0.094304593406356,-0.015263919501175104,,0.022818366036202794,-0.0246366389050339,0.03474412984493084
CCL5,-0.06514569963534438,-0.009790266075698772,0.022386459148357973,-0.0215319347269038,0.03966434302587915,0.12233160021201912,-0.018385985944329247,-0.010072718928813227,-0.014456725030367545,-0.0018206391156699228,-0.03135789557114074
GAD1,0.03411346957985478,-0.0007792053105460863,-0.0038296679990122815,0.06634496314727902,-0.05244186833956275,-0.0742862292250473,-0.05005533024968417,-0.015929471894190812,0.01578645843335122,0.0739788577680972,0.040565340691192914
