,UKF259,UKF296,ZH8811Bbulk
BMP1,0.038145589761305485,0.0034907813565949164,-0.022890572882366882
NDP,-0.003586361752895245,-0.016125322905591374,0.008952790709046116
RTN4,-0.03218574467957656,-0.0016429380091596024,-0.06800944149707207
HEBP1,-0.012810862468299449,-0.019483025363563868,0.057627277728381554
WNT7B,0.027828740378666186,-0.01262603574891506,-0.031787880409573484
PTMA,0.021168437254132127,-0.010004565488541983,0.006585325679883044
CEACAM1,0.008102506288592489,,-0.015399748134025506
PDAP1,0.02435467893745515,-0.0034291194538205896,-0.02873750761348146
QDPR,-0.047557069802933546,-0.024646851661869477,0.07409966146916848
POMC,0.013176330596721884,-0.024600561034661246,-0.011665271920805862
CCL18,,,-0.03760516517770821
CCL17,-0.015228933061595151,-0.015627492826337613,-0.02223050321893576
VEGFD,-0.01696671315743807,-0.01146295497803956,0.03690808872064959
TNFSF13,-0.01050457719230214,,0.011000880819238423
WNT5A,0.0010149088841157055,0.058637756139097545,-0.014994794964817173
CXCL8,0.058153301347866074,0.015665764213749135,-0.06864512453820475
GRN,-0.02484051680320855,0.02453149054350829,-0.11663594478968493
MIA,0.005147039272461214,0.03014887397840222,0.11585505490599478
COL4A4,-0.0040922915498796016,0.0572876377201483,0.04081689053464456
TAC1,-0.03936023330515958,-0.012355364823524005,
RARRES2,-0.01788180644525933,0.01118159972348572,-0.02206315751561972
FGF7,-0.004687367783106272,-0.017886566577488994,0.020536288648352025
EFNA2,,,-0.014636430002858355
HBEGF,0.047252045136672756,-0.019311997589135137,0.03653301901013262
CSF3,-0.01815156035249213,,-0.004284385554669139
PI3,0.047765085851400414,,-0.0931770416679303
PCSK1N,-0.043197672041923325,0.0017915526744428838,-0.05519493061759071
NTS,,0.0772620665371033,-0.017831712499412948
SFRP1,-0.013287832749183917,0.05753847797948088,0.03265855957438794
CXCL13,,,-0.026642013538768192
MICA,-0.01725253227412414,-0.02976636826670078,0.07450894111186444
TG,-0.01433967678409954,-0.011309548694139995,-0.021961703242108506
ADA,-0.013827979535492814,0.013622113378850484,0.05729108153576089
LAMC3,-0.04543400211278998,-0.015935777826000044,0.0015809884277638558
CCL7,-0.01036756340398213,,
NGF,-0.02375473575854388,,0.09679822847711753
TNFSF15,-0.011544788921364697,,
HMGB1,-0.07968694790792832,0.006702468134364551,-0.07669464461889333
ITGB3BP,0.027122519838021324,-0.043552932821064316,-0.0029916016926341024
AANAT,0.17847688260819586,-0.013036697936814124,-0.0196966705706799
RELN,-0.0182335955038965,-0.00801840388866015,
IL15,-0.027053903933974326,0.022656985489525026,-0.0012620802243262996
BSG,0.02832731730628744,0.010804952177011292,-0.00695416100983273
ADAMTS3,0.0007046003843004226,0.061548374966466195,0.01920914896210204
CD34,-0.023777159851910912,-0.024391307866150933,0.036370492690385836
PLAT,0.04447294577400727,0.000920715000974402,0.04824338991503636
NTF3,,0.07939633871040366,0.11360555855121876
LTA,-0.013287832127558213,,
CKLF,-0.033230021576570686,0.01744597957533362,0.03469236006705941
CD24,-0.0005327716990352018,0.04657644205654971,0.03378310931990593
HSP90AA1,0.025898116210822168,0.0025436665011798953,-0.12452731263226569
BMP4,0.025967106401094297,0.0013493955832743192,0.05913438867103231
SCGB3A1,,-0.010996582217596898,-0.02801788827267564
IGFBP4,-0.022592777149893425,-0.023427933650265895,-0.05423663863301293
RSPO4,-0.020339355104761304,-0.010996580609097988,
LEFTY2,-0.019924847520527207,-0.012057885129011786,-0.01682926481755512
PF4,-0.009045494816796198,,-0.013415301424875117
ANGPTL2,0.0362055101358346,0.02119434855069516,0.060652273170549865
LRIG2,-0.04766204220093006,0.0667947608491508,0.01290526252823802
ICOSLG,-0.03084246184009279,0.0329869943967651,0.03034238041187382
WIF1,,-0.020693287916401862,
NPPC,-0.014031793137994459,-0.015282555949820609,-0.02538264965774599
LYZ,0.01086231578721099,0.01734594746272339,0.0047154186478717735
EREG,,,-0.023408220270645198
SPTAN1,0.00798791080543743,0.03327928117912983,0.05092161586514581
LIPC,0.0011880336705866945,,
COL8A1,-0.02165737115873619,0.002051302351490447,0.018217419417637284
GSTM2,0.06574549024836325,-0.01422253314038605,0.02925307437147389
SPX,-0.0040615263373923625,0.001992283503673912,-0.01665681144385598
MFGE8,-0.016454937265080505,0.05085947070671746,0.022712186135601695
TGFA,0.0008498718281061375,0.006110931208550346,-0.020393372046768138
SLIT2,0.048617636868871224,0.01060579833395649,0.02497522380811418
PLTP,-0.04916444012101314,-0.06530652392779285,-0.08277504448668642
APOD,-0.05277949893132563,0.03215020711101712,0.09217666943437001
B2M,-0.030043852658013685,0.04711886052508552,0.0195514059784923
OMG,0.0036809213512197635,-0.018503767181207796,0.08951627186821727
CXCL3,0.011321527110572657,-0.011764016830947705,0.019078880668506756
CXCL10,-0.020695018776472635,0.04531500704579481,-0.017993808259533214
RSPO3,-0.010504577537266264,-0.008677870758101097,0.04400761503060082
CORT,0.026382872232508046,-0.015574067678617569,-0.0140384310936271
NCAN,-0.09122861467669893,-0.01701185295736666,0.07646439855276935
PRG4,-0.010367565019612987,,-0.020714564147040995
ZG16B,-0.012032827155778336,,
TGM2,0.049981586528060215,-0.0386781674844085,-0.02731593218485272
VEGFC,-0.01847777688142123,-0.031200997437564465,0.07077470068277407
WNT6,0.06703292903642763,,-0.026091051652510036
NRG4,0.009946174690751269,-0.023502994377072994,
