,UKF248,UKF251,UKF259,UKF260,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk
CXCL8,-0.010054412015959805,0.05041608473804725,-0.04075834580599816,0.07052102606371684,-0.025525262830423362,0.025342135304159998,0.07029151583225245,-0.02263306551883882,-0.06937087169004108
GRN,-0.03104527966902485,0.02614166616906098,-0.012103177844370604,0.01674124927385898,0.04127329224456793,0.007411600131889985,0.029699636595859606,0.02624936277738297,0.02150527265258065
MIA,0.035548668502524916,-0.017829292412912184,-0.012984174917679316,0.04660206605901344,-0.008006865156390168,-0.02485521245972614,-0.03822571380313288,0.12510004921422452,0.05826923517296284
COL4A4,0.01845765944271025,-0.0299835594455603,0.024107491090906184,0.014074937107020583,-0.015201826028453276,0.06121210584902898,-0.04994153136238594,-0.028719214090938996,-0.034660625854300145
TAC1,-0.031920642807569344,-0.006564855653709227,-0.05507928656298878,-0.0971782902384127,0.0508913808178681,-0.0348039857471489,,,
RARRES2,0.05052687931156932,0.004060982980069194,0.036565586453616364,0.08897261980802415,0.010988921836525658,0.06731256834275377,-0.11223504896921106,-0.003601968826979548,0.0012790718006804851
FGF7,,0.04962424974365699,0.05194721303486288,-0.04747871961392792,0.000629498185938761,0.04148252076566775,0.010724238260035348,-0.02514212584204356,0.0686417645741817
HBEGF,-0.04042359851669744,0.06890021706592127,-0.004626758910551127,0.028367398967719948,-0.010719834182917972,0.10286274297084493,-0.04912539895790204,-0.05816011919436282,-0.016128226885302428
CSF3,,,-0.021295990669657185,0.05913436411672141,,,,,-0.06382517436263688
PI3,3.363402010272626e-05,,0.09010325378770365,0.053744293676680446,,,,,-0.016726492688136044
PCSK1N,0.03180334900720185,0.02906933580677398,-0.018984613557715174,0.044793617351843146,0.015373466893228941,-0.0688257088155285,0.012350242332698012,-0.05132769550652745,0.041494503080773903
NTS,,,,0.0027595648404668913,-0.017366319138439,,,,0.04354996840585644
SFRP1,-0.06704690677591253,0.015553582691196123,-0.015589710016733316,-0.02828888985166173,0.1423689426546899,-0.03349201787481045,-0.051806242864276306,0.04958932814149041,0.06605008123733458
CXCL13,,-0.03384613143608043,,0.05411087041130508,,,,,-0.029465003100808202
MICA,-0.01466674167725899,-0.00655484024499868,0.03132766091307954,0.024264033172010202,0.018952165121415426,0.0312205294458894,-0.022569409461529345,-0.035513208951827684,-0.0033832531320855453
TG,0.024710546660418577,0.016111298266946933,-0.01682376705196898,-0.006760403743847315,0.02319373466819016,-0.012076791015449078,-0.015372744974242817,-0.03698579011045712,-0.01743011966729819
ADA,-0.02031037306901354,0.03246905065963954,-0.0013385483624665333,-0.03555462168144989,0.0015963167247382616,0.008617211346736932,0.09491835254756688,0.06361948118120125,-0.03901144732266303
LAMC3,-0.001583401325981611,0.06240674524198376,0.048402688244262304,-0.025196783341851513,0.04865741199934152,-0.04133042332108603,0.10365472066548836,-0.009814710609896887,-0.027992091493424857
CCL7,0.02695491258010787,,0.15131760016379567,0.005010247361690892,,,,,-0.019660381568817897
NGF,-0.027339902951024342,,-0.027869815115077263,-0.0396737949088755,,,0.012439426860806633,-0.012789137832913185,-0.02270616677943599
TNFSF15,,,-0.01354471529599322,-0.02751963222520721,,,-0.029784312674389784,-0.013576311272040693,-0.01916666435915263
HMGB1,0.031032875712446298,0.04843897296541763,-0.022978806025095427,0.008073268787737734,0.035621132970320483,0.03930687865697665,-0.05094888688359318,-0.004192927067440717,-0.014949524006222738
ITGB3BP,0.001981365580055271,-0.018863536871832818,0.017027881296474527,0.032412318856938974,0.00028534014081018673,0.0942294062326651,-0.009273080662890617,0.060982049065464235,0.06028821004256138
AANAT,-0.023102613256128012,,-0.012324306969064256,-0.0247968344673057,-0.013192240093214668,-0.022715109701485103,,-0.023658918532645738,0.007830193214670478
RELN,0.04743163020675041,0.0012638653099143614,0.031808882411969,0.04597670545125064,-0.029045054216034576,-0.025147587061073094,0.011685261249944987,,
IL15,-0.007150423442867129,-0.024248010229216375,0.03614926587841584,0.06405158847509206,-0.03741892407813945,-0.004872689038615007,0.007448188621446098,0.03426894236867493,0.09941160980947442
UTS2,,,,,,,,,-0.014687680660969682
BSG,0.021655896764521974,0.04270315178116827,-0.035372900127297234,0.06954232594414046,-0.029175281490699864,0.06412241689079301,-0.0036732845246337125,0.07303223608210217,0.023062900239763363
ADAMTS3,-0.007619920249349432,0.004478440332707115,0.04259140308483252,-0.012558947256202064,0.011456984131040763,-0.025347114789160463,,-0.028329146365096602,0.03769361686170504
CD34,0.025411980104014655,0.012256423587579961,-0.009106003628724333,-0.012881498464284663,0.018784018368221765,0.001249123703779781,0.12496703574650675,0.03258324451956789,-0.0045867838176627
PLAT,-0.021069394080158146,-0.0191693330444266,-0.042635826230022086,0.06158800490759183,0.0035821345280487183,-0.020813903298253656,-0.010528720108392089,-0.04778068684280583,0.01646145424850253
NTF3,,,,,,,,,0.020622371995157457
LTA,,-0.013997077772950622,-0.015589709287422177,,-0.012705502056198489,-0.02106721697338225,,,
CKLF,0.01875496556105434,0.011719582739952973,0.028065505963879998,0.02522101170534419,-0.020607419586755917,0.047795454763108564,-0.016250809846978242,0.055507414035176575,0.058319994105248754
CD24,0.009843070935474072,0.05975736127321663,0.013634885560118007,-0.06672634206902585,0.029085220568717745,0.0627039954011643,-0.11069294698118314,0.11271553414215009,-0.00039854870919943446
HSP90AA1,-0.005433320095374357,0.04676775816883836,-0.056404181804248256,0.011720503885636235,0.03463330776024213,-0.050679345445876496,-0.04377560828938832,-0.018176158837366774,-0.017931939755616275
BMP4,-0.03420078314245229,0.028112589839030026,0.016718766348062727,-0.0481222629258462,-0.03644306954567041,-0.017951444776723027,-0.06537642001627789,0.04609426826629093,0.01879097324818345
SCGB3A1,-0.01592352414952211,,,-0.016731481590821964,,-0.014700425401733557,0.027269427599114795,,0.03142109857408028
IGFBP4,-0.026399757380660534,0.029530485832198448,0.014791283152656988,-0.01303969549782112,0.041488193249306145,0.0205930492059766,0.09366714616925474,0.0397164782040262,-0.017627864363301604
RSPO4,,-0.022627874832769193,-0.023862781387737383,-0.02313440317866098,-0.01477727238263597,0.10128654248181525,0.0021344763526900726,,
LEFTY2,-0.010810513111917028,-0.01416898318418329,-0.03483384957229411,-0.024220498563695427,-0.02842226749531394,0.0007696944842899286,,0.06561840147715571,0.0877671366668531
PF4,-0.01651810020561612,-0.012732244636341398,-0.010612463583301623,,,,,,
ANGPTL2,-0.04598738755608268,0.023029616048952452,0.03794624514226993,0.010377934839034805,-0.010239938710063942,0.03379680127689826,0.048197713009925605,0.045412736770206304,0.033288187006338246
LRIG2,0.01052806734935371,0.01836172321606062,-0.04944536609611312,-0.008585798470645624,-0.011988115439133206,0.03806439206106369,-0.03274830375551022,0.08965053323738736,0.026115839478737975
ICOSLG,-0.03974391658896694,-0.0024949027616003308,0.02040846943467106,-0.026826609139832452,0.04426074338510774,0.00733391255784085,-0.005562842830722547,-0.02551434757906053,-0.018097486362763468
WIF1,-0.029721640212469386,,,0.04063330088630616,-0.011403271087897229,0.03408888735488153,,,
NPPC,0.013913628647465393,,-0.016462548119410735,-0.03305670653498624,0.0031061879913234485,0.06950663549154278,-0.07090029388869024,-0.02832909195727461,-0.02934940425397565
LYZ,0.005127388290139459,0.029076913095540727,0.043469379257705255,0.005774502167877483,0.0022875770670473783,0.018005869225048793,-0.023532094420497158,-0.01660772771292079,0.04765131722165393
EREG,,,,0.0027926429850698214,,,,,0.0034016587545135897
SPTAN1,0.043564750558640356,0.013505117679458589,-0.013429515992899555,-0.025532787213402495,0.06881915442380071,-0.06926948523851617,0.11362863537407383,0.0035714919648391044,0.05366738656499462
LIPC,0.012827491476428005,0.015765200230943865,0.010640236358581892,-0.03299735746623779,-0.007394631576591611,0.010876808009268907,0.08772224667824939,-0.05820706420439531,
COL8A1,-0.03732745287851586,-0.03433907035140504,0.015214468707887044,0.05686246624298559,0.010577208873271092,0.04866908368010847,-0.037057177262780926,0.07644678752651576,0.054715103782708024
GSTM2,0.08072416465438617,0.009170232639546118,-0.04678238747828635,0.035245604577306765,0.02486051813370144,0.015830280755417984,-0.0028960831878182174,0.050956042565422424,0.060826950923368324
SPX,-0.03270669291555827,-0.0231705463802612,0.008232282358713707,-0.06617930836798956,-0.021132244658493903,-0.05736513982289528,,-0.002785134177967456,0.13878377611282153
MFGE8,-0.02651955908483299,0.04401012589934574,-0.005446078219670899,0.032438125435839536,0.02721016740788322,0.0030689762601562713,0.019868422041403915,-0.02754253947176708,-0.017089353528512125
TGFA,-0.05936312215518192,-0.018352349990652078,-0.0191727998191432,0.06653704291357246,-0.007024714458455651,0.02093243668219616,-0.04595321860718248,0.006367825680546533,0.006288650043247082
SLIT2,-0.0025259181705187873,0.07916842868323778,-0.027980754158354357,0.002688438117016353,-0.030504845588638127,-0.04004443176344517,0.10633802676664983,-0.032037697654468206,0.09638811295313725
PLTP,-0.025371544721726577,-0.011453844056692381,-0.004811756377820282,0.004437269107406742,0.02879246101165656,-0.0090603193068609,-0.03072889902893384,0.12080934471730277,-0.03694894655001674
APOD,-0.00033987437080499987,-0.05362493937258033,-0.0024186610558030405,-0.02865550799319662,0.022961128327952184,-0.03987029573945181,-0.03550551949912042,-0.07123988257478055,0.021500475898645646
B2M,-0.03356223962117543,0.010780581942787422,0.09029493481232984,-0.011025725670888222,-0.006517032481068665,0.06447568068545187,0.18122908238838,0.026873846829457187,-0.008235966863591099
OMG,0.029160527239295502,0.021606364305435673,-0.008189378980507492,-0.08603512927332226,0.008320903794878026,-0.04272232776773498,0.07641988164990833,-0.0573521130001762,-0.02228865001758421
CXCL3,-0.04079095115164157,0.025794706924664054,0.025230541313116334,0.018681513494120644,0.0007389830688152025,-0.015172211207088457,,,-0.004924994131336769
CXCL10,-0.062246173032332354,-0.01876501341691515,-0.01646794804197335,0.048396785486384826,0.01898197251607436,-0.024110479715095876,0.02420682572936761,-0.038212539748426755,-0.020301866152832936
RSPO3,-0.021630084313283927,,-0.012324306058437507,-0.03299733712174823,-0.022318836142825735,-0.01585466829568052,,,-0.0018836316754903164
CORT,0.02724333028100309,-0.022738982656299787,-0.027638202659593696,-0.020840906506379972,-0.002303014539096695,-0.010195355613711031,,,0.056804721426721064
NCAN,-0.0017918269875312914,0.047794071990836975,0.023802226627469638,-0.043072635168541776,0.021864097220438056,0.023417609971337634,0.11021018910343666,-0.03316152030636982,0.030935578661059216
PRG4,0.005992612377515288,,-0.012163558594257669,-0.02362597491264656,-0.01888476746961262,-0.018536728111001405,,,-0.021533558398454295
ZG16B,-0.022081121968995164,-0.015321187065565473,-0.014117297348702637,,-0.010095674769840985,,,-0.026300796607297467,
TGM2,-0.02245118814863533,-0.014106306071784548,0.0580753218585806,0.058557545512866946,-0.012044291242211283,-0.02337525917725447,0.05283793228122328,-0.06330210381798865,-0.04407489665934086
VEGFC,0.08817871163558694,-0.019672994203817303,-0.021678718326203154,0.059649119377054395,0.013483521299483872,-0.01891746990872599,0.06835508621272104,-0.012040837936049983,0.008745224781306155
WNT6,0.05500972839277666,-0.014168983556041216,0.01715726467463976,-0.03255431884959069,-0.02246756411148555,-0.016510212462250432,,0.13968154715876924,-0.02934940821373668
NRG4,-0.014666126243990097,,-0.014803607241819587,0.022694252011197513,0.03744080037321106,0.008161520924450407,-0.029820780511833376,,
PMCH,-0.016903499767376987,,-0.020511840053132554,,0.11557758966961913,,,,0.06514436820254539
COL9A1,0.0017453342073062168,0.00090520428451178,-0.015461287312050424,-0.05604931502358812,-0.006155807845183628,-0.011943940203573427,-0.06826342783483863,0.03153968755154029,0.010764397170625628
GDF11,0.010447263111887439,-0.03619003596086975,-0.03603157392081173,-0.032058336945500324,-0.024088003411953975,0.06835370910934663,0.028064615127939486,-0.022678817105665428,0.03814196348133575
IL24,,,,,,,,,-0.014899159792254882
SORBS1,-0.03915336162462491,-0.08432344215951261,-0.05838517322439219,-0.014062985063403487,0.003911321625135305,0.02877949829277677,0.018575588608364328,-0.029778571229419647,0.04919486839160953
DLL1,-0.03981508651653175,0.04188320433908962,-0.04120014806688272,-0.035128258310506005,0.010423125436834237,0.04058676723419229,0.02801430154483798,-0.031069714575049315,0.025848463536757516
TLN1,0.028271477070157713,-0.001562735932044415,-0.015855941469312962,-0.014373876256702915,0.024431604420716818,0.07260628690382152,0.060652715934554416,0.026342983480226945,-0.012174245196239412
COL2A1,-0.011008578210657866,,,-0.02110157969977947,,-0.015402909275920383,,,-0.03257151647310366
SHH,,,-0.012639934466267193,0.041334244902657226,-0.005445001442187384,-0.014700424116824862,,,0.01556018913359041
PON2,0.009906828287240078,-0.007841693147092713,-0.04124382319116747,0.03982960503483322,-0.009896774174739376,-0.024458928467626772,0.05590731923881247,-0.032518896653221364,-0.006587273835939231
ICAM5,-0.002843257950722453,-0.018238663960236698,-0.004639761487702032,-0.055961269384270235,-0.0328035373332629,-0.017222174681295676,,,0.00438272897939598
HPX,0.05332763524926418,,0.0076030093941185815,-0.025301332224024795,-0.019812136027392117,0.07775342430343589,0.056708610627659625,0.024520643310038445,-0.025756174528940693
SFRP2,-0.021170367792026606,,-0.014395515569145888,,0.05148955025885418,-0.02883847007994635,,0.07816135138426565,0.05189106953689222
CFC1,,,,,-0.012705502824057613,,,,
CD70,-0.003945313382360429,,-0.024468280541471602,,-0.011270953587985766,,-0.01896297421042362,,-0.05716366157063198
HP,0.003997358908201569,,0.057981303657339334,-0.003807755173397393,-0.020526757449121958,0.0070403668902444105,0.019178844108666337,0.08808255728504795,-0.016843229115742236
CXCL2,0.05432866908845205,0.00042881924135584806,-0.055162976827363444,0.049310078025633565,-0.015722931730377726,-0.005888588744627694,0.03161632347748394,,-0.01412364437296254
NPPB,-0.020542887304980665,,-0.017545583545514325,,-0.011125454988874307,-0.018917471284647824,,,0.010617130372907907
CCK,0.017371716035555495,0.006274860159659622,-0.017846725452800097,-0.04588669764631708,-0.033759113277925926,-0.041017570356294566,,-0.03273459217910592,-0.008107508684890567
SEMA6A,0.016087990514611572,0.008641893362185507,-0.09144808723659902,0.012805685953158851,0.0006133166128080869,0.07842193730457571,0.007023333637418976,-0.05113935647698448,0.018272420798392072
IRAK4,-0.05790071103059446,0.02865366065467373,0.004458377711577148,0.00468886291775093,-0.024019990856312592,0.01808057135966956,0.03208759908957919,0.00802655783170985,-0.0013546447160031083
GSTP1,0.004605854191917221,-0.003887297739695229,0.014055252168424423,0.05891489103215691,-0.028581173406784555,-0.006122436893140771,0.08008127443190756,-0.04334339894272161,0.07491506525817158
VCAM1,-0.03320156778365965,-0.02862658992336176,0.01082481098220098,0.0678720263351112,0.022164743053986274,-0.006502153800469385,0.057249645106833606,0.03758056162476001,-0.0114528537022528
NXPH3,0.03028339913760605,-0.01919468673791124,0.01639928993780764,-0.03605846187006707,-0.019602125221576804,0.0006516588150284544,-0.0011848380590821549,0.09008700418045731,0.10795462951439835
MTMR4,-0.03044576842386778,0.026048590006713918,-0.06866470827861816,0.06837497072625952,0.08273887975699552,-0.017944379270199616,-0.12730774157373814,-0.026778978663639715,0.039153594295357155
LAMC2,0.026927123925672414,,-0.01760975629470361,,0.06408021269105883,,-0.049941506212614666,,-0.018317157825617398
IL10,0.03506944140075858,0.07583373733709885,0.013012853682049332,-0.03574432143968464,0.0011920630287020702,-0.01693382630904137,0.1660412312869122,-0.014869112138051196,-0.034864515362266736
SEMA4D,-0.018292503271078814,0.003422416801979872,0.00989410479492362,-0.009924653397585814,0.027054813206373634,-0.003773701359652956,-0.04580448395753747,0.015693655707815887,0.03686749748054897
TRH,0.021931663006912665,,0.07971896042945006,-0.020765554270893147,0.006267717921620386,0.016709835293894488,,,0.034232761379137215
SEMA6D,-0.026835992403204483,0.022328094285117377,0.00321188282393117,0.04211223049350867,0.042918853308012476,0.05203627852086262,-0.039069661506532856,0.05493319454013563,-0.035765386584568945
CEL,,,,0.04932501815113497,,,0.028828550010830848,-0.01670481371924533,0.017186485303352483
PDCD1LG2,-0.044974693690397013,-0.008515929287781972,-0.03501175245841361,-0.01992171155454039,-0.03685954477520623,-0.02896732129575725,-0.062254690266667835,0.0848759503815659,-0.03713931077220756
SPINT1,0.03421580567919529,0.008648803022240113,-0.03522288968678545,-0.017971350054924902,0.02157906576734987,-0.02485521148194513,-0.008706338106185126,-0.0036698271493108823,-0.044025880000256215
CTHRC1,-0.07783782548195835,-0.021255074267108744,0.011285739112091648,0.026308125189648205,0.06774593777525131,-0.00034249960503393735,0.08757573070324048,0.01095803829210064,0.021728272156120828
PODXL,-0.023270181315900244,0.014903523455635998,0.08107756858033811,0.020882995204994582,0.03240426373987814,-0.011412390943859941,0.09909086017377321,0.0530910919543274,0.04270142704504232
JAM3,-0.03512657067681432,0.0013436925064224396,0.023118827778527123,-0.03459100278762797,-0.03143523599985288,-0.021436531963068356,0.02467888165613852,-0.05615918836890747,0.05227476256178989
TGFB2,-0.03544802192520142,0.024354373517155886,0.057050774089464566,0.03348774632514168,-0.042395204848912585,0.0343082572183569,0.07560743244245212,0.06176209320029704,0.024176260298198023
COL18A1,-0.03433921862328871,-0.002492995665663326,0.00562209797786183,-0.0030597914052956326,0.03638154446020608,0.031588509645863926,0.08036324623146343,-0.06059559055585606,0.003147509394297896
NODAL,-0.03313034271239748,0.07933671826686176,-0.024893190793625446,-0.05001373007090026,,-0.012837039898656677,0.04311844730887344,0.015812709484820137,-0.022272757469978234
INHBB,0.06082646514197672,-0.0513999171211016,0.03575919925704523,0.02800060479427454,0.017345419940067306,0.0337678825367257,-0.01666518699427356,0.12766986457260457,-0.003885232706447455
LCN1,-0.016124022133076742,,,,,,,,-0.023690677681202223
ARF4,-0.008410817324397349,-0.01286382722363567,0.02253860819876633,0.029495115796435156,-0.026102231695397233,0.035936795811654494,0.1074282345617926,0.023884597263852406,-0.01778131709910711
CXCL14,-0.023174017707215444,-0.05974026492116879,0.10952810616148637,-0.001992435317503591,0.004542601832199386,0.04884272717715554,-0.052532287185216096,0.06327543708211336,-0.03157014203023593
LIF,-0.06039447630449281,0.05811815216219758,-0.03125743895756186,0.057839787966634186,-0.012304714044079757,0.032575313852031426,-0.019503267531936107,0.015122051977896005,-0.00913775105602668
IL17B,,,,,,,0.056157036812113724,,0.06369225220176757
MMP1,-0.022229627098265287,,,0.06931781896606315,,,,,-0.032571519565260575
MATN1,-0.021170370676997393,,,,-0.011265181979487428,-0.015402907359102025,-0.05210900646957172,,0.00045792865398555443
ADAM28,-0.01783510372217888,0.0066829547342289915,0.009219942234560718,0.025507325075015547,-0.004977083246014089,0.015777529716537585,-0.06040893606635372,-0.025048649996108504,-0.02465986095178875
TCN2,0.025038956107440898,-0.015067250737089935,0.061621107011562086,-0.04727597331505822,0.00352727493117546,-0.05521689190911477,0.01305694004464761,0.01499619012792186,0.039559111947029095
THPO,-0.027585869558242177,,-0.025643190333938363,,0.05996895487008898,0.07463824622915832,-0.04994153136238594,-0.027128702733799588,
CUBN,-0.0021699592080150123,-0.022824116529420818,0.013409365415265863,-0.03607951331327299,-0.04147075810739721,0.017923007330320834,0.08288732359341766,0.026254777681166817,-0.00459168793762898
TIMP3,-0.009813989003987899,0.01048910443169785,0.017694409839690315,0.009290266200923492,0.05329960274639141,0.004326312783603326,-0.031146772327385712,-0.13263605731613898,-0.04861378279667899
PIGF,0.0378251035328617,-0.00547438884584032,0.02725615373272005,-0.027687122095772242,-0.0015403169864614305,0.016573990279534687,0.06850384851284545,0.014053170297425584,0.030391881571643724
CRH,-0.018891211630909132,-0.01712708297509977,0.02606957684961705,-0.021101583571580047,-0.017734026028506437,-0.004862413475542135,,,-0.040277336336816495
BDNF,0.007023312931343067,-0.015321184145216334,0.04305536004478622,0.0035509439355276397,0.005810310633088353,-0.017347631715786557,,,-0.00108208339854592
CCL5,-0.03266466454951868,-0.016707802351141325,0.012038764614767829,-0.021823313237308007,0.05257132459905028,-0.02089589851867976,-0.08542103994052548,-0.0022587100005687488,-0.014742424078511122
GAD1,0.017783258734707444,-0.03066124776664139,-0.028175373486277508,-0.019069971654541627,0.01885437943071116,-0.04594034189116363,-0.054883104403247555,-0.0040857936531738795,-0.01830029206743581
COL14A1,0.03680569404154573,-0.02137243824850823,0.004886180430327249,-0.014848475178014913,-0.0021219985546635156,0.03205060887871453,0.05923737963109733,0.057057569936293816,0.016490593268974667
HLA-A,-0.022687803270825563,-0.02107162028959642,0.05512500613544228,0.065184625584636,0.028790910437843344,0.017820709314781403,0.04100731959513058,-0.06776707347942672,-0.030691789279633366
CD5L,-0.018891209445339844,0.03754191164356223,,,,,,-0.030966668665070442,
FGF18,0.022009421997250086,,-0.011327116502197405,0.05102012298947969,-0.012071086304508753,,,,-0.02437293388868358
ADM,0.019414090609801284,-0.033442721824218966,0.017564973812726783,0.10347727246807503,5.8788806188243125e-06,0.061835263999203326,0.03157522988416372,0.02374463169879155,-0.025515504615119866
CCL15,0.011603896755276026,,,,,,,,
GNAI2,-0.010563868981962278,0.007609221591644758,-0.02116545553443438,0.01354347153093617,0.025889646911130652,0.02413348856029059,0.002694270754764289,0.015883948240278778,-0.012911327212407321
HDC,,,,,,,0.0059312473636206585,,
COL11A1,-1.011066723278742e-06,0.014598612521512015,0.043474589634758976,0.03658625577888287,0.028581755804885086,-0.04641005795341211,,-0.004784470555695172,0.024612227596143788
NUCB2,-0.03651996408866737,0.0018734532310470471,0.008522659727436963,-0.04902857043654538,0.016994659718958076,0.006625272751326743,0.08172879408816798,0.09221639253619386,0.019416353036477048
CXCL1,0.03225306042597817,0.05177140537548074,0.01829489611842539,-0.04805331785524724,-0.025490147250664612,-0.004783975068611298,0.03792265873966962,,-0.04387822870645644
VCAN,0.07244268632966716,-0.024505427016754105,-0.0022643882428185183,-0.007549594574833479,0.019993251374282484,0.010874949877566223,-0.13191627056598088,0.015687227001071533,-0.00777556044540477
MMP7,-0.06855352750055309,,0.04297031122971208,,-0.011125454928088967,-0.023806765281202555,,,0.004495876802292897
PTPN6,0.00781708606468913,-0.014998679482218977,0.009692224521041157,-0.029921461463078954,-0.011241101009172676,0.04876772142377806,0.04073059757078272,0.06261402465136567,-0.010434234845801613
PTGS2,-0.003364981405950177,-0.01639717443482159,0.037236971014655604,0.08315647898785274,-0.009702677210019398,-0.03555367202343617,0.004232572648267885,-0.0012200072843202934,0.01999498883783229
XCL1,-0.02070138666773429,,-0.012324308132643173,0.09986879420883125,-0.018273143444103617,,,,
CD58,-0.04835808721908043,-0.0031655760992220375,0.022443178421987266,-0.042515084801422715,0.032654634275117625,0.02994286561829724,0.0429374841484642,0.10181837717714741,0.05936477368318458
TNFSF14,-0.02085878118503589,-0.019162708749234706,-0.047230041460500596,0.022681252206081588,0.028852060659712103,,,0.002348066831211175,0.023905542822277397
CNTN4,-0.036672244373488365,-0.015000507279469645,0.043074650618969784,-0.022902341694475636,0.0073241132882430615,-0.021366380932080934,,0.012196666350007759,0.0055478509799645305
NTF4,,,-0.015589710077509247,,,,,,
INSL3,-0.018544621826538897,,-0.011327114280449614,,-0.012828819659370643,,,,-0.021683168107188677
BTLA,,,-0.01797957272360171,-0.023019529322349973,,,,-0.03475208878008296,
MFNG,-0.04124541369900754,-0.046006255334400496,0.02778678749646824,-0.010922797104577766,0.01741867338604205,-0.0240000954211151,0.030738794266303066,-0.044288489911222306,-0.02572074388998437
ICAM1,0.031414696751019655,0.03567360871404883,0.03623639406297802,0.035546173131008836,-0.018291414957169055,-0.04396531925871069,-0.03999121457975302,0.041242446889806425,-0.001083796721926212
PROS1,0.004153662246877354,0.024929877313480592,0.050707691380077594,0.10152731665491052,0.06766189310463801,0.02011139376488123,0.11064102206304739,0.029629874891885673,0.016929049907529376
CLCF1,-0.05881984414433116,0.040691254268856905,0.01091361559559481,0.07361600592593093,0.028357098355489368,0.016473924630385495,-0.025084277503187553,0.08878300554455357,0.06003934737296561
PSAP,-0.05574660003607322,-0.05412425380198086,0.01600857727503744,-0.03318483731474025,-0.003918084309930302,-0.028623896462672972,-0.005995778647683985,0.04806933518228395,-0.009106385208493736
EFEMP1,-0.02221685492692291,0.018075699064172827,0.06140941971905048,0.05953352595728746,0.027123061050284312,0.03683733745170114,0.032013908468606404,0.15008651686040506,0.10461591299347764
C1QTNF1,-0.006221832903072569,0.003067274261266762,-0.039567096002447795,0.03578946743101251,0.020069047856553085,0.056747870935935765,0.060859855277937774,0.08079681896790554,-0.02126220688079204
ALB,0.0315272866938341,0.05163962066972608,-0.020109674258186216,0.003648067270135194,-0.014005706270161877,-0.033324167147148795,0.0073178399853220015,0.03730161327310837,-0.03214179748829972
CCL13,,,,,,,,,-0.01447327575139877
EFNA3,-0.0006406529778478203,-0.004655155917099112,-0.026105286197068325,-0.07479510031789735,-0.0018871148122474326,0.08399098623745413,-0.0014349399408674424,0.035222483976836076,0.02852996248089674
DRAXIN,-0.040900305106775,-0.028163830545725858,0.0035370187374217537,0.08596147866116348,-0.009468861734927468,0.04458046540967804,-0.024430745194842514,0.08687299311845183,0.012982690097849232
RAET1L,-0.0144464405061451,,,,,,,,
NPTX2,0.008224459257960311,-0.05489369098981942,-0.002443615105957437,-0.010787511888859286,-0.010729834212259015,0.039386278401645214,,0.08149342438074796,0.02875836404151891
