,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
PTGS2,-0.09258412908510968,-0.020076035891377984,0.06149579976930264,-0.10589901700283014,0.0040798307544903075,-0.06380214940829183,0.09000864193353392,0.5090869860818851,0.05854055023389206,-0.06211297079188572,0.009989982975045636,0.00473858914866179,-0.019054376484280378,-0.02552009314070041,0.010487827684627521,-0.12603422001507888,0.18777780902546623
XCL1,,-0.05496783569582348,,,0.010978075485418282,0.025099804770487275,,,-0.04991823734104607,,-0.004501960342844133,,,,,0.03260800492959855,
CD58,-0.0722551043730386,0.012433320216370865,0.03418773726760239,0.07636305549420491,0.07434788932222658,0.0395010647355923,-0.10370669635850066,-0.3563243048513379,-0.09664284847692937,-0.06191279137908688,0.006161556178727671,-0.12244861604487274,0.035814027486267865,0.01700995942858913,0.02083311767425718,-0.09982401274179453,0.01218694737413696
TNFSF14,-0.02240012878483037,0.02607898025027278,-0.014190785934494807,0.012988486945739466,0.014693623773231574,-0.061094712056501146,,-0.09652762474892519,-0.042894021341998566,-0.01745090909032628,-0.05458891270975007,,-0.019785884449158155,-0.031274958308789194,0.10875741859430585,0.16281278748193193,0.038451573000858566
CNTN4,0.15590790055788595,0.017419664692354796,-0.042494113306211036,0.00685262833094002,0.02851183220135635,0.36024974605190163,0.24317976813040343,0.3148417054032143,0.1624650316864761,0.004898864143217599,0.34359802197921907,0.1242041039055364,-0.0404039305254216,0.0032848705340825417,0.06885862312282304,0.1594755660815518,0.2499583199544063
NTF4,,,,,0.024888035430434895,,,,,,,,,,,,
INSL3,,0.020604608952830755,,,0.01736958044630012,,,,-0.032062548381913476,,,,-0.02200437117320517,0.041112856511254195,,,
BTLA,,,,,-0.0013220307691383425,0.048827081187461645,,,,-0.010957921937497521,,,,,,,
MFNG,0.010895167853360678,-0.027116905635623228,0.029259656688076726,0.11473905406080241,0.004756896146699132,-0.011032269223902085,-0.17901899829595908,-0.2502830023721448,0.028982194118792905,0.01030056253252123,-0.08235269648181841,0.002994641056963858,0.07750620061017587,-0.054419293882054486,0.02936087001340269,0.018451192875374806,-0.02371814550014244
ICAM1,-0.10108346291492103,-0.04166124600486501,-0.01037508972649798,-0.10521000304283644,-0.00985396437238157,-0.1915525964389812,-0.06362794702266532,-0.28104806794695053,-0.12710307349971622,-0.010668548292815222,-0.12972951413484338,-0.09340667253129453,0.011925413061266122,0.001654380116486329,-0.05824651592450514,-0.033288861077554424,-0.006463018510598317
PROS1,-0.0685016173920425,-0.026653366977197515,0.021951896182693546,-0.026794856313187558,-0.07354324177100365,-0.14802840464138575,-0.14900762494879943,-0.38815983811412963,-0.1761342340287385,-0.08089564215617148,-0.08357390176286053,0.057418544093818434,-0.01451735471649153,0.04010539211925319,-0.008262358803437432,-0.0014092502654069528,0.13949287452146028
CLCF1,-0.07054082248143091,-0.03728415534694745,0.012612288082986435,-0.00018693196352731456,0.02806657236815541,-0.09917500241300618,-0.019500709080171003,-0.021024823241987227,-0.1070374683941351,-0.018900026117926398,-0.11343036500465302,-0.07924816532122134,0.09356631238961052,0.011713918994140798,-0.05760659544144002,-0.11517148996720862,
PSAP,0.2390530928081023,-0.045614895911801144,-0.016192472681688688,0.10886560479853184,0.04481884149127386,-0.0644062010834833,0.25678387818767046,0.1902111125167631,0.22063654700156607,-0.08348379968983861,-0.17022565265321304,0.2814418251216673,-0.0018737648415292924,0.09752438231194036,0.003816410869997288,0.11831760379526286,-0.12540686369789145
EFEMP1,-0.1265688870199933,-0.06050355049418667,0.07334393828878072,-0.08198874484372276,-0.0355989852274809,-0.3448043676166074,-0.13990747962532432,-0.40739731214887903,0.01777234457678348,-0.11188412364696418,-0.3542163753567556,-0.16040730367968578,0.05069563029982819,0.013385986719712922,0.041056785410417254,-0.01510046979577642,-0.15143613460944086
C1QTNF1,-0.2589603632143864,0.011782488094413878,0.04206463033356691,-0.08572574855629149,-0.0004659217983323437,0.011828565759177696,0.01751314149290137,-0.2565016896161627,-0.04389983255266629,0.029238667878730334,0.006526167580706104,-0.12553618634692562,0.015795143524253076,0.022039254150262026,-0.06934788434440631,-0.05709432059252251,0.13270671514737817
ALB,0.01337608253395631,0.04018996555706512,-0.025492294052746986,,-0.030443873321193655,-0.003379399334280204,-0.03421519755264218,0.02688005653704568,-0.049854279133527614,0.004282919214360092,-0.09224704607267759,-0.06951755415824662,-0.019000631005021595,0.04577047474751003,0.06046483291710966,-0.0227246856389547,-0.012709650243224365
CCL13,,,,,,,,,,,,,-0.014687675258134608,-0.035081361168128634,,,
EFNA3,0.06861957126906366,0.08266755247471105,0.08924379764391463,0.10199809220977618,0.007562559497511965,0.07182452783835522,0.221913862940378,0.4751285178623375,0.09152612239337644,0.07540885689893155,0.23475977415801935,0.01583167973544632,0.018526618620398283,-0.007617207750543875,0.02293247306302254,0.20040706302043335,0.2808652034689732
DRAXIN,0.22218911608876082,0.03392335513751864,0.06966510841616522,-0.06915979422982958,-0.025147909047983037,-0.022123139269840716,-0.10270899770821422,-0.2817288444740187,-0.17540424403979513,-0.002743066427930798,-0.029851186681395605,-0.12176935638197262,-0.07316567312498276,-0.0344106995067132,-0.050129395767228704,0.09877479203295497,0.12130741266102099
RAET1L,,0.0235583187224101,,,,,,,,0.01058614659378511,,,,0.09666281555922304,,,
NPTX2,0.2569566313983524,0.1860315684287368,0.01321175047860282,0.16807641140620855,0.07973999891347686,0.3238097325218623,0.30430561094487496,0.5379348302339272,0.3078350257993634,0.02273490981454316,-0.12218282192289896,-0.0977843128582824,0.033520269969894566,0.03778004400004143,0.008811979470504123,0.03952786340433682,0.1628207648532829
FGF11,-0.10159156251760267,0.034827657756817114,0.041250947278946,-0.09787841097225415,0.012148958267894566,-0.08179604285038514,-0.15368988115943738,-0.2900593781007601,-0.013115781645177989,-0.02067607644355647,0.11496938521031522,-0.14309648866146116,-0.03306438738087563,-0.01642906343146211,0.07596786019160591,-0.07095667198860434,-0.026058197089000902
CD59,0.08568443903911416,-0.028291301261589075,0.039343340385698276,-0.011289143057978327,0.03128959395558442,0.24177504266813946,0.2036209532084217,0.3054817617745175,0.07237273817132622,-0.006296064043859036,-0.14128887826845696,0.19553229696568966,0.027421281617669744,0.04055824010615054,0.02143421547061423,0.20776904277226596,0.0034788920145210098
COL9A2,0.005096972136061434,0.00017926073339315197,0.009001052247291684,0.12560802763943235,0.018605513829667006,0.005390815195025157,-0.09535594574208803,-0.22091758609563822,0.004273078036676439,-0.06837624133559145,-0.08828391290305018,-0.11839956479245198,0.05145715499915315,-0.09612275594488953,0.07347595333887283,0.0022339415013999213,-0.011131725925105331
DLL3,0.20734183913298884,0.06353753994644314,-0.013150839989861336,0.2076056499360109,0.003195760117438323,0.06898245450966344,-0.18965460480997365,-0.1316433882529431,0.1553349774174039,0.07636587970460773,0.20604073846601312,0.020433704029615894,0.012619629916422816,-0.03818974938495066,0.04756365297629109,0.19700966090697825,-0.025884012579203426
FGF5,,,,,,,,0.12252793574628706,,,0.07141528345315554,,,,,-0.013274471661708954,
LIN7C,-0.04468531170607444,0.06344772271116161,0.024857397952072768,0.08274609216352376,0.012582165356534376,0.048992592270252974,-0.007434351814700487,-0.1383660341649871,-0.05019814991138674,0.01592652969431578,0.10747145839052323,0.00552685943687049,-0.003907039378139243,-0.0012659958577742908,0.025684788370081424,0.08226851391643324,0.0991044890159558
GDF7,0.1536527551154548,0.04380115477752999,-0.03727993216844654,,-0.0021817786929563855,,-0.04723127706307126,-0.07377793719868411,0.008496897264190334,0.05190015047693129,0.18432098522002152,,,-0.025424713145488432,,0.017766808094094755,
PSPN,0.03465730543889035,0.04556511924227562,-0.008267078343013363,0.036620539586376746,0.002296706386090524,0.012753420904127637,0.008325838853414473,-0.037845619983413174,-0.06735015151099602,-0.024009171765785844,0.09438798423126844,0.04514356968893231,0.04476413257958482,-0.06300832310816631,0.021877171032723824,0.003147594932324456,0.06677332722163104
ANGPT1,0.06500802399224141,-0.013430486073788765,-0.04089826357502189,-2.48049481160296e-08,-0.007411118130928108,0.0150659487783525,0.03510119231675564,-0.2566707336259272,0.15391614596254147,-0.06929344813461229,-0.13129191470091528,-0.03549014558218271,0.004395733728958441,0.04171205730425815,0.02552261250691881,0.08803368155509605,0.08542191092035703
PNOC,0.3160070332732627,0.18988780667043542,-0.025222674914568803,0.26282759825677654,0.27211574619364254,0.47413367966750114,0.2899221591302522,0.506531225612516,0.3788632306958745,0.14079842096759948,0.34855247399200984,0.19825826530734078,,0.033818016813264885,-0.04821081411755428,0.36520968049254593,0.32780972703924516
L1CAM,0.3401614889138693,0.13111474118929706,0.04066232373271688,-0.09328540982164882,0.078003622499411,0.05825838776481258,0.1851624735088518,0.36129603265075044,0.23545584262218058,0.09711850317276428,0.24085760456788582,0.3745117572918525,-0.038791311119643034,-0.007283091569939768,-0.08444339634756337,0.1990237676288502,0.2133894555358224
APOA1,-0.021842143815632466,0.024772501995136288,-0.04775193076390376,0.013875433564287233,-0.0071351519539637805,0.06613665521169632,-0.05012002972281739,-0.06311192149196374,-0.03697649319975856,-0.0009271282457398029,0.06562026268426423,-0.018122113790001067,0.02782218159686332,-0.0526247373294158,,-0.006042053581988377,0.033698212382992726
PSEN1,0.040886753140739925,0.03741481529172862,-0.008975630068047434,0.002535664337794867,-0.07815846272158236,0.08531935131764753,-0.06225400172946378,-0.18959687426847863,-0.04206174429381378,-0.04090525690367931,-0.17193610064800652,-0.12172900361239898,0.016068251953906175,-0.042763251020226746,0.07532530022466297,-0.011615344196161012,-0.2042456246410108
CALM2,0.25993693322104994,0.10692100921550904,0.009001438311203898,0.11776158816514164,0.043324490387538425,0.27825999534464513,0.3198232731952903,0.4915678326703799,0.30254448457849575,0.16710203158563566,0.3921902011704033,0.3425113918585087,0.07660199443534536,0.01872169215228189,-0.010337411625202278,0.15127457528598084,0.06654271635716578
CLEC2B,-0.13875945040430376,-0.034475948711146245,0.014397844454261483,-0.11380800080954921,0.03241237932188184,0.00880188919254179,-0.014903382928681994,-0.30443473436175433,-0.04461616458202849,0.017932223198490933,-0.11169542295122233,-0.013434191863933614,0.0004355240115130186,0.009026314608622299,0.04708324845598656,-0.11088474633066223,0.021613013110178488
NTNG1,0.13522954194563996,0.084754525646898,0.00402438957432371,,-0.004131652463197904,0.02099907395244418,0.07482289369270473,-0.056595116212474414,-0.002833094932853457,0.0013950964729427416,0.15601849272834417,0.15369263834895658,0.008716477736768594,-0.04288834883590384,0.030825569153372735,0.04027669115438564,0.11098403084041143
LRIG1,-0.08555100506816203,0.04544793268504132,-0.09175355511786092,0.1315827773775434,0.03863583191634512,-0.21076963302039478,-0.10892814777999314,-0.33435198503206576,-0.10622812494315026,-0.023310342616494558,-0.11966970693286955,-0.14870836205445456,0.03945559604307955,0.0355560921698806,0.005637921082063572,0.09974027708987403,-0.08112797159498118
CPAMD8,,0.01753058865064707,,,0.015374017593092246,0.1061230511107848,0.0007716989617584166,-0.022185793701553574,0.013765334076393057,0.04738345955225127,0.006303994014661364,0.046219618293291166,,,-0.01752692885807419,0.02947255842827833,-0.06635691088065328
GHRL,,-0.04461289342593985,-0.027213296675028545,,0.09042339711124299,0.07272039826471911,0.03104213917577898,0.05758489370633392,-0.015558994690748904,-0.005819578909979872,0.0035616134671771207,-0.02443106094437423,,-0.02750176350769335,,-0.02533084698969779,
NPY,0.19593923086948795,0.07527320363744311,0.06877761939984046,-0.020691534793392592,0.02360379288573306,0.13882008464867887,0.1994540192416593,0.3821977899411639,0.08982399900385639,0.006896729040479977,0.008577790292170475,0.14398416041452092,-0.010672998902178361,0.051579606715642504,0.07273421674301016,0.2018974178530347,-0.0776453005438806
MMP2,0.1490771245817426,0.03275450596973461,0.012230032086171525,0.2231608866185965,0.06058366760350411,0.07732138165768437,-0.19951598193244466,-0.37286685836982975,0.04441195578177597,-0.027883448637587453,-0.10019689496780926,-0.22477682727621526,0.03724746756786653,-0.0005251870689610947,0.011296175131708913,0.04690549302549765,0.03188343034680949
LHB,,,,,0.023288361777946805,,,,,,,,,,,,
PPY,,-0.007234554525734753,,,0.08798811706335352,,,,-0.05643541770254777,,,,-0.01394622065527811,0.018403249626045684,,0.0265475552468591,
ALKAL2,0.05717207055814956,0.00968365575693985,0.009967107645603095,,-0.03293220566779359,,0.044808661453845246,-0.003863184927421709,0.020033102459784433,-0.046190613572332916,-0.1365585765550762,-0.053233593349949156,0.04591799390618579,-0.06640571235973917,,-0.0015759454004854177,0.02278653350463583
CSF1,-0.17816056739915198,-0.04430211493314671,-0.02652345009063073,-0.05401111997961366,-0.05740626234553308,-0.21886992761058469,-0.16297062821125313,-0.2802618209511241,-0.17116782226121197,-0.009855447611660094,-0.16442223853075746,-0.15050372282591934,0.01129073601584724,0.04395168260579543,-0.06246994091581225,-0.06676194479789598,-0.1104634455958078
SEMA4C,0.06251073249284225,0.037634457704408895,0.04236102018242795,0.03481213408524572,0.019168177346093378,0.01466497749858605,-0.14327007763333108,-0.0029578934477268283,0.013743103320494703,0.011532403516267255,-0.0338638506912367,-0.07718457296852956,0.00963340424731223,0.05342464996148549,0.16031366720717152,0.07684815019862071,0.06681899955252776
ICAM2,0.13502965215784044,0.043508587396860456,-0.012764301729750897,0.1749062630382002,0.032391261828490364,0.16384809886950144,-0.02986552350565772,-0.10091262400819119,0.020575030573765963,-0.016042072246858052,0.015122617358189103,0.06110032986643886,0.09212730928657256,-0.014921703425743664,-0.09531594377096647,0.09411368284526397,-0.010911778625179705
SYTL3,-0.03308231216973174,0.030796807006269702,0.039329748949444486,-0.014198270457613387,-0.008848560720459916,-0.04051672715566579,-0.05421571166020533,-0.24431915875233443,-0.08460276552466464,-0.004782500922943028,-0.04327193669549993,-0.043379228457554285,0.010283617907806726,0.005280420125097431,-0.03283946378675542,-0.137863322638926,
IL1A,0.0032596798997392464,-0.05096807114297698,0.037051433520393695,-0.09199573972244032,0.023982590121167758,-0.12004701265893221,0.04199832408560968,-0.11198216778311686,-0.12810768497384195,-0.06773253802303415,-0.08776898900352165,-0.04431037109557206,0.020449342228163792,0.05736353547646467,0.05886747686273345,-0.000469218398244755,0.05221147225236677
HLA-G,-0.021987214396942015,-0.03252679901923901,,,0.0015920856201347856,,0.05291624444518784,,,,,,-0.018383565285541987,-0.01935457038720984,,,
PGF,-0.03830227678748857,-0.046269406964185855,-0.017388247120647248,-0.04045438042076341,0.04538675050959458,-0.030575957731968785,-0.1000805832303115,-0.2595573606780332,-0.08283257800753388,0.03219703691000684,-0.0629021795199966,-0.10726957278747788,0.04178568350496301,0.016152609618014162,0.10098207868013317,0.11594000013133263,0.12011505281394795
LGALS8,-0.08616898440763708,0.027030512779000287,0.00858675692897539,-0.010955509910581801,0.07900813318036753,0.029909354511648487,0.04199852044110623,-0.05372621512272961,0.07731184668350471,0.051278880873402446,0.1858758298064531,0.06879160184460466,0.005654169939490818,-0.07964369773434206,0.10232870904379847,0.07618803140041532,0.09937685934965093
DKK3,0.2402080943134455,0.158232034095408,-0.06873563262466927,0.10859746102049746,0.030529839981037386,0.3458693973381333,0.3510012678148542,0.49613381238669396,0.12657191648382768,0.1080164722203731,0.3871346633052955,0.32858284673070537,0.030524336129009483,0.07594287740970003,0.0883713325909635,0.2926236266635237,0.24974977723343664
COL16A1,-0.06979651173368287,0.01394283039883351,-0.037995264926989916,0.15131966340571473,-0.01335585384115268,-0.11543013468394944,-0.10179153847491004,-0.17199916991891265,-0.02716506759414947,-0.027029553828845452,-0.009542021795240909,-0.2547157981669625,0.06565895934517284,-0.005485106869184758,-0.0041777568499999215,-0.016570195257436936,0.06991388281357046
TPH1,0.01835219875904119,-0.029626926876401737,,0.07276165496701505,0.0038235220596821475,-0.04500729652641935,0.001484624015041352,-0.06376858717245257,-0.08949639444340858,,,-0.038669470891738035,0.028932589207766177,-0.030939731892101658,,-0.021962566169845082,-0.06271278448709215
TNC,-0.15915545660160196,-0.016485959156591887,-0.003933927172736449,-0.10753018150175313,0.009357297394642288,-0.22873946907394815,-0.32909280474834884,-0.4884622730575581,-0.26053516447283015,-0.0135716901691394,-0.29519884965982024,-0.25019739288463155,-0.004798221197679812,0.0098995988933706,-0.09031019366409801,-0.03861979606875153,-0.0009837715755358382
TNFSF9,0.1985729010052043,0.06153066968104743,-0.00682101152067436,0.0789055928358496,0.02824691729974565,0.15174582663025662,0.06798391086542542,0.2900326968567677,-0.013513999609225951,-0.042479020328006156,0.04516010853678196,0.06198027484913766,0.01624925206445206,0.033310167489375486,0.0062345034965535255,0.031579575751471106,0.13791254970894554
C4A,,,-0.004950002169472727,,0.03182506186142171,,,,-0.005584604339255424,,-0.021301537882848505,-0.03399193388615938,0.0909279686991605,-0.02569285859947935,-0.06524537483429568,,
CNTN2,0.14114739868749646,0.09600984572581638,0.0008471018573946782,0.03778483084553176,-0.012396257891733051,0.12455071594931628,-0.14684315557938077,-0.1953560014172725,-0.02953638419874915,0.047824202889700206,-0.34879459593138656,-0.05070805635750215,0.03433926393763473,-0.001677557394204845,-0.04890983541113821,0.14364409331848568,-0.27425526410936435
F7,,0.1292925193715298,,,,,0.05928798536362037,0.0921102319598616,,,,,-0.020602603041403714,-0.02542471560399607,,0.017225233933413873,
LUM,0.023099432928986578,-0.015082479383757341,-0.021456558555987233,0.03880135834932883,0.012901558528247939,0.006614944137251687,-0.007627604296761923,-0.2923762362719656,-0.056782388540903804,-0.006664728942963025,-0.060219606779832346,-0.04313841153447219,0.09073054350232483,-0.01491642973928263,-0.00032986554692942285,0.10730865138328177,
BTC,,-0.05006510455141775,0.010282661881505428,,0.0015466164123623778,-0.03596126744795274,,,,-0.09361930777750195,-0.006042771760854686,,-0.014905258989262421,0.03559387808418925,,0.050491425914355674,
APOC1,0.16760528516425133,-0.03786914323635729,0.007377046448916218,0.24515200383607455,0.17565723760717408,0.3353791845878143,-0.33433080944673604,-0.5113447772470706,-0.005093492907261252,-0.11751491280605135,-0.41443503857354747,-0.17727157188414644,0.02679028531458678,0.04440720056792052,0.11845396941343134,-0.115536985242583,-0.2354499774923188
PKM,-0.16494713646209355,0.03013738878933328,-0.024763501694510266,-0.2004076960098558,-0.048463433717032704,-0.1647704721388859,0.12903401458559877,0.0010759474687230513,-0.09637745259316176,0.08489355128389019,0.32226374967270954,-0.14607395597952053,-0.04227352637358708,0.024051462465137317,0.06892496823759243,-0.02238450736172681,0.2418147337129453
TNF,0.20496705749388114,0.07671811529783712,0.016738530300065724,,0.011345088415080721,-0.020740769911924896,-0.07109715386083146,-0.06341172442812099,-0.10019490112014932,-0.03775612149031732,-0.1371503225380425,-0.03843140726441469,-0.014467024966478914,,,-0.04263723420706326,-0.11317769591836181
GNAS,0.2584138754086325,0.13365635073630952,0.04153167229633122,0.0015356766540980233,0.061435763962023854,0.34731759529249606,0.3507406853731922,0.5437399063090262,0.16934393441100948,0.11717061585993796,0.4185190624647274,-0.2365891779354712,-0.07370963279116308,-0.029373698962098817,0.016992805757400548,0.3346166064347037,0.2517760677244522
BMP8B,-0.02929574388082127,0.07034680251103088,-0.021597595669446554,0.019639661998504268,0.021947180026020814,-0.09350674040898732,-0.2075265233466321,-0.03555576939429827,-0.03633563552133264,-0.00931060505199038,-0.15284706626339403,-0.0529924335881126,0.05368226476716126,-0.02134571376761638,-0.020581420423280244,0.03448702200227473,0.07253710296742782
LIPH,-0.040800777679071726,0.02183649760909936,,-0.009023925151463545,0.014283122995907548,,,,-0.01595539424290201,,,,0.10192712856418967,-0.020869388033823537,,-0.05764028687440152,
CCL28,0.009122691442325252,-0.005086793043717245,,,,,-0.032365657550531966,,0.0645806251356421,0.003584430544280945,0.01892829389544593,-0.00848925948658259,,,,0.03527754398775758,
PTPN11,0.07262986338105447,0.1711904756608715,-0.07772354700885326,0.10686273733746599,-0.02352134229369515,0.010971017917953813,-0.014448056766046742,-0.13954779652882482,-0.019243940828462428,-0.00647090239230779,-0.10395779912540462,-0.03560335963588693,0.016232188851779114,0.05328869586372849,0.13493906992119997,0.1820120163598063,-0.01285133158335307
ADAM12,-0.035994004593541844,-0.03587671121518549,0.09117974993304893,0.06807874882183815,-0.029743501029775084,0.05170886587019611,-0.08287466994970905,-0.18433880582985754,-0.15975411481726706,0.09259422247497488,0.011405359322610567,-0.13505607130021588,0.02131383706792985,0.015640708170208493,0.028392722187027947,0.11936134550365374,
EPO,0.009713770208713272,0.044889564246940274,,,-0.0004354815838415227,-0.048295113509648116,,,-0.027238255872820416,,,-0.012753092506944185,-0.01595119630134695,-0.02432464084028107,,,
EDN3,0.01416074975334512,0.07792403447728011,0.024358515840276936,-0.044375744710516446,-0.0037783753983456157,0.1671048275394981,0.06346318095273677,0.007318817405134067,0.010428800392169852,-0.0016176426076086755,0.026756697161352958,0.07264225927493541,-0.010542318940339768,0.04145880287633341,,-0.08032422792023983,0.17295613538772786
CCL22,,,0.029257319135543185,,,,,,-0.04348725156053937,,,,-0.018053318605968652,-0.021343813420364916,-0.009246478407123605,,
CCL2,-0.15126625755281387,-0.07106638564702203,-0.06500635193999958,0.0023403450795006276,0.04117495004992708,-0.3482818972867003,-0.05432980841129598,-0.08245698405994804,-0.18934402012172163,-0.06155863179243085,-0.2850173986024341,-0.10590393542375591,0.0644475013941405,-0.0852322162043596,-0.05768008053102135,-0.08900020079692102,-0.1666555547990636
DSCAM,0.028551119571652406,0.057141618015254046,0.04029874263217444,0.1288884656827504,-0.03023778895744541,-0.04008965480407819,-0.09570717780569427,-0.0487057052592911,0.0014542537392841404,0.02604158422960931,0.1370163895500553,-0.07945969207641361,0.021020665274282722,-0.06212515362744674,-0.0617555135563679,0.021811420604427725,0.11603921912714665
GPHA2,,-0.020832294269715213,,,,,,,,,,,,,,,
ANG,-0.14494065850297075,0.018146111770948603,0.013950234718859192,-0.15855263083331775,0.007843128293868712,-0.08440645920884049,0.0172054748578091,-0.22566455888088813,-0.10808349426720716,-0.03129337116623914,-0.0864367335217221,-0.1484808290030955,0.040621984023628065,-0.03556328083170481,0.06804130689205978,-0.06920330284459401,
FBLN2,0.015161737644319497,0.04581008292233198,0.03239678300669001,0.11117536067109289,0.06045293568499089,0.16837794738910278,0.0855751483593979,-0.023919924100946625,0.059244086577142696,-0.010126812919586205,0.016443065484917484,0.06223324774914714,0.060332095159517145,-0.04089829601470871,0.048251994245869165,-0.06346441632973794,0.1376395291828141
VTN,-0.021974675631150537,-0.014681686434170619,,-0.04389005086481747,0.08038488082857459,0.016451859552885882,-0.025517886036054448,-0.021432815323208797,0.010977726446760306,0.06660754278505902,,-0.032132006877106524,0.0781804716385332,0.014627151637092899,,-0.04480927356975922,
VEGFA,-0.23505894081209144,0.015599287009520806,0.02239808210077689,-0.2768297258269837,-0.09624165592168722,-0.2661608150932582,-0.17533489004282338,-0.14504785995005134,-0.21832692801937056,-0.004294400278094152,0.10012198103678012,-0.3193361033568649,-0.0995243872093254,0.00014896959837356434,-0.057255189199885315,-0.20554576692977752,0.04352008143058121
F10,,,-0.05204860988609146,,,0.11680273031709115,-0.045403023493742395,-0.09468948811462281,0.06022098836435312,-0.03924799158837954,0.002371856898255924,,,-0.006459644629726624,0.08864249722766628,0.053584692738541904,
SERPINA1,-0.04220117918435999,0.05622127355652807,0.08353815535410483,0.1573280898180753,-0.0435680953908875,-0.13451359672937216,-0.10093896191383568,-0.32256936326221014,-0.002204120253187067,-0.03632367267937523,-0.2729571656555968,-0.05463921097898793,0.007753664032325749,-0.006135838064042079,0.025841011471491006,-0.13106566185640273,-0.030879530234671975
VWF,0.14317129918127275,-0.026742442637037147,-0.03697603019575168,0.0986137659818974,0.03335905064295328,0.1949949032162915,-0.047923293846089184,-0.3322069637122999,-0.09912895536747339,-0.033349938175060455,-0.01801273869671326,0.12376081535636865,0.06846835423373945,0.012138909835979235,0.03953212804190635,0.13001223172732307,-0.006799764982148505
GDNF,,-0.020258144883531257,,-0.05079796726869627,-0.004827422243907332,,-0.11339352552772404,,,,,-0.038669473559025995,-0.02948108751229748,-0.022577566776529612,,,0.04042052334566446
VASP,-0.07140678887565449,-0.03586758671112906,-0.03213819119634908,0.008187991702137333,0.0726645713908207,-0.13916596349694857,-0.09851336965129825,-0.1731039722369997,-0.016877349000425305,0.03149421920028666,-0.13412926491382915,-0.07437876079858508,0.005976268767538119,-0.03591997920595884,-0.005937608571993876,0.001945137240611695,0.11231993756701548
ADAM15,-0.031333118163741236,-0.0171732464054325,0.03233856286150268,0.05271685867327132,-0.02264891538198197,-0.09367809234953356,-0.14688897885485885,-0.2375852327783815,-0.03695340983212278,0.017412601781676893,-0.09240940289396002,-0.06616457730729725,0.024975763014956277,-0.011506577138999054,-0.006239325735880928,-0.010960606634630998,-0.047666525653485545
WNT2,0.1368551303333002,0.017244631565129204,,-0.009751950051725114,,0.13376127214493008,0.06617844545691998,0.28080387692752173,,0.12822454277188042,-0.012154841867984082,0.15171912221583594,-0.01978587548242384,-0.029207169377656796,,0.04792948686653234,
CALCB,-0.03629326911882976,,-0.014530639047419934,-0.001116233413904874,,-0.032199434158909544,-0.005723525729140421,0.14397559702467205,,,0.021113183345694373,,0.08218118035223737,0.001867642341278708,,-0.025676277603920907,
OLFM2,0.09495952494059855,0.05182955593523815,-0.01217615452630828,0.16127681781920902,-0.02922861207561888,0.1459238887315391,0.035904139989912785,0.30045472439903265,0.08893411190703542,-0.06579366208532923,0.14323385594467192,0.06491600506742312,0.009831021782980223,-0.0829160217022718,0.01263934310071798,0.11484593219540472,0.0825728505202962
MFAP2,0.09643639487008648,-0.07739980004561872,0.01764153228193353,,-0.010108689206420081,-0.04090145069377696,-0.09100351494758831,-0.2001752542544966,0.0015516535123550068,-0.029049838651311218,-0.07625298961732477,0.0008843679622368009,0.011474289867925173,0.011609403316983102,,-0.04415706280061291,
HLA-C,-0.15923749500949888,-0.007573013396801221,-0.0665467686135224,0.1233780577237933,0.04013161037742677,0.023600409195733068,-0.160003283988922,-0.47386596412323534,-0.021098745318453422,-0.1465119882303959,-0.3755223228293137,-0.27695870620529545,0.002073551538356911,-0.020215004643596532,0.041354890843774986,0.015876481986088032,-0.04038475479812031
THBS1,0.006750318846424059,-0.05761051491452337,0.02909937460455502,-0.05470518329436094,-0.00335919948857417,-0.15823764051823067,-0.09399829061448602,-0.08635013629466956,-0.218310461100379,0.05386111007656534,-0.12339167144807382,-0.014454721859632225,-0.021712835644750846,0.024936292321526582,0.06001403121171079,-0.010201885884285476,0.017065551298805857
HSPA4,0.013071886442281395,0.0472412063959798,-0.020187706987109394,0.1164943088632319,0.03330290207696732,-0.07271021018506689,-0.06354688043625482,-0.06603897001043658,-0.0626853310189905,0.0019056448636952433,0.11823936495109183,-0.05979713800867435,0.004377317012056845,-0.06067883987405547,-0.005374675541687573,0.08167982394591339,0.06522606893195071
LMAN1,-0.15877976760764248,0.012665748075900663,-0.0012144307451314922,-0.15431618957578433,-0.027154712426735395,-0.1551340431573501,-0.18347665474415176,-0.39488626448147757,-0.11284568534498454,-0.017120568613413982,-0.08196027531930372,-0.1303739725618045,-0.04969022311406233,-0.07854271851172408,0.058720221951431006,-0.03909743461248177,-0.021857228763773728
LYPD3,,-0.04196499412685853,0.07389495037342242,-0.051585043496445375,-0.037516379067843296,0.0547957555457987,-0.016973159062789466,-0.07643416824880114,-0.007697486849829633,-0.00629939344006642,-0.021867164848845873,,-0.020545658343855723,0.002733159228062432,,-0.0673805871759611,
APOE,0.26621155085505716,-0.09531397478548677,0.004578094389597758,0.1863773108351311,0.027164023420963315,-0.12532342705521432,-0.24554028923133264,-0.37735849708114816,0.06505772774388681,-0.10740821439808869,-0.39507114414498407,0.13822555958814053,0.010795047739624584,0.13505788749650266,0.10751972968054327,0.11224251699135178,-0.19685146159929845
