,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
VEGFD,,-0.04649354577153004,0.05597435088594449,-0.027771894517917627,,0.022391122154588553,0.02302204582057467,,0.04268250475041629,0.002442442620712531,0.05550588290884508,0.026779487357203764,0.03892243916308413,,,-0.021606666061272786,0.09454775809341524,,,,
TNFSF13,,,0.07930916780952874,,,0.017601011511223754,,-0.020762120142994285,,,,,,,-0.031113782018414676,-0.022177854361014267,0.0373753189553993,-0.025692864184604335,,0.014768888489532265,
WNT5A,-0.019827123772482087,0.04318263125142966,0.005315036010694111,-0.011628380246541285,0.17524660035238943,-0.07213305640820782,0.09094425907124472,0.14338097713294493,0.08048641480816798,-0.0012235045306282445,-0.014073121885169135,0.01217184214196042,-0.029771788347523257,0.06682145751113876,0.031184639651580675,-0.027358824906294727,0.04985482680098284,0.042334709033179076,-0.0017408985675730754,-0.0062098781573003085,-0.010439677496930736
CXCL8,,-0.06310273411806035,0.009854364251607375,0.025794957252802033,-0.14743921295027,0.08008030890997327,-0.0641564183674154,0.044929986646115416,0.0407978138513352,0.0005773344929922844,0.12641219404648102,0.02204202868901099,0.06616033682227875,0.055005531005354116,0.07287952397262319,-0.033977886269068246,-0.0008986511250772709,0.029440435889402105,0.05051729222707304,0.022784558748163205,-0.03433206510125749
GRN,-0.003388041341540443,-0.012589234246023448,0.049141354467425874,0.01129106698514134,0.04050844634097143,-0.013607499643085953,0.03637685701752081,0.05435618470289614,0.10463503749842477,-0.007069577248035443,0.10111615513758768,-0.06743632230650068,0.03986088028109495,0.08997277228426509,0.018189652796976007,0.04915076244288519,0.05930628195554127,-0.08875141329208776,-0.0006023749526767272,-0.036982915864947175,-0.04370672445017008
MIA,0.07871131110051507,0.006969512419804285,0.046223251566897494,-0.024698380817238973,-0.007415049583053741,0.041688054889165015,0.0026050025494395285,0.05402300657486283,0.008517971090053542,0.04885818197414336,,0.06396558060676605,0.04448589507403053,0.006381360646719042,-0.021089729190899315,0.03988788418716248,0.13291083384520122,-0.010829668281271113,,0.008434668614849492,
COL4A4,0.1149528362093028,-0.01870708045330913,-0.0314675389930467,-0.04153532020746147,-0.05577995761625604,-0.060586549330782405,0.056693853670649906,-0.0013715966715514346,0.007366294012517726,-0.004451045681316516,,0.02685265979438633,0.13325420059553353,0.029333856147197957,0.05056414015144989,-0.010169247821369612,0.017422922090556937,-0.021209485123008277,,-0.04186643782357634,
TAC1,-0.02037041316735005,-0.006330765953828155,0.05898689278262594,0.003406456609198086,0.12618069439206697,-0.025797554704799334,-0.022448997014685237,-0.08895497012694449,-0.12408970774379259,-0.10358323620786503,-0.07519822861436776,-0.038429533350776576,,,,,,-0.039474760342069634,0.04752965704571432,0.0029415161638689643,0.05639540565383832
RARRES2,0.0049979198532031765,-0.022254826358745556,0.0016341380481062076,-0.00046110419685173093,-0.12878883441132763,0.016883850223196422,0.04355699101464355,0.053085719952669246,0.13434197508798873,-0.0197551523351429,-2.7193218830167527e-05,0.04128057979214764,0.030039789125694074,0.11497756898715725,0.06584412588231456,-0.027499847540508694,0.0083558709719161,0.0288480304425652,-0.04022061157256373,0.05186630763870836,0.031950083253406265
FGF7,-0.03863870334382955,0.07132504545284861,,-0.009635394738978979,0.16699161468643997,0.010693277366633155,0.008352384363347289,-0.04991808812548922,0.030271447155386627,0.004814769589590313,-0.016310310544658507,0.022881187317782842,0.010994666819686274,0.08288121675729959,0.055018266704175284,-0.014058356523140934,-0.028865838994237274,-0.059436477656629676,0.05777588034113801,0.07288711760914363,-0.024829264606593036
EFNA2,,,,,,,,,,,,,,,,-0.02053569010665942,,,,,
HBEGF,0.00331712156585777,0.0243416378429165,0.015398497302432809,0.0034500022637601723,-0.04535067680792736,0.026736740505939913,-0.023033344310052578,0.07408520063477791,0.06079206628160323,0.09275371439648579,0.11582925749498323,0.03902392617160025,0.08504640104761288,0.11184524971547677,0.056484616671413974,0.016944336877595414,0.004216636480769274,0.008590892841500022,0.1438921441757139,0.0011794338175985578,0.06370086502478493
CSF3,,0.0658627710837657,,,-0.03882737153733187,-0.024589488126211985,-0.019999353073979327,,-0.026292912075484957,,,,,,0.009092526095474162,-0.055063897841070915,,0.0962763969896348,-0.029785426443298103,0.0031277964574857407,
PI3,,-0.03701166772778239,-0.02068704506628606,,-0.0870603490301115,-0.01747074702689305,-0.055114969268952055,,-0.01608402750208369,,,,,,0.04599133916040343,0.027408040998592533,-0.023648202625985985,0.04831768977907727,,0.004953628407022406,
PCSK1N,-0.028426951281844817,-0.006210018257402974,0.029455180307743425,0.01100518815907131,0.04797431224582632,-0.08028409336067112,0.03336393848354568,-0.0617279341340923,-0.04969824608808394,0.07573582104147189,-0.10923892779916686,-0.04309990485711023,0.0607579736035606,-0.04577056702368081,0.0016194646144486906,0.003045532153689412,0.05066737876200372,0.023925805773822438,0.020522127739304518,0.023692918364448968,-0.03555846517381463
NTS,,,,,,,-0.02542686580789685,0.08100370964007854,-0.007541969031580115,0.04062821621942219,0.08662663921823752,,,,-0.03341041781478719,-0.025018841472099197,,0.017889364412919717,,0.0032353372560508047,
SFRP1,0.03247733884624666,0.05826170199874786,0.059409634978077615,0.010262843396245284,,-0.026592935597848064,0.011295108158544506,0.059673102456491704,0.00524950073822586,0.02005985571121919,0.0813914091494164,-0.0006646512231155558,-0.033480782206581204,-0.026639803461882786,0.03337244585197665,0.017110651445320365,-0.005511426375977801,0.018097272868989118,-0.0741759425443621,0.000130036147426625,0.051866575717091516
CXCL13,,,,-0.03932584840820071,0.03705753621389164,,-0.02152186975135524,,,,,,,,-0.04906735575470232,-0.00162063602793705,,-0.0373745009788834,,,
MICA,0.01082084943891605,0.01402612697071821,0.0314553076457841,-0.04278523216188165,-0.012261359265527936,0.016399067708888954,-0.04880209007671852,0.07113089947994776,0.06990763515451219,0.01955533554541014,-0.01468273845776371,-0.06038862814687028,0.07166147316530215,0.08237954905449525,0.028619443645821946,0.055237521453184744,0.035970503312270544,-0.01999544754696843,-0.04954855929353931,0.06086708544569263,-0.020264897419557955
TG,0.07288136731640522,0.0029776520991517787,0.023501992210271282,-0.026366122695972542,,-0.0073024321433828865,-0.015012204059832937,-0.027835573479106843,0.029639416499890908,0.029998369578612304,,-0.036048669930576226,0.06261690209833275,0.08512757500830745,0.0015156254722922314,0.00945052766298144,,-0.026996390933279654,,0.0414087623580105,
ADA,0.09666727382304807,-0.028190755369090912,0.03828252035028548,0.0669439845779729,0.015764432668193645,0.07652606953541215,-0.05794711325560354,0.027053071592882685,0.09531626043559936,-0.033416160411350405,0.0643574205153136,0.0006364173140596743,0.03935370035085019,0.02017098920136268,-0.031678742734805615,-0.026761751402315993,-0.03504760524363991,-0.08831276574099091,0.04793331460112377,0.04364215258058355,0.04737289960852286
LAMC3,0.003833583464002081,-0.023756360136132335,0.05429659344483085,-0.032322080315220075,0.11952245105608914,0.038331057592699766,-0.06030696664570451,0.0714407719566736,0.10755385187898221,0.0421216809198828,0.17777417366057613,-0.023991331879290936,0.0008210551808184923,0.013353490659756662,0.06749459643989023,0.03110544433293912,-0.025940825415773583,-0.030960507431937855,-0.058547756042918835,0.014297260187228145,-0.05740672592706377
CCL7,,,0.017079848442922492,,,-0.005916788283935499,0.023160445440183808,,,,,,,,-0.03273995707415757,,,,,0.05793834824344438,
NGF,,0.013668772262684986,-0.016949440465703416,,,0.10930450760511638,0.06512166693958642,0.0008030073140325029,,,-0.02921271754511978,,0.012792058808093133,-0.0029614443854635354,-0.03781202938891357,-0.02025965588267901,,-0.040997851724725344,,-0.034794763324687325,
TNFSF15,,-0.027941512040716848,,,,0.04564449909379059,0.050930960574303956,-0.009227026124511218,,,,,0.01987747787967089,0.046661225383351844,-0.017508882746401146,,,-0.02036935879868982,,0.1113046578472163,
HMGB1,0.08012224278818786,0.0066619377987334446,0.0219847727824885,-0.040182708463311796,0.1656760824655544,-0.08588892036108715,0.029623995339704515,0.08013580061538662,0.15791607656674136,-0.0794118833834197,0.06243168179290524,-0.0698518512109574,-0.1014676113915256,-0.0834613089905103,-0.020604804795070143,0.03496300767012856,-0.06299405862521197,-0.040423603081257864,-0.06566566777359581,0.03997147121856672,-0.010662220420521562
ITGB3BP,0.06940128692838023,0.023476863150907194,0.032609490438887556,-0.029596151184021254,0.06443944793961905,0.022697397877224926,0.0033477469100494698,0.16204546945420023,0.12113940347667215,-0.011123740239749933,-0.0034416924971858447,0.04861274900899263,-0.017483846067051313,0.11824023840299043,-0.015982655379394733,-0.0020476287132416347,0.04480373820755639,0.028172489872461175,-0.06342191184559631,0.07649026591221744,-0.01083799654499673
AANAT,,0.05304219962524201,0.021739976370176203,,,-0.02800612113876911,-0.016059673384015653,,-0.02371691822878544,0.024603219557247067,0.09357756375492031,-0.03219127851887018,,-0.049581357920274516,0.0030559032570156015,-0.027635476881551636,-0.018992496484622947,,,0.04036018064261884,
RELN,0.0037217075949913373,0.03827406931763872,0.0032370192571783913,-0.022415430472082755,0.10376813347768384,-0.012506786347239222,-0.005241661208743881,-0.08102296948300958,-0.05881685592097687,-0.010416802150015217,-0.0660641322723013,-0.03563852386359434,-0.0666334445934622,,,,0.004411016703331582,0.035457934095996305,-0.05400160657314496,,-0.01945327146665976
IL15,0.010822937345312006,-0.03981289220726442,0.06401703733935518,0.008209835693126834,,0.041796430969063644,0.0025630456574961677,-0.022949801351371195,0.038954441380218106,0.012556680792680075,0.019803125066732798,0.10036757380340408,-0.036827762291674115,0.06046172766854615,-0.043583055640020026,0.11178438054246068,0.017393324752678126,-0.01130869804892307,-0.0315026150099035,0.0004116090823864639,
UTS2,,,,,,,,,0.09412015980585658,,,,,,-0.02445903873614365,,,,,,
BSG,0.008483225261073002,0.0993722748041238,0.014353795484455756,0.026054519766915148,0.03311616434536969,0.03687044367990707,-0.009719764816150209,0.06369091134729409,0.010071778698597048,0.024052341745290664,-0.05937118134382863,0.07490655995006038,-0.026021538548830513,0.18072323044022043,0.018476135849919452,0.07958113351402007,0.06766075487045037,0.04703407273705549,-0.02807801771262157,0.10324714812354197,0.05701504647041147
ADAMTS3,-0.054744768657941624,0.09203240489858133,0.09787641971027448,-0.03916432365632197,,0.04718357200751681,0.07031398241866865,-0.005420085710842363,0.13922909565365227,0.02264561437941176,-0.04410113322712986,0.020746181053604103,,-0.05936862851806035,-0.00852429104864828,-0.01933470742832635,0.006654932846652169,0.054212274952026684,-0.036218792260094335,0.06118787965602599,
CD34,-0.027926575543312446,-0.023095669299835343,0.024624873703172515,0.029631877129663784,0.0923117966891599,0.027408876734875926,-0.05234358708185265,0.07301308358619621,0.08071889054230104,0.029028075245603756,0.08293574257598821,-0.05939677596608335,0.04367135225357988,0.08903212778046775,0.07412721119291728,0.0024510627529403055,0.029607088865337895,0.034748394602325046,-0.05292915318660911,-0.005546024397078533,0.013466245380800785
CCL23,,,,,,,,,0.1313393196182534,,,,,,,,,,,,
PLAT,0.07000738168177713,0.020061353106411047,0.08803088509087857,-0.03213548964195991,0.0650989107709732,-0.07998592148190455,0.020505149336724225,0.07868025874921093,0.1417511735889044,0.05916942759139415,0.04425650094053158,0.00016928306823792418,-0.04779084659668525,0.02876820134401921,0.00974989978919479,0.04752902768438977,0.06080967914943945,-0.03841714247643294,0.08824897797457831,0.016406728000100304,-0.018668804428116487
NTF3,,,,,,,,,,,,,,,-0.021144462518377528,0.006851239459546509,,0.006885275228554914,,,
LTA,,,,-0.019389729505725196,,0.014345353678503672,,,,0.02677977272018207,,-0.005523820044349067,,,,,,,,-0.04176996396778045,
CKLF,0.04389229154386036,0.05586416202752909,0.021389030089756882,0.046053185529464774,-0.007042410007152881,-0.04770143428739734,0.015827355210105677,0.13701558697865074,0.13412661793027564,0.008549449968171892,-0.007310600452449854,0.08668729398764101,0.018901991335289886,-0.030657383198600424,-0.016005906838588255,0.006853488847582918,-0.010486496504832995,0.03530922122607101,-0.01022744881669313,0.07331313392622091,-0.05351928242594603
CD24,0.06430039263924021,-0.061116101323824515,0.031260292435267685,0.01326833916390406,0.03138823894575008,0.012568389096719682,0.07702781385929612,0.07827240997284562,0.11415393144858606,0.032227992398284507,-0.01152644893011153,0.024865400214795438,-0.042519841092904034,0.18476737146197872,-0.08139561195081724,-0.009109166538170208,0.002092167148707323,0.04030421995488276,-0.005813601892919472,0.061906387917242414,-0.01687358220168416
HSP90AA1,0.09270437693523452,0.016582836770197572,0.004879313981258717,0.024968674592157056,-0.13049652521150076,-0.000973818868618158,-0.08344929582681786,-0.11288452592263667,-0.1597696730596599,0.1014534593665005,-0.10961442821304274,-0.06655077157943812,-0.058014339218164776,-0.10766178758325025,-0.00023289139137222439,0.007283923224497142,-0.011911118339132278,-0.08190477300269784,0.04036113882060857,-0.03967027081352386,-0.04045500178681967
BMP4,0.13053677160460606,-0.034994316826545004,-0.06276142488570907,0.02645801174968746,0.05370665963015244,0.00231330500393172,0.031005126432287224,0.09140371221712268,0.03519547878925863,-0.005532664821785245,0.007482477566665208,-0.011868539879058072,-0.04004335739833216,0.03643361265600609,-0.012303078190822969,0.03590535378377849,0.022339259734833684,0.038606667917007696,,-0.027413019786211298,
SCGB3A1,,,-0.03049857620466099,,-0.03247440859456453,,0.006510252303087777,-0.004491018671138424,,,-0.0483447670400025,0.011038030480309755,-0.008340319694238868,,-0.04983159874477776,-0.017443555358488794,,-0.023501723478426672,,0.05323193690129529,
IGFBP4,0.008004231698199003,-0.0003126584796251703,0.051264006119003405,-0.019847268219765398,0.1406126635139534,0.03041877115365832,-0.01292970725953193,0.0667478236292738,0.12950281856015178,0.07162687269125037,0.08544854105485376,0.05184368580796563,0.1248109276286653,0.03897211294372152,0.03681897186846068,0.011666554147052068,0.002862014530375293,-0.028081057990066736,-0.026275652523870305,-0.0007490952159719938,0.014678067685241103
RSPO4,,0.04533188665637585,,-0.020627609579286582,,0.033303381194181976,0.057172409650566074,,,-0.004518841298812728,,0.0011677560130929766,-0.007250493873871602,,,,,0.07624495179382325,,0.06404736136070135,
LEFTY2,0.05829447316096944,0.11106818269822728,0.04227299003714489,0.04665875927895615,0.09014996489703593,-0.0018904478848638607,0.012214153574123246,0.08798250598006165,0.160864909909878,0.06520578789254136,-0.02921271754511978,-0.0368568080355149,,-0.03853610075469067,-0.027792516048602344,-0.0065665678555405825,0.01671655057887053,-0.03874144701310118,-0.04877724788193488,0.03949083434465895,
PF4,,,-0.03163737707474313,0.0743346698083431,,0.04289638488240689,,,,,,,,,,-0.01882238173481244,,,,0.04640831440402137,
ANGPTL2,0.03495577207054404,0.03582809156820744,0.01567891064871626,-0.06113441338924279,0.15759355463227262,-0.04882076393380781,0.007703673679561819,0.17451155071371496,0.2000432996680781,0.012767696312722164,0.042746023007067806,0.04479286682911977,0.06836165021867277,0.005534788722117938,0.006715627344832588,-0.014720870351215186,-0.02413382839691172,0.04457155940306747,-0.025005381220432884,0.03797634575996781,0.007685083347456398
LRIG2,0.016570158325955323,0.023170648426074456,0.002705619743584159,0.04869692633747258,0.056319768571379304,-0.0016294537656797565,0.052549195218932726,0.0569083439821213,0.05300630076630733,0.012795419712850496,0.0227957862858909,0.00640769684205078,0.011095944248731704,0.033492224808170275,0.03536048275740116,0.02739393539968009,-0.016110389783154405,0.05718054799638797,-0.08102819831955031,0.05767341557162727,-0.0655287624232565
ICOSLG,0.046833951214159446,-0.007670521127899315,0.021863567015717518,-0.02031137425286451,-0.034905904716622596,0.0823110839090135,0.024426876275692958,0.01657727998456096,0.0485854318236661,0.012130555689026714,0.04667841188160441,-0.042409345301509714,0.09602901989047102,-0.04032546297258022,0.017276639869793626,0.012913195555514614,-0.060363500342725945,-0.032970472448490364,0.02654184869755751,0.0840804218120466,-0.06429488403597101
WIF1,,0.006897965550666711,0.0012332035247809541,,-0.04792929151577266,,-0.02543014465883906,-0.06865681926517123,-0.0672948928350312,-0.027312137566950574,-0.06691805001555257,-0.002870419667359271,,,,,,-0.026482115538614886,0.0339042550369638,,0.027605455516616414
NPPC,-0.015263923936521704,-0.029916670958870652,0.047886326401534896,,0.01564519380015434,-0.028983360983800624,-0.05875849162373205,-0.04976281901735579,-0.03351982793145778,-0.031005309029010417,0.008157895846731456,0.0547116048006727,0.010030911913348504,-0.045951813826388306,-0.04887485179592248,-0.023896974350673884,-0.03266198283458737,-0.04812620022037075,-0.05471802736261905,,-0.04157845674387234
LYZ,0.002297262100439113,-0.07480950103717332,0.05739021939780973,0.014175926625911292,-0.030882328433997873,-0.012353667106075756,-0.017926703356472708,0.049420297300314275,0.04229953266656924,-0.05184541208076641,0.10299635133515501,0.025682312866366668,-0.020569665188336323,0.05177823801506171,0.035759040225434906,0.04482228649148137,0.012004641276673842,0.003297036563145039,-0.06415981248996054,-0.0044805572337781015,-0.0631367619289544
EREG,,,,,0.009739811913680918,,0.029838927148787164,,,,0.02573694244026176,,,,-0.020402240154466244,0.04793052393894552,,0.03202853127530524,,-0.020708987947676435,
SPTAN1,0.0023322763860051136,0.030044666301268563,0.041596057233661325,0.035960883617920936,0.11424386457531698,-0.10785945971904078,-0.018104520808536955,-0.042456757111809594,-0.04861714067601829,-0.0331234623968825,-0.0692299449756991,-0.027553729126701135,0.01602257887760631,0.08081905406445342,0.008562882597144562,0.0031862527175603983,0.05135195999498188,0.05649328051057293,-0.017001301526135718,0.007466737744439025,0.027889781881548295
PTH2,,,,,,,,,,,,,,,,,,0.028575541832354456,,,
LIPC,0.09505338708482394,0.01753630665985077,0.06720802326793993,-0.026545522093324905,,-0.029169815262397862,-0.017980886943871968,0.009012303228194941,0.02388503689726613,0.06937391089084467,-0.03232466460366356,0.057567087792882936,-0.026716946459173406,-0.025776519637687456,,,-0.00021447163840205123,,,-0.03593389864128321,
COL8A1,-0.006430894942879506,0.00013284925199177113,-0.007491587969941732,0.009725594784074374,-0.02038241866949854,-0.007947520206378435,0.002960733067094197,0.08125907008564043,0.06530359488371879,0.03378083590736576,0.06962716069419177,0.06504694418611115,-0.031578246831313835,0.0043466460538828635,0.015224267727931054,0.05430732956024639,0.05940453508716022,-0.004024005773642096,-0.06794307587612525,-0.007454813839542825,
GSTM2,-0.021049513825064845,0.018539417087838742,0.010166467773465762,0.015475337502715597,-0.054394008622350436,0.015268713051732677,-0.010498748916357166,-0.019407147293265405,0.10340688466801168,0.051483625964627765,-0.03596818125443246,0.009214531405788866,-0.0018930970858602543,0.04981028769663596,-0.042715648352644665,0.03244293518836701,0.013662265790632098,0.007098474855739882,-0.056481080060220665,0.015355414840100333,
SPX,0.008403331350928531,0.08808127190494588,-0.012993513443540359,-0.02533828202027925,,-0.02273100508976256,-0.011096430563208914,-0.012133868763629256,-0.06260411103929824,-0.06632092301088038,-0.07420960726292712,-0.06181299388354336,,-0.08502171350552727,0.008207998728893705,-0.023370392774008673,-0.05246999162681491,-0.02776850678560087,0.03631356536616189,-0.00968326705363079,-0.012212261632902137
MFGE8,0.013102868969826736,0.050162108570135255,0.0009339472648284867,0.02193311117720909,-0.0852165958485882,0.037890565698269194,-0.07417320819545908,0.1386157074906022,0.05580044243694191,0.0039636884131734225,-0.04163654119498357,0.03644586623756618,0.09234124898415867,0.08440834585592887,-0.016211760562275208,0.07707502722324276,0.06654942228092549,-0.018417198297059567,0.0917055646639595,-0.004157018273203874,-0.021808947227884245
TGFA,0.06179791891271138,0.045174919611677494,0.05654175132313549,0.0009536006865266507,0.019763149287291736,0.0376638806056103,0.06379595506555183,0.1274593877781812,0.04805647239085586,0.06204796837102902,-0.016035646128658224,-0.00991316820453075,0.09781139713337203,0.03293557673208845,-0.02820459760398264,0.050964462576865835,-0.004714439117573378,-0.012676231225387748,0.08561968943557768,0.032624635871582514,-0.043699030054604626
SLIT2,-0.024279000512333386,-0.0015729664288265065,-0.03179468321104281,0.020970112021868353,0.10928325460862011,0.0028632713279668704,-0.04980688246627979,-0.006145540944575147,-0.05593414109950369,-0.05962293030068117,-0.026354433348861707,-0.028943304008080407,0.136654412661145,-0.04573164003235579,0.025147499611574857,0.0025968629639357577,-0.02780994622156799,0.01694166458627001,-0.012263454808025556,0.027394723694192977,0.016294805049286792
PLTP,0.01972305706160994,-0.004208557469778033,0.016587159907965162,0.0021264104236348256,0.09346319327988913,0.003522459915482561,0.0009301849157634014,0.10292095986257081,0.10907740284568197,0.012590590222729734,0.15313321856749496,0.07809493337735338,-0.03999111882199225,0.10129679344573783,0.07125101213883678,0.051349376537857,0.040875309917888604,-0.06262055705510519,0.030122323623264016,0.0018384939920657905,-0.009428173692826206
APOD,0.035348115233702196,-0.04040745195778654,-0.027849743677302762,0.018466528016726973,0.15175829337219687,-0.05952833096099435,0.03201314921878413,-0.09168791607854,0.053860387401738166,0.061557243992546376,0.1597107920314175,-0.13057755649013905,-0.023486184412068112,-0.2586922220523624,0.01158514759791667,-0.013815124452560407,-0.06447586778153792,-0.03185584114568281,-0.021655556157252617,-0.07209195772226286,-0.008926186144888618
B2M,0.10680085786857701,-0.07584255520810941,-0.015425149487805604,-0.021991339759936446,0.08412897424938069,-0.025087551191569638,-0.03948858506312357,0.054832005986857106,0.12724929462325968,0.0725281076744449,0.1379793929373284,0.02972973787840106,0.11445813302819685,-0.04619484355625911,0.035688699825274145,0.05202434441102353,0.04247136781640752,-0.08744330501165484,-0.09119199849171115,-0.06051145057826728,0.048042561070208815
OMG,0.032270855396489447,0.07239888142844232,0.02542894864304654,0.022526265110226183,0.141738225558927,-0.024564226370034716,0.023341475293565728,-0.01968888376583675,-0.058144137577393715,-0.013858184073534388,0.023075491380008653,-0.061025149384472524,-0.09097197279413416,-0.15525966523646106,-0.02545673327373815,-0.02921327458382369,-0.04159369296889148,-0.060896346182283415,-0.07012646373742316,0.07270470769037161,0.11773484772804442
CXCL3,-0.01899825186287734,-0.04273642057466988,-0.018210227542302792,0.001304758459499958,-0.03578760894510745,0.021287883944202918,-0.0002536394809577502,,-0.031139179904455402,0.036297412074714756,-0.01546816253951781,-0.021501673693549272,,,0.06971108403615768,0.008254670633298966,0.08271769201201011,-0.031133819564514796,0.025166328890478623,0.02875608750009475,
CXCL10,-0.016879046946347308,0.051370159757350764,-0.02485541819340299,-0.008468274891762108,,0.026551048636670842,-0.02518109018962701,0.029340198423501787,0.1075438556613918,0.08723554373074066,-0.05148790583634112,-0.034168761583461646,0.09276998581245888,-0.008934136168229773,0.020062877206744503,-0.02524627044875423,-0.03266197928313446,-0.0006629780706327207,,-0.044687408645619854,
