,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
ADM,0.07684585803819473,0.057745697888296615,-0.006603905913492434,-0.036435085146128164,0.019635064997666454,0.006543819694082921,-0.05298609371451227,-0.0007240409241422663,-0.059264522451588045,-0.034697636346717305,0.02693731584717651,-0.01909898511258705,0.06611799504665773,-0.001055589541875045,-0.018182259498606516,-0.008102857862710196,0.04257248903830292
CCL15,,0.004350918918457844,,,,,,,,0.015838318744320262,,,-0.029835946952250406,,,-0.012987274744624565,
GNAI2,0.035157621249656754,0.003293603524413094,0.0331695002878134,-0.03397047147210366,-0.014147794273533578,0.012437175278920857,-0.06111449983190255,0.09748562084704294,0.041284656864878984,0.004176554295093886,0.0921127985763473,0.07613218515985304,-0.024000821626549578,-0.0019576474176456154,-0.0016203435014306722,0.019439289602913083,0.11516924300870349
HDC,,,,,,,,0.02619957744338716,,-0.017973444124643367,,,,,,0.1225589464592701,-0.030176608473231874
COL11A1,,0.01637771467933765,0.044025137186151024,0.04343228809484666,0.03343369706218998,0.016864472397581213,-0.04071246977561708,-0.04343171924328938,-0.03238780929905661,0.01408916520601103,-0.036486581722226,0.011804059971138516,-0.05274646534706873,0.07396799802424212,-0.05569303727482691,-0.005071619977197521,0.10757024543907365
NUCB2,-0.01074392591674734,0.008305336390720302,0.005913961037207859,0.021059132698225024,0.016723073154041618,-0.0025285774661204592,-0.03056520488708482,0.0010631048987219038,-0.0036159848755456985,0.011016611784226495,-0.06454983984226403,0.0310396083551583,-0.03242605158737879,0.010766338760709943,-0.034369403901207365,0.004685026629910971,0.09148879735522084
FGF16,,,,,,,,,,,,,,,,,-0.02973512471578769
CXCL1,0.028404256457230555,0.006877322872196988,0.06543224106334947,-0.01783894274933158,-0.00264406098406954,-0.04026972031091371,,0.03975145152542182,-0.027631549647052205,0.028469357954905794,-0.013789564101018283,-0.02139821926117344,-0.0080765759654152,-0.042015500779141624,-0.025242115666348416,-0.01829040528746111,0.0001119573709018738
VCAN,0.09955504191651725,0.013786564975565551,-0.018137924226282368,0.0261093165595968,-0.0074093692578562605,0.06282600236248002,-0.032442438679704436,0.013281194781245363,0.035417989480389156,0.005646722970037829,-0.026376802774495965,0.01651763430389234,-0.14678519682184496,0.008487255258269133,-0.04404695812466338,-0.02440593812096487,0.09410821921017413
MMP7,0.1557817233640736,0.07268266489844821,,,-0.023679626487697576,,-0.017740140891486397,0.004764021127572265,0.0020157408019270038,-0.02595439335706777,-0.01768924627906542,0.17518418748683004,-0.055766789951073474,0.028549736596812987,-0.030246572153369365,-0.0019573970255617953,0.1166422484989117
PTPN6,0.008576829356633436,-0.05897664002005575,-0.04731408079375874,0.08203211164885243,-0.014477659726662281,-0.01798397989439699,-0.007248469833818872,0.11082563025316226,0.008715348960225602,-0.018416994808217593,0.040744704292386774,0.035049800753965576,-0.02793683497477922,0.0017715391129719306,0.030318102320776134,-0.005374704186941184,-0.007694320913899047
PTGS2,0.09218681807961834,0.03391249471855436,-0.014123135727371212,-0.008357192069737576,0.030519480259463855,-0.019148140181183333,0.0056314277245172175,-0.06898555876702515,0.0009769435694017528,0.0356091589896713,-0.06594813643070538,0.055709439070049785,-0.04143270242604708,-0.02194707038601473,-0.07454471086315934,0.0434317164969197,-0.0034584018038862296
XCL1,,-0.00758555676786178,,,-0.012959456505579371,-0.01856109991002295,,,-0.025670848308952023,,0.06903520415763557,,,,,,0.014925484509447681
CD58,0.051424677413200504,-0.033614096809685,-0.018137188759196593,0.03038322233267671,0.006386529558205308,0.0010980247310663778,-0.025075287635347828,0.045275108379717315,0.013192446223364294,-0.007665993323675192,-0.043513863653548736,0.012447483369396396,0.09099116801731236,-0.026933200693551977,0.055646607295751715,0.015781474626831733,0.05692726916581238
TNFSF14,0.010399449635581362,-0.03086256271770658,0.0033321331358829825,-0.025117036479033412,-0.019556244984237227,0.014232509672359719,,-0.014757479016811837,-0.019951998607529584,-0.013122906643950771,0.08320338486956744,,-0.038026953395980535,0.0023619975498456215,0.012501152920736709,0.011149406408635818,0.09984825333665034
CNTN4,-0.03651897783671667,0.03860876908718465,-0.012920165064382618,0.07862585958952291,0.03846099569473548,-0.007692798323024774,0.023740379960179605,-0.03345400711641342,0.06906847565938165,0.053174979731457794,-0.04978793788673344,0.006811129276074147,-0.035481083964632024,-0.02802044173051017,-0.02257765954665146,-0.022098655627574498,0.11489237160988887
NTF4,,,,,-0.016393144954640435,,,,,,,,,,,,
INSL3,,0.07358407579425823,,,-0.011910871042115958,,,,0.042956049488434345,,,,,-0.032035022431994825,-0.02168953916259593,-0.01778252497317147,
BTLA,,,,,0.05995850515456165,-0.019350564553364244,,,,-0.016758400621069747,,,,,,-0.017194812511087426,
MFNG,0.07664890878462034,0.0650956785229074,-0.013153686624389893,-0.00423300650201206,0.009684121550395138,0.04270831215734338,-0.02549544347754891,0.05024175269161037,-0.008873488282005081,-0.013956302650192256,-0.037602816348180655,0.015416954735500839,-0.0003351388237889304,0.02992323221906142,0.009351490599262009,-0.0010899481137550213,0.01267049359888919
ICAM1,0.02956339834472715,0.05545937650833593,0.002515317815878014,-0.07090799009530138,-0.0008449439145378533,-0.007214164131922824,-0.008767924308616034,0.07937645175563689,-0.0013887239396999406,-0.035262689999643326,0.033128028562708516,-0.023987910879845628,0.021501498555285988,0.03387074590935971,-0.051090992500336316,-0.0025962212569148246,0.07891112280726233
PROS1,0.10810262549729163,0.08224239794001648,0.010537967032986876,0.05678409676303255,-0.038492401731071706,-0.017877979264538095,-0.03914015416738278,0.07157027256065712,0.02999896105734663,0.03060889194152051,0.10020911748724926,0.05693248279862515,-0.05248608285790343,0.044640385713529,-0.03974713000044844,0.0018134745748803836,0.0852956864552036
CLCF1,0.15893530310739792,0.06834967174120783,0.015974990655076318,0.09624808460666685,0.03441724776322057,0.014183732258931197,-0.016491232496456936,0.0014533418928315287,-0.0046552203289331705,0.003580951516352256,0.07608747479276402,0.059654864199952896,-0.023386192328869165,0.016985027667933545,0.06829421587156075,0.008455394904827098,0.1383285229899936
PSAP,-0.036243489914009934,0.06921287226336549,0.02342763291030271,-0.014479438241502945,-0.013962309264100583,-0.024424405010527322,0.018493267441025592,-0.011980450877844964,0.052454799362848366,-0.026310414535420427,0.08926008420176694,0.044325672868265956,-0.007085966965563449,0.01802871513814797,0.026795442779449632,-0.005155032155781321,0.0013727111333690389
EFEMP1,0.1457475201843791,0.09848668653047958,0.015011597168231795,0.04225715431460714,-0.0068470052375803146,0.015154105178995528,0.023409196071005858,0.06045081262777577,0.07572025851271517,-0.0015013282237191694,0.06901294800128849,0.07055623768710693,-0.02032917031479366,0.09049465744354991,-0.00030491297731153596,-0.02045057497991389,0.2071831121769636
C1QTNF1,0.025389580517065243,0.1140384426365394,0.04409658359825738,-0.04284298754720504,0.022564717656921387,-0.0033130211652172823,-0.0063986329258092275,0.07559950994171424,-0.023646481747594213,0.0009357519604385259,0.014711319764716681,-0.025942527766387148,-0.03604166028935582,0.05929400283584513,-0.0264201903780241,-0.010588384698637838,0.12702204975712508
ALB,-0.03124520033827775,-0.03378821643555009,0.09882313373058067,,-0.007790987521742856,0.01700055149546086,0.02586857494494359,0.08819919232219732,-0.01967578059138367,-0.014904850293593109,-0.02691230599598818,-0.004317865479115314,-0.04043612593452946,-0.04748675094212591,0.021601994335029528,-0.020107777517261605,0.028359453529556156
CCL13,,,,,,,,,,,,,,-0.02138302443021648,-0.024329325172418287,,
EFNA3,-0.07984475996000741,0.018252039398437555,0.025827258089583627,0.003997911585384631,-0.048936614998380076,-0.007182552052969045,0.001675155742213342,-0.05373905706310844,0.01559080333713355,-0.03153419308367113,-0.0724054228167483,-0.03959325210467223,-0.014634325731529738,-0.04736987083150424,0.026551060283283853,0.05067409817176963,0.025180403344452502
DRAXIN,-0.036518559747619,-0.04895530755259605,0.01694268978026665,0.0038836448417317215,0.014377187700352874,-0.03748187649846293,0.0022257516026645994,0.12792156760313989,-0.017840591806583032,0.08232735821149532,0.02038098469468718,0.026973312773525583,-0.021186602883518525,0.04201111949757464,-0.04460697493318862,0.019292554821606755,0.06198292999488567
RAET1L,,-0.0049228684117335105,,,,,,,,-0.014334209777908008,,,,,0.01721110112243922,,
NPTX2,0.018169041070506608,-0.0009952440804433102,-0.0002642079992984015,0.0491345193425808,0.002322649962923067,-0.04889224376159256,0.026174868488288195,-0.09833990378357951,0.0215672454503417,-0.04696086221437529,0.12860466924418235,-0.012107127983600873,0.044040033571384654,0.0013732756624934453,-0.013683411828493506,0.03574195416018627,0.0015260525745294292
FGF11,0.07617597074498954,0.0018318947792481694,0.028968752559719195,0.017137475121730576,-0.045597538111137,-0.017315785364760975,-0.017508078146405356,0.05927439735515778,-0.02823649657356008,-0.01688259930645918,-0.0016318595230001326,-0.05173471198542691,-0.0810976531266871,0.013825472837274325,0.012516885627923273,-0.002176554935122083,0.09588990243067647
CD59,-0.027814233690213096,-0.007153718411666438,0.019650474915517142,0.03567532363061151,-0.015853441198327014,-0.03183218777916548,0.026205125745264124,-0.058825165585297975,0.04579262090447477,-0.03233912614024468,-0.007766609903834747,0.04479909134950326,-0.0008774415023004822,0.0402419601399094,0.0027736312383512558,0.02301267900356745,0.11406941948804883
COL9A2,0.028730671723759257,-0.00608791853112175,0.01706384204828082,0.06011961856413709,0.04095959305889881,0.009078738404655074,0.027308541461092937,0.025275746758766437,-0.0016566717226841818,-0.00808660624829529,0.04453663305698455,-0.020658832485864757,-0.08213419754346407,-0.03682425887236354,0.039244769547944,-0.020258199552738557,0.052475447479239816
DLL3,-0.01563072994293888,-0.04713982429053076,0.033492575290190334,-0.009792835421743468,-0.0060127740088021485,0.060908332917547596,-0.021696756238132307,0.04846362508258865,0.06551027592771304,-0.000679206641395658,-0.001951788373282882,-0.031675752496810754,-0.00109545057634806,-0.06425868743161703,0.021712512074308656,0.026102321481047953,0.02944611021864183
FGF5,,,,,,,,-0.005695312636742369,,,-0.017012675752997624,,,,,-0.04555606235299296,-0.051007504565684265
LIN7C,0.08278250497910537,0.020447472921400894,0.030695306430518206,-0.004677843493064557,0.03953444643757715,0.03355653476861589,-0.0013330440564569893,0.03708627656360999,-0.024147977222329118,-0.006410711360267194,0.060198046300925886,0.012597778836423715,0.006196120624778495,0.019317499236709546,0.05215266589326145,0.008281606577859058,0.012962361090616187
GDF7,-0.022075317595473667,-0.009453781262167971,-0.01386425649786966,,0.019583167495782632,,-0.02423979004057699,-0.00263865790713197,-0.004376929623092027,-0.013122906133994595,0.0037374967649770417,,,,-0.017632329332021822,-0.025365921290446947,-0.02256710634888163
PSPN,-0.0195577059372457,0.03369871382275005,0.0006381683563213118,0.048017327487138044,0.023467041437892647,0.017608241241789654,-0.03175220743556252,0.04217968209460634,0.005280411685482325,-0.01778281015162555,-0.002168039195626277,-0.022959140704729635,0.011703251510490495,-0.021964301625643716,0.03367968893610846,0.04366514648119829,-0.022190069031386775
ANGPT1,0.02705345699708233,0.02740954874502511,-0.018182661867778397,0.12281778471850124,-0.04179881742554453,-0.05273311932888154,-0.02920907182836665,0.0517639711185489,-0.004447433070654589,0.05738308552489314,0.04874129586127529,-0.02499761731096526,-0.04902761226453882,0.02322048195482881,-0.02277838099961287,0.10332615089538866,-0.03752673647613015
PNOC,0.012760129887901988,-0.046128750092821046,-0.029013567954225584,-0.017469818414766275,0.0015584978025565694,-0.03935810057557671,0.0006023489260470505,-0.04114468061437141,0.011149891509561766,-0.044536499639363916,-0.046981934686623386,-0.019899011176584075,,,-0.020903846584057157,-0.018353216593559683,0.001478682457485171
L1CAM,-0.031295661996189106,-0.008929786683296944,0.004282671438207265,0.006505593968375498,-0.026902732978167303,0.0020697339101419265,0.05050979767671328,-0.07775311289804311,-0.00854706071308276,-0.0063212560640101435,0.047832269121352,-0.031334054470750904,0.021161127681098756,0.039149662087453733,-0.03792803463176953,0.01446236522411535,-0.01545792315743813
APOA1,-0.047422155133546,-0.0007053492105365585,0.08270560806567517,-0.02993542715412507,-0.01854921370347609,-0.02435593112753656,0.0107083335118025,0.058017127349515564,-0.02346835573965458,-0.008089205746312202,-0.019342720460274812,-0.021313507303811097,-0.017529656719242764,0.06226847019831105,0.0597008101192772,0.00882786862714593,0.08350885472550462
PSEN1,0.009676115181999104,0.0362452384534324,-0.00444378417195903,0.03608777200674251,-0.0022636595132282953,-0.005633611542521086,-0.01643057567552937,0.024562461877750595,-0.03420081327007713,0.013373981143477393,0.06994242233406653,0.009448628235927552,-0.02177738032506959,0.00436826843138771,-0.008583343806465695,0.011401961943746878,0.06956748490563518
CALM2,-0.028225621686430922,-0.015533236027340601,-0.0035609115745726568,-0.04401574290753596,-0.019083727837555617,0.02256102827046058,0.06346273037041779,-0.06353284322069704,-0.023474256744446857,-0.02895349055486434,-0.04294422908048999,-0.0005768089847680118,0.014424296753496739,0.07609889372208441,0.05297119072672212,0.0809461307727745,-0.06649044660933481
CLEC2B,0.003504365546229278,0.07743005854951467,-0.0017738274171498524,-0.018485259616149764,0.03745651969209499,-0.06888989311607624,-0.0468345161662693,0.043906592748179735,0.0013523613601663055,-0.03804907666762414,0.03194036175709234,0.009430691937616684,-0.05697058917309913,0.008773749353842883,0.01266482505831623,0.003330964953175257,0.058334855528045196
NTNG1,-0.0025426709457221142,-0.020925442141497743,-0.009579771828911812,,-0.03518558652098275,-0.003240350182568906,-0.014153822646161456,0.08417790732314107,-0.022847124754892208,-0.00705763699820404,0.02269142268749002,0.0894720818247608,0.12580109968354544,0.0552976707194078,-0.012075361544027462,0.017144770346456797,0.054625036358218644
LRIG1,0.0746079879802719,-0.010774250336309606,0.02846905471106426,-0.006554585933829149,-0.006100570578046224,0.062108387929026274,-0.011088086831960813,0.055654226989000334,-0.03768666693918206,0.0007820708745733896,0.01979912736023109,0.010112565937918176,0.042170714991490756,-0.009405271258377123,0.03539341190808197,0.05314737787273611,0.014242289830621204
CPAMD8,,-0.04294436638097812,,,0.06705238633704859,-0.008158307798554865,0.014871555275143448,-0.021068984926067666,0.008090816058725837,-0.024289414165649795,0.06699477203451752,-0.029132851482987412,0.0632100102392856,,,-0.018632669811874895,-0.03270889624824914
GHRL,,0.030010651225634503,-0.01758531207249938,,0.07895224974513547,-0.030263809638842214,0.04239585291900147,-0.02683638948696798,-0.035051403036555524,-0.011967863377371551,0.12400743357441739,0.08190628998930115,-0.0430515165617876,,0.019924789168627145,0.024490888906339804,-0.028833232380337623
NPY,-0.06415316995211442,-0.00567216973804491,-0.024759244206915835,-0.016739890942914847,-0.02033492902706132,0.026658773878183026,-0.02068780000777986,0.003756257936648336,0.023510640713927534,-0.01034577560333155,-0.08124019828429199,-0.02729454862316945,-0.03731471229276476,0.017356877401923213,0.053473427396338154,-0.022454979839039574,-0.02083119428464305
MMP2,-0.03049161653950113,-0.013863487763290354,-0.0027751406760755572,0.07882070637546279,-0.04711805918378888,-0.06220375033279752,-0.0431949756676807,0.14009156836836048,0.029352691848230614,-0.0176148984380523,0.0338594100918356,0.12537786143358698,-0.014010653299643934,-0.004711789784362588,0.005960050385913825,-0.012671484725918154,0.0877073507741764
LHB,,,,,-0.0122699630231162,,,,,,,,,,,,
PPY,,0.07293656055768817,,,0.07804254785936782,,,,-0.014610205414972568,,,,,-0.018945584020522002,-0.03867036570520957,0.0004588569565128984,-0.021662077634411612
ALKAL2,-0.02885425796847472,0.067012453579325,-0.011128337362807536,,-0.012091699598247243,,0.03205054338071715,0.09015783087077377,0.022846732587781863,0.00453789350479578,0.08143203259754107,0.019350347645201063,0.08925169172758962,0.03860654014690737,0.050852857129605585,0.01511834315734119,0.021191102249263054
CSF1,0.12578148712921777,0.031176226381765804,0.08123277420756311,0.04565651661540767,-0.043885524194740684,0.0856114960774642,0.029507433538372374,0.046913571134076626,0.018567422150108204,0.02619367189342366,0.15714749479895795,0.060033459851381386,0.0628932243360724,0.010770739054015752,-0.06437839996939836,-0.031286694594770466,0.07606608648490179
SEMA4C,0.06794954061947997,-0.027136942466297952,-0.004191272009766136,-0.07694420621066296,0.013420113165968476,-0.027924359548649216,-0.0020498286516878717,-0.014857061369422525,0.00020427951784698591,-0.025497105994606865,0.06231619129391221,0.009465929203546193,0.031022377476297384,-0.010142002647840645,0.01751390840103043,0.020008278261274662,-0.011213162822420604
BMP8A,,,,,,,,,,,,,,,,-0.01596077338262213,
ICAM2,-0.06384821920063498,-0.02792504227240032,0.01447672171692918,-0.03618060071210849,0.0878816495075674,-0.0027034327458298813,-0.027508752703007906,0.06525421374433188,0.033811563243306544,-0.019414458807929306,-0.06592694967621293,0.038157016018911444,-0.037510096463244956,0.00838733368883511,-0.01180049681222749,0.00639448373687885,0.026416524133128835
SYTL3,0.06969913406805796,0.03021350466401217,0.037030886307085675,0.018137907046516476,-0.029271631582067796,-0.006507105838751598,0.02348954286555457,-0.00014561916758442042,-0.008547813902624836,0.014253132615119018,0.018609945717771654,0.06820472380593938,-0.0014443174696220924,-0.057913203649026884,-0.010106562239604275,0.01820214980652901,-0.009232876284144244
IL1A,0.06316055886384458,-0.020216834530648983,-0.02220508712171914,-0.04854705694112435,0.05849744565613504,0.006311111037267869,-0.024239786856348547,0.021768809076806433,0.010960177964187863,-0.02548425189879386,0.06911970402770233,-0.030316014322825626,0.00675292611195696,-0.034873642131516724,-0.028124468627109843,0.015373127141161768,-0.009592218045580688
HLA-G,0.05200063616733668,0.14432457533165016,,,-0.012959455335231603,,-0.013092259542568572,,,,,,,-0.028044202296342483,0.016200434233190168,,
PGF,-0.04592008397981463,-0.033337797986999824,0.01858711415498457,-0.04184357425819566,0.01642259469026438,-0.02989138692917454,-0.037530926488206225,0.09579124196501303,0.03325841589531054,-0.021639999023050697,-0.03148640799998585,0.017422107632351948,0.04386195529565659,0.012886852541146165,-0.006998286183154469,0.028192518787722415,0.0441930602157466
LGALS8,0.12880180690347015,0.022781902374614388,-0.03139666936783138,0.027975985681877952,-0.030040730634060347,-0.0404172616418642,-0.008031240448839825,-0.013963418911049656,-0.021043300431449353,0.004737193265667451,0.052394425386298224,-0.017864951651759706,-0.014739400530997005,0.05334600497106978,-0.029555133510205736,0.02344693592752374,-0.06788345333319064
DKK3,-0.07221305615523715,-0.029108161687708033,-0.035272004971088546,0.010383766471893116,-0.022888367046943504,0.03651176834476889,0.03647486995958412,-0.06213292046991426,0.006850903700697848,0.013881141991190333,-0.09050291649618712,0.0301330525530259,-0.01217973603746404,-0.024316139125302866,0.011303136965047656,0.04568962854982655,-0.04009196280271343
COL16A1,-0.005509739926290652,-0.008182266943587669,0.032372898634336546,0.08299912179075934,-0.01580625376195716,0.05707174359292867,0.014944524077136279,0.03556569969279017,0.05701273410223929,0.018578474632319632,0.0601579377095868,0.0826331807761508,0.038851168152836436,0.001835312294934545,-0.013302710685517019,0.04879668279914441,0.052344037421418764
TPH1,-0.009583438349110369,0.02001747337269362,,-0.0037088751042085783,-0.023582861957825867,-0.02313342017146113,0.013085276700802152,0.005443975385789636,-5.222964656768385e-05,,,-0.0010101926802975638,,-0.05180931018397217,0.04515470995924293,0.011882543947406154,0.030514052970915737
TNC,0.12414199897481674,0.06900556174458519,0.018241865371830243,-0.056601503528073964,-0.030311334192245,-0.033644012897342084,-0.002555554250454504,0.06690330969877935,0.016520008444599655,0.03082634576645826,0.06874102971190338,0.07064054922234016,0.029361347483745207,0.05648392061888673,-0.02593506918520242,0.025020295936997082,0.09826103104997945
TNFSF9,-0.04143349782020191,0.009006717711714518,-0.018609117052786648,-0.027683857284365083,-0.007964353289790456,-0.034888846010867974,-0.028983845290276127,-0.04881799307260503,0.00047760606349516534,-0.019989946120159988,-0.057690295190163866,-0.032205816364758125,,0.03829503245010291,-0.027249817001656126,-0.025259098185855127,0.004454046659794321
C4A,,,-0.010966477660253573,,-0.014546753161821274,,,,-0.0010949667373069683,,0.03274376007181233,-0.016686190707296048,,0.05167068014547301,-0.017818291270966704,-0.021493620583909634,
CNTN2,0.00041034207618472065,-0.00045262509772729475,-0.009932898125909166,0.022674498335276513,-0.035235160483620576,0.0566695811776724,0.004904453357175665,0.01891246432986654,0.05290809965823414,-0.021639202433215116,0.07432119758859863,-0.01726596794745421,0.011279026271685833,-0.02234082068575183,0.02303398705925721,-0.047409814537537925,-0.08065574392012512
F7,,-0.009315248179424673,,,,,-0.012048804972213967,-0.021068972680068836,,,,,,0.0012274682170331569,-0.017632331037024985,,-0.04043004416751032
LUM,-0.0525695428083883,0.02067635137360723,-0.016168404786402007,-0.05837699412832819,0.06646762544587737,-0.005324421835000543,-0.03182314055694954,0.08291508563224001,-0.03447401062509157,0.009445448809062354,-0.016351599886939055,0.0415495211732074,0.02012267621628002,0.03841941302265323,0.003105891598820414,-0.058193838680241465,0.09543918642191851
BTC,,-0.021374882189942254,-0.0171605897894782,,-0.033303246434549696,0.013384739896087197,,,,-0.010883474322110356,0.059930403060566136,,,0.05844081317905945,-0.017063147064529376,0.06810167455469453,0.06522737228413374
APOC1,-0.007846023863564993,0.05275886172605756,0.008807387943107026,0.026890800698030504,0.009368390438920427,-0.10434859462830066,-0.02041353603142429,0.11055298635550898,-0.004397950284857228,-0.04347973087080508,0.12377507346532057,0.057199754497462826,0.04533238291708012,0.02368275221997394,0.07377535963814955,0.014429677130762713,0.013060404122071531
PKM,0.006032864514072954,0.051156513634535085,-0.009125174141958755,-0.08002527579110999,0.008590229219852976,0.038325472752708326,0.028255028263612897,0.007374891551855149,-0.00858742172462401,0.017241497525480456,-0.051401701629005606,-0.05068211490931833,0.0098508969740539,0.054428849311292625,-0.03162717855557737,-0.029588762278228414,0.09871784792933536
TNF,-0.026233696593345228,-0.05497733338273988,0.028891239149364985,,0.013682894154106262,0.01746037030587819,-0.029600536224406674,0.008270038122053208,0.005921279201968095,0.01540795205388045,0.03549163548277101,-0.02300134833183913,0.06541489362769864,0.021768859220638925,,-0.04267828322262744,-0.03146636812864731
GNAS,-0.06896804204245138,-0.01885092661036669,-0.03765789408567446,0.0071925676475613305,-0.05149109212248271,-0.013103844945768236,0.029869327607330305,-0.0925176723732428,-0.04093690278826464,-0.00210750819563237,-0.13847353630125372,-0.005138836725353858,-0.06171974488948251,0.02558833344474894,0.020877433505396635,0.029249878599762892,-0.04956830785441272
BMP8B,-0.01189732498617939,-0.015399175268214235,-0.030378842219198173,0.15001568677741603,-0.018787872046462626,0.014135019534632927,-0.04916616237255786,0.019768241992716047,0.02513146986587602,-0.011617663325689436,0.06723641040295433,-0.01671390726587041,0.009143160718869461,0.04613704248444827,-0.045040949222609455,0.04058094341587413,0.030918811514017538
LIPH,-0.030202986200674624,0.03500555806727739,,-0.017838940873830676,-0.018428827237845263,,,,-0.013964385162864443,,,,,0.062103734154030456,0.011881968033470216,-0.04762150735123921,0.010144362731706737
CCL28,-0.022075298218020813,-0.033970307767582725,,,,,-0.025910595033475852,,-0.021502855866037156,0.06792894410885153,-0.0037997705207743404,-0.015053813673003437,,,,-0.012393575043893568,0.017051475468048062
PTPN11,-0.01803714751619824,0.004351645311275462,0.012614591991857613,0.025805682216447533,-0.07299758065304214,0.08596786816217224,0.05696925535458995,0.04535888180464074,0.02806363751227474,0.03684290717971962,-0.004892570455493274,-0.05081502533221907,-0.08377943471881995,-0.04779458786475153,-0.007666201983688133,-0.026119500964782195,-0.014902930920614708
ADAM12,0.0754368757952499,0.03364439435022315,-0.013058955472120347,0.052498247424686464,0.04263391817631799,0.0002465067610935097,-0.0428305844859576,0.021750084646091915,-0.046951156602608624,-0.013280056701507214,0.004723832211621031,0.04926996031873507,-0.09631411295325734,0.0322327257031207,-0.030725923037412065,0.021006542854686876,0.031691854023950965
EPO,-0.028118517247622484,-0.021745273614545858,,,-0.01878787257254283,-0.009338769696882639,,,-0.01461020605271092,,,-0.018982334537579415,,-0.023222519167148296,-0.016869416607561267,-0.013179537054915664,
EDN3,0.02659485239613394,0.0006128380060781377,0.08057015049842416,-0.021042744477722822,-0.023388289916174646,-0.025430447917002868,-0.017281542478155436,0.0459769578547992,0.01374823814201595,-0.04335016463126256,-0.013015981205355742,-0.0191782039800051,,-0.0031583882314934844,-0.04485855286630318,0.011346454996732792,-0.00840111361697453
CCL22,,,-0.013864256162141165,,,,,,-0.029417966290875022,,,,,-0.02628288997498828,-0.014802178702098054,-0.0203658384586857,
CCL2,0.042621218384254644,0.03453866910376825,-0.01922099458919862,-0.013630863413159612,-0.014249237174297567,0.021315289970781828,-0.04955436320629253,0.015242740357828867,0.03775612067671787,0.007794869807961796,0.04891108629104138,0.07453390069404503,-0.03912733608407151,0.08378033960901839,-0.006592586569860465,-0.03460721914802241,0.14458449859227107
DSCAM,-0.0009987022450608613,0.04578182299202816,-0.005274719834844868,0.06791253139037338,-0.007053017005636162,0.0552482895951617,-0.0472594070871593,-0.009994092554380812,0.01430804986976993,0.043989597092552964,-0.008098783905235106,-0.05775001871045009,-0.014397808105395668,-0.03419046310601703,0.017031792797017973,0.025680743130716926,0.06255649127997855
GPHA2,,-0.014329247742453902,,,,,,,,,,,,,,,
ANG,0.05491525425952558,0.0071696101727709745,0.025617497799890372,-0.0477114059442176,0.008228730406337797,0.05158731562224047,-0.02821174893908068,0.04935061188175965,-0.04024880367065633,-0.014625296970380678,0.08344476268769692,0.004169402853584448,-0.014802287332693845,0.025145034529133494,-0.019416598587821444,0.017752817318312297,0.04781052072615481
FBLN2,0.005976516281291026,-0.02618040679006784,-0.02521255949316016,-0.024461333667587185,-0.028487825729098425,-0.03496867681201663,0.01568168197080777,0.016545350176230742,0.06914040849617654,0.0058293516762203445,-0.004350630446084122,0.04075583444339345,-0.009272622232865664,-0.05734027499013434,-0.05256634030867798,-0.028837943079997916,0.023330502597736807
VTN,-0.028577800245340814,0.03779832097894677,,-0.020812431013551836,-0.02415846100938516,0.07787968363484457,-0.013873070172095842,-0.02444258716562253,-0.024002927788074432,-0.002712014586662496,,-0.015773177141235214,-0.027099832023629148,-0.00964250532211171,-0.021843617641886564,-0.021493625046242845,0.01864774892051602
VEGFA,0.1002428127056213,0.045192450228703204,0.013570845933887908,-0.039829822172783615,-0.007616266351125045,-0.021605229859695492,-0.011062878432200099,-0.02242861502881475,-0.04232753123512191,-0.00891206996553471,-0.008839579745050345,-0.03358107314688224,0.014264840139680702,-0.00423832338004247,-0.05037412142537366,-0.04186743998595486,0.038340191573081085
F10,,,-0.01582517150679475,,,-0.007668006073167075,0.008622719828357819,0.05775833957231939,-0.016019775159697512,-0.01765262172762207,-0.02793858320991044,,0.06961151257235557,,-0.029216741952522652,-0.02326840326319063,0.04411645519430804
SERPINA1,0.07767685619202994,0.07743149632828354,0.05121779510157213,0.05815818956529783,0.016523092950145334,0.010365585052581278,-0.0069394133900433745,0.0865670176814473,0.044934485259458444,-0.021472233228564876,0.08355485486045372,0.020998176213056247,0.03478978930731736,0.019428398357244726,-0.01335082550716116,-0.018317701128488018,0.026362491973275913
VWF,-0.08698549867973458,-0.04106281798272769,0.008595022879098508,-0.08614434071649253,0.04185178946231806,-0.020399585652052105,-0.008859077543532852,0.06159686370927914,0.02187192649779222,-0.04127717562292665,-0.009656694967634204,0.09714684685684774,-0.06568820577665452,-0.022825969403183884,-0.01694799639630391,-0.014397582749524017,-0.06352114794408074
GDNF,,-0.01918664494790623,,-0.03175771648346079,-0.015281704479734114,,-0.021593971629040882,,,,,-0.018982333059296082,,0.03810654187492358,-0.023622303061550633,,
VASP,0.08655114633742474,0.05819617781710949,-0.013766386042455645,-0.009416518150621682,-0.020577488974967896,0.02279383759593921,0.014270271847312355,0.05219113648183355,0.021829798709820568,-0.005982968095837251,-0.011760046252477995,0.027372402684893323,0.07252686888483155,-0.01931394432555728,-0.011509193467560973,0.002193634241051302,0.04724508223682422
