,UKF248,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1
ADAMTS3,0.02005968731240639,0.03712731409322048,0.13009154893040842,-0.06971931660350522,0.04854400261345967
CD34,0.03068337289953838,0.010451847188738466,0.05442820783723429,-0.035747998418700085,-0.028267888439903275
PLAT,0.011014456770902686,0.011500547659404954,0.13644191578273285,-0.015555521329594276,0.02058117947300221
NTF3,,,0.06566709056983178,-0.006963273081658896,
LTA,,,,,-0.027630386196019856
CKLF,-0.015206185613227249,-0.05391972091718033,0.05651308765253721,0.011938339034496499,0.06240786268428496
CD24,-0.03758187194766475,0.024429870530849603,0.06483215501513585,-0.02206298529083453,0.04485983910443669
HSP90AA1,0.01876309649115728,0.11159206931787267,-0.09149546117582973,0.009618743353744073,-0.05195129449730775
BMP4,-0.034866695890831204,0.10959371951349167,0.04810541723368831,0.00886489252595291,-0.034188587597807685
SCGB3A1,-0.01254473859544352,-0.041032026611644484,0.0340469256274157,-0.02741148368141733,0.06700917464451417
IGFBP4,-0.0012337876326507643,-0.01836122909511504,-0.034226959153271196,0.004429733164214095,-0.00536003610621688
RSPO4,,,,-0.018460467690813387,0.06968272818459949
LEFTY2,-0.006200680446513641,0.056993472436389,0.00724156804144801,0.08041778759218218,-0.028804294335664195
PF4,-0.013013152567675474,,-0.013415302945233356,,-0.027630379802143546
ANGPTL2,-0.031075550967565604,0.04793956554833507,0.09295128941769802,0.023863611162039697,0.05573039642365558
LRIG2,-0.012134244258292669,-0.019302547906804694,0.04744255399856832,-0.002594174085368559,0.03494509404436455
ICOSLG,-0.038874733129609894,0.03830731453568879,0.04824191944400779,-0.03195351911323835,0.03230380889896825
WIF1,-0.009000229262610283,,,-0.01716079283469864,
NPPC,-0.03029598581055361,-0.05126053709100295,0.038059247410177376,-0.03501838387681505,
LYZ,-0.008250065052417953,-0.02380039981780005,-0.024719759717993343,-0.030907231205321763,-0.04199883842720064
EREG,,,-0.042627700690253796,-0.006464298840242048,-0.001343438936812496
SPTAN1,0.048655166621649266,-0.016310926998975173,0.038855064495166014,0.012448320611626533,0.021440087052252754
PTH2,,,,0.022550553628700398,
LIPC,-0.015931519182212726,-0.036957028725390334,,,0.07254024480955396
COL8A1,0.06804138133534038,0.019853285429381796,0.05137110152228117,-0.012918640965131194,-0.05298402080560185
GSTM2,-0.032586914684002606,-0.013788926305630092,0.018190795227126477,-0.01900298414217954,-0.022700433651426
IL4,,-0.035327392352739344,,,
SPX,-0.02576671527574105,,-0.016656813331575065,-0.00792429433330082,0.04927098667447006
MFGE8,0.051821920431331804,-0.03363891051177356,-0.027180665982420717,-0.0031641122147696835,-0.0033057781812278653
TGFA,-0.008188724869711065,0.06458075796493572,0.03932073396560096,-0.010795536692618377,-0.0064463347164821685
SLIT2,0.011987256263429684,-0.07482418010424866,0.05705816652260622,-0.020976176966185714,0.011969795286829517
PLTP,0.006106948873183762,-0.0327494523060899,0.014780580288721925,-0.003449496107897524,0.013480474897469851
APOD,-0.0025934280079871956,-0.00912344922130791,0.09653634535997453,0.01729866368893711,0.04212988496643763
B2M,0.03300425568396479,-0.0833591645967678,0.06885064856088659,0.05921738348945466,-0.021014100205893553
OMG,-0.0014724480388400418,-0.0006859023263946588,0.050319760528708436,0.029418324989475032,0.03293840818415191
CXCL3,-0.021686174463548397,0.02595738047392838,-0.07008136247363127,-0.016210302865748726,-0.01020675979272537
CXCL10,-0.0009944226476719053,-0.05953844880531386,-0.017993810298774362,0.0791729894550377,0.014330121045935387
RSPO3,-0.01704043344674387,,0.11345443362195975,0.03367564707111731,-0.019691105766956495
CORT,0.02369586418629905,,-0.014038432684604724,-0.0055553882708980614,
NCAN,-0.02176762308881443,-0.06669578932952396,0.0470021459411713,0.032341875628094055,0.04787904186390045
PRG4,0.05497501760933579,,-0.020714566494625837,0.03366293045744351,0.011666648749551594
ZG16B,-0.01739576618806853,,,,0.09574660800811866
TGM2,0.06399904164041528,-0.010019533373502518,0.016128259835771975,-0.03185761032241472,-0.0056085142664737825
VEGFC,0.03220848387307102,-0.040046074004612665,0.00059042033205092,-0.03150678881190381,0.06338483878425405
WNT6,-0.02024066042129396,0.006484173827107195,0.02260190381645443,-0.024500053355816485,-0.029652419006588125
NRG4,-0.011554145816656505,,,-0.02437752655526736,0.023512864029698814
PMCH,-0.01331677485076371,,-0.01969667210442299,-0.014035573300032798,-0.03199408111889446
COL9A1,0.004997936030152153,0.012472454755069591,0.0719672980378379,-0.03268380717823165,0.04251424532923687
GDF11,0.0345960932881839,-0.020789020070287274,0.00022174079002250434,0.05097694150848561,0.011824591449815574
RAET1E,,,,,-0.02160100553822791
IL24,,,-0.01320140276036241,,
SORBS1,0.0283869689494168,0.03621773041625928,-0.007256508035519782,-0.04976191720640912,0.044994292283722245
DLL1,-0.0099292301471453,0.04686021225482478,0.05038937537912097,0.021059757867643605,0.10028586865409192
TLN1,0.0025777810132671234,-0.08925724920487717,0.023956430188893183,-0.012600602186020214,-0.0007581617492748316
COL2A1,-0.031156971754088204,,-0.034406894001500585,-0.016609614884781982,0.061382779784885835
SHH,,0.09997876738795536,0.033655380085650194,0.002735197560914952,0.0007734840061459429
PON2,0.02370675887739169,0.04137801610236153,0.053280205476508594,-0.0019364677167602229,0.1012913884111989
ICAM5,0.018080500907874802,,0.01741896016319189,0.05366823685672765,0.08266156311403922
HPX,-0.03134725170481837,-0.028683026977286773,-0.022687050775827233,0.09869428780414344,0.002131826344131339
SFRP2,0.12783210174475332,-0.03532741314588713,0.023676958700796245,0.02731190759758371,-0.029517969985429965
CD70,0.04269405643307367,,0.0076373410940888216,-0.035499838695397114,0.039267829092204276
HP,-0.011545133060759494,-0.00902405507579961,0.05774243107319229,-0.005841593162546593,-0.0015572665825030032
CXCL2,0.003112739136445072,-0.02783043736463231,0.003479185581024825,-0.005708273547592424,0.04021946857585401
NPPB,-0.016183926925772384,,0.025228845375547322,-0.020977614938758753,-0.019974436036445414
CCK,0.06384018290853205,,0.08537941421187331,-0.03646161866695418,-0.009849166635306286
SEMA6A,-0.009171914519258716,0.0132789000267314,0.06600480938914668,-0.06105065072721829,0.010283645313686415
IRAK4,0.047011168190988606,-0.053744257784241516,0.07539928488208171,0.018728062950457775,0.05447630098661787
GSTP1,-0.013293273732971398,0.025924217413650318,0.04361451296455006,-0.0047679987207293745,0.020435979914609714
VCAM1,0.02036230248348353,0.0013482865059088044,0.04225892820686444,0.018223269550415443,0.008423243521038674
NXPH3,-0.02480356517463938,-0.0021741290687672856,0.030823301131840584,0.00455037066241333,0.043038154692536426
MTMR4,0.01056560832769705,0.08332075622103481,-0.02619719709361209,0.013958955956444604,0.03390991279255984
LAMC2,-0.01270269039411925,,-0.017337146066889055,-0.013623713125730803,-0.026687411505870857
IL10,-0.026839388557955902,-0.02086194056515103,0.03255693447322339,-0.03392583282964813,-0.03418572856904777
SEMA4D,-0.021380569692885234,-0.08590108408513648,0.0718061523908261,-0.026122020493404858,0.030762747276729827
TRH,0.09779398541684807,0.02374608234336335,0.006707452144402352,-0.05822556518015506,-0.022372707875943216
SEMA6D,0.0036268790203853245,-0.044383650612845105,0.005122254535965719,-0.026103866189199864,0.10639535252585877
CEL,,0.052618190032679056,-0.021553040555284845,-0.010932990238460684,-0.005657173187673575
PDCD1LG2,0.017395767561010796,0.023689691342743846,0.08553539093758314,0.014691584885495323,0.009939409408369787
SPINT1,0.0005751535370171032,-0.001060622291552859,-0.0010957933392183852,0.0024167641831692246,0.021950167092946813
CTHRC1,0.05509725200166898,-0.013041104343744779,0.011632822878098263,-0.03640805271806855,-0.05345923865269331
PODXL,0.027862760168793667,-0.06146016533025651,0.024531983237174516,0.007548976626302777,-0.005389860805895643
JAM3,0.03313664738478261,-0.07385132881648988,0.0024686924063017056,-0.016736470002439455,-0.06434668387390632
TGFB2,0.021967062978769342,0.04288064197883387,0.06399276376928091,0.015065554138299785,0.03304757806540676
COL18A1,-0.029464114098153166,0.05049197538401881,-0.06057663700539335,-0.029726395759006513,-0.07154311649535446
NODAL,-0.02610047154146821,0.04521538856750855,-0.016306842166177477,-0.015579737756642441,-0.003515636152417545
INHBB,0.01689281639015835,-0.05785176514432231,-0.033734803765603186,-0.018205448721923055,0.04262419279713138
LCN1,0.04033942974747315,,0.09200365939567844,,-0.022624499925347315
ARF4,0.0652763336161241,-0.04499478070055726,0.05838251008197023,-0.0048329381325258915,-0.0004624344657113438
CXCL14,0.059604945487282256,-0.012791825817257617,-0.015296071268629887,-0.003070150131505682,0.07757648456258551
LIF,0.007203301323785907,0.029275078876937272,0.07046422272695783,-0.025110041885318506,0.008354885046641208
IL17B,,-0.04658835505162965,0.07335229871865097,0.01969062050681174,-0.038215946046929815
MMP1,-0.017512760266093153,0.09148843844507763,-0.02538265088877453,-0.014035572188501273,-0.022614848708475875
MATN1,-0.01667826566643197,,0.1137913723985578,-0.019975892859371062,-0.027209993541097943
ADAM28,-0.04586887481904587,-0.09739964502213454,0.07006053848459601,-0.022715597540815986,0.004203363863735663
TCN2,-1.3817802169111574e-05,-0.02405819155667599,0.05517940863205664,-0.028032330735839005,-0.008518742820314718
THPO,-0.021732470732399825,-0.04479762593818005,,0.025999240288011417,0.1120273214380506
CUBN,-0.015192449661941606,-0.07078937277935556,0.055958361392896686,0.04127918392732599,0.04589440038143538
TIMP3,0.0014726202775125694,0.03452669036955836,-0.040881185273621605,0.01802443768323646,-0.05411656993726165
PIGF,0.02369617206126441,0.02468956660043109,0.025696655492683202,-0.02262214377309104,0.0742297980224684
CRH,0.07778666827071122,,0.09893108526566799,-0.006680663720127741,-0.03354923774003271
BDNF,-0.03496395359173798,-0.01355755642221782,0.022257904623282247,-0.04272656508876208,-0.0030347637982192682
CCL5,0.004087170316314676,-0.008416901304129894,0.01972455527261538,0.011307811973352207,-0.07134940922800585
GAD1,-0.0043071495668874455,-0.0002950691033558603,-0.01556933793526534,-0.04119532852629938,0.08406403663388409
COL14A1,0.015684881869186828,0.06125615363111219,-0.02692696235511312,-0.011089618275585817,0.024342750668759485
HLA-A,-0.00913845891678984,-0.12985583787350902,-0.08178003104209955,0.032260855483992594,-0.06876588576777173
CD5L,-0.014882715786924227,,,,
FGF18,-0.013466167825233301,,0.044507286497764934,-0.02425446748216546,0.052659638340115146
ADM,0.01832749627990673,0.08597529218011335,-0.09186120270220792,-0.0033688763872225524,0.009252577186373833
CCL15,-0.011101487884921515,,,,-0.01940384936069507
GNAI2,-0.001777833405480806,0.04854704560892292,-0.03835573723349447,0.05631910861283113,-0.04204126843403302
HDC,,,,,0.022750903070373814
COL11A1,-0.030891448212344946,0.06672250846208579,0.01543344568750723,0.018941451061430168,-0.014116430735085847
NUCB2,-0.037646320426221146,-0.024103675398199232,-0.05615867632007344,0.009474675781826862,0.007999803997588935
CXCL1,-0.045922093440358115,-0.03362961051184013,-0.05376933179590661,0.04044363886939361,-0.012765972457695299
VCAN,-0.025024519376658,-0.0957295359494221,0.007850496037126897,0.005466092055392665,-0.046207336405084426
MMP7,0.036505687190617975,0.03373448293484068,-0.03286876284162611,-0.034068442946409296,-0.039410673226549925
PTPN6,-0.08125680149957859,0.01213536355490349,0.05236369939640686,0.05736919979013629,0.015172712666637857
PTGS2,0.03504537916760858,-0.05328200595179808,-0.08128446213286714,0.029840570952670314,-0.008775763586141743
XCL1,-0.016308794577846012,,,,
CD58,-0.006570709221300026,0.03434755214271295,0.0796353821943252,-0.05523565838389095,-0.005501839348931482
TNFSF14,-0.016432791819748264,0.007979974444494704,-0.02620757050681684,0.05506473235160322,-0.028083830270108086
CNTN4,-0.028890823102588285,,0.009513543842354472,0.08236666953622336,0.004434298369922507
INSL3,-0.01460967000651477,,0.09450034890564339,-0.02026662767924598,-0.026568271066648018
BTLA,,,,,-0.02569018969038376
MFNG,0.00975478665206064,-0.0047865271720979345,0.07930700036029414,0.10941716226752267,-0.0009484815549862626
ICAM1,-0.0007002390762061937,-0.0076103491679692945,-0.027113515620493522,-0.059213349022851025,-0.01581795101625791
PROS1,0.043381272014288076,-0.0018951715819697356,-0.026540526557899524,-0.02748656230091109,0.05237865106822052
CLCF1,0.014410803400981869,0.0016721284426297633,0.060811568920863805,-0.05915691749531399,-0.02053946777070459
PSAP,0.030098336258370176,-0.10550184498751101,-0.04573830527267764,0.03390204069073028,-0.01636531799095325
EFEMP1,0.0514966180227738,-0.048420516429592046,0.021352643418925506,0.02200614056197563,-0.009494860808775204
C1QTNF1,0.04273784883391294,-0.002992652633177949,-0.0317172311070191,0.03396871749967059,-0.05613011321159003
ALB,0.04004075301401218,0.06656644153707895,-0.009290949098996339,0.013302662589991791,0.0835600919148243
CCL13,,,,0.04392870872977022,
EFNA3,-0.018920113618212876,0.0787700677010236,0.06736035534206328,-0.056343479064957736,0.08053801155366387
DRAXIN,-0.010180139847562622,0.04178677619737834,-0.04101122166216744,-0.00044695827239007535,-0.013118705599468025
RAET1L,-0.01138107482253895,,0.010832757357163566,-0.02462206296844641,
NPTX2,0.04624438860481484,-0.008915333683752984,0.044120345879945344,-0.003081837898365117,-0.05843095113690514
FGF11,-0.0566525265375525,-0.043942841183896596,-0.042155648447822366,0.05115759190880209,0.021178990179758553
CD59,0.04321285149562822,-0.08764414632575075,0.002992825437249393,0.013868726747719185,-0.03302279193323965
COL9A2,-0.03167958605633919,-0.00567340944730576,0.10759945465486898,-0.008016071378814132,0.04337529345018758
DLL3,-0.023330659473978957,-0.01858427328362518,0.08678545860861164,-0.022331923757447518,0.07201623176935755
FGF5,,,,,-0.061904049589636564
LIN7C,0.004726363576049289,-0.02000314697886125,0.026837107688777576,-0.014624752971923873,0.023501946461982514
GDF7,0.024658997724114746,,-0.013201406942834105,-0.01647558535066472,0.018127608645011964
PSPN,0.05948948481916102,0.03767133375084055,0.031605500153670134,-0.04623329278858499,-0.011019185028185881
ANGPT1,-0.010431246898964366,0.08276578850194583,0.05677632367770732,0.053128089385853575,-0.011218568103688572
PNOC,0.01976870410277769,,-0.01403843421194342,0.03829448776422993,0.032565226843236324
L1CAM,0.046102239408030876,0.01847349665585002,-0.0224309886936183,0.01152746884027731,0.031443714262782765
APOA1,0.03690672242832057,0.08120003093976245,0.011238711002948733,-0.002844678234170256,0.06343846383006857
PSEN1,-0.0016481698989365525,-0.07427379433270888,0.019939888732642096,0.014958153931482558,-0.07294778750377788
CALM2,0.07746585660663709,-0.06815927268007223,0.08859471711391231,-0.023048094149430706,0.050213297098694154
CLEC2B,0.03335520309211338,0.001588969717585419,-0.056970274991957795,0.028774446055135346,-0.01089859032752319
NTNG1,0.0044849371860637265,0.022527026443953876,0.0491164220910668,0.05422363569870533,0.0007054084502822559
LRIG1,0.016879003697065326,-0.06038437007278079,0.08171079848480345,-0.029486603265384763,0.06595397660459693
CPAMD8,-0.022865756127398166,,-0.01483071454780684,,0.04654046102487905
GHRL,0.014265470377225914,-0.05084913603461546,,-0.017821544312888397,-0.01621963595039055
NPY,0.05522764359459355,0.09144228751976045,-0.06346995603343326,0.034052393029563637,-0.03354922836097777
MMP2,-0.022811215745763037,0.03985361645128568,0.02785065646279206,0.053390091516511376,-0.050593612190134724
PPY,-0.01919074123723553,,-0.035059082832794276,0.01880020696530959,-0.04485357761401669
ALKAL2,-0.02134341808151486,-0.04569989771274146,0.13789631274121156,0.019624076779678878,-0.01611377657659674
CSF1,0.050375038651485064,-0.03243456985650015,-0.017554011465491848,0.007050335621562602,0.042199430301212114
SEMA4C,-0.010738554887258698,-0.10300866652988162,0.05678684697093677,0.015950222013398782,0.0014031760776085716
BMP8A,,,,,-0.023846453431254036
ICAM2,-0.05469792957399442,-0.0003598996620493412,0.013921024113962331,-0.005348300615298839,-0.06930341751483306
SYTL3,-0.045634296033128664,0.014372786555214569,0.025941761935134634,-0.03272694496317288,-0.0031491185740538928
IL1A,-0.0048339751857883,0.015466964690627007,-0.03478267811289986,0.016602563889399485,-0.033070060361213106
HLA-G,-0.017512756556394376,-0.011084838466514452,-0.01226768684610451,0.05761888230633513,
PGF,0.0012876363872995383,0.008972408436835238,0.06506612232521695,0.008273948345665878,-0.017104863514500343
LGALS8,0.023188357814173912,0.012376071430206628,-0.0005979403310545749,0.004127395326307637,0.010127746753246026
DKK3,0.022647579689619342,0.08202995130746846,0.07030076193164372,-0.01623896607123227,0.07220545650851315
COL16A1,0.022554281438172598,-0.0686873413586657,0.014429001740317929,0.005942896471706637,-0.05042346464870908
TPH1,-0.012858810966516154,0.043500560527234416,0.04779050667927402,-0.018213129030390088,-0.034473371365539865
TNC,0.046013210106524906,0.020068097989746028,0.023642784094751654,0.030234690114887327,-0.0018480506679817604
TNFSF9,-0.008137761997603295,,-0.03316474518972424,-0.010695348537457232,-0.02595176392182287
C4A,,0.0006785827378746343,,-0.01664934752010749,0.04811391742573117
CNTN2,-0.02102542013501843,0.1588937903025492,0.08763740616011696,0.033433121335117076,0.027380660130624974
F7,-0.012544739222672087,,,-0.016475586943813566,
LUM,0.02604354984364477,0.0554999835771199,0.024627244517603532,-0.018863128513548988,-0.014423523019378
BTC,-0.011381070081955507,,0.048203820930857566,-0.01594374347931729,0.026957130923201914
APOC1,-0.01375391005313081,-0.12838154045384947,0.05894984308592674,0.06833251981277419,0.09377073314812129
PKM,-0.015428563553487196,0.05149557363112476,-0.07654736565418663,-0.004061908812704031,-0.008586732806151116
TNF,-0.029272717322503514,-0.043752556041095486,-0.015399743987212673,,0.029011477723420935
GNAS,-0.039493821334833874,0.13015136998308785,-0.059840081800516476,0.027497255413597984,0.07143271931869694
BMP8B,0.0018203211929478838,-0.024695933159937938,-0.011404313054821489,-0.03126109597674448,-0.03576460628350025
LIPH,-0.012858807800777429,-0.040046097102113765,-0.017169389686186524,0.03303296199661382,-0.0153436888876755
CCL28,0.060566927619846146,0.0887447073731021,,,-0.018516822653013985
PTPN11,0.054237235378065185,-0.013370528475461017,-0.04614795397601431,-0.05540648120389657,0.035291846417412454
ADAM12,0.07513132413493753,-0.04709914357083259,0.04370139420459813,0.023584210148437073,-0.03304254579246965
EPO,-0.017278056824446383,,-0.017831720073367387,-0.015762722434468458,-0.019691101996831977
EDN3,-0.022399433699142716,,-0.008910471153415062,-0.03347845028706888,0.09448194703478094
CCL22,,,-0.016306834975642365,-0.01383110274258041,0.02424120176903923
CCL2,0.08241258512372587,-0.0630290739227455,0.03092189636832084,-0.10778842709156389,0.002597824077667497
DSCAM,0.04471929032133178,-0.04731137047570456,0.08519086149370281,-0.008161022444812155,0.044983129892269005
GPHA2,-0.014331794683783664,,,,
ANG,0.006281338705440011,-0.022251646281784315,-0.04961321884623061,0.01662346109208124,0.029834333666497508
FBLN2,0.023062989491048572,0.06565889402951411,-0.020410765142465443,0.00309197943830492,0.04350668609656746
VTN,-0.010119452763024757,0.028123889320176863,-0.012538906079790186,-0.020410598058227238,-0.03211290057486307
VEGFA,-0.002298182287137899,0.055022029572988955,-0.10381337453739209,-0.03526837499639606,-0.009607352096806571
F10,,,-0.021415306117066036,-0.013345283287521797,0.05071058027324777
SERPINA1,-0.01706171269224963,0.027506650409285818,-0.026522719417363765,0.018663513782445233,0.016909777623086153
VWF,-0.013405025403654021,0.023772219626471715,0.005603743255219407,0.005716704628617768,-0.010274661526059237
GDNF,-0.02013782446582067,,0.042926241492471984,-0.022072595341276962,
VASP,0.005436097501232104,-0.04038487846709467,-0.015277878923425815,-0.05972680812230738,-0.03322607465368686
ADAM15,-0.037415439445096114,-0.03031639197766991,0.03347341971864757,-0.008188792661117274,0.04438743457438505
WNT2,0.007986823238111621,0.009615696128209927,-0.0183140697279534,0.05808345226845516,-0.02009405931088305
CALCB,,,-0.021690012324496057,-0.024622058110707407,
OLFM2,0.028546915242494267,-0.04515344168547507,0.02882572933842576,-0.046554172649782906,0.05404958959013407
MFAP2,-0.010192536244391561,0.04672354997627771,0.05952250126312645,-0.012959645692505262,-0.07861021212712604
HLA-C,-0.034773556957796034,-0.155359708802565,-0.06810487273442682,0.06802388560762156,0.03020254114629323
THBS1,0.02329484078380121,-0.014633433658846014,0.027448421933037023,-0.019307033942217604,-0.07320521251963759
HSPA4,-0.006696471948695401,0.05938451993371452,-0.027096567979194793,0.06494368821467518,0.03237764197341848
LMAN1,0.017793842139343756,0.018680728685796916,-0.06518803181115262,0.024923895680427136,-0.05914517421586328
LYPD3,-0.019616613587458087,-0.044341090651876705,0.0022401563468443914,-0.02510502029437446,-0.03009049230246296
APOE,-0.011081484983239834,-0.11619703822134651,-0.005628241659672768,-0.014097202660643106,0.021005270842228106
SOSTDC1,0.0748832872699242,,0.1825613950598455,0.03433933891638396,-0.0328377583351839
ANXA1,0.0185862937157244,-0.01870885877902189,0.021821761137419498,-0.0006796277608695086,0.04372657461052673
WNT2B,-0.032770654146905984,0.02269887443332666,0.03325036720808287,0.07034135989620102,0.046660376774000374
AMH,0.004281704699459282,,0.030178386936686247,-0.008218390210765593,0.031210220289756396
GDF10,-0.014882716469713675,0.05743794682012313,0.06507901671829218,0.014726634127574294,-0.052027201253739
EFNB3,-0.019440073112836305,0.0697468341772137,0.0024568265205891305,0.014123176414276331,0.029717624947796062
LTB,0.05793706843318289,-0.043418231834099937,0.03765057359818122,0.10508365868295216,-0.07216350312588862
ANGPT2,0.0011911417399074935,0.0671077503166258,0.012469394009127981,-0.011273251222675992,-0.0355482163188532
NRTN,,,,0.039530784254823675,
ADAM17,0.011360008171052293,-0.0004370474284383024,0.022509382711295243,0.00547791834979682,0.04785988432582989
LRPAP1,-0.027317819480720255,-0.0886186096287162,0.05083744933237487,-0.004498095314606633,0.023316860617937463
NID1,0.01866050659580489,0.03297855645491735,0.009942434393872473,-0.015144318559694524,-0.06929877616233954
MST1,-0.04995825130277148,0.09457565224675822,0.059169930625084424,-0.04076822976084994,0.08284481061396069
IL13,,0.05658290509092288,,,
DCN,0.03833998370005457,0.028445747109448676,-0.023233019932217016,0.019576100501041117,-0.02075442932086728
IGFL2,,,-0.017668265738024286,,-0.05202718575497621
COL7A1,-0.036191552762488914,0.0403193758916099,-0.026604889982532368,-0.013578016906349275,-0.003806187604238326
CALR,-0.02474950970946537,0.030941960195097214,-0.04307314323938372,0.017403252120530996,-0.024185189254197045
PIGA,-0.008872623362432719,0.08922713650606161,-0.01704669330704033,0.039995087485201426,-0.04891901197853057
CD200,0.01098351927946999,-0.033364818630098034,0.08524842419052799,-0.042440557122328366,0.02407929577640626
GRP,0.032303676201242075,,-0.016656814470531717,0.03295348925059845,-0.023364762840660983
CDH1,-0.0156984077596289,-0.04960025218164165,-0.007003839426594577,0.01614543938799347,0.048543025912504596
LPL,0.026266259715523585,-0.021856280105845373,0.057052501426676755,-0.02618396212440785,0.08084591211318765
SEMA5A,-0.023734614120998518,-0.05214627966670753,0.009053495871144847,-0.03142647831402295,0.05553566879082793
SEMA7A,-0.003445036765864452,0.033292556527726745,0.002335514396017688,0.04292173361402812,-0.033178384248004456
SEMA4G,-0.040345576206845334,-0.0062231926291312955,0.0669127753071618,-0.060633735315987265,-0.04145119554554443
SEMA3B,-0.03660700622017225,0.02843396464304585,-0.0025307328428860027,-0.03880814282482116,0.01402823736547225
RPH3A,-0.054303680705394285,-0.04530178371413115,0.07725256728430549,0.08368330488307489,-0.047350831455766955
JAG2,0.030713184002937093,0.07345269650632069,0.07216424291080797,-0.025924105339507078,-0.03371494707787164
CGN,-0.03897987577961558,-0.06549091168428561,0.06202679072572678,-0.022649144689718348,0.06253148746531613
GDF15,-0.010426370869758589,0.13288162365103082,-0.05004470293305718,-0.01821051918152488,-0.006217100758321381
