,UKF248,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
MFGE8,-0.00642638448446951,-0.007788208993969992,-0.012079196167842135,-0.018263859104768847,-0.031147255785127993,0.04546309391143113
TGFA,-0.008121707846683125,0.039308093313648436,0.043003516744044665,-0.02162318309989786,-0.007883040818787952,-0.017059447950192513
SLIT2,0.026571052668421115,-0.045828966783359196,5.650575553763419e-05,0.028221274134686714,0.03815817571013237,-0.057354178074671074
PLTP,0.005516039860178329,-0.0442292630481093,-0.017213984965687504,0.02009996733026026,0.08459539837054104,0.04069949049197652
APOD,-0.01098182194212053,-0.062085771694647345,0.0019446702963213654,0.09405310035715003,0.005672193706989285,-0.07473490269215545
B2M,0.05252915530127553,0.05598793514546613,0.005426703204988851,0.024643361393807565,0.09136313277306517,-0.06443300625492482
OMG,-0.0694499686540116,-0.040320059581723855,0.0048159137736688284,0.05751615917449422,0.004543643173792007,-0.05940253758316528
CXCL3,0.09421381571143685,-0.014672973017954486,-0.0771925593797515,-0.05420295586658739,0.05009889547059627,0.03021571574567851
CXCL10,-0.052447026400430995,0.12391009149634154,-0.082095475543609,-0.028477692993974645,0.01212051370218458,0.02460934914365211
RSPO3,0.009850783378222289,-0.015332974009909085,,-0.04770258757211306,-0.024950425321849462,-0.04286821321492412
CORT,-0.04002285317604289,-0.011655115766324758,,-0.01703855886804939,-0.018154580382635666,
NCAN,-0.0255788269823148,0.008533783482438516,-0.08107434827621637,0.03127334214515106,0.014764380301188883,-0.05253050917784514
PRG4,0.00382778964567099,-0.017926781251687875,,-0.030205403804883024,-0.02678819430680093,-0.041425883163887026
ZG16B,-0.005958978220280511,,,,,0.013469481720785598
TGM2,0.040975833270081655,0.01017532512930803,-0.026452260332198385,-0.049745327579084626,-0.012216765356922737,0.0017135559074677956
VEGFC,-0.01932974556769674,-0.01829499482639808,-0.01619541256880779,-0.03549113979353237,-0.012564005943026164,0.03429784485724835
WNT6,-0.025692256506910198,-0.01596694764347305,0.1113731752713208,0.023918574950839353,-0.03374109908250512,-0.007346998036936601
NRG4,-0.014666126097717759,-0.005358113649689892,,,,0.039707580364788504
PMCH,-0.016903499598790245,,,-0.028031010771185225,-0.025471847536250324,-0.010096057055544495
COL9A1,0.09734836960594719,-0.010383289219249492,-0.0035984579588936453,0.08265800621718043,0.03402473344579563,0.0003004344829223175
GDF11,-0.006950944182625268,-0.02102979052826651,-0.10663122331301121,0.05787525451605764,-0.007880762021884796,-0.011264863088957694
IL24,,,,-0.02089924616968275,-0.017072128560289918,0.027767136897341005
SORBS1,0.02580527540858408,0.04718565154411488,0.10848288645120749,0.003925841294259929,-0.003723429903178974,0.03388237151914751
DLL1,-0.027548143690642013,0.009502734427492795,0.06879527873513153,0.03728381628770474,-0.000989456949326901,-0.062471333365789826
TLN1,0.07841638327990783,0.06818013742689864,-0.018260049961251364,-0.08552975783899289,-0.002385396233757113,0.037476250679429036
COL2A1,0.019175389574968112,-0.014896080018843292,,-0.0072378731032459835,0.08748783813592671,0.053947006763226606
SHH,,-0.014216709975529738,0.017053774657005274,-0.03758823880499345,0.04365191014805549,0.1306860892312093
PON2,-0.022797708104249945,0.003386476330954336,0.03976315015137899,0.0404439595487604,0.05781506938733782,-0.0014094225664306973
ICAM5,-0.007960300880562786,-0.027764466638565737,,0.0028087965176820735,-0.05448798255516117,-0.004914367051378444
HPX,0.00814282178781814,0.002163379507397918,0.06595331741017064,0.04865939468116075,-0.041672882662288586,0.02955300021073869
SFRP2,0.04437050388211998,-0.027889546723713327,0.0476058109846076,0.023961052698933973,-0.019653223619719242,-0.05814148203250062
CFC1,,,,,,-0.0349118069343072
CD70,-0.03002829880478246,,,-0.0019845180557304014,0.015709116255215812,0.031835142368120704
HP,0.005775899237804878,0.027299575139168142,0.03674646593426509,0.043947388928754355,0.03789258462115312,-0.0058145835434722255
CXCL2,-0.06867198021260511,0.021948865084619344,-0.053928149495395955,-0.02408447597244047,0.0355683784648338,0.0008031373087942508
NPPB,-0.02054288710009656,0.12725406052475816,,0.041735710164043496,0.023923467846983397,
CCK,-0.0071258069092680325,-0.036963153209649685,,0.038719230157447215,-0.05633806219209778,-0.06812555066822523
SEMA6A,-0.09060549716687707,0.024745780867395633,0.07466884638117556,-0.016336445825424702,0.0725142091236367,-0.062317355633738664
IRAK4,0.01149081952924985,0.04104514718472652,-0.08205249027446203,0.01759151794086057,-0.04711353878108834,0.05953713542247179
GSTP1,-0.0396281417435974,0.06869209948052596,-0.029522896970433074,-0.003492798969457925,0.017837695809038465,0.05776929037759849
VCAM1,0.05464750506444445,0.015731051498766153,0.0010283575801716214,0.01402451455604326,0.026391518920872638,0.01648030413294843
NXPH3,0.04241584364210337,-0.005015572903329734,-0.00030065750501318504,0.02757663839036952,0.011591450245364957,0.04215117729679769
MTMR4,0.007594818989953588,-0.014999587507499242,-0.03811159700033302,0.04650203424874552,-0.005871728794280369,0.06162813146145009
LAMC2,-0.016124018344294326,,,-0.025693716683642103,-0.02242049514701188,-0.008674703299319625
IL10,0.008186424516014259,-0.01637662257214076,0.05512084829342452,0.006560627334141009,0.07733255807683947,-0.010497960457424604
SEMA4D,-0.06633398034565305,-0.03914042846013089,-0.03172128481155296,-0.0004379835217476821,-0.006971621411161623,-0.0709743465194263
TRH,0.05940861755015444,-0.05384799369321086,-0.04122112034460651,0.11010788543061026,0.044551359303640736,-0.04733385397333786
SEMA6D,-0.011213050162396867,0.01936043628581494,-0.08134163260894915,0.00011180942548938629,0.00510661135187574,-0.06154725151257532
CEL,,,-0.04878694751604534,-0.0035752350842022406,-0.027872513694511658,0.009640565348371006
PDCD1LG2,0.014975275601753582,0.06819807095631246,-0.027333902378530856,-0.005722973848619925,0.12299423932503574,-0.03370624362495855
SPINT1,-0.006259360563169252,-0.024037356351837864,0.22729519406464102,0.0043035968441763,-0.01772290677438341,-0.040918126951227256
CTHRC1,0.019389678161441083,0.0353574289583,0.001314924211499045,0.034060117426723616,0.016779178415136407,-0.03559751292015588
PODXL,0.0015309378148130309,-0.06532636160255731,0.03547383875583204,-0.0030708748932573205,0.10678595003164953,-0.06931691740732986
JAM3,-0.031014380651692642,0.05673161846997803,-0.06092252432071632,0.031649139167693435,0.04305456387130731,0.002649607377865291
TGFB2,0.011289400398023355,0.06092929593153869,0.08098665946338593,0.022545934253593976,0.04237326820777131,0.014125463799772307
COL18A1,0.028963249530614455,-0.012953402472816324,0.017526933524425897,0.008793551366556681,0.021779877845410373,-0.08095341533717736
NODAL,-0.023052093957059087,-0.025151478766091775,0.09051551172596128,0.09784475348870501,-0.021088100327430345,-0.023779980881101732
INHBB,0.041934331053828315,-0.0023328960228982207,-0.04959366145870141,-0.04165066281311871,0.050906837941108035,0.05935725002341598
LCN1,-0.01612402197226411,,,0.06125204215085262,-0.019915043462258846,-0.026649596692230593
ARF4,0.054097385227418665,-0.005405053618617209,0.034094560448444514,0.078676852486262,0.0502723555289049,-0.016477264735862373
CXCL14,0.07968080917929343,-0.017210081501921562,-0.07462901514327239,-0.061322932766091895,0.054276533702532354,0.08694157295172561
LIF,0.10543060323152735,0.07297024537263284,0.0672074100792724,0.006093718382924505,-0.009834655034051822,0.06206284163378651
IL17B,,,-0.028606592794696368,-0.028918194644962966,-0.03188710036048276,-0.030131032794356815
MMP1,-0.022229626876558512,,0.06640405580168035,-0.01717927722863315,0.029619941055740128,0.04685192622056676
MATN1,-0.021170370465855095,-0.01489607816509741,,-0.04181447779510676,0.037990421606512975,0.008721106108578848
ADAM28,0.03576268883815836,0.03423046232406129,0.03836505666021696,-0.02530162075030572,0.008097689414954793,0.004019371046350125
TCN2,-0.005928121664209174,-0.06172423269935369,0.04762616656298359,0.033099887598724294,-0.0007906409643800598,-0.018162098421915778
THPO,0.024063952628030565,-0.014896079876247432,-0.02507747526378918,,,0.03224903547752344
CUBN,-0.014094780916079725,0.04398147236549385,-0.002084933374942188,-0.06933740874022175,-0.012383213756883496,0.061871507303046615
TIMP3,0.03917439099701056,-0.01098630824854753,0.055388857435850015,-0.05999547775228278,-0.00824425265428825,-0.02237437275433749
PIGF,-0.028975909148603315,0.034117190328105854,0.06683481344793883,0.05668524076512166,0.01239338740978438,-0.00963606067293882
CRH,-0.018891211442497984,-0.020374000556208353,,-0.022497686542803975,-0.0005978963760116395,0.05584334267634951
BDNF,0.025644161620471503,-0.016776811805271068,0.0010702744471745805,0.05392140493405768,0.021867629728442823,0.03079304175490719
CCL5,-0.0479363861887596,-0.02020832368898591,-0.010958506607987625,-0.018104858921386257,0.04980923411881196,-0.02140061492682474
GAD1,-0.05334110483348401,-0.07388123951121392,-0.045883137499771534,0.031036229420778563,0.024944025031472947,-0.03487543534839032
COL14A1,-0.03820728062063722,0.03687378277848541,0.013450781603806545,0.03083597755889037,0.028834039006712456,-0.01507106086527835
HLA-A,0.022062353979372028,0.09062094974416902,0.030576126105942715,-0.04198101730187352,0.01989038118281747,-0.02162538403756445
CD5L,-0.018891209256928714,,,,,
FGF18,0.10273849906953357,,,-0.0341882329151066,-0.03108745519236201,0.11751325592256397
ADM,0.06612620199113571,0.09692491276032952,-0.05977017144738776,-0.08077959929201475,-0.06809710738500277,0.051345035640692496
CCL15,-0.03151830928325219,,,,,
GNAI2,-0.01676599205067207,0.046818376478102074,-0.0307155002576248,-0.03550181780694955,0.003979374302151016,-0.004943558311104457
HDC,,,,,,0.02714877495647353
COL11A1,-0.007048204177000647,0.03473572567122929,-0.08257766050893618,0.029170101393065657,-0.011168266349592766,0.03124966522661515
NUCB2,0.026254275781047994,0.03399005255589821,0.06568042008429056,-0.01207565923681103,-0.003500496511984023,-0.008435904684515536
FGF16,,,,,,0.011675163346390776
CXCL1,-0.01903778496073476,0.047012623115387495,0.1449602554655028,-0.06267355645307332,0.07876150473113064,-0.029563794368643967
VCAN,-0.01724029087773359,-0.019660403252171388,-0.009056912407092818,0.03465623670119742,-0.00010754137254007907,0.04218013744156646
MMP7,0.06103925610648208,-0.02302340903695437,-0.06911448893896573,-0.03125940363308933,0.05451869044959439,0.11049529579541198
PTPN6,0.010779255244125601,0.007201167402929187,0.05420474057739178,0.02037487628539938,0.012765648893596134,-0.029139393003067025
PTGS2,0.025896155460853408,-0.004666096677741751,-0.017137474228321077,-0.028560933767278734,-0.016844413010299167,0.010514099291857145
XCL1,-0.020701386461269393,,,,,-0.0267360205689688
CD58,-0.041764539509571465,0.013644557088215518,-0.01600822150367425,0.05465815444498684,0.04672203118911123,-0.02057952436831543
TNFSF14,0.043525953200727496,,0.004746977601389974,-0.027348788128582848,0.06667088242015894,0.03603589343713059
CNTN4,-0.02683882680586439,-0.010232284807939102,,0.06148752209461294,-0.03822663849221333,-0.04787733587672781
INSL3,-0.0005240529659141775,,,-0.030415263298694192,0.06295276960680865,
MFNG,0.03213877766304886,-0.012845127179814161,-0.016243940932861384,-0.0019317986169891876,0.04748503293649591,-0.02438781393534219
ICAM1,0.036261086261472404,-0.03135195159492956,0.0009390132286453326,-0.05867761459432613,-0.01290959166911769,0.015661886139144533
PROS1,0.0258580808891473,0.02424494355226941,-0.017458753409129016,-0.04200551807241012,-0.0011225975839789458,0.015834866898490115
CLCF1,0.07853262621357243,0.03821366977785854,0.09297759231705914,0.018799793173290637,-0.027616364503954594,0.027001850982961872
PSAP,0.046503926554053686,-0.07603947421266324,0.021186324816758213,-0.06591294111343834,-0.015200734494078522,-0.014974693779415496
EFEMP1,0.09197229871576344,0.0077543066325673074,0.03468181750480553,-0.005685341733541092,0.06364605054585011,0.03962840942549749
C1QTNF1,0.01762058997566922,0.06667115406266341,0.06833226844897872,-0.055729605380689495,0.02718480545953707,0.03673644947420936
ALB,0.046872046944532036,0.0001336831632440101,-0.007668245981514887,0.006707493631002252,0.004435943320079999,-0.011344444339201645
CCL13,,,,-0.02030185305935327,,
EFNA3,0.029412572654921726,-0.010011483096248407,-0.07627353994839459,0.014073739200765153,-0.01934872479793188,-0.04602923107079759
DRAXIN,0.05070883673479498,0.06253747296160991,0.06717039205230689,-0.0297622877245239,0.0369258893821652,0.0024924158105865163
RAET1L,-0.014446440362063792,,,,-0.019915030410773277,
NPTX2,0.020631060936022478,0.02909583770666572,-0.059299710397332485,0.03167778192257204,-0.0304986947455865,-0.009199357238093701
FGF11,0.05156146482940349,0.07315915715406185,-0.05850926307860369,-0.03258360777503661,0.010060416616485584,-0.0006451499918627966
CD59,0.02500661030045058,-0.08479134832996263,0.006612224598912272,-0.020873762856086255,0.06133823488519739,-0.06060615863043046
COL9A2,0.011781810240075094,0.0630357284937968,0.013356993379978596,0.06285121321074197,0.011924924462024325,-0.0019103584615550754
DLL3,-0.0728445740983325,-0.04899263773929765,-0.008008637881535472,0.07563628221039749,0.02279843880224239,-0.07274501243378934
FGF5,,,,,,-0.02343705475719635
LIN7C,0.003643857626696683,-0.03201966363769106,-0.003305184579701205,0.0476556519531296,0.04784556910349079,0.054568943171679894
GDF7,0.1234033112009755,,,,-0.01707213396908592,-0.017830918312956065
PSPN,0.02072860248978703,-0.05616238702167953,-0.05542176187032032,-0.03533649642982765,-0.014933183713943563,-0.04012739637351251
ANGPT1,-0.006587474953533471,-0.02360757320753164,0.025882238414316496,0.05255083422345838,0.048601994822942765,0.003389786518504982
PNOC,0.025982772902809224,-0.029474352924192055,,,-0.01815458235779869,-0.026275435690494856
L1CAM,-0.027757630234247484,-0.07101295466396203,-0.04153870766397422,-0.019317642756051516,-0.0445605813385585,0.007237022487379542
APOA1,-0.017630647118748618,-0.016395560520007346,0.14719711270759692,0.021508064475009175,-0.034814086482151466,-0.05527048247371183
PSEN1,-0.05397934530713013,0.032697420076312905,0.08906602452166001,-0.025810990207894874,-0.00919769779113258,-0.023899054104437694
CALM2,-0.03377234313244882,-0.05833361991721708,-0.034019442299466456,0.11976411833889515,0.06575050342303612,-0.06550859786952395
CLEC2B,0.030756526445105712,-0.004484159843813728,-0.03419384223794933,-0.03922849565153112,-0.008389354572032635,0.06571117836023742
NTNG1,0.012726058407670417,-0.04505591036654514,-0.042945373231420614,0.011522482523333398,0.03677464405709631,-0.03368515899501938
LRIG1,0.029658411880271473,0.030097289269302187,0.021035371255086026,0.056553763950393285,0.06648462569401828,0.0022606672973739224
CPAMD8,0.05515314395249845,0.02354502827122852,,,-0.019179163759879832,-0.02976291323166465
GHRL,0.015335178804575147,0.05229507106475266,-0.054823131958160715,,,-0.026236317698135364
NPY,0.013483277028247075,-0.02155402290061522,0.015631955233774576,-0.030396161496737305,0.0492117707735094,-0.04716254127123125
MMP2,0.0015626706045900529,0.02550332778285657,0.05170410879951013,0.059553294758227966,0.01669777948306512,-0.04696118079391616
PPY,0.018779955522707704,,,-0.015581239767498823,-0.008937694616822726,-0.032372387988909034
ALKAL2,-0.02709202964087122,0.07359799161498266,-0.0037412304219885703,0.08326867456310555,0.02656240723576966,-0.017390392776965774
CSF1,0.02704782479252897,0.022219450603540376,-0.026398038067932467,-0.07873973514090282,0.05538714220184058,-0.02546701154680761
SEMA4C,0.003033011383994255,0.015076594021193556,0.02352402203781835,0.022452246995161386,-0.011483265404485311,-0.00021694524011707617
ICAM2,0.0069095386010443235,-0.010641278183621622,0.03221755424148931,0.030999319294613935,0.015614344961606748,-0.02516734753716104
SYTL3,0.02738506108024483,-0.023152087123356927,0.025645420397417597,-0.01973929989335192,-0.020623485103533616,-0.006577876791313657
IL1A,0.02195723468034915,-0.0046131506883399336,0.027662227632952598,-0.03320070657337633,-0.003797172385618141,0.008310035607913215
HLA-G,0.04154023907837401,,-0.043175781749105815,-0.04478204746991092,-0.04828624567644521,
PGF,-0.009628405967900808,0.05650778717430384,0.04451926958678762,-0.0037022456933985593,-0.045926504274005714,-0.04188260647777896
LGALS8,0.03248910139286791,0.0699215557595435,0.018405760266006068,0.07783306421446405,0.04898669374686952,-0.02400130844728156
DKK3,-0.036862693537655096,-0.07370708322658197,0.013544707019567675,0.07585512048608603,-0.00794963541479765,-0.05906086379854552
COL16A1,0.01747317384954318,0.015418123706318843,0.006243334361912049,-0.025305154629332884,0.038385444910358966,-0.01063541402750811
TPH1,-0.016322188251231114,-0.017926780015159852,0.24223121209920254,-0.04918972084113217,-0.05199748353500351,-0.006560887325494551
TNC,0.05910970686985109,0.04101329456201927,0.013866803915679833,-0.03726312221074549,0.04364620876335738,0.08818800727306875
TNFSF9,0.09101875408698863,0.01407348393742954,,0.06242904549686677,0.038140624940948775,-0.027025060995067653
C4A,,0.026752129465066537,0.04590752101428941,0.01586085666680742,,
CNTN2,0.0005179916272731973,-0.023771879172061652,0.0366194284260654,0.015451111966933042,0.03295454363627635,-0.021015898878339233
F7,-0.015923524786874723,,,0.0321681179366012,,0.017362761423116383
LUM,-0.010516469476120498,0.024469128588244873,0.06422109612154385,0.04739164775480748,0.00436516647324704,-0.016271402146799632
BTC,0.03253494934929823,,,0.06230727334691779,0.05685245901800028,0.03350269980833141
APOC1,-0.006146283164425056,0.013348165989689945,0.01525242513845989,0.064377332957676,0.0019233587245955247,-0.01816745909779214
PKM,-0.021487596264954632,0.04585932694182784,-0.02818144931651426,-0.07343419117608178,-0.010392603320067683,0.07891683935321764
TNF,0.029910518186413704,-0.01844307519829646,0.06424654169676934,0.10905672462678041,0.0011945254657518987,0.061658337207213074
GNAS,-0.06191870421842409,0.07535736535769103,-0.10779422431740147,-0.07626199516938982,0.04229702319643397,-0.05878693454397686
BMP8B,-0.007538617643180892,0.006422806705719645,-0.028856920518954395,-0.01536534128877702,0.05666499120225766,0.013011999320662144
LIPH,0.13183225050766523,,-0.043175806651738376,-0.020301860525880962,0.013906731528980181,-0.04565624749385811
CCL28,-0.022959182486773935,-0.014216715293984416,-0.03926729885838548,,,-0.006941220288238118
PTPN11,0.039803005543174626,0.04039007590431231,-0.09924492641671523,-0.0018870530233092288,0.019550919608864875,0.04453305091780738
ADAM12,0.025152884424875246,-0.027303116510718182,-0.025386595049715247,0.0018225181591565802,0.028824356573333407,0.005210779142678475
EPO,-0.021931708681186792,-0.01792678264776821,,-0.02204833901481384,-0.023060081043635484,
EDN3,-0.016683784512436184,-0.018111760365590722,,0.04997951021140113,-0.04133107286281072,-0.022898178790371974
CCL22,,,,0.06118472740468019,-0.021088091028589752,
CCL2,0.09521847205978039,-0.015436965650551662,-0.04433424394832229,-0.014191201730287229,0.10256318146618941,-0.0028298714742912754
DSCAM,-0.011801713233094167,-0.006976418341444995,0.004428722731122911,0.06702093246041288,-0.04890630307321782,-0.0033282237412473577
GPHA2,0.09485914473073763,,,,,
ANG,0.035450048773856664,0.047198654333661716,0.025175625917454102,-0.04316053466530269,0.00880835162780751,0.05837338723186751
FBLN2,0.022066908698069283,-0.002744381541031999,0.0319737317368323,-0.007144089677204572,-0.06554997085060266,0.012111908255799825
VTN,-0.03085461643570721,-0.014896077071862985,-0.03748683153563427,-0.02520276033544722,-0.016215384113748704,-0.034722674284866396
VEGFA,0.024489774024276934,0.08003283789582004,0.008497151128666362,-0.10140151063653713,-0.06570740644125421,0.08365883193167248
F10,,,,,-0.027694394741614392,0.05436346862541971
SERPINA1,-0.018698087847545588,0.009157882628259206,-0.014747405064123446,-0.03419657309107892,0.03330575469472379,-0.012704368392934923
VWF,-0.015749065419902782,-0.05067825137044796,0.058585624704980105,0.0006354198704665426,-0.029306058220317215,-0.08029549427666122
GDNF,-0.025561722834037875,-0.017926781251687875,,-0.04711966301617843,-0.05055653366297316,
VASP,-0.028042872346592217,0.006817233495015422,0.06575364430088437,-0.014390178973061564,-0.005898997488119698,0.008715880327852199
ADAM15,0.008482387192235498,-0.012064747819544858,0.037905725920762814,-0.021602822513890518,0.01841312643590758,0.013602992582411443
WNT2,0.02249796339433577,-0.01677680938539198,0.05221112155604157,-0.027348775734427934,-0.023683858339395975,0.08609995613363441
CALCB,,,,-0.0058327300522789,-0.028049646359543687,0.06160512385043353
OLFM2,0.0005070071045636985,-0.0017926026663985953,-0.04890562417884147,0.004281831900038408,0.02888779906504842,0.001838852977472594
MFAP2,0.02401321632828153,-0.04196077517478084,0.049629266288829736,-0.007641550764825666,-0.028255596893015156,-0.05953380093325706
