,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,-0.02585669344344951,,,,,,,,,,,0.004679632507789498,,,-0.025332105102540466,,
BMP1,-0.033175731773002176,-0.02811079728449392,-0.01745918778366817,-0.030953693394836102,0.0017935173121773253,-0.03465664554266295,0.11317383055648389,-0.06642789074749972,0.03037744696339436,-0.07992783922255031,0.061618523717860994,0.13425462962975698,-0.010212752960665622,-0.06256150457782418,-0.10645997665584342,-0.01436380324558338,-0.02456556165847906,0.13956519469239903,-0.031155534816000367,0.002755722047255481
NDP,-0.059592743316622884,0.048736605350076234,0.028723090293759246,-0.013051399337263554,0.029730215564461135,-0.012237231894860957,0.03223036330642956,-0.06543894393233826,0.13080101382736342,-0.0744370168272026,0.1256795622632258,-0.06604838588493808,0.002248923715043268,0.0626762767678325,-0.041788240282183024,0.06960252430510425,-0.049479737514886005,-0.04400419691432576,0.00229094729384951,0.04623379160727141
TNFSF18,0.004438593089761262,,-0.022825210348816703,-0.0277421610713864,-0.015882542521870806,,,,0.02425692031648141,,0.040844548068649456,,,,-0.009665764453137783,,-0.06590991272964605,0.01587946688260235,-0.0617589290167571,
IL36G,,,,,,,,0.03578692876072276,,,,,,,,,,,,
RTN4,0.01642397189618585,0.08369980969925306,0.04185133202230675,0.041414122081536726,0.057802493230681935,0.015925819105562695,0.029962603468778198,0.05671909294447298,0.034448820427588074,0.07028119971789243,0.05042732527270128,0.017415012332943118,0.059407178247036146,-0.010157664678885264,0.05355960766279266,0.07146986762765631,-0.0008414366258386024,-0.016964703456055073,0.22379887546652133,0.00034256104895226283
HEBP1,-0.0368074140096778,-0.03308175865525135,-0.07185171098988842,0.028718254601425845,0.02553457373141659,0.031625734581760295,0.042253358589941864,0.05038571929941335,0.039558146780231486,0.011265110283567597,0.041134499908786606,-0.020475243642555447,0.012257393297008175,-0.03191329483829362,0.029808879370763427,-0.021287832036557763,0.1412931837474171,0.005679549528255628,0.02178568388318064,0.03995866467489497
WNT7B,0.025200070995159373,-0.012523659195783873,0.047590190517810285,0.04421084447274557,0.007161106455740321,-0.01918374636716075,,-0.0038249678301329132,0.013984333256732942,0.09509607987021292,,-0.015708081941408863,0.03152247224957006,0.011929049960427986,-0.011979462429610932,-0.04520729048462559,0.014941779213859922,0.03297961119237598,-0.02110088447336599,0.0009167178363047023
PTMA,0.022858622602016404,-0.08674372711309121,-0.04564932046586528,0.007616476587013576,0.040196413408057914,0.0030072079139818564,0.050414262650849466,0.0007696004826798453,-0.09953384123284892,0.025860560145115175,-0.00414498266087422,0.01985411710518162,-0.022972505162570666,0.05007190600633261,0.11865105903110788,0.14730877646383966,0.012792373813818952,0.05721424909569153,0.005135081558163825,0.11706392134972507
FASLG,,,,,,,,,,,,,,,,,,0.03494961947317743,,
CEACAM1,-0.015573936708335621,-0.01601098884676311,,-0.027013608250255165,-0.024979455624673307,,,,,-0.011974907555987699,0.04896959992953457,-0.020412792192890654,-0.04893908265784591,0.01943148460778819,-0.06934299282615679,0.044702834795901786,,0.025008087932232522,,
PDAP1,-0.000128705936170147,-0.10374899243007213,0.03653986696876176,0.011089052064915119,0.0532412499790494,-0.029974781756002582,0.08122263373783299,-0.00020210631523993707,0.03141067972642694,-0.0987281665616245,0.009626289344470452,0.0190708387496125,-0.07051385990866278,0.02723463716211604,0.05283922383012613,0.06310187430682487,-0.007634425711569286,0.008758417626730419,-0.013413266858008144,0.03475562336865466
QDPR,0.000621167521373565,0.1270770323254608,0.01095076209134297,-0.015253860132633936,0.03430563780238107,0.057370863977994166,0.11107279034270237,-0.00853915734544813,0.01069857532561922,-0.20371467357894743,-0.04892084837600492,-0.06739464684919692,0.0045611547358550015,0.048724298639891216,0.13859343732841503,-0.04794155310062781,-0.02219165778822302,-0.02572172589982404,0.12774474205231853,0.12265907408821211
POMC,0.01370566594756103,-0.020258022659280398,-0.032936351575035265,-0.003972014440722065,-0.018428846380501296,0.007106229677577693,0.037095541515280786,-0.0213891680274718,-0.011976765228107408,0.011587758682147389,0.05190978447283672,0.04165685096648681,0.03885983218000208,-0.05024944052591459,-0.056949715105680344,0.062462961087237125,,0.0971874365822242,0.011706193883539462,0.026375616745409895
CCL18,-0.019434801523743786,,,,,,0.01455346592646799,,,0.02114305975716813,,0.03137054141867145,0.030004242875448593,-0.04093522018120903,,0.05368347719333333,,,,
CCL17,,,,,-0.01980862276082066,0.07403513124683678,,0.06147947309907195,,,,,0.03276728799012982,-0.03223792383032214,-0.0055543047777715186,,,0.020993731985430912,,
VEGFD,-0.01943480769520354,-0.015318407615878035,,0.0013504162634292815,0.04507705445254193,-0.017416584689758194,0.06658572896824669,-0.018440403488371743,,-0.015926246410376398,0.02982097388254769,,,0.008869881332418303,-0.01845787397812968,,,,,
TNFSF13,-0.014666129546121254,,-0.005452065500509325,,,,,,,,,,0.04322267723090094,-0.007534495468442623,-0.058826369605049195,-0.010782937228897824,,0.05971236390120265,0.005640587756587692,
WNT5A,-0.034655221719181555,-0.047409027007430965,0.013451509873172826,0.010185656790075501,-0.04028419471952428,-0.05125793427315489,-0.022446567572893022,-0.05327613774042996,0.11670994294182589,0.07884552318825264,0.09804799057169601,0.01654826753746473,0.03183924508544553,-0.029772064311825323,0.05224362732244556,0.0667456685169143,0.05490809191373756,0.052721982925428526,-0.0636573776224604,0.1193495122173486
CXCL8,-0.040617100757740804,-0.04734891931813357,-0.019315627288759823,0.01121357992531758,-0.04936973803395121,-0.016219080961381728,-0.01546498215277418,-0.04224287504388571,,0.2214140812149071,0.037622646953987086,0.03009863402971672,0.0272398674926956,-0.10139366331301691,0.04899113338077926,0.03326640227716637,0.11103431467807715,0.04917471333477315,-0.06952157218316683,-0.02638348324855242
GRN,0.0036280640421747844,-0.06453470975130036,-0.008584711175946618,-0.030253868158519777,0.00152472609699065,0.016654390039681045,-0.012085384152491193,0.08329876075428293,0.1403498293696509,0.04905433773294346,-0.02999636973734646,0.06769204920883044,0.0463878981936087,0.027388966034343404,-0.07048048657683936,-0.014093315807925094,0.05355972889200253,0.11612428802068463,0.14504242001165502,0.06196220965229086
MIA,-0.0387208422209412,-0.04648134166802738,-0.0024651551245164116,0.0017107610053540355,-0.038934110063047485,-0.019807697186017083,,0.0030313099991882276,0.04245014449028207,0.04283659830284313,-0.033781339224193546,0.033667022355547284,-0.03311000480067839,0.12847088783264646,-0.043856142736243955,0.05653621598321354,,-0.035637463940503836,-0.04348340998882223,
COL4A4,-0.023341038726801544,-0.09888176201687414,-0.021061133383877002,0.06808248460274882,-0.020680815014769184,-0.015409743044411832,,-0.024498265263247557,,,-0.04427109584129212,0.021454379992433957,-0.009117765888207539,0.1135334796761303,-0.03059794578111544,0.03144967547359694,,-0.02891947203768652,-0.0846349067342739,
TAC1,-0.026005028528330497,0.16048218312761597,0.013851799199973744,0.017891588260343348,0.06736066147674434,-0.013521879449305114,-0.015253074260045765,0.05629696922132475,,,,,,,,-0.025820766241189307,-0.015926108438296997,0.05696311740232463,0.11806695604179981,-0.12465686889357594
RARRES2,-0.041102255143987944,-0.08284029461509743,-0.00019226988004732737,0.012037473313624238,0.07086268105074899,0.05940657914869305,0.026708295418441365,-0.013584808617362082,0.06920219653074504,0.1380939277836762,-0.03670780464207158,0.011283041650420973,0.050755496808081065,-0.056042099679847905,0.03685086542596092,0.020511159532432932,0.06882248226103752,0.01686008470314194,-0.20837295089255256,0.07158328608786534
FGF7,,0.06268528087737366,0.006205036904457414,-0.03858059679649766,-0.006133443347860558,-0.02888074251237881,-0.0950387068486283,-0.011553065528492067,0.07331536910055016,0.009507988284181073,-0.01743950279394978,0.0991839431584437,0.05832305034248453,0.0320105986208244,0.052824038855873535,0.09479702423434469,0.06215865224592037,0.021704056066266478,0.03964321773266165,0.060812871755946234
EFNA2,,,,,,,,,,,,,,-0.03939173479172734,,,,,,
HBEGF,-0.031704124518897765,-0.016709815378139335,-0.050044013497934074,0.014438246173310779,-0.06357499918340491,0.03184587464201073,0.07125094050325599,0.029343349549903443,0.10075413080580037,0.005933546715731897,-0.0016324195552904278,0.03606347222214796,0.03344907048333944,0.048051059389221426,0.049448327270940166,0.05528793688906869,0.0689332169173131,0.10470499843356122,-0.032066746357977904,0.0876775614744198
CSF3,,-0.00624687745352762,,-0.026957193170798036,,,,,,,,,0.008469297062462303,-0.10130664462348542,,-0.005794402854110932,-0.02014418931332212,-0.020966174284746578,-0.07056031001443767,
PI3,-0.020446230608303275,-0.016183256217788614,,-0.03035415530675683,,,,,,0.08309641192777845,,,0.031225040308815254,-0.0929567687095082,-0.03904648411743116,0.019303894129655264,,-0.045552531392188345,-0.06236117791849921,
PCSK1N,0.06250111665610852,-0.04212317277667118,-0.031833534565038145,-0.018623292964369896,0.012150956906422202,0.023915675625369944,-0.03858614163362529,0.00955865341449045,0.053029505599214224,-0.006137168352670493,0.030076088190119005,-0.0061306767700884625,0.004977946387498004,0.08541266032393356,-0.008498055678404837,0.037452580030671465,0.00776432450899807,-0.06979438084795252,0.18927929621076672,-0.07389189653386737
NTS,,0.009513875390814223,0.09382167853541844,-0.009767518300960856,-0.012091037711116569,0.023462478683313595,-0.02234756887952307,,,,,,-0.002278737381206,-0.02843904450973681,,0.002456612787629052,,0.021196649067546678,,
SFRP1,-0.01942672200280109,0.0036567305247607517,-0.061952436480226934,0.014586249186720477,0.03663992327126807,0.024537079751220218,0.004021932150166939,0.004033669239814363,0.09001472792338584,-0.08772087809164687,0.06704033202123373,0.05468411400763416,0.062002634728569525,0.05151931854058027,0.02143840429034685,0.06586300669923924,-0.014850527573185331,0.03800111625497682,-0.05064641452910624,0.06692974251192157
CXCL13,,-0.0173185926180578,,,,,,,,,,,-0.02467349148888688,-0.039439402193395826,,0.08447035318248491,,,-0.04074292779601557,
MICA,-0.024297891427490715,0.033334853151269515,-0.0545721407094575,0.023518052444397513,0.03048249937440497,-0.0023467129686036417,-0.05070151909688409,-0.02747467215474356,0.027080029749504252,-0.006506197226381907,-0.030565063595374035,0.011905895085720593,0.052222428188397785,0.03926659031946784,-0.029505033129383653,0.017618780432114994,-0.06569462584167386,0.09431476092957408,-0.05511717791313643,0.11384406698195279
TG,0.041319232454821796,0.031769702072400256,-0.017182867109948968,-0.008758136509519588,-0.01995643780404331,-0.017183502248049536,,-0.025846120643893255,0.05240097845683175,-0.07717657794652547,-0.004708097012527483,-0.032493464149263414,-0.046134080483123896,0.007215440762750607,,0.004579434380917585,,-0.030562630766113562,0.012885837772909147,
