,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.09773575078620596,,,,,,,,,,-0.01821902476779098,,-0.01595431421854351,
BMP1,-0.08208962091213108,0.10839000841566891,-0.0031330523238486947,-0.0030626071656904234,0.022554003733525972,-0.025867918979075068,-0.043209646294084844,-0.004765259730838616,-0.03935250085523716,0.0005473425282749663,-0.006105590382742467,0.03620102866670583,-0.01913436580961593,0.030243291483492116,-0.014257009090390333,0.07924602049116541,-0.02484036301922738,0.013568708338125538,0.09344605360498692,-0.056789237959251525,0.05399761257110289,-0.045049068951524635
NDP,-0.008796580592570958,0.09511394376624928,0.05418339570629916,0.0267785060949826,-0.011397890405840709,0.029385087504744768,0.085662082727871,0.026272362647604797,0.00832438777879935,0.06754267183399228,0.043210124874062915,0.0515289167349289,-0.010455239329389458,-0.023422291801383065,0.08827427744830166,0.06342220847656721,0.06733782618547739,-0.016605285357803947,0.0507635945265904,0.040171248298670935,0.058846722788824496,0.002425007259551411
TNFSF18,-0.02288515047037497,0.13166877852744543,-0.043107469403281126,-0.026270853718814994,,,,-0.02733950058923211,0.017715036436910844,-0.004184498502122255,,,,-0.03097600902459225,0.04770584836374636,,,,0.03486696442490555,,-0.026912075748086597,0.049539852612310746
IL36G,,,,,,,,,,,,,-0.005426387100028386,,,,,,,,,
RTN4,0.003818057496354186,0.018053905491912117,0.04429498948623979,-0.028192367769991167,0.03183637269129412,0.024555177178847445,0.053005457773033046,0.040283045174422515,0.018906640458591344,-0.04189135997911795,-0.011451494447223492,-0.0031404625591583547,0.11286532629275933,0.12415235253268145,-0.06698962751710275,-0.12892816372140498,-0.07149323503208531,-0.013191481186481698,-0.04129843948556138,0.028932430563205987,-0.045433752096662665,0.0018176952447944309
HEBP1,0.03817735444838975,0.02991563961304239,-0.04068094102265078,-0.02510533910512174,-0.011145614338880411,-0.027144296007276674,-0.0014212527246540792,-0.00718338501976429,-0.02896327848629546,-0.03610597001862751,0.07057956247695456,-0.056935701041088936,0.045294123859305965,0.01218539438527158,0.006992823888352606,0.015001666506589321,-0.006018361805247434,0.05013560174144603,0.04110877185532746,0.025248012248793424,0.09602783177182693,-0.04329537756553011
WNT7B,-0.02016110078155537,-0.009986925822759831,0.007940013580020286,0.07711053534145318,0.020620636386093034,-0.04821217159836019,0.013776254789331444,0.08050322539424776,0.03913012814109802,-0.03467685858752062,-0.020522807048486077,,0.03569493562857611,0.010474142742959448,,0.11847544394956036,-0.03537741501071099,-0.017842578922821362,-0.02489208029668183,0.03957020524746776,-0.008375547754488042,0.02469905187067304
PTMA,0.03041027112806858,-0.09242329044934001,-0.042089529563047075,-0.011439371737175552,0.05393475708468632,-0.008462592647969142,-0.028806233376292328,-0.03304822120287242,-0.018999959241175982,-0.012307742935502481,-0.04802930892275121,0.03428753631302462,-0.10079113006697613,0.005087884827087306,0.01776474899278475,-0.10135629053198364,-0.06307939362218677,-0.03491443179673735,-0.01623357891215345,0.0060003586311658565,-0.03575546637174534,-0.07135536886460361
FASLG,-0.020161106481046916,,,,,,,,,,,,,,,,,,,,-0.013837171278849843,
CEACAM1,-0.02799387279263132,,0.022949972264613972,-0.019942764554672223,,-0.02784351977926507,-0.017889044519512246,,-0.04670871121032568,0.11192842815708583,,,,,0.04971556230502853,0.03108147779981835,-0.019823710510654603,-0.02496687152443869,-0.007844045882009782,-0.01866741958245722,0.002903286562956612,
PDAP1,-0.107892393317234,0.0023885657977329735,0.0359554748409816,0.034898747303385005,-0.0033784805388090322,0.02170580542691196,-0.05105698847450798,0.003660772823653295,-0.06530259293223588,0.03296626223932639,0.032469120239702144,0.00736285205327053,-0.052535792097808266,-0.09942260306419472,0.06816692191250627,-0.0008492792278841681,-0.08138910455753591,-0.0368900097662071,-0.01368206539949587,0.048059774938556316,-0.03316062622578272,-0.024226530694488015
QDPR,0.10380859293123326,0.09169124621963688,0.08336960514023908,0.011538529034768503,0.10766038934352253,-0.0389072803996715,0.06292204746523802,0.020960047017689127,-0.003745896041132456,-0.022042764254393415,0.04655812856880822,-0.04373799446695468,0.048375736675765106,0.0951510922948847,0.09186162569167702,-0.12484587588004563,0.04959817296146849,0.031737692645654,0.043055208587540715,0.02874600654170257,0.019724858246285018,0.08240852388339058
POMC,-0.012550873487530563,0.0784037000654923,0.05885231023190459,-0.026131220980840166,,0.021527488890210434,0.005476333522247651,0.05399836971388992,-0.013621976722847727,0.008990184164256232,0.023228715894651867,-0.0005698169948517907,0.010485085187056042,-0.04618884136478183,0.140841254808059,0.016236745249749256,0.060254015270291686,0.013377512433261095,0.05385937836623985,0.03462798560438645,-0.002250075599466633,-0.04617870470268286
CCL18,,0.06785795837109623,-0.03416898030728715,,,,,,,,,0.011292131403041977,,,,-0.028574201602689735,-0.03627714706508651,-0.005878869336934758,,-0.014619916314810705,,
CCL17,,,,,,-0.03226773693863312,,,,0.026864491576098177,-0.02540148200943327,,-0.019379997204123013,,,,-0.01406396311275001,0.061169809145753304,-0.024020731734018717,,-0.012541841578472383,
VEGFD,,0.0514961194444671,-0.0047673229551395925,-0.028564009120356754,,0.005476875644471974,0.25619933221796976,,-0.02088204629442938,-0.011064447366433234,0.04416408451838658,-0.011070707045569827,0.04433369385830794,,-0.045942005114273446,,,0.009787642574995554,0.013525037546768936,,,
TNFSF13,,,-0.037253390676669676,,,0.02999334105711644,,0.05717414549393525,,,,,,,,,-0.026986632773698883,-0.039175602681862494,-0.0257591283489943,0.0666314082901146,-0.02043588402713882,0.006179522120520343
WNT5A,-0.027425150406355753,0.062430786493741626,0.010400391364224559,0.052954758608060516,0.006556869800742638,0.08700370782981179,0.020510199666450707,0.010558602206828551,-0.033169670138405286,0.04722520351654685,-0.025988669700251578,0.0462505470831702,-0.0746824862050998,0.07748278073438912,-0.013904570451965385,0.12272912745891339,0.023210294266169676,0.05033567346499113,0.050169388119663066,-0.05136152525606845,0.03288286455464901,-0.08967508366366124
CXCL8,,-0.09417972330441905,-0.08103141387668716,-0.02674564509748729,-0.03349102048906521,-0.09873163870071058,-0.10602586638920426,0.05504164767036998,-0.03377341833232104,0.021222229812673344,-0.01735120255989267,0.047089787115848804,-0.039494516502315634,,0.0016072535675122946,0.02480256298646441,-0.051932894259503,-0.1096564529197367,0.053012402428046786,-0.07144953038631625,-0.029795753612063443,-0.07833034865864014
GRN,-0.00027848985299301637,-0.007705602555212623,-0.011800565486765469,-0.046994943789605455,0.04732865128166776,0.017419107671566136,0.017849430628911245,-0.017664114541567157,0.006415939607316189,-0.0005165927260304731,-0.004771104283746472,0.03788022606708005,0.03871017639518088,-0.03540258587821615,0.04924356156203452,0.05867657546109273,-0.014669403189819024,-0.0007635830942603877,0.05599055789633141,-0.06972729271749263,-0.005113776588007507,0.042212429195869865
MIA,-0.02638914944484202,0.05906411735508515,-0.007807444763496974,0.09335713998167144,-0.04987354097040087,0.0084942372132625,-0.00904793679520661,-0.007076605554215836,0.040049392665668766,-0.014576192718345036,-0.021190310778886397,,-0.028445663048927258,-0.06415263389951686,0.012236011462623724,-0.052635533260078776,0.014961272141950923,0.06084361298750854,-0.012855359323278956,-0.0457666672602941,0.010418630499514976,0.01981679841055087
COL4A4,-0.023349017922791565,0.00016721756140442883,0.0526051930009711,-0.04271999753050434,-0.00920313147352842,0.014479808451538125,-0.014397467489272951,-0.010848697786271769,0.03669473994308376,0.014737905193994707,-0.027525492511212956,,0.11009926117258419,,-0.06219969716714907,-0.03612671892857054,0.044996913008121565,0.04299841239252812,0.020710127838610228,0.034018374075915736,0.010373805877371613,-0.03163495316328897
TAC1,-0.020161095512218428,0.0733547095948466,-0.009449228600617903,0.038689422675122855,0.001850597721521629,0.11154562996584876,-0.041697769992183,0.07684819878289849,0.05797358066697146,-0.02836365350176965,-0.0008995113836998547,-0.01671942631631865,0.10589157556585388,,,,,,,0.005015450500120196,-0.01648752606303147,0.053217473743454556
RARRES2,-0.015271397769960709,0.06235173424425267,0.02157961426870875,-0.0071558620201811135,-0.025861303982584183,0.03453246870472164,-0.09873692942642044,-0.011504110895974003,-0.053834417203933685,0.002227284077085682,-0.02450910772053289,-0.03841476196850277,-0.0660463801973214,-0.022644914125311014,-0.0036179192826955725,0.04823295104867107,-0.02808508467924868,-0.04133788145054881,-0.026021850903662287,-0.04280144809055913,0.00023255883249509262,-0.06454911311538897
FGF7,0.0068165369962044425,0.010474759909003829,,-0.03223976600418246,0.027225104566244926,-0.018770478725770912,0.03509734211683669,0.03804113079720744,-0.03852743563751338,-0.007450058724381585,0.01328614964011245,0.04361422529278532,-0.023874902793678987,-0.030922210770757914,-0.008281599601533404,0.060342448187563354,0.015832975149977675,0.01632669714309497,0.0018014785586552466,0.025777354720186028,0.009962095862565547,-0.03724558276432875
EFNA2,,,,,,,,,,,,,,,,,,-0.02372934052410906,,,,
HBEGF,-0.0035993490784557137,0.09442330874817839,0.009353989869605811,-0.026036302158453935,-0.04787324341504774,0.0007087603104213909,-0.06077351936162922,-0.008955793215306977,-0.0454866514394363,0.04440670316323093,0.03599823990368911,-0.023464284707975167,-0.022462599063770284,-0.0399656108108923,0.06937680971669104,0.026370410239607674,0.013221911371428943,0.03940845275047876,-0.059305506955159154,0.04106502196287568,-0.022371725366939092,0.005773918973253568
CSF3,,-0.03448103247603475,,,-0.026564263482757505,-0.030330528403782624,-0.04349736683638974,,-0.03196212965102848,,,,,,,,-0.011852921483699793,-0.0451148978094413,,-0.026762295916062936,-0.013204624374704956,-0.033276351186598815
PI3,,-0.01545129602049208,-0.05193540765619704,,-0.04419677401504839,-0.046318296515021846,-0.03794909614975955,,0.01752077030294705,,,,,,,,-0.040668333768501604,-0.09709583444812508,-0.02040952930088636,-0.07173156270243898,-0.028689261959842255,-0.05528496650434421
